	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3F_1	HMEC_4_G2_3F_2	HMEC_4_G2_3F_3	HMEC_4_G2_3G_3	HMEC_4_G2_4A_1	HMEC_4_G2_4B_1	HMEC_4_G2_4C_2	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_1	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_8_1	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root1_3	HMEC_Root2_1	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_4_3	HMEC_STAT_G2_3C_2	HMEC_STAT_G2_3C_3
HMEC_5_5_2	0.00449641754068683	0.00294123929057265	0.0113961690931235	0.0236060279039537	0.0165284973132201	0.0138522847227834	0.0104438344425495	0.00440737113475203	0.0204642122127121	0.0134485107006322	0.00480979092876301	0.00646604645967703	0.0203140184522897	0.0320209483470877	0.0342295903381197	0.0344342118157064	0.0228360947231716	0.0122100845738913	0.0188312949644273	0.00593482029456841	0.00237923354546272	0.0017886830736281	0.0130519298815308	0.0209115460146885	0.00781251840760053	0.0132846627390751	0.0233655427563379	0	0.0332725896653384	0.0111619138639094	0.0096766219372952	0.0261051624047544	0.0236733641503859	0.0275028853778949	0.0106468654474839	0.0207533474512086	0.0153498388841617	0.00901265883035217	0.018550866015293	0.0115661360482307	0.0077258750355823	0.0136336289176758	0.0145597120153316	0.0142903853294236	0.00780903277015309	0.0141227555928906	0.0142063200562349	0.0105160359785629	0.0232858707528965	0.0156653863365136	0.0312693905283702	0.0302404077194533
HMEC_5_5_3	0.0303755467288682	0.0315738137856093	0.0322829293503058	0.0124842185901878	0.0470346416549192	0.0287720150008667	0.0294437113482256	0.0289942472486933	0.0169187073533073	0.0435273240148018	0.0301749566782429	0.0304029512343733	0.0169132104253726	0.0652206561513745	0.00418901456678629	0.0676110032965287	0.0170997422432835	0.0238137477456625	0.0145160102684817	0.039203646013581	0.030918837226327	0.0320786887464734	0.0262264511299626	0.0499194271874711	0.0329859978614628	0.0208946591277932	0.0104911180407862	0.0332725896653384	0	0.0225086612119009	0.0343072939744796	0.0107612564703328	0.0548968966959066	0.00754463258185744	0.0252633059422684	0.0398410825537509	0.0332439328031103	0.0244757832236239	0.015574070995956	0.0427292961891178	0.0407454038142609	0.0235754729065115	0.0278470950923548	0.0208321424251562	0.0268398103484892	0.0472701061086683	0.0218207021391774	0.0248750473338624	0.0548554533908609	0.0240579211424075	0.0572087481247478	0.0586311935602294
HMEC_5_6_1	0.00786949870019901	0.0102759214943719	0.0117258937144515	0.0124899429300449	0.024867716413709	0.0102306123835724	0.00869867502522516	0.00742278352055541	0.00982153125873724	0.0234949021119557	0.0096247315068663	0.00813648302702396	0.00964832017271872	0.0428332690293791	0.0231499601522471	0.0452056703767472	0.0124879473875417	0.00408848884108608	0.00801681147977597	0.0170070795322897	0.00879250278916096	0.0103675130492735	0.00745189357319751	0.0282614321287037	0.0140247941738514	0.00229647437167694	0.0123002325140503	0.0111619138639094	0.0225086612119009	0	0.0127978713287643	0.0149750246750326	0.0326688842549238	0.0163742118842072	0.00874655630401917	0.0217142489868311	0.0145034896582869	0.00456335174904808	0.00739231746344612	0.0203431675336689	0.0188777163476895	0.00553396051708002	0.0100161853164047	0.00384889588822171	0.00444626492997394	0.0248568846887368	0.00460055534939135	0.0035673070335141	0.0325424960789108	0.00811620223091831	0.0401964047043556	0.0374156566518415
HMEC_5_6_2	0.00694565774529119	0.0120917791856732	0.0029011225874301	0.0225260328959465	0.0129216835044623	0.00708713189061214	0.00493523895968763	0.0113566128871334	0.0183135991739139	0.0217245022625925	0.0134927216802535	0.0051366597791421	0.0182363739494989	0.033138556502378	0.0340775292551794	0.0353254511670625	0.0197614847772879	0.0105020973514908	0.0203501126572428	0.0115525420181006	0.00955516225133463	0.0110111761707785	0.0085067667206961	0.0156610025844677	0.0174097179333509	0.0136971191735378	0.02382070435313	0.0096766219372952	0.0343072939744796	0.0127978713287643	0	0.0249211126905738	0.020776058986398	0.0273053829029545	0.0178338686965508	0.0111257544340901	0.00616309789972867	0.0141707759528615	0.0187625843782853	0.00940568499903046	0.0141470135813238	0.010861837339692	0.00816921101158539	0.0134884235745333	0.008556692731423	0.0161732466389134	0.01251338991068	0.00962761676020688	0.0208702639818751	0.0113030923134056	0.0397459099939415	0.0246702173031888
HMEC_5_6_3	0.0223809847740667	0.0251646233585506	0.0225639346434145	0.0025111493011223	0.0378355411289696	0.0187016368392561	0.0199889319441666	0.0223324093440251	0.00666398898167205	0.0382082994179017	0.0242459925355475	0.0218167007162516	0.00671778230411883	0.0572588234207166	0.0093127324573626	0.0595716713405632	0.00634737121456866	0.0147937073419737	0.00870690477864345	0.0318623006625223	0.0237505682034613	0.0253319590419582	0.0164744885178537	0.0402452951573968	0.0281203123333171	0.0128265821747169	0.00459823223288378	0.0261051624047544	0.0107612564703328	0.0149750246750326	0.0249211126905738	0	0.0456839025282065	0.00331781187347273	0.0209843450267995	0.0292871766149991	0.0229663007599129	0.0184651758866622	0.00770607240242017	0.0339356756330391	0.0338274402520606	0.014089041193597	0.017693018814317	0.012051667123111	0.0186656703614753	0.0393961796428658	0.0126274744944959	0.0162172040125113	0.0457725145141833	0.0139458104597315	0.0540186254191293	0.0486270952431679
HMEC_5_7_2	0.0249990531380552	0.0264316944814263	0.0232187524206702	0.0432915655022711	0.00787903477849644	0.0273409077333009	0.0257099833850261	0.0278909970256976	0.0390657379372844	0.0247633097625087	0.0283358983672188	0.0245748741115098	0.0389935788067955	0.0153781312728255	0.0548254036573702	0.0168878011957569	0.040355426147947	0.0311550246359584	0.0406198004478168	0.0188599071982871	0.02556462207077	0.0253986087169597	0.0292410843108014	0.00673090495246249	0.0293100600834036	0.0340506989011081	0.0444360625141222	0.0236733641503859	0.0548968966959066	0.0326688842549238	0.020776058986398	0.0456839025282065	0	0.0480399365079853	0.0343016190861459	0.0212753730868688	0.0239774083403462	0.0322673731519962	0.0393428101938108	0.0124040616256003	0.0192883457619075	0.0316301372834419	0.0284282126430381	0.0341137658184112	0.0282309489915737	0.0119085018461836	0.0332350753649284	0.030041819673056	0.00115482032834378	0.0319326979094591	0.037955439414465	0.00926149901436549
HMEC_5_8_1	0.0240994269617171	0.0262426662293268	0.0251080217766633	0.00498309178121093	0.0401703018837463	0.021425310877252	0.0223838132360451	0.0234781059392129	0.0094408515832269	0.0389788198914597	0.0251211136829995	0.0237999037090786	0.00945116906639206	0.0591054932573649	0.00684012861130283	0.0614533643454241	0.00958526282614741	0.0169197227723031	0.00898938331548844	0.0333746973494612	0.0251251508128088	0.0265486880636428	0.0190074712241221	0.0428079958141749	0.0286375676742927	0.0144332806394532	0.00424528777255135	0.0275028853778949	0.00754463258185744	0.0163742118842072	0.0273053829029545	0.00331781187347273	0.0480399365079853	0	0.0211681061673561	0.0323276401278936	0.0258225845703523	0.0192740812623811	0.00900831372502945	0.0360763531092704	0.0351809557546043	0.0164566295135352	0.0204628018005734	0.0140084089504177	0.0204253564987014	0.0411623668510906	0.0148166557917101	0.0181777432288039	0.0480704836359186	0.0166752777542018	0.0541245960884124	0.0513625822072641
HMEC_5_8_3	0.010932421401202	0.00789966059591321	0.0180440599032215	0.018808168270146	0.0271369467909065	0.0180477846335474	0.0154944637085892	0.00675916986543617	0.0175735961437596	0.0182795011235252	0.00602332447949295	0.0127665409382386	0.0173849441369834	0.0415263506655515	0.0272129358142145	0.0439765223897387	0.0203801916097029	0.0126339446909577	0.0123269787833405	0.0158803461428982	0.00904091555526479	0.00890685937197266	0.0156474299479033	0.0313930901084871	0.00772801289699571	0.0106354449181983	0.0169829756400838	0.0106468654474839	0.0252633059422684	0.00874655630401917	0.0178338686965508	0.0209843450267995	0.0343016190861459	0.0211681061673561	0	0.0284369234387322	0.0216235541146421	0.00439869149043299	0.0136109015857884	0.0221837662340052	0.0166387532106368	0.0142019329884918	0.0181253524917217	0.0123942569369904	0.010228064503436	0.0241455985100098	0.0133281578057903	0.0115035291558723	0.0338853797870884	0.0168099283418456	0.0330623619976822	0.0407501218256321
HMEC_5_9_1	0.0178752528506096	0.0232152394766469	0.0103988638256089	0.0273639870884931	0.0154050022172212	0.0118063760459466	0.0131591957257413	0.0222990917669308	0.022937773218257	0.0317381966144567	0.0245727267683799	0.0157747445524615	0.0229527651948706	0.0362554210747653	0.0384944300721428	0.0380101923722421	0.0230474666563226	0.0180864724741749	0.0277300415653925	0.0213966113160629	0.0206481853157708	0.0221346234963218	0.0147278560996984	0.0145628305101277	0.0285244244212688	0.0216505491179823	0.0298656409931307	0.0207533474512086	0.0398410825537509	0.0217142489868311	0.0111257544340901	0.0292871766149991	0.0212753730868688	0.0323276401278936	0.0284369234387322	0	0.0072407897043305	0.0243795032792727	0.0254141897328921	0.0154864414411167	0.023838902345618	0.0174262667292705	0.0124532162259655	0.0206449622138477	0.0183706873445143	0.0228090504902836	0.0193018615923589	0.0181477104127483	0.0219378317775464	0.0160675211329428	0.0494381132705419	0.0205817688225111
HMEC_5_9_2	0.0116604844746697	0.0173577892051027	0.00396785047654143	0.0208441746620676	0.0166075313608978	0.00463462776951994	0.0061353624042894	0.015926715846031	0.0163884204291172	0.0278637985581862	0.0184281195213949	0.0094165964217687	0.0163735315177259	0.0377024728366347	0.0322722324652397	0.0397452650397038	0.0170021538675831	0.010849362085056	0.0205915148064297	0.0177136191675058	0.0146527610629643	0.0164051155983486	0.00752423104504349	0.017831026434423	0.022771284651634	0.0144168069970136	0.0230245954566439	0.0153498388841617	0.0332439328031103	0.0145034896582869	0.00616309789972867	0.0229663007599129	0.0239774083403462	0.0258225845703523	0.0216235541146421	0.0072407897043305	0	0.0174188861107175	0.0183763261905053	0.0144220848531875	0.0203069641424143	0.0102567941019848	0.00542747478325187	0.0134628731096596	0.0114145663773885	0.0216949351192471	0.0121431077634478	0.0109386575668885	0.0243332512816226	0.00919833556097328	0.0458911194962325	0.0257283912009767
HMEC_Root1_1	0.00760876559590399	0.00710264584602713	0.013999499171892	0.0160905796330109	0.0247400494573168	0.0136890982211221	0.0112886146526216	0.00461169386058651	0.0140808435816093	0.0197688971615933	0.00584847861776738	0.00903533929658737	0.0138984401275404	0.0409808733203825	0.0257861163094916	0.0434032509311375	0.0168321538908811	0.00827134180272986	0.0103150043519941	0.0148829213087228	0.00679951523671884	0.00764452596978882	0.0112499228660134	0.0286705380543198	0.00975850380815469	0.00669887606772174	0.015035453438428	0.00901265883035217	0.0244757832236239	0.00456335174904808	0.0141707759528615	0.0184651758866622	0.0322673731519962	0.0192740812623811	0.00439869149043299	0.0243795032792727	0.0174188861107175	0	0.0107777035177598	0.0198962878361301	0.016284826402829	0.00986611758492693	0.0137362491526233	0.0083809217178698	0.00601769901951894	0.0231308764788401	0.00915143193650615	0.00710499312203011	0.0319817543092341	0.0124764291106119	0.0359200119779927	0.0380076090804206
HMEC_Root1_2	0.0150969746725187	0.0174785305920653	0.0168745629955919	0.00531503853660567	0.0314733743415731	0.0137526477494349	0.0139477348919386	0.0146579132812669	0.00472710374073311	0.0305085474170498	0.0165421102897771	0.0148929703560312	0.00455222210070967	0.0501163154356962	0.0158240551244111	0.0524702437963241	0.00736489937613576	0.00826249289193936	0.00276647849026265	0.0243937303055888	0.0161780227005348	0.017686690499814	0.0109724998775404	0.0344091206835291	0.0204844748887475	0.00543535897154878	0.00510157722310841	0.018550866015293	0.015574070995956	0.00739231746344612	0.0187625843782853	0.00770607240242017	0.0393428101938108	0.00900831372502945	0.0136109015857884	0.0254141897328921	0.0183763261905053	0.0107777035177598	0	0.027219644076292	0.0262585665919644	0.00822686689294558	0.012983438332513	0.00527581237209528	0.0114376299304868	0.0321613631157281	0.00637540513907584	0.00931453689539568	0.0393149211815439	0.00938361038766281	0.0465195686351918	0.0432550256537768
HMEC_Root1_3	0.0126047019985057	0.0144546205286953	0.012237670031483	0.0314782106423912	0.00496337317833031	0.0164762519071075	0.0141290639853204	0.0156053407283929	0.0274427467039688	0.0173862702182095	0.0163557794009365	0.0123357313703357	0.0273482337906121	0.0237365661977292	0.0429051804950547	0.0259334104471438	0.0290716993365184	0.0191829590681699	0.0283370438264824	0.00805393283005441	0.0132663281601242	0.0133447936883818	0.0177809136607355	0.00951311422327383	0.0182164214485067	0.0218447059868031	0.0323161731553406	0.0115661360482307	0.0427292961891178	0.0203431675336689	0.00940568499903046	0.0339356756330391	0.0124040616256003	0.0360763531092704	0.0221837662340052	0.0154864414411167	0.0144220848531875	0.0198962878361301	0.027219644076292	0	0.00975334356543642	0.0198817391993446	0.0175653033673842	0.022073900063796	0.015927352631363	0.00744493535096845	0.0213281157927484	0.0179199912113216	0.0122114174685609	0.0206431500456529	0.034373525407035	0.0187403161680524
HMEC_Root2_1	0.0118173436058176	0.00920911472748352	0.0167421599574637	0.03132908274833	0.013909283275243	0.0201936556034667	0.0168950079103974	0.0117759140354092	0.0281290731684621	0.00791442533101825	0.0108077058633066	0.0132395702713959	0.0279835414126335	0.024913866829652	0.0418685559496485	0.0273615594062774	0.0304266102912612	0.0197546820130929	0.026417133662318	0.00259586616366884	0.0100861873956006	0.00868307051645972	0.020067503420722	0.0187362705481802	0.010265964022847	0.0210093244410182	0.031016010743117	0.0077258750355823	0.0407454038142609	0.0188777163476895	0.0141470135813238	0.0338274402520606	0.0192883457619075	0.0351809557546043	0.0166387532106368	0.023838902345618	0.0203069641424143	0.016284826402829	0.0262585665919644	0.00975334356543642	0	0.0210736995896008	0.0210871591740812	0.0219825292535828	0.0154129843735332	0.00782010073542245	0.0218197859263857	0.0180891786283837	0.0185989124593756	0.0228631782503134	0.0257249050467662	0.0273839149040522
HMEC_Root2_2	0.00926412028063886	0.0138593797443525	0.00871145996265567	0.0116707047053396	0.0237665248709775	0.00562850501917479	0.00593060536459935	0.0112104429450268	0.0075691748682136	0.0269410294217954	0.0138349839248539	0.00807833244042481	0.00747028386036669	0.0433896766565391	0.0232199293164479	0.0456654539699101	0.00946705207089199	0.00164547446744954	0.0103370363632497	0.0187856120552828	0.0115812488698846	0.013519891155686	0.00275671978181581	0.0263820236456985	0.018518295770527	0.0044634499813451	0.0131267856325521	0.0136336289176758	0.0235754729065115	0.00553396051708002	0.010861837339692	0.014089041193597	0.0316301372834419	0.0164566295135352	0.0142019329884918	0.0174262667292705	0.0102567941019848	0.00986611758492693	0.00822686689294558	0.0198817391993446	0.0210736995896008	0	0.00503297674698264	0.00322078074170473	0.0058984905329394	0.0257004805176377	0.00188792677373905	0.00325756151644032	0.0316995753522094	0.00261067166807784	0.0443501487172492	0.0350976073293536
HMEC_Root2_3	0.0101439359986536	0.0157409287325878	0.00534502306348526	0.0154965884671523	0.020724006383886	0.00109888585006486	0.00420350790604127	0.0135956688077794	0.0110567516555584	0.0279269829365547	0.0162926965161456	0.0081065414624732	0.0110281894099216	0.0412863668380056	0.0270007215255075	0.0434537418558876	0.0119688551828191	0.005998091629757	0.0152824026558921	0.0185644403149727	0.0130868032620017	0.0150577850026751	0.00256438740266287	0.0226617495076494	0.0209624081648999	0.00942965725927904	0.0175984302876929	0.0145597120153316	0.0278470950923548	0.0100161853164047	0.00816921101158539	0.017693018814317	0.0284282126430381	0.0204628018005734	0.0181253524917217	0.0124532162259655	0.00542747478325187	0.0137362491526233	0.012983438332513	0.0175653033673842	0.0210871591740812	0.00503297674698264	0	0.00824453679479136	0.0082174883086027	0.0242448595006447	0.00687853559522202	0.00666791188838154	0.0286478497238455	0.00379175483635852	0.0458196906003809	0.0309495269084211
HMEC_STAT_2_2	0.010352980339994	0.0138387488739527	0.0116432285424211	0.00954556781860499	0.0262389859423742	0.00884310733519427	0.00868289822383442	0.0110060308778598	0.00619736814486852	0.0271013500362412	0.0133714152282681	0.00981077834855523	0.00603986223988678	0.0452368345261506	0.0208440478525986	0.0475616186623684	0.00873827695749228	0.00298684382331707	0.00715611149031317	0.0199032420235214	0.0120053836211808	0.0137700406619034	0.0059409669283624	0.0291359167233887	0.0178491017879138	0.00177037762457719	0.0103432084334121	0.0142903853294236	0.0208321424251562	0.00384889588822171	0.0134884235745333	0.012051667123111	0.0341137658184112	0.0140084089504177	0.0123942569369904	0.0206449622138477	0.0134628731096596	0.0083809217178698	0.00527581237209528	0.022073900063796	0.0219825292535828	0.00322078074170473	0.00824453679479136	0	0.00663952711962511	0.027350979920262	0.00138448167396515	0.00418480592880394	0.0341097504247955	0.00522612832661202	0.0439966475243528	0.0380047358147633
HMEC_STAT_2_3	0.0037166363008516	0.00800676511068105	0.00801257633005355	0.0161553485427456	0.0204229064066415	0.00795233497369211	0.00527943291377373	0.0055085576942386	0.0127260390760002	0.021045385090636	0.00820845627183523	0.00369646642508674	0.0125838903658194	0.0387058276914534	0.027253861050715	0.04105263943668	0.0150359317282631	0.00440862349888139	0.0124127167213492	0.0132752370243282	0.00568627047059633	0.0076224601985168	0.00601188549946834	0.0238531614810755	0.012922857339881	0.00600309221786545	0.0164949814981727	0.00780903277015309	0.0268398103484892	0.00444626492997394	0.008556692731423	0.0186656703614753	0.0282309489915737	0.0204253564987014	0.010228064503436	0.0183706873445143	0.0114145663773885	0.00601769901951894	0.0114376299304868	0.015927352631363	0.0154129843735332	0.0058984905329394	0.0082174883086027	0.00663952711962511	0	0.0207679418980343	0.00641101134816749	0.00270901329994301	0.0281167353383909	0.00816806804566099	0.0385029564010727	0.0330518267337301
HMEC_STAT_3_1	0.0170731248919168	0.0163697189820761	0.0190739324632579	0.0368914412169978	0.00877146687955337	0.0231936179150064	0.0204046536516527	0.0185208398199977	0.0331932791039563	0.0129522168730269	0.0181586842434159	0.0176595470581699	0.0330741554923312	0.0179867158182784	0.0479694361064767	0.0203719385430709	0.0351370168733903	0.0246963191193338	0.0327735493780324	0.0083110109932987	0.0164164713874612	0.0155671336823544	0.0240017778969292	0.0131572186408114	0.0180852374382406	0.0267387020502732	0.0371486909176768	0.0141227555928906	0.0472701061086683	0.0248568846887368	0.0161732466389134	0.0393961796428658	0.0119085018461836	0.0411623668510906	0.0241455985100098	0.0228090504902836	0.0216949351192471	0.0231308764788401	0.0321613631157281	0.00744493535096845	0.00782010073542245	0.0257004805176377	0.0242448595006447	0.027350979920262	0.0207679418980343	0	0.0268663363130314	0.0231951532483939	0.0110797493628401	0.0269147947687646	0.0280611126682672	0.0206611608199063
HMEC_STAT_3_3	0.0100479429340572	0.0140417437847766	0.0105070783646195	0.0101553124796786	0.0253609418160255	0.00751243105054185	0.00762541204932724	0.0112636124448175	0.00635938642210185	0.0272726020310508	0.0137585151681743	0.00922018174005606	0.0062290231908039	0.0446743083568151	0.0216236610745742	0.0469767916553977	0.00863142744743032	0.00217419228319621	0.00844971968133331	0.0196429145822618	0.0120040832935062	0.0138571755495873	0.00464190579997691	0.0281133575741996	0.0183442333650424	0.0029301989756876	0.011343313472933	0.0142063200562349	0.0218207021391774	0.00460055534939135	0.01251338991068	0.0126274744944959	0.0332350753649284	0.0148166557917101	0.0133281578057903	0.0193018615923589	0.0121431077634478	0.00915143193650615	0.00637540513907584	0.0213281157927484	0.0218197859263857	0.00188792677373905	0.00687853559522202	0.00138448167396515	0.00641101134816749	0.0268663363130314	0	0.00374180689566921	0.0332682194081485	0.00387987137752923	0.0444012198556211	0.0368984184614359
HMEC_STAT_4_1	0.0063062573561751	0.0106060302618602	0.00824783481871282	0.0137168096532211	0.0221752461317961	0.00674934077338101	0.0051958314352697	0.0079570090435842	0.0100950021537027	0.0237296207354	0.0105966548390617	0.00562727117278961	0.00996045300695211	0.0410626030275449	0.0250156215377269	0.0433841549691148	0.0123429033297204	0.00170253732303108	0.0107268813450172	0.015901687309154	0.00838247009016618	0.010296248891405	0.00414890333968937	0.0252637747554139	0.0152939130970723	0.00407221898112622	0.0144157343338503	0.0105160359785629	0.0248750473338624	0.0035673070335141	0.00962761676020688	0.0162172040125113	0.030041819673056	0.0181777432288039	0.0115035291558723	0.0181477104127483	0.0109386575668885	0.00710499312203011	0.00931453689539568	0.0179199912113216	0.0180891786283837	0.00325756151644032	0.00666791188838154	0.00418480592880394	0.00270901329994301	0.0231951532483939	0.00374180689566921	0	0.0300059464676116	0.00570226992977236	0.0410958409792035	0.0342875379450955
HMEC_STAT_4_2	0.0248086544169536	0.0259973363915451	0.0233910483237256	0.043361441832339	0.00795510013060217	0.0275551126881172	0.0257967971458281	0.0275544165768091	0.0391766860540916	0.0238504476187015	0.0278950979989027	0.0244876188178849	0.039099400260896	0.0145021646251194	0.0548719988040016	0.0161091101998637	0.0405376621098172	0.031166944054663	0.0405206212738765	0.0183035640344547	0.0252401027442093	0.0249884804420116	0.0293640964876013	0.00748517719965407	0.028702606606984	0.0339868118104378	0.0444118722728173	0.0232858707528965	0.0548554533908609	0.0325424960789108	0.0208702639818751	0.0457725145141833	0.00115482032834378	0.0480704836359186	0.0338853797870884	0.0219378317775464	0.0243332512816226	0.0319817543092341	0.0393149211815439	0.0122114174685609	0.0185989124593756	0.0316995753522094	0.0286478497238455	0.0341097504247955	0.0281167353383909	0.0110797493628401	0.0332682194081485	0.0300059464676116	0	0.0320954491101902	0.036835438485286	0.0103722843462139
HMEC_STAT_4_3	0.0111910502907468	0.0161733874044632	0.0087171315035259	0.0117147765816764	0.0241455199759686	0.00476087661066041	0.00654636546743467	0.0136196391656003	0.00728975922568768	0.0290816017027925	0.016283767317357	0.00964031404380141	0.00725301681774934	0.0443359266068407	0.0232443401052111	0.0465583419494705	0.00846126804394885	0.00422645703724542	0.0118435102163187	0.0204703495880881	0.0137622989392252	0.0157368219228194	0.00291396766133234	0.02632691873337	0.0209888303184703	0.00678925382665752	0.0138452963721242	0.0156653863365136	0.0240579211424075	0.00811620223091831	0.0113030923134056	0.0139458104597315	0.0319326979094591	0.0166752777542018	0.0168099283418456	0.0160675211329428	0.00919833556097328	0.0124764291106119	0.00938361038766281	0.0206431500456529	0.0228631782503134	0.00261067166807784	0.00379175483635852	0.00522612832661202	0.00816806804566099	0.0269147947687646	0.00387987137752923	0.00570226992977236	0.0320954491101902	0	0.0466562271795814	0.0347174588327016
HMEC_STAT_G2_3C_2	0.0357229600942697	0.0305042131086615	0.0421517097670983	0.0517912825444068	0.0368272482862437	0.0450883916608537	0.0416809756265254	0.0331754479603296	0.0499627790417769	0.018042833526969	0.0306549976204986	0.0377226898539219	0.049783462278883	0.031219717554228	0.059783410105019	0.0329058986089673	0.0526687223804498	0.0427620994468783	0.0453795009485256	0.0282774766060952	0.0329315962299663	0.0309458289919223	0.0442273793276151	0.0410923225002836	0.0261912240090907	0.042473962398084	0.0499967420170528	0.0312693905283702	0.0572087481247478	0.0401964047043556	0.0397459099939415	0.0540186254191293	0.037955439414465	0.0541245960884124	0.0330623619976822	0.0494381132705419	0.0458911194962325	0.0359200119779927	0.0465195686351918	0.034373525407035	0.0257249050467662	0.0443501487172492	0.0458196906003809	0.0439966475243528	0.0385029564010727	0.0280611126682672	0.0444012198556211	0.0410958409792035	0.036835438485286	0.0466562271795814	0	0.0471996946213708
HMEC_STAT_G2_3C_3	0.0304172962594777	0.0331575155221358	0.0263971679863529	0.0464214729522915	0.0138221486435715	0.0299601533187147	0.0293279243617947	0.0340450645918031	0.0419974835699164	0.0336078789148901	0.0350461822990527	0.0293889291071306	0.041964827978262	0.021938432235271	0.0579261350821038	0.0226540515066679	0.042720292025726	0.035038115843348	0.0449879961859006	0.0264112922113883	0.0317265742411253	0.0320273732367801	0.0324287610439698	0.0093669720866945	0.0368449834878608	0.0383477074262236	0.0482136204782049	0.0302404077194533	0.0586311935602294	0.0374156566518415	0.0246702173031888	0.0486270952431679	0.00926149901436549	0.0513625822072641	0.0407501218256321	0.0205817688225111	0.0257283912009767	0.0380076090804206	0.0432550256537768	0.0187403161680524	0.0273839149040522	0.0350976073293536	0.0309495269084211	0.0380047358147633	0.0330518267337301	0.0206611608199063	0.0368984184614359	0.0342875379450955	0.0103722843462139	0.0347174588327016	0.0471996946213708	0
