	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3F_1	HMEC_4_G2_3F_2	HMEC_4_G2_3F_3	HMEC_4_G2_3G_2	HMEC_4_G2_3G_3	HMEC_4_G2_4A_1	HMEC_4_G2_4A_2	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4C_1	HMEC_4_G2_4C_2	HMEC_4_G2_4C_3	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_4_G2_4D_3	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_2	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_1	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_1	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_5_9_3	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root1_3	HMEC_Root2_1	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_2	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_4_3	HMEC_STAT_G2_3C_1	HMEC_STAT_G2_3C_2
HMEC_4_G2_4D_1	0.00802292500399785	0.0256170089632819	0.00367836628219218	0.00293416965055158	0.0323314821181516	0.0127998903763812	0.0182192205592508	0.00735547705623617	0.0255294444135124	0.0124935934592154	0.087413651584568	0.0238545392005699	0.0255352197372461	0.0191835480237036	0.260387311050512	0.0195546646773638	0.00803293082203128	0.063894096402353	0.113913872732357	0.0749161833844649	0	0.018916602919354	0.0108211166669933	0.00959746763719649	0.0111206829820494	0.00806362432974125	0.00923558428440325	0.00862317840238765	0.0124009290794009	0.00890651261542717	0.0161841367281137	0.0116504079209433	0.0123139073974821	0.0137133016882244	0.0157982311155189	0.00959122785332599	0.0159712143994307	0.0201879693560018	0.0172041312571751	0.0123909154189554	0.0104083548458129	0.0205870538315422	0.0105255117582166	0.019257645718078	0.0329254524464652	0.00869521260919963	0.018518267663467	0.00617712233527319	0.0100746215158054	0.0072436929115307	0.0257507382194954	0.0178438068923769	0.0172443033612445	0.00609166364500103	0.00963854274870676	0.0127288889981619	0.0144444140496917	0.0222600563684193	0.0173668370238257	0.0345287444072889	0.0138225191663497	0.0280872447581057	0.0288271419270421	0.0163476364865227	0.0727234543442403	0.0618723694462857
HMEC_4_G2_4D_2	0.024427256858234	0.0426841515044388	0.0221027665117008	0.0200133222302884	0.0491821173232767	0.0283088462018768	0.0314411174401907	0.0127596569977982	0.0401715596683866	0.0276421314193128	0.105149155608284	0.040161394576006	0.0426152415296698	0.0366088986110946	0.248569621897221	0.0361048561254132	0.0229031906029164	0.0792403561967835	0.130213091725538	0.0903716012102548	0.018916602919354	0	0.0221844498853607	0.0199989755929038	0.0287990729283632	0.018913668888028	0.0129766753200356	0.0250333160089971	0.0262568750572275	0.0223859730023244	0.00862782792614651	0.0153724315791788	0.0261866618473909	0.0131410357997764	0.0114455349643636	0.0126411366160236	0.0080105522666922	0.0365896238386874	0.0339217710203471	0.0205608244225289	0.0259017897293009	0.0378299199530364	0.0179249399022163	0.0376827763649424	0.0487910024454785	0.0213558802782979	0.00788777896492507	0.0165509362338942	0.0268149381070182	0.0201047182770454	0.0429514005691881	0.0321553915077373	0.0348620095184955	0.0209199724966261	0.0230594267574282	0.0142865722575021	0.0139964003614536	0.0036935302980781	0.00221806012684774	0.0511835055922545	0.0238811987801399	0.00941024801139246	0.0452254174661	0.006351380117163	0.0876883205284579	0.0787246591017736
HMEC_4_G2_4D_3	0.00878214611453473	0.0267775823167148	0.00951634058364552	0.0110737851700784	0.0316505612413212	0.0162644749900633	0.0149980580937804	0.012299247129369	0.0222616661431175	0.00718132378488756	0.0870120908873262	0.0211356556714527	0.0260639466192669	0.0185364141339701	0.26406995592619	0.0177310836251644	0.00478664247078212	0.0620054522707405	0.11237249387676	0.0726832424502519	0.0108211166669933	0.0221844498853607	0	0.0119703409964525	0.0126344986849102	0.0115636090215179	0.0120578773446181	0.00845210708182548	0.0144413425397749	0.00620712957877489	0.0200479860264681	0.0140561373084705	0.00800600689815191	0.0130077927726176	0.0141014236554071	0.00981870204804255	0.0172731818794788	0.0162638357422909	0.0162485299719069	0.00708073768525752	0.0107725185482215	0.0203890469967009	0.00732814667684965	0.0214796356990579	0.0330310738643106	0.00967078109311581	0.0182507076005261	0.00868951020236635	0.0131056545085231	0.00568411533851231	0.0240443464254877	0.0154266039701617	0.0167373439185737	0.00686428094349546	0.00828395250342692	0.011997230490792	0.0117893744599554	0.0244266887107236	0.0209898451066099	0.0345220143145816	0.0147313580953779	0.0306144496323638	0.0299541059976736	0.0175682787789651	0.0709748568446212	0.0602348901986848
HMEC_5_1_1	0.00891699525446835	0.0239693788476485	0.0100525156390819	0.00815425445545907	0.0294888437478673	0.0116275507512767	0.012608373503188	0.00817424328815575	0.0206729841284196	0.0133801736727365	0.0859521024986861	0.0220770511648507	0.0231374485267273	0.0180858209136153	0.257898376872231	0.0171152782880628	0.00966982864015881	0.0598399775443481	0.110794679616415	0.0710545574984109	0.00959746763719649	0.0199989755929038	0.0119703409964525	0	0.0122097591124304	0.00232854086795911	0.0115454417724247	0.00924887171815132	0.0067553663628114	0.00663264352702239	0.0138064905285187	0.00729525349655523	0.0104927830036291	0.0176947642474551	0.0131304575550318	0.0102610414837057	0.0176662085507552	0.0188308174130115	0.0151673142160829	0.00785363454869513	0.00712516218812306	0.0196804620837396	0.00791329780043482	0.0200989764267619	0.0292075621983692	0.00880849685249271	0.018925449682453	0.00865249464961389	0.00943308934128226	0.00831115969019853	0.0242014300717829	0.013442891528976	0.0167891367625928	0.00877968742648897	0.00575689933257993	0.0105394070887729	0.0119635598829324	0.0228895150705446	0.019054016117103	0.031519406994037	0.00880965985034633	0.0285226868221092	0.0264036693043086	0.0167852032323822	0.069838686782342	0.0594101181575587
HMEC_5_1_2	0.00827585170835129	0.015211899189013	0.00863841726557156	0.00925376862440104	0.0220762016853701	0.00620568118881078	0.0109194912542091	0.0164056191167876	0.0169632886333739	0.00753193610334492	0.076989505481152	0.0129583648871681	0.0161318377893005	0.00843664854010712	0.265087211411042	0.00930202375664	0.00954409001187137	0.0531829993271397	0.103194406405018	0.0640928011446355	0.0111206829820494	0.0287990729283632	0.0126344986849102	0.0122097591124304	0	0.0117008400683375	0.0188241996768876	0.00459657557141182	0.00843832879446945	0.00956352867269063	0.0241998973041713	0.0183806863377593	0.00757025072764345	0.0215619872716152	0.02258885918743	0.0174005778301592	0.0258223056658256	0.0103429123082035	0.00678396367437989	0.0138506243512143	0.00662259202597428	0.00952249522904387	0.0139853736539605	0.00992660877559757	0.022818357569661	0.00917706606607981	0.0266374644023035	0.0144692195944491	0.00358597789446628	0.0118762682368711	0.0148273771751332	0.00920441295445453	0.00652110264026275	0.0108871147841707	0.00828477089801794	0.0179450133095624	0.0198294540764686	0.0319014751656825	0.027573264274862	0.0243195229596711	0.0117296269223995	0.0375877043261626	0.01859680639316	0.0258006024212698	0.0619330758588625	0.0509445435763307
HMEC_5_1_3	0.00913670570604104	0.024216495132135	0.00907585947337243	0.00640666418896604	0.0303521928343722	0.0108912990055998	0.0135296662228652	0.006844110724932	0.0220643988144153	0.0129555991111988	0.0865661012164863	0.0223047991496875	0.0240018799564727	0.0183929982839254	0.257349466299714	0.0177115138735661	0.00946410671308311	0.0606879815850968	0.111602022560824	0.0718805994514263	0.00806362432974125	0.018913668888028	0.0115636090215179	0.00232854086795911	0.0117008400683375	0	0.0109697953459468	0.00859364578178458	0.00738797555051326	0.00690180101341181	0.0129966840321427	0.00795531330517164	0.010210951691966	0.0161217076309927	0.0127477788978545	0.00908853402210947	0.0170153548776373	0.0192441270694849	0.0155413756779305	0.00807881928795946	0.00776728629869034	0.0197234079461513	0.00713467281767804	0.0201552394369621	0.0299741082583649	0.0071217688956313	0.0177614561906747	0.00807184702146627	0.00893461046268084	0.00815515678334971	0.0246343182977367	0.0139772886923008	0.01695159953625	0.00849419247081625	0.00575072449096071	0.00929618017404592	0.0112018880519281	0.0219202494928776	0.0179736923484646	0.0323210723768742	0.00807847013000294	0.0274866087050307	0.0267243286718004	0.0161335181219619	0.0701226095645193	0.0600541104885915
HMEC_5_2_1	0.0124741934397122	0.0331593639667976	0.0111391458074996	0.0111289682252827	0.038620293842722	0.0204311954759481	0.0223614212965187	0.00563141795189538	0.0295390755389195	0.0176107544642909	0.0946741438306386	0.0303939954483511	0.0317903412944529	0.0260512525899598	0.258269348758493	0.0255802851155793	0.0113400982306328	0.0701089147123495	0.120544004500094	0.0811691341354197	0.00923558428440325	0.0129766753200356	0.0120578773446181	0.0115454417724247	0.0188241996768876	0.0109697953459468	0	0.0150877701377261	0.0175014485287034	0.0116077884525224	0.012345800636849	0.00738456883540788	0.0170244240730422	0.0114802018576203	0.0101315007983693	0.00639403071042924	0.00757959940933953	0.0258326168457436	0.0236558199312191	0.0123670020309024	0.0153410553012191	0.0280107855199034	0.0108040504815337	0.0270192172276254	0.0394100465352308	0.014258599598561	0.0134842904375648	0.00448584999289579	0.0174781963435086	0.00829243310843109	0.0324652215153594	0.0230855375830857	0.0242370431119191	0.00884704398483653	0.0136373603312334	0.0116772159728696	0.0114270816472706	0.015805064575365	0.0111902061335227	0.0410827490606656	0.0183027538087172	0.0222345216405124	0.0362127127081937	0.00843913298137185	0.0798822419752058	0.0687481710226922
HMEC_5_2_2	0.00607110493498663	0.0192582385320913	0.00650559201370335	0.00693218617238685	0.0255076765801367	0.0080898102769892	0.0105911191771755	0.0128144354767464	0.0182816187165648	0.00530175061418073	0.0810009911963664	0.0156515374191101	0.0195788743059616	0.0119464457315596	0.263411396302818	0.0118254335522227	0.00583407522358003	0.0563498936859162	0.106747437196021	0.0672676255374798	0.00862317840238765	0.0250333160089971	0.00845210708182548	0.00924887171815132	0.00459657557141182	0.00859364578178458	0.0150877701377261	0	0.00797153356793936	0.0055519964602082	0.0207543379443791	0.0149256812267299	0.00455156590184243	0.0175898285487753	0.0181973315172909	0.0131176994527763	0.021791362759079	0.0120845254629061	0.00956110144160044	0.00954816861121738	0.00512191812455137	0.0133390681387309	0.00953781176072297	0.0142754850594926	0.0261937646826257	0.00590401608575109	0.0224193013141529	0.0107245818820677	0.00481202165664405	0.0079421859221855	0.0181848378913763	0.00982250332909468	0.0100808202097578	0.00746424779824079	0.00454114347714103	0.0138314871301887	0.0154353590444979	0.0279586651781364	0.0238565732015401	0.0279163105699499	0.00993718612457908	0.0337836382214731	0.0224271723235692	0.0216876877269537	0.0651786469390145	0.0545365600704065
HMEC_5_2_3	0.00957118782612531	0.0173510527626982	0.0114447182982827	0.0100301062603741	0.0232138402844581	0.00674484433600289	0.00827858829027281	0.0140876499812084	0.0158909093133878	0.0121880800996954	0.0794347190921161	0.0164382337422241	0.0171400602753332	0.0124025891168837	0.260398536986161	0.0115520409574678	0.0114619020606259	0.0534703539523611	0.104344335455175	0.064709251022424	0.0124009290794009	0.0262568750572275	0.0144413425397749	0.0067553663628114	0.00843832879446945	0.00738797555051326	0.0175014485287034	0.00797153356793936	0	0.00875943636707169	0.0197446095434805	0.0138266145306132	0.00914579024593855	0.0224271347070299	0.0193191167207282	0.0159592624140501	0.0241192772089759	0.0143578300324921	0.00953674027649013	0.0113757697300531	0.00490098394503258	0.0136437662266706	0.0121397552455346	0.0146977536958856	0.022610820930291	0.00959150482159788	0.0247521635456289	0.0137663666253268	0.00539636723459822	0.0119895791816575	0.0182320855294784	0.00824907587765311	0.0115219344191779	0.0117775938994476	0.00631967224211903	0.015380306223189	0.0172420756307284	0.029239468785825	0.0253323474024279	0.0250322528835596	0.00758878836771295	0.0346546079823982	0.0196594262016731	0.0233673668293815	0.0634114507705466	0.0529071617761321
HMEC_5_3_1	0.00480351269438012	0.0230637809292418	0.00739465425814475	0.00820448614829907	0.0280116242612676	0.0122340625432728	0.0111918963443119	0.0104157532237324	0.0186586990034517	0.00782127298644721	0.0843022700075033	0.0191233012158728	0.0218838463778646	0.0154138691754112	0.262568432529737	0.0144316005669853	0.00368172092279951	0.0589463666787609	0.109593603695195	0.0699157316573792	0.00890651261542717	0.0223859730023244	0.00620712957877489	0.00663264352702239	0.00956352867269063	0.00690180101341181	0.0116077884525224	0.0055519964602082	0.00875943636707169	0	0.0181790427841479	0.0106826738697499	0.00641097635981345	0.0162645226461968	0.0143719575548361	0.010279619375861	0.0182147029294788	0.0146187551245915	0.0127252789623207	0.00573330847047285	0.00517222428134386	0.0174858200778793	0.00684907463200652	0.0181135543939862	0.0289098546064013	0.00798939435289515	0.0198821146882246	0.00740619748130277	0.00875314920670982	0.00404671683757679	0.0214634768122504	0.0118448360095702	0.0137885193098154	0.00479797106967536	0.00343648865631191	0.011838080184243	0.0124775662975219	0.02507510299525	0.0211776197910166	0.0306316391705892	0.0111677947942122	0.0312015759382759	0.0260600665974407	0.0180913263819329	0.0687810210809272	0.0576713383191661
HMEC_5_3_2	0.0206592930806462	0.0365640583177904	0.0191852525756598	0.0161621982730078	0.0429180779195008	0.0224771071606961	0.0252991880740671	0.00921780132973872	0.0341244266712715	0.0242143263206056	0.0988911215844565	0.0348082084211853	0.0365990712754302	0.0313362058290532	0.248388780172967	0.0305920336386491	0.0199196483345857	0.072127359615644	0.123261961644276	0.0833530411361038	0.0161841367281137	0.00862782792614651	0.0200479860264681	0.0138064905285187	0.0241998973041713	0.0129966840321427	0.012345800636849	0.0207543379443791	0.0197446095434805	0.0181790427841479	0	0.0104985037875805	0.0216895826778457	0.0154329631836859	0.00937160096840745	0.0107538830796202	0.0119534230843801	0.0318839611738374	0.0284485562719939	0.0161880193785992	0.0206246360750354	0.0324014320108691	0.0139578864603067	0.0327342919335183	0.0418833266816829	0.0169054128136175	0.0108473292011976	0.0142859743960143	0.021502448116789	0.017240896482772	0.0374869120557658	0.0261364720689246	0.0298745936695703	0.0180967919225769	0.0179475883984891	0.0103391278559103	0.0111206381064446	0.0110909290844555	0.00892573827540752	0.0446119787583945	0.0173103465489423	0.0154655726978075	0.0386795686762328	0.0094963461143051	0.0810051057564569	0.0722969282340475
HMEC_5_3_3	0.0124363134983866	0.0307790105802691	0.0130667192638481	0.0119625257312738	0.0356620561318652	0.0185777169689541	0.0189769606602675	0.00662485560933486	0.0260417353581694	0.0182932092604503	0.0922111698119244	0.0287545337634714	0.0290097415862629	0.0244837218301116	0.256290545732819	0.023468042076056	0.0125678209686189	0.0663157067965724	0.117124384596582	0.077522824530319	0.0116504079209433	0.0153724315791788	0.0140561373084705	0.00729525349655523	0.0183806863377593	0.00795531330517164	0.00738456883540788	0.0149256812267299	0.0138266145306132	0.0106826738697499	0.0104985037875805	0	0.0162261686087391	0.016536103048344	0.00984623019935963	0.00890404346474397	0.0121486672809147	0.0247187856878958	0.0217244088869863	0.0106604703522198	0.0131168485873496	0.0264656186919181	0.0103115503551054	0.0260250404627256	0.0357846848188614	0.0141124908229027	0.0159522374978937	0.00754336037902198	0.0160384449001331	0.00962954573448099	0.030668619659977	0.0202377469055429	0.023068699655862	0.0104818271871885	0.0117683035622229	0.0113037067365737	0.0113258912913637	0.0180390929484241	0.0142510011333872	0.0378556857722867	0.0152790085123836	0.023944485244746	0.033315854472554	0.0113697329807209	0.0769071249110154	0.0659669078204114
HMEC_5_4_1	0.00909312532318449	0.0198939741342201	0.0105789945244929	0.0106257796620559	0.0254386006661104	0.00998781838027404	0.0082655933885931	0.0147484076963655	0.0170292772052829	0.00426035726997605	0.0809173520752065	0.0143979378647644	0.02041805824325	0.0124923626300406	0.263408122408314	0.0114934461751848	0.00765240055519414	0.0550317639307812	0.105803760042792	0.0658467994526864	0.0123139073974821	0.0261866618473909	0.00800600689815191	0.0104927830036291	0.00757025072764345	0.010210951691966	0.0170244240730422	0.00455156590184243	0.00914579024593855	0.00641097635981345	0.0216895826778457	0.0162261686087391	0	0.0181299448578134	0.0177741402116177	0.0138379625640693	0.0229815908793161	0.0109668509190655	0.00975533156817523	0.00784645388098299	0.00702043161131737	0.01367388276433	0.0087642065931221	0.0165018861196322	0.0259497495693397	0.00668719649635959	0.0223764179642614	0.0129018985393216	0.00786766411861417	0.00967981722308097	0.0178246024720777	0.00793746377403213	0.0110084301856649	0.0100889989290965	0.00478949014692442	0.0133185587567658	0.0145005175684887	0.0287233132199008	0.0252687496257511	0.0279376534558853	0.00923090064880594	0.0344421957243565	0.0227032683968809	0.0225637715360096	0.063680376463952	0.0537020014028977
HMEC_5_4_2	0.0185323175255059	0.0364384402116223	0.0157586222316095	0.0148552207492824	0.0430119862680954	0.0228817815325872	0.0255440863456981	0.0115007451842046	0.034397556079071	0.0181987745423137	0.0979505622285489	0.0319085890992046	0.0370849421394137	0.0293587091466248	0.256808619074063	0.0290906579467095	0.0154287893275427	0.0728970251885214	0.123427649579842	0.0836349955630482	0.0137133016882244	0.0131410357997764	0.0130077927726176	0.0176947642474551	0.0215619872716152	0.0161217076309927	0.0114802018576203	0.0175898285487753	0.0224271347070299	0.0162645226461968	0.0154329631836859	0.016536103048344	0.0181299448578134	0	0.011329963917478	0.00793810834680951	0.0111420453488798	0.028162986195307	0.027011238678478	0.0147592558590936	0.0205972563938913	0.0303888140651674	0.0117701817102588	0.0310892342969469	0.0434261546294879	0.0143027917824838	0.00868558746961964	0.0123056725300099	0.0210274654009687	0.0140011923835069	0.0352306064140047	0.0257058362548143	0.0274125019729227	0.0148648705572173	0.0171705410523212	0.0102888011392495	0.0100836766744445	0.0148058884386912	0.0123967173620089	0.0454210416975484	0.019560140885282	0.0201672197086234	0.0394085316413106	0.0112438113868905	0.0801978070411417	0.0712747854196694
HMEC_5_4_3	0.0179911989378949	0.0360068186386699	0.0176655768273468	0.0160980171218297	0.0413396956709596	0.0227150498947273	0.0222446428206423	0.00946254130261173	0.0309421750797803	0.0197976976454088	0.0977706254044911	0.0318990389103859	0.0354523065172673	0.0292351442029889	0.253605974954229	0.0280048288579562	0.0158139092543923	0.0705600562495435	0.121848046111482	0.0815405876412967	0.0157982311155189	0.0114455349643636	0.0141014236554071	0.0131304575550318	0.02258885918743	0.0127477788978545	0.0101315007983693	0.0181973315172909	0.0193191167207282	0.0143719575548361	0.00937160096840745	0.00984623019935963	0.0177741402116177	0.011329963917478	0	0.00659411854496776	0.00951103624678391	0.0280828936042531	0.0262507459538025	0.010626229297704	0.0185523573693149	0.0307157207710461	0.0091008454421067	0.0318997296376125	0.0412027848684821	0.015082438130035	0.00777393199970858	0.0115324673106217	0.0207983214587927	0.0132546659466043	0.0350341460045298	0.023519635070975	0.0276948083389796	0.0149259773064328	0.0150587967462049	0.00683395799922378	0.00443259400214737	0.0126937179458004	0.0113100418142202	0.0436354464756685	0.0168966350338749	0.0184275220931237	0.0384382749424724	0.00741012208220742	0.0796506698160528	0.0704734037168462
HMEC_5_5_1	0.0131309541475674	0.0318139096808773	0.0116342581431057	0.0102211666277585	0.037830297419864	0.0182011067779352	0.0198507352455591	0.00491418587469458	0.0285723139045985	0.015154193175744	0.0939000570149242	0.0280794683746891	0.0316160880100388	0.0248610371615671	0.256556809519507	0.0241870164202483	0.0108258646849759	0.06811678171623	0.119022850336227	0.0791068002622928	0.00959122785332599	0.0126411366160236	0.00981870204804255	0.0102610414837057	0.0174005778301592	0.00908853402210947	0.00639403071042924	0.0131176994527763	0.0159592624140501	0.010279619375861	0.0107538830796202	0.00890404346474397	0.0138379625640693	0.00793810834680951	0.00659411854496776	0	0.00965710672678127	0.024170730733134	0.0221523388070704	0.00872765199952538	0.0145025807442942	0.026280773277402	0.00592203412182442	0.0268273908189161	0.0380321905025138	0.0102687556478468	0.00989442307982565	0.00638707794512408	0.0159736921080832	0.00844395666329859	0.0310093201191463	0.0204812055161792	0.0230871120208742	0.0096916612734962	0.0111922557208513	0.00561575407166976	0.00570963074822639	0.0151442425235139	0.0116504432724616	0.0401681198452274	0.0142628057366627	0.0212468203114327	0.034612434900342	0.00896453942149951	0.0768374981021741	0.0671382744801649
HMEC_5_5_2	0.0198436957819834	0.0403171565020778	0.0183031774394003	0.0177513471993017	0.0458499049695844	0.0269490247522026	0.0285039294352547	0.0107318348457226	0.0361733246133332	0.0236848496104306	0.102034369223978	0.037032205800298	0.0391738443212092	0.033204136469804	0.254863034882077	0.0325706556606251	0.0180713806790752	0.0768209745221119	0.127518972220409	0.0878542566471511	0.0159712143994307	0.0080105522666922	0.0172731818794788	0.0176662085507552	0.0258223056658256	0.0170153548776373	0.00757959940933953	0.021791362759079	0.0241192772089759	0.0182147029294788	0.0119534230843801	0.0121486672809147	0.0229815908793161	0.0111420453488798	0.00951103624678391	0.00965710672678127	0	0.0325256608188188	0.0306670744701867	0.0170796388272458	0.0224023658482905	0.0350102341994224	0.0151888539098953	0.0344497661981878	0.0464208583505972	0.0197104710500612	0.00963022853170575	0.0117626159489421	0.024418159956014	0.0151281486726566	0.0395076090656279	0.0294359704636975	0.0313856172445742	0.0160528692113352	0.0199773865621111	0.0138081386626073	0.0125235671256074	0.00966224662563741	0.00644648382146447	0.0483005738353498	0.0233843349291096	0.0161160196099351	0.0432415951179163	0.00300247184457384	0.0862316631747736	0.0757855106649713
HMEC_5_5_3	0.0141687197805263	0.0135761051482494	0.0170762809436283	0.0187250276068076	0.0164376292098359	0.0141977602553687	0.0096317052287312	0.0244319206508209	0.0103830805107226	0.0100281433743214	0.070939337825174	0.00626656848978786	0.0129817205304344	0.00582076802246436	0.271119247530046	0.00471620030649521	0.0147208831151083	0.0463863316205898	0.0963348586021477	0.0569494364149615	0.0201879693560018	0.0365896238386874	0.0162638357422909	0.0188308174130115	0.0103429123082035	0.0192441270694849	0.0258326168457436	0.0120845254629061	0.0143578300324921	0.0146187551245915	0.0318839611738374	0.0247187856878958	0.0109668509190655	0.028162986195307	0.0280828936042531	0.024170730733134	0.0325256608188188	0	0.00588485733794723	0.0175946659113559	0.0121761616583939	0.00774404649960224	0.0194301514913233	0.0114353491262819	0.0188152693655886	0.0167831372974684	0.0331381375411197	0.0214034983480732	0.0126627177749978	0.0176093415146103	0.00826114943754941	0.00833730703088274	0.00581844715720419	0.0172606879186052	0.0139532085490447	0.0242271850897016	0.025185934098596	0.0392553151970339	0.0354454172517796	0.01955909616982	0.017677456432283	0.0451661164918233	0.0166084975106576	0.0325352616063417	0.0560499987410547	0.0440565364677998
HMEC_5_6_1	0.011978673345826	0.010785945980989	0.0145092099801011	0.0152649168011515	0.0160248557748971	0.00915364138584291	0.00752664524002346	0.0213986962347784	0.010718862552386	0.0103471439860178	0.0718603486610817	0.00771224010976475	0.010863019274599	0.00324286649575419	0.267453367966532	0.00268320667010955	0.0135938644993252	0.0470523074159208	0.0974014414064501	0.0580045291370093	0.0172041312571751	0.0339217710203471	0.0162485299719069	0.0151673142160829	0.00678396367437989	0.0155413756779305	0.0236558199312191	0.00956110144160044	0.00953674027649013	0.0127252789623207	0.0284485562719939	0.0217244088869863	0.00975533156817523	0.027011238678478	0.0262507459538025	0.0221523388070704	0.0306670744701867	0.00588485733794723	0	0.0162349129828959	0.00868354372228367	0.00530599089026957	0.0176356436205625	0.00843238201169064	0.017017557820861	0.0140160103277277	0.031348971598131	0.0192376152358769	0.00806123219808481	0.0160148158779781	0.00911557676747637	0.00552802764471513	0.00297245193767652	0.0154227097277221	0.0112453891554692	0.0219836670423274	0.0235035648266656	0.0368467560466273	0.0328102172399889	0.0185115251836632	0.0138891822351212	0.0425572463973915	0.0139314424955124	0.0304488590048521	0.0568264398576702	0.045249208671007
HMEC_5_6_2	0.0105079569656898	0.0264771348298634	0.0121381448742431	0.0115544551282005	0.0312736752037262	0.0150438491253723	0.0121638412191714	0.0106955185065993	0.0209120405681162	0.0104269545361821	0.0875353457178698	0.0215288567448187	0.0258412567137581	0.0192414215295419	0.259852995920245	0.0177353414638397	0.00829349249328165	0.0606549172054216	0.111785532108769	0.071561082905171	0.0123909154189554	0.0205608244225289	0.00708073768525752	0.00785363454869513	0.0138506243512143	0.00807881928795946	0.0123670020309024	0.00954816861121738	0.0113757697300531	0.00573330847047285	0.0161880193785992	0.0106604703522198	0.00784645388098299	0.0147592558590936	0.010626229297704	0.00872765199952538	0.0170796388272458	0.0175946659113559	0.0162349129828959	0	0.0097013222398313	0.0208699589561574	0.00360484577752442	0.0228608800807596	0.0315709946379624	0.00868743707656709	0.0166566223251351	0.00953073709067408	0.0126664931070421	0.00755798188827756	0.0246785506730239	0.0134309442237302	0.0178487709765536	0.00928420517442737	0.00594505327705796	0.00832163211654741	0.00816622739363379	0.0226747030710753	0.0198206485749306	0.0337772435502982	0.0104870900106793	0.0285200931200708	0.0290220243731632	0.0162521574744186	0.0700485999334904	0.060149475755155
HMEC_5_6_3	0.00509126022904958	0.0184000638222944	0.00832849470680976	0.00880454365673349	0.0235433090995068	0.00882954763192555	0.00862635969868617	0.0132934213726877	0.0153111777959998	0.00882888314457193	0.0799464943861899	0.0159671211504456	0.0171545079578115	0.0113928663863844	0.263308264076005	0.01057159923497	0.00718677470295858	0.0548498690263235	0.10540629134644	0.0659378134575469	0.0104083548458129	0.0259017897293009	0.0107725185482215	0.00712516218812306	0.00662259202597428	0.00776728629869034	0.0153410553012191	0.00512191812455137	0.00490098394503258	0.00517222428134386	0.0206246360750354	0.0131168485873496	0.00702043161131737	0.0205972563938913	0.0185523573693149	0.0145025807442942	0.0224023658482905	0.0121761616583939	0.00868354372228367	0.0097013222398313	0	0.0135193029629347	0.0108700331799493	0.013822533950974	0.0242176497980218	0.00920499181065762	0.0240798056407832	0.0111007695685547	0.00522418382677781	0.00835821488278586	0.0176589309598807	0.00875476035730681	0.010000090307434	0.00796536237670925	0.00441094036521034	0.015290746714599	0.0165863848242377	0.0288510977600395	0.0247016276055979	0.0259591396360042	0.0103758440612935	0.0347554186997066	0.0213503001381009	0.0221736666681813	0.0650292707431828	0.0535800548497272
HMEC_5_7_2	0.0164359126306569	0.0069035842469993	0.0180005460084409	0.0185489112296096	0.0138118349449606	0.0108501217947291	0.0117420426508721	0.0254436379667706	0.0131351020935204	0.0137005300204965	0.0679097543491121	0.00552364567009666	0.010147561196627	0.00351734459337521	0.268974923097086	0.00556565734517976	0.0179397868944554	0.043924997911752	0.0938295833192605	0.0547471199453581	0.0205870538315422	0.0378299199530364	0.0203890469967009	0.0196804620837396	0.00952249522904387	0.0197234079461513	0.0280107855199034	0.0133390681387309	0.0136437662266706	0.0174858200778793	0.0324014320108691	0.0264656186919181	0.01367388276433	0.0303888140651674	0.0307157207710461	0.026280773277402	0.0350102341994224	0.00774404649960224	0.00530599089026957	0.0208699589561574	0.0135193029629347	0	0.0218623047754015	0.00704291138982591	0.0145463940712591	0.0171651068451819	0.0351997591389613	0.0235910839489359	0.0112855750073414	0.0205455185433996	0.00620829059589122	0.00919422545107545	0.00462055458132549	0.0197610598073536	0.0157735232001783	0.0258244053833203	0.0276532060303014	0.0408387642582523	0.0367480083522092	0.0158368381368609	0.0169065558517071	0.0463423547145816	0.010289064479769	0.0348075251962721	0.0527288315065601	0.0414972738664727
