	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3F_1	HMEC_4_G2_3F_2	HMEC_4_G2_3F_3	HMEC_4_G2_3G_2	HMEC_4_G2_3G_3	HMEC_4_G2_4A_1	HMEC_4_G2_4A_2	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4C_1	HMEC_4_G2_4C_2	HMEC_4_G2_4C_3	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_4_G2_4D_3	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_2	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_1	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_1	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_5_9_3	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root1_3	HMEC_Root2_1	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_2	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_4_3	HMEC_STAT_G2_3C_1	HMEC_STAT_G2_3C_2
HMEC_4_G2_3G_3	0.0823869588152669	0.0627146367014762	0.0845635731226362	0.085674607793904	0.0568015335280119	0.0773728705223111	0.0759460064715977	0.0926144665350569	0.0683847405287333	0.0803879053183229	0	0.0668278863505668	0.0633582288573945	0.0691743758270635	0.309551522330404	0.0700331523823539	0.0845575992481986	0.0344874622655136	0.0328371351582264	0.028867298178128	0.087413651584568	0.105149155608284	0.0870120908873262	0.0859521024986861	0.076989505481152	0.0865661012164863	0.0946741438306386	0.0810009911963664	0.0794347190921161	0.0843022700075033	0.0988911215844565	0.0922111698119244	0.0809173520752065	0.0979505622285489	0.0977706254044911	0.0939000570149242	0.102034369223978	0.070939337825174	0.0718603486610817	0.0875353457178698	0.0799464943861899	0.0679097543491121	0.0892748715918415	0.0682927526550503	0.0575318265417732	0.0849351002383411	0.102878114126519	0.090363426067319	0.0785158659759808	0.0871997931085517	0.0632197658359482	0.0745274393948774	0.0710386755820663	0.086239016937418	0.0830032085604366	0.0932656157803722	0.0949188911015513	0.108262162208176	0.103998837890656	0.0546695840260763	0.0831061518298471	0.11360119810606	0.0605563078042715	0.102007453875635	0.0364185266740852	0.0292266505476667
HMEC_4_G2_4A_1	0.0189648208702385	0.00983829174776049	0.0211481445691393	0.0218752804990564	0.0135844023492739	0.0146432249348276	0.0115253294605387	0.0280772518488699	0.011740849727728	0.0143346854869471	0.0668278863505668	0	0.0122968140190999	0.00665868993788323	0.270695249642094	0.00649169990024292	0.0196903728253529	0.0416223664283947	0.0918398816697987	0.0522267719338704	0.0238545392005699	0.040161394576006	0.0211356556714527	0.0220770511648507	0.0129583648871681	0.0223047991496875	0.0303939954483511	0.0156515374191101	0.0164382337422241	0.0191233012158728	0.0348082084211853	0.0287545337634714	0.0143979378647644	0.0319085890992046	0.0318990389103859	0.0280794683746891	0.037032205800298	0.00626656848978786	0.00771224010976475	0.0215288567448187	0.0159671211504456	0.00552364567009666	0.0230276690978112	0.0118730047143267	0.0147276413636627	0.019230766211434	0.0366047767677977	0.025954769921622	0.0148613706491139	0.0224574411925054	0.0050540883974122	0.00941110497525098	0.00788373007779198	0.0220707694316881	0.0175093433398712	0.0271854462477418	0.0286102341095542	0.0428804763524897	0.0391963785927744	0.0159761232171245	0.0186882770941393	0.0484180303364777	0.0120718629915742	0.0367399187494703	0.0503255442724925	0.0394756099843883
HMEC_4_G2_4A_2	0.0198270482979098	0.00786942944532417	0.0227521041156627	0.0238717658372585	0.00757299643201652	0.0172977711391232	0.0157323299114036	0.0299336985142898	0.0104796191395395	0.02069678507407	0.0633582288573945	0.0122968140190999	0	0.00901423548602212	0.271989260026408	0.00949259334168677	0.0226537836843856	0.040268237481571	0.0895200627439637	0.0512649105957371	0.0255352197372461	0.0426152415296698	0.0260639466192669	0.0231374485267273	0.0161318377893005	0.0240018799564727	0.0317903412944529	0.0195788743059616	0.0171400602753332	0.0218838463778646	0.0365990712754302	0.0290097415862629	0.02041805824325	0.0370849421394137	0.0354523065172673	0.0316160880100388	0.0391738443212092	0.0129817205304344	0.010863019274599	0.0258412567137581	0.0171545079578115	0.010147561196627	0.0275684568459101	0.00914537294233233	0.0103516510653734	0.0242036106555697	0.0411129564833001	0.0276202179275097	0.0168830800735087	0.0247349471901058	0.00847666840388004	0.0146043034571557	0.0107248931366804	0.0238126316735088	0.0208879527409815	0.0318363365324917	0.0333198567918177	0.0457243677161793	0.0413654789703059	0.00996436668458449	0.0230066179225024	0.0514299239957208	0.00996278530247245	0.0391114063236138	0.0523462767560795	0.0381314363040331
HMEC_4_G2_4A_3	0.013980936779301	0.00883180551519175	0.0162732588459834	0.0174132318929241	0.0139276523380049	0.0111449073272893	0.010462756900362	0.024012543299998	0.0110853233010283	0.012275005905736	0.0691743758270635	0.00665868993788323	0.00901423548602212	0	0.26962674600671	0.00310470518863812	0.0157673461360149	0.0453382756586638	0.0952078626073764	0.0561871298435094	0.0191835480237036	0.0366088986110946	0.0185364141339701	0.0180858209136153	0.00843664854010712	0.0183929982839254	0.0260512525899598	0.0119464457315596	0.0124025891168837	0.0154138691754112	0.0313362058290532	0.0244837218301116	0.0124923626300406	0.0293587091466248	0.0292351442029889	0.0248610371615671	0.033204136469804	0.00582076802246436	0.00324286649575419	0.0192414215295419	0.0113928663863844	0.00351734459337521	0.0205627328358611	0.00626795484987789	0.0156238107614637	0.0166300894938406	0.0341527183717705	0.0216053717106041	0.010330781308761	0.018379076493984	0.00663736224781218	0.00842267299908024	0.00213267255324682	0.0175707215263847	0.0142142907435722	0.0249405568898201	0.0264878591714422	0.0396072696106562	0.0354146606860115	0.0165214091398643	0.0168382922032132	0.0453528412989185	0.012367331534228	0.03315308679964	0.0551046417233251	0.0429288945795835
HMEC_4_G2_4B_1	0.264833980367354	0.26959638834193	0.263175937128793	0.259756689387333	0.275117595120586	0.260879381146766	0.26399903678519	0.25574598294449	0.270803440932254	0.266258002807994	0.309551522330404	0.270695249642094	0.271989260026408	0.26962674600671	0	0.269079603913687	0.264485986187396	0.286038507547429	0.319958834287561	0.293059519529821	0.260387311050512	0.248569621897221	0.26406995592619	0.257898376872231	0.265087211411042	0.257349466299714	0.258269348758493	0.263411396302818	0.260398536986161	0.262568432529737	0.248388780172967	0.256290545732819	0.263408122408314	0.256808619074063	0.253605974954229	0.256556809519507	0.254863034882077	0.271119247530046	0.267453367966532	0.259852995920245	0.263308264076005	0.268974923097086	0.258213805268653	0.270374452282274	0.270982780310785	0.259035300133089	0.250806943424016	0.260265263903632	0.262463954309681	0.262603504715333	0.273142171459803	0.264447743492474	0.269070607237331	0.263244207065856	0.261198960537184	0.254063973195933	0.254626817470708	0.247185867277689	0.250164629556726	0.27446359227028	0.256441810578941	0.242218791022485	0.269068947456662	0.252982045736669	0.286976054719745	0.290901384349626
HMEC_4_G2_4B_2	0.0136896270674009	0.0103491111330904	0.0166998157046156	0.0177389578216061	0.0140522115146762	0.0117243426453689	0.00795870904628907	0.0236024001846899	0.00851421362033297	0.0118511072743272	0.0700331523823539	0.00649169990024292	0.00949259334168677	0.00310470518863812	0.269079603913687	0	0.0152736950101949	0.0450923503762224	0.0954129072156166	0.0559941266367246	0.0195546646773638	0.0361048561254132	0.0177310836251644	0.0171152782880628	0.00930202375664	0.0177115138735661	0.0255802851155793	0.0118254335522227	0.0115520409574678	0.0144316005669853	0.0305920336386491	0.023468042076056	0.0114934461751848	0.0290906579467095	0.0280048288579562	0.0241870164202483	0.0325706556606251	0.00471620030649521	0.00268320667010955	0.0177353414638397	0.01057159923497	0.00556565734517976	0.0195014725266239	0.00906252741966163	0.0156082120482538	0.0163844783900332	0.0333773515002329	0.0211692048266886	0.0106681610478741	0.0177494354696411	0.00727420767023473	0.00638544510577936	0.00407777308409784	0.0172428992469099	0.0132055691018978	0.0240159484167105	0.0253212861675424	0.0389550147162741	0.0349891092029035	0.0168245938454289	0.0159919190237733	0.0447301439723614	0.0133258800085708	0.0323830515905267	0.0553532201185108	0.0432941514080014
HMEC_4_G2_4B_3	0.00404634845475186	0.0238719565486996	0.00571907436400362	0.00823689800568671	0.0288720396752825	0.0135983566349785	0.0136566693339484	0.0112843010381713	0.0201760407629557	0.00695646056446664	0.0845575992481986	0.0196903728253529	0.0226537836843856	0.0157673461360149	0.264485986187396	0.0152736950101949	0	0.060254803140154	0.110451273790849	0.0710965230692077	0.00803293082203128	0.0229031906029164	0.00478664247078212	0.00966982864015881	0.00954409001187137	0.00946410671308311	0.0113400982306328	0.00583407522358003	0.0114619020606259	0.00368172092279951	0.0199196483345857	0.0125678209686189	0.00765240055519414	0.0154287893275427	0.0158139092543923	0.0108258646849759	0.0180713806790752	0.0147208831151083	0.0135938644993252	0.00829349249328165	0.00718677470295858	0.0179397868944554	0.0086838719812434	0.0178598821882095	0.0303443953698099	0.00913690245196278	0.0204476970430707	0.00703365511311835	0.00982917766174279	0.00324528114073001	0.0218377439520544	0.0138677452319736	0.0138956055309324	0.0031391102458579	0.00641099439941187	0.0135013616961575	0.0139998183789605	0.0256311823085433	0.0214777520831555	0.0316657317358819	0.0138861559101604	0.0319036653547631	0.0271993283152744	0.0184985533097831	0.0698466295770573	0.058316312598702
HMEC_4_G2_4C_1	0.0585451173243644	0.0391079940678445	0.0613770187861314	0.0616361654463572	0.0328820712888693	0.0524657286516601	0.0485946803373081	0.0673647463382785	0.0419419426550249	0.0557439955704153	0.0344874622655136	0.0416223664283947	0.040268237481571	0.0453382756586638	0.286038507547429	0.0450923503762224	0.060254803140154	0	0.051879142685867	0.0114408827579173	0.063894096402353	0.0792403561967835	0.0620054522707405	0.0598399775443481	0.0531829993271397	0.0606879815850968	0.0701089147123495	0.0563498936859162	0.0534703539523611	0.0589463666787609	0.072127359615644	0.0663157067965724	0.0550317639307812	0.0728970251885214	0.0705600562495435	0.06811678171623	0.0768209745221119	0.0463863316205898	0.0470523074159208	0.0606549172054216	0.0548498690263235	0.043924997911752	0.0627292249460524	0.0468941441820522	0.0315978521703983	0.0593203947910259	0.0761146249524932	0.0658747827096969	0.0539909350310997	0.0625873114907416	0.0392977989957818	0.0477020787324464	0.0474235058742214	0.0622081212949947	0.0570848462421861	0.0662310798703139	0.0676463617983038	0.0818835375115265	0.0785251876945925	0.030553461731277	0.0558932541090696	0.086810400221356	0.0360568024330956	0.0761081917634498	0.0198145607102831	0.0113638763648948
HMEC_4_G2_4C_2	0.108562678110295	0.0887200822472799	0.111205914239969	0.111860728903154	0.0823327107774895	0.102886428871486	0.0998324571057655	0.118101360585659	0.092396204129407	0.105923036543487	0.0328371351582264	0.0918398816697987	0.0895200627439637	0.0952078626073764	0.319958834287561	0.0954129072156166	0.110451273790849	0.051879142685867	0	0.0412040661576294	0.113913872732357	0.130213091725538	0.11237249387676	0.110794679616415	0.103194406405018	0.111602022560824	0.120544004500094	0.106747437196021	0.104344335455175	0.109593603695195	0.123261961644276	0.117124384596582	0.105803760042792	0.123427649579842	0.121848046111482	0.119022850336227	0.127518972220409	0.0963348586021477	0.0974014414064501	0.111785532108769	0.10540629134644	0.0938295833192605	0.113826225356532	0.0955850033801319	0.0819890011622102	0.110087978123926	0.127289760864905	0.11626453665812	0.104347588446804	0.112954052111545	0.0889783756319272	0.0988107866332582	0.0972230545438865	0.112351864895778	0.107982507383775	0.11748834965852	0.118941242182307	0.132995228568372	0.129363711246724	0.0800339672966891	0.107138715809674	0.137974861237167	0.0859250833831265	0.127054366690279	0.0494528097538375	0.0527284250390777
HMEC_4_G2_4C_3	0.0695042201996276	0.0500923813117507	0.0723214966644088	0.0726966262986476	0.0437979215760446	0.0635598456207247	0.0595998091659325	0.0785121984206265	0.0528126179480521	0.0663646094923296	0.028867298178128	0.0522267719338704	0.0512649105957371	0.0561871298435094	0.293059519529821	0.0559941266367246	0.0710965230692077	0.0114408827579173	0.0412040661576294	0	0.0749161833844649	0.0903716012102548	0.0726832424502519	0.0710545574984109	0.0640928011446355	0.0718805994514263	0.0811691341354197	0.0672676255374798	0.064709251022424	0.0699157316573792	0.0833530411361038	0.077522824530319	0.0658467994526864	0.0836349955630482	0.0815405876412967	0.0791068002622928	0.0878542566471511	0.0569494364149615	0.0580045291370093	0.071561082905171	0.0659378134575469	0.0547471199453581	0.0736624623363177	0.0576762881390512	0.0428852798520827	0.0702624478142356	0.0870174366047191	0.0768999848923552	0.0650702012350139	0.073521446502382	0.0499527057092921	0.0587007382868607	0.0582445274376552	0.0731495081340706	0.0681156139578347	0.0771943919776764	0.0785490717156275	0.0929701740792532	0.0896612923171559	0.0416103590559733	0.0669810405698022	0.097891012599108	0.0471418641056797	0.0871763137790338	0.0181222799730821	0.0165509386466443
