	HMEC_4_1	HMEC_4_2	HMEC_4_G2_3E	HMEC_4_G2_3F	HMEC_4_G2_3G	HMEC_4_G2_4A	HMEC_4_G2_4B	HMEC_4_G2_4C	HMEC_4_G2_4D	HMEC_5_1	HMEC_5_2	HMEC_5_3	HMEC_5_4	HMEC_5_5	HMEC_5_6	HMEC_5_7	HMEC_5_8	HMEC_5_9	HMEC_Root1	HMEC_Root2	HMEC_STAT_2	HMEC_STAT_3	HMEC_STAT_4	HMEC_STAT_G2_3B	HMEC_STAT_G2_3C
HMEC_4_1	0	0.0114907648009138	0.00627305179949037	0.0284897576730809	0.041944331991179	0.0806745551924717	0.0353844547991374	0.0588553549147923	0.0158048042209467	0.0378780053757991	0.0381891097228231	0.0422012185374072	0.0158951844798025	0.0306427421324997	0.0137054544180526	0.00322600686505663	0.012769427159391	0.028639519568114	0.0197829112996473	0.0238158481483463	0.0219221295588726	0.0226560408589561	0.0166752698442089	0.0382766480418063	0.0459851655305594
HMEC_4_2	0.0114907648009138	0	0.0116103255369827	0.0170176272884594	0.0305921346485435	0.0692173891085035	0.0239953676434917	0.0476491245745505	0.0234471283115286	0.0268730039382023	0.0267119363497407	0.0307981425589442	0.00519381103595851	0.0191622612619284	0.00488676425771143	0.0115095480723582	0.00597141910425692	0.0178137087301682	0.00843724687734526	0.012521053655532	0.0105492908789703	0.0339980108256887	0.00602519224521545	0.0269393108662675	0.0350422560607416
HMEC_4_G2_3E	0.00627305179949037	0.0116103255369827	0	0.0273126211590092	0.0400028999099939	0.0795610391431738	0.03366390488482	0.0563949995934653	0.0119324494671561	0.0383101652804688	0.0368847452912576	0.0404266157568322	0.0142607502955484	0.0298604536645605	0.0113721820185768	0.00933633830717288	0.0154557637724423	0.0260804877630301	0.0185293047785245	0.0222042961359802	0.0205969071435925	0.0238749258018475	0.0176126418243526	0.0363470540750827	0.0464773126785456
HMEC_4_G2_3F	0.0284897576730809	0.0170176272884594	0.0273126211590092	0	0.013803226225307	0.0523733391411854	0.007208585331512	0.0310357435210774	0.0379995242127402	0.0132374182662161	0.00970636967319031	0.0138778137226166	0.0130607119807708	0.00300363711192134	0.0159748784666875	0.028371563463436	0.0186074583376622	0.006402636946897	0.00883012708321434	0.00524661942973936	0.00672238133172628	0.0507795797845718	0.013133716659318	0.0102660704260169	0.0207525364896368
HMEC_4_G2_3G	0.041944331991179	0.0305921346485435	0.0400028999099939	0.013803226225307	0	0.0400138111508738	0.00662012766142468	0.0172429125811289	0.0496360605112435	0.0153454734141047	0.00537823487309227	0.00119626591668513	0.0261247685411343	0.0126654131117058	0.028725060959224	0.0420524709734997	0.0323814006183465	0.0141193577831463	0.0221814376569788	0.0181350057549594	0.0200511835895983	0.0638018475042204	0.0269206142111349	0.00367528651242973	0.0178151311989213
HMEC_4_G2_4A	0.0806745551924717	0.0692173891085035	0.0795610391431738	0.0523733391411854	0.0400138111508738	0	0.0460142093907055	0.0272263074595448	0.0895581409660666	0.0442877410712575	0.0427289653542826	0.0394016104931468	0.0653900562036989	0.0500790683770965	0.0682122734301841	0.0801783929439366	0.0693990515010192	0.0540963075279936	0.0611924634547083	0.0573981207442975	0.0590767027570863	0.103046817408083	0.0643774359973378	0.0435408036880313	0.0373870069590241
HMEC_4_G2_4B	0.0353844547991374	0.0239953676434917	0.03366390488482	0.007208585331512	0.00662012766142468	0.0460142093907055	0	0.0238343655971652	0.0436920785158096	0.0130230816226431	0.00390040924307356	0.00682336328587825	0.0196263009689637	0.0065413852487615	0.0223204759781776	0.0354433098477525	0.0258132552584231	0.00842228113308413	0.0156057918196486	0.0115954861660579	0.0134682337459533	0.0573911737158617	0.0203414001788284	0.0030656913161565	0.0184100487322228
HMEC_4_G2_4C	0.0588553549147923	0.0476491245745505	0.0563949995934653	0.0310357435210774	0.0172429125811289	0.0272263074595448	0.0238343655971652	0	0.0650706778795735	0.0294024590039693	0.0220666085529414	0.0173144957455113	0.0429749208984799	0.0298049565916134	0.045369225658728	0.0591402449398977	0.0496135314787729	0.0303688961638776	0.0392175288936801	0.0351367528932739	0.0371157954342842	0.080226377400783	0.0441548030217797	0.0207989600500129	0.0271626885875679
HMEC_4_G2_4D	0.0158048042209467	0.0234471283115286	0.0119324494671561	0.0379995242127402	0.0496360605112435	0.0895581409660666	0.0436920785158096	0.0650706778795735	0	0.0497646604134366	0.0472125649948456	0.0502263420708198	0.0252922062964353	0.0407568782041202	0.0222395167834444	0.0188709132717428	0.0272951122427477	0.0355327319947398	0.0295227649893293	0.0327611044629764	0.0314408038846804	0.0177426291442151	0.0294696020819873	0.0460881691928733	0.0578926559317059
HMEC_5_1	0.0378780053757991	0.0268730039382023	0.0383101652804688	0.0132374182662161	0.0153454734141047	0.0442877410712575	0.0130230816226431	0.0294024590039693	0.0497646604134366	0	0.0105141777491788	0.0144135388811077	0.0245337084053165	0.0102652771586949	0.0275911430189543	0.0368098516185034	0.0256731943550343	0.0189983081032604	0.0204122075627512	0.0180046704847414	0.0187339456126558	0.0604962167841605	0.0212148975779295	0.0143295301024161	0.00817616017131175
