	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3E_1	HMEC_4_G2_3E_2	HMEC_4_G2_3E_3	HMEC_4_G2_3F_1	HMEC_4_G2_3F_2	HMEC_4_G2_3F_3	HMEC_4_G2_3G_2	HMEC_4_G2_3G_3	HMEC_4_G2_4A_1	HMEC_4_G2_4A_2	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4C_1	HMEC_4_G2_4C_2	HMEC_4_G2_4C_3	HMEC_4_G2_4D_2	HMEC_4_G2_4D_3	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_2	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_1	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_1	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_5_9_3	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root1_3	HMEC_Root2_1	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_3_2	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_4_3	HMEC_STAT_G2_3B_1	HMEC_STAT_G2_3B_2	HMEC_STAT_G2_3B_3	HMEC_STAT_G2_3C_1	HMEC_STAT_G2_3C_2	HMEC_STAT_G2_3C_3
HMEC_4_G2_3F_2	0.0627341917096402	0.0718666731281391	0.0246679261329751	0.0492615530160717	0.0545679341656472	0.0512760001315961	0.0587616512819091	0.00582607592155593	0.0617671413251549	0.0616980340734781	0	0.0344958448525933	0.0135558998865777	0.0228123032016752	0.0403444551105593	0.0839979462095066	0.0179948811133222	0.0205734377446408	0.028388396764512	0.0507040016519147	0.0499838288298184	0.0155658475765003	0.0278968752979241	0.0247667230662579	0.0720415890310931	0.0288075869768833	0.0265548582734073	0.0592953925444791	0.0249266535049467	0.0347057453823601	0.0231631557628182	0.0422385045545473	0.0220373361519648	0.0189907069527749	0.0132596337226523	0.0484973786760708	0.0475450822877917	0.0328207003273333	0.0321297842657329	0.0442950377556754	0.0504148083698893	0.0792700028465263	0.039273507253664	0.0622154671314612	0.0190221779896453	0.0262102041017214	0.0514424216035193	0.0491424254270304	0.0271681569822254	0.0366682261114053	0.067462644102106	0.0112357638017771	0.0433171320165618	0.0392537654488961	0.0523153069928457	0.0345405138402037	0.0395910081402301	0.0412139076077624	0.0599776950522714	0.00778819565328924	0.0851744348950207	0.0312382287612282	0.041825860270134	0.0464017273540628	0.0129206709297444	0.0261415363972407	0.0468624917838213	0.0203489573029208	0.0254856457840796	0.00922262402928334
HMEC_4_G2_3F_3	0.0284897576730809	0.0374338051218205	0.0112661091924661	0.0151605952842791	0.0200889818785979	0.0170176272884594	0.0285137171114276	0.0395999612347534	0.0273126211590092	0.0275796654857391	0.0344958448525933	0	0.033026287722869	0.013803226225307	0.0291337794370518	0.0496764987343079	0.0523733391411854	0.0164561993440746	0.007208585331512	0.0163557879977876	0.0159249741851882	0.0310357435210774	0.0604467024231148	0.0120236858826653	0.0379995242127402	0.0108644319568121	0.0132374182662161	0.025280905602291	0.00970636967319031	0.00659291995997443	0.0129115201531263	0.0101376152721176	0.0138778137226166	0.0167426055694629	0.0224395274436895	0.0157133507272981	0.0130607119807708	0.00638857336583441	0.00300363711192134	0.00980660410304226	0.0159748784666875	0.045940693045811	0.00509511173785122	0.028371563463436	0.015772307209731	0.00830299548884325	0.0186074583376622	0.0165366512047319	0.0101884901345382	0.006402636946897	0.0337296367769093	0.0266974618343835	0.00883012708321434	0.00482553202067471	0.0205506068908628	0.013578659850587	0.00524661942973936	0.00672238133172628	0.0257204796625471	0.0272324779393645	0.0507795797845718	0.00422163004391438	0.0106166069600476	0.013133716659318	0.0301669902785093	0.0102660704260169	0.0145848982765584	0.0207525364896368	0.00901323620316648	0.0300028899049874
HMEC_4_G2_3G_2	0.061090444634754	0.0686084209912577	0.0217671820063473	0.0480893168594926	0.05199712505558	0.0498044631749702	0.0518202273242883	0.0134554228445103	0.0588019258381315	0.0577512941140654	0.0135558998865777	0.033026287722869	0	0.0192465660651817	0.0289939483619392	0.0801009986325498	0.0243266855183849	0.0165775335775333	0.025865352530749	0.047680631313841	0.0488628531237364	0.00290603242855991	0.0285687191521411	0.0211293858467855	0.0676671763097926	0.023902997494479	0.0303420438579965	0.0581296177008966	0.023782485445213	0.0357573518945309	0.0257845636182355	0.0425743363342821	0.0191757371786238	0.0165327556844116	0.0192699736284984	0.0438996622985833	0.0452264593772685	0.0290095854134378	0.0316064716250874	0.0422845362821765	0.0476937796824677	0.0737524889075821	0.0381178370739044	0.061273081942786	0.0211842926971767	0.0258221928667765	0.0515325519177445	0.0493722000348544	0.0294284925067301	0.0327422280902087	0.0627437565817445	0.0074872503539364	0.0413816323182992	0.0377423025929145	0.0467098367047365	0.0277712575243797	0.0373139495832084	0.039262496231045	0.0563672470572121	0.0109352519609112	0.0826363146722168	0.0311458329272043	0.042593013870394	0.0460988160195797	0.00294584092310075	0.0228793665332365	0.0472627039809432	0.0273284477262918	0.0249693461440872	0.0204148558076279
HMEC_4_G2_3G_3	0.041944331991179	0.0499870792069481	0.00254905305741463	0.0288543896643006	0.0330154250400882	0.0305921346485435	0.0360644579645328	0.0271788640977215	0.0400028999099939	0.039408125616981	0.0228123032016752	0.013803226225307	0.0192465660651817	0	0.0235217443121418	0.0618478162160972	0.0400138111508738	0.00268079456134194	0.00662012766142468	0.0288185128754533	0.0296277615591207	0.0172429125811289	0.0470845025366315	0.00201423904963234	0.0496360605112435	0.00605317530718829	0.0153454734141047	0.0389163128867258	0.00537823487309227	0.0173621271457072	0.0109714650936453	0.0235869412381985	0.00119626591668513	0.00383591670943297	0.0140671962409609	0.0258648548828404	0.0261247685411343	0.0102426865798021	0.0126654131117058	0.023100868395476	0.028725060959224	0.056580338148241	0.0188899636842715	0.0420524709734997	0.00875551312395316	0.00760023903594973	0.0323814006183465	0.0302638071131482	0.0129352369319833	0.0141193577831463	0.0449166922125279	0.0133306296536949	0.0221814376569788	0.0185005715062812	0.0295278336825293	0.0123146455909964	0.0181350057549594	0.0200511835895983	0.0378361071747398	0.0150484144856327	0.0638018475042204	0.0124377439962609	0.0237561578984993	0.0269206142111349	0.0164177757315041	0.00367528651242973	0.0282174916849767	0.0178151311989213	0.00683208856354939	0.0213142457161514
HMEC_4_G2_4A_1	0.0476469994759288	0.0507544280422275	0.0242770342756628	0.0385137149792613	0.0383135670519866	0.0390976793987977	0.0285579344540694	0.0421313312221273	0.0429039646587104	0.0399213498711577	0.0403444551105593	0.0291337794370518	0.0289939483619392	0.0235217443121418	0	0.0599854706381559	0.0532060485260802	0.0236585258590936	0.0250605461673211	0.0340944558450733	0.0391816193486199	0.0261450728031674	0.055093600705347	0.0230280925528955	0.047666561085752	0.0201807733243483	0.0378358168564983	0.0462341358202704	0.0274002353021209	0.0355281056193326	0.0340738147097323	0.0380399253344339	0.0246988665837224	0.0259383887328965	0.0366414456118853	0.0278286809660788	0.0339800122978749	0.0228400559594811	0.0305081971112952	0.0327640381830382	0.0347866287324074	0.0510749544430778	0.0322220791273417	0.0493028286336248	0.0322499402954155	0.0290428828745499	0.0437831904829519	0.0424827873517326	0.0348184480884803	0.0235924038758051	0.0425950273947229	0.0292035898366078	0.0323780590600032	0.0312507357707972	0.0274426861734252	0.0155606992387714	0.0293407708567504	0.0311088838255965	0.0395001687725412	0.0335486124952767	0.064955160522014	0.0311778289278514	0.0389571462040144	0.0390140471362423	0.0280637482622645	0.0235393988479586	0.0413342754162901	0.0413275293397367	0.0286567875354344	0.0427494701733179
HMEC_4_G2_4A_2	0.0236383098842048	0.0124600034323261	0.0596529309317924	0.0360357566029301	0.0297287117249382	0.0338578414280654	0.0315613955215853	0.0888394472895996	0.0224770563023803	0.0224648829512657	0.0839979462095066	0.0496764987343079	0.0801009986325498	0.0618478162160972	0.0599854706381559	0	0.101648826159557	0.0644268791268112	0.0557368081087872	0.0333620072532127	0.0354590438716308	0.0775356784833948	0.108516153058688	0.0598367786128334	0.0125763292430269	0.0563967240269979	0.0606915214151718	0.0275022204884188	0.0591217361818759	0.0512087099886051	0.0621318303841161	0.0440859161716094	0.0623796403418475	0.0654598174263646	0.0720179295613518	0.0362511804127097	0.0366835558450764	0.0516192511257008	0.0522891255354028	0.0399792860325565	0.0337161084636536	0.0115457067755016	0.0452369381755891	0.025856747217933	0.0654196686948291	0.0579585876061462	0.0363692999349337	0.0384056405476026	0.0585853306046445	0.0477518023980064	0.0176673399922432	0.0751242110403249	0.0409596719743722	0.045067359481009	0.0338409827216722	0.0526236170248758	0.0444994029578467	0.0429926088613455	0.0240794364273358	0.0765215484825658	0.00879211918441821	0.053333721322937	0.0450566469660523	0.0396984485772976	0.0775909774427519	0.0582534965255174	0.0404886195420775	0.0688520680394918	0.0586325925946946	0.0794358877517222
HMEC_4_G2_4A_3	0.0806745551924717	0.0896299813801571	0.0421156573591847	0.0672178955816343	0.0724025973885172	0.0692173891085035	0.0752362262477553	0.0128564298024303	0.0795610391431738	0.0792951992835868	0.0179948811133222	0.0523733391411854	0.0243266855183849	0.0400138111508738	0.0532060485260802	0.101648826159557	0	0.0375329717674713	0.0460142093907055	0.0684512398591589	0.0679432964831771	0.0272263074595448	0.0128506350995452	0.0420207127260841	0.0895581409660666	0.0457817524979313	0.0442877410712575	0.0772559219996167	0.0427289653542826	0.0526697446651399	0.0411150576312438	0.0602082033708847	0.0394016104931468	0.0363131282787124	0.0310893194186116	0.0658510716678458	0.0653900562036989	0.0502214533951959	0.0500790683770965	0.0621657536462605	0.0682122734301841	0.0964357651244433	0.0572085134219951	0.0801783929439366	0.0370114880536764	0.0441241217741969	0.0693990515010192	0.0670981711834455	0.0451033279327936	0.0540963075279936	0.0848695648049612	0.0269847161534481	0.0611924634547083	0.0571564676715401	0.0693504216164395	0.0508762007783332	0.0573981207442975	0.0590767027570863	0.0776454148600373	0.0252131161448502	0.103046817408083	0.0492078367315075	0.0597751770132825	0.0643774359973378	0.0258469579366888	0.0435408036880313	0.0648157840557803	0.0373870069590241	0.0433775622381817	0.0252658477504323
HMEC_4_G2_4B_1	0.0446224970722099	0.0526099488048483	0.00519104994207248	0.0315288806179761	0.0356777367510719	0.03327136932121	0.0382094757785006	0.024725444000455	0.0426448896593896	0.0419855628686287	0.0205734377446408	0.0164561993440746	0.0165775335775333	0.00268079456134194	0.0236585258590936	0.0644268791268112	0.0375329717674713	0	0.00929246192457361	0.0314633196424109	0.032301704114241	0.0146263958341752	0.0444284095240886	0.00464501799275898	0.052176797793236	0.00828267013396342	0.0167452571433684	0.0415942158685416	0.00759713708909477	0.0197363212228248	0.0121297490168686	0.0261565698204491	0.00273752084783813	0.00228733371799327	0.0131043149541777	0.0283688597732604	0.0287986591228136	0.0128325078496983	0.0151975253435232	0.025780729172742	0.0313842356502488	0.0590015689865257	0.0215475955905455	0.0447283202549085	0.00894769441718489	0.00980047916557335	0.0350099907279626	0.0328769983885496	0.0146838608300911	0.0166954481440006	0.0474223913120972	0.0107177339292012	0.0248617104485742	0.021171959451821	0.0318926192544804	0.014079764819461	0.0208143681515528	0.0227314813274352	0.0404398492253069	0.0127863238308735	0.0664534005327958	0.0148843475160105	0.0262805183404747	0.0295572587043355	0.0137397092896292	0.00635120776293545	0.0308093124489126	0.018017347953031	0.0089757191753349	0.0199095620358973
HMEC_4_G2_4B_2	0.0353844547991374	0.0437179727026275	0.00411734707996861	0.0222389517671116	0.0265825787763407	0.0239953676434917	0.0315898233895136	0.0331702909736028	0.03366390488482	0.0333520462572284	0.028388396764512	0.007208585331512	0.025865352530749	0.00662012766142468	0.0250605461673211	0.0557368081087872	0.0460142093907055	0.00929246192457361	0	0.0224940451846044	0.0230117519548462	0.0238343655971652	0.0535582391639492	0.00481738456814779	0.0436920785158096	0.00494010382091455	0.0130230816226431	0.0323138148109541	0.00390040924307356	0.0116494709381787	0.0101604267927877	0.0171689852616346	0.00682336328587825	0.00983529627080921	0.0175509005645745	0.0202121365494148	0.0196263009689637	0.00481081519612459	0.0065413852487615	0.0165392546225328	0.0223204759781776	0.051040032051077	0.0122809493935178	0.0354433098477525	0.0109066266361175	0.00436255608922316	0.0258132552584231	0.0237273006481586	0.00985584826383783	0.00842228113308413	0.0391179603072739	0.0197575185954447	0.0156057918196486	0.0118811504339025	0.0243746187682532	0.0105285514820442	0.0115954861660579	0.0134682337459533	0.0316750020314289	0.0208209828701817	0.0573911737158617	0.00670373316110449	0.0174598449242689	0.0203414001788284	0.023030081472815	0.0030656913161565	0.0217307443826082	0.0184100487322228	0.00436500533941993	0.0252268008440346
HMEC_4_G2_4B_3	0.014037824137833	0.0212333952174238	0.0265044097449621	0.00679249434630458	0.00448268703320627	0.00595244833408301	0.0173770468433028	0.0556290707942821	0.0111894454347781	0.0112938651118852	0.0507040016519147	0.0163557879977876	0.047680631313841	0.0288185128754533	0.0340944558450733	0.0333620072532127	0.0684512398591589	0.0314633196424109	0.0224940451846044	0	0.00701484606094637	0.0453144866229743	0.0758501858898456	0.026821917907266	0.0216974164620852	0.0238048648377084	0.0282573260564031	0.0121613954567234	0.0257905102832732	0.0189242756204626	0.0290506138048321	0.0132988148713549	0.0292451957179289	0.0323048674441863	0.0387810886079675	0.00651415388495576	0.00380572898443134	0.0186984104514293	0.0190713416607366	0.00692782716588966	0.00113087256038661	0.0300019760790623	0.0122521122258047	0.0152814363302588	0.0321238680616978	0.0246268815156593	0.0118729718533097	0.0118939699637593	0.0257560629746762	0.0149538872829405	0.0176694480562983	0.0421386178871382	0.00786452378373972	0.0118998546072294	0.00993049473132323	0.0216465962062962	0.0111474176626871	0.00974656126676583	0.00937148234058285	0.0432662351727622	0.035028307244001	0.0201747062216505	0.0146231760578284	0.0101063943510576	0.0450006063623056	0.0251613323014766	0.0124149133954886	0.0363308224773442	0.0252932139832861	0.04630201758643
HMEC_4_G2_4C_1	0.0127790550743589	0.0230055210926707	0.0271216207579039	0.000778359735631125	0.00678118673784251	0.00172178802386639	0.0243226377385522	0.0552756527300169	0.0132945275675233	0.015540315552198	0.0499838288298184	0.0159249741851882	0.0488628531237364	0.0296277615591207	0.0391816193486199	0.0354590438716308	0.0679432964831771	0.032301704114241	0.0230117519548462	0.00701484606094637	0	0.046767280220962	0.0763258780588097	0.0277558597509869	0.025154173773234	0.0256404319980096	0.0253165838592714	0.00937439259649292	0.0255715862008789	0.0158711418577849	0.0271975679554819	0.00864285162126849	0.029778687384338	0.0326645496622378	0.0372971635820156	0.0129665712810429	0.00525842091170725	0.0203790155692748	0.0179125088370111	0.00691670750978156	0.00589043020806249	0.0342241410370765	0.0108659550729909	0.0124489191859927	0.0309862500035587	0.023927006234735	0.00497567918411983	0.0049298809864916	0.0234287903100406	0.0172818072634747	0.0221122456314883	0.0426152767641671	0.00767370822442388	0.0111375839373385	0.0169221151821896	0.0252122027759134	0.0117261912901144	0.00969641151925045	0.013355368623428	0.042971832226709	0.0353892614096668	0.0187579102431661	0.00968831810142506	0.00432012140224129	0.0460328825762143	0.0259997167775807	0.00592395730346812	0.0334779078553089	0.0247160816058697	0.0444621697070245
HMEC_4_G2_4C_2	0.0588553549147923	0.0661372211462025	0.0197896328169892	0.0459909896095416	0.0496706979050139	0.0476491245745505	0.04902003790743	0.0161246715663227	0.0563949995934653	0.0552265597213461	0.0155658475765003	0.0310357435210774	0.00290603242855991	0.0172429125811289	0.0261450728031674	0.0775356784833948	0.0272263074595448	0.0146263958341752	0.0238343655971652	0.0453144866229743	0.046767280220962	0	0.0312660355777872	0.0190378468523554	0.0650706778795735	0.0215196404398725	0.0294024590039693	0.0559766844833546	0.0220666085529414	0.0341697213855312	0.0247451408705143	0.0407708199632653	0.0173144957455113	0.0149160988055885	0.0192878112216651	0.041351972627638	0.0429749208984799	0.0267035682222775	0.0298049565916134	0.0401012160261893	0.045369225658728	0.0710360989411117	0.0361110900732901	0.0591402449398977	0.0202557734970112	0.0241845413605135	0.0496135314787729	0.0474914748870298	0.0282036423935128	0.0303688961638776	0.0601207864293451	0.00722124650170665	0.0392175288936801	0.0356817660727909	0.0440388331419392	0.0250811440346623	0.0351367528932739	0.0371157954342842	0.0538873480482591	0.0115292661228554	0.080226377400783	0.0294311735206918	0.0408648303847961	0.0441548030217797	0.00284163541848647	0.0207989600500129	0.045427183494686	0.0271626885875679	0.0233340285099503	0.0214969065094227
HMEC_4_G2_4C_3	0.0888568498530312	0.0969077656725339	0.0494673450568647	0.075569678315786	0.0800555214802058	0.0774327639733314	0.0801633398882892	0.0220781852915127	0.0870068053870995	0.0861640548501661	0.0278968752979241	0.0604467024231148	0.0285687191521411	0.0470845025366315	0.055093600705347	0.108516153058688	0.0128506350995452	0.0444284095240886	0.0535582391639492	0.0758501858898456	0.0763258780588097	0.0312660355777872	0	0.0490697147378371	0.0961383123952011	0.0522612892750967	0.0542848110273208	0.085674919051264	0.0507899431562177	0.0618379919343122	0.0505457013520801	0.0691967656606106	0.0467421170529517	0.0437576570217166	0.0410343876363604	0.0723717779635139	0.0731522126488843	0.0572011242979232	0.0585324305586094	0.0700670583059728	0.0757733343008721	0.102214918025112	0.0654787939017821	0.088729284607763	0.0460854435988415	0.0525134435411987	0.0783826677086388	0.0761237235108738	0.0545511242238603	0.0610162794184332	0.0912410537124469	0.0338136114925815	0.069124719805096	0.0652604677136316	0.0752402541028936	0.0563159621091162	0.0651395442122454	0.0669868357057543	0.0847163928296254	0.0336622396451689	0.110766596084162	0.0578265854073018	0.068949567848169	0.0731234286941446	0.0310204326012807	0.0507528535667893	0.0738940299252	0.048197179201257	0.0516989499238454	0.0364507258562464
HMEC_4_G2_4D_2	0.0400070100679685	0.04798237386697	0.00131977307896135	0.0269804805875172	0.031035277490327	0.0286859505041736	0.0341947495322264	0.0291833379125162	0.0380057448142065	0.0373951179489973	0.0247667230662579	0.0120236858826653	0.0211293858467855	0.00201423904963234	0.0230280925528955	0.0598367786128334	0.0420207127260841	0.00464501799275898	0.00481738456814779	0.026821917907266	0.0277558597509869	0.0190378468523554	0.0490697147378371	0	0.0476249810766432	0.00427851877739557	0.0151125785364995	0.0370162673037273	0.0046503572888187	0.016043912679004	0.0110672398451507	0.0219531722829304	0.00277059758760381	0.0057781599722304	0.0155144870664396	0.0238594366305445	0.0241652846896825	0.00822851824669049	0.0111467260842439	0.021171145881282	0.0267407299094888	0.0545939551808799	0.0170841722760029	0.0401640584578042	0.00967794564864847	0.00672449900091371	0.0306281490381252	0.0285426350405406	0.0124108999325409	0.0121053701073349	0.0429101776133023	0.0153370665082427	0.0202614943566879	0.0166495235559044	0.0275642359810866	0.0107611311407494	0.0161997176157021	0.0181388512918147	0.0358254286658525	0.0170190290073071	0.0618152831233338	0.0110623143097401	0.0221946485888145	0.0251556248854818	0.0183319223014441	0.00176162035018729	0.0265375881153024	0.0185003733609695	0.00608456880876294	0.0229274033248004
HMEC_4_G2_4D_3	0.0158048042209467	0.00603704669700709	0.0475174907048573	0.0255926392784908	0.0187034983819358	0.0234471283115286	0.0195525826494897	0.0767381754186138	0.0119324494671561	0.0104248904749367	0.0720415890310931	0.0379995242127402	0.0676671763097926	0.0496360605112435	0.047666561085752	0.0125763292430269	0.0895581409660666	0.052176797793236	0.0436920785158096	0.0216974164620852	0.025154173773234	0.0650706778795735	0.0961383123952011	0.0476249810766432	0	0.0440568620171333	0.0497646604134366	0.0191655805418942	0.0472125649948456	0.0403085065308344	0.0507329792554383	0.0336778982295395	0.0502263420708198	0.0533132604951715	0.0604146357552467	0.0238568526644133	0.0252922062964353	0.0394102441968578	0.0407568782041202	0.0285617195879062	0.0222395167834444	0.00944450278695329	0.0338954884660929	0.0188709132717428	0.0537295040556266	0.0462059994897984	0.0272951122427477	0.0289776841331302	0.0473926912431138	0.0355327319947398	0.00511256159068185	0.0628640831595857	0.0295227649893293	0.0335892887630596	0.0212685025741062	0.0400955566025979	0.0327611044629764	0.0314408038846804	0.0123565767283991	0.0644647005215935	0.0177426291442151	0.0418635755595665	0.0348073545571294	0.0294696020819873	0.0651958072885203	0.0460881691928733	0.0307734163574228	0.0578926559317059	0.0468339934327525	0.0679569348975769
HMEC_5_1_1	0.0374152404156036	0.0447511103851186	0.00500887354619913	0.0248635440689518	0.0281643322051501	0.0263669140184713	0.0300196367095876	0.0329955675651101	0.0349167343790361	0.0339640023514923	0.0288075869768833	0.0108644319568121	0.023902997494479	0.00605317530718829	0.0201807733243483	0.0563967240269979	0.0457817524979313	0.00828267013396342	0.00494010382091455	0.0238048648377084	0.0256404319980096	0.0215196404398725	0.0522612892750967	0.00427851877739557	0.0440568620171333	0	0.0177110042533487	0.0346674741628835	0.00749519418695192	0.0163022718425382	0.0142888131776515	0.0209805297078153	0.00701559160406731	0.00988212957924467	0.0197648462771549	0.0202093710931722	0.0215350893668062	0.0052719623057584	0.0111087346442402	0.0188051542024381	0.0238623542933794	0.0507471745165217	0.0155276034345327	0.0378620368256956	0.0137134094375965	0.00889915838780189	0.0290394894304731	0.0271121516859599	0.0146472389095779	0.00885210618664743	0.0392445557281388	0.0188654975536668	0.0179788824885865	0.0148758168989501	0.0236153521672587	0.00656512259786932	0.0139170896667475	0.0159564403211724	0.0325131044337632	0.0210264244374956	0.0587744573011386	0.0114859574415781	0.0214762064805675	0.0235906514410061	0.0212763483701802	0.00374385333695174	0.0252999759290575	0.0222076767383965	0.00859462214706431	0.0272039181015823
HMEC_5_1_2	0.0378780053757991	0.0482535484345797	0.0137978299423115	0.0247032961127859	0.0311486179602976	0.0268730039382023	0.0417409423897119	0.032293179505136	0.0383101652804688	0.0394793052932181	0.0265548582734073	0.0132374182662161	0.0303420438579965	0.0153454734141047	0.0378358168564983	0.0606915214151718	0.0442877410712575	0.0167452571433684	0.0130230816226431	0.0282573260564031	0.0253165838592714	0.0294024590039693	0.0542848110273208	0.0151125785364995	0.0497646604134366	0.0177110042533487	0	0.034163563829102	0.0105141777491788	0.00950243289147387	0.00472304790945229	0.0168064228569872	0.0144135388811077	0.0152542404469643	0.0132986610467824	0.0288058596160632	0.0245337084053165	0.0168223205258793	0.0102652771586949	0.0213326959588335	0.0275911430189543	0.0582340789586059	0.0160422516979944	0.0368098516185034	0.00916998745651842	0.00881281384131633	0.0256731943550343	0.023371379966217	0.00327963369269983	0.0189983081032604	0.0459150628502499	0.0228951477245464	0.0204122075627512	0.016552491240595	0.033734785637991	0.0235167839487452	0.0180046704847414	0.0187339456126558	0.0374401252140953	0.0210576556741912	0.0604962167841605	0.00905614908744877	0.0160642033426838	0.0212148975779295	0.0274511628493687	0.0143295301024161	0.0210774730776032	0.00817616017131175	0.00919253329156588	0.0195701718168614
HMEC_5_1_3	0.00387173553140409	0.0153740749093017	0.0364287795918614	0.0101283623043796	0.00802045273193514	0.00833617700822989	0.025757587245718	0.064618814651023	0.00816373026341176	0.0124384186170999	0.0592953925444791	0.025280905602291	0.0581296177008966	0.0389163128867258	0.0462341358202704	0.0275022204884188	0.0772559219996167	0.0415942158685416	0.0323138148109541	0.0121613954567234	0.00937439259649292	0.0559766844833546	0.085674919051264	0.0370162673037273	0.0191655805418942	0.0346674741628835	0.034163563829102	0	0.0349411665373246	0.0249015741728323	0.0363889026163205	0.0173785529301523	0.0391046393591093	0.0420131257287554	0.0465090826976809	0.0184878090187276	0.0132230153673704	0.0294005371724364	0.0272752408971028	0.0158938187030093	0.0115635876133677	0.0286072887881701	0.0202373023251355	0.00321346859067322	0.0402914068684487	0.0332941569360673	0.00889984203741223	0.0110373479255706	0.0325342684687139	0.0260270783872162	0.017849572001442	0.0519647272664231	0.0167725883986043	0.0204736456545324	0.0204843497395521	0.0334639776233836	0.0208548405426124	0.0188835929129644	0.0107414189163572	0.0523317339542302	0.0263611772434768	0.02809606636248	0.0181242694039034	0.0130134715246837	0.0553214364628631	0.035268293078091	0.0132402013545337	0.0422428027466574	0.0340858020762147	0.0535414058269007
HMEC_5_2_1	0.0381891097228231	0.0469857200157208	0.00333223516324405	0.0248159006004097	0.0297083148515154	0.0267119363497407	0.0354844760079421	0.029925129919881	0.0368847452912576	0.0368286246317105	0.0249266535049467	0.00970636967319031	0.023782485445213	0.00537823487309227	0.0274002353021209	0.0591217361818759	0.0427289653542826	0.00759713708909477	0.00390040924307356	0.0257905102832732	0.0255715862008789	0.0220666085529414	0.0507899431562177	0.0046503572888187	0.0472125649948456	0.00749519418695192	0.0105141777491788	0.0349411665373246	0	0.0121489541040729	0.00679496089326392	0.0188052655823776	0.00486366844203832	0.00725867163251339	0.0136768418819447	0.0239439672879719	0.0226877021096189	0.00871088386347401	0.00785262470112577	0.0194774128948605	0.0255171661130973	0.0547321012243951	0.0147074923974395	0.037999723657732	0.00700717684568082	0.00222625356930624	0.0278455605292316	0.0256476543230322	0.00776137037701348	0.0122466669535594	0.0427252861893328	0.017113098285343	0.0185089977439865	0.0145297454444407	0.0282139580321338	0.0138465146232316	0.0146851260491074	0.016379406060185	0.0350791378992192	0.0175464046081201	0.0604524207989025	0.00737339417128274	0.0188260465518914	0.0224629730565551	0.0208635081578083	0.00386980523519467	0.0235067980775731	0.0148088603760225	0.00146535870809442	0.0213607343738395
HMEC_5_2_2	0.0285421997431626	0.0387683468882773	0.0149240602424811	0.0152362533893313	0.0216588425947426	0.0173965536550035	0.033570463945405	0.0402242183069629	0.0288125908120296	0.030067261837734	0.0347057453823601	0.00659291995997443	0.0357573518945309	0.0173621271457072	0.0355281056193326	0.0512087099886051	0.0526697446651399	0.0197363212228248	0.0116494709381787	0.0189242756204626	0.0158711418577849	0.0341697213855312	0.0618379919343122	0.016043912679004	0.0403085065308344	0.0163022718425382	0.00950243289147387	0.0249015741728323	0.0121489541040729	0	0.0115737618095969	0.00757237186352524	0.0169993069004075	0.0192715172590598	0.0216871765923352	0.0202983985177942	0.0151507748449193	0.0126966522429018	0.00519519754686119	0.0120441582568173	0.0181957496144207	0.0488839559774307	0.00697372903839866	0.0276817234269437	0.0157963562384074	0.00999096180023765	0.0167510093325165	0.0144463850689474	0.00764402680682973	0.0129323880509084	0.0365546207619887	0.0287635674643184	0.0111787387861578	0.00772228059487374	0.025371254047808	0.0200227568418221	0.00962960135391609	0.00978210563309754	0.028001396824865	0.0281966522872625	0.0511845270753856	0.00498932035013444	0.0071376975691298	0.0118897971741695	0.032817962045047	0.0144698190113838	0.0121638041208033	0.01767679133479	0.0108402769547981	0.0286570380571288
