	HMEC_4_1	HMEC_4_2	HMEC_4_G2_3E	HMEC_4_G2_3F	HMEC_4_G2_3G	HMEC_4_G2_4A	HMEC_4_G2_4B	HMEC_4_G2_4C	HMEC_4_G2_4D	HMEC_5_1	HMEC_5_2	HMEC_5_3	HMEC_5_4	HMEC_5_5	HMEC_5_6	HMEC_5_7	HMEC_5_8	HMEC_5_9	HMEC_Root1	HMEC_Root2	HMEC_STAT_2	HMEC_STAT_3	HMEC_STAT_4	HMEC_STAT_G2_3B	HMEC_STAT_G2_3C
HMEC_4_1	0	0.044529829304914	0.0651769245649175	0.0235329964027028	NA	0.0135486862265064	0.0126785934426723	NA	0.0227555740849579	0.00997942590334126	0.00903980184789548	0.00926531744354592	0.0142074085686222	0.0123666677731479	0.0192749124523906	0.0144913908539965	0.0221228826139472	0.0305905000102005	0.0120472536144152	0.0143130309198864	0.0111167355417352	0.0308683518529191	0.0169272277718535	NA	NA
HMEC_4_2	0.044529829304914	0	0.0588263627733261	0.0242079384501581	NA	0.0352316795546596	0.0415726755672422	NA	0.0659464388359158	0.0374885504070962	0.0402544741439713	0.0459048386159355	0.034428188478155	0.051046306025236	0.0272114996043164	0.0552543205436508	0.0640129031606146	0.0191777233872725	0.0430294996099343	0.0406755465462288	0.0512975074701094	0.0156595785211467	0.0304832063786562	NA	NA
HMEC_4_G2_3E	0.0651769245649175	0.0588263627733261	0	0.0663715254854527	NA	0.0669578678291082	0.0726314144224161	NA	0.0809210640119699	0.0645454167550518	0.0637359523328516	0.0606252724858798	0.0544886495246275	0.0638040462962782	0.0541099405993356	0.0671246640885224	0.078111490635918	0.0618759982915644	0.0606635965935138	0.0556871499433957	0.0706067733400118	0.0562312917282718	0.0623314947494433	NA	NA
HMEC_4_G2_3F	0.0235329964027028	0.0242079384501581	0.0663715254854527	0	NA	0.0130075612400382	0.0179042142599945	NA	0.0435362187852832	0.0168143231625753	0.0203560079786939	0.0277202245474444	0.0198858660605916	0.0322256994163926	0.0150982504503287	0.0357797357042357	0.0426599616647389	0.0117883302196326	0.0255946144269683	0.0257231573431222	0.0298874042518551	0.0148423742912168	0.0125295797324128	NA	NA
HMEC_4_G2_3G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMEC_4_G2_4A	0.0135486862265064	0.0352316795546596	0.0669578678291082	0.0130075612400382	NA	0	0.0102223798879081	NA	0.0336027212609466	0.0128740206947135	0.0156288037027224	0.0209323428038416	0.0169695368246521	0.0250116136720079	0.016634111535107	0.027775767566262	0.0342789276215395	0.0206870104452668	0.0212623967288125	0.0220588766131114	0.0220991647034015	0.0244967655353477	0.0145431026549234	NA	NA
HMEC_4_G2_4B	0.0126785934426723	0.0415726755672422	0.0726314144224161	0.0179042142599945	NA	0.0102223798879081	0	NA	0.0267233577104226	0.0118613186797507	0.0133955748798436	0.0195993486040414	0.0211809026701403	0.0215193916218874	0.0225402412008581	0.0239582115384034	0.0279708282814312	0.0251687056576536	0.0199159004673952	0.0231839085066128	0.0156860020417094	0.0299273060941977	0.0175725129831743	NA	NA
HMEC_4_G2_4C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMEC_4_G2_4D	0.0227555740849579	0.0659464388359158	0.0809210640119699	0.0435362187852832	NA	0.0336027212609466	0.0267233577104226	NA	0	0.0291151758691638	0.0266652856638028	0.0238911034292046	0.0354940759422005	0.0194435648441221	0.0412836306652241	0.016559063867261	0.00962776294985964	0.0501387885529447	0.0272097739840417	0.0316330666446539	0.0153839324384407	0.052067867319381	0.0373134651358874	NA	NA
HMEC_5_1	0.00997942590334126	0.0374885504070962	0.0645454167550518	0.0168143231625753	NA	0.0128740206947135	0.0118613186797507	NA	0.0291151758691638	0	0.00386328768821958	0.0117996453742503	0.0111979300606461	0.0158149760608129	0.0138904850170646	0.0191691653852873	0.0266757784627525	0.0245607906153421	0.00976711903259513	0.0123248023409905	0.014370036435711	0.0231149460992768	0.00850140198094777	NA	NA
HMEC_5_2	0.00903980184789548	0.0402544741439713	0.0637359523328516	0.0203560079786939	NA	0.0156288037027224	0.0133955748798436	NA	0.0266652856638028	0.00386328768821958	0	0.00856216174149617	0.0116105832267199	0.0121449488614327	0.0157730680278227	0.0158375752644722	0.0238601675337023	0.0271491809960098	0.00677242053048943	0.0104807038899386	0.0115627449403417	0.025634024695853	0.011573157683319	NA	NA
HMEC_5_3	0.00926531744354592	0.0459048386159355	0.0606252724858798	0.0277202245474444	NA	0.0209323428038416	0.0195993486040414	NA	0.0238911034292046	0.0117996453742503	0.00856216174149617	0	0.0127159868014957	0.0059538885778981	0.0193883895103683	0.0096760981697142	0.0203029277796764	0.0336583449300418	0.00532787076282778	0.00793054988595264	0.0111409823043074	0.0310863036488431	0.0179971793285752	NA	NA
HMEC_5_4	0.0142074085686222	0.034428188478155	0.0544886495246275	0.0198858660605916	NA	0.0169695368246521	0.0211809026701403	NA	0.0354940759422005	0.0111979300606461	0.0116105832267199	0.0127159868014957	0	0.0185756146103383	0.00726025954172088	0.0221471309014309	0.0323861146549875	0.0253150612647156	0.0113112210869576	0.00776734043307638	0.0216819625243383	0.0199262683135919	0.0104567769819587	NA	NA
HMEC_5_5	0.0123666677731479	0.051046306025236	0.0638040462962782	0.0322256994163926	NA	0.0250116136720079	0.0215193916218874	NA	0.0194435648441221	0.0158149760608129	0.0121449488614327	0.0059538885778981	0.0185756146103383	0	0.0250525947496212	0.00520513592515395	0.0154988542761837	0.0379103696841788	0.00926843906121622	0.0130262744309498	0.00850776912984325	0.036241774997915	0.0229410306504826	NA	NA
HMEC_5_6	0.0192749124523906	0.0272114996043164	0.0541099405993356	0.0150982504503287	NA	0.016634111535107	0.0225402412008581	NA	0.0412836306652241	0.0138904850170646	0.0157730680278227	0.0193883895103683	0.00726025954172088	0.0250525947496212	0	0.0288692135731395	0.0385841157224927	0.0196397700248314	0.0172216426097789	0.014264470171646	0.0269253494232491	0.0130311241617282	0.00890224957188099	NA	NA
HMEC_5_7	0.0144913908539965	0.0552543205436508	0.0671246640885224	0.0357797357042357	NA	0.027775767566262	0.0239582115384034	NA	0.016559063867261	0.0191691653852873	0.0158375752644722	0.0096760981697142	0.0221471309014309	0.00520513592515395	0.0288692135731395	0	0.0113917084825369	0.0423183239334429	0.0128611859453844	0.0164483272684207	0.00969938416023435	0.0402791686407972	0.0262202529367251	NA	NA
HMEC_5_8	0.0221228826139472	0.0640129031606146	0.078111490635918	0.0426599616647389	NA	0.0342789276215395	0.0279708282814312	NA	0.00962776294985964	0.0266757784627525	0.0238601675337023	0.0203029277796764	0.0323861146549875	0.0154988542761837	0.0385841157224927	0.0113917084825369	0	0.0499987746902577	0.0225613953621091	0.0270763264510164	0.0137545701122272	0.0491712124490521	0.0341899006734382	NA	NA
HMEC_5_9	0.0305905000102005	0.0191777233872725	0.0618759982915644	0.0117883302196326	NA	0.0206870104452668	0.0251687056576536	NA	0.0501387885529447	0.0245607906153421	0.0271491809960098	0.0336583449300418	0.0253150612647156	0.0379103696841788	0.0196397700248314	0.0423183239334429	0.0499987746902577	0	0.0318533066815096	0.0312639031699622	0.0364089259655476	0.0155795656354067	0.0211022425035173	NA	NA
HMEC_Root1	0.0120472536144152	0.0430294996099343	0.0606635965935138	0.0255946144269683	NA	0.0212623967288125	0.0199159004673952	NA	0.0272097739840417	0.00976711903259513	0.00677242053048943	0.00532787076282778	0.0113112210869576	0.00926843906121622	0.0172216426097789	0.0128611859453844	0.0225613953621091	0.0318533066815096	0	0.00570435064473958	0.0131205857412607	0.0277605936965333	0.0147368519759118	NA	NA
HMEC_Root2	0.0143130309198864	0.0406755465462288	0.0556871499433957	0.0257231573431222	NA	0.0220588766131114	0.0231839085066128	NA	0.0316330666446539	0.0123248023409905	0.0104807038899386	0.00793054988595264	0.00776734043307638	0.0130262744309498	0.014264470171646	0.0164483272684207	0.0270763264510164	0.0312639031699622	0.00570435064473958	0	0.0181853904940257	0.0255212846798046	0.01456676520929	NA	NA
HMEC_STAT_2	0.0111167355417352	0.0512975074701094	0.0706067733400118	0.0298874042518551	NA	0.0220991647034015	0.0156860020417094	NA	0.0153839324384407	0.014370036435711	0.0115627449403417	0.0111409823043074	0.0216819625243383	0.00850776912984325	0.0269253494232491	0.00969938416023435	0.0137545701122272	0.0364089259655476	0.0131205857412607	0.0181853904940257	0	0.0370648547920857	0.0226986471573834	NA	NA
HMEC_STAT_3	0.0308683518529191	0.0156595785211467	0.0562312917282718	0.0148423742912168	NA	0.0244967655353477	0.0299273060941977	NA	0.052067867319381	0.0231149460992768	0.025634024695853	0.0310863036488431	0.0199262683135919	0.036241774997915	0.0130311241617282	0.0402791686407972	0.0491712124490521	0.0155795656354067	0.0277605936965333	0.0255212846798046	0.0370648547920857	0	0.0157299467826649	NA	NA
HMEC_STAT_4	0.0169272277718535	0.0304832063786562	0.0623314947494433	0.0125295797324128	NA	0.0145431026549234	0.0175725129831743	NA	0.0373134651358874	0.00850140198094777	0.011573157683319	0.0179971793285752	0.0104567769819587	0.0229410306504826	0.00890224957188099	0.0262202529367251	0.0341899006734382	0.0211022425035173	0.0147368519759118	0.01456676520929	0.0226986471573834	0.0157299467826649	0	NA	NA
HMEC_STAT_G2_3B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMEC_STAT_G2_3C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
