	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3E_1	HMEC_4_G2_3E_2	HMEC_4_G2_3E_3	HMEC_4_G2_3F_2	HMEC_4_G2_3F_3	HMEC_4_G2_3G_2	HMEC_4_G2_3G_3	HMEC_4_G2_4A_1	HMEC_4_G2_4A_2	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4C_2	HMEC_4_G2_4C_3	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_4_G2_4D_3	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_2	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_1	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_1	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_5_9_3	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root1_3	HMEC_Root2_1	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_2	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_G2_3B_1	HMEC_STAT_G2_3B_2	HMEC_STAT_G2_3B_3	HMEC_STAT_G2_3C_1	HMEC_STAT_G2_3C_2	HMEC_STAT_G2_3C_3
HMEC_4_G2_3F_3	0.0304073516004583	0.027153522774764	0.0325864578537454	0.029586507633395	0.0346963826965391	0.0343250735872477	0.0293727048341089	0.0323759879767792	0.0201878655766518	0.00838874309501247	0	0.0309295531935458	0.052731926972881	0.0333234029878677	0.0203587949415089	0.0369768103614665	0.0337427497612651	0.0284425946938479	0.0251041116830218	0.0351181487140201	0.0242756348212062	0.031228070849774	0.0372915635999373	0.0342352462382758	0.0381930164683733	0.038708960061635	0.0391637858324034	0.0312200621523819	0.0443021010204253	0.0487066364802735	0.0438702296608341	0.0636783868242956	0.0451539555693336	0.0437235935204042	0.0395289882594623	0.0305740879051685	0.0372108242808738	0.0340274707396051	0.0338232080691332	0.0534681845804646	0.051778257539706	0.0473950304696241	0.0247632704558332	0.0499436519326724	0.0396915882412779	0.051221479668394	0.0372422803283794	0.0319662715448586	0.0354300717333051	0.041591401155783	0.0446255443436789	0.0393900107696771	0.0359204579858106	0.0519342185204753	0.0483803119731893	0.0401646010708787	0.0380619263459048	0.0289506942743855	0.0462306882674853	0.0360353693196493	0.0373559284750841	0.0441032979470645	0.051190510706038	0.0394601188077611	0.0103729729542316	0.0400096229088097	0.0251355893165922	0.0388590855578276	0.0364636782086392	0.0401845654323738
HMEC_4_G2_3G_2	0.00370149066104488	0.00514809376232348	0.00426540743406817	0.00303791984074022	0.00456613680621614	0.00433179269777783	0.00478626333505801	0.00968295831220532	0.0107823133051843	0.0228825651488987	0.0309295531935458	0	0.023459381576213	0.00288372750482628	0.0107142395355945	0.00646776407803128	0.00354034003288428	0.00371813705085867	0.0070833825824196	0.00432337373169645	0.00799800375052975	0.00152849182965934	0.00664796633590957	0.00369510143798475	0.00727134924760594	0.00787919315554207	0.00823968699986847	0.00310213082279205	0.0134233667469213	0.0178208818700331	0.0129623261008771	0.0329185503822299	0.014233458450104	0.0128451146060998	0.00860408449098833	0.0010509774472729	0.00847355002496568	0.004070942897713	0.0039729307738912	0.0226183525015325	0.020865041792141	0.017020899812091	0.00634899738368894	0.0192144055428399	0.00898408161700137	0.0203099576407102	0.00680385041435946	0.00358562630372432	0.00452099406342995	0.0111772932499054	0.0153128682322354	0.0084868879892451	0.00559787666744437	0.0212420816317274	0.017870373294683	0.00926514554077365	0.00773942411077197	0.0026914989364317	0.0155483766711872	0.0056177363734253	0.00767209284151769	0.0146301831290621	0.0205220067097061	0.00868484842034066	0.0209626435005447	0.0094200980576799	0.00740518638324215	0.00821317064645679	0.00629145968643677	0.0107819103180495
HMEC_4_G2_3G_3	0.0259932415114166	0.0258365555616834	0.0205035742586398	0.0236716758127516	0.0189523088546283	0.022296793371955	0.0235096478333738	0.0207079442713862	0.0330713199376783	0.0443570508219422	0.052731926972881	0.023459381576213	0	0.0205996600180119	0.032734642509291	0.0200520307298302	0.0199936946212575	0.0270372993355213	0.0277593755635356	0.0192786059722308	0.0285337535230883	0.022542739696211	0.0169538670614958	0.0197653735665844	0.0172493636818013	0.0161818627695965	0.0165899021281048	0.0220227078248498	0.0122834523994235	0.0128505291488361	0.0141664389745182	0.0138155603625356	0.0127869916675944	0.0126542010122215	0.0164072185429291	0.0233401912543171	0.0156692601534099	0.0195417591330046	0.0197001143351429	0.00916566818193877	0.0115335386003321	0.00739224046226933	0.0285715949778298	0.00797697362790983	0.0149124800469092	0.0117070685603987	0.020063801273023	0.0246216039854701	0.0193782071516544	0.0181458553767705	0.00824245460254253	0.0160687155094093	0.0178632240292433	0.0151644301481555	0.00728485801410771	0.015431820829144	0.0157382194660495	0.0245349248803621	0.00957060276479553	0.0178466248245923	0.0159069036500995	0.0088702143475762	0.0071297358980497	0.0153294430347333	0.0435955130848315	0.0143274046699736	0.027669609022994	0.015505708381433	0.0209780890581338	0.0128314647405791
HMEC_4_G2_4A_1	0.00613077971216161	0.00652860983399554	0.00254178843135123	0.00394446225378745	0.00168471001127754	0.00459037570357055	0.00504493665851338	0.00836404470910997	0.0131445084913538	0.0251477251832937	0.0333234029878677	0.00288372750482628	0.0205996600180119	0	0.0129778885267609	0.00551334311847606	0.000693149349059339	0.00657671225212333	0.00866533332875933	0.00189586528047147	0.00959441541160333	0.00209711127323493	0.00397686408020078	0.000912542343655672	0.00510740525694294	0.00541431305329602	0.00607786143775664	0.00263924959679707	0.0110158668827532	0.0157080261049439	0.0108541293561839	0.0303959627924192	0.0119811911384484	0.0104387614405053	0.00646463038815139	0.00280912657950839	0.00568215512379507	0.00126887713456446	0.00124949184536083	0.0201639758498417	0.018618034015981	0.0142926941774903	0.00856418333497226	0.0166489772592418	0.00637571541594518	0.018082496799531	0.00588368082993325	0.00536666900557808	0.00247511045323874	0.00983711522903963	0.012434503894638	0.00618390384589419	0.00274853189420715	0.0193542881946404	0.0151913697922386	0.00693695303176115	0.00492380880626651	0.00438769871109016	0.0129439401464222	0.00280046562970515	0.00478989814581539	0.0117565423742245	0.017922915960291	0.00614210295542606	0.0235288347836388	0.00673302223886145	0.00884551030906298	0.00555364085176176	0.0057723785335639	0.00789836307297969
HMEC_4_G2_4A_2	0.0110887301475448	0.00690479348255728	0.0123128966898934	0.00924482077185335	0.0143445046044004	0.0145318649902119	0.00923313982147329	0.0134413463642537	0.000688717896741844	0.0121877897299569	0.0203587949415089	0.0107142395355945	0.032734642509291	0.0129778885267609	0	0.0170398272275768	0.013388239213881	0.00897606420189467	0.00504539530480006	0.0147966007693431	0.00443020897831042	0.0108848914341877	0.0169420109923834	0.0138891795447435	0.0179234918246506	0.0183807859440212	0.0189013565503565	0.010891549390579	0.023983090226265	0.0285223438995868	0.0236582237909452	0.0433448639718377	0.0248869240692865	0.0234048897573708	0.0192751529976275	0.0102592409485479	0.0170756006019676	0.0136768626964531	0.0134745032579832	0.0331378241954907	0.0315295815015783	0.0270805139478464	0.00441765227552722	0.0295983921731201	0.0193432658463388	0.0309819526682341	0.0173444235322284	0.0124663845071708	0.015152710626557	0.0217560604094633	0.0245236547641263	0.0190937608026935	0.0155679327936567	0.031941737629113	0.02804901252759	0.0198637730093322	0.0177167229666988	0.00859636159417707	0.0258829752622127	0.0156817726401581	0.0170687449811407	0.0239541830311842	0.0308481711419661	0.0191192926342948	0.010878291466646	0.0196580965893672	0.00525316755351749	0.0185081152944327	0.0166737215365811	0.0199916744592901
HMEC_4_G2_4A_3	0.00679948272615004	0.0114937129344902	0.00795863957262917	0.009045610693238	0.00571216045224783	0.00270577833440588	0.010451952810432	0.0135781641147381	0.0170312801566728	0.0291106215612071	0.0369768103614665	0.00646776407803128	0.0200520307298302	0.00551334311847606	0.0170398272275768	0	0.00573364646961304	0.00857830299273338	0.0135179699860735	0.00404964491162615	0.0144417974348834	0.00696860014819417	0.00461579503031701	0.00502075028063162	0.00305948248976455	0.00426282417548124	0.00348826354825869	0.00808143409619977	0.00830566915623173	0.0118615205343956	0.00720094367485984	0.027532829285396	0.00866972867254905	0.00778244637509767	0.00364571693985606	0.00723049805691493	0.0087127083261116	0.00604868798194614	0.0062212322828892	0.0172038118473261	0.0150523470968515	0.0128392834449325	0.0127628659866652	0.0142255832136163	0.00545856756120386	0.0144749608162483	0.000370377608440873	0.00521308307997454	0.00327888658777293	0.00472418114535542	0.0127520881920106	0.00404496172536287	0.00533256858949929	0.0149749260826428	0.0133904373075436	0.00462471047018973	0.00590773194747732	0.0090634984300255	0.0109013865134991	0.00510785541864491	0.00709157117940483	0.0120033256711317	0.0156011700078297	0.00499725714827101	0.0267947330733918	0.00612404397159294	0.0138058527894607	0.00523286114948915	0.000938026289858138	0.00920986276309944
HMEC_4_G2_4B_1	0.00682267259747637	0.00679351418335511	0.0022265625625042	0.00422447161453123	0.00104185994685739	0.00509971592777416	0.00510591232769016	0.0079411353736516	0.0135823089886617	0.0255326070615745	0.0337427497612651	0.00354034003288428	0.0199936946212575	0.000693149349059339	0.013388239213881	0.00573364646961304	0	0.00724816156072089	0.00893605041385198	0.00181167115455318	0.00985696171005498	0.00258470830076371	0.00356852101332283	0.000729888144841242	0.00493674779271749	0.00509473374501877	0.00588352271681758	0.00274093441381599	0.01066582069339	0.0154518295082824	0.0106227707492242	0.0299647761833356	0.0116888588781981	0.01009233735308	0.00627167690143094	0.00335641209189849	0.00499006895510912	0.000579359675306069	0.000601824156402056	0.0197697255332839	0.0183059465723489	0.0137808439726331	0.00898971589855287	0.0162133181948829	0.00596464581912098	0.0177787178568884	0.00610103032081124	0.00603096863773089	0.00252258242028675	0.00986512522933839	0.0118075745442508	0.00592668286862068	0.0022035363343456	0.0191634730112672	0.0147042531804166	0.00665629956707321	0.00438578503119435	0.00479728982273708	0.0124983420419736	0.00229718740405116	0.00413823789102111	0.0111380499659286	0.0174700654192469	0.00576963405905414	0.0240132627249162	0.00627267336713777	0.00907994847749272	0.00512282815206627	0.00609062235026995	0.00725269220095197
HMEC_4_G2_4B_2	0.00211292929788605	0.00607325685711808	0.00779008083671329	0.00543164244290872	0.0082606212944338	0.00589441641205485	0.00708180419272958	0.0125961249708195	0.00881760482188766	0.0207161295099455	0.0284425946938479	0.00371813705085867	0.0270372993355213	0.00657671225212333	0.00897606420189467	0.00857830299273338	0.00724816156072089	0	0.00716595555633208	0.00776539932851047	0.00788034350327935	0.00504996653727385	0.0101041456281328	0.00732774563774898	0.0102994321872933	0.0111208447453703	0.0112037192931014	0.00636917553593899	0.0164487069302375	0.0204228446796003	0.0156729015319208	0.0359278745575883	0.0170683621748525	0.0158812309616358	0.0115274008712231	0.00426543471309352	0.0121902629687391	0.00778703922152486	0.00769098201668408	0.0255866106186345	0.023585669905682	0.020395127666052	0.0053710801115705	0.0223548037375084	0.012319260694951	0.0230131133622191	0.00882455991539761	0.0035580094592286	0.00775024653351317	0.0131555167344204	0.0189519315887212	0.0115612459435931	0.00922610577928411	0.0235152092417653	0.0211714617648612	0.01232820315407	0.0113051213111663	0.00444795621643748	0.0187725346314283	0.00921665950484954	0.0113616594019526	0.0182554648548642	0.0236973221635381	0.0119666245414633	0.0182215043019401	0.0128242755513768	0.00764978554134508	0.0116157979049505	0.00802582056211052	0.0144593730166816
HMEC_4_G2_4B_3	0.00900647756709746	0.00214268336138602	0.00750866057754689	0.00472376352673866	0.0097911703673437	0.0113736596946525	0.00427280345762814	0.00857020459517852	0.00549118273794796	0.0167793643569502	0.0251041116830218	0.0070833825824196	0.0277593755635356	0.00866533332875933	0.00504539530480006	0.0135179699860735	0.00893605041385198	0.00716595555633208	0	0.0105584766733723	0.000933089181031763	0.00669392076998147	0.0124871626150626	0.00954086916589005	0.0137685367124705	0.0140300160556118	0.0147417258326489	0.00624762448489429	0.0195910082622039	0.0243686556512471	0.0195186152569481	0.0387216963231165	0.020621939957417	0.0190200580094175	0.0151278652641566	0.00629608660568985	0.012132503554204	0.00911617400035979	0.00889869993543036	0.0286310861467719	0.027239612507474	0.0223321064739745	0.00227640730750548	0.0250008700878532	0.014859279794217	0.0267129845400221	0.0138635659275187	0.00992758885439673	0.0110575595369612	0.0181874617543297	0.019576311366106	0.0148405385714549	0.0110156069522789	0.0280036406093669	0.0233452650363877	0.0155832721934096	0.0130838209493004	0.00446017993565364	0.0212834943966475	0.0111634615495056	0.0122746065225669	0.0190308220928969	0.0262049741068574	0.0146940928605574	0.0159052942109848	0.0150946889292975	0.000524834383113946	0.0140050086248803	0.0133745537730398	0.0150924281846524
HMEC_4_G2_4C_2	0.00683943472784178	0.00842341362314489	0.00400170406137116	0.00583971648363745	0.00167565512566808	0.00406090352796461	0.00688436217114238	0.00952873219959212	0.0149353365456549	0.0269785720102714	0.0351181487140201	0.00432337373169645	0.0192786059722308	0.00189586528047147	0.0147966007693431	0.00404964491162615	0.00181167115455318	0.00776539932851047	0.0105584766733723	0	0.0114882982246317	0.00392777870102868	0.00234470068712985	0.00108944834961064	0.00321166949595981	0.00359482161548152	0.00418352032238241	0.00448939294312621	0.0091912504866131	0.0138216190986233	0.00896307802386483	0.0286404634295442	0.0101125402287487	0.00861244552360748	0.00456981454528119	0.00454623271255184	0.0053227545813991	0.00201828571341519	0.00220809994687925	0.0183697983267468	0.0167555303623971	0.0127052966064497	0.0103793316364935	0.0149128604804719	0.0046617301340264	0.0162154906338186	0.00440771848106381	0.00568984280502266	0.00077094937354639	0.00805359330142151	0.011251784678719	0.00430983849719613	0.00174635238111267	0.0174587919920606	0.0135475480620734	0.00507297913067502	0.00356794763163265	0.00623767586241251	0.0112330714394173	0.00162703620169339	0.0039823939864265	0.0105387666556022	0.0162109046242727	0.0043744685800703	0.0252433304107324	0.005103228216102	0.0107412972436755	0.00389366085835794	0.00454041491287304	0.00689666241353492
HMEC_4_G2_4C_3	0.00978566107037649	0.00306728619708013	0.00838271627803144	0.00565118947710226	0.0107011080209798	0.0122734571017505	0.00510832430605305	0.00902348915655913	0.00494826659069347	0.015931682678197	0.0242756348212062	0.00799800375052975	0.0285337535230883	0.00959441541160333	0.00443020897831042	0.0144417974348834	0.00985696171005498	0.00788034350327935	0.000933089181031763	0.0114882982246317	0	0.00762698558866915	0.0134023706401037	0.0104672377176416	0.0146988359256746	0.0149513749146152	0.015671426266229	0.00715716983279597	0.0205053345362961	0.0252951067159302	0.0204470613136192	0.0396009136093374	0.0215443568721597	0.0199353086114788	0.0160577570680589	0.007224464675704	0.0129417436830079	0.0100267737640042	0.00980810513978459	0.0295297502943815	0.0281580735434324	0.0231946196229765	0.0026833837057617	0.0258892647588983	0.0157690707433317	0.0276329322416296	0.0147861031439956	0.0107666229347923	0.0119901478685433	0.0191160115979575	0.0203732117532704	0.0157666279570216	0.011923316994982	0.0289352967764119	0.0242165262332494	0.0165075365011372	0.0139774862582472	0.00538904089649468	0.0221738232898591	0.0120745954443495	0.0131377461000193	0.0198402464271382	0.0270855926090232	0.0156093921548282	0.0152094534971124	0.015995321542335	0.000864492118398598	0.014913794008268	0.014287632744821	0.0159169296691543
HMEC_4_G2_4D_1	0.00522952737233849	0.00459053457191705	0.0027686831029069	0.00207744390153245	0.00361216181273808	0.005281994526138	0.00360422263521906	0.00818249670737626	0.011047568945804	0.0230606603465243	0.031228070849774	0.00152849182965934	0.022542739696211	0.00209711127323493	0.0108848914341877	0.00696860014819417	0.00258470830076371	0.00504996653727385	0.00669392076998147	0.00392777870102868	0.00762698558866915	0	0.00607317490033511	0.00300964626263539	0.0071119321890247	0.00749826151052937	0.00809071540805502	0.00159827698440507	0.0131018217399956	0.017737996951001	0.0128733658402996	0.0324919891225611	0.0140400320773063	0.0125239453713116	0.00847337338548547	0.0008214714168083	0.00723915209265336	0.00300187960133203	0.00284657665220047	0.0222583556909883	0.0206826521340166	0.0163604385293431	0.00646925999921424	0.0187450934262879	0.00847268579956328	0.0201426575694327	0.00732970135231621	0.00502410417629077	0.004370924829482	0.0115500299107027	0.0143325408581896	0.00823748466519518	0.00478548925832409	0.0213208955215841	0.0172733682636861	0.00900000910188544	0.00696912315656266	0.00231012180641341	0.0150385836410732	0.00486496059515678	0.00664422597927362	0.0136772708102528	0.0200165098195901	0.00823696774700507	0.0214425710857418	0.00882258226166134	0.00692269666056962	0.00764866190049714	0.00698919046048235	0.0097513173428274
HMEC_4_G2_4D_2	0.00908235969766711	0.0103467959303685	0.005261038511488	0.00778931027509977	0.00271709625939907	0.00578786568610037	0.00850894882887736	0.00987985757219409	0.017118654933106	0.0290965524610083	0.0372915635999373	0.00664796633590957	0.0169538670614958	0.00397686408020078	0.0169420109923834	0.00461579503031701	0.00356852101332283	0.0101041456281328	0.0124871626150626	0.00234470068712985	0.0134023706401037	0.00607317490033511	0	0.00306516017494447	0.00207018805329648	0.00162926594238327	0.00275023672602257	0.00624889084697314	0.007104642137395	0.0119717779697107	0.00721152202608835	0.0264216326216023	0.00817410099398732	0.00653372985190997	0.00310451866100781	0.00677088338969559	0.00414289634438877	0.00338422123879985	0.00360669735498015	0.0162047292949428	0.0147614134236899	0.0103737813902335	0.0125336443862206	0.0126726016899418	0.00240167165114791	0.0142411918241808	0.00488046071699825	0.00781283572362895	0.00245987377266256	0.00728882752408655	0.00899745414106021	0.00257820169291181	0.00154556411873411	0.0157798218370664	0.0112382762482997	0.00321476856695164	0.00139482033400252	0.00834619350455196	0.00896808294364181	0.00135148112602315	0.00249112447586717	0.00827123665308994	0.0139480446114247	0.00220722377870535	0.0274981281781449	0.00277550782578948	0.0126102906152253	0.00157912173981079	0.00542321089298857	0.00484264136881245
HMEC_4_G2_4D_3	0.0066897181759975	0.0074000576941931	0.00294956009048473	0.0048173119260624	0.00107185688229823	0.0045623092417698	0.00580012908581558	0.00860629548915628	0.0140569741227326	0.0260566458499815	0.0342352462382758	0.00369510143798475	0.0197653735665844	0.000912542343655672	0.0138891795447435	0.00502075028063162	0.000729888144841242	0.00732774563774898	0.00954086916589005	0.00108944834961064	0.0104672377176416	0.00300964626263539	0.00306516017494447	0	0.00426158415267444	0.00451074313185873	0.00522138934867221	0.00341215273321463	0.0101091679662656	0.0148295066264357	0.00998435445110724	0.0294839117474443	0.0110889728620326	0.00953257287814001	0.00560942224987678	0.00371138469578629	0.00512922789147856	0.00106924740867194	0.00121206939192985	0.0192525791369587	0.0177212912291874	0.0133964179444134	0.00947617708236756	0.0157370145233075	0.00546329980117766	0.0171880554985638	0.00538669832233545	0.0057498613331649	0.00179308094323187	0.00913950141274248	0.0116316532747661	0.00529998388808175	0.00190499870548169	0.0185061007041532	0.0142872243213618	0.00604571049892348	0.0040514975343225	0.0052968258915725	0.012032901756959	0.00192545366092551	0.00405978576213567	0.0109426093359673	0.0170123489949362	0.00523086915991698	0.0244368528689823	0.00582584150642659	0.00970588964742553	0.00464280620283196	0.00541049424615808	0.00713641220875587
HMEC_5_1_1	0.00890414399963631	0.0116346958563434	0.00695832123307757	0.00905127112174146	0.00436287143433015	0.0050496531858187	0.0100417524818188	0.0119107676649177	0.0180292109373716	0.0301079155705661	0.0381930164683733	0.00727134924760594	0.0172493636818013	0.00510740525694294	0.0179234918246506	0.00305948248976455	0.00493674779271749	0.0102994321872933	0.0137685367124705	0.00321166949595981	0.0146988359256746	0.0071119321890247	0.00207018805329648	0.00426158415267444	0	0.00120347230972712	0.000979828099872486	0.00767008856356612	0.00617909711126835	0.0106276701093581	0.00576166202205971	0.0256925971241762	0.00696885655699347	0.00560456981904717	0.00136156594304291	0.00767081022237011	0.00612833225113818	0.0049536211362695	0.00517502417974353	0.0153680752506589	0.0136106656752923	0.0102258893790418	0.0135136698736062	0.0120584718313025	0.00242504036901081	0.0130616106040367	0.00322281783290146	0.00743717480606769	0.00277113296462751	0.00524252852723002	0.00973249424245426	0.00126319588022469	0.0034156978937969	0.014248700630413	0.0109211544376466	0.00203001350507575	0.00306112612667736	0.00941855742719688	0.00848826256690286	0.00317943713738336	0.00446264948629199	0.0089839602069807	0.0133995109382269	0.0019703945590909	0.0282167694538796	0.00308242909987404	0.013952580075358	0.00219057309875087	0.00398041626692448	0.00618892802452258
HMEC_5_1_2	0.00985823388296055	0.0118874878113114	0.00688467385520793	0.00931304298981734	0.00431772227876705	0.00613880311201795	0.0101119623202155	0.0113951288333368	0.0185275526063058	0.030556549707438	0.038708960061635	0.00787919315554207	0.0161818627695965	0.00541431305329602	0.0183807859440212	0.00426282417548124	0.00509473374501877	0.0111208447453703	0.0140300160556118	0.00359482161548152	0.0149513749146152	0.00749826151052937	0.00162926594238327	0.00451074313185873	0.00120347230972712	0	0.0013113569669776	0.0078166712167857	0.00560380938077743	0.0103719417638171	0.00558698542619803	0.025051409968415	0.00659483736647172	0.00502592104376428	0.00159339298484272	0.008139908692709	0.00523860950126974	0.00497282110852597	0.00519727565279232	0.0147755113691605	0.013215027925681	0.00928608654717327	0.0139639965844792	0.0113360895148842	0.00127431143708646	0.0126854441143433	0.00442281049449973	0.00844602652411433	0.00339060341505179	0.00590217048601954	0.00855686333664371	0.00097705442484579	0.00317357239681877	0.0141555854772719	0.0100537923978193	0.00158846093083486	0.00209669424139671	0.0098005932813049	0.00768221184993469	0.00297179962079952	0.00360312336137981	0.00780932342287325	0.0126479117984994	0.000857875610101904	0.0288286286538901	0.00190699581904834	0.0141719872278152	0.00101558092226224	0.00518174290977271	0.00500877763303997
HMEC_5_1_3	0.00973904648113091	0.012606235825155	0.0078543180787414	0.0100222158504815	0.0052542867639915	0.00578325957242459	0.0109821908070802	0.0126226317294055	0.0190042061778153	0.0310851966375806	0.0391637858324034	0.00823968699986847	0.0165899021281048	0.00607786143775664	0.0189013565503565	0.00348826354825869	0.00588352271681758	0.0112037192931014	0.0147417258326489	0.00418352032238241	0.015671426266229	0.00809071540805502	0.00275023672602257	0.00522138934867221	0.000979828099872486	0.0013113569669776	0	0.00862244246945625	0.00524761251249095	0.00964826383700708	0.00478311478645287	0.0247542950889994	0.00599508084675991	0.00467821445889856	0.000388244648082328	0.00865014256266616	0.00654979595167204	0.00586784855762903	0.00609130682277423	0.0144216046017098	0.0126343463570801	0.0094565322999379	0.0144924396169054	0.0111577101308849	0.00212708912154954	0.0120841299318782	0.00355621604780039	0.00823580313568426	0.00374934725327161	0.00460040451024996	0.00930434524576108	0.000582233502340039	0.00422494709680907	0.0132853240801593	0.0100974999925981	0.00117553615106839	0.0034080469600555	0.0103978523974827	0.00763848259952084	0.00399862654739124	0.00491057096207549	0.00855710850150435	0.0125086655922667	0.00168383352790254	0.0291736270473745	0.00278367964351645	0.0149213086030265	0.00226291982577208	0.0044252777689555	0.00614976027405072
HMEC_5_2_1	0.00678278258740325	0.00411525266995907	0.00157371682527902	0.00165866399911024	0.00354416364843569	0.00671018903871762	0.0024057074201126	0.00658605533261293	0.0111494911069303	0.0229538499859291	0.0312200621523819	0.00310213082279205	0.0220227078248498	0.00263924959679707	0.010891549390579	0.00808143409619977	0.00274093441381599	0.00636917553593899	0.00624762448489429	0.00448939294312621	0.00715716983279597	0.00159827698440507	0.00624889084697314	0.00341215273321463	0.00767008856356612	0.0078166712167857	0.00862244246945625	0	0.0133501554582602	0.0181842280246856	0.013362140959271	0.032516559595278	0.0144094325271395	0.012781042885059	0.00901066563237706	0.00217608182647109	0.00643009656171403	0.00286969596972319	0.00265131171573117	0.0223899150139604	0.0210093961650655	0.0161926703644698	0.00657959919648302	0.0187775544488662	0.00861262410563843	0.020487949158287	0.0084507517692538	0.00662149370620579	0.00511257089826646	0.0124756593296702	0.0137815713734252	0.00866496583122477	0.00476815289992428	0.0219037592582017	0.0171720991673009	0.00938823622772639	0.00685821679203284	0.00254807004692265	0.0150575351685974	0.00491762403232786	0.00619265167089813	0.01316998636396	0.0200003529745998	0.00845547689270585	0.0216639837429762	0.008852535466838	0.00636164773651433	0.00775783723407026	0.00823521961701587	0.00919698786965417
HMEC_5_2_2	0.014930671097319	0.0174508693974498	0.0122654741526827	0.0148898740875346	0.00980864183111688	0.0108871461538342	0.0155658271692335	0.0158128150733997	0.024124771143344	0.036157573595576	0.0443021010204253	0.0134233667469213	0.0122834523994235	0.0110158668827532	0.023983090226265	0.00830566915623173	0.01066582069339	0.0164487069302375	0.0195910082622039	0.0091912504866131	0.0205053345362961	0.0131018217399956	0.007104642137395	0.0101091679662656	0.00617909711126835	0.00560380938077743	0.00524761251249095	0.0133501554582602	0	0.0051290494247755	0.00203960601617352	0.0195150411572123	0.00145685325695914	0.00057907874128459	0.00492292212141842	0.013736797471084	0.0090597066350424	0.0104813860047691	0.0107016246996165	0.0091963941541101	0.00767430072827195	0.00489276064975229	0.0195665173396992	0.00594039581814197	0.00475246841030356	0.00717006214332386	0.00821953435181326	0.0133914114644681	0.00890262073397407	0.00589307258124676	0.00690271804361639	0.0049391483421432	0.00859472755157269	0.00916180760933256	0.0051910236120625	0.00416051383570403	0.00668978750633357	0.015402974420398	0.00273136239198325	0.00843415709563288	0.00793900767391013	0.00632493569442592	0.00730826519537422	0.00489788728233872	0.03438042745575	0.00464367709810522	0.0197094255954689	0.00561027487326237	0.00916261355777495	0.00678679764817502
HMEC_5_2_3	0.0186499869980478	0.0222285510450821	0.0172201434964651	0.0196458392304069	0.0146846270094889	0.0145664002323518	0.0204789601987904	0.0209400754018616	0.0286006290432616	0.0406954091805868	0.0487066364802735	0.0178208818700331	0.0128505291488361	0.0157080261049439	0.0285223438995868	0.0118615205343956	0.0154518295082824	0.0204228446796003	0.0243686556512471	0.0138216190986233	0.0252951067159302	0.017737996951001	0.0119717779697107	0.0148295066264357	0.0106276701093581	0.0103719417638171	0.00964826383700708	0.0181842280246856	0.0051290494247755	0	0.00486860981308988	0.0159188535224986	0.00382465237781208	0.00562205994702978	0.00926710272711391	0.0182900038359341	0.0141859675431347	0.0153437399396978	0.0155679485978159	0.00592868862698618	0.00324987974924826	0.00680750255537209	0.0241241242211582	0.00487440954147706	0.00974203148339031	0.00266527370544628	0.0116468540646186	0.0170585814597281	0.013389089677539	0.0077075239244358	0.0106629573665649	0.0095302549395484	0.013507305827448	0.00406480227896589	0.00610706021941272	0.00879672293843243	0.0117442334216011	0.0200452742644179	0.00531541615734018	0.0133229005750382	0.0130502672005633	0.0103200844623744	0.00590379090885672	0.0097987788532136	0.0386072618850436	0.00972578321680655	0.0245287951778164	0.0105854306018209	0.0125229773141764	0.0117924705295698
