	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3E_1	HMEC_4_G2_3E_2	HMEC_4_G2_3F_1	HMEC_4_G2_3F_2	HMEC_4_G2_3F_3	HMEC_4_G2_3G_2	HMEC_4_G2_3G_3	HMEC_4_G2_4A_1	HMEC_4_G2_4A_2	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4C_1	HMEC_4_G2_4C_2	HMEC_4_G2_4C_3	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_4_G2_4D_3	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_2	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_1	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_1	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_5_9_3	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root1_3	HMEC_Root2_1	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_2	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_4_3	HMEC_STAT_G2_3B_1	HMEC_STAT_G2_3B_2	HMEC_STAT_G2_3B_3	HMEC_STAT_G2_3C_1	HMEC_STAT_G2_3C_2	HMEC_STAT_G2_3C_3
HMEC_4_G2_3F_3	0.0806395800053304	0.0928209240364825	0.100804208165219	0.0464964450729713	0.0489805918600444	0.0353529743175143	0.053032415920802	0.063210064511567	0.0180168524517386	0.00300237524597801	0	0.0313075860805847	0.0406955718870503	0.0750358839806224	0.0781806234327138	0.0833671657651543	0.0443209347901064	0.0458230800572311	0.0380350580747049	0.0471384245280132	0.0166783292589457	0.0495927162928609	0.0372897908488296	0.0336599981606161	0.0424585768273961	0.0534282764660129	0.0494576843854248	0.039574729642525	0.0985049678677127	0.0992601482934562	0.09639801451075	0.0377191339028934	0.0541035208506636	0.0507572736234694	0.0904494408547505	0.102437810795646	0.102650171507081	0.0515947306160183	0.0479025280962938	0.0462054948620149	0.0998780984322575	0.0990992602440354	0.0943108444512151	0.0732961456119915	0.084451789180494	0.0386290973986562	0.0389181803087969	0.0515863288845725	0.041991558182104	0.0615169714382917	0.0351608038935094	0.0360922511931207	0.0486122643844495	0.0381261373359544	0.0435861042286738	0.0527995510597913	0.0397623036171798	0.00796632820971709	0.00743108252159894	0.00828935248952505	0.036335211042982	0.0636110872007435	0.0489821385738772	0.0419705769593125	0.0534994819250582	0.0404453860971981	0.0430727166184118	0.0557731068766887	0.034837832463563	0.00713988049408839	0.0225146070169907	0.066027256261333
HMEC_4_G2_3G_2	0.0496231562643944	0.0618544142924645	0.0702439294705425	0.0160055128923644	0.0177915015878398	0.00831315228628123	0.0218190009281621	0.0319586211634973	0.0492051365850642	0.0339242661379854	0.0313075860805847	0	0.0094893110055936	0.0437987935033678	0.0471776438999703	0.0531875640445359	0.0136771054900955	0.0156582284550511	0.010726077157277	0.015922719951468	0.0163384861201156	0.0193712182011288	0.00602694653955413	0.00425590483534738	0.0140552625744913	0.0230684112699051	0.0197073664571615	0.00966429176941122	0.12944821109859	0.130166534340207	0.127303010093011	0.00957422584498046	0.0229990700631974	0.0206341044615825	0.0594879642994594	0.0717981419354185	0.0719409596913043	0.0207741564965812	0.0171683619136435	0.0151185499051532	0.0689020257717774	0.0682971262807273	0.0639113100267616	0.0425094496090884	0.0538458398683942	0.00733532653420853	0.010784582628865	0.0211490149373327	0.0111207504618994	0.0306755357283324	0.00524651780814948	0.00580486729934254	0.018026082118821	0.00686212565326756	0.0148003884545253	0.0219955527692561	0.0103715633707939	0.0390598349024769	0.0365930879092316	0.0395408668174619	0.00536469876841447	0.0328141723642412	0.0180797136881741	0.0130741381266589	0.0231562875111162	0.0119891789918646	0.0122515771251185	0.0255329897321915	0.00646024175426141	0.0256582377346872	0.00891082033952717	0.0355065892535036
HMEC_4_G2_3G_3	0.0401456786830769	0.0523835669809987	0.0608106540690311	0.00710466616562149	0.00831055393325704	0.00871258838236523	0.0123575286435032	0.0227388556256061	0.0586255662834706	0.0432483602546551	0.0406955718870503	0.0094893110055936	0	0.0344903256562247	0.0376982457909947	0.0438690916311865	0.00729285308214928	0.0072061892050861	0.00849784616027805	0.00728641390618772	0.0251201857684565	0.0105052104120334	0.00347220473346032	0.00753162298468934	0.008395470751741	0.0139425078842133	0.0112528222610771	0.00435467719648495	0.138693862617319	0.139460210620815	0.136614881213807	0.00729134132828208	0.0135116279641608	0.0117823581338262	0.0500151809843988	0.0623523639006925	0.0624865312730319	0.0113976180480398	0.00793791301206709	0.00565132224565159	0.0594383369070716	0.0588333365520753	0.0545142186911422	0.0330542615293625	0.04441512950597	0.00234002818468644	0.00745167752983341	0.0120244056187591	0.00233964594321909	0.0212286851037285	0.00614313674978331	0.00515927788073535	0.0088963828657788	0.00265107838927567	0.00836567279353247	0.012613653677345	0.00543074946325436	0.0484921362015174	0.046071883278628	0.048948350892117	0.0044198266331764	0.023374027286988	0.00869086186202262	0.00719857409932638	0.0140392932296008	0.00734583554040503	0.00590392299262688	0.0164231396845531	0.00756076560384007	0.0348012661660356	0.0181994308972934	0.0261465624464188
HMEC_4_G2_4A_1	0.00936222646341019	0.0198434592296688	0.029816182310748	0.0297198580438367	0.0263186870464431	0.0413859939307485	0.0222682604993474	0.0119041557357966	0.0928287582424642	0.0776313845354297	0.0750358839806224	0.0437987935033678	0.0344903256562247	0	0.00824427864610922	0.0186487226745834	0.0313901635133068	0.0307368312725575	0.0393535215833193	0.0280395570234546	0.0595121597835351	0.0274499505596359	0.0378412586784516	0.0418436871440504	0.0353375037264299	0.0240086718938946	0.0283732978019147	0.0364255179350571	0.172467203951191	0.173145315705586	0.170296562733103	0.0390520984726765	0.0215193804871887	0.0266737713618882	0.0177509716740319	0.0308462215365854	0.0306355795306937	0.0245509802473363	0.0280933195873056	0.0291953465173235	0.0263623524918189	0.026772856942031	0.025114763141577	0.0101963332846978	0.0160554072209368	0.0364864028661716	0.0381589207832593	0.0253632928825106	0.0334929807016927	0.0158841508204299	0.0403616237894431	0.0393803359284856	0.0276828819886944	0.0370070881276036	0.0341217769255332	0.0234949406765886	0.036617695136371	0.0827248594166824	0.0800421643556874	0.0832289924708623	0.0389000289752209	0.0145287619863274	0.0268166945029551	0.0352373242281692	0.0239909472910959	0.0367760347836142	0.0324085689113979	0.0224887343925429	0.0411853709355331	0.069233395297741	0.052637114484158	0.014669021731594
HMEC_4_G2_4A_2	0.00248157616932327	0.014707525537375	0.0235819096732227	0.0318353348120605	0.0294085307908607	0.0433981205059398	0.0254297504659633	0.0170183597373204	0.0960951927565612	0.0806172407882948	0.0781806234327138	0.0471776438999703	0.0376982457909947	0.00824427864610922	0	0.0104066174406259	0.036029302532372	0.032629814428279	0.0410251098299627	0.0321633000132835	0.0620836213240232	0.0289596586732873	0.0411609067361334	0.0446022756123673	0.0367019661935258	0.0251602385137311	0.0294592126703363	0.0387730094533882	0.175421429227981	0.176323286172465	0.173540107435499	0.0409980271870733	0.0241947352482634	0.0279219670738109	0.012330909684491	0.024943728660766	0.0249687705980386	0.026669351977357	0.0303691635078563	0.032094364284318	0.0217973471205366	0.0212271025678299	0.0179860116814598	0.00561114019074036	0.00815158684479545	0.0398994566132101	0.0399367368668368	0.0268781448714058	0.0362687597733398	0.0167849017674134	0.0431007948763978	0.0421645571077159	0.0297122514959933	0.0403298148818489	0.03548350719747	0.0254738436710586	0.0387264897988718	0.0860182265558928	0.0836813552957081	0.0864293986075727	0.0419728492746158	0.0147651156707394	0.0292686754422075	0.0368731748364518	0.0251075662935012	0.0384486724112984	0.0367988593727254	0.0230623677915843	0.0435701872066533	0.0719794180357131	0.0557563846041868	0.0130517180326019
HMEC_4_G2_4A_3	0.00980585515350407	0.0133976896479663	0.017912681068149	0.0372447740510005	0.0359089433890521	0.0481027459936587	0.03228449630285	0.0259995604077862	0.101244701035387	0.0855963196988953	0.0833671657651543	0.0531875640445359	0.0438690916311865	0.0186487226745834	0.0104066174406259	0	0.0436011750221348	0.03776247506065	0.0454635174997351	0.0394353089202222	0.0668766869235555	0.0339773103186057	0.0473049052810181	0.0500524119428889	0.0410297576056946	0.0301837212218936	0.0339988231689123	0.0440306669043237	0.179837146115721	0.181003791084644	0.178306120441117	0.0457327037358561	0.0307382260350775	0.0327654861600401	0.0116017700086976	0.019759132482476	0.0202292626195086	0.0324798613060321	0.0360372812230901	0.03824984214729	0.0195259895923498	0.0173040844951027	0.0111427059663133	0.011706177802448	0.0041664059601019	0.0461825664180501	0.0445402616179639	0.0320867458441043	0.0420798356393399	0.0228285555382155	0.0485842902284337	0.0477295350783649	0.0351875211392294	0.0465076474064318	0.0398802861259369	0.0312642959504239	0.0437382676842719	0.0912873919420914	0.0893611009815191	0.0915894548256106	0.0478394626424104	0.0206920931526605	0.0351852789057986	0.0414819273816494	0.0301020191209271	0.043012855045522	0.0441201215963807	0.0277591358878153	0.0486654409058203	0.0768000481717972	0.0612789239588137	0.0177381004770911
HMEC_4_G2_4B_1	0.0383608971919564	0.0504537951698692	0.0595657089159263	0.0112254723402043	0.0087881087117085	0.0158226320215995	0.0114975825254296	0.0195417254876711	0.0619224111151626	0.0470713782379175	0.0443209347901064	0.0136771054900955	0.00729285308214928	0.0313901635133068	0.036029302532372	0.0436011750221348	0	0.0120576638406805	0.0157890737810872	0.00432532787054399	0.0300035030786166	0.0138119249225005	0.00885394575775363	0.0136609028034465	0.0150868900900318	0.0159667006108084	0.015183027029241	0.0116235480289571	0.142049145301465	0.142578482739654	0.139670340814013	0.014577467019082	0.0132084829068441	0.0148748557421997	0.0481487208154016	0.0609457289631423	0.060951196585451	0.0128088049286173	0.0109061586596148	0.00823352807983341	0.057347613820461	0.0571761345729878	0.053644468287303	0.0321315703991883	0.0434581488253483	0.00759696743953324	0.0147203390783783	0.014361751505175	0.008765651425487	0.0209355055331	0.0125976721092379	0.0117431073827334	0.0119113047497188	0.00825920291397326	0.014704760649555	0.0137642305842306	0.0126574840430453	0.051820848027588	0.0488956216432663	0.052405995217458	0.0104308892212346	0.0230119684340083	0.0106988780774226	0.0139724432755108	0.0160776279467412	0.0144509465392584	0.00152347469517983	0.0181847386999425	0.0143852917388277	0.0391168522547648	0.0224369158364829	0.0261958530910337
HMEC_4_G2_4B_2	0.0351092566733191	0.0472612523581539	0.0551354718110674	0.00126065610370733	0.00594317030555969	0.0107966272924925	0.00907847348750796	0.0197791118817891	0.0637996907561434	0.0481755353797693	0.0458230800572311	0.0156582284550511	0.0072061892050861	0.0307368312725575	0.032629814428279	0.03776247506065	0.0120576638406805	0	0.00862359410748788	0.00912216244759944	0.0295123845163969	0.00378901425591579	0.0101803887154436	0.0123028488109182	0.00489722311538675	0.0076192482641495	0.00410889908367342	0.0062774171652152	0.143438409547	0.144395770223317	0.141609669580525	0.00840540744559795	0.00931388177716363	0.00501157065253044	0.0448750557619516	0.0567716248587148	0.056990834931632	0.00618924927748384	0.00287337139280574	0.00410838880451624	0.0543638408164805	0.0534497755660357	0.0486532402134946	0.0275658532589347	0.0387193230285508	0.00942874550235251	0.00743604847630931	0.00578069324854014	0.00491539603811092	0.0158502875801182	0.0108388098758755	0.0100096137389648	0.00305753996785476	0.00951074334028183	0.00382782232162482	0.00728436848759128	0.00610572569241022	0.0537416222569706	0.0517016351655043	0.0540944924626423	0.0103224797654228	0.017896144119371	0.00423005923254149	0.00453657402186062	0.00769291210272127	0.00604847664917841	0.0112573728570364	0.0100096469040966	0.0110032997348639	0.0394514704386752	0.0235485270410262	0.0202433586517288
HMEC_4_G2_4B_3	0.0435027290862588	0.0555664820806429	0.0630920525183997	0.00967834969086583	0.0137983646587972	0.00282352095309516	0.0174899976397283	0.0282938441692743	0.0559500886962683	0.040229218246724	0.0380350580747049	0.010726077157277	0.00849784616027805	0.0393535215833193	0.0410251098299627	0.0454635174997351	0.0157890737810872	0.00862359410748788	0	0.0150175273339779	0.0214520337950031	0.0120998186192797	0.00838975046060693	0.00647183341029038	0.0044386107379051	0.0158752716238186	0.0116255507523857	0.00419402230100489	0.135355559345736	0.136412361085069	0.1336536630702	0.00137805121756494	0.0179058329345208	0.0131132571250227	0.0531820819842433	0.0647873522580489	0.0650610807645201	0.014812091424088	0.0113404510125538	0.0110436815265915	0.0626648695962498	0.0616007171109617	0.0564980408645226	0.0358164800547068	0.0467529595523858	0.00893284514955456	0.00126159255328979	0.0142032740251155	0.00746077831532765	0.0242947337612875	0.00571983293589293	0.00570601836419407	0.0116797172596612	0.00842816448243391	0.00560927337909669	0.0158907859935249	0.0033029891377216	0.0459919739737021	0.0443021583485288	0.0462648747949796	0.00716133005957319	0.0262707943111934	0.0126737644270084	0.00416495796182215	0.0159281371311702	0.00259356216605092	0.0143929242246006	0.0180493608757893	0.00429221432419715	0.0314030269579001	0.01648370199935	0.0283470934015253
HMEC_4_G2_4C_1	0.0345389636449733	0.046712833588572	0.0556406351668689	0.00804256494783086	0.00462378735276814	0.0158213921029728	0.00721164839441837	0.0161421962252676	0.0649229782006334	0.049797503835398	0.0471384245280132	0.015922719951468	0.00728641390618772	0.0280395570234546	0.0321633000132835	0.0394353089202222	0.00432532787054399	0.00912216244759944	0.0150175273339779	0	0.0320826076114819	0.0100250279335474	0.0101813682402551	0.014746954768006	0.0131342622997873	0.0117683363838305	0.0115368936607686	0.0109151687379719	0.145008279464664	0.145647417064122	0.142770102952333	0.0140432774240572	0.0088975526387734	0.0109603750560775	0.0443817948419356	0.0570667101827846	0.0571088158112053	0.00859302314635974	0.00726893695394413	0.0050138529445712	0.0536749269585285	0.0533633035828772	0.0496171856821326	0.0280569106104028	0.0394290237255205	0.0087807783623068	0.0138027044053956	0.0102710949950468	0.00756171241575014	0.0166879554234426	0.0134088379922648	0.0124341536117201	0.00817540632039119	0.00938736958389906	0.0124504814524622	0.00948940183097928	0.0117150769627627	0.0547932316947919	0.0520807936895096	0.0553197375718726	0.011513975282612	0.018787182428811	0.00675148587814696	0.0121980445076027	0.0118792856997508	0.013101779444038	0.00469302563145684	0.0139170823360621	0.0148284982018292	0.0415624912305263	0.0248303018583121	0.0219346061900595
HMEC_4_G2_4C_2	0.0645567842983363	0.0767049413448389	0.0844441210312906	0.0302874723343073	0.0332304806901364	0.0188402902754037	0.0372877104049622	0.0478357481952638	0.0345350493336171	0.0187889376187491	0.0166783292589457	0.0163384861201156	0.0251201857684565	0.0595121597835351	0.0620836213240232	0.0668766869235555	0.0300035030786166	0.0295123845163969	0.0214520337950031	0.0320826076114819	0	0.033243149055868	0.0219178107626508	0.0176990370189723	0.0258887643550547	0.0370825370586697	0.032991211629221	0.0233532126804307	0.114331534473897	0.115298638598732	0.112503978502766	0.0212357762380893	0.0381889390778102	0.034365664460069	0.0743241586934171	0.0861161545631056	0.0863650608758138	0.0354746257892943	0.0317824382833605	0.03036663417308	0.0837902108683299	0.0828640019387421	0.0778846091124932	0.0570431513682785	0.0680993233906443	0.0233146274774557	0.0223942266239082	0.0352862971570746	0.0260740910160311	0.0453335884914186	0.0191864521521018	0.0201653181120442	0.0324098903991115	0.022729330932161	0.0270424311456889	0.036656752034274	0.0234099055214356	0.0246317583725384	0.0233660030925807	0.0248573007573989	0.02070568778686	0.0473911491892946	0.0329473390211576	0.025471341071404	0.0371475063551788	0.0239208733875054	0.0285858893016821	0.0393706164891689	0.0185472212608855	0.0099647900982208	0.00777680035780356	0.0496671490049375
HMEC_4_G2_4C_3	0.0314397746967966	0.0435582631698738	0.0513621372732858	0.00341708419711499	0.00560457175856038	0.014457800203102	0.00698332140427434	0.0169923820983273	0.0675618490011711	0.0519292535963355	0.0495927162928609	0.0193712182011288	0.0105052104120334	0.0274499505596359	0.0289596586732873	0.0339773103186057	0.0138119249225005	0.00378901425591579	0.0120998186192797	0.0100250279335474	0.033243149055868	0	0.0137248151433781	0.0160897948988682	0.00790481696027572	0.00384491364109503	0.0016512102544017	0.0100661236006	0.147101131096145	0.148081246850288	0.145304105074787	0.0120532178440797	0.00656496148901198	0.00127999124312406	0.0411712677558313	0.0530054312622136	0.0532325146277255	0.00332051448210527	0.00293060191961821	0.00570090038241658	0.0506636384709408	0.0497048218435131	0.0448704755896304	0.0238300562415614	0.0349471653332969	0.012823326999279	0.0109876377727726	0.00210878237986649	0.0083809730711961	0.0122002538430155	0.0146218567298143	0.0137799051951763	0.00190203418602236	0.012998547945816	0.00668253565024914	0.00406517533137007	0.00985091401636092	0.0575135471703388	0.0554842316224811	0.0578602392617675	0.0140133297921737	0.0142010852416217	0.00331436445680964	0.00793533423260519	0.00391384811118158	0.00951027348266134	0.0133710878287907	0.0062213537335708	0.0147715691447903	0.0431893077682543	0.02733607585939	0.016468000815319
HMEC_4_G2_4D_1	0.0436056610377901	0.0558412664102363	0.0642739513039013	0.0103096920347222	0.0117655682678128	0.00745076004403448	0.0157952967754296	0.0260353609099924	0.0552043282259176	0.03987102417037	0.0372897908488296	0.00602694653955413	0.00347220473346032	0.0378412586784516	0.0411609067361334	0.0473049052810181	0.00885394575775363	0.0101803887154436	0.00838975046060693	0.0101813682402551	0.0219178107626508	0.0137248151433781	0	0.0048110206134441	0.00997204393806886	0.017290579143512	0.0142889219517335	0.00520445575359615	0.135346404923069	0.136088235539297	0.133234202263682	0.00701375659918902	0.016979414031754	0.015003817211827	0.0534746888111046	0.0658166701341238	0.0659508358938388	0.0148403724838848	0.0113110915744546	0.00912064348563702	0.0628905134254513	0.0622972393470732	0.0579711455780069	0.036523137723018	0.0478794705128154	0.00140088847060037	0.0077401858079516	0.0153663728289651	0.0053442739899445	0.0246962406565806	0.00380410036345297	0.0030826500832522	0.0122276300233547	0.000837473161547811	0.0103350428611758	0.0160594676111856	0.00627763780291068	0.0450651419348838	0.0426116933228821	0.0455339794744623	0.00160252491846527	0.0268402983538494	0.0121349538245975	0.00879793304008173	0.0173839618784375	0.00830419314581569	0.00733062069764002	0.0197703922482527	0.00572856068700808	0.0314915253224713	0.0148152207161834	0.0295916203369115
HMEC_4_G2_4D_2	0.0470706376062008	0.0592795765405266	0.0673597004255958	0.0128788818212689	0.015538005343788	0.00413534853604544	0.0195990961902334	0.0301862655426136	0.0516513237639381	0.0361049691304044	0.0336599981606161	0.00425590483534738	0.00753162298468934	0.0418436871440504	0.0446022756123673	0.0500524119428889	0.0136609028034465	0.0123028488109182	0.00647183341029038	0.014746954768006	0.0176990370189723	0.0160897948988682	0.0048110206134441	0	0.010003472380572	0.0198993179096263	0.0161904515556713	0.00603913919131696	0.131647845361487	0.132506615362401	0.129684920364803	0.00535324425188477	0.0205398467351103	0.017308790518566	0.0568999406664092	0.0689701245699423	0.0691629692457475	0.017955263295735	0.0142581428883375	0.0126775557818876	0.0663629142789707	0.0655821373273981	0.0609167067953738	0.0397115279631671	0.0509464618941235	0.00613724926706345	0.00659542349031242	0.0180177728620603	0.00839262059584269	0.0278961866146993	0.0015035781822259	0.00246771578585332	0.0149873187036352	0.00547903655597538	0.0108586633988764	0.0191623473057554	0.00650131167729372	0.0415496784313278	0.0394211115383124	0.0419404561879454	0.00327836756093526	0.0299999508567643	0.0153498849125428	0.00911872639983639	0.0199774963982105	0.00789223780853527	0.0121382133143759	0.022309893645887	0.00221245649778278	0.0275077339417034	0.0112569521381606	0.0324967729754858
HMEC_4_G2_4D_3	0.0391774048699251	0.0512038317277144	0.0586688694677686	0.00612779940638537	0.0107268583905899	0.00713969724957252	0.0139688363415803	0.0246074350279568	0.0603762071802925	0.0446618958710785	0.0424585768273961	0.0140552625744913	0.008395470751741	0.0353375037264299	0.0367019661935258	0.0410297576056946	0.0150868900900318	0.00489722311538675	0.0044386107379051	0.0131342622997873	0.0258887643550547	0.00790481696027572	0.00997204393806886	0.010003472380572	0	0.0115769127859336	0.00725021882166863	0.00477704987011652	0.139708434214493	0.140778169421835	0.138025605518546	0.00487201517627097	0.0141055739799509	0.0088133904730044	0.0488200666588936	0.06036942120082	0.06064924770545	0.0108853883172506	0.00777046254346095	0.00838611265476441	0.0583015183142385	0.0572004627326496	0.0520680855447796	0.0314439602696853	0.0423351123382352	0.0098813988722483	0.00360095852952013	0.0100090385187073	0.00637353333895722	0.0200264642004547	0.00881079088209611	0.00833167931193173	0.00784583727972491	0.00962853656586792	0.00122626768411866	0.0118668181266113	0.0037877819076572	0.0504126443282273	0.0486766905907175	0.050691540534159	0.00934096220124545	0.0219587980976099	0.00912684991659046	0.00120707684616003	0.0116217884042045	0.00212908476690732	0.0139319280604435	0.0136717050058824	0.00810048236445615	0.0358384590601642	0.0207282153790848	0.0239495906211045
HMEC_5_1_1	0.0276396470132934	0.0397354174992591	0.0475274185901988	0.00707128800760371	0.00718021815189712	0.0182868382188871	0.00615987843963246	0.014248351762619	0.0713928579709555	0.0557670191087126	0.0534282764660129	0.0230684112699051	0.0139425078842133	0.0240086718938946	0.0251602385137311	0.0301837212218936	0.0159667006108084	0.0076192482641495	0.0158752716238186	0.0117683363838305	0.0370825370586697	0.00384491364109503	0.017290579143512	0.0198993179096263	0.0115769127859336	0	0.00439075619559106	0.0138919364970216	0.150873658585936	0.151859845409631	0.149086654823935	0.0158820496343403	0.00483158141870246	0.00276597428563759	0.0373481113471393	0.0491675920869224	0.0493933472255772	0.00317631246693608	0.00600633457113667	0.00857744498107746	0.0468421569273216	0.0458661021953774	0.0410471648135688	0.0199929974846577	0.0311070031033618	0.0162822168629084	0.0147929441367588	0.00192477665558372	0.0119763513686288	0.00845223979213943	0.0184218609935017	0.0175594764270771	0.00506362320901307	0.0165268201114854	0.0103521590895732	0.00250894590671942	0.0136954874380421	0.0613446994213096	0.0592925858590053	0.0616942109866362	0.0177051416198364	0.0103985178444493	0.00550119139144489	0.0117210746120356	0.000111026951555435	0.0132976762310288	0.0158383835960016	0.00248152615975941	0.018614054691721	0.0470279249391041	0.0311508023361555	0.0126261328671617
HMEC_5_1_2	0.0319346587535961	0.0439676662986241	0.051537179770703	0.00423750642578926	0.007211267137474	0.0141565926595629	0.00854975315113286	0.0182477006548561	0.0674072175693593	0.0517322408026632	0.0494576843854248	0.0197073664571615	0.0112528222610771	0.0283732978019147	0.0294592126703363	0.0339988231689123	0.015183027029241	0.00410889908367342	0.0116255507523857	0.0115368936607686	0.032991211629221	0.0016512102544017	0.0142889219517335	0.0161904515556713	0.00725021882166863	0.00439075619559106	0	0.0101622605875606	0.14679013681378	0.147826118888274	0.14506630842037	0.011765108650672	0.00797178263770258	0.00172921814044511	0.0415824626647921	0.0532159038711266	0.0534763973527106	0.00482179190515923	0.00429771646295561	0.00696938232198655	0.0510696172792087	0.0500000146664618	0.044979267678002	0.024202648768059	0.0351607153484081	0.0135135433493692	0.0106081124355379	0.00317700850016799	0.00900287571049902	0.0128249381521784	0.0147655439814122	0.0139895921126135	0.00336389958733323	0.0136143183623314	0.00603583355297983	0.0053592637702207	0.00976605902763102	0.0573965939888601	0.0554884710909669	0.0577123013982957	0.0143992042692764	0.0147218150186911	0.00491032304812243	0.00752530560132104	0.0044224093137695	0.00908684686261873	0.014642085879312	0.00642646647838211	0.0146898051045139	0.042946634304159	0.02736926857402	0.0167260962705291
HMEC_5_1_3	0.0412486464165905	0.0534324533893237	0.0613918842066882	0.00694541626349714	0.0102862989997598	0.00510697499257425	0.0142242965377115	0.0250196158324939	0.0575617605902744	0.0419557964409453	0.039574729642525	0.00966429176941122	0.00435467719648495	0.0364255179350571	0.0387730094533882	0.0440306669043237	0.0116235480289571	0.0062774171652152	0.00419402230100489	0.0109151687379719	0.0233532126804307	0.0100661236006	0.00520445575359615	0.00603913919131696	0.00477704987011652	0.0138919364970216	0.0101622605875606	0	0.137359440839766	0.138279110962534	0.135478435808369	0.00312837742943244	0.0149345115546745	0.0112751110951711	0.0510485985839767	0.0630192786301945	0.0632287660166771	0.0121291354531797	0.0084396347377406	0.00740344283558782	0.0605279385404506	0.0596717992530848	0.0549206535692719	0.0337885847108589	0.0449775113915737	0.00526178429598588	0.00309880974993114	0.0120299927796799	0.00337686303862126	0.0220127067049726	0.00460381393821639	0.00386750022630625	0.00906978841348591	0.00492287933864878	0.00525795218894851	0.0133115390960984	0.00113408513000802	0.0474882068510397	0.0454338787986286	0.047851652179995	0.00462016048212323	0.0240919296295744	0.00964389341562058	0.00362585128169112	0.0139672585501918	0.00317430819804174	0.0102568020021226	0.0162851873960717	0.00481080113206299	0.0332666380348244	0.017274100891182	0.0265095063793247
HMEC_5_2_1	0.177843683274031	0.189754967012698	0.197195497366361	0.144192781295461	0.146840709097537	0.132882678648873	0.15083343423475	0.160838908828851	0.0807998198221438	0.0959684951989875	0.0985049678677127	0.12944821109859	0.138693862617319	0.172467203951191	0.175421429227981	0.179837146115721	0.142049145301465	0.143438409547	0.135355559345736	0.145008279464664	0.114331534473897	0.147101131096145	0.135346404923069	0.131647845361487	0.139708434214493	0.150873658585936	0.14679013681378	0.137359440839766	0	0.00520273542370726	0.00692573361292109	0.135251731472668	0.151846651632961	0.148188535216693	0.18742440934918	0.198872620876938	0.199149695547981	0.149277369044426	0.145640010397537	0.144084853953485	0.196687157299997	0.195761625757338	0.190696137381811	0.170483472038813	0.181252888365331	0.136667655051394	0.136355384192103	0.149117966377634	0.139902261170002	0.158991719305103	0.133128868808552	0.134068001505055	0.146281894118749	0.136170521746279	0.140878272131048	0.15044859886949	0.137429265067335	0.0908715422870014	0.0938167368607025	0.0903463975835706	0.13438044287146	0.161015848932933	0.146751054564802	0.139392765753726	0.150935447754034	0.137849429518983	0.140890462174439	0.153092329040023	0.132631245102846	0.104506633481119	0.120754167437856	0.163211086471408
HMEC_5_2_2	0.178740713871772	0.190681552738478	0.198300604475132	0.145114545077189	0.147627366132248	0.133891998932384	0.151612185350176	0.16149502209209	0.0814401837903977	0.0968091016152335	0.0992601482934562	0.130166534340207	0.139460210620815	0.173145315705586	0.176323286172465	0.181003791084644	0.142578482739654	0.144395770223317	0.136412361085069	0.145647417064122	0.115298638598732	0.148081246850288	0.136088235539297	0.132506615362401	0.140778169421835	0.151859845409631	0.147826118888274	0.138279110962534	0.00520273542370726	0	0.00327103205752934	0.13625727879154	0.152673911184021	0.149190287980843	0.188353306817371	0.199951027684483	0.200200843918733	0.1501719767968	0.146533217594785	0.144898572930366	0.197606354276517	0.196770454155969	0.191839500445208	0.171458374516882	0.182310703519219	0.137393698624553	0.137383842729584	0.150080663507228	0.140740948517515	0.159917889719155	0.1339883948065	0.134916403300777	0.147203275493324	0.136912990139813	0.141936606219442	0.151351821566726	0.138390687057041	0.0915262789408899	0.0942714690563717	0.0910588138390707	0.13517077114286	0.161960575694394	0.147617531316557	0.140420558497774	0.15192467838172	0.138884241023961	0.141455438162052	0.154111899868394	0.133565440163306	0.105444993841719	0.121531668707334	0.164231486966667
