	HMEC_4_1	HMEC_4_2	HMEC_4_G2_3E	HMEC_4_G2_3F	HMEC_4_G2_3G	HMEC_4_G2_4A	HMEC_4_G2_4B	HMEC_4_G2_4C	HMEC_4_G2_4D	HMEC_5_1	HMEC_5_2	HMEC_5_3	HMEC_5_4	HMEC_5_5	HMEC_5_6	HMEC_5_7	HMEC_5_8	HMEC_5_9	HMEC_Root1	HMEC_Root2	HMEC_STAT_2	HMEC_STAT_3	HMEC_STAT_4	HMEC_STAT_G2_3B	HMEC_STAT_G2_3C
HMEC_4_1	0	0.0103215232075198	0.0235865855093183	0.00232916377363605	0.0123641209765962	0.00812868624280344	0.0241860301211731	0.129883977577219	0.0119410833096882	0.00806813515460508	0.0108395251917454	0.00593855023350647	0.00178760168623672	0.00584234402619983	0.00781317419525338	0.0052593520937175	0.00700309543245945	0.00496361280069186	0.00650356679521345	0.00678744403482143	0.136557201239571	0.00430162978971808	0.00255687333803192	0.0120699428901197	0.0195006825715717
HMEC_4_2	0.0103215232075198	0	0.0281964818554944	0.0114366202018507	0.0190608791643363	0.00289822108101112	0.0302192052506391	0.13437016646054	0.0171611417147319	0.00856106979389899	0.0178675148687543	0.0108456337959866	0.0114487767611177	0.0133875794751753	0.00994959136543304	0.00777399392519548	0.00822122415088682	0.0097165982424886	0.0105652170071465	0.00896532611384238	0.142966161029428	0.00920803708246697	0.00874316399848187	0.00777405403666096	0.0249489355195901
HMEC_4_G2_3E	0.0235865855093183	0.0281964818554944	0	0.0220066531007389	0.0121593905969835	0.0257703734197842	0.0115347396668537	0.106833123033552	0.0120095800951047	0.0294134031160157	0.0130872597094318	0.0219623285270032	0.0242396893330418	0.0179815830629108	0.025834674984479	0.0283545676398512	0.0249914522800847	0.0204914918183976	0.0274279574709601	0.0286499203954842	0.120201566771898	0.0258634749345006	0.0246081735238103	0.0223506026269497	0.00932349874626381
HMEC_4_G2_3F	0.00232916377363605	0.0114366202018507	0.0220066531007389	0	0.0104215782330125	0.00924100168973349	0.0233893671012694	0.128088084560165	0.010232883996166	0.0103460542914866	0.00943335553983309	0.00714976795261492	0.00360106948064466	0.004028189344963	0.00976401070488693	0.00703570952137856	0.00879538182341036	0.00535454162692394	0.00876720805673114	0.00909940246845498	0.135967889555389	0.00655835840307429	0.00470323062073734	0.0117452211759755	0.0186490250299272
HMEC_4_G2_3G	0.0123641209765962	0.0190608791643363	0.0121593905969835	0.0104215782330125	0	0.0166038092113138	0.0163102481770922	0.117751959517677	0.00307158954106518	0.0195578722064699	0.00387403272393656	0.0129839833924075	0.0131112708523263	0.00657076387107944	0.0170382912799296	0.017273361259585	0.0160734593839604	0.010920989481455	0.0175255090996074	0.0185003302591117	0.128759571996968	0.0156176000362964	0.014030178175796	0.0148388796747986	0.0117604121179105
HMEC_4_G2_4A	0.00812868624280344	0.00289822108101112	0.0257703734197842	0.00924100168973349	0.0166038092113138	0	0.0273958417427225	0.132204945851535	0.014715906452912	0.00745806203603222	0.0151410520100187	0.00806077177160951	0.00926342318981051	0.0108885108306973	0.00776437825476968	0.00691856336526511	0.00583260691687602	0.00685972234987323	0.00871875570219667	0.00759545678888316	0.140200079122451	0.00710076130226886	0.00647334808940586	0.00716772373605316	0.0221673100588962
HMEC_4_G2_4B	0.0241860301211731	0.0302192052506391	0.0115347396668537	0.0233893671012694	0.0163102481770922	0.0273958417427225	0	0.109669964184772	0.0164865905298769	0.0283467846957572	0.014520335422794	0.0208994099476914	0.0240382518687976	0.0200397318505334	0.024106761705708	0.0290592531263931	0.0241810517834153	0.021146797436824	0.0257764573974994	0.0276497834135507	0.113713358525004	0.0251549680611944	0.0247071111946953	0.0268321851485265	0.00554557611375568
HMEC_4_G2_4C	0.129883977577219	0.13437016646054	0.106833123033552	0.128088084560165	0.117751959517677	0.132204945851535	0.109669964184772	0	0.118402765181105	0.135957073052573	0.119281235725603	0.128424002647298	0.130391583306774	0.124182985827534	0.132155079712922	0.134771171993404	0.131517996786637	0.127189610337295	0.133758717888633	0.13516882074727	0.0941015065573319	0.132375508269453	0.131159563062868	0.127513233582136	0.112907324508198
HMEC_4_G2_4D	0.0119410833096882	0.0171611417147319	0.0120095800951047	0.010232883996166	0.00307158954106518	0.014715906452912	0.0164865905298769	0.118402765181105	0	0.0184504864395442	0.00404789219865427	0.0117469123285134	0.0129010803298561	0.00626277787084554	0.0157323981101119	0.0165410384866915	0.0145627913850746	0.00944330939580657	0.016718344117028	0.0175650171821805	0.129576029868312	0.0147528214033897	0.0131743421956148	0.0124073091632267	0.0113577073031055
HMEC_5_1	0.00806813515460508	0.00856106979389899	0.0294134031160157	0.0103460542914866	0.0195578722064699	0.00745806203603222	0.0283467846957572	0.135957073052573	0.0184504864395442	0	0.0172083217810531	0.00765882688729645	0.00769106988578231	0.0132065513082476	0.00456002944157188	0.00563838619623508	0.00484750701023187	0.00907621151880947	0.00320517334244525	0.00147754059224218	0.139413123828133	0.00409165185968904	0.00573485993496423	0.0145044717342782	0.0238614722335586
