	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3E_1	HMEC_4_G2_3F_1	HMEC_4_G2_3F_2	HMEC_4_G2_3F_3	HMEC_4_G2_4A_1	HMEC_4_G2_4A_2	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4C_1	HMEC_4_G2_4C_3	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_4_G2_4D_3	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_1	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_1	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_5_9_3	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root1_3	HMEC_Root2_1	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_2	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_4_3
HMEC_5_1_3	0.0183424003722166	0.020433099268627	0.0161681582799703	0.0103709172553894	0.0365986229743068	0.0348324327999581	0.0553007735703449	0.0157043811967766	0.0221443719354614	0.0194087473278811	0.0106082575481148	0.0207730083676929	0.0212414708126689	0.0209614544681268	0.0346402945300604	0.0305358111248194	0.0714148733228575	0.058021168658428	0.0786810359136023	0.0334745496523512	0.0151199221040503	0.0136089664760334	0.0112147630367222	0	0.00967770813363288	0.0230630565473848	0.0116973579553308	0.0150894242070481	0.00980400568364041	0.0157399750499994	0.00931585943676163	0.0155963691384478	0.0106142542001303	0.0088979619814482	0.0130417656328196	0.0087426713215651	0.0105190724819575	0.0204010294644228	0.0103078124986599	0.0199548531690749	0.0301639676463443	0.0169412252274144	0.0150754400522318	0.0253924341841564	0.0378453747817514	0.00907433385765416	0.0167086475653129	0.0134497797532439	0.00857090177861791	0.0140081050815595	0.00964529655916886	0.0187234621650282	0.0199554771137973	0.00946556363457404	0.0220804459930367	0.0295260008893905	0.0177979387477649	0.0197081051719689	0.0100369014835866	0.013541253477733
HMEC_5_2_1	0.0148948789243847	0.022741393109929	0.00903980184789548	0.0137570830959105	0.0402544741439713	0.0365645710557856	0.0637359523328516	0.0108227666550696	0.0203560079786939	0.014482166963621	0.00576356744326872	0.0156288037027224	0.0267361510957097	0.0133955748798436	0.0273865001395638	0.0378612420290423	0.0788359110541058	0.0541934229745752	0.0728025916034802	0.0266652856638028	0.0196987536594556	0.00912335989648421	0.00386328768821958	0.00967770813363288	0	0.0279969229327451	0.00856216174149617	0.0111952674892544	0.0116105832267199	0.0127588344476119	0.00705535455996639	0.0121449488614327	0.00960952270914043	0.00657735162044397	0.0157730680278227	0.00451462853658274	0.0125801109778891	0.0158375752644722	0.00452676852720855	0.0152358899888519	0.0238601675337023	0.0195406560324027	0.0141117431476669	0.0271491809960098	0.0426957248475378	0.00677242053048943	0.0190605034812718	0.00840476583530123	0.0104807038899386	0.00543683519599535	0.0144994772915542	0.0115627449403417	0.0170320626215087	0.00410850130565264	0.025634024695853	0.0259603091415799	0.0219263973956052	0.0203999508455156	0.00838118514213463	0.011573157683319
HMEC_5_2_3	0.0397937745018656	0.0115930040196979	0.0345399183469829	0.0152941301050181	0.0168878711121032	0.0208361910636927	0.0568914312327907	0.0373243483902529	0.0186194492578816	0.0238771874113942	0.025752944457855	0.0289169363157182	0.00673692171112683	0.0320868614148698	0.055095009250269	0.0152445971294972	0.0523701160331451	0.0804668046415108	0.100570462275205	0.0538615711975176	0.0163072119430458	0.0323684366423073	0.0260982824497521	0.0230630565473848	0.0279969229327451	0	0.0338601321757949	0.0374916559264303	0.0247577891619091	0.0295187042485375	0.0284456726500249	0.038133394528975	0.0312188253893544	0.0307293421240156	0.0189079891959065	0.0291078653373597	0.0263659540665409	0.0426806266840438	0.0296804765515537	0.041727186424986	0.0511360342837544	0.011127223301211	0.0171838652292003	0.0149941339720004	0.0221781969784165	0.0302824533828025	0.0107771082097834	0.0308427088279256	0.0288923121948232	0.0306126198821696	0.0250221171389217	0.0386473461664652	0.0207597112723361	0.027412468190988	0.00941291131407641	0.0303409759011625	0.0249526729056229	0.0157730865623611	0.0325047875192628	0.0205331584269928
HMEC_5_3_1	0.00840690980878084	0.0286542982972556	0.00926531744354592	0.0195377442150268	0.0459048386159355	0.0421045178292476	0.0606252724858798	0.00752216499971202	0.0277202245474444	0.0217868201575528	0.0129639311598837	0.0209323428038416	0.0315643201115378	0.0195993486040414	0.0242838396352758	0.0413197573121422	0.0825006050687254	0.0479656312763278	0.0675503252191862	0.0238911034292046	0.0230141927341265	0.00793774620999955	0.0117996453742503	0.0116973579553308	0.00856216174149617	0.0338601321757949	0	0.00461668876506499	0.0127159868014957	0.0157912673507841	0.00727812043681591	0.0059538885778981	0.00555598232362413	0.00579926382479036	0.0193883895103683	0.00564599229003945	0.0122997076393678	0.0096760981697142	0.00873669213966628	0.010774980879454	0.0203029277796764	0.025730509567335	0.0216211724330511	0.0336583449300418	0.0466062591154995	0.00532787076282778	0.0261406459616449	0.0127356631488013	0.00793054988595264	0.0105980908003757	0.0144418207386044	0.0111409823043074	0.0243377616703867	0.00852407109255855	0.0310863036488431	0.0311420237632947	0.0221353855057575	0.0267219631951446	0.00202308146303084	0.0179971793285752
HMEC_5_3_3	0.00881051923766502	0.0326070792938091	0.0102467931151504	0.0230410845110477	0.0498764732567667	0.0460030278727437	0.0632176124497897	0.00417494228273555	0.0308485176017982	0.024882929185138	0.0147822027454796	0.0230836920672835	0.0356396981617003	0.0201614394615478	0.0206567910880101	0.0453131886560162	0.0863186804923871	0.044272460011933	0.0636472342275545	0.0197246308158821	0.0273098784729889	0.0106002209745405	0.0146831960355102	0.0150894242070481	0.0111952674892544	0.0374916559264303	0.00461668876506499	0	0.0171629175021422	0.0171941562275622	0.0115383037045217	0.00239035972554566	0.010045630949215	0.00721045056522025	0.0236882479725118	0.00927737784067673	0.016678591103565	0.00620855248785839	0.0101611079859367	0.00638807170379757	0.0165878648996551	0.0294525063097754	0.0247656984694042	0.0366059683954902	0.0508690100663536	0.0089811942098163	0.0292591317656084	0.0129243244989272	0.0123497005604757	0.0127998399921925	0.0186225305116518	0.00844874236190324	0.0273838704655618	0.0123215787849004	0.0352335979211413	0.0338061746606062	0.0266805134800439	0.0301150084457894	0.00565154853661138	0.0218683654742128
HMEC_5_4_1	0.0180826229884042	0.017815960612078	0.0142074085686222	0.0117883300675447	0.034428188478155	0.0304958924758134	0.0544886495246275	0.0191303219726714	0.0198858660605916	0.0162010035094261	0.0140587188979917	0.0169695368246521	0.0211858765786186	0.0211809026701403	0.0357759076067725	0.0314246760431955	0.072429985443401	0.0599127942726439	0.0787731358905766	0.0354940759422005	0.0108910174813152	0.0101552932061346	0.0111979300606461	0.00980400568364041	0.0116105832267199	0.0247577891619091	0.0127159868014957	0.0171629175021422	0	0.0151031617927766	0.00602097193982839	0.0185756146103383	0.00812318917428397	0.0134037642712806	0.00726025954172088	0.00907929901556648	0.00211406681583352	0.0221471309014309	0.014948821192717	0.0226319000945894	0.0323861146549875	0.0160232624147494	0.0149514822574927	0.0253150612647156	0.0342307594638212	0.0113112210869576	0.0192550125476455	0.0192484777078482	0.00776734043307638	0.0142481898536935	0.0100202158201533	0.0216819625243383	0.0173066454841321	0.00881812372982269	0.0199262683135919	0.0238598972876225	0.0118639917036156	0.0174654592788368	0.0118971455701958	0.0104567769819587
HMEC_5_4_2	0.023600443829571	0.0228030313785236	0.010348969808823	0.014985958129177	0.0386449395785782	0.0335127539224539	0.061906269980039	0.0165303743328002	0.0189282562021458	0.0178581098267125	0.0101074164603579	0.00997919841441738	0.0291244158824125	0.0117789366443504	0.0325568210655285	0.040278252436756	0.0795394533508356	0.0595132884584609	0.0744484967268565	0.0294598220254615	0.0203687891235625	0.0103728003910369	0.0123583610790679	0.0157399750499994	0.0127588344476119	0.0295187042485375	0.0157912673507841	0.0171941562275622	0.0151031617927766	0	0.0127843019347307	0.0191299655806344	0.0163689606465319	0.0130832456019506	0.0171230086813015	0.0118534073633979	0.0153708637982646	0.0228274205348753	0.0158426636817922	0.0185267854890053	0.0305359219351998	0.0197542681711518	0.0150220449245221	0.0227000664303323	0.0410190706526235	0.0174776776620646	0.0205390205830767	0.0182324219944618	0.0183878116860968	0.016889520890769	0.0229579168128687	0.0176598282423852	0.0160949047750141	0.0147148464342973	0.0270210096257148	0.0199700371700535	0.0266461657798155	0.0174609534565092	0.0150444841233131	0.0172499792752936
HMEC_5_4_3	0.0136129660368381	0.0219277555352752	0.00898666446982081	0.0140072036532991	0.0391937324423913	0.0349870149269195	0.0584696743875874	0.0133684993012971	0.0215918237421714	0.0163179615973907	0.0108293209486473	0.0159952445724868	0.0257789100851187	0.0177017055817428	0.029907907996769	0.036311236086981	0.0774873038494293	0.0548275683037042	0.0734139928826531	0.0295044923583167	0.0163781768070936	0.00548099938242965	0.00805619880515198	0.00931585943676163	0.00705535455996639	0.0284456726500249	0.00727812043681591	0.0115383037045217	0.00602097193982839	0.0127843019347307	0	0.0130970624842129	0.00438211705708137	0.00849909871545855	0.0123994931683056	0.00353275649796652	0.00618952530243016	0.0165975060510048	0.0103122410691222	0.0168693091596758	0.0265612937167329	0.0194419208001848	0.0160222900281981	0.0278571297739387	0.0398560507900713	0.00700731204200914	0.0211340913676261	0.0148273308343558	0.00629935053725741	0.00990765265271574	0.0117628773398504	0.0157892203352111	0.0183479978808554	0.00500622390350518	0.0245573346799927	0.0251113945779937	0.0169870117588739	0.0202558535820647	0.00682731636891548	0.0119227582280712
HMEC_5_5_1	0.00853092502116929	0.0338159304465196	0.0123666677731479	0.0240764279159969	0.051046306025236	0.0475260543854226	0.0638040462962782	0.0043653958174838	0.0322256994163926	0.0261301071606339	0.0157776098796263	0.0250116136720079	0.0363491879826863	0.0215193916218874	0.0201300317065179	0.0457395481589887	0.0866835326366671	0.043024870672744	0.0632691654802302	0.0194435648441221	0.0285546855393221	0.0127874488004233	0.0158149760608129	0.0155963691384478	0.0121449488614327	0.038133394528975	0.0059538885778981	0.00239035972554566	0.0185756146103383	0.0191299655806344	0.0130970624842129	0	0.0112960722331945	0.00803323535822462	0.0250525947496212	0.0107338011280195	0.0181644465875534	0.00520513592515395	0.0102354492861737	0.00665829158422012	0.0154988542761837	0.0305731416285512	0.0259186664358105	0.0379103696841788	0.0521205481453452	0.00926843906121622	0.0300181799713858	0.0124754273846168	0.0130262744309498	0.0134179924029988	0.0188320341464041	0.00850776912984325	0.0288206247764597	0.0133079492713616	0.036241774997915	0.0357996190737849	0.0275612976878579	0.0315654146695246	0.0068474411475192	0.0229410306504826
HMEC_5_5_2	0.0101993849709323	0.0252969653099609	0.0109775694213827	0.0174646921533788	0.0422823004423193	0.0383883294235869	0.0574511423069254	0.012982520151543	0.0257369045300222	0.0199767729319071	0.0142117171849219	0.0201012081315118	0.0280517211215376	0.0212521125591551	0.0287360395131947	0.0376912524804464	0.0789488583057173	0.0518368751655678	0.071453812249516	0.0289201899213544	0.0187991476585901	0.00755172629661969	0.0115454103930077	0.0106142542001303	0.00960952270914043	0.0312188253893544	0.00555598232362413	0.010045630949215	0.00812318917428397	0.0163689606465319	0.00438211705708137	0.0112960722331945	0	0.00922004996291547	0.0152435864456928	0.00593188660317823	0.00749764697018523	0.0143387246152488	0.0114094805514904	0.0161346977120818	0.0250142280244883	0.0229583786551346	0.0200492905669633	0.0318444936876526	0.0421963124265042	0.00590722155654065	0.0245979045218194	0.0159557988116768	0.00396441779132083	0.0114186239969797	0.0107344374398543	0.0161058677092785	0.0225358082242113	0.00725399298033678	0.0273833744906538	0.0290345240883911	0.0167946772306905	0.0242795474487973	0.00548437640756791	0.0151869029846976
HMEC_5_5_3	0.0136083438623048	0.0266383902065982	0.0101013015455614	0.0163951667958108	0.043646343706552	0.0404646101165347	0.0608743263399963	0.00697186802439257	0.0252567767393778	0.0206830838092129	0.00872115437436778	0.0195017027266545	0.0294530557729726	0.0169699284691122	0.0263475664134169	0.0393720889780228	0.0801432158315	0.0509068405286771	0.0702864328035935	0.0246749763445614	0.0220248085104927	0.00954373835600125	0.0101185867440172	0.0088979619814482	0.00657735162044397	0.0307293421240156	0.00579926382479036	0.00721045056522025	0.0134037642712806	0.0130832456019506	0.00849909871545855	0.00803323535822462	0.00922004996291547	0	0.0187135165307405	0.00530043058047825	0.0135116629245323	0.0129484465981601	0.00597598980119867	0.0112056346083361	0.0222179303901007	0.0230928481256591	0.0186147479955426	0.0300308279452855	0.045321827146483	0.00685012166879754	0.0223905915915397	0.00932978440482217	0.0102003378981386	0.0108387126242624	0.0153428471618983	0.0103921760725492	0.0221629020121936	0.0087485079844361	0.0292838624687433	0.030174092951789	0.0237568214075248	0.024099947215552	0.00466134050527972	0.0170701444310629
HMEC_5_6_1	0.0249719909370552	0.0108387077101608	0.0192749124523906	0.00862342710527744	0.0272114996043164	0.0234764414073716	0.0541099405993356	0.0249670154899409	0.0150982504503287	0.0144195795423401	0.0162439103029295	0.016634111535107	0.0152364670661962	0.0225402412008581	0.0418212261567413	0.0263772136267801	0.0668039225964277	0.0669651191491451	0.0854198053907949	0.0412836306652241	0.0046251560852713	0.0159067878257279	0.0138904850170646	0.0130417656328196	0.0157730680278227	0.0189079891959065	0.0193883895103683	0.0236882479725118	0.00726025954172088	0.0171230086813015	0.0123994931683056	0.0250525947496212	0.0152435864456928	0.0187135165307405	0	0.0147520306322453	0.00876067308266641	0.0288692135731395	0.0193155221606577	0.0287275087561818	0.0385841157224927	0.00988758416853747	0.0115937582912673	0.0196397700248314	0.0275604306068194	0.0172216426097789	0.0148863954642993	0.0228919888192501	0.014264470171646	0.0183187414631004	0.0135592592243109	0.0269253494232491	0.0136825984826142	0.0135621209783151	0.0130311241617282	0.0207175653188335	0.0118033741431293	0.0117831557519401	0.018426454458698	0.00890224957188099
HMEC_5_6_2	0.0131295778828265	0.0233834554442858	0.00774305522966706	0.0143601468375989	0.040765086203212	0.0368365093451918	0.0603508057382152	0.0103201554112839	0.0221295541722297	0.0168330482359161	0.00843523907297685	0.0161918282027426	0.0271398527785996	0.0158787544979745	0.0277775761147127	0.0377395892544683	0.0788573330953522	0.0532304322499593	0.0718966117407673	0.0269420965774591	0.0186197785607462	0.00583386627101002	0.00691587021194031	0.0087426713215651	0.00451462853658274	0.0291078653373597	0.00564599229003945	0.00927737784067673	0.00907929901556648	0.0118534073633979	0.00353275649796652	0.0107338011280195	0.00593188660317823	0.00530043058047825	0.0147520306322453	0	0.0093894195915023	0.0146818404952077	0.0072927211368585	0.0142002118331692	0.0242422047253812	0.0203933373961727	0.016061282189302	0.0281812152178392	0.0421061051023142	0.00574777288866216	0.0209854223802652	0.0117026393716318	0.00768817117304237	0.00844886336991555	0.0132182469801629	0.0126806564358992	0.0188163296329532	0.00467912934475503	0.0261750663760327	0.0262848318653309	0.0200007086075629	0.0211457532370081	0.00508791413150089	0.0130562188876184
HMEC_5_6_3	0.0175200198479549	0.0194964615191519	0.0141893665783277	0.01343790146441	0.0357744057407024	0.0317459261200357	0.0533648438841101	0.0189818574854466	0.021661613896571	0.0180333294937503	0.0152014766920312	0.0179095124734911	0.0226465956544418	0.0222139978875773	0.035538794830105	0.0324114865077774	0.0732906252315304	0.0590008357056921	0.0778252296937531	0.0352163912684543	0.0120038938753528	0.00976705019099822	0.0125976238655257	0.0105190724819575	0.0125801109778891	0.0263659540665409	0.0122997076393678	0.016678591103565	0.00211406681583352	0.0153708637982646	0.00618952530243016	0.0181644465875534	0.00749764697018523	0.0135116629245323	0.00876067308266641	0.0093894195915023	0	0.0216358134117181	0.0157437335013087	0.0221768136388421	0.0321735430663858	0.0177696338527375	0.0168236155096288	0.0267413244909314	0.0350728983400335	0.0116106862075107	0.0210759073461144	0.0201640798981966	0.00751971739057722	0.0152912788116621	0.0105342432925078	0.0218766278933551	0.0190532179072039	0.00988551208795459	0.021537751950668	0.0248140187355594	0.0120364544053873	0.0190199834470699	0.011471531420249	0.0125212745961598
HMEC_5_7_2	0.00754153464271106	0.0378271131582017	0.0144913908539965	0.0286013739207054	0.0552543205436508	0.0512735116803201	0.0671246640885224	0.00780447986354404	0.0357797357042357	0.0288008823177233	0.0199019420376048	0.027775767566262	0.0406646713091222	0.0239582115384034	0.0159188991335995	0.0501435531293242	0.0912349916375164	0.0386231950988299	0.058797482478345	0.016559063867261	0.032601086769781	0.015588456843961	0.0191691653852873	0.0204010294644228	0.0158375752644722	0.0426806266840438	0.0096760981697142	0.00620855248785839	0.0221471309014309	0.0228274205348753	0.0165975060510048	0.00520513592515395	0.0143387246152488	0.0129484465981601	0.0288692135731395	0.0146818404952077	0.0216358134117181	0	0.0140757314475614	0.00749654806202871	0.0113917084825369	0.0348280336464995	0.029883247666659	0.0423183239334429	0.0561750207314459	0.0128611859453844	0.0344582495724064	0.0158289790749601	0.0164483272684207	0.0155681112161366	0.0222363494319508	0.00969938416023435	0.0321854880016784	0.0165959264528088	0.0402791686407972	0.0383890478692524	0.0304702260960055	0.0356114273499716	0.0111734126811698	0.0262202529367251
HMEC_5_7_3	0.0141598459098638	0.0259259049229131	0.0117968257247387	0.0163372998608273	0.0431499970098272	0.0402086719213704	0.0648862336085378	0.00898423323433994	0.0237956924437203	0.0180190918918272	0.00773161817790894	0.0197028016721318	0.0287513430655413	0.0156322488123138	0.025728910309232	0.0392061229955096	0.0800352470599388	0.0517205588322077	0.071443515705236	0.0250125586601583	0.0228444197396593	0.0123744182816808	0.00788592055597709	0.0103078124986599	0.00452676852720855	0.0296804765515537	0.00873669213966628	0.0101611079859367	0.014948821192717	0.0158426636817922	0.0103122410691222	0.0102354492861737	0.0114094805514904	0.00597598980119867	0.0193155221606577	0.0072927211368585	0.0157437335013087	0.0140757314475614	0	0.0137952358385689	0.0215007034484986	0.0224447073551282	0.0171554893598938	0.0299443830588952	0.0457750455081808	0.00651861975807747	0.0208866554815022	0.00459951815490748	0.011651557085612	0.00684089526763171	0.0152512181703018	0.00973530244478592	0.0206965910052367	0.0072764835638556	0.0284114035459766	0.0302307890554592	0.0243608308488035	0.0238881763403702	0.00859135408196117	0.0149864518660053
HMEC_5_8_1	0.0137462046526065	0.0369722218539538	0.0124671447279507	0.0271001529054071	0.0541440804896537	0.0499995264804572	0.0672991622564402	0.00485182333095205	0.0339369778970797	0.0283621796695832	0.0172860732277483	0.0249930832335158	0.0405828071488273	0.0203163973728198	0.0171720412817694	0.0504574512981595	0.0911044494547031	0.0414820400679136	0.0593741476034749	0.0143916451577404	0.032395015324491	0.0145071880080673	0.018476567688833	0.0199548531690749	0.0152358899888519	0.041727186424986	0.010774980879454	0.00638807170379757	0.0226319000945894	0.0185267854890053	0.0168693091596758	0.00665829158422012	0.0161346977120818	0.0112056346083361	0.0287275087561818	0.0142002118331692	0.0221768136388421	0.00749654806202871	0.0137952358385689	0	0.0137905682382067	0.0335710992168582	0.0281640943531862	0.0393277191064911	0.0557204387503046	0.0148610798345288	0.0327488948820631	0.0149052104964254	0.0185994159890086	0.0167133378226231	0.0247796278377907	0.00707820335805545	0.0304502969256839	0.0174452219823092	0.0400206740100703	0.036068296900717	0.0328195569218439	0.0335503847892603	0.0115132228650293	0.0265131900772534
HMEC_5_8_2	0.0171971448523159	0.0464496443209155	0.0221228826139472	0.0374113610839986	0.0640129031606146	0.0597452451600519	0.078111490635918	0.0156789835431322	0.0426599616647389	0.0350540513005174	0.0270568809063486	0.0342789276215395	0.0498554012690132	0.0279708282814312	0.00628922566574297	0.0598100544615262	0.100734207741614	0.0320406492266688	0.05098626394319	0.00962776294985964	0.0425938671281759	0.0249235314275507	0.0266757784627525	0.0301639676463443	0.0238601675337023	0.0511360342837544	0.0203029277796764	0.0165878648996551	0.0323861146549875	0.0305359219351998	0.0265612937167329	0.0154988542761837	0.0250142280244883	0.0222179303901007	0.0385841157224927	0.0242422047253812	0.0321735430663858	0.0113917084825369	0.0215007034484986	0.0137905682382067	0	0.0433619082195803	0.0373232889473094	0.0499987746902577	0.0660187943485816	0.0225613953621091	0.0420456314476077	0.021099998253256	0.0270763264510164	0.0221301183023803	0.0322701812956952	0.0137545701122272	0.0390109190927064	0.0253723836784003	0.0491712124490521	0.0448975937082705	0.0407989108962406	0.0437195346336732	0.0218210419013973	0.0341899006734382
HMEC_5_8_3	0.0320916817158772	0.00447379784191799	0.0246078292732462	0.00697909097706378	0.0208353314867671	0.0188187294097817	0.0581010435721041	0.0294571466011457	0.00964495617719628	0.0143438079420342	0.0174160717447166	0.0180639941131999	0.0108094213667388	0.0226686832515199	0.046619206359577	0.023287138483124	0.0621122530620992	0.0733144560036345	0.0915504722396561	0.0453908203113286	0.00940098498850006	0.0225742886634463	0.0169810259768243	0.0169412252274144	0.0195406560324027	0.011127223301211	0.025730509567335	0.0294525063097754	0.0160232624147494	0.0197542681711518	0.0194419208001848	0.0305731416285512	0.0229583786551346	0.0230928481256591	0.00988758416853747	0.0203933373961727	0.0177696338527375	0.0348280336464995	0.0224447073551282	0.0335710992168582	0.0433619082195803	0	0.00761350232604496	0.0113702281583457	0.0248324420046788	0.0229288346245015	0.00680175500832611	0.0244741555555718	0.0216876027029316	0.0222273358107735	0.0199482631149067	0.0305303276627076	0.010691967675039	0.0188840702233876	0.00796098312586954	0.0204266429609619	0.0198051686829027	0.00596238816405496	0.0246038919692399	0.0114101238670089
HMEC_5_9_1	0.0281555848402065	0.0108723902191722	0.0190977060504981	0.00668850903723962	0.0274601524490875	0.0240214705314375	0.0632332669108665	0.0241135777928715	0.00740762589086342	0.00908174464625291	0.0112881825327083	0.0127414072813955	0.0176353727931098	0.0153184111403504	0.0401996582404394	0.0301774286558426	0.069220663930805	0.0681720938616037	0.0854838195495832	0.0388465635263308	0.013872629622596	0.0183123893569468	0.0110838235299133	0.0150754400522318	0.0141117431476669	0.0171838652292003	0.0216211724330511	0.0247656984694042	0.0149514822574927	0.0150220449245221	0.0160222900281981	0.0259186664358105	0.0200492905669633	0.0186147479955426	0.0115937582912673	0.016061282189302	0.0168236155096288	0.029883247666659	0.0171554893598938	0.0281640943531862	0.0373232889473094	0.00761350232604496	0	0.0140021294119077	0.0320926711234156	0.0191483519402383	0.00769192851180464	0.0187476198304881	0.0196397870261172	0.0165318532646639	0.0197665164713122	0.0242880420146826	0.00606056777409748	0.0145026094768398	0.0148768889872157	0.0182960617977265	0.0223434931573091	0.00765247843029448	0.0207979741578388	0.00825047283332262
HMEC_5_9_2	0.0409902439190198	0.0123157800906909	0.0305905000102005	0.0154108705149004	0.0191777233872725	0.0171611584489591	0.0618759982915644	0.035812053637065	0.0117883302196326	0.020936110218781	0.0230981720149841	0.0206870104452668	0.0182918986914507	0.0251687056576536	0.0526431093664497	0.0282062816854671	0.0618697080911621	0.0803998408859655	0.0965638558590543	0.0501387885529447	0.0188090262711444	0.0294195140335975	0.0245607906153421	0.0253924341841564	0.0271491809960098	0.0149941339720004	0.0336583449300418	0.0366059683954902	0.0253150612647156	0.0227000664303323	0.0278571297739387	0.0379103696841788	0.0318444936876526	0.0300308279452855	0.0196397700248314	0.0281812152178392	0.0267413244909314	0.0423183239334429	0.0299443830588952	0.0393277191064911	0.0499987746902577	0.0113702281583457	0.0140021294119077	0	0.0259372270262899	0.0318533066815096	0.0120771293364202	0.0310896723972734	0.0312639031699622	0.0303350735282264	0.0305903370137672	0.0364089259655476	0.0146431544511225	0.0277276447794921	0.0155795656354067	0.0200764915006949	0.0303112748987109	0.00887804342062986	0.0324426362284063	0.0211022425035173
HMEC_5_9_3	0.051764768595915	0.0214229536447224	0.046198087312889	0.0303519797611888	0.0111633089845458	0.0148768715302103	0.0502302482450144	0.0520027815767131	0.0299616125394588	0.0358788365578607	0.0415605443046962	0.0385657064173834	0.0196666095855443	0.0461764204548372	0.0692571604727168	0.0193406442843112	0.045205316430441	0.0936939900128294	0.112150338306159	0.0684486689163884	0.023624754082086	0.0428955452682584	0.0403533860649451	0.0378453747817514	0.0426957248475378	0.0221781969784165	0.0466062591154995	0.0508690100663536	0.0342307594638212	0.0410190706526235	0.0398560507900713	0.0521205481453452	0.0421963124265042	0.045321827146483	0.0275604306068194	0.0421061051023142	0.0350728983400335	0.0561750207314459	0.0457750455081808	0.0557204387503046	0.0660187943485816	0.0248324420046788	0.0320926711234156	0.0259372270262899	0	0.0441102968681637	0.0296833206242339	0.0484569532853433	0.0404783176675921	0.0450041731580175	0.0368932161468319	0.0539786948907376	0.0323677565729156	0.040787089773562	0.0186716855099946	0.0342175856624918	0.0295138340063608	0.0262060881114024	0.0454027388378454	0.0331993932445474
HMEC_Root1_1	0.00988938054333212	0.0258197827656052	0.0120472536144152	0.016993813428749	0.0430294996099343	0.0399477963186035	0.0606635965935138	0.0105953811734125	0.0255946144269683	0.019385632542514	0.0118563818521823	0.0212623967288125	0.02792370706525	0.0199159004673952	0.0269633731118371	0.0376909770627075	0.0789877143009436	0.0508270236558369	0.0714429555230774	0.0272097739840417	0.0206912006554169	0.0105457989566142	0.00976711903259513	0.00907433385765416	0.00677242053048943	0.0302824533828025	0.00532787076282778	0.0089811942098163	0.0113112210869576	0.0174776776620646	0.00700731204200914	0.00926843906121622	0.00590722155654065	0.00685012166879754	0.0172216426097789	0.00574777288866216	0.0116106862075107	0.0128611859453844	0.00651861975807747	0.0148610798345288	0.0225613953621091	0.0229288346245015	0.0191483519402383	0.0318533066815096	0.0441102968681637	0	0.0229876849494413	0.0107688995890565	0.00570435064473958	0.00825085303864382	0.0105182990978802	0.0131205857412607	0.0224534319811182	0.00559683274173746	0.0277605936965333	0.0310006604111736	0.0195435564835082	0.0248551250563465	0.00529357204676079	0.0147368519759118
HMEC_Root1_2	0.0327115037165798	0.010552049090466	0.0254894312926264	0.00791633108033478	0.0240791430752629	0.0236908526652105	0.0614735145113675	0.0284317423242557	0.0115891778165307	0.0157521664845955	0.0158600036528236	0.0200399566380556	0.0133982120926204	0.0215476886369072	0.0455818355098937	0.0249079755019092	0.0630091673116827	0.0724620683005343	0.091201877248965	0.043988533893193	0.0149708634713557	0.0243036018016466	0.0169405336038759	0.0167086475653129	0.0190605034812718	0.0107771082097834	0.0261406459616449	0.0292591317656084	0.0192550125476455	0.0205390205830767	0.0211340913676261	0.0300181799713858	0.0245979045218194	0.0223905915915397	0.0148863954642993	0.0209854223802652	0.0210759073461144	0.0344582495724064	0.0208866554815022	0.0327488948820631	0.0420456314476077	0.00680175500832611	0.00769192851180464	0.0120771293364202	0.0296833206242339	0.0229876849494413	0	0.0216903413406495	0.0231300527293993	0.0218633255928248	0.0214015484647411	0.0290542181184386	0.0125667282664864	0.0195057456498826	0.0127117922789286	0.0242074627666933	0.0242552257923128	0.0101465256595641	0.0249579703650918	0.0135013008866901
