	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3E_1	HMEC_4_G2_3F_1	HMEC_4_G2_3F_2	HMEC_4_G2_3F_3	HMEC_4_G2_4A_1	HMEC_4_G2_4A_2	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4C_1	HMEC_4_G2_4C_3	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_4_G2_4D_3	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_1	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_1	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_5_9_3	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root1_3	HMEC_Root2_1	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_2	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_4_3
HMEC_4_G2_4A_1	0.0202178512534162	0.0211739259814174	0.0112958178811379	0.011579670770684	0.0381017935415388	0.0346634721703546	0.0643037430157783	0.0132462827291635	0.0176789993923348	0.014256729463906	0	0.0137837057714045	0.0257433159533907	0.0106408431003056	0.0302913883199296	0.037112279323469	0.0772651885650132	0.0577215355985195	0.0754333647748517	0.0283288902756655	0.0196757958514164	0.0118968534079259	0.00583577116985406	0.0106082575481148	0.00576356744326872	0.025752944457855	0.0129639311598837	0.0147822027454796	0.0140587188979917	0.0101074164603579	0.0108293209486473	0.0157776098796263	0.0142117171849219	0.00872115437436778	0.0162439103029295	0.00843523907297685	0.0152014766920312	0.0199019420376048	0.00773161817790894	0.0172860732277483	0.0270568809063486	0.0174160717447166	0.0112881825327083	0.0230981720149841	0.0415605443046962	0.0118563818521823	0.0158600036528236	0.00932020794891688	0.0148204696351936	0.0101109887931665	0.0179908611891172	0.0135500109502824	0.0147511319657128	0.00912415112710696	0.0245770764511346	0.0242155638710021	0.0247661825206421	0.0176026328912445	0.012250565973746	0.0125239965690785
HMEC_4_G2_4A_2	0.0271584048615437	0.0197173002927525	0.0135486862265064	0.0163288729371749	0.0352316795546596	0.0283870926331196	0.0669578678291082	0.022625359617392	0.0130075612400382	0.0115301350196508	0.0137837057714045	0	0.0284503296268079	0.0102223798879081	0.0353920158452966	0.0408118093025626	0.0795030846168696	0.0644355389725263	0.0779198733729633	0.0336027212609466	0.0202949543296377	0.0142301771856313	0.0128740206947135	0.0207730083676929	0.0156288037027224	0.0289169363157182	0.0209323428038416	0.0230836920672835	0.0169695368246521	0.00997919841441738	0.0159952445724868	0.0250116136720079	0.0201012081315118	0.0195017027266545	0.016634111535107	0.0161918282027426	0.0179095124734911	0.027775767566262	0.0197028016721318	0.0249930832335158	0.0342789276215395	0.0180639941131999	0.0127414072813955	0.0206870104452668	0.0385657064173834	0.0212623967288125	0.0200399566380556	0.0219584322291265	0.0220588766131114	0.0173124753716089	0.0255138041679731	0.0220991647034015	0.0098336677197304	0.0164172965444987	0.0244967655353477	0.0113586593393741	0.0268467016067524	0.0141854399863383	0.0207810337109611	0.0145431026549234
HMEC_4_G2_4A_3	0.0367920856638491	0.010146065545545	0.0329429362853634	0.0146660907607189	0.0175948516173043	0.0203207860288428	0.0530913161690072	0.0362070609035027	0.0194912711646895	0.0230349647987709	0.0257433159533907	0.0284503296268079	0	0.0327601599425048	0.0538780765703323	0.0128384647310692	0.0528014766102412	0.0783281465491749	0.0988564554980293	0.0532474679676267	0.0119389084767093	0.0301024309421373	0.0249377249330866	0.0212414708126689	0.0267361510957097	0.00673692171112683	0.0315643201115378	0.0356396981617003	0.0211858765786186	0.0291244158824125	0.0257789100851187	0.0363491879826863	0.0280517211215376	0.0294530557729726	0.0152364670661962	0.0271398527785996	0.0226465956544418	0.0406646713091222	0.0287513430655413	0.0405828071488273	0.0498554012690132	0.0108094213667388	0.0176353727931098	0.0182918986914507	0.0196666095855443	0.02792370706525	0.0133982120926204	0.0307653915573472	0.0255034993482634	0.0290733029320096	0.0209918187461106	0.0379809729393403	0.0209366879161792	0.0252255874297735	0.006188010549994	0.0298188002465701	0.0189983859770624	0.0161055766907013	0.0302839701857351	0.0184187900304636
HMEC_4_G2_4B_1	0.0255066283125888	0.0255371716703991	0.0126785934426723	0.019168063856803	0.0415726755672422	0.0361989438667284	0.0726314144224161	0.0180133757012654	0.0179042142599945	0.0143638815773588	0.0106408431003056	0.0102223798879081	0.0327601599425048	0	0.0290980687850431	0.0450661924636512	0.0841754239374924	0.0592333485547476	0.073033088748812	0.0267233577104226	0.0263924240677307	0.0158630966520145	0.0118613186797507	0.0209614544681268	0.0133955748798436	0.0320868614148698	0.0195993486040414	0.0201614394615478	0.0211809026701403	0.0117789366443504	0.0177017055817428	0.0215193916218874	0.0212521125591551	0.0169699284691122	0.0225402412008581	0.0158787544979745	0.0222139978875773	0.0239582115384034	0.0156322488123138	0.0203163973728198	0.0279708282814312	0.0226686832515199	0.0153184111403504	0.0251687056576536	0.0461764204548372	0.0199159004673952	0.0215476886369072	0.0159171557688018	0.0231839085066128	0.0144467182532295	0.0271236952398932	0.0156860020417094	0.0147620287816793	0.0162391993173234	0.0299273060941977	0.0203086852933909	0.0320602426508395	0.020254689106466	0.019715963107498	0.0175725129831743
HMEC_4_G2_4B_2	0.0213554890648145	0.0495112961967722	0.0240325967900686	0.0409923411516297	0.0670912193483586	0.0620303411591517	0.082393347600395	0.0197223381062757	0.0447987070000593	0.0370824297850194	0.0302913883199296	0.0353920158452966	0.0538780765703323	0.0290980687850431	0	0.0644063792718167	0.105470764721976	0.0314320200944362	0.0468213261147667	0.00761373663247905	0.0460684047003748	0.0273904298472207	0.0297097801461017	0.0346402945300604	0.0273865001395638	0.055095009250269	0.0242838396352758	0.0206567910880101	0.0357759076067725	0.0325568210655285	0.029907907996769	0.0201300317065179	0.0287360395131947	0.0263475664134169	0.0418212261567413	0.0277775761147127	0.035538794830105	0.0159188991335995	0.025728910309232	0.0171720412817694	0.00628922566574297	0.046619206359577	0.0401996582404394	0.0526431093664497	0.0692571604727168	0.0269633731118371	0.0455818355098937	0.0254191369176939	0.0313149831675945	0.0253380225089387	0.0368872357115401	0.0170818753979777	0.0410593647573498	0.0289308249913748	0.0526005737068233	0.0454886746736339	0.0445596142995143	0.0462918762346287	0.0259246881111195	0.0372295687890537
HMEC_4_G2_4B_3	0.0459255942076554	0.0224135047500363	0.0442379892899734	0.0262439232187114	0.0207069201966301	0.0275763354684146	0.0470953029708155	0.0461911490449722	0.0320108601545065	0.0357733861206735	0.037112279323469	0.0408118093025626	0.0128384647310692	0.0450661924636512	0.0644063792718167	0	0.0414578081672397	0.0862340832181519	0.10856832523972	0.0637989512160907	0.0222782711163862	0.0409020541658078	0.036717739999425	0.0305358111248194	0.0378612420290423	0.0152445971294972	0.0413197573121422	0.0453131886560162	0.0314246760431955	0.040278252436756	0.036311236086981	0.0457395481589887	0.0376912524804464	0.0393720889780228	0.0263772136267801	0.0377395892544683	0.0324114865077774	0.0501435531293242	0.0392061229955096	0.0504574512981595	0.0598100544615262	0.023287138483124	0.0301774286558426	0.0282062816854671	0.0193406442843112	0.0376909770627075	0.0249079755019092	0.0410778818634353	0.0345679846943435	0.040391276106193	0.0290197783215741	0.0486435971588492	0.0336873976589939	0.036204780602919	0.0179804437422779	0.0416276478851918	0.0260750525439459	0.0281554522699269	0.0398598722277534	0.0306729999536902
HMEC_4_G2_4C_1	0.0871473491613324	0.060434948474526	0.0850339384036244	0.0662782830309176	0.0471588087401223	0.0569716128766682	0.0621904955253628	0.0869585330725692	0.0689455544769617	0.0748979142042257	0.0772651885650132	0.0795030846168696	0.0528014766102412	0.0841754239374924	0.105470764721976	0.0414578081672397	0	0.126077957582193	0.149287937226552	0.1044413183154	0.0624302091680766	0.081748182387923	0.0774750059830846	0.0714148733228575	0.0788359110541058	0.0523701160331451	0.0825006050687254	0.0863186804923871	0.072429985443401	0.0795394533508356	0.0774873038494293	0.0866835326366671	0.0789488583057173	0.0801432158315	0.0668039225964277	0.0788573330953522	0.0732906252315304	0.0912349916375164	0.0800352470599388	0.0911044494547031	0.100734207741614	0.0621122530620992	0.069220663930805	0.0618697080911621	0.045205316430441	0.0789877143009436	0.0630091673116827	0.081309919475119	0.0758535407909553	0.0814161359586854	0.0702243045329285	0.089371238161368	0.0717618299507151	0.0774630639675403	0.0562644463953461	0.0772715834447266	0.0661104131796353	0.0655426588369442	0.0809351592358615	0.071109993863962
HMEC_4_G2_4C_3	0.0425124990810488	0.0762611936285087	0.0514275901220653	0.0670001952616712	0.0935677404351734	0.089411975889252	0.0923709567539708	0.0447690847828347	0.0737560674511277	0.0660715490503631	0.0577215355985195	0.0644355389725263	0.0783281465491749	0.0592333485547476	0.0314320200944362	0.0862340832181519	0.126077957582193	0	0.0306525793047922	0.0341411870503854	0.07048965033411	0.0530618083702308	0.0573728338011269	0.058021168658428	0.0541934229745752	0.0804668046415108	0.0479656312763278	0.044272460011933	0.0599127942726439	0.0595132884584609	0.0548275683037042	0.043024870672744	0.0518368751655678	0.0509068405286771	0.0669651191491451	0.0532304322499593	0.0590008357056921	0.0386231950988299	0.0517205588322077	0.0414820400679136	0.0320406492266688	0.0733144560036345	0.0681720938616037	0.0803998408859655	0.0936939900128294	0.0508270236558369	0.0724620683005343	0.0516661082013014	0.0535620505818395	0.052854692884357	0.0582614700179421	0.0447973140700209	0.070053670072634	0.0549136896346674	0.0784394916188593	0.0745072541378261	0.065849155325326	0.0740090676311201	0.0492561527423777	0.064282413770145
HMEC_4_G2_4D_1	0.0634866983273855	0.0942306353707568	0.0671902567265434	0.0857525339126007	0.111504552071121	0.105254578230232	0.113407489965961	0.0636238452254729	0.0894608219178348	0.0822394744122299	0.0754333647748517	0.0779198733729633	0.0988564554980293	0.073033088748812	0.0468213261147667	0.10856832523972	0.149287937226552	0.0306525793047922	0	0.0479423796649628	0.0894668408834337	0.069819369288593	0.0752120040347448	0.0786810359136023	0.0728025916034802	0.100570462275205	0.0675503252191862	0.0636472342275545	0.0787731358905766	0.0744484967268565	0.0734139928826531	0.0632691654802302	0.071453812249516	0.0702864328035935	0.0854198053907949	0.0718966117407673	0.0778252296937531	0.058797482478345	0.071443515705236	0.0593741476034749	0.05098626394319	0.0915504722396561	0.0854838195495832	0.0965638558590543	0.112150338306159	0.0714429555230774	0.091201877248965	0.0714268393191863	0.0743502257555256	0.0713647584102117	0.0803425923712411	0.0624823846649505	0.085672518349528	0.0739879159690764	0.0975121831609623	0.0863580507213275	0.08646060537048	0.0904378777501457	0.0690073321500741	0.0825559535077348
HMEC_4_G2_4D_2	0.0234113823454969	0.0486412939301728	0.0227555740849579	0.0394814427380226	0.0659464388359158	0.0609859906675077	0.0809210640119699	0.0178536280347073	0.0435362187852832	0.0370631707694537	0.0283288902756655	0.0336027212609466	0.0532474679676267	0.0267233577104226	0.00761373663247905	0.0637989512160907	0.1044413183154	0.0341411870503854	0.0479423796649628	0	0.0453734606664606	0.0263938871866908	0.0291151758691638	0.0334745496523512	0.0266652856638028	0.0538615711975176	0.0238911034292046	0.0197246308158821	0.0354940759422005	0.0294598220254615	0.0295044923583167	0.0194435648441221	0.0289201899213544	0.0246749763445614	0.0412836306652241	0.0269420965774591	0.0352163912684543	0.016559063867261	0.0250125586601583	0.0143916451577404	0.00962776294985964	0.0453908203113286	0.0388465635263308	0.0501387885529447	0.0684486689163884	0.0272097739840417	0.043988533893193	0.024359905776404	0.0316330666446539	0.025969843504197	0.0375893104148873	0.0153839324384407	0.0399296400189509	0.0290242883069447	0.052067867319381	0.0440786446234777	0.0455010106877141	0.0446288267408016	0.0251466334984805	0.0373134651358874
HMEC_4_G2_4D_3	0.0285818729191362	0.00959965141095327	0.023563750459442	0.00990017917370978	0.0240283181939805	0.0214797272767824	0.050957867307969	0.0286084596296163	0.0167284033301993	0.0179902939753252	0.0196757958514164	0.0202949543296377	0.0119389084767093	0.0263924240677307	0.0460684047003748	0.0222782711163862	0.0624302091680766	0.07048965033411	0.0894668408834337	0.0453734606664606	0	0.0200100837972348	0.0180184364437469	0.0151199221040503	0.0196987536594556	0.0163072119430458	0.0230141927341265	0.0273098784729889	0.0108910174813152	0.0203687891235625	0.0163781768070936	0.0285546855393221	0.0187991476585901	0.0220248085104927	0.0046251560852713	0.0186197785607462	0.0120038938753528	0.032601086769781	0.0228444197396593	0.032395015324491	0.0425938671281759	0.00940098498850006	0.013872629622596	0.0188090262711444	0.023624754082086	0.0206912006554169	0.0149708634713557	0.0261985763008567	0.0172499090011349	0.0224959595414819	0.0152018458501676	0.0308717621365366	0.0163113583392691	0.017620123282754	0.0104958522423521	0.0229678303702385	0.0117459056265313	0.0123176660418949	0.0218392109876215	0.0125536920145064
HMEC_5_1_1	0.014272249449127	0.0250064826743975	0.00475462340415707	0.0173305971998003	0.0421328484804223	0.0369344785132814	0.0606823240508687	0.0122431326064829	0.0230312122703879	0.0178607022151661	0.0118968534079259	0.0142301771856313	0.0301024309421373	0.0158630966520145	0.0273904298472207	0.0409020541658078	0.081748182387923	0.0530618083702308	0.069819369288593	0.0263938871866908	0.0200100837972348	0	0.0100569331889984	0.0136089664760334	0.00912335989648421	0.0323684366423073	0.00793774620999955	0.0106002209745405	0.0101552932061346	0.0103728003910369	0.00548099938242965	0.0127874488004233	0.00755172629661969	0.00954373835600125	0.0159067878257279	0.00583386627101002	0.00976705019099822	0.015588456843961	0.0123744182816808	0.0145071880080673	0.0249235314275507	0.0225742886634463	0.0183123893569468	0.0294195140335975	0.0428955452682584	0.0105457989566142	0.0243036018016466	0.0164345590890764	0.0109478064626839	0.0116070926834665	0.017099709457151	0.014290761548922	0.0195016461091425	0.00885724789463991	0.0282917853792452	0.0239631339174999	0.0212984584860272	0.022022558785805	0.0080861000488316	0.0154222166461883
HMEC_5_1_2	0.0176918774573686	0.0199067669214504	0.00997942590334126	0.012098769243266	0.0374885504070962	0.033381982794662	0.0645454167550518	0.0143275020261157	0.0168143231625753	0.0106538381222807	0.00583577116985406	0.0128740206947135	0.0249377249330866	0.0118613186797507	0.0297097801461017	0.036717739999425	0.0774750059830846	0.0573728338011269	0.0752120040347448	0.0291151758691638	0.0180184364437469	0.0100569331889984	0	0.0112147630367222	0.00386328768821958	0.0260982824497521	0.0117996453742503	0.0146831960355102	0.0111979300606461	0.0123583610790679	0.00805619880515198	0.0158149760608129	0.0115454103930077	0.0101185867440172	0.0138904850170646	0.00691587021194031	0.0125976238655257	0.0191691653852873	0.00788592055597709	0.018476567688833	0.0266757784627525	0.0169810259768243	0.0110838235299133	0.0245607906153421	0.0403533860649451	0.00976711903259513	0.0169405336038759	0.0108966851518235	0.0123248023409905	0.00603067489231301	0.0154116210151672	0.014370036435711	0.0133858372353109	0.00493608944972775	0.0231149460992768	0.0226728827660937	0.0212946389825994	0.017429381686088	0.0116530968251624	0.00850140198094777
