	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3E_1	HMEC_4_G2_3E_3	HMEC_4_G2_3G_2	HMEC_4_G2_3G_3	HMEC_4_G2_4A_1	HMEC_4_G2_4A_2	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4C_3	HMEC_4_G2_4D_1	HMEC_4_G2_4D_3	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_2	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_1	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_1	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_5_9_3	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root2_1	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_2	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_4_3	HMEC_STAT_G2_3B_1	HMEC_STAT_G2_3B_2	HMEC_STAT_G2_3B_3	HMEC_STAT_G2_3C_1	HMEC_STAT_G2_3C_2	HMEC_STAT_G2_3C_3
HMEC_5_1_3	0.00478453917684914	0.00786967750163107	0.00351380655803574	0.00561207600820244	0.00138748468730073	0.0100921278438439	0.0213311456341535	0.0048974296202117	0.038173827065817	0.00208258471696172	0.00031661247464982	0.00112539864274695	0.00408919561470141	0.0059385831442139	0.0137320729203533	0.0135755380098742	0.0117084317520571	0.0375820156251966	0.00629095792179348	0.000650673140794789	0	0.00394021268813561	0.0150714253726259	0.0108671339863992	0.00440464282987472	0.000740888391452625	0.000890599682004298	0.000278524510357098	0.00110016833793076	0.00081649887620064	0.00913539984393913	0.00237719419708374	0.0171258984024269	0.00231101694575811	0.00163527981235113	0.00305062744247863	0.0101916629341047	0.000361054780775657	0.00744584146239432	0.00378481824908069	0.00281781869278725	0.00405594094605015	0.00277035661887654	0.000564181218566885	0.00644676895061637	0.00524659692249097	0.00239118809063534	0.00082618506938513	0.00558367957960161	0.00543361484235664	0.000704344843949977	0.00745373943847072	0.00425324942226591	0.000259785718761368	0.00353581367894244	0.00735725535116148	0.00480384886228258	0.00382160390455118	0.0185945373608074	0.0262906615166196	0.158229631757904	0.0020274602438406	0.00467949143794007	0.0311876887092287
HMEC_5_2_1	0.00872469116326672	0.00392950947918126	0.00745398118561233	0.00167187688820041	0.00532768664604277	0.00615200472933766	0.0173914651647087	0.00883757936652538	0.034235474615238	0.00185763357600508	0.00425682320759076	0.00281481863714532	0.00802936057583651	0.00199838761456787	0.00979205386809981	0.00963551370493729	0.00776835017795772	0.0336436031499465	0.00235076661138287	0.00459088149479839	0.00394021268813561	0	0.0111314541135021	0.00692702985838371	0.000464433101906311	0.00319932773321293	0.00304961694342972	0.00366168965672543	0.00504037297852507	0.00475670592875825	0.0130754384154143	0.00631738507584414	0.0131860103562279	0.00625120865455213	0.00230493833786469	0.000889589175323589	0.014131665558198	0.00430126521607926	0.0113859306893275	0.00772498844433555	0.00675800371939489	0.000115728937339344	0.00116986076291097	0.00450439021956838	0.01038688417672	0.00130639414774676	0.00154902996284418	0.00311403134861608	0.00952381490482721	0.00149341388969988	0.00323587114868555	0.00351356458542175	0.000313038660880544	0.00368042835590751	0.000404401079184597	0.00341707898466506	0.000863642176201764	0.00776177348164702	0.0146547161304401	0.0302297041618375	0.154322947649609	0.00596765536428184	0.000739283754924949	0.0272486895084819
HMEC_5_2_2	0.0198554392842428	0.00720205924527896	0.0185848710954877	0.00945964134436879	0.0164587840165876	0.00497957331399179	0.00626044921837726	0.0199683142456396	0.0231071810860147	0.0129889896956386	0.0153880109711381	0.0139461132456325	0.0191601879362601	0.00913314048305608	0.00133945321407223	0.00149599862639463	0.00336320954807442	0.0225151761429919	0.00878077115982994	0.0157220420714905	0.0150714253726259	0.0111314541135021	0	0.0042045420352734	0.0106670411087348	0.0143305955191478	0.0141808953169568	0.0147929235839268	0.0161714955269072	0.0158878526695379	0.0242055997554108	0.0174483905168403	0.00205466548387942	0.01738222049405	0.0134362666462813	0.0120209998792794	0.0252616607016958	0.0154324494156488	0.022516338556699	0.0188558492336134	0.0178889656373877	0.0110157303486852	0.0123012564513808	0.0156355579231837	0.0215174266610688	0.00982511201287709	0.0126804043154906	0.0142453051892551	0.0206544670190126	0.00963809858408331	0.0143671363223546	0.00761799794756602	0.0108184291917758	0.0148116608739118	0.0115358362599875	0.00771448191148363	0.0102678479034014	0.0188926302715061	0.00352347007596185	0.0413560039274683	0.14327708113435	0.0170986942118083	0.0103922015205628	0.0161189953436023
HMEC_5_2_3	0.0156513739544862	0.00299755012475184	0.0143807387785151	0.00525517518264239	0.0122545508583724	0.000775037156813081	0.0104648919717256	0.0157642551106403	0.0273107734428268	0.00878462210511095	0.0111837323462059	0.00974177901311867	0.0149560853272324	0.00492866714056122	0.00286509465644269	0.00270854957052096	0.000841336793716431	0.0267188126756519	0.0045762904351705	0.011517777248114	0.0108671339863992	0.00692702985838371	0.0042045420352734	0	0.00646260434928867	0.0101262754847099	0.00997656970001036	0.0105886212284311	0.0119672498205615	0.0116835948257431	0.0200018020277851	0.0132442025461521	0.00625918799408445	0.0131780294068858	0.00923191429179781	0.00781660143138696	0.0210579369024788	0.0112281726068705	0.0183124298663805	0.0146517307806918	0.0136847987643496	0.00681130291553368	0.0080968666398679	0.0114312894932336	0.017313456568747	0.00562065427768059	0.00847602657372401	0.0100409819657359	0.0164504463978758	0.00543363648566448	0.0101628176610978	0.00341349556679772	0.00661399643546729	0.0106073592488737	0.00733142343417746	0.00350998116985815	0.0060634009265252	0.0146885137180609	0.00772797079820726	0.037153845534483	0.14745075934244	0.0128944899253324	0.00618775767392431	0.0203230430170638
HMEC_5_3_1	0.00918911055629185	0.00346507869025115	0.00791840420173367	0.00120744412965075	0.00579211448085929	0.00568757756436512	0.0169270817380253	0.0093019984107348	0.0337712351138029	0.00232206594296291	0.00472125288105907	0.00327925016553866	0.0084937820204067	0.00153395503393501	0.00932763623550389	0.00917109557075734	0.00730392669548397	0.0331793570154275	0.00188633426345378	0.00505531063691659	0.00440464282987472	0.000464433101906311	0.0106670411087348	0.00646260434928867	0	0.00366375883660358	0.00351404821830964	0.00412612018204855	0.00550480134525935	0.00522113479291276	0.0135398411732832	0.00678181086123518	0.0127216056176334	0.00671563458745538	0.00276937035189335	0.00135402207203316	0.014596063286085	0.0047656948210845	0.0118503406864322	0.00818941073447852	0.00722242848402002	0.000348704171372878	0.00163429353910684	0.0049688195029475	0.0108512979885273	0.000841961233116545	0.00201346253334061	0.00357846255067653	0.00998823173383646	0.00102898104920284	0.00370030220906532	0.00304913330381085	0.000151394449386368	0.00414485885625568	0.00086883412117704	0.00295264759709834	0.000399209133083994	0.00822619567128585	0.0141903181652853	0.0306939766718456	0.153862354867204	0.00643208191234309	0.000274850687572526	0.0267843789977232
HMEC_5_3_2	0.00552542032701054	0.00712880437218793	0.00425469085734266	0.00487119506261379	0.00212837227139484	0.00935126509639303	0.0205903759107522	0.00563831044760661	0.0374333216853192	0.00134169708797937	0.00105750077452051	0.000384510369335442	0.00483007859819128	0.00519770315849797	0.012991232912998	0.0128346968784048	0.0109675782246539	0.0368414984451901	0.00555007903672611	0.00139156128474811	0.000740888391452625	0.00319932773321293	0.0143305955191478	0.0101262754847099	0.00366375883660358	0	0.000149711327189829	0.000462363916246372	0.00184105617574404	0.00155738692008008	0.00987626346172002	0.00311808056088395	0.0163850859856986	0.00305190340793822	0.000894391820039605	0.00230974097278119	0.0109325207132546	0.00110194306357323	0.00818671313216126	0.00452570195129525	0.00355870434048814	0.00331505621980477	0.00202946976108061	0.00130506940867309	0.00718764463802192	0.00450571497096578	0.00165030077590238	8.52966970568158e-05	0.00632455829376115	0.0046927333965578	3.65435539782746e-05	0.00671286466193968	0.00351236510265486	0.000481102706830915	0.00279492798210358	0.00661638020592581	0.00406296578915678	0.00456248752262343	0.0178537387868904	0.027031352800083	0.15749518080157	0.0027683471002373	0.00393860806892791	0.0304470556575753
HMEC_5_3_3	0.00567512991924894	0.0069790957789006	0.00440440114838026	0.0047214850008562	0.0022780833306488	0.00920155849182991	0.0204406875519176	0.00578801996906727	0.0372836859180663	0.00119198584909734	0.00120721203110129	0.000234799047302275	0.00497978859504625	0.00504799327464196	0.0128415307247669	0.0126849944707163	0.0108178734038104	0.0366918603225026	0.00540036935799344	0.00154127249335321	0.000890599682004298	0.00304961694342972	0.0141808953169568	0.00997656970001036	0.00351404821830964	0.000149711327189829	0	0.000612075227504159	0.00199076730033859	0.00170709810032983	0.0100259692974313	0.00326779132493801	0.0162353892061227	0.00320161419510624	0.000744680529775225	0.00216002992065129	0.0110822253172932	0.00125165431445876	0.00833642067794169	0.00467541210835434	0.00370841493818535	0.00316534547057775	0.00187975864429606	0.00145478063084969	0.00733735304472907	0.0043560047239116	0.00150058958537477	6.44146298935045e-05	0.00647426735446894	0.00454302324247572	0.000186254881106213	0.00656315575627921	0.00336265442585381	0.000630814017137254	0.00264521706226179	0.00646667123048969	0.00391325533719726	0.00471219766086239	0.0177040447324637	0.0271810229707277	0.15734676283686	0.00291805798102874	0.0037888975632665	0.0302973944331965
HMEC_5_4_1	0.0050630611921419	0.00759115910234768	0.00379232969686627	0.00533355456340818	0.00166600896003706	0.00981361345297926	0.0210526667470834	0.00517595151952334	0.037895448350255	0.00180406059213236	0.000595136965597753	0.000846874230230767	0.0043677182861914	0.00566006207575937	0.0134535672509456	0.0132970319104538	0.0114299209040118	0.0373036324458985	0.00601243728384507	0.000929197589019469	0.000278524510357098	0.00366168965672543	0.0147929235839268	0.0105886212284311	0.00412612018204855	0.000462363916246372	0.000612075227504159	0	0.00137869269237192	0.00109502329471989	0.009413915474742	0.00265571805806883	0.0168474032662098	0.00258954084058357	0.00135675552967706	0.00277210379940225	0.010470176420105	0.000639579267559063	0.00772436004002744	0.00406334117633049	0.00309634230547914	0.00377741800610997	0.00249183281658892	0.00084270568001868	0.00672528899118846	0.00496807508217556	0.00211266409854056	0.000547660605438725	0.0058622007170615	0.00515509320104193	0.000425820364425244	0.00717522040025143	0.0039747266445483	1.87387921211075e-05	0.00325729034941048	0.00707873616975213	0.00452532657931932	0.00410012680189859	0.0183160474981857	0.0265691131742897	0.157953534524919	0.00230598427340223	0.00440096903781971	0.0309092616680332
HMEC_5_4_2	0.00368437801634196	0.00896981729605206	0.00241364167081292	0.00671222909577642	0.000287316511745373	0.0111922505615255	0.0224311218291488	0.0037972688546332	0.0392733981984404	0.00318275036628294	0.000783555964157164	0.00222556596418832	0.00298903225144858	0.00703873456251018	0.014832159152333	0.0146756260279329	0.012808539571436	0.0386816047185066	0.00739110744239109	0.000449495316120382	0.00110016833793076	0.00504037297852507	0.0161714955269072	0.0119672498205615	0.00550480134525935	0.00184105617574404	0.00199076730033859	0.00137869269237192	0	0.000283669555996148	0.00803526146715347	0.00127702709349679	0.0182259411309607	0.00121084974562209	0.00273544633536578	0.00415079064695014	0.00909153243824717	0.000739113665479145	0.00634569239113097	0.00268465404593593	0.00171765232338938	0.00515610081042782	0.00387052060909029	0.000535987242331419	0.00534661465988607	0.00634675177688477	0.00349135304287315	0.00192635276125706	0.00448352143925887	0.00653376880609795	0.00180451266583644	0.008553881989448	0.00535340853535736	0.00135995391327232	0.00463597537323304	0.00845739852174173	0.00590400571300438	0.00272143979889822	0.0196945584379184	0.0251907662459271	0.159320127151259	0.000927292670273751	0.00577964882100459	0.0322874546152011
HMEC_5_4_3	0.0039680460366423	0.00868615586703029	0.00269731054333266	0.00642856404619412	0.000570986049974875	0.0109085937256031	0.0221475037328687	0.00408093678275342	0.0389898859781818	0.0028990817758823	0.000499886449426437	0.00194189686083679	0.00327270078026359	0.00675506997125121	0.014548512035032	0.0143919784367228	0.0125248867150668	0.0383980878169733	0.00710744337056354	0.000165825767937324	0.00081649887620064	0.00475670592875825	0.0158878526695379	0.0116835948257431	0.00522113479291276	0.00155738692008008	0.00170709810032983	0.00109502329471989	0.000283669555996148	0	0.00831892398491641	0.00156069644023867	0.0179423055205684	0.00149451911165561	0.00245177748143168	0.00386712276973741	0.00937519301426915	0.000455444144856838	0.00662935752189713	0.00296832276524046	0.00200132151854518	0.00487243388040184	0.00358685250531052	0.000252317700579013	0.00563028105102056	0.00606308624047145	0.00320768465863147	0.00164268353674706	0.00476718874919467	0.00625010351533697	0.00152084339736014	0.00827021981410112	0.0050697418159498	0.00107628451072547	0.00435230792691682	0.00817373617840099	0.00562033962399244	0.00300510849623505	0.0194109285355712	0.0254743675456629	0.159038964798589	0.00121096210833032	0.00549598258411722	0.0320038915802833
HMEC_5_5_1	0.00435093137048712	0.0170046260679529	0.00562166032712167	0.0147471964089264	0.00774795159723517	0.0192268741301443	0.0304643697251381	0.00423804072219457	0.0473032314472254	0.0112179055238023	0.00881879682832204	0.0102607593993006	0.00504627428632587	0.0150736807953066	0.022866417226081	0.0227099014036341	0.0208430103536839	0.0467115851318546	0.0154260302227064	0.00848474540959011	0.00913539984393913	0.0130754384154143	0.0242055997554108	0.0200018020277851	0.0135398411732832	0.00987626346172002	0.0100259692974313	0.009413915474742	0.00803526146715347	0.00831892398491641	0	0.00675826013673073	0.0262597892038772	0.00682443638778683	0.0107706200545619	0.0121859015887402	0.00105629976964701	0.00877435579570745	0.00168960117607825	0.00535065033633508	0.00631764154515837	0.0131911599847753	0.0119056449211179	0.00857123500984672	0.00268868982105405	0.0143817419439134	0.0115264947053864	0.00996155705024412	0.00355178765291277	0.0145687473766807	0.00983972122271656	0.0165887222150999	0.0133884568507514	0.0093951772969352	0.0126710620744053	0.0164922458989299	0.013939022514302	0.00531386487323228	0.027728208467705	0.01715681367265	0.167280573996737	0.00710798846850997	0.0138146728959136	0.0403188993533582
HMEC_5_5_2	0.00240735512030827	0.010246801194867	0.00113661587461586	0.00798923095692112	0.000989710716427377	0.0124692121461526	0.0237079007450079	0.00252024629034862	0.040549688127881	0.00445977076807164	0.00206058229540705	0.0035025893808359	0.0017120075787115	0.00831573411976197	0.016109074305478	0.0159525434297244	0.0140854820505977	0.0399579161550651	0.00866810440161113	0.00172652204304964	0.00237719419708374	0.00631738507584414	0.0174483905168403	0.0132442025461521	0.00678181086123518	0.00311808056088395	0.00326779132493801	0.00265571805806883	0.00127702709349679	0.00156069644023867	0.00675826013673073	0	0.0195028019845984	6.61773861156892e-05	0.00401246825317701	0.00542780712480503	0.00781453907098149	0.00201614005548048	0.00506868054221961	0.00140762873982122	0.000440625587556147	0.00643311228338376	0.00514753831342996	0.00181301387705044	0.00406959787319715	0.00762375609881279	0.00476837228921037	0.00320337694362309	0.0032065011524068	0.00781077188440736	0.00308153713586354	0.00983086955442746	0.00663041891497346	0.00263697931437543	0.0059129895538138	0.00973438691415888	0.00718101284887986	0.00144441456471758	0.0209713925146762	0.0239140278835182	0.160585754372807	0.000349734576461597	0.00705665671427605	0.0335639784187288
HMEC_5_5_3	0.021909779659853	0.00925667520097345	0.0206392500966293	0.0115142258261256	0.0185132221561103	0.00703421280143007	0.00420580318109502	0.0220226510707817	0.0210528724815633	0.0150435096269218	0.0174424762961037	0.0160006124343847	0.0212145497524483	0.0111877299895654	0.00339411532929723	0.00355066017407215	0.00541786151819853	0.0204608486927645	0.0108353659096604	0.0177764991024257	0.0171258984024269	0.0131860103562279	0.00205466548387942	0.00625918799408445	0.0127216056176334	0.0163850859856986	0.0162353892061227	0.0168474032662098	0.0182259411309607	0.0179423055205684	0.0262597892038772	0.0195028019845984	0	0.0194366337916281	0.015490777056542	0.0140755393820401	0.0273158091328493	0.017486913646954	0.0245705900549033	0.0209102202033377	0.0199433647521126	0.0130702886815595	0.0143557904330794	0.0176900171177606	0.0235717127934528	0.0118796906802171	0.0147349306394522	0.016299797609967	0.0227087818429488	0.0116926802517653	0.0164216259483267	0.00967260867855734	0.0128729910417492	0.0168661401122993	0.0135903850406001	0.00976909139350441	0.0123224192582671	0.0209470001424728	0.00146880841879401	0.0434093130467202	0.141236853642305	0.01915311527447	0.0124467707685211	0.0140644966239437
HMEC_5_6_1	0.00247353235991309	0.0101806263513274	0.0012027932268759	0.00792305511562105	0.000923533353082664	0.0124030385248321	0.0236417369225959	0.00258642351616578	0.0404835501424048	0.00439359386135941	0.00199440501028124	0.00343641228946777	0.00177818488974013	0.00824955840753599	0.0160429031981373	0.0158863722012285	0.014019309467247	0.0398917770376436	0.00860192883447491	0.00166034472753859	0.00231101694575811	0.00625120865455213	0.01738222049405	0.0131780294068858	0.00671563458745538	0.00305190340793822	0.00320161419510624	0.00258954084058357	0.00121084974562209	0.00149451911165561	0.00682443638778683	6.61773861156892e-05	0.0194366337916281	0	0.00394629125462142	0.00536163045012666	0.00788071494070519	0.00194996276602336	0.00513485728828609	0.00147380607473932	0.000506802967863754	0.00636693589786429	0.0050813615668741	0.0017468365688584	0.00413577484552889	0.00755758011916298	0.00470219545149634	0.00313719980373214	0.00327267828050578	0.0077445959747467	0.0030153599774579	0.00976469450858508	0.00656424259195517	0.0025708020945467	0.00584681301255982	0.00966821182256356	0.00711483671028663	0.00151059189686564	0.0209052257527881	0.0239801910152269	0.160520172324231	0.000283557193117661	0.00699048053275112	0.0334978281077399
HMEC_5_6_2	0.00641980042837693	0.00623442713533669	0.00514907544495479	0.00397680960649744	0.00302276196997648	0.00845689919546314	0.0196961162583208	0.00653269009850058	0.0365393721067104	0.00044730546541277	0.00195189191432703	0.000509881515233463	0.00572446128733679	0.00430331868518356	0.0120968925035181	0.0119403551962063	0.0100732225835826	0.0359475349391469	0.00465569570227447	0.00228595205624745	0.00163527981235113	0.00230493833786469	0.0134362666462813	0.00923191429179781	0.00276937035189335	0.000894391820039605	0.000744680529775225	0.00135675552967706	0.00273544633536578	0.00245177748143168	0.0107706200545619	0.00401246825317701	0.015490777056542	0.00394629125462142	0	0.00141535022813712	0.0118268696889802	0.00199633415862804	0.00908108035529011	0.00542008567211049	0.00445309093085486	0.0024206670381207	0.00113507869897592	0.00219946028261139	0.00808201724936717	0.00361132849740334	0.000755909366379049	0.000809095145607299	0.00721893502388211	0.00379834743270129	0.000930935363525641	0.00581848566082554	0.00261797630555436	0.00137549430887352	0.00190053790899027	0.00572200081168654	0.00316857820015494	0.00545687112204308	0.0169594457783848	0.0279254921266235	0.156608478470821	0.00366273557556825	0.00304422018966508	0.0295529556994533
HMEC_5_6_3	0.00783512439347766	0.004819092488975	0.00656440803704007	0.00256146466753871	0.00443810520649	0.00704157981624922	0.0182809515138926	0.00794801321504302	0.0351246778715711	0.000968044987919473	0.00336723871909397	0.00192523123242266	0.00713979018341106	0.00288797490893444	0.0106816090893502	0.0105250699560753	0.00865791749765439	0.0345328193714297	0.00324035330459562	0.00370129787656296	0.00305062744247863	0.000889589175323589	0.0120209998792794	0.00781660143138696	0.00135402207203316	0.00230974097278119	0.00216002992065129	0.00277210379940225	0.00415079064695014	0.00386712276973741	0.0121859015887402	0.00542780712480503	0.0140755393820401	0.00536163045012666	0.00141535022813712	0	0.0132421379000751	0.00341168083913332	0.0104963807420352	0.00683541656668886	0.00586842752899382	0.00100531807459654	0.000280271694769731	0.00361480636900009	0.00949732736359876	0.00219598238777999	0.000659441121108733	0.00222444443692105	0.00863425269342905	0.00238300190482798	0.00234628445454685	0.00440314872259297	0.00120262771339265	0.00279084253811544	0.00048518816017741	0.00430666336731997	0.00175323085770002	0.00687220178024656	0.0155442315341755	0.029340409258628	0.155205115250474	0.00507807610682316	0.00162887253749501	0.0281380318497149
HMEC_5_7_2	0.00540722184518824	0.0180608053985823	0.00667794527616087	0.0158034046647067	0.0088042244709936	0.0202830211592447	0.0315202957361279	0.00529433162647914	0.0483586486179759	0.0122741511155885	0.00987506228318417	0.0113170134523546	0.00610256189434871	0.0161298851106477	0.0239225031858027	0.0237659901976608	0.0218991315142442	0.0477670237488615	0.0164822301931906	0.00954101327478622	0.0101916629341047	0.014131665558198	0.0252616607016958	0.0210579369024788	0.014596063286085	0.0109325207132546	0.0110822253172932	0.010470176420105	0.00909153243824717	0.00937519301426915	0.00105629976964701	0.00781453907098149	0.0273158091328493	0.00788071494070519	0.0118268696889802	0.0132421379000751	0	0.00983062157624673	0.00274589910977166	0.00640693657011956	0.0073739229311627	0.0142473858897771	0.0129618839940946	0.00962750225933785	0.00374498560855974	0.015437954512885	0.0125827374175666	0.0110178136021827	0.00460808095316275	0.0156249577514447	0.0108959787722618	0.0176449071696975	0.014444680621539	0.0104514383884743	0.0137272934611101	0.0175484321390984	0.0149952401702445	0.00637015127697513	0.0287841971149326	0.0161006245199723	0.168326463324194	0.00816426534862588	0.014870891953429	0.0413745531929655
HMEC_5_7_3	0.00442348722285713	0.00823072369025162	0.00315275325581666	0.0059731263370305	0.00102643009637643	0.0104531686470541	0.0216921394571253	0.00453637780694763	0.0385346896067059	0.00244363882058885	4.44423079804734e-05	0.00148645320087296	0.00372814286933203	0.00629963295738185	0.0140931021079692	0.0139365677682301	0.0120694678250527	0.037942884002555	0.00665200714687068	0.000289618385143315	0.000361054780775657	0.00430126521607926	0.0154324494156488	0.0112281726068705	0.0047656948210845	0.00110194306357323	0.00125165431445876	0.000639579267559063	0.000739113665479145	0.000455444144856838	0.00877435579570745	0.00201614005548048	0.017486913646954	0.00194996276602336	0.00199633415862804	0.00341168083913332	0.00983062157624673	0	0.0070847937380076	0.00342376519805372	0.00245676483557961	0.00441699334559885	0.00313141024579659	0.000203126452541899	0.00608571941488931	0.00560764779514076	0.00275224199598509	0.00118723971949398	0.00522262869550392	0.00579466544114925	0.00106539952473675	0.00781478649077929	0.0046143015946965	0.000620840478146391	0.00389686662780352	0.0077183025973144	0.00516490034647684	0.0034605508891638	0.018955545644196	0.0259296989386272	0.158587527056213	0.00166640591356109	0.00504054308460972	0.0315486144869296
HMEC_5_8_1	0.00266133749998542	0.0153151879978954	0.00393207308681554	0.0130577159905685	0.00605837997700037	0.0175374838715905	0.0287753135228376	0.00254844636072737	0.0456149601059845	0.0095283715139328	0.00712923521435276	0.00857121351795137	0.00335668379278029	0.013384206113003	0.0211771183385923	0.0210205982538969	0.0191536586695199	0.0450232805038624	0.0137365618784683	0.00679518052058797	0.00744584146239432	0.0113859306893275	0.022516338556699	0.0183124298663805	0.0118503406864322	0.00818671313216126	0.00833642067794169	0.00772436004002744	0.00634569239113097	0.00662935752189713	0.00168960117607825	0.00506868054221961	0.0245705900549033	0.00513485728828609	0.00908108035529011	0.0104963807420352	0.00274589910977166	0.0070847937380076	0	0.00366106151200673	0.00462805879460796	0.0115016540376165	0.0102161201438102	0.00688167095544165	0.000999090341432687	0.0126922552609173	0.00983696476556549	0.00827200769156026	0.00186219065185105	0.0128792638787291	0.00815017047998303	0.0148992758711258	0.0116989539747593	0.00770562166091134	0.0109815482622739	0.014802797666092	0.0122495284632065	0.00362427584102842	0.0260390568120795	0.0188462081072493	0.165607346197409	0.00541841155195809	0.012125176818876	0.0386302614774091
HMEC_5_8_2	0.000999727637812517	0.0116543679831299	0.000271013025863106	0.00939682070297673	0.00239733821904842	0.0138767512295676	0.0251152227740337	0.00111261901555425	0.0419564477094029	0.00586738588994093	0.00346820731105546	0.00491020916545423	0.000304379111064646	0.00972332086948131	0.0175165571195217	0.0173600289412	0.015492997814417	0.0413647002650878	0.0100756877946024	0.00313414796249725	0.00378481824908069	0.00772498844433555	0.0188558492336134	0.0146517307806918	0.00818941073447852	0.00452570195129525	0.00467541210835434	0.00406334117633049	0.00268465404593593	0.00296832276524046	0.00535065033633508	0.00140762873982122	0.0209102202033377	0.00147380607473932	0.00542008567211049	0.00683541656668886	0.00640693657011956	0.00342376519805372	0.00366106151200673	0	0.000967003374483814	0.00784071480172815	0.00655514949945813	0.0032206395735955	0.00266197479844919	0.00903134906872712	0.00617598570558397	0.00461099799104843	0.00179887542744379	0.00921836322182978	0.00448915867091402	0.0112384409656666	0.00803801995201838	0.00404460249799233	0.00732059578451765	0.01114195937242	0.00858860954001596	3.67858541168903e-05	0.0223787791666884	0.0225066839646672	0.161980601308833	0.00175736299573912	0.00846425441428468	0.0349710055054643
HMEC_5_8_3	0.00196673030654059	0.0106874090082957	0.000695990416189685	0.00842984560029086	0.0014303360731097	0.0129098116380223	0.0241484340652129	0.00207962155945184	0.0409900480332878	0.00490039279736852	0.0025012070427731	0.0039432127185033	0.0012713823466983	0.0087563478767619	0.0165496567578699	0.0163931267017875	0.0145260744978839	0.0403982836458213	0.00910871716350857	0.00216714702060612	0.00281781869278725	0.00675800371939489	0.0178889656373877	0.0136847987643496	0.00722242848402002	0.00355870434048814	0.00370841493818535	0.00309634230547914	0.00171765232338938	0.00200132151854518	0.00631764154515837	0.000440625587556147	0.0199433647521126	0.000506802967863754	0.00445309093085486	0.00586842752899382	0.0073739229311627	0.00245676483557961	0.00462805879460796	0.000967003374483814	0	0.00687373067909795	0.00558815921931853	0.00225363879841561	0.0036289747017288	0.00806437169363385	0.00520899383338463	0.00364400062930598	0.00276587701500753	0.008251386997752	0.00352216095495825	0.0102714787493035	0.00707103687815972	0.00307760357931129	0.00635360902944619	0.0101749964215468	0.00762162953861939	0.00100378921386993	0.0214119456324503	0.0234734952266589	0.16102240328772	0.000790360119026003	0.00749727370020784	0.0340044209644887
HMEC_5_9_1	0.00884041681353489	0.00381378117638737	0.00756970771990979	0.0015561480611649	0.00544341434963577	0.00603627736241024	0.0172757488627318	0.00895330493154455	0.0341197944253057	0.00197336235758993	0.00437255135350794	0.00293054722393151	0.00814508672704206	0.00188265883676922	0.00967632893030826	0.00951978863983715	0.00765262375255045	0.0335279212984587	0.00223503789676433	0.00470660951326874	0.00405594094605015	0.000115728937339344	0.0110157303486852	0.00681130291553368	0.000348704171372878	0.00331505621980477	0.00316534547057775	0.00377741800610997	0.00515610081042782	0.00487243388040184	0.0131911599847753	0.00643311228338376	0.0130702886815595	0.00636693589786429	0.0024206670381207	0.00100531807459654	0.0142473858897771	0.00441699334559885	0.0115016540376165	0.00784071480172815	0.00687373067909795	0	0.00128558963625833	0.00462011827194572	0.0105026084608034	0.001190665276485	0.00166475879064613	0.00322975985851462	0.00963953992798175	0.00137768503965821	0.00335159962509027	0.00339783615368659	0.000197309726191733	0.00379615669934255	0.000520130007387574	0.00330135052513353	0.000747913266300722	0.00787749981453714	0.0145389961652978	0.0303453935286567	0.154208177856403	0.00608338275669886	0.000623554837285107	0.0271329915213602
