	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3E_1	HMEC_4_G2_3E_2	HMEC_4_G2_3E_3	HMEC_4_G2_3G_2	HMEC_4_G2_3G_3	HMEC_4_G2_4A_1	HMEC_4_G2_4A_2	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4C_2	HMEC_4_G2_4C_3	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_4_G2_4D_3	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_2	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_1	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_5_9_3	HMEC_Root1_2	HMEC_Root1_3	HMEC_Root2_1	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_2	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_4_3	HMEC_STAT_G2_3B_1	HMEC_STAT_G2_3B_2
HMEC_4_G2_4D_2	0.00621266855053729	0.00873606225041063	0.00920726723856667	0.00739454150205731	0.0111394164861335	0.00991249149841725	0.0262388662695908	0.0160165411068232	0.0179642461717774	0.0144925629538473	0.0346106729544778	0.00760621123505488	0.0203871137857214	0.0143041202680257	0.00704731283298591	0.00184422299414428	0.00797350568496197	0.00798548019142349	0.067580018869285	0.0118016351950952	0	0.0194090735222553	0.00529227710606846	0.0158022327685733	0.0114008003828926	0.00467291657293632	0.00331651740633619	0.0126384086181748	0.00790154711870845	0.0278032069287278	0.00941286883002483	0.00659233344000377	0.00574381174387403	0.00608071436502688	0.0177195695818452	0.0322861783143452	0.0126595757062818	0.00787257324687459	0.0103307391326404	0.00210916523760448	0.0126848991712966	0.015509600203402	0.0266794900076486	0.0203041865696711	0.0193169914837278	0.0128504940210434	0.000684111916064822	0.0107307526660447	0.00568293841264729	0.00781594163315896	0.0118166173732472	0.0103996227909952	0.00162824072221535	0.00981157926875124	0.00969621755390811	0.023157016182986	0.0105524199795462	0.0116169083632765	0.0153397927799259	0.0492935050177836
HMEC_4_G2_4D_3	0.0151708095853698	0.0281288828210016	0.0174978555150595	0.0252411806185351	0.0293529025358418	0.0259709629747558	0.00980751570628468	0.0351378213968168	0.0244067205659049	0.0338459270259516	0.0212379741118246	0.0152673795512417	0.0010375933624262	0.0126222997885069	0.0259992250021094	0.0203416859685707	0.0133488238453138	0.011664216419645	0.0532487180950435	0.00821496383819213	0.0194090735222553	0	0.0238886579463859	0.0328854256487395	0.0294772839624584	0.0190449249322173	0.0174818982257748	0.0307062884722434	0.0168912233117707	0.0462580076451653	0.0220624773214926	0.0219602044240771	0.0217250326208788	0.0217363645888061	0.0371173454856006	0.0516304866701155	0.0319404633895006	0.0246323893105329	0.0279120493189529	0.019156947179127	0.0293843620316517	0.0142908068343959	0.00741228218178357	0.010221473726942	0.0086846762460244	0.0322523837942086	0.0189944641535161	0.0273119304020542	0.0232091305982991	0.0203912895369996	0.0162972809907642	0.0290725489346445	0.0198776080501374	0.029169092990785	0.0290987330002917	0.0419862752149714	0.027576498236708	0.027500443713459	0.0270169896579014	0.0324265294203173
HMEC_5_1_1	0.0114986806855771	0.00511568677116302	0.0140961618446443	0.00228047615492032	0.00585838207526958	0.0054262879581388	0.0313091967887896	0.0133007835154264	0.0220067572046884	0.0111653763087835	0.0398941472163484	0.0128421224436311	0.0248135453688938	0.0195841825070275	0.00216888030791534	0.00372041268401789	0.01108575203391	0.0129697197967542	0.0728610508205363	0.0158465202235698	0.00529227710606846	0.0238886579463859	0	0.0105535235976771	0.00611039416805785	0.00540173438168347	0.00641645440676709	0.00735234164880472	0.00903958126162328	0.022674493383894	0.00729993564918023	0.00423162473623667	0.00358961343143556	0.00391237346346449	0.0139002280914382	0.0278989283157253	0.00978781143402817	0.00345680850604436	0.00510534406908448	0.00696647605867128	0.00760336121949824	0.0170052678784691	0.0312709478125622	0.0229840241412746	0.0222948523957763	0.0092211591567976	0.00595348876646051	0.00584319788307228	0.00777067672666778	0.0119390686396962	0.0168692712953663	0.00926683442330721	0.0060842396409689	0.00695498212532605	0.00610662512361106	0.018172243814583	0.00549483200870581	0.00694258783880122	0.0181945264974054	0.05446292463167
HMEC_5_1_2	0.0220106437485132	0.0104548567474259	0.0245742986317342	0.00841758562498876	0.00507619250430448	0.00691882312582781	0.0411627031273159	0.0150775615089986	0.0317973489047752	0.0124567886884738	0.0502727767510528	0.0233886116314337	0.0337002948675851	0.0301009041633394	0.00935440151291714	0.0140818216838843	0.0195412581019198	0.0230047070002487	0.0832831641949659	0.0246791627933505	0.0158022327685733	0.0328854256487395	0.0105535235976771	0	0.00470088517121432	0.0140070636486047	0.016007227699838	0.00373607336685748	0.0161349637507063	0.0138167937753546	0.0112400053019228	0.0109637704018295	0.0113253019070607	0.0112444034965999	0.0125442844189457	0.0219021738437817	0.0128653310178432	0.00841797248011068	0.00547257473972343	0.0175131491762981	0.00350319829329681	0.0223782496768365	0.0402626795766363	0.0293632623287042	0.0291787408091647	0.0109291070490053	0.0164766945259337	0.00558638845688016	0.0173478747471632	0.0221162070878424	0.0273919822839991	0.0154589864813886	0.0166200397716585	0.011942192045677	0.0104932617965353	0.0106548204540058	0.00543393508712929	0.00548870336626901	0.0270549336595737	0.0644428375708199
HMEC_5_1_3	0.017598759063926	0.00599774598778717	0.0199486818271878	0.00426677221933358	0.000412357743203648	0.00461711995501455	0.0372821564546494	0.0122236441671772	0.0271094906582552	0.00957354271699136	0.0459995397685516	0.0189073575516999	0.0303542073953916	0.0256738678856667	0.00467523339122932	0.00979200878982308	0.0162519249718486	0.0189687555316497	0.078951810195521	0.0212954374676515	0.0114008003828926	0.0294772839624584	0.00611039416805785	0.00470088517121432	0	0.0104454291890622	0.0121260874498033	0.00125574495830936	0.0133020865696111	0.016804219672586	0.00923474007044187	0.00773765694357285	0.00779943445659707	0.00784859392845814	0.0109047330306324	0.0231541678132707	0.00933644317468194	0.00500504260562058	0.00176999991802702	0.0129779271606006	0.00310840794255486	0.0205293562972857	0.0368851005443567	0.0271952725627553	0.0267747011595042	0.00767653240588504	0.0120571231587444	0.00340632040525483	0.0126502207998129	0.0174251043466251	0.0227960535850035	0.0112197998128648	0.0120698514222341	0.00774018641656694	0.00625795452174678	0.0126176185104011	0.00267270776346798	0.00441809836230459	0.0224767939004497	0.0604895133956943
HMEC_5_2_2	0.00938541548632987	0.0104382838774768	0.0132358668805136	0.00625152469657895	0.0103397281894713	0.00720774851993173	0.0271707965811431	0.0185393135697701	0.0224129667589023	0.0165200397997779	0.0366065612470472	0.0110017726776208	0.0199144796935355	0.0170741447850582	0.00754969784053747	0.00345399218029421	0.0058390860446516	0.00921282514410723	0.0696831381690207	0.0108518564780688	0.00467291657293632	0.0190449249322173	0.00540173438168347	0.0140070636486047	0.0104454291890622	0	0.00235090000672165	0.0116679920586161	0.0037849384445744	0.0272267723503621	0.00503712695729305	0.00310791200584108	0.00269527468155636	0.00276702192379223	0.019300424387281	0.0331440474920291	0.0150255003336454	0.00561994779946885	0.00887252245138276	0.00668145014453	0.0105430045523355	0.0118049778948941	0.0264546387242049	0.0175875914255785	0.0168984019119567	0.0146041684255567	0.0051434349383055	0.00843781523549775	0.0101199515006602	0.0123811906542147	0.0154978323890438	0.0137833207680493	0.00629943479323922	0.0121224588578621	0.011447262956847	0.0230232464579592	0.00860109232568707	0.00889045983276074	0.0200121846163998	0.0504737403173232
HMEC_5_2_3	0.00705328467175745	0.0110109105013179	0.0110095453199626	0.0078595725478969	0.0119621441370794	0.0093656983660667	0.0252029063927587	0.018803880261437	0.0203263644104421	0.0170300167611389	0.0344004498159372	0.00867746669082431	0.0184012885691213	0.0147345786424777	0.00855354597170764	0.00312357261407387	0.0049342879905643	0.00701848119412115	0.0674776037749753	0.00944054359427667	0.00331651740633619	0.0174818982257748	0.00641645440676709	0.016007227699838	0.0121260874498033	0.00235090000672165	0	0.013376350489428	0.00466317777157135	0.0289111423754607	0.00734409703027049	0.00534360899181989	0.00475438205445794	0.00492920822261128	0.0200530023345201	0.034284210253687	0.0153452796878795	0.00759697540931493	0.0106919995613105	0.00495136531058604	0.0126041120291889	0.0122021289376576	0.0248750060325703	0.0172411291743467	0.0163562879209266	0.0152289287473413	0.00352565361238522	0.010508139318761	0.00899521948834876	0.0104650561551051	0.0131853376078001	0.0135030432727006	0.00483981318778308	0.0124308022149061	0.012020898780497	0.0245306458684509	0.0105737528037902	0.0110803644987674	0.0183296404131181	0.048474111201856
HMEC_5_3_2	0.0188289266985455	0.00672611414546602	0.0211079194719814	0.00551756380923553	0.00150437037153617	0.00551591676876608	0.0385365013629863	0.0121666111562541	0.0280969954770674	0.00949805125735855	0.0472393456980816	0.020122620347922	0.0315783104042475	0.0268970524290838	0.00582348800093343	0.0110428278056169	0.0174586364845927	0.0202242514847386	0.0801795087844892	0.0225177379695698	0.0126384086181748	0.0307062884722434	0.00735234164880472	0.00373607336685748	0.00125574495830936	0.0116679920586161	0.013376350489428	0	0.0144407641510463	0.0155669607503445	0.010192161079999	0.00890191644719606	0.00900662304240521	0.009038801785788	0.0104273378752418	0.0221278079019773	0.00953361917799146	0.00616502841779482	0.00285802898960839	0.0141843499159059	0.00320292609555991	0.021530754947627	0.0381137946282147	0.0282649688993657	0.0278806396030715	0.00772549159747052	0.0132911408360269	0.00418042446654417	0.0136746799657516	0.0185169217986385	0.023969600726734	0.0118057597030516	0.0132727491624596	0.00828868915930325	0.00681936157521711	0.0114503358114132	0.00354900545226353	0.00496247535158595	0.02332029834224	0.0617429291000473
HMEC_5_3_3	0.0108457723616958	0.0141398837105631	0.015127974571858	0.00941609725241157	0.013280706139266	0.00925151279658094	0.0257594179822914	0.0222847591949171	0.0246332872454649	0.0202033010426343	0.0359198085914773	0.0124560117292257	0.017654114054078	0.0175485112884636	0.011122536281392	0.00710377648260201	0.00381001725156592	0.00919579337312847	0.0688986575887757	0.0087907104962975	0.00790154711870845	0.0168912233117707	0.00903958126162328	0.0161349637507063	0.0133020865696111	0.0037849384445744	0.00466317777157135	0.0144407641510463	0	0.0297905870352466	0.00519171995342176	0.00558044823576406	0.00572245042196682	0.0055592409503533	0.022862882989228	0.0363614555652244	0.0187682073250223	0.00829842943740065	0.0115835475675516	0.00961189561180272	0.0126462326871054	0.00802352521704248	0.0242108041319738	0.0140474019304709	0.0135076169048925	0.0182548109922744	0.00818002819426855	0.0106425507661313	0.0135666303434742	0.0150200723765485	0.0169153146645528	0.0175534517227877	0.00947947967699106	0.0158776891607302	0.0151398230228078	0.0258870139311113	0.0110328787574167	0.0106751307467202	0.022964297163092	0.0490073902112544
HMEC_5_4_1	0.0338021936869593	0.0197860896446174	0.0352736026891849	0.0210632726688853	0.016952837707411	0.0205523135755955	0.0539633355085189	0.0180455154794337	0.0402758646216446	0.016790869956109	0.0621540725564534	0.0348998758194075	0.0471233788546016	0.0416732155307534	0.0207589120916657	0.026388486596376	0.0329854338526084	0.0356384177869698	0.0947870034746185	0.0380671806730631	0.0278032069287278	0.0462580076451653	0.022674493383894	0.0138167937753546	0.016804219672586	0.0272267723503621	0.0289111423754607	0.0155669607503445	0.0297905870352466	0	0.0250358130736042	0.0243762217146334	0.0245526875372091	0.0245598966275362	0.0138501992631412	0.0105941556482136	0.0186192287141108	0.0216637234882588	0.0183651694819097	0.029013090325231	0.0172065181175118	0.0361717806395295	0.0536597170649577	0.0431676957244349	0.0429749677131505	0.0169775985216812	0.0284055680421984	0.0191542677619984	0.0271237233294134	0.0321602530110921	0.0382065160203741	0.0225737950721332	0.0280996660386961	0.0199492464774527	0.0191206555248301	0.00504915464811899	0.0187796362210872	0.0192748828926014	0.0343988064284313	0.0770455263570135
HMEC_5_4_2	0.0143967268949776	0.0120174287041031	0.0182653223411079	0.00636747037704637	0.00933530207143329	0.00468086304062523	0.0309270491759407	0.0200817648313531	0.0273500983593819	0.0176725961325917	0.0409242720715941	0.0160209785039484	0.0228055547102287	0.0219065893783787	0.00877704255712275	0.0077756224210859	0.00894181533469771	0.0137570820137803	0.0739477367872069	0.0139818881005666	0.00941286883002483	0.0220624773214926	0.00729993564918023	0.0112400053019228	0.00923474007044187	0.00503712695729305	0.00734409703027049	0.010192161079999	0.00519171995342176	0.0250358130736042	0	0.00317874060941247	0.00402157911399854	0.00363716184616278	0.0197776318008056	0.0323106599994849	0.0166574913532796	0.00471610098450837	0.0074697789472873	0.0115105230036787	0.00784570823324858	0.0113510297937529	0.0293484061445928	0.0181983796952747	0.0179522435971391	0.0156471356881488	0.00998254619315251	0.006061920601177	0.0142681540474184	0.0172279237498682	0.0205255793660468	0.0165636058800985	0.010974325342601	0.0140137023710368	0.0128972614697491	0.0214506267176423	0.00664332914138396	0.00576279047187258	0.0245569806939722	0.0541863789285453
HMEC_5_4_3	0.0121746848998127	0.00919216750712583	0.0157190491454645	0.00390425786753383	0.00770392017597177	0.00410746807492903	0.0302507960358734	0.0173674804183032	0.0245332492504555	0.015085201613849	0.0397044560677964	0.0137487538199953	0.0227982089712864	0.0200432233606315	0.0059759363249695	0.00482378175774233	0.0086257970857304	0.0123095228529938	0.072776456420983	0.013746546773832	0.00659233344000377	0.0219602044240771	0.00423162473623667	0.0109637704018295	0.00773765694357285	0.00310791200584108	0.00534360899181989	0.00890191644719606	0.00558044823576406	0.0243762217146334	0.00317874060941247	0	0.000880208359202013	0.000513352749956192	0.0175023105501174	0.0307893166244417	0.0138822558554539	0.00273720268178547	0.00604787916011765	0.00869740537209035	0.00747653171708598	0.0131801533922722	0.0293574881980362	0.0195800283002004	0.0190838929231428	0.0130806285372471	0.00722231419716776	0.00537805162089217	0.0111289015395189	0.0143547217110239	0.0181741587951488	0.013479595359778	0.00806090495662682	0.0111235631899297	0.0101332821682348	0.0203467553016649	0.00561991529883395	0.00578262320853774	0.0214781800204301	0.0535554553088964
HMEC_5_5_2	0.0114366522583126	0.0086579492302308	0.0149018480942734	0.00371452558244339	0.00771929959531949	0.00461209949468467	0.0298441158132893	0.0168510158989369	0.0236680646167322	0.0146348920489393	0.0391521454842266	0.0129933067888247	0.0225857969340204	0.0193651800640578	0.00550000917689875	0.00395696519102379	0.00845388204666441	0.0117682438615131	0.0722218617060226	0.0135220095197533	0.00574381174387403	0.0217250326208788	0.00358961343143556	0.0113253019070607	0.00779943445659707	0.00269527468155636	0.00475438205445794	0.00900662304240521	0.00572245042196682	0.0245526875372091	0.00402157911399854	0.000880208359202013	0	0.000384593002161559	0.0171733861832666	0.0306923439687138	0.0133475536760775	0.00292488649571039	0.00618989441816666	0.00784374587026728	0.00787936182950821	0.0135358312214343	0.0291325926543115	0.0197687766241242	0.0192031840635594	0.0126495941940806	0.00638366066656053	0.00577551868636386	0.0102596832341302	0.0134861127621033	0.0173919978651586	0.0127636096716203	0.00719243533572115	0.0105395824331417	0.00962504236266193	0.0204075329129268	0.00590894137789838	0.00633134848668108	0.0205998570674594	0.0531387206888738
HMEC_5_5_3	0.011700378760727	0.00894871005072127	0.0152161026082522	0.00385747057012038	0.00778828416566667	0.00445448036847738	0.0299367204820849	0.0171384169804117	0.0240200339585765	0.014897422738086	0.039317281121801	0.0132677618027582	0.0225869541492033	0.0195956413665259	0.00576517607101341	0.00431048929137248	0.00843007183961739	0.0119242315331897	0.0723890178441067	0.0135260135870976	0.00608071436502688	0.0217363645888061	0.00391237346346449	0.0112444034965999	0.00784859392845814	0.00276702192379223	0.00492920822261128	0.009038801785788	0.0055592409503533	0.0245598966275362	0.00363716184616278	0.000513352749956192	0.000384593002161559	0	0.0173902008119818	0.0308178216306646	0.0136406658675778	0.00289849488270948	0.00620096553536999	0.00818509884043253	0.00777616038087771	0.0132984882199184	0.0291403103375833	0.0195981964204999	0.019060623192658	0.0129041692533007	0.0067127749938485	0.00567103053655893	0.010643456026893	0.0138414679646579	0.0176833785644788	0.0131171950958514	0.00754765054712456	0.0108491980211576	0.0099069171673229	0.0204646459068441	0.00585407938119413	0.00615682531339348	0.0209791857636878	0.0532373475842248
HMEC_5_6_1	0.0227609498280408	0.00905514378788772	0.0230915964519584	0.0136138010222301	0.0106755605950334	0.0154094596343929	0.0433451417695205	0.00419928645376828	0.026752478960265	0.00349954634913822	0.0501935369615913	0.0234695828043196	0.0380972546597905	0.0299236928009347	0.0117598346375566	0.0169726029060731	0.0249072343767418	0.0255771112391878	0.0822516228471027	0.0294017105312853	0.0177195695818452	0.0371173454856006	0.0139002280914382	0.0125442844189457	0.0109047330306324	0.019300424387281	0.0200530023345201	0.0104273378752418	0.022862882989228	0.0138501992631412	0.0197776318008056	0.0175023105501174	0.0171733861832666	0.0173902008119818	0	0.0148046210183667	0.00556414528913999	0.0151079542379707	0.0125236607257925	0.0181535895505346	0.0136254206705632	0.0306759553807835	0.0443447178664539	0.0368657037987688	0.0361858836673568	0.00487001269713895	0.0181367345001427	0.0143019626908952	0.0149630987311015	0.0197056789227153	0.0259564009461359	0.00943302592534313	0.0173458039572088	0.00801078754491392	0.00805673215942345	0.00895747269065537	0.0135456550037357	0.0152997354351657	0.0206977251803985	0.0657670187515531
HMEC_5_6_2	0.0375419415617391	0.0235566355567545	0.0378107909266547	0.026980154997694	0.0231265684145679	0.02763314125481	0.0581191694893873	0.0179797639080239	0.0404173287309555	0.0182843790423202	0.0648210080631258	0.0382660477999309	0.0525853594854382	0.044681077230781	0.0257420508404775	0.0313227237149065	0.0389456732393597	0.0402301606147449	0.0964806936595679	0.0437147329090323	0.0322861783143452	0.0516304866701155	0.0278989283157253	0.0219021738437817	0.0231541678132707	0.0331440474920291	0.034284210253687	0.0221278079019773	0.0363614555652244	0.0105941556482136	0.0323106599994849	0.0307893166244417	0.0306923439687138	0.0308178216306646	0.0148046210183667	0	0.0203397874336426	0.0281047572246063	0.0249179251822176	0.032888800007657	0.0247217062300721	0.0436432644337303	0.0589296697800769	0.0503188129073201	0.0498517016318297	0.0195621799859408	0.0327560799557494	0.0262656868679005	0.0297474900057982	0.0343866260642128	0.0406355531357204	0.0240550524414978	0.0320555516075786	0.0227751403771767	0.022615082823987	0.0113002139840887	0.0256736533374794	0.0268047665303402	0.0341188242592438	0.0804894333752174
HMEC_5_6_3	0.0173126332870573	0.00469256058241933	0.0175293548919217	0.0103013147463891	0.00896332513483757	0.0129863647627767	0.0378635274165584	0.00351790376384921	0.0216632292398334	0.00206462639458577	0.0446420964098544	0.0179533513607241	0.032938789300239	0.0243653871591285	0.00791676390770092	0.0122227262404447	0.0202768277038041	0.0203126094879117	0.0767903706183068	0.0244565949131529	0.0126595757062818	0.0319404633895006	0.00978781143402817	0.0128653310178432	0.00933644317468194	0.0150255003336454	0.0153452796878795	0.00953361917799146	0.0187682073250223	0.0186192287141108	0.0166574913532796	0.0138822558554539	0.0133475536760775	0.0136406658675778	0.00556414528913999	0.0203397874336426	0	0.0119999095095546	0.010422416491684	0.012823218711588	0.0124433403078869	0.0267702491125939	0.0390792282421478	0.0325098976361229	0.0316864261540407	0.00201129082208284	0.0129932654024871	0.0122727949687128	0.00941111569392292	0.0141518299931598	0.0203993829718445	0.00398698821202259	0.0120700403852155	0.00292056504685794	0.00376278876590033	0.0135720661596526	0.0115002237891781	0.0134969871535106	0.0158727267907463	0.0602188064779501
HMEC_5_7_2	0.0139363088669961	0.00742905001153036	0.0170418167962079	0.00171949911436026	0.00498771787033397	0.00206622827130497	0.0327536806926368	0.0153909366479112	0.0253243491251438	0.0129596972020486	0.0419491295487032	0.0154235396466182	0.0254844290674163	0.0219760066054376	0.00425015692577431	0.0060387320805778	0.0113265240429006	0.0146088634668586	0.0750029399199338	0.0164235745585027	0.00787257324687459	0.0246323893105329	0.00345680850604436	0.00841797248011068	0.00500504260562058	0.00561994779946885	0.00759697540931493	0.00616502841779482	0.00829842943740065	0.0216637234882588	0.00471610098450837	0.00273720268178547	0.00292488649571039	0.00289849488270948	0.0151079542379707	0.0281047572246063	0.0119999095095546	0	0.00331308263422415	0.00984378395940445	0.0050141717923842	0.0156942430510602	0.0320365782046157	0.0222392209980518	0.0217845989648265	0.0109336693674714	0.00855451213899063	0.00293765667751414	0.0112142546426896	0.0151806867737587	0.019688428331839	0.0122942995865435	0.00904666289157192	0.00945904257034354	0.00825558613830377	0.017610445245342	0.00298893503004577	0.00374543704163527	0.0216468831264071	0.0560391539570402
HMEC_5_7_3	0.0165388809415292	0.00649158876233856	0.019186969304861	0.00294798306811755	0.00187933309962934	0.00289552134514212	0.0358899945385635	0.0135225678308626	0.0267932925966229	0.0109185698105513	0.0448316444109836	0.0179229231793631	0.0287732996642419	0.0246299556418105	0.00426513719723714	0.00861390634700481	0.0146298301276539	0.0176336356329697	0.0778383379277106	0.0197108976512361	0.0103307391326404	0.0279120493189529	0.00510534406908448	0.00547257473972343	0.00176999991802702	0.00887252245138276	0.0106919995613105	0.00285802898960839	0.0115835475675516	0.0183651694819097	0.0074697789472873	0.00604787916011765	0.00618989441816666	0.00620096553536999	0.0125236607257925	0.0249179251822176	0.010422416491684	0.00331308263422415	0	0.0120713146078011	0.00264799547303748	0.0187600199167544	0.0353186744172526	0.0254390246599177	0.0250346857038361	0.0089454080757995	0.0110061922724081	0.00186375888238369	0.0123377755310522	0.0168873417125477	0.0219727262787394	0.0117711586081547	0.0111886119894286	0.008432958749403	0.00699428713816742	0.0143080348957721	0.00108311750966756	0.00307674122724022	0.0224811271887232	0.0591417906046843
HMEC_5_8_1	0.00479863711639067	0.00946210375125059	0.00720063588423224	0.00918769628282702	0.0126807705689349	0.0119023792636319	0.0253205036276319	0.0159889732886161	0.0158560491374374	0.0147800040874899	0.0332026761951046	0.00595097051932444	0.0201660841237401	0.0127474622398484	0.00841262787575955	0.00390441529567921	0.00898396319673	0.00750007132158623	0.0660709382778313	0.0120529412267156	0.00210916523760448	0.019156947179127	0.00696647605867128	0.0175131491762981	0.0129779271606006	0.00668145014453	0.00495136531058604	0.0141843499159059	0.00961189561180272	0.029013090325231	0.0115105230036787	0.00869740537209035	0.00784374587026728	0.00818509884043253	0.0181535895505346	0.032888800007657	0.012823218711588	0.00984378395940445	0.0120713146078011	0	0.0145251773930419	0.016855451039311	0.0262646284053351	0.0211104367323223	0.0199995828375479	0.0133336898620623	0.00154019658139452	0.0126370491280239	0.00448184490690439	0.00572165604148225	0.00991244702256439	0.00999767525832669	0.000919350221491396	0.0101438452513104	0.0103328888600094	0.0242433397748478	0.0123958385927213	0.013584526687153	0.0133983498611879	0.0481658023760507
HMEC_5_8_2	0.0188488973828901	0.00893484625055426	0.0216912405644622	0.00534137519885671	0.00349249251085409	0.00341571187480471	0.0377088691675006	0.0152704786380513	0.0294294246237276	0.012607643760353	0.0469571823621513	0.0202885437336123	0.0301990435784804	0.0269214370917957	0.00691288886240285	0.0108993035204254	0.016039239364503	0.0196195711281163	0.0799991896304802	0.0211780931612963	0.0126848991712966	0.0293843620316517	0.00760336121949824	0.00350319829329681	0.00310840794255486	0.0105430045523355	0.0126041120291889	0.00320292609555991	0.0126462326871054	0.0172065181175118	0.00784570823324858	0.00747653171708598	0.00787936182950821	0.00777616038087771	0.0136254206705632	0.0247217062300721	0.0124433403078869	0.0050141717923842	0.00264799547303748	0.0145251773930419	0	0.019119441903595	0.036762247496847	0.0260345238410852	0.0257914977607931	0.0107534244360187	0.0133678664075194	0.00210546333201756	0.0149821919697319	0.0194857494571162	0.0244356254326473	0.014211001054107	0.0136644083797206	0.0107769077093361	0.00930168414979454	0.0136728937730774	0.00213318371914426	0.00210843007277044	0.0251182295989499	0.0610013247653238
HMEC_5_8_3	0.0163540396393373	0.022119029034497	0.0206713717090518	0.0170789657255436	0.0205924536048625	0.0160296999361657	0.0240870675336418	0.0302861571443088	0.0301201250753476	0.0281519484747418	0.0353628962362656	0.0177035351353565	0.0146427023316786	0.0205811403484376	0.019028022281523	0.0150227293137928	0.00804601041489739	0.0130884206168961	0.0675002553042486	0.00892836810710731	0.015509600203402	0.0142908068343959	0.0170052678784691	0.0223782496768365	0.0205293562972857	0.0118049778948941	0.0122021289376576	0.021530754947627	0.00802352521704248	0.0361717806395295	0.0113510297937529	0.0131801533922722	0.0135358312214343	0.0132984882199184	0.0306759553807835	0.0436432644337303	0.0267702491125939	0.0156942430510602	0.0187600199167544	0.016855451039311	0.019119441903595	0	0.0205821772492144	0.00709909366634915	0.00730930371184282	0.0261782643138892	0.0156261153050516	0.0174114196023382	0.0211579155323911	0.0215752555611711	0.0215870162501879	0.0255301973730914	0.0169534943855745	0.0238903136397212	0.0231093746790154	0.032773771370597	0.017984994546561	0.0170122772415721	0.0296606160229951	0.0463704226831651
HMEC_5_9_1	0.021978626974555	0.0354103675254849	0.0235730351015489	0.0326486354344095	0.0367598415265698	0.0333487347834284	0.0066165208250543	0.0421860060555273	0.0288535167091652	0.0410229431952538	0.0174507191905928	0.0217859626721712	0.00656705902477005	0.0175020373185122	0.0333681290666609	0.0276919047705605	0.0207385997485785	0.018786846415007	0.0474443670473409	0.0156176188752914	0.0266794900076486	0.00741228218178357	0.0312709478125622	0.0402626795766363	0.0368851005443567	0.0264546387242049	0.0248750060325703	0.0381137946282147	0.0242108041319738	0.0536597170649577	0.0293484061445928	0.0293574881980362	0.0291325926543115	0.0291403103375833	0.0443447178664539	0.0589296697800769	0.0390792282421478	0.0320365782046157	0.0353186744172526	0.0262646284053351	0.036762247496847	0.0205821772492144	0	0.0147927224825162	0.0137139080738643	0.0394900126638223	0.0262292822421098	0.0346979005480638	0.0301078710405404	0.0267681147748294	0.0217774684130891	0.0360340363883907	0.0270326287886756	0.0363634309869477	0.0363660334926407	0.0493821865622247	0.0349740022625975	0.0348564531908594	0.0325312867852569	0.0258396437339359
HMEC_5_9_2	0.0190464735169325	0.0280033187446961	0.0228661742173444	0.0234535724994197	0.0272151207549448	0.022829524810139	0.0195721490950203	0.035997097154474	0.0315954743022948	0.0340830258857327	0.0311642941667621	0.019975004562025	0.0100937346982414	0.020508994355505	0.0251136374946431	0.0203344508719074	0.012343484540418	0.0151555404431336	0.0622142875607726	0.00978258455352862	0.0203041865696711	0.010221473726942	0.0229840241412746	0.0293632623287042	0.0271952725627553	0.0175875914255785	0.0172411291743467	0.0282649688993657	0.0140474019304709	0.0431676957244349	0.0181983796952747	0.0195800283002004	0.0197687766241242	0.0195981964204999	0.0368657037987688	0.0503188129073201	0.0325098976361229	0.0222392209980518	0.0254390246599177	0.0211104367323223	0.0260345238410852	0.00709909366634915	0.0147927224825162	0	0.00164381662045374	0.0321841057497713	0.0202156351921829	0.0242303467470211	0.0255903717574493	0.0247038688497866	0.0228751671559182	0.0306902252340644	0.0214701117834153	0.0295915722963805	0.0290155891665736	0.0396247844039878	0.0247485660364773	0.0239378524728419	0.0325158628676257	0.0405185748042817
