	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3F_2	HMEC_4_G2_3F_3	HMEC_4_G2_4B_1	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_3	HMEC_5_4_2	HMEC_5_5_1	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_8_3	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root1_3	HMEC_Root2_1	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_3
HMEC_5_5_1	0.0151627709999756	0.00156269358536528	0.00315008408330719	0.00632671783414649	0.00533506716989403	0.00319553332645099	0.000736568328460671	0.0194378501023788	0.00698569300082024	0.00176444810628018	0.00908633081979674	0.00495549931190493	0.00621695356308394	0.0108346464786275	0.00421798744431841	0.0144506741329826	0.00327476105157883	0.00290675360748533	0.00434983122842481	0.00416741308684911	0	0.0115573081955697	0.00317391172272014	0.0193557503124562	0.0014403101471828	0.00641568005265598	0.0167261373110852	0.0127871452411667	0.00402182858950907	0.00603538087885264	0.00197158642798651	0.00265510972305111	0.00483599776537946	0.00107017877444633	0.0122551297461144	0.0148057948100689	0.00351348352115498	0.00697794207876636	0.00570031747642857	0.0147253220277858	0.0170287680148902
HMEC_5_5_2	0.0267184541412836	0.00999467719329123	0.00840733022469863	0.00523072294141932	0.0168920141302741	0.00836188193044479	0.0108207718046667	0.00788115551737862	0.00457174313892285	0.00979292932531014	0.0206428869885025	0.00660193995757633	0.00534048764663042	0.000722693082774543	0.0073394447842147	0.00289353342434841	0.0148318745799428	0.0086506553386327	0.00720760257875799	0.0157244586301378	0.0115573081955697	0	0.0147310325298464	0.0309106576854614	0.0101170564368113	0.017972526027526	0.00516917543226338	0.00122990004212115	0.0155788856570139	0.00552206083712351	0.0135287877275108	0.0142122666849793	0.0163929882003812	0.0104871743927558	0.000697855808441178	0.00324867927881251	0.00804393791095623	0.00457949413570965	0.00585712448027119	0.00316820070262769	0.00547183304543885
HMEC_5_5_3	0.0119890598306125	0.00473659715574465	0.00632397386784137	0.0095005633781825	0.00216116815381664	0.00636942263463507	0.00391047687856065	0.0226112782371787	0.0101595265869731	0.00493835023219828	0.00591247832491825	0.00812936667629034	0.00939080100610232	0.0140083911410959	0.00739186483388621	0.0176243055771771	0.000100849693379407	0.00608064586522449	0.00752370691366989	0.000993505926464458	0.00317391172272014	0.0147310325298464	0	0.0161821843241897	0.00461421455010043	0.00324179125324137	0.019899682774898	0.0159608323409689	0.000847920624576742	0.00920923140503619	0.00120232790633445	0.000518803517319554	0.00166209490045737	0.00424408549452321	0.0154288333612862	0.0179794135852642	0.00668736936951209	0.0101517758111348	0.00887417350165328	0.0178989436981606	0.0202023011859854
HMEC_5_6_1	0.00419340807051915	0.020918223983456	0.0225053575447319	0.0256813756527769	0.0140211868288376	0.0225507989337131	0.0200922190685433	0.0387885368001978	0.0263402061681105	0.0211199477233574	0.0102700481659864	0.0243104394715997	0.0255716349106319	0.0301881985431242	0.0235730690378415	0.033803142529668	0.0160813437625787	0.0222620686481499	0.0237048880733517	0.0151887633695972	0.0193557503124562	0.0309106576854614	0.0161821843241897	0	0.0207958589507936	0.012940629370509	0.0360778340694361	0.0321401339120367	0.015334336913603	0.0253901007936282	0.0173843945691998	0.0167009390622776	0.0145202253341798	0.0204257820198225	0.0316082769888242	0.0341581473441104	0.0228686934079701	0.0263324569812942	0.0250551074008424	0.0340777009650045	0.0363803569268863
HMEC_5_6_2	0.0166029551785287	0.000122383533396831	0.00170977662686322	0.00488642312873682	0.00677535924715832	0.00175522598136232	0.000703742077698223	0.0179977146054725	0.00554540220245718	0.000324138244838729	0.0105265931363534	0.00351519786630987	0.00477665824900858	0.00939438716058014	0.00277768315002048	0.0130104578602819	0.00471506348125287	0.00146644558987529	0.00290952740350596	0.00560771155266887	0.0014403101471828	0.0101170564368113	0.00461421455010043	0.0207958589507936	0	0.00785596500181757	0.0152859548145137	0.0113469075450945	0.00546212775620088	0.00459508458432933	0.00341189321332272	0.00409541443560396	0.00627629274014341	0.000370131570504922	0.0108148857814257	0.0133655834683826	0.00207317701290742	0.00553765123193214	0.00426001945905384	0.0132851095576704	0.0155885903997533
HMEC_5_6_3	0.00874738684777127	0.00797834587331327	0.00956569704151908	0.0127422184289631	0.00108062572993096	0.00961114499354286	0.00715223664853127	0.0258524123785854	0.0134011646668924	0.00818009601743186	0.00267070486546275	0.01137105391399	0.0126324587889307	0.017249910616016	0.0106335676363493	0.0208656833268242	0.00314094191720958	0.00932237332210402	0.010765407023349	0.00224828784233696	0.00641568005265598	0.017972526027526	0.00324179125324137	0.012940629370509	0.00785596500181757	0	0.0231409562981762	0.0192022789352866	0.00239387291466674	0.0124508936478036	0.00444411314320428	0.0037605925736707	0.00157969931004824	0.00748584098598484	0.0186703006621685	0.0212207758339616	0.009929085898695	0.0133934140963353	0.0121158437801132	0.0211403094842787	0.0234435599720388
HMEC_5_7_2	0.0318861027181101	0.0151635811135789	0.013576301173605	0.0103998009166111	0.0220605219144913	0.0135308546655136	0.0159896372692664	0.00271201839041528	0.00974083878864383	0.0149618422656364	0.0258111077216729	0.0117709761685078	0.0105095625266706	0.00589186088610846	0.0125084557464187	0.00227565380655063	0.020000518549593	0.0138196165986171	0.0123766181976739	0.0208930454644086	0.0167261373110852	0.00516917543226338	0.019899682774898	0.0360778340694361	0.0152859548145137	0.0231409562981762	0	0.00393928407098256	0.0207474820045791	0.0106911305023742	0.0186975099795012	0.0193809486365102	0.0215615303697681	0.0156560556811072	0.00447132521460765	0.00192050733298686	0.0132129229346921	0.00974858958658269	0.0110261842124187	0.00200098608911441	0.000302660581164616
HMEC_5_8_3	0.0279480357074909	0.0112245294149463	0.00963719573027813	0.00646060857899161	0.0181217836694333	0.00959174778471636	0.012050616262892	0.00665127782407077	0.00580163187538747	0.0110227833545172	0.0218725945160834	0.00783181796029478	0.00657037273208292	0.00195259252339393	0.00856931801759639	0.00166363543423187	0.0160616730670835	0.00988051894735242	0.00843747669878269	0.0169542450199645	0.0127871452411667	0.00122990004212115	0.0159608323409689	0.0321401339120367	0.0113469075450945	0.0192022789352866	0.00393928407098256	0	0.0168086740662246	0.00675194498666894	0.0147586026546614	0.0154420731699102	0.0176227650840998	0.0117170220560959	0.000532044391886474	0.00201878203241903	0.00927380615539468	0.00580938283786964	0.00708700682897643	0.00193830327830591	0.00424194289850509
HMEC_Root1_1	0.0111411785937814	0.00558450999455141	0.00717188114454578	0.0103484550758309	0.00131324836517522	0.00721732973025712	0.00475839202576946	0.0234590429178436	0.0110074143101443	0.00578626244627753	0.00506456652368635	0.00897726582627023	0.0102386933409887	0.0148562505538466	0.00823976753511581	0.0184721304667109	0.000747070954030483	0.00692855409068413	0.00837160900350457	0.00014558534441689	0.00402182858950907	0.0155788856570139	0.000847920624576742	0.015334336913603	0.00546212775620088	0.00239387291466674	0.0207474820045791	0.0168086740662246	0	0.0100571247784864	0.00205024780507279	0.00136672393311162	0.000814174674449827	0.00509199975784977	0.0162766801278836	0.0188272346703668	0.00753527516445529	0.0109996635825387	0.00972206874075963	0.0187467656518591	0.0210500967739523
HMEC_Root1_2	0.0211974782745721	0.00447270192282479	0.00288531581763037	0.000291340812344943	0.0113703210241297	0.00283986654494274	0.00529882071987404	0.0134030141861384	0.000950326013326587	0.00427094854537984	0.0151214239030781	0.00107989276577792	0.000181575046063599	0.00479937439235552	0.00181740947720495	0.00841554765894783	0.00931007809755472	0.00312864630461443	0.00168556499425735	0.0102027049389568	0.00603538087885264	0.00552206083712351	0.00920923140503619	0.0253901007936282	0.00459508458432933	0.0124508936478036	0.0106911305023742	0.00675194498666894	0.0100571247784864	0	0.00800693425803603	0.00869044229404344	0.0108712685598564	0.00496521322653595	0.00621990833850763	0.00877068558542426	0.00252191590169022	0.000942574962724893	0.000335067399289197	0.00869020884808981	0.0109937787530981
HMEC_Root1_3	0.013191321626138	0.0035342762350432	0.00512165947551451	0.00829826835814746	0.00336349302492415	0.00516710846012756	0.00270815339170968	0.0214091521150284	0.00895723663881767	0.00373603002470448	0.00711478865931951	0.00692706226236611	0.00818850517641677	0.0128061380439585	0.00618955601554365	0.0164220983413788	0.00130317754421635	0.0048783303357967	0.00632139884940869	0.00219583292204424	0.00197158642798651	0.0135287877275108	0.00120232790633445	0.0173843945691998	0.00341189321332272	0.00444411314320428	0.0186975099795012	0.0147586026546614	0.00205024780507279	0.00800693425803603	0	0.000683524537008287	0.00286442081892248	0.00304176297541086	0.0142265969813569	0.0167772114405191	0.00548505676723425	0.00894948580120932	0.00767187399590039	0.0166967403905441	0.0190001332958728
HMEC_Root2_1	0.0125078362969536	0.00421779723585375	0.00580517696035494	0.00898177522083342	0.0026799706276006	0.00585062582671793	0.00339167574967978	0.0220925645714545	0.00964074069923459	0.00441955064490331	0.0064312749879075	0.00761057429670396	0.00887201248588319	0.0134896216281277	0.00687307046302901	0.0171055562980586	0.000619653198864362	0.00556184843711777	0.00700491288442533	0.00151230917318736	0.00265510972305111	0.0142122666849793	0.000518803517319554	0.0167009390622776	0.00409541443560396	0.0037605925736707	0.0193809486365102	0.0154420731699102	0.00136672393311162	0.00869044229404344	0.000683524537008287	0	0.00218089776468084	0.00372528482426685	0.0149100712365073	0.0174606665465959	0.00616857327915935	0.0096329898957831	0.00835538333162233	0.0173801961478184	0.0196835692014148
HMEC_Root2_2	0.0103270365036816	0.00639867456829419	0.00798603963154459	0.0111625971112275	0.000499073876327302	0.00803148802202171	0.0055725592042888	0.0242730568373534	0.0118215522196665	0.00660042632534552	0.00425039794094167	0.00979141566162359	0.0110528360398252	0.0156703594719512	0.00905392112692754	0.01928620453814	0.00156124529857115	0.00774271360303829	0.00918576194632208	0.000668589357440654	0.00483599776537946	0.0163929882003812	0.00166209490045737	0.0145202253341798	0.00627629274014341	0.00157969931004824	0.0215615303697681	0.0176227650840998	0.000814174674449827	0.0108712685598564	0.00286442081892248	0.00218089776468084	0	0.00590616593089001	0.0170907762362272	0.0196413049221327	0.00834943205790867	0.0118138015420065	0.0105362144709565	0.0195608367754172	0.021864141500409
