	HMEC_4_1_1	HMEC_4_1_3	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3E_1	HMEC_4_G2_4A_1	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4D_3	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_2	HMEC_5_3_3	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_5_9_3	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root2_1	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_2	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_4_3	HMEC_STAT_G2_3B_1	HMEC_STAT_G2_3C_2	HMEC_STAT_G2_3C_3
HMEC_Root1_2	0.00811773722067274	0.0149653197614335	0.0240778575579893	0.00557904931996104	0.0252103194537877	0.00953283320265734	0.00475992461804615	0.0376445967623307	0.0288961096707563	0.0186951439299854	0.0158516459694976	0.0270721179656173	0.0205192507762488	0.00550090940618214	0.0272961918251423	0.0197134752364617	0.0284701570354932	0.0147374394311225	0.0145317876582679	0.0140348369815592	0.014014762206859	0.00385377395841107	0.0205710639724498	0.000931199187075928	0.0129749608778522	0.00354201959818376	0.00327073444468808	0.0198004750681209	0.0186355880390092	0.00888119382414735	0.0339666420091375	0.0176637119461149	0.0115529911339042	0.0152301170715466	0	0.0195642464809321	0.00192201260274912	0.00370990107101662	0.0179195104483324	0.00369877435385036	0.0099352351432604	0.00843511528122605	0.00872277388334565	0.0105249745137037	0.0152865580206526	0.00665407422234535	0.0118414440592112	0.0216002048005778	0.0454388931618637
HMEC_Root2_1	0.011447140743382	0.00459939483536438	0.00451435120535987	0.0139857272673251	0.00564704251130373	0.0100320632694399	0.0148048005874838	0.0180849961430404	0.00933370100647048	0.000869213118254959	0.00371300083705943	0.00750925634461768	0.000955137679603228	0.0140638626725356	0.00773338339130935	0.000149248777091875	0.00890763850984042	0.00482729086570383	0.00503295620003357	0.00552993727029659	0.00555001320211128	0.0157108837977025	0.00100695846861418	0.0186331651250199	0.00658986696446529	0.0160226123764083	0.0228344739134656	0.000236260421781718	0.000928776208559231	0.010683697505316	0.0144057325234148	0.0019007629491554	0.00801188459456807	0.00433457839334325	0.0195642464809321	0	0.0176424641730436	0.0158547449509332	0.00164493657352348	0.0232624367430825	0.0294974930184668	0.0111297692007799	0.0108421153239238	0.00903991870460849	0.00427813324281558	0.012910755977337	0.00772342417946258	0.00203625770615988	0.0258826841400571
HMEC_Root2_2	0.00619575814641402	0.0130434373467485	0.0221562010478765	0.00365705031637917	0.0232886987950771	0.00761086897031432	0.00283792101860796	0.0357234832519187	0.0269746176265584	0.0167733405344194	0.013929780646313	0.0251505599913576	0.0185974928070984	0.00357890992553652	0.0253746417092224	0.0177916966511919	0.0265486491943261	0.0128155527918731	0.0126098972661481	0.0121129377541484	0.01209286262948	0.00193176631730282	0.0186493073587308	0.000990814030544802	0.011053043909719	0.00162001081968001	0.00519273573146439	0.0178786986668859	0.0167137832354331	0.00695922242519505	0.0320453567784972	0.0157418848365905	0.00963105272210641	0.0133082396530368	0.00192201260274912	0.0176424641730436	0	0.00178789288888742	0.0159976890871364	0.00562077310505632	0.0118571692699561	0.00651313930320406	0.00680080082777598	0.00860302228136167	0.013364681679185	0.00473208260833486	0.00991950977894839	0.0196784758546719	0.0435182041010232
HMEC_Root2_3	0.00440788219701348	0.0112556355694131	0.0203685884829359	0.00186916166668038	0.0215011169813248	0.00582300357312392	0.00105002997764036	0.033936344715184	0.0251871469999033	0.0149856036923682	0.0121419927309576	0.023363032217327	0.0168097940321463	0.00179102101178024	0.0235871207313182	0.016003980549196	0.0247611648494818	0.0110277476084926	0.010822089064424	0.010325122475858	0.0103050470717807	0.000143873601015019	0.0168616097256464	0.00277870521244282	0.00926521456489195	0.000167882237968719	0.00698060615124821	0.0160909843967191	0.0149260452204221	0.00517135185991142	0.0302580669185989	0.0139541283047754	0.00784320669890934	0.011520441914687	0.00370990107101662	0.0158547449509332	0.00178789288888742	0	0.0142099373148731	0.00740864018185808	0.0136449618933468	0.0047252655041506	0.00501292908576096	0.00681516576556786	0.0115768848130135	0.00294419836018896	0.0081316669358271	0.0178908015956828	0.0417314425996097
HMEC_STAT_2_1	0.00980226842752066	0.00295446605202717	0.0061592718130174	0.0123408894973807	0.00729195543510341	0.00838717489064701	0.0131599755328971	0.0197297272622412	0.0109785786855729	0.00077572384210782	0.00206806866627721	0.00915415342401033	0.00260007282808027	0.0124190260825494	0.00937827829429288	0.0017941851972242	0.0105525210631843	0.00318236309871766	0.00338802940130534	0.00388501301120707	0.00390508905155385	0.0140660737006703	0.00265189350979283	0.016988409646055	0.00494494906615596	0.0143778076418235	0.0211898140058404	0.00188119674045297	0.000716160746474292	0.00903881623928776	0.0160505360657156	0.000255826654513748	0.00636697724891357	0.00268964850372234	0.0179195104483324	0.00164493657352348	0.0159976890871364	0.0142099373148731	0	0.0216177876986019	0.027853025875891	0.00948489308339459	0.00919723586035962	0.00739502042797571	0.00263320312775152	0.0112659026809472	0.00607851450617921	0.00368118997746982	0.0275272097238795
HMEC_STAT_2_2	0.0118163885552803	0.0186637357665396	0.0277757732784041	0.00927775729841184	0.0289081580433862	0.0132314457808527	0.00845864734328135	0.0413413702017522	0.0325936742823639	0.0223933810260611	0.0195500227031804	0.0307698225502872	0.0242173873312504	0.0091996188656817	0.0309938796779167	0.0234116572612732	0.0321677551047963	0.0184358652065855	0.0182302221363736	0.0177332920403227	0.0177132180836526	0.00755251099136747	0.024269197546383	0.0046299680130956	0.0166734577087117	0.00724076106651944	0.000428041703882723	0.0234986522641138	0.0223338282731844	0.0125798248881294	0.0376637722547903	0.021362002099258	0.0152515394716638	0.0189285215556865	0.00369877435385036	0.0232624367430825	0.00562077310505632	0.00740864018185808	0.0216177876986019	0	0.00623654021795428	0.0121337583708665	0.0124214092766158	0.0142235568522494	0.0189849600258058	0.0103527602340578	0.0155399823687449	0.0252982777290783	0.0491347940722561
HMEC_STAT_2_3	0.0180524676579889	0.0248992712088543	0.0340102700345305	0.0155139863934481	0.0351425005263543	0.0194674291726245	0.0146949188858238	0.0475736513384546	0.0388274760280403	0.0286285348832551	0.0257854729315031	0.037003899281237	0.0304523326001868	0.0154358521351788	0.0372279234078389	0.0296466964517396	0.0384016223636804	0.0246714220078295	0.0244657980199352	0.0239689132792672	0.0239488411322849	0.0137888261106555	0.0305041366795172	0.0108663994868618	0.02290917210577	0.0134770903571138	0.00666457575597596	0.0297336814495412	0.0285689886972663	0.0188158534303675	0.0438967333854819	0.0275972675125537	0.0214873712109595	0.0251640318962358	0.0099352351432604	0.0294974930184668	0.0118571692699561	0.0136449618933468	0.027853025875891	0.00623654021795428	0	0.0183698167612773	0.0186574485177107	0.0204594679718647	0.0252204649766875	0.0165889292171244	0.021775791012558	0.0315330925749572	0.0553654383211582
HMEC_STAT_3_2	0.000317385601701742	0.00653049070243939	0.0156438464892881	0.00285611259163815	0.0167764441905893	0.00109774855440092	0.00367524185428176	0.0292127111454606	0.0204627288025434	0.0102605906452909	0.00741687504118768	0.0186384824115103	0.0120848621359546	0.00293425310994617	0.0188625865000791	0.0112790114534769	0.0200367149322082	0.00630259617171985	0.00609693184528162	0.00559995185798134	0.00557987592972679	0.00458139298413185	0.0121366802947062	0.00750393653663287	0.00454001808327798	0.0048931463951841	0.0117057377444108	0.0113660192143787	0.0102010297086629	0.000446090139738908	0.025534072510366	0.00922907422337397	0.00311798131699437	0.00679530489641487	0.00843511528122605	0.0111297692007799	0.00651313930320406	0.0047252655041506	0.00948489308339459	0.0121337583708665	0.0183698167612773	0	0.000287665947115576	0.0020899236272966	0.00685174949749231	0.00178107574354474	0.00340644687930591	0.0131659229652762	0.0370087228039752
HMEC_STAT_3_3	0.000605051529491167	0.00624282883114694	0.0153562045858464	0.0031437776417803	0.0164888059339854	0.000810082696290553	0.0039629063466898	0.0289251299473591	0.020175104203369	0.00997293493264563	0.00712921438082913	0.0183508507115282	0.0117972104511333	0.00322191811271379	0.0185749556362868	0.0109913579070891	0.0197490886147653	0.00601493401450026	0.00580926943897604	0.00531228888471026	0.00529221293456496	0.00486905670354383	0.011849028734061	0.00779159664664732	0.00425235406593611	0.00518080981075272	0.0119933896803414	0.0110783658627048	0.00991337387576073	0.000158424199810171	0.0252464711792967	0.00894141652867338	0.00283031625195396	0.00650764337041174	0.00872277388334565	0.0108421153239238	0.00680080082777598	0.00501292908576096	0.00919723586035962	0.0124214092766158	0.0186574485177107	0.000287665947115576	0	0.00180225805678883	0.0065640880469199	0.00206874132240914	0.00311878199406107	0.0128782739825396	0.0367211933543344
HMEC_STAT_4_1	0.00240730867439324	0.00444058814132069	0.0135540770798291	0.00494602596744125	0.0146866997956167	0.000992175863650033	0.00576515010644733	0.027123365054411	0.0183730788146399	0.00817072794857261	0.00532698011827144	0.0165487832182316	0.0099950263163145	0.00502416603895017	0.0167728930890304	0.00918916316297077	0.017947053017252	0.00421269183150097	0.00400702596438694	0.00351004250802134	0.0034899664471944	0.0066712944349301	0.0100468453093814	0.00959380794198914	0.00245010253459675	0.00698304523078466	0.0137955442696512	0.00927617222475048	0.00811116621620056	0.00164383401999956	0.0234445849480695	0.00713919847587182	0.00102806001734221	0.0047054044975145	0.0105249745137037	0.00903991870460849	0.00860302228136167	0.00681516576556786	0.00739502042797571	0.0142235568522494	0.0204594679718647	0.0020899236272966	0.00180225805678883	0	0.00476184957266132	0.00387099436698028	0.00131652650862802	0.0110761053631108	0.0349197425214685
HMEC_STAT_4_2	0.0071691296814594	0.000321263794831872	0.0087924252012237	0.00970779609014839	0.00992509207681972	0.00575401598526456	0.0105268992666366	0.022362524084698	0.0136116444391708	0.00340892454329604	0.000565135533469336	0.011787257393081	0.00523326346608749	0.00978593425759963	0.0120113778997724	0.00442738103461642	0.0131855962912935	0.000549161573627166	0.000754828618756357	0.00125181434283417	0.0012718904781016	0.0114330178236518	0.00528508377264351	0.0143554297395952	0.0023117564187773	0.011744759126107	0.0185569706203005	0.00451439207393892	0.00334936167320484	0.00640566616225298	0.0186834632456313	0.00237737703129664	0.00373379591157773	5.64455162495377e-05	0.0152865580206526	0.00427813324281558	0.013364681679185	0.0115768848130135	0.00263320312775152	0.0189849600258058	0.0252204649766875	0.00685174949749231	0.0065640880469199	0.00476184957266132	0	0.00863278863724361	0.00344533057519658	0.00631437176525318	0.0301596469947815
HMEC_STAT_4_3	0.00146369042907129	0.00831153285792391	0.0174247533629466	0.00107503874639887	0.0185573270378847	0.00287882234348406	0.00189417041426549	0.0309932248482999	0.0222435223822222	0.0120415898994015	0.00919790856540251	0.0204193222851367	0.0138658341194813	0.00115317945830975	0.0206434209102643	0.0130599959931902	0.0218175196944475	0.00808364038890589	0.00787797786784104	0.00738100202666471	0.00736092625945571	0.00280032517101347	0.0139176514432341	0.00572288733262329	0.00632107607213372	0.00311208006437911	0.00992473377661425	0.0131470024372519	0.0119820297834489	0.00222716526876968	0.0273147155550636	0.0110100870683372	0.00489904761154427	0.00857634457528245	0.00665407422234535	0.012910755977337	0.00473208260833486	0.00294419836018896	0.0112659026809472	0.0103527602340578	0.0165889292171244	0.00178107574354474	0.00206874132240914	0.00387099436698028	0.00863278863724361	0	0.00518751169148935	0.0149468768370037	0.0387889061868713
HMEC_STAT_G2_3B_1	0.00372383108245803	0.00312406798371251	0.0122376266045617	0.00626253831117734	0.0133702633147321	0.00230870132427194	0.00708165794634626	0.025807160143014	0.017056696067717	0.00685422709176009	0.00401046339121341	0.0152323723134624	0.00867853954884787	0.00634067797952699	0.0154564854779639	0.00787266979480186	0.0166306634198206	0.00289617090825396	0.00269050439104229	0.00219351952383892	0.0021734434107341	0.00798779657857344	0.00873035898677242	0.0109102866060495	0.0011335772972011	0.00829954524132913	0.0151119755196663	0.00795967954053096	0.00679466495089728	0.00296035830242711	0.0221282966333233	0.00582269100476556	0.000288466626942595	0.00338888528935886	0.0118414440592112	0.00772342417946258	0.00991950977894839	0.0081316669358271	0.00607851450617921	0.0155399823687449	0.021775791012558	0.00340644687930591	0.00311878199406107	0.00131652650862802	0.00344533057519658	0.00518751169148935	0	0.00975962838784302	0.033603755954564
HMEC_STAT_G2_3C_2	0.0134832889724308	0.00663563086910592	0.00247810145668306	0.0160218260977809	0.00361079931227969	0.012068235081698	0.0168408815375447	0.0160489454912872	0.00729749179693945	0.00290546902983962	0.00574924338221681	0.00547302788974532	0.00108112076048206	0.0160999598381704	0.00569715704458148	0.00188700912892358	0.00687142438043852	0.00686352504533563	0.00706918864322784	0.00756616527005671	0.0075862410150174	0.0177469438646874	0.00102929997425287	0.0206691499482152	0.00862608431857499	0.0180586649909211	0.0248703294634166	0.00179999758642497	0.00296503195788277	0.0127198588093002	0.0123696018305926	0.00393701533875909	0.0100480851673711	0.00637081648909567	0.0216002048005778	0.00203625770615988	0.0196784758546719	0.0178908015956828	0.00368118997746982	0.0252982777290783	0.0315330925749572	0.0131659229652762	0.0128782739825396	0.0110761053631108	0.00631437176525318	0.0149468768370037	0.00975962838784302	0	0.0238468675714256
HMEC_STAT_G2_3C_3	0.0373259553437489	0.0304808073944052	0.0213692098641312	0.0398633650677722	0.0202366807523735	0.0359114837236144	0.0406820340724481	0.00779897487462742	0.0165503891446031	0.0267516861632358	0.0295946880910588	0.0183746830559638	0.0249277627039235	0.0399414624214617	0.0181505777832445	0.0257334702379163	0.0169764218446751	0.0307086305149743	0.0309142292497608	0.0314110462452718	0.0314311154558338	0.0415876560314578	0.0248759531762355	0.0445083497115886	0.0324706111777972	0.0418992225259299	0.0487071086589773	0.0256464787400425	0.0268112342893929	0.0365628434273251	0.0114784587331676	0.0277829677978308	0.0338921077314705	0.0302160745003268	0.0454388931618637	0.0258826841400571	0.0435182041010232	0.0417314425996097	0.0275272097238795	0.0491347940722561	0.0553654383211582	0.0370087228039752	0.0367211933543344	0.0349197425214685	0.0301596469947815	0.0387889061868713	0.033603755954564	0.0238468675714256	0
