	OM4_B_B_1	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_1	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1D_1	OM4_C_1D_2	OM4_C_1D_3	OM4_C_1E_1	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1G_1	OM4_C_1G_3	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_2	OM4_C_2B_3	OM4_C_2C_1	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2G_1	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_2	OM4_C_3A_3	OM4_C_3C_1	OM4_C_3C_2	OM4_C_3C_3	OM4_C_3D_1	OM4_C_3D_2	OM4_C_3D_3	OM4_C_3E_2	OM4_C_3E_3	OM4_C_3F_1	OM4_C_3F_3	OM4_C_3H_1	OM4_C_3H_2	OM4_C_3H_3
OM4_C_2A_1	0.017576981810303	0.0150804966805921	0.0190454681781534	0.00763393298352057	0.00554994871694133	0.0243748348976465	0.0397732416634525	0.0407678840718942	0.050135143280055	0.0529978583462216	0.0536334785570515	0.0590235756184177	0.0261107825366094	0.0398455957196941	0	0.00598656527824402	0.026941075342399	0.0246600023629648	0.0526248583880791	0.0204096742878809	0.0275598605273833	0.0449999799590515	0.0416417581816789	0.0563364504296162	0.0126726087033239	0.0179834125631948	0.032898716500098	0.0220346340286438	0.0311561716294612	0.0603439540248286	0.0543195963958884	0.0436923001500472	0.0498946710575332	0.0357867595997862	0.0503506004322357	0.0409338555951951	0.0621178060693155	0.0574464257255717	0.0519601302660781	0.0674413931417684
OM4_C_2A_2	0.0131814259979996	0.0110780017575039	0.0179159536644181	0.00422755827026659	0.00595769475318952	0.0196779483449554	0.0366543763432978	0.0370179532687495	0.0466543203834972	0.049884110232346	0.0506149863037691	0.0554602884390173	0.0218674251529365	0.0370294385152322	0.00598656527824402	0	0.0249962404953334	0.0214801754414767	0.0497233450316678	0.0149901982135523	0.0238475397402253	0.0409292438286532	0.0386609899527254	0.0521504002933836	0.0137184963560546	0.0165724826415073	0.0295857246279437	0.0206411619199372	0.0294883777413721	0.0574266253672594	0.0520132521455282	0.0422178303589857	0.0467143348281796	0.0316595054247879	0.0467574932140547	0.036861363139581	0.0591499224589751	0.0545426064552397	0.0490354239456476	0.0641503005537122
OM4_C_2A_3	0.0144413540831175	0.0149324266065968	0.00816225591029437	0.0290496223139915	0.0305984351423028	0.0140147598758721	0.0140675719012068	0.01697676082689	0.0247283867691683	0.026754337154359	0.0272360992873588	0.0335207927157968	0.0114613384258959	0.0134916220912174	0.026941075342399	0.0249962404953334	0	0.00630407496385787	0.0260894364499957	0.0186059594927009	0.00868598612162885	0.0219609643451725	0.0155099251951027	0.0328314365491968	0.0159174361032787	0.0411580524352123	0.00898752111400288	0.00518451021554902	0.00458438979637658	0.0337534389886798	0.0274001442643572	0.0172751867193532	0.0238398556636676	0.0148271389164731	0.0252280753841399	0.0184893962640745	0.0355690653435982	0.0308637589404444	0.0254622620299913	0.0412781454339562
OM4_C_2B_2	0.00919112298988379	0.0105169840425484	0.00889319186628239	0.025205946687261	0.0273777067539679	0.0077170463693769	0.0152105537291306	0.0162665473318598	0.0254921528339268	0.0284689369070363	0.0291707151904636	0.0343936146242247	0.00541408829476866	0.0155720661363823	0.0246600023629648	0.0214801754414767	0.00630407496385787	0	0.0282592141013468	0.0125522029402087	0.00374399771710351	0.0208203745019553	0.0171900917972419	0.0321749162107539	0.0160417395248863	0.0368319258928852	0.00824250541100501	0.00738267673635565	0.0103271979643397	0.0359741584542189	0.0307389945535755	0.0222181369512351	0.0253220223288174	0.0120680487873604	0.0257243905945228	0.0168552788167625	0.0377086558388131	0.0330846104542231	0.0275723975828113	0.0428578776602069
OM4_C_2B_3	0.0370069746541976	0.0387144622404248	0.0342454724357788	0.053378255879784	0.0556137041684746	0.0320555959855479	0.0131245329260327	0.0144696993080224	0.00634228683960297	0.0021244098589028	0.00150463199660454	0.00938115574425129	0.0289732706597896	0.0127926276278406	0.0526248583880791	0.0497233450316678	0.0260894364499957	0.0282592141013468	0	0.0382968735708992	0.0262130421355672	0.0139814533440961	0.0110725438599167	0.0144583941930355	0.0419793116745326	0.0646086263360112	0.0202417480207014	0.0312655163336357	0.0227003496190576	0.00773334091226228	0.00610263247422143	0.014595571525808	0.00393640453170504	0.0204188364014305	0.00735047829719415	0.0163492209387653	0.00951246636359862	0.00483298405935763	0.000714261339325341	0.0153234092767591
OM4_C_2C_1	0.0055161793142474	0.00756721124342195	0.0163557894467588	0.017175069920012	0.0205184797178677	0.00624789065860781	0.0254070407197797	0.0242935689128897	0.0341134506595425	0.0379998461970266	0.0389078970543558	0.0425464601658284	0.00943043185901552	0.026486648131555	0.0204096742878809	0.0149901982135523	0.0186059594927009	0.0125522029402087	0.0382968735708992	0	0.0126182312362772	0.0274019346846847	0.0276007786248578	0.0382158582501891	0.0190674734920777	0.0267582410682106	0.0185357384005956	0.0171734490414065	0.0228633520419293	0.0457378547005715	0.0418155211604648	0.0345542502795393	0.0347985396637861	0.0183993244906645	0.0339877550847333	0.0234653219371124	0.047317802561804	0.0429578629031061	0.0375837678913256	0.0515970723958636
OM4_C_2C_2	0.0108349547097478	0.0127795352171595	0.0126369202455455	0.0272991301759251	0.0298008250757287	0.00663544590995982	0.013109338871627	0.013235361678907	0.022819898799205	0.0261851743984188	0.026985429231619	0.0316441024293683	0.00340939523633015	0.0139567584609424	0.0275598605273833	0.0238475397402253	0.00868598612162885	0.00374399771710351	0.0262130421355672	0.0126182312362772	0	0.0175117510599731	0.0152484966318828	0.0288883586041623	0.0196831768802989	0.0384336374549726	0.00602884457768497	0.0109902107085562	0.0116766196229887	0.0338413865418437	0.0293215129259815	0.0221659940432843	0.0229867519806584	0.00848977449316083	0.0229330822827155	0.0134726162372922	0.0355154396743672	0.03098762199528	0.0255081525815269	0.0403487753905737
OM4_C_2C_3	0.0277580937255863	0.0300295551903976	0.0290845408855875	0.0440134130077007	0.0468586910134747	0.0215157301816969	0.00938837846226033	0.00500846974849284	0.00794789040479792	0.0126808828615267	0.0138338121640176	0.0153075263312	0.0190708613565755	0.0114076867639425	0.0449999799590515	0.0409292438286532	0.0219609643451725	0.0208203745019553	0.0139814533440961	0.0274019346846847	0.0175117510599731	0	0.00981260323332036	0.0113803114940497	0.0367033838153588	0.0541292805309436	0.0131605469055435	0.026600884541278	0.020939394832912	0.0199424442917479	0.0196236725024974	0.0212255754268801	0.010073475629631	0.00927618784009921	0.00733840659365561	0.00407650524376819	0.0211934999240753	0.0175976140880101	0.0133622194559422	0.0245019353132442
OM4_C_2G_1	0.0259860944135587	0.0276515980520936	0.0235737899491881	0.0423276442338255	0.0445567751381407	0.0213680260725148	0.00220787515026273	0.00627600051037175	0.0093598300432653	0.0113819413309887	0.0120096081294739	0.0180300461819937	0.0181841683637349	0.00211789654531142	0.0416417581816789	0.0386609899527254	0.0155099251951027	0.0171900917972419	0.0110725438599167	0.0276007786248578	0.0152484966318828	0.00981260323332036	0	0.0184219303218501	0.0313828472602475	0.0536576289802118	0.0092294206026199	0.0206706510050941	0.0129078996798079	0.0187907767052688	0.014277709042845	0.0116257726975289	0.00835516568566872	0.0108943998826317	0.0100208661939312	0.00903784510017836	0.0205354294607421	0.0158988140626806	0.0103846460718471	0.0259062080364841
OM4_C_2G_3	0.0390096092390836	0.0413368583611863	0.040277224539116	0.0550986129798887	0.0580521801100683	0.0325838072114232	0.0190998472162812	0.0160338989001607	0.0098394984288146	0.0123350765083551	0.0132402706975673	0.00819449195824128	0.0303314398460413	0.0204913205699157	0.0563364504296162	0.0521504002933836	0.0328314365491968	0.0321749162107539	0.0144583941930355	0.0382158582501891	0.0288883586041623	0.0113803114940497	0.0184219303218501	0	0.0479665167074158	0.0647638178111489	0.0243314216281114	0.0376803276542458	0.0311004729362188	0.0156750150117241	0.0202895315041712	0.027554838599495	0.0124889303027486	0.0205759065782498	0.00881618384316214	0.0154300600854438	0.015973223208492	0.0148480617887301	0.0143059296584375	0.0162913516856567
OM4_C_3A_1	0.0138114775373217	0.0115009672325749	0.00782186367649092	0.0177946946635654	0.017660033547277	0.0196109186158807	0.0298096981363102	0.031949309633272	0.0404742470616041	0.0426609035325408	0.0431406300582985	0.049329048317017	0.0197520217929141	0.0293937739263529	0.0126726087033239	0.0137184963560546	0.0159174361032787	0.0160417395248863	0.0419793116745326	0.0190674734920777	0.0196831768802989	0.0367033838153588	0.0313828472602475	0.0479665167074158	0	0.0298773148378541	0.0236600920994382	0.0107336195812396	0.0195526183288772	0.0496082983436275	0.0429020395756103	0.0316294378920205	0.0397267014429658	0.0281064214343141	0.0408908838639176	0.0328196004415982	0.0514315602873065	0.0467294905179624	0.0413596830340287	0.0571759416007692
OM4_C_3A_2	0.0277309569887251	0.0264192071733043	0.034447227970849	0.0123470574918606	0.0124622741169641	0.0328333777353842	0.051531096563602	0.0509573031868238	0.0607732451465277	0.0644877442523329	0.0653354230671037	0.0692627261605403	0.0357393087672535	0.0522493020319949	0.0179834125631948	0.0165724826415073	0.0411580524352123	0.0368319258928852	0.0646086263360112	0.0267582410682106	0.0384336374549726	0.0541292805309436	0.0536576289802118	0.0647638178111489	0.0298773148378541	0	0.044438168913001	0.0370893373120672	0.0457168267254836	0.0721815660628044	0.0675174245117647	0.0584133686384414	0.0612835165453948	0.0451283866529895	0.0606881680533097	0.0502081871788377	0.0738151828741485	0.0693538990438702	0.0639025893243916	0.0782734239415142
OM4_C_3A_3	0.0167721833464931	0.0185257672070691	0.015958046966895	0.0331695906735188	0.0355156529099743	0.0123728837052527	0.0071181741240721	0.00829939252853991	0.0172531363530353	0.0203148108847109	0.021067691540857	0.0261602305949719	0.00911814640243146	0.00795541673357444	0.032898716500098	0.0295857246279437	0.00898752111400288	0.00824250541100501	0.0202417480207014	0.0185357384005956	0.00602884457768497	0.0131605469055435	0.0092294206026199	0.0243314216281114	0.0236600920994382	0.044438168913001	0	0.0134445020909521	0.00936893466612148	0.0279108456514479	0.0233129487578604	0.0170137305568221	0.0171405171410703	0.0061711061567161	0.0175056138040946	0.00952534535802567	0.029612324992592	0.0250401234570396	0.0195414624539921	0.0346418824487576
OM4_C_3C_1	0.012092925620556	0.0117055350312255	0.00302494863116113	0.0248071120274124	0.0260061190989545	0.0141782777865406	0.0191583089524981	0.0216938628830965	0.0298329807985853	0.0319353996875217	0.0324175770146889	0.0386577641272767	0.0126154461925518	0.0186677029813479	0.0220346340286438	0.0206411619199372	0.00518451021554902	0.00738267673635565	0.0312655163336357	0.0171734490414065	0.0109902107085562	0.026600884541278	0.0206706510050941	0.0376803276542458	0.0107336195812396	0.0370893373120672	0.0134445020909521	0	0.00912608398042166	0.0389172007700505	0.0324157074578505	0.0217307820522486	0.0290101968304479	0.0186842102718788	0.0302952169056294	0.0229118433535257	0.0407360260936252	0.0360312054013516	0.0306411410910946	0.0464574390555314
OM4_C_3C_2	0.0189545230551428	0.0195153035122673	0.012134601999635	0.0335733957148673	0.03501397423543	0.0178001762201014	0.012007500700313	0.0159820948724416	0.0222598697095315	0.0236216328399854	0.0239605966219289	0.0307702110245305	0.0148971238831115	0.0107905967985248	0.0311561716294612	0.0294883777413721	0.00458438979637658	0.0103271979643397	0.0227003496190576	0.0228633520419293	0.0116766196229887	0.020939394832912	0.0129078996798079	0.0311004729362188	0.0195526183288772	0.0457168267254836	0.00936893466612148	0.00912608398042166	0	0.0302123913774826	0.0233676785119274	0.0127377136504326	0.0209327036300827	0.0155287203792507	0.0229209706027617	0.0180435338862615	0.0320512840878622	0.0273604960356439	0.0221225155032489	0.0380114850397418
OM4_C_3C_3	0.044656244056759	0.0464074646597345	0.0419097015817468	0.0610530815017575	0.0633215603501564	0.0395177181853881	0.0208043516850292	0.0215777433272544	0.0120756522461455	0.00774719240385747	0.00686167449003894	0.00764756890740013	0.0365012683509119	0.0205235649649251	0.0603439540248286	0.0574266253672594	0.0337534389886798	0.0359741584542189	0.00773334091226228	0.0457378547005715	0.0338413865418437	0.0199424442917479	0.0187907767052688	0.0156750150117241	0.0496082983436275	0.0721815660628044	0.0279108456514479	0.0389172007700505	0.0302123913774826	0	0.00857195732990817	0.02064975048088	0.0109471244183073	0.0275768085253766	0.0126062869375312	0.0230458447427787	0.00184831770778686	0.00290252578410995	0.00840941825604617	0.00830481433886078
OM4_C_3D_1	0.0398263723313651	0.0412317575565556	0.035438786176567	0.0558720702547072	0.0577818741534711	0.0356047881758418	0.0164853477400941	0.0191624043480579	0.0123601085797171	0.00811169768503578	0.00708222127815716	0.0139647392133731	0.0323906367400723	0.0153675661420223	0.0543195963958884	0.0520132521455282	0.0274001442643572	0.0307389945535755	0.00610263247422143	0.0418155211604648	0.0293215129259815	0.0196236725024974	0.014277709042845	0.0202895315041712	0.0429020395756103	0.0675174245117647	0.0233129487578604	0.0324157074578505	0.0233676785119274	0.00857195732990817	0	0.012415364990566	0.00965546233660346	0.0248160509110745	0.013412582542233	0.0214201400594326	0.0102639563428524	0.00669610636936201	0.00652998806102474	0.0168214947410449
OM4_C_3D_2	0.0313014077053767	0.0321193162444263	0.0246725550930981	0.0463011414135471	0.0477074740510044	0.0287955232406593	0.0129804528722917	0.0178400395588477	0.0177310645320319	0.0163740251945755	0.0160984156648782	0.0239544576454466	0.0255665374271	0.0107678249528389	0.0436923001500472	0.0422178303589857	0.0172751867193532	0.0222181369512351	0.014595571525808	0.0345542502795393	0.0221659940432843	0.0212255754268801	0.0116257726975289	0.027554838599495	0.0316294378920205	0.0584133686384414	0.0170137305568221	0.0217307820522486	0.0127377136504326	0.02064975048088	0.012415364990566	0	0.0151233865160848	0.0213732685684316	0.0188005138048809	0.0206087441750428	0.0224492294539155	0.0181792009594589	0.0143288896133917	0.0289431149947198
OM4_C_3D_3	0.0338176203475778	0.0356561368874289	0.0319233026585149	0.0502608066700001	0.0526399323731674	0.0285770491656934	0.0101318682676782	0.0107012821368074	0.00292624149096013	0.00321017791748787	0.00414268216583035	0.00985326493826072	0.0255739981565536	0.0103520870472162	0.0498946710575332	0.0467143348281796	0.0238398556636676	0.0253220223288174	0.00393640453170504	0.0347985396637861	0.0229867519806584	0.010073475629631	0.00835516568566872	0.0124889303027486	0.0397267014429658	0.0612835165453948	0.0171405171410703	0.0290101968304479	0.0209327036300827	0.0109471244183073	0.00965546233660346	0.0151233865160848	0	0.0166941576309369	0.00406425264587823	0.0124493873964643	0.0125576609773661	0.00819480484430749	0.00329271197751773	0.0175832664080173
OM4_C_3E_2	0.0184843959043179	0.020773296820132	0.0207928672602844	0.0347759946564697	0.0375927288906646	0.0123419083603398	0.00884556813542588	0.00600129894010107	0.0157505098764205	0.0198479346504631	0.0208361473055276	0.0241764939848718	0.00979573003580707	0.0108064137276763	0.0357867595997862	0.0316595054247879	0.0148271389164731	0.0120680487873604	0.0204188364014305	0.0183993244906645	0.00848977449316083	0.00927618784009921	0.0108943998826317	0.0205759065782498	0.0281064214343141	0.0451283866529895	0.0061711061567161	0.0186842102718788	0.0155287203792507	0.0275768085253766	0.0248160509110745	0.0213732685684316	0.0166941576309369	0	0.0155938355875327	0.00520674516221836	0.0290842626274428	0.0248830774662489	0.0197092418819697	0.0332122765582958
OM4_C_3E_3	0.033655263524661	0.0357061219974977	0.0330845850885152	0.0500991191194203	0.0527072696637568	0.0278868152810887	0.0111641961204928	0.00978902138932964	0.00113990224632221	0.00563386002012849	0.0068123652641901	0.00871440921393578	0.0251119145609355	0.0121379205997928	0.0503506004322357	0.0467574932140547	0.0252280753841399	0.0257243905945228	0.00735047829719415	0.0339877550847333	0.0229330822827155	0.00733840659365561	0.0100208661939312	0.00881618384316214	0.0408908838639176	0.0606881680533097	0.0175056138040946	0.0302952169056294	0.0229209706027617	0.0126062869375312	0.013412582542233	0.0188005138048809	0.00406425264587823	0.0155938355875327	0	0.0106820282270286	0.013870305203171	0.0103316151207339	0.00688305221528461	0.0176251337166984
OM4_C_3F_1	0.0236871109450493	0.0259548035556806	0.0252842278283578	0.0399712830396181	0.042794669439832	0.017500526506896	0.0077357016057823	0.00276971366403237	0.0110041063318395	0.01544265940943	0.0165196513554907	0.0191027110246584	0.0150009543092297	0.00997593834963355	0.0409338555951951	0.036861363139581	0.0184893962640745	0.0168552788167625	0.0163492209387653	0.0234653219371124	0.0134726162372922	0.00407650524376819	0.00903784510017836	0.0154300600854438	0.0328196004415982	0.0502081871788377	0.00952534535802567	0.0229118433535257	0.0180435338862615	0.0230458447427787	0.0214201400594326	0.0206087441750428	0.0124493873964643	0.00520674516221836	0.0106820282270286	0	0.02444528164645	0.0204897579869671	0.0156659369059466	0.0282212203391803
