	OM4_B_B	OM4_C_1A	OM4_C_1C	OM4_C_1D	OM4_C_1E	OM4_C_1F	OM4_C_1G	OM4_C_1H	OM4_C_2A	OM4_C_2B	OM4_C_2C	OM4_C_2D	OM4_C_2E	OM4_C_2F	OM4_C_2G	OM4_C_3A	OM4_C_3B	OM4_C_3C	OM4_C_3D	OM4_C_3E	OM4_C_3F	OM4_C_3G	OM4_C_3H	OM4_H_4A	OM4_H_4B	OM4_H_4E	OM4_H_4F
OM4_B_B	0	NA	NA	0.0141406124222367	NA	0.00721773595591392	0.00701487886789197	0.00694383327543533	0.0100537126230057	NA	NA	NA	NA	0.0101162125173536	NA	0.0108302142206675	0.00188568283885511	0.0106027788683236	NA	0.00991938239879508	0.0300861908489726	NA	NA	0.0281875692229341	0.0327266785964216	0.00785050672603965	0.0137041840938322
OM4_C_1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM4_C_1C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM4_C_1D	0.0141406124222367	NA	NA	0	NA	0.0069231216471121	0.00712597882265527	0.00719702435030445	0.00408710146127446	NA	NA	NA	NA	0.00402459971859238	NA	0.00331057417667587	0.0122550429290161	0.003538017665943	NA	0.00422143552836959	0.0159479383654417	NA	NA	0.0140489040459615	0.0185890594417701	0.00629034800942914	0.000436457692624755
OM4_C_1E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM4_C_1F	0.00721773595591392	NA	NA	0.0069231216471121	NA	0	0.000202860650259402	0.000273907441348412	0.00283604805565155	NA	NA	NA	NA	0.00289854997713538	NA	0.00361257622849869	0.00533207827949653	0.00338513277935668	NA	0.00270171354070563	0.0228701808299235	NA	NA	0.0209713157064039	0.0255110375053852	0.000632783206103324	0.00648667076437843
OM4_C_1G	0.00701487886789197	NA	NA	0.00712597882265527	NA	0.000202860650259402	0	7.10467915561549e-05	0.00303890809910467	NA	NA	NA	NA	0.00310140999447195	NA	0.00381543590825073	0.00512921955366181	0.00358799257443385	NA	0.00290457363846039	0.023073004246474	NA	NA	0.0211741450320587	0.0257138518519857	0.000835643819164265	0.0066895283585052
OM4_C_1H	0.00694383327543533	NA	NA	0.00719702435030445	NA	0.000273907441348412	7.10467915561549e-05	0	0.00310995465875832	NA	NA	NA	NA	0.00317245654456507	NA	0.00388648233526138	0.00505817340030509	0.00365903904338294	NA	0.00297562021804663	0.0231440378433228	NA	NA	0.0212451807112173	0.0257848822545386	0.000906690593167844	0.00676057403568993
OM4_C_2A	0.0100537126230057	NA	NA	0.00408710146127446	NA	0.00283604805565155	0.00303890809910467	0.00310995465875832	0	NA	NA	NA	NA	6.25020995458702e-05	NA	0.000776530935101232	0.00816808348285438	0.000549086553742438	NA	0.000134334871961892	0.0200345849512664	NA	NA	0.0181356428850051	0.0226755605477304	0.00220326622192793	0.00365064603196273
OM4_C_2B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM4_C_2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM4_C_2D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM4_C_2E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM4_C_2F	0.0101162125173536	NA	NA	0.00402459971859238	NA	0.00289854997713538	0.00310140999447195	0.00317245654456507	6.25020995458702e-05	NA	NA	NA	NA	0	NA	0.000714028847203312	0.008230584124636	0.00048658445990097	NA	0.000196836971765809	0.0199720915575046	NA	NA	0.01807314791475	0.0226130696090868	0.00226576821351454	0.00358814421652152
OM4_C_2G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM4_C_3A	0.0108302142206675	NA	NA	0.00331057417667587	NA	0.00361257622849869	0.00381543590825073	0.00388648233526138	0.000776530935101232	NA	NA	NA	NA	0.000714028847203312	NA	0	0.00894459472986862	0.000227444414787112	NA	0.000910865774263927	0.0192581583261621	NA	NA	0.0173591970385338	0.0218991639176962	0.00297979538686852	0.00287411792756196
OM4_C_3B	0.00188568283885511	NA	NA	0.0122550429290161	NA	0.00533207827949653	0.00512921955366181	0.00505817340030509	0.00816808348285438	NA	NA	NA	NA	0.008230584124636	NA	0.00894459472986862	0	0.00871715646948627	NA	0.0080337516694354	0.0282010637046363	NA	NA	0.0263023718650631	0.0308416570080325	0.00596485450440889	0.0118186071874611
OM4_C_3C	0.0106027788683236	NA	NA	0.003538017665943	NA	0.00338513277935668	0.00358799257443385	0.00365903904338294	0.000549086553742438	NA	NA	NA	NA	0.00048658445990097	NA	0.000227444414787112	0.00871715646948627	0	NA	0.000683421408695455	0.0194855730236385	NA	NA	0.0175866172836837	0.0221265699439971	0.00275235161972303	0.00310156163801495
OM4_C_3D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM4_C_3E	0.00991938239879508	NA	NA	0.00422143552836959	NA	0.00270171354070563	0.00290457363846039	0.00297562021804663	0.000134334871961892	NA	NA	NA	NA	0.000196836971765809	NA	0.000910865774263927	0.0080337516694354	0.000683421408695455	NA	0	0.0201689009277532	NA	NA	0.0182699622672208	0.0228098712232744	0.0020689315623012	0.00378498025944164
