	OM4_B_B	OM4_C_1A	OM4_C_1C	OM4_C_1D	OM4_C_1E	OM4_C_1F	OM4_C_1G	OM4_C_1H	OM4_C_2A	OM4_C_2B	OM4_C_2C	OM4_C_2D	OM4_C_2E	OM4_C_2F	OM4_C_2G	OM4_C_3A	OM4_C_3B	OM4_C_3C	OM4_C_3D	OM4_C_3E	OM4_C_3F	OM4_C_3G	OM4_C_3H	OM4_H_4A	OM4_H_4B	OM4_H_4E	OM4_H_4F
OM4_B_B	0	0.00734872107516912	0.0172528250367907	0.00692287812588368	0.00763381254677622	0.0127981780675905	0.0186165847173515	0.0174139326590218	0.00686840211194514	0.0162419149579605	0.0121996587722918	0.0223973852975774	0.0252436980090628	0.0228592002537031	0.00827011194305512	0.00377474406384212	0.00779373650419703	0.0116017227411647	0.0214934695529983	0.020936967166246	0.0199308654930129	0.0275357028613156	0.0263906594014618	0.00677775576829067	0.00500503163807455	NA	0.0253902307484107
OM4_C_1A	0.00734872107516912	0	0.0109987834403903	0.00752704389350083	0.00502637746878931	0.0101445679140904	0.0156228671353204	0.0125454792119508	0.00940400300953329	0.010349683131646	0.00828746003965837	0.0173200705422223	0.0197472817641087	0.0191874340255809	0.00598131749633515	0.0102930787222344	0.00468260478751137	0.00607004036364573	0.0152230330367609	0.0150054494206556	0.0159185846530667	0.022598069005103	0.0203005671035374	0.00511611687531587	0.00482797895217148	NA	0.0208903381512513
OM4_C_1C	0.0172528250367907	0.0109987834403903	0	0.0126538301629364	0.0103148033652116	0.0106822728245145	0.0110945533309845	0.00745622314612465	0.0148355076350217	0.00238884291742332	0.00737968726388855	0.00715926757112296	0.00899335867470927	0.0131950137478442	0.0103768778505871	0.0196524930192573	0.0148595064422869	0.00619837074504421	0.00541814504855076	0.00447103205045841	0.00788590940463071	0.0122074753667466	0.010510328594158	0.0122318669548339	0.0153734932649533	NA	0.011469914144696
OM4_C_1D	0.00692287812588368	0.00752704389350083	0.0126538301629364	0	0.00380196871921134	0.00870399519807722	0.0129481927461403	0.0128592357909051	0.00230063481619895	0.0114791500689214	0.00702912992559658	0.0163581412947036	0.0194122833406846	0.0176037366652616	0.00403824488438032	0.00851092124666138	0.0110632020725137	0.00764457630726312	0.0168512617972877	0.0157700804315147	0.0134312098050308	0.0212705032365975	0.0215355680431219	0.00558154876572884	0.00881861854825929	NA	0.019133463252417
OM4_C_1E	0.00763381254677622	0.00502637746878931	0.0103148033652116	0.00380196871921134	0	0.00964011371354916	0.0138613625884102	0.0123769374702483	0.00582648934926761	0.00891320879086635	0.00677821454411666	0.0150604595370878	0.0180534993873383	0.0181527685406372	0.00109969560251223	0.0094285873630224	0.00939438057429981	0.00443074603726839	0.0141751071082939	0.0141204619067711	0.0129958629119026	0.0203352976077589	0.020143898337125	0.00285267226258559	0.00707574118099103	NA	0.0187805873736657
OM4_C_1F	0.0127981780675905	0.0101445679140904	0.0106822728245145	0.00870399519807722	0.00964011371354916	0	0.00660970790241568	0.00589721677773375	0.0101458777991448	0.0112476409108199	0.00408103556962238	0.0141230730931396	0.0160188609265717	0.0101935324945266	0.0103131159117011	0.0158564381191941	0.0127080513326824	0.00987828722479	0.0159689271056031	0.0118965023474087	0.0113567510074452	0.0181124216947427	0.0157818584096151	0.0122285085421795	0.0139903482684057	NA	0.01468568839997
OM4_C_1G	0.0186165847173515	0.0156228671353204	0.0110945533309845	0.0129481927461403	0.0138613625884102	0.00660970790241568	0	0.00568314801381131	0.0141536235527002	0.0119748056400543	0.00745425872602807	0.0108267971923478	0.0121486702253048	0.00488513558294601	0.0141053782944086	0.021155390437124	0.0188746618594505	0.0129298506027717	0.0152226707181219	0.00989269522929574	0.00776494018076636	0.0132640854513717	0.0126134401860351	0.0167090447229324	0.0196841039230658	NA	0.0091359325140657
OM4_C_1H	0.0174139326590218	0.0125454792119508	0.00745622314612465	0.0128592357909051	0.0123769374702483	0.00589721677773375	0.00568314801381131	0	0.014720357464066	0.00909246782415556	0.00588260861708691	0.0102573822413427	0.0112024716804568	0.00709440873642651	0.0128501694190043	0.020463472248491	0.0154314287862734	0.0102890605492303	0.0122463956485388	0.00693219222609428	0.00890585084788179	0.0137224725118064	0.00991157260512719	0.0149677834752454	0.0172016309306803	NA	0.0104802435763525
OM4_C_2A	0.00686840211194514	0.00940400300953329	0.0148355076350217	0.00230063481619895	0.00582648934926761	0.0101458777991448	0.0141536235527002	0.014720357464066	0	0.0135977146236175	0.00900004791493244	0.0180683556083178	0.0211932669618095	0.0189181078616622	0.00588314017615607	0.00768309279377533	0.0124603433359763	0.00984168464846647	0.018901123579345	0.0177944716220273	0.0148841774958343	0.0228103016054667	0.0235158226698041	0.00696004967540628	0.00979485361338579	NA	0.0205961481332773
OM4_C_2B	0.0162419149579605	0.010349683131646	0.00238884291742332	0.0114791500689214	0.00891320879086635	0.0112476409108199	0.0119748056400543	0.00909246782415556	0.0135977146236175	0	0.00743457031823503	0.0075302484125801	0.0100170466057832	0.0147031551685155	0.00877352237191597	0.0182898684631578	0.0145831996215556	0.00473557943165704	0.00545494232497766	0.00630844371170478	0.00786911013943296	0.0128910350723824	0.0126113562151684	0.0106562195116335	0.014307742336631	NA	0.0124924154161835
OM4_C_2C	0.0121996587722918	0.00828746003965837	0.00737968726388855	0.00702912992559658	0.00677821454411666	0.00408103556962238	0.00745425872602807	0.00588260861708691	0.00900004791493244	0.00743457031823503	0	0.0113285398566735	0.0137310534202285	0.0114427458283736	0.00724010332660588	0.0148955976226046	0.0120513642029569	0.00609497238868927	0.0124992623184905	0.00953936026864079	0.00884735642705198	0.0160215916655158	0.0147332789409459	0.00954026970623957	0.0124074197053826	NA	0.0134131464071142
OM4_C_2D	0.0223973852975774	0.0173200705422223	0.00715926757112296	0.0163581412947036	0.0150604595370878	0.0141230730931396	0.0108267971923478	0.0102573822413427	0.0180683556083178	0.0075302484125801	0.0113285398566735	0	0.0034967611688125	0.0120649197850841	0.0147651733670919	0.0242972920061027	0.021533429026499	0.0117408121002115	0.00669329421214132	0.00484496916672464	0.00419958589372124	0.00542839786966559	0.0092841111159086	0.0172547737741084	0.0213761734548941	NA	0.00602363266881218
OM4_C_2E	0.0252436980090628	0.0197472817641087	0.00899335867470927	0.0194122833406846	0.0180534993873383	0.0160188609265717	0.0121486702253048	0.0112024716804568	0.0211932669618095	0.0100170466057832	0.0137310534202285	0.0034967611688125	0	0.0119665231324846	0.0178626234266939	0.027377346596494	0.0236641826247718	0.0144826431727941	0.00782448973722151	0.00524507566752891	0.00704490913947786	0.00365588764696399	0.00682279157722742	0.0202587921806365	0.0240551142397747	NA	0.00518860464791729
OM4_C_2F	0.0228592002537031	0.0191874340255809	0.0131950137478442	0.0176037366652616	0.0181527685406372	0.0101935324945266	0.00488513558294601	0.00709440873642651	0.0189181078616622	0.0147031551685155	0.0114427458283736	0.0120649197850841	0.0119665231324846	0	0.0184608269083181	0.0256595215417088	0.0220215331250068	0.0165541991774529	0.0166829643168447	0.0105421768323892	0.0103255046019891	0.0128623532117326	0.0104599960246076	0.0209546062032618	0.0235839836162728	NA	0.00836359978201168
OM4_C_2G	0.00827011194305512	0.00598131749633515	0.0103768778505871	0.00403824488438032	0.00109969560251223	0.0103131159117011	0.0141053782944086	0.0128501694190043	0.00588314017615607	0.00877352237191597	0.00724010332660588	0.0147651733670919	0.0178626234266939	0.0184608269083181	0	0.00967219245197883	0.010363126579024	0.00448673963632364	0.0139277716405028	0.0141641550182776	0.0127058560069059	0.0200351990025584	0.0203210007567809	0.00292132999638256	0.00770857595368656	NA	0.0186530454269483
OM4_C_3A	0.00377474406384212	0.0102930787222344	0.0196524930192573	0.00851092124666138	0.0094285873630224	0.0158564381191941	0.021155390437124	0.020463472248491	0.00768309279377533	0.0182898684631578	0.0148955976226046	0.0242972920061027	0.027377346596494	0.0256595215417088	0.00967219245197883	0	0.0109721718139195	0.0136476540636999	0.0233986923929563	0.0234351187220824	0.0217406132106377	0.0294343094269965	0.0292184567769409	0.00794108030991335	0.00692494345461094	NA	0.0275651974544416
OM4_C_3B	0.00779373650419703	0.00468260478751137	0.0148595064422869	0.0110632020725137	0.00939438057429981	0.0127080513326824	0.0188746618594505	0.0154314287862734	0.0124603433359763	0.0145831996215556	0.0120513642029569	0.021533429026499	0.0236641826247718	0.0220215331250068	0.010363126579024	0.0109721718139195	0	0.0106410368561241	0.0190794301429087	0.0186497221703946	0.0202294417721712	0.0266891547095056	0.0232360369967512	0.00881697572714359	0.00514931337110285	NA	0.024756198593643
OM4_C_3C	0.0116017227411647	0.00607004036364573	0.00619837074504421	0.00764457630726312	0.00443074603726839	0.00987828722479	0.0129298506027717	0.0102890605492303	0.00984168464846647	0.00473557943165704	0.00609497238868927	0.0117408121002115	0.0144826431727941	0.0165541991774529	0.00448673963632364	0.0136476540636999	0.0106410368561241	0	0.00989986433096108	0.0103918615012437	0.0107100750456687	0.017147760442886	0.0165103117818342	0.00603848417987774	0.00968848147846814	NA	0.0160966997086623
OM4_C_3D	0.0214934695529983	0.0152230330367609	0.00541814504855076	0.0168512617972877	0.0141751071082939	0.0159689271056031	0.0152226707181219	0.0122463956485388	0.018901123579345	0.00545494232497766	0.0124992623184905	0.00669329421214132	0.00782448973722151	0.0166829643168447	0.0139277716405028	0.0233986923929563	0.0190794301429087	0.00989986433096108	0	0.00626598713213844	0.00963713105076676	0.0108319340390288	0.011049627391931	0.0155496634355723	0.0190289156406372	NA	0.0122131463431432
