	OM4_B_B_1	OM4_B_B_3	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1D_1	OM4_C_1D_2	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1G_1	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_1	OM4_C_1H_2	OM4_C_1H_3	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2E_2	OM4_C_2E_3	OM4_C_2F_1	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_2	OM4_C_3A_3	OM4_C_3B_1	OM4_C_3B_2	OM4_C_3B_3	OM4_C_3C_1	OM4_C_3C_2	OM4_C_3D_2	OM4_C_3E_1	OM4_C_3E_2	OM4_C_3F_1	OM4_C_3F_2	OM4_C_3F_3	OM4_C_3G_1	OM4_C_3H_1	OM4_C_3H_2	OM4_H_4A_1	OM4_H_4A_2	OM4_H_4A_3	OM4_H_4B_1	OM4_H_4B_2	OM4_H_4B_3	OM4_H_4E_1	OM4_H_4E_2	OM4_H_4F_1	OM4_H_4F_2	OM4_H_4F_3
OM4_C_2B_1	0.0222409529491856	0.0290277648342989	0.0126915177744109	0.0152049691595533	0.0254204060479989	0.0247134238378131	0.00445770553471051	0.0163263860192741	0.00979601239613564	0.0183984761994319	0.000344003515444028	0.00738059943638759	0.00597266145827766	0.0263444157533298	0.0186870401059798	0.0115225390263978	0.000724036116684696	0.00827547407712264	0.0128312868303169	0.024219476673109	0.0204165548644336	0	0.0145897469359285	0.0287868240113688	0.00463086102897684	0.0229321943301042	0.00705125120547044	0.036719641084579	0.0290645717103161	0.0125593101468084	0.0188582925417101	0.00342360249707717	0.000219479378501171	0.00844434331156514	0.0110703969942515	0.0297041146203992	0.00863403013258834	0.0179410296638997	0.0139049668735302	0.0208451876490689	0.0183660487202383	0.0143690275336284	0.00703801729267254	0.0155899746220829	0.000808105510372898	0.00996145476729531	0.00315232760511092	0.011336430395509	0.0203155910030087	0.00878456850757765	0.00135166822460265	0.0213417475307808	0.00135716452671484	0.014517757091647	0.0163209326873457	0.0326095231037525	0.0126649225283269	0.00591341903442271	0.01446545628318	0.025345178219929
OM4_C_2C_2	0.00765206738522697	0.014440140516338	0.0018983510358529	0.000615269552452424	0.0108320530791834	0.0101249435659496	0.0101322698116374	0.00173678254503354	0.00479397206778191	0.00380908387588796	0.0149337244743506	0.0072094166066881	0.00861734576710885	0.0117562368225662	0.00409768063963396	0.00306738668859902	0.0138657615848856	0.00631453714878135	0.00175857425032967	0.0096309104710997	0.00582741002175998	0.0145897469359285	0	0.0141991469015708	0.00995911913581948	0.00834341582593916	0.00753876457137586	0.0221340128903768	0.0144769555090064	0.00203056579287707	0.00426895297406474	0.0111663377609326	0.0143702835060799	0.00614566609676452	0.00351954702132667	0.015116641651895	0.00595597689008532	0.00335158698296404	0.00068482823473626	0.00625610068794651	0.00377665275712272	0.000220735447801714	0.00755199845055642	0.00100030658338218	0.0153977895269954	0.00462852537379469	0.0114376016579066	0.0032535031028423	0.00572643279758469	0.00580543636273152	0.0159413062052096	0.00675272995398935	0.0132326732226316	7.1995131352915e-05	0.00173132871483509	0.0180227532651416	0.00192494773030154	0.00867658738038742	0.000124299748621488	0.0107568114637836
OM4_C_2C_3	0.0065473270371119	0.000241010825910777	0.0160973471476953	0.0135839186026238	0.00336727410582048	0.00407440721750814	0.0243302013179516	0.0124624712078301	0.0189926698292468	0.0103902584557458	0.0291307275012889	0.0214078023722542	0.0228155232025214	0.00244305205896192	0.0101016706672073	0.0172662722837217	0.0280629907160069	0.0205130451960284	0.015957582675513	0.00456845386432187	0.0083719778503549	0.0287868240113688	0.0141991469015708	0	0.0241570798928992	0.00585597248481662	0.02173710335013	0.00793573576008444	0.000277828498461337	0.016229550080512	0.00993040327064786	0.02536408844489	0.0285674072183771	0.0203441963361057	0.0177183862622198	0.000917563353124483	0.0201545317228101	0.0108477394368726	0.0148839248324762	0.00794329167870105	0.0104226885145688	0.0144198666400624	0.0217503353189992	0.0131989054902485	0.0295946908123543	0.0188272424050152	0.0256353031673147	0.0174523698615105	0.00847295375177233	0.0200040104612472	0.0301380856404775	0.00744666535015024	0.0274300310986403	0.0142711369624714	0.0124679247490747	0.00382394738915205	0.0161239414774099	0.0228747556225444	0.0143234378633658	0.00344251846747298
OM4_C_2D_1	0.0176107207898037	0.0243980413151551	0.00806082095083648	0.0105743662142466	0.0207903936959001	0.0200833597946465	0.000173156732863398	0.0116958315080513	0.00516523257766711	0.0137680218169615	0.00497486179777256	0.00274977097982823	0.00134181329158755	0.0217144733881592	0.0140566007627317	0.00689180545509339	0.00390682945227111	0.00364466145595446	0.00820059469424284	0.0195893774703792	0.0157862112717692	0.00463086102897684	0.00995911913581948	0.0241570798928992	0	0.0183020071896625	0.00242041756810179	0.0320906737144492	0.0244348513544783	0.00792860894704527	0.0142278622503206	0.00120726516539184	0.00441138320453393	0.00381353396701319	0.00643965038657544	0.0250744499268602	0.00400322457773302	0.0133105519891287	0.00927431283866556	0.0162148692745199	0.0137355926644702	0.00973839111294451	0.00240718345440131	0.0109593878496143	0.00543895948495276	0.00533067896575209	0.00147854090425927	0.00670569137874715	0.0156852415562668	0.00415376604251973	0.00598251627494077	0.0167114591098403	0.00327370363298065	0.00988712646264951	0.0116903779308189	0.0279801279044841	0.00803422481990454	0.0012825701778594	0.00983482360943806	0.0207151602909874
OM4_C_2D_2	0.000691363786851303	0.00609698030962223	0.0102417105246792	0.00772816005510874	0.00248871548408739	0.00178158008192693	0.0184751436176237	0.00660666654226617	0.0131372054532093	0.00453438202865707	0.0232761341928917	0.0155525076983944	0.0169603383567089	0.00341293744745872	0.00424578563202778	0.0114107011057365	0.0222082860439042	0.0146576848918877	0.0101019385988168	0.00128753062411024	0.00251604832593929	0.0229321943301042	0.00834341582593916	0.00585597248481662	0.0183020071896625	0	0.0158818336477995	0.0137914843930071	0.00613379750285896	0.0103739205809276	0.00407451328708661	0.0195091228711806	0.0227127545808636	0.014488824011122	0.0118628418846492	0.00677352314256012	0.0142991460329711	0.00499187735005826	0.00902822614297797	0.00208735301182005	0.00456681307599391	0.00856414579513737	0.0158950666292557	0.00734313053328983	0.0237401473339646	0.0129717672709663	0.0197803624779499	0.011596809614542	0.00261702648974923	0.0141486142686899	0.024283601631571	0.00159071702767941	0.0215752625897765	0.00841540920192954	0.00661212029538719	0.00967984422502851	0.0102683062816594	0.0170195755741072	0.00846771252446363	0.00241347097574104
OM4_C_2E_2	0.0151905278002845	0.0219780741178723	0.00564044153353993	0.00815402100345675	0.0183702968197883	0.0176632400746351	0.00259357392444886	0.00927550498307916	0.00274482690480142	0.0113477353794127	0.0073952485039796	0.000329354171662006	0.0010786054906623	0.0192944076383826	0.0116363204804645	0.00447141374355279	0.00632722628413958	0.0012242476313172	0.00578021690050822	0.01716924228971	0.0133659708163086	0.00705125120547044	0.00753876457137586	0.02173710335013	0.00242041756810179	0.0158818336477995	0	0.0296710564096584	0.0220148855934679	0.00550822802423585	0.0118075856872009	0.00362767905954656	0.00683177549136465	0.00139312085611344	0.00401925453516607	0.0226545094870025	0.00158281232570192	0.0108902560808055	0.00685394861078631	0.0137946394675598	0.0113153055439658	0.00731803334774143	1.32341358536641e-05	0.00853904881584137	0.00785934119474098	0.00291027441391253	0.00389895363635996	0.00428529792159994	0.0132649986375449	0.00173335451511731	0.00840289167342013	0.0142912420253931	0.00569410556388064	0.00746677084524922	0.00927005130984719	0.0255603111932843	0.00561384509741052	0.00113784861455298	0.00741446723252399	0.0182950609440872
OM4_C_2E_3	0.0144828000070333	0.00769473008063974	0.0240320126568662	0.0215188453163827	0.011302904322001	0.0120100072991596	0.0322637682090318	0.0203975032530913	0.0269269914028713	0.0183254669134631	0.0370634821899732	0.0293418018320126	0.0307493201421489	0.0103787174920672	0.018036901816531	0.0252008044804781	0.0359959369763836	0.0284471677263453	0.0238922636217106	0.0125040312518909	0.0163073353835226	0.036719641084579	0.0221340128903768	0.00793573576008444	0.0320906737144492	0.0137914843930071	0.0296710564096584	0	0.00765791316590252	0.0241642008890051	0.0178656476696809	0.0332974910849711	0.0365002637554964	0.0282783415980882	0.0256528648829049	0.00701819028050195	0.0280887023321905	0.0187829109825983	0.0228187207828677	0.015878677983685	0.0183578943936269	0.0223547103355747	0.0296842865016348	0.0211338691464854	0.0375273603108567	0.0267615848702648	0.033568661749893	0.0253868801414845	0.0164083043603199	0.027938201046233	0.0380706538648262	0.0153820837192707	0.0353630879746375	0.0222059957095327	0.0204029562988539	0.00411183203931815	0.0240586040370699	0.0308085438024152	0.0222582913314135	0.011378145608575
OM4_C_2F_1	0.00682515120613416	3.68176717447965e-05	0.0163751501466447	0.0138617288788401	0.00364510141453568	0.00435223399725936	0.024607971965079	0.0127402843382365	0.0192704629372316	0.0106680762219263	0.0294084732708614	0.0216855859957047	0.0230933007802086	0.00272087991308734	0.0103794890132544	0.0175440714836417	0.0283407424016122	0.0207908324641423	0.0162353861110837	0.00484628021709207	0.00864979933494246	0.0290645717103161	0.0144769555090064	0.000277828498461337	0.0244348513544783	0.00613379750285896	0.0220148855934679	0.00765791316590252	0	0.0165073526629893	0.010208221953231	0.0256418541081821	0.0288451561364308	0.0206219842747272	0.0179961839222112	0.000639734911414768	0.020432320408061	0.011125556250872	0.015161731496679	0.00822111385180278	0.0107005062145831	0.0146976746310101	0.0220281175064399	0.0134767167736933	0.0298724339430043	0.0191050361215975	0.0259130674892162	0.0177301684323424	0.00875077506902311	0.0202817997341191	0.0304158256278719	0.00772448827648115	0.0277077861879434	0.014548945369862	0.0127457378661812	0.00354612020691248	0.0164017443928461	0.0231525329374955	0.0146012461248014	0.00372034572452212
OM4_C_2G_1	0.00968258093218291	0.016470538475027	0.000132214934358615	0.00264583419814641	0.0128625205926713	0.0121554225516758	0.00810176182450308	0.00376734372658392	0.00276341560678869	0.00583963398934013	0.0129032943412274	0.00517887711014025	0.00658681994768075	0.0137866882756236	0.00612822873107797	0.00103682313628607	0.0118353113304061	0.00428399040937176	0.000271991879504636	0.0116613970524837	0.00785794353046339	0.0125593101468084	0.00203056579287707	0.016229550080512	0.00792860894704527	0.0103739205809276	0.00550822802423585	0.0241642008890051	0.0165073526629893	0	0.00629949980994336	0.00913584380039889	0.012339842557294	0.00411511811699729	0.00148898492029023	0.0171470245169388	0.00392542756494193	0.00538214006096653	0.00134573820743098	0.00828662992935675	0.00580720309044213	0.00180983062645223	0.00552146202512318	0.00303087023971632	0.0133673686373333	0.00259796805143624	0.00940711162602803	0.00122294011302497	0.0077569672736698	0.00377488600593483	0.0139108965267423	0.00878325392736228	0.0112022117976926	0.00195857076029475	0.00376188991749321	0.0200530639104717	0.000105618205431139	0.00664606219760978	0.00190626621089345	0.0127872802316236
OM4_C_2G_2	0.00338315281546329	0.0101714056121914	0.00616728665897791	0.00365368675397717	0.00656320560951029	0.00585607857629647	0.0144010066818726	0.00253217694897014	0.00906286066900617	0.0004598716957468	0.0192022528791077	0.0114782469970475	0.0128861342635984	0.00748741449379049	0.000171273375383081	0.00733630631600672	0.0181343422516242	0.0105833911185281	0.00602751151510693	0.00536203412324019	0.00155847051761198	0.0188582925417101	0.00426895297406474	0.00993040327064786	0.0142278622503206	0.00407451328708661	0.0118075856872009	0.0178656476696809	0.010208221953231	0.00629949980994336	0	0.0154350354941635	0.018638839903642	0.0104145242503636	0.00778845937654733	0.010847932169813	0.0102248396426962	0.000917370550101649	0.00495377618058384	0.00198716615337248	0.000492302973977453	0.00448968695299267	0.0118208191870062	0.00326865123760994	0.0196662941713719	0.00889741733033172	0.0157062886009154	0.00752241981018994	0.00145749220226865	0.0100743026894155	0.0202097822118213	0.00248380185881008	0.0175012832784682	0.00434094764272675	0.00253763077271642	0.0137541685141982	0.00619388303451422	0.0129453739855445	0.00439325191358495	0.00648796205914205
OM4_C_2G_3	0.0188178472193308	0.0256050448409751	0.00926805485261352	0.0117815792404402	0.0219974673670287	0.0212904459311785	0.00103410850721372	0.0129030335126721	0.006372483969796	0.014975200683413	0.00376760447469097	0.00395703159239607	0.00254907702585177	0.0229215301341182	0.0152637761213631	0.00809904726312683	0.00269956869967756	0.00485191922196361	0.00940782757411913	0.0207964720669376	0.0169933641425922	0.00342360249707717	0.0111663377609326	0.02536408844489	0.00120726516539184	0.0195091228711806	0.00362767905954656	0.0332974910849711	0.0256418541081821	0.00913584380039889	0.0154350354941635	0	0.00320412395309993	0.00502079112067903	0.00764689494570751	0.0262814390825928	0.00521048101512261	0.0145177362733017	0.0104815373228278	0.017422016184099	0.0149427719207531	0.0109456116694724	0.00361444497926199	0.0121665972106712	0.00423170394961853	0.00653792954758962	0.000271275906728665	0.007912934339879	0.0168923958088182	0.00536102188998784	0.00477526306267121	0.0179185989207566	0.00206644129804925	0.0110943457222061	0.012897579991588	0.0291870509497374	0.0092414589142962	0.00248983400712708	0.0110420433271832	0.0219222353084856
OM4_C_3A_1	0.0220215108347864	0.0288083490981811	0.012472050436646	0.0149855071139826	0.0252009754158306	0.0244939905191148	0.00423822759344761	0.0161069266451902	0.00957654015361628	0.0181790222654763	0.000563482879237111	0.00716112407832888	0.00575318469364876	0.0261249887474095	0.0184675869815059	0.0113030695549068	0.000504556765957963	0.00805599976980929	0.0126118197615914	0.0240000415226741	0.020197106857555	0.000219479378501171	0.0143702835060799	0.0285674072183771	0.00441138320453393	0.0227127545808636	0.00683177549136465	0.0365002637554964	0.0288451561364308	0.012339842557294	0.018638839903642	0.00320412395309993	0	0.00822486921621099	0.0108509267532446	0.0294847018984688	0.00841455628048096	0.0177215744726934	0.0136855019706701	0.0206257409809982	0.0181465946961059	0.0141495636212031	0.00681854156460231	0.0153705134721055	0.00102758482555529	0.00974198277066444	0.0029328489299816	0.0111169606035131	0.0200961426848523	0.00856509485241687	0.00157114744146545	0.0211223024486924	0.00113768526579084	0.0142982935035875	0.0161014732998134	0.0323901241255011	0.0124454551397043	0.00569394221722024	0.0142459925806769	0.0251257472982724
OM4_C_3A_2	0.0137975082416958	0.0205851720400921	0.00424733224939044	0.00676092677986869	0.0169773267335588	0.0162702581401607	0.00398668978764859	0.00788241945001307	0.0013517078406043	0.00995466910542366	0.00878833797932052	0.00106376685381575	0.00247172505941044	0.0179014537686622	0.010243257218176	0.00307829953572877	0.00772032355394111	0.000168873324549136	0.00438710829348303	0.0157762523649289	0.0119729272943812	0.00844434331156514	0.00614566609676452	0.0203441963361057	0.00381353396701319	0.014488824011122	0.00139312085611344	0.0282783415980882	0.0206219842747272	0.00411511811699729	0.0104145242503636	0.00502079112067903	0.00822486921621099	0	0.00262613877717526	0.0212616215672893	0.000189691614783813	0.00949718519767489	0.00546084583496709	0.012401601285892	0.00992223893656741	0.00592493343722479	0.00140635498760371	0.00714595743875778	0.00925242693987599	0.00151715569027635	0.0052920645291609	0.00289218305174777	0.0118719538836251	0.000340233943864497	0.00979597278525732	0.012898210252794	0.00708720693426294	0.0060736718971317	0.00787696573159382	0.0241674891518452	0.0042207356865657	0.00253096807996408	0.0060213679435448	0.016902089574071
OM4_C_3A_3	0.0111715099393205	0.0179593703911826	0.00162119974345777	0.00413481346675997	0.0143514100658468	0.0136443217219918	0.00661280456373745	0.00525631841599454	0.00127443250528266	0.00732859679531358	0.0114143854444912	0.00368990205706192	0.00509785236441349	0.0152755642929864	0.00761718952971362	0.000452162026108799	0.0103463896192985	0.00279501167201373	0.00176097655245634	0.0131503026902164	0.00934689049158049	0.0110703969942515	0.00351954702132667	0.0177183862622198	0.00643965038657544	0.0118628418846492	0.00401925453516607	0.0256528648829049	0.0179961839222112	0.00148898492029023	0.00778845937654733	0.00764689494570751	0.0108509267532446	0.00262613877717526	0	0.018635844136761	0.00243644758341313	0.00687110587248699	0.00283472115721047	0.00977557298214616	0.0072961661165987	0.00329881246270163	0.00403248860124478	0.00451984808279602	0.0118784656756291	0.00110898461895386	0.00791816515915567	0.000266044975254645	0.0092459151277055	0.00228590554159112	0.0124220007987014	0.0102721922145494	0.00971328304579056	0.00344755219253358	0.00525086463232151	0.0215418252973497	0.00159460303915603	0.0051570949735095	0.00339524778778977	0.0142761707613039
OM4_C_3B_1	0.00746487474920038	0.000676552579444254	0.0170148229866119	0.0145014189903322	0.00428483283891679	0.00499196405872926	0.0252475686266953	0.0133799812515242	0.0199101124094386	0.0113077842341437	0.0300480116681024	0.0223252131344845	0.0237329137099714	0.00336061278267592	0.0110191984198313	0.0181837353366088	0.0289802946392907	0.0214304681782234	0.0168750599850575	0.00548600919403068	0.00928951632283204	0.0297041146203992	0.015116641651895	0.000917563353124483	0.0250744499268602	0.00677352314256012	0.0226545094870025	0.00701819028050195	0.000639734911414768	0.0171470245169388	0.010847932169813	0.0262814390825928	0.0294847018984688	0.0212616215672893	0.018635844136761	0	0.0210719594586375	0.0117652619768723	0.0158014130248285	0.00886083251291015	0.0113402140677874	0.0153373593091921	0.0226677412685721	0.0141164092833027	0.0305119661690878	0.0197446870290047	0.0265526493194832	0.0183698307986442	0.00939049165089141	0.0209214401685505	0.0310553505052954	0.00836420877377407	0.0283473463923294	0.0151886310373979	0.0133854347477433	0.00290638759973549	0.0170414170350949	0.0237921452501568	0.0152409314455484	0.00436007701449447
OM4_C_3B_2	0.0136078289844277	0.020395508073895	0.00405764176842214	0.00657123808799307	0.0167876538820092	0.0160805837488132	0.00417638030740273	0.00769273182477879	0.00116201632935024	0.00976498388695437	0.00897802440633818	0.00125345838073701	0.00266141624142634	0.017711783029157	0.0100535723797645	0.00288860850599342	0.00791001115340422	0.000358564935149376	0.00419741789015134	0.0155865769369565	0.0117832449639533	0.00863403013258834	0.00595597689008532	0.0201545317228101	0.00400322457773302	0.0142991460329711	0.00158281232570192	0.0280887023321905	0.020432320408061	0.00392542756494193	0.0102248396426962	0.00521048101512261	0.00841455628048096	0.000189691614783813	0.00243644758341313	0.0210719594586375	0	0.00930749939921434	0.00527115611388914	0.0122119196380221	0.00973255367607247	0.0057352440580173	0.00159604645456072	0.00695626909442311	0.00944211281068389	0.00132746420815568	0.0054817542362741	0.0027024919512622	0.0116822713959439	0.000150542332408608	0.00998565796863032	0.0127085294259595	0.00727689515796085	0.00588398263347675	0.0076872781007718	0.0239778357116749	0.00403104519111872	0.00272065924173071	0.00583167863892364	0.0167124165555372
OM4_C_3B_3	0.00430051872558467	0.011088740160302	0.00524992642366451	0.00273631938970534	0.00748056049567321	0.0067734364724536	0.0134836979473095	0.00161480770200309	0.00814551363025635	0.000457498921441807	0.0182849940645041	0.010560915046071	0.011968812818138	0.00840476496399701	0.000746097215726594	0.00641895076640056	0.0172170710672972	0.00966605314519929	0.00511015077775789	0.00627939393268863	0.00247583983745119	0.0179410296638997	0.00335158698296404	0.0108477394368726	0.0133105519891287	0.00499187735005826	0.0108902560808055	0.0187829109825983	0.011125556250872	0.00538214006096653	0.000917370550101649	0.0145177362733017	0.0177215744726934	0.00949718519767489	0.00687110587248699	0.0117652619768723	0.00930749939921434	0	0.00403641200135403	0.00290453486309606	0.000425067642802505	0.00357232151328285	0.0109034896762715	0.00235128313668873	0.018749040957585	0.00798006939387535	0.0147889919882276	0.0066050650867943	0.00237486164875392	0.0091569615171703	0.0192925357316293	0.00340116971511482	0.0165840051033432	0.00342358182805664	0.00162026153293694	0.0146714746182148	0.00527652289616076	0.0120280530097456	0.00347588622917593	0.00740531728080231
OM4_C_3C_1	0.00833688044643797	0.0151249167636508	0.00121352334852921	0.00130009759714456	0.0115168516316372	0.0108097457615336	0.00944746431235828	0.00242160978001128	0.00410914851337934	0.00449390804074436	0.01424894676666	0.00652459954608827	0.00793253376940244	0.0124410302538328	0.00478250421483302	0.00238256019043478	0.013180976749825	0.00562971735930036	0.00107374646422621	0.0103157150704712	0.00651222923189743	0.0139049668735302	0.00068482823473626	0.0148839248324762	0.00927431283866556	0.00902822614297797	0.00685394861078631	0.0228187207828677	0.015161731496679	0.00134573820743098	0.00495377618058384	0.0104815373228278	0.0136855019706701	0.00546084583496709	0.00283472115721047	0.0158014130248285	0.00527115611388914	0.00403641200135403	0	0.00694091859593943	0.00446147698576285	0.000464092811377789	0.00686718253524711	0.00168513441754864	0.014713015085027	0.00394370147595904	0.0107528026314877	0.00256867685386584	0.00641125230168822	0.00512061519045071	0.0152565357179702	0.00743754624408516	0.0125478844179007	0.000612833113388911	0.00241615595519675	0.018707501209337	0.00124012006282857	0.00799177561633339	0.000560528502395257	0.0114416104152382
OM4_C_3C_2	0.00139598992593849	0.00818429704204837	0.00815441809703337	0.00564083867656178	0.00457606022047304	0.00386892808558469	0.0163880100521476	0.00451933519957817	0.0110499577140172	0.00244703707170705	0.0211891384960703	0.0134653065164402	0.0148731682039919	0.00550027681664205	0.00215843927316604	0.00932342525941212	0.0201212568021642	0.0125704654773977	0.00801464432100961	0.00337488047900571	0.000428696097328285	0.0208451876490689	0.00625610068794651	0.00794329167870105	0.0162148692745199	0.00208735301182005	0.0137946394675598	0.015878677983685	0.00822111385180278	0.00828662992935675	0.00198716615337248	0.017422016184099	0.0206257409809982	0.012401601285892	0.00977557298214616	0.00886083251291015	0.0122119196380221	0.00290453486309606	0.00694091859593943	0	0.00247946828416226	0.00647683302968742	0.0138078727336346	0.00525580552838092	0.0216531667268446	0.0108845166516241	0.0176932630975894	0.00950953659058361	0.000529674484495966	0.0120613849984202	0.0221966390930181	0.000496636557799778	0.019488214240239	0.00632809483001395	0.00452478899676309	0.0117671143752229	0.00818101420925666	0.0149324067898235	0.00638039871380938	0.00450081609433749
OM4_C_3D_2	0.0038754535453618	0.0106636900052688	0.00567498966887103	0.00316138575536819	0.00705550065463963	0.00634837518533461	0.0139087379278577	0.00203987485849691	0.00857057097128039	3.24312815083297e-05	0.0187100112631138	0.0109859655716702	0.0123938585782656	0.00797970723631081	0.000321029608250206	0.00684401192544521	0.0176420939199411	0.0100911063962481	0.00553521424543875	0.00585433172310188	0.00205077294462383	0.0183660487202383	0.00377665275712272	0.0104226885145688	0.0137355926644702	0.00456681307599391	0.0113153055439658	0.0183578943936269	0.0107005062145831	0.00580720309044213	0.000492302973977453	0.0149427719207531	0.0181465946961059	0.00992223893656741	0.0072961661165987	0.0113402140677874	0.00973255367607247	0.000425067642802505	0.00446147698576285	0.00247946828416226	0	0.00399738704800677	0.0113285390960639	0.00277634981571003	0.019174055594715	0.0084051271388299	0.0152140264468721	0.00703012587654827	0.00194979468987042	0.00958201621344316	0.019717547288174	0.00297610356771696	0.0170090311492302	0.00384864752571556	0.00204532868646009	0.0142464379032087	0.00570158609838789	0.0124530985565704	0.00390095187024895	0.00698025727885049
OM4_C_3E_1	0.00787279821437448	0.0146608597207248	0.00167761583188831	0.000836004961033121	0.0110527793448414	0.0103456709807472	0.0099115420520914	0.00195751773239001	0.004573238298929	0.00402981814736139	0.0147130058432442	0.00698868501679563	0.00839661585914486	0.0119769614703857	0.00431841473131678	0.00284665190952814	0.0136450406185378	0.00609380464749594	0.00153783900957308	0.00985163864312411	0.00604814276799	0.0143690275336284	0.000220735447801714	0.0144198666400624	0.00973839111294451	0.00856414579513737	0.00731803334774143	0.0223547103355747	0.0146976746310101	0.00180983062645223	0.00448968695299267	0.0109456116694724	0.0141495636212031	0.00592493343722479	0.00329881246270163	0.0153373593091921	0.0057352440580173	0.00357232151328285	0.000464092811377789	0.00647683302968742	0.00399738704800677	0	0.00733126724199178	0.00122104193771774	0.0151770719649867	0.00440779148832978	0.0112168760311001	0.00303276841067436	0.00594716563497005	0.00558470339763333	0.0157205899372005	0.00697346179190976	0.0130119509542795	0.000148740316660151	0.00195206390375098	0.0182434634740166	0.00170421253368479	0.00845585754983782	9.64356996501336e-05	0.0109775378553734
OM4_C_3E_2	0.0152037608804536	0.0219913060382966	0.00565367552764808	0.00816725483828848	0.0183835294095003	0.0176764727814509	0.00258033981470422	0.00928873872811176	0.00275806101052687	0.0113609689281396	0.00738201461393706	0.000342588311576	0.00106537135555516	0.0193076400680884	0.0116495539987171	0.00448464779198312	0.00631399232694385	0.00123748176475409	0.00579345088727902	0.0171824750756168	0.0133792041358817	0.00703801729267254	0.00755199845055642	0.0217503353189992	0.00240718345440131	0.0158950666292557	1.32341358536641e-05	0.0296842865016348	0.0220281175064399	0.00552146202512318	0.0118208191870062	0.00361444497926199	0.00681854156460231	0.00140635498760371	0.00403248860124478	0.0226677412685721	0.00159604645456072	0.0109034896762715	0.00686718253524711	0.0138078727336346	0.0113285390960639	0.00733126724199178	0	0.00855228262114881	0.00784610733714376	0.00292350851529928	0.00388571956544432	0.00429853197751491	0.0132782319694785	0.00174658864162866	0.00838965785634379	0.0143044752273955	0.00568087157180751	0.00748000472940596	0.00928328505536831	0.0255735423303391	0.00562707909290482	0.00112461447993504	0.00742770112025347	0.0183082935464815
OM4_C_3F_1	0.00665177848866938	0.0134399014233077	0.00289865570890525	0.000385037113339264	0.00983178351525223	0.00912466909414057	0.0111325372587391	0.000736476405731661	0.00579426900995452	0.00280878100868128	0.0159339485200056	0.00820970265057986	0.00961762359226988	0.0107559741985644	0.0030973784648589	0.00406768894077728	0.0148659966655212	0.00731482770210133	0.00275887914935472	0.00863063277704667	0.00482711321103725	0.0155899746220829	0.00100030658338218	0.0131989054902485	0.0109593878496143	0.00734313053328983	0.00853904881584137	0.0211338691464854	0.0134767167736933	0.00303087023971632	0.00326865123760994	0.0121665972106712	0.0153705134721055	0.00714595743875778	0.00451984808279602	0.0141164092833027	0.00695626909442311	0.00235128313668873	0.00168513441754864	0.00525580552838092	0.00277634981571003	0.00122104193771774	0.00855228262114881	0	0.0163980085312998	0.00562882291435501	0.0124378588870174	0.00425380488204889	0.00472613561652571	0.00680572923366082	0.0169415191153248	0.00575243686715118	0.0142329144717155	0.00107230168852368	0.000731022570965154	0.017022553419978	0.00292525235884462	0.00967686482958678	0.00112460628384705	0.00975654136105176
OM4_C_3F_2	0.0230489148598357	0.0298356276748691	0.0134995753000053	0.0160130064769585	0.0262283247693068	0.0255213526536012	0.00526580447061724	0.0171344131780611	0.0106040888135288	0.0192064827325792	0.000464102039516691	0.00818868801994213	0.0067807556258227	0.0271523208579663	0.0194950435757365	0.0123306047444287	0.00153214131618431	0.00908355853439147	0.0136393433251288	0.0250274123749812	0.0212245389947056	0.000808105510372898	0.0153977895269954	0.0295946908123543	0.00543895948495276	0.0237401473339646	0.00785934119474098	0.0375273603108567	0.0298724339430043	0.0133673686373333	0.0196662941713719	0.00423170394961853	0.00102758482555529	0.00925242693987599	0.0118784656756291	0.0305119661690878	0.00944211281068389	0.018749040957585	0.014713015085027	0.0216531667268446	0.019174055594715	0.0151770719649867	0.00784610733714376	0.0163980085312998	0	0.0107695302317861	0.0039604296186709	0.0121444973471694	0.0211235763083891	0.00959265041723113	0.000543562920108138	0.0221497206264571	0.00216526921397239	0.0153258002859424	0.0171289598972448	0.0334173232168648	0.0134729802488136	0.00672151341259041	0.0152734999139108	0.026153098028715
