	OM4_B_B_1	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_1	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_3	OM4_C_1D_3	OM4_C_1E_1	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1G_1	OM4_C_2A_1	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2B_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2D_3	OM4_C_2E_2	OM4_C_2E_3	OM4_C_2F_1	OM4_C_2F_3	OM4_C_2G_1	OM4_C_2G_2	OM4_C_3D_1	OM4_C_3D_2	OM4_C_3E_2	OM4_C_3E_3	OM4_C_3F_1	OM4_C_3F_2	OM4_C_3F_3	OM4_C_3G_2	OM4_C_3G_3	OM4_C_3H_2	OM4_C_3H_3	OM4_H_4A_1	OM4_H_4A_2	OM4_H_4E_1	OM4_H_4E_3	OM4_H_4F_2	OM4_H_4F_3
OM4_C_2G_1	0.05109714348949	0.0356071319775455	0.00316706941815033	0.0291841784764892	0.0160615738431762	0.0152144412898412	0.0168763014021933	0.03968410466736	0.0310645167603849	0.0321154668797884	0.0304365555389823	0.0335951103488508	0.042491789708171	0.0166072563278812	0.0404125804697952	0.0381798279552318	0.0141006768202884	0.0108112611206604	0.0159153750952762	0.0247137093231914	0.0125508378580426	0.0278636927201153	0.016570016424829	0	0.0149806892347726	0.0332909980930145	0.0269559450884803	0.0308236981993366	0.0142973097435889	0.0217375731587536	0.00675304977139047	0.0126979462941072	0.0288384065186855	0.0268228596690043	0.0193066315715464	0.00606133417519182	0.0398021009725046	0.0274329936321774	0.0346989142315587	0.0212229127417165	0.0227302211164319	0.0126199083794455
OM4_C_2G_2	0.0361429709858515	0.0206415026169213	0.0158562681105184	0.0144665113400777	0.00127509512198092	0.00568169668159926	0.0164899184354714	0.0306478630051895	0.0365142721253072	0.018019107441999	0.0171239179059703	0.0187207068650945	0.0279075236642329	0.0266092835094543	0.0259824980749832	0.0269849252744868	0.00701520722831831	0.00524209987426753	0.00258511415870305	0.01536446967654	0.0102453061157711	0.0138811921649579	0.0174139176768184	0.0149806892347726	0	0.0200222536716145	0.0121340259126055	0.0158915425185822	0.00090099058471253	0.0085041702146727	0.0201389602565635	0.0276682738591672	0.0138678345449224	0.0152116591990006	0.0101441077978681	0.0169875864539292	0.0249926304393711	0.0145536679752993	0.0203200324185102	0.00819916776276629	0.0134126797918404	0.00610018099172994
OM4_C_3D_1	0.0223382841122019	0.0136147733380504	0.0328579722608796	0.0158165764820712	0.0187492916893255	0.0180836926455731	0.0233859053401366	0.0157177890279355	0.040543663008574	0.00378204317940768	0.00291077268476707	0.00924989606257212	0.0114261937396015	0.0381779477355917	0.00897841387422739	0.00922705505764341	0.0193674563581114	0.0225873995145036	0.0180256419935516	0.0114245013394892	0.02212368359871	0.00639488199748125	0.0248040966105384	0.0332909980930145	0.0200222536716145	0	0.0102008148405261	0.0101515124893406	0.0202611524800507	0.0117427900810265	0.0362814463893285	0.0455209447629362	0.0114643766654784	0.00734616886668122	0.0147274192202931	0.0325550180060026	0.0110864339530334	0.00586719815224618	0.00526676471540274	0.012195673267864	0.012419587257874	0.0206983382722706
OM4_C_3D_2	0.0242603889453866	0.00947532934065573	0.0274011443524287	0.00674441201227236	0.0109524612936707	0.0130465763589054	0.0225575958339998	0.0248658840437611	0.0423000198930463	0.0069361392133443	0.00794421292981188	0.00664836668854959	0.015823136940472	0.0359996231718502	0.0140200316151542	0.019127896440971	0.0148824925731767	0.0163579309194922	0.011111409497287	0.0137379146588335	0.018545785095424	0.00438376157767565	0.0239030115859944	0.0269559450884803	0.0121340259126055	0.0102008148405261	0	0.00404561995276693	0.0127095539562318	0.00695796802649465	0.0314458706053234	0.0396371373718542	0.00281327485599766	0.0102648016411265	0.0127262401852248	0.0279511563836644	0.0128701553242993	0.00752004826063929	0.00854700498507462	0.00750064770031285	0.0130827902048841	0.015463503312852
OM4_C_3E_2	0.0203027075932225	0.00552855041884371	0.0313733802502886	0.00581975160783319	0.0147679742023432	0.0170915581912016	0.0263864207144289	0.0257619806309763	0.0458786825413886	0.00637163328157518	0.00888807865720952	0.00294983016813273	0.0125652419659735	0.0400104179495382	0.0111220414776483	0.0193722000171895	0.0189239480275499	0.0203272443321977	0.015076901835122	0.0167376055160168	0.022573354033285	0.00649671938344302	0.0277537817584153	0.0308236981993366	0.0158915425185822	0.0101515124893406	0.00404561995276693	0	0.016533010205101	0.0108769624564219	0.0354523042172724	0.043513326799141	0.00222963448467677	0.0127733597196857	0.0165246009066247	0.031977759118889	0.00923849518688546	0.00980918356183168	0.00648602705888106	0.0114375507096792	0.0164215564583964	0.0195024750890303
OM4_C_3E_3	0.0368122963653914	0.0213698746152185	0.0150682756349645	0.0152922133655984	0.00176524131655043	0.0050477093010139	0.0156789354209725	0.0304594959665845	0.0356572866509096	0.0184015079068759	0.0173536791717728	0.0193294296750515	0.0284246060757427	0.0257120794984093	0.0264585497228062	0.0269869963186223	0.00624789942975285	0.00435393361726475	0.00238411901296144	0.0150731835804607	0.00938458007355869	0.0142183629154016	0.0165787429196059	0.0142973097435889	0.00090099058471253	0.0202611524800507	0.0127095539562318	0.016533010205101	0	0.00861571542118303	0.0193270696500913	0.0269927197201551	0.0145486616903886	0.015172871386388	0.00971187400301919	0.0161377711813994	0.0255777867190904	0.0146908027437158	0.0207733163065283	0.00826019895452604	0.0130827530199304	0.00524207853819086
OM4_C_3F_1	0.0305345113122735	0.0163896982815083	0.0216290629367842	0.0128300797473191	0.00726783312175193	0.00673158805020049	0.0156091301062019	0.0226546860473571	0.0354967292363569	0.010417250106706	0.0088356654612004	0.0130317263072044	0.0209971268465095	0.0291860501547221	0.018803378073171	0.0185285484735783	0.00837469998460065	0.0109420986481245	0.00631042270183676	0.00841006873379344	0.0118368425854631	0.00618376754972931	0.0169483723534784	0.0217375731587536	0.0085041702146727	0.0117427900810265	0.00695796802649465	0.0108769624564219	0.00861571542118303	0	0.0253978709386164	0.0342019458258681	0.00971206803567447	0.00690559656259021	0.00582683978479981	0.0217639077325558	0.0187474878440513	0.006075955776645	0.0131165561600718	0.000576958229213198	0.00704793181099567	0.0093503691988272
OM4_C_3F_2	0.0556728205576792	0.04056217121272	0.00438960903130438	0.0346001447840511	0.0210179237978519	0.0186732987491845	0.015896073142352	0.040068858962424	0.0256802101105164	0.0357372600316275	0.0335749453393902	0.0380482516743204	0.0463775148850838	0.0103607330111378	0.0441503347595911	0.0397525822115171	0.0170785628473809	0.0151798681826564	0.0204041878325829	0.0263006596714675	0.0142014062579092	0.0315593561717788	0.0150539106927568	0.00675304977139047	0.0201389602565635	0.0362814463893285	0.0314458706053234	0.0354523042172724	0.0193270696500913	0.0253978709386164	0	0.00990666868235564	0.0336418098011085	0.02925526624693	0.0216117836283967	0.00374021881176886	0.0440518890544966	0.0304773669226478	0.0384976468032246	0.0248353551149677	0.0245489112415421	0.0160887770705474
OM4_C_3F_3	0.0637751623022005	0.0482681072063915	0.0126760589092823	0.0417340797679602	0.0287566634852405	0.0275328453377322	0.0257864392873724	0.0499653320156566	0.0322700545948903	0.0446109582788709	0.0427277252612787	0.0462766605445439	0.0550849164994653	0.0167121570216954	0.0529623444630391	0.0495103983592393	0.0261646863687311	0.023388103202313	0.0285690564360758	0.0360073802095541	0.0237380012711979	0.0403708095605646	0.0248979169642539	0.0126979462941072	0.0276682738591672	0.0455209447629362	0.0396371373718542	0.043513326799141	0.0269927197201551	0.0342019458258681	0.00990666868235564	0	0.0415261889568086	0.0387112176946226	0.0310550085256681	0.013491868880287	0.0524643356364046	0.0396652493394874	0.0472573837186483	0.0336659167299656	0.034181334193761	0.0248974460931211
OM4_C_3G_2	0.0222805897799844	0.00695576317609015	0.0295030770113582	0.00443214841544	0.0127882303450177	0.0155200455083389	0.0253192059786955	0.0267697637284209	0.0451073574276957	0.007787000464094	0.00971636292867043	0.00517421409690512	0.0147946393235579	0.0385789185200026	0.0133276674863095	0.0206543720433314	0.0173917752849316	0.01847394462962	0.0132426560777444	0.016465177675033	0.0211076871892239	0.00662335523826601	0.0266534813646168	0.0288384065186855	0.0138678345449224	0.0114643766654784	0.00281327485599766	0.00222963448467677	0.0145486616903886	0.00971206803567447	0.0336418098011085	0.0415261889568086	0	0.0128148716440488	0.015511383721485	0.0302263553939159	0.0114367264276211	0.00994516332867999	0.0084611645274161	0.0102393105358724	0.0158779093147375	0.0178283861554875
