	OM4_B_B_1	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_1	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_1	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1D_1	OM4_C_1D_2	OM4_C_1D_3	OM4_C_1E_1	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1F_3	OM4_C_1G_1	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_1	OM4_C_1H_2	OM4_C_1H_3	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2B_2	OM4_C_2B_3	OM4_C_2C_1	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2D_3	OM4_C_2E_1	OM4_C_2E_2	OM4_C_2E_3	OM4_C_2F_1	OM4_C_2F_2	OM4_C_2F_3	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_2	OM4_C_3A_3	OM4_C_3B_1	OM4_C_3B_2	OM4_C_3B_3	OM4_C_3C_1	OM4_C_3C_3	OM4_C_3D_1	OM4_C_3D_2	OM4_C_3D_3	OM4_C_3E_2	OM4_C_3E_3	OM4_C_3F_1	OM4_C_3F_2	OM4_C_3F_3	OM4_C_3G_1	OM4_C_3G_2	OM4_C_3G_3	OM4_C_3H_2	OM4_C_3H_3	OM4_H_4A_1	OM4_H_4A_2	OM4_H_4A_3	OM4_H_4B_1	OM4_H_4B_2	OM4_H_4B_3	OM4_H_4E_1	OM4_H_4E_2	OM4_H_4E_3	OM4_H_4F_2	OM4_H_4F_3
OM4_C_1D_2	0.0193150318728308	0.00464123231598389	0.0235848170422257	0.00271637102079181	0.00702836403850166	0.00965802230690695	0.0238567979061759	0.0278127874767955	0.0255837872530533	0.00424447340374624	0	0.0250557344353014	0.0390405463166534	0.0240812838952625	0.0175891544057573	0.0191567730005915	0.013601260206218	0.0123106401420943	0.0111330273225859	0.0171162095293797	0.00559059876507149	0.00614633331704018	0.00747310265346754	0.00461510029002	0.0139329273145261	0.0241899284958849	0.0395448628722756	0.010083974451379	0.0077083321801675	0.0190561457459286	0.0314925804038668	0.0184301959145427	0.0439428764878438	0.0101959991060419	0.0114437717318087	0.026682706666794	0.0185060354209206	0.0202325153187243	0.026558728510555	0.021736455888424	0.00257695358394481	0.0196018044979738	0.00968637797142724	0.0111193460240008	0.0164121425071549	0.0120720809434429	0.0125442232281576	0.0101952102948806	0.00887109679571142	0.0145105875855076	0.04605790164786	0.00888740345498433	0.0316075003411946	0.0120855810968819	0.0225877089793397	0.0417322871940418	0.01054411506999	0.0183938101089962	0.0465399845994754	0.0125928232592898	0.0467474733282737	0.0153615298199352	0.00866031765887982	0.0144004929410967	0.0117376049085285	0.00677479601601405	0.00921446282618521	0.00771444775241463	0.0122835213471459	0.00966665197445342	0.02715582857477	0.0355804671095859	0.00685074169087793	0.0207476633024797	0.0147532147896016	0.0222197900414207	0.0237801555637399
OM4_C_1D_3	0.0426928378565145	0.0227845740722609	0.0422887410781942	0.024190266722763	0.02706140003711	0.0171033772539712	0.00633571043972036	0.00903492554804007	0.00926956605840294	0.0252417948012313	0.0250557344353014	0	0.0163268614861676	0.00187339984081652	0.0130806279380059	0.010181524508752	0.0114763378192283	0.015498071183294	0.0342007871863868	0.0407463925338053	0.0266632619797078	0.0297737915604589	0.0262037736593435	0.0289105449353472	0.014648875560723	0.00198902910768037	0.0160829820861297	0.0163137488555087	0.0186774162223421	0.00793236605427173	0.0102091754249845	0.0067882301557679	0.0200402984532525	0.0150872601529529	0.0156821771109368	0.00579250841199503	0.0116802811270796	0.0108380862904013	0.00429491772140925	0.0438780740292457	0.0231622770966716	0.0438970218937142	0.0160163991364426	0.0152641361962709	0.00952885351105974	0.0181905929676009	0.0125594479966428	0.0173525487293831	0.0174500440247694	0.0108937922887316	0.0255792175163441	0.0197712537699086	0.0140949451670937	0.0129924095601682	0.00739180938244306	0.0181579415457317	0.0153909520593053	0.00834937268269276	0.0235151764464319	0.0154375727235787	0.0244009716114028	0.0393411766461422	0.0324670511935953	0.0112389443173909	0.036275487629361	0.0297454314969275	0.0183202076858744	0.0245550732580785	0.013211583029322	0.0334134814095121	0.00337848938525246	0.0167659339377084	0.0317751588410429	0.00802076447482262	0.0103963766225696	0.0101772182196954	0.00957880418288682
OM4_C_1E_1	0.0574691885464951	0.0375792814700164	0.0576107970403189	0.0386766442242676	0.0416350757185813	0.0301827987101218	0.0168269948946596	0.0135642625928827	0.0162380731922736	0.0401420106022642	0.0390405463166534	0.0163268614861676	0	0.0174985374021473	0.0243414013914546	0.0226932488430844	0.0262348252926651	0.031326956037964	0.0487405287793565	0.0557289504112439	0.0417363664823662	0.043311127740665	0.0408521262961271	0.0433690896924655	0.0273013881247401	0.017223017881081	0.00425049220165175	0.0308169964584849	0.0332928665390941	0.0210902045282585	0.00811264475077984	0.0223449574599274	0.00876970456573932	0.029590654156708	0.0310992986369879	0.0131092422298328	0.0226234048151339	0.0227941751693688	0.0144907588672367	0.0592231470815142	0.0376563537434695	0.0584884746201018	0.0312117985283572	0.0289669456685489	0.0242626188695899	0.028899829339763	0.0274693230941175	0.0309435139751512	0.0319623632795191	0.0255970644031343	0.0115807184076751	0.0344187454727283	0.0110419927310298	0.0276100011579801	0.017429145815674	0.00488766433815775	0.0301008621427578	0.0212221980500168	0.0127203904959655	0.0280472735009933	0.0133171480158014	0.0541326633864462	0.0468713421344893	0.0261721760671562	0.0504860685541937	0.0443948968214902	0.0327418374932678	0.0396950374924903	0.0268260510501499	0.0480808531728687	0.0131972867110772	0.00804893298994993	0.0455300408160759	0.0194430323314195	0.024874513318249	0.0203958285228483	0.0184224731981705
OM4_C_1E_2	0.0418394852670603	0.0219286126698434	0.0416773485515336	0.0230756900656187	0.0263808790419021	0.0159797570854634	0.00534349226648477	0.00867754041599468	0.0084375426645923	0.0241070685365404	0.0240812838952625	0.00187339984081652	0.0174985374021473	0	0.0116843898796443	0.00857887360782041	0.0104957006376584	0.0146844236606628	0.0334141904504953	0.0396400856897124	0.0257058189736712	0.0290323727107308	0.0255592009001799	0.0279189437868275	0.0132663058906691	0.00326237169818378	0.0169650630382939	0.0157455407011176	0.0174136943338041	0.00663292755516691	0.0108992262134342	0.00569256544896224	0.0207728016190809	0.0139746050393341	0.0149951093567785	0.00596358516360198	0.0104161113586103	0.00916033895353512	0.00401301981282562	0.0429709858000713	0.0221805683269847	0.0429146933490705	0.0149126432727489	0.0140166899955186	0.00812869581523588	0.0176607412652848	0.0116411515423481	0.016001710991734	0.016817015971088	0.00969754598670521	0.0261810345058998	0.0183425645395461	0.0142800237267677	0.0120068711552798	0.00659272183681128	0.0190781329447953	0.0141161963005143	0.00729048406678344	0.0239619969175894	0.0141786526926263	0.024772397559201	0.0382294192943567	0.0316187883401549	0.0106862733936993	0.0353727205632709	0.0285318210903711	0.0178059378217585	0.0238216613360214	0.0123589044354662	0.032492724861272	0.00436190167558775	0.0173540797596706	0.0307197380688313	0.00690052475723817	0.00965884105095345	0.00873021936674536	0.00838641230793015
OM4_C_1E_3	0.03667737189131	0.017722207897542	0.0395145230045382	0.0166633343749746	0.0226513476932311	0.00805806431861669	0.00827480775092162	0.011290950509592	0.00869599057156122	0.0182652926133841	0.0175891544057573	0.0130806279380059	0.0243414013914546	0.0116843898796443	0	0.00361132721047122	0.00849200265019236	0.0146426865093062	0.0285362633740802	0.033426028508573	0.0210578370105367	0.023187480245147	0.0222912082271593	0.0218375916382403	0.00371415385801645	0.0135797101458021	0.0239407723389962	0.0139763602179515	0.0112012245227736	0.00530746614874349	0.0162329472096881	0.00903488950024722	0.0279245899558042	0.00910313116494515	0.01452645659286	0.0117640655817807	0.00184163793049324	0.00422219255170321	0.0118661228116678	0.0384726116573371	0.0166024226222972	0.0366661826748594	0.0113414980196155	0.00683480438673738	0.00638709787246485	0.0112726563315802	0.00968141626327893	0.00773127198613817	0.0143783903932586	0.00707757396713933	0.0296269097180668	0.0115685820250446	0.0155133430642433	0.00888192335665942	0.00716432480823663	0.0261145481243391	0.0088538276914649	0.00546606441052113	0.0297726490150085	0.00502645622853285	0.0297369772077976	0.0317072508607662	0.0261779204553486	0.0114061654075879	0.0291924672571331	0.0216283598247464	0.0159237646393397	0.0210031719912187	0.0081547211863634	0.0269779542712487	0.0136103207386221	0.0200217159505216	0.0231956168356166	0.00544377188812928	0.00901554609055572	0.00515225194991763	0.00670594606288864
OM4_C_1F_1	0.0378836477601451	0.0184534411958189	0.0397798007554009	0.0179676350304914	0.0234497456657879	0.00997202347531704	0.00590925748323099	0.00968631245933759	0.00722047052247881	0.0192952069785551	0.0191567730005915	0.010181524508752	0.0226932488430844	0.00857887360782041	0.00361132721047122	0	0.00788153964929863	0.013689733918768	0.029698671631995	0.0347269146449841	0.0218537747101468	0.0248233037617142	0.0229398009860918	0.0232138149280984	0.00580823708599752	0.0108952351288183	0.0219800698153923	0.0140382042076956	0.012070540089767	0.00319332509005612	0.0146974438408685	0.00663330136161018	0.0257583662945632	0.00955592111056029	0.0139079912868784	0.00972447829496056	0.00334470379761729	0.00160822490162972	0.00910989214820461	0.0393275085548477	0.0177408185141286	0.0381609023456798	0.0113063613458244	0.00805910011040597	0.00456013154515714	0.0134482130256982	0.00921443716229678	0.00933919050431623	0.0146377619766224	0.00619949144485295	0.0287361783316743	0.012395918101562	0.0150322817926235	0.00876181442116258	0.00563240756692529	0.0241665669308339	0.00916241318955037	0.00424012917649016	0.0278104475772949	0.00726057463869535	0.0280108443362959	0.0331293410498487	0.0274932166789409	0.0104661661906429	0.0307581242984553	0.0230291161382591	0.0161244106193397	0.0213348368365449	0.0087253205952808	0.0282252481883244	0.0110610971042811	0.0194167133943199	0.0251214877943937	0.00381586789505446	0.00827193876501793	0.00335234612089978	0.00512554676530787
OM4_C_1F_2	0.0317579096563501	0.0117390128315985	0.0328468952182057	0.0127792615109705	0.016415467273014	0.00655838783080515	0.0110638244488669	0.0154120555273533	0.0135789409423409	0.0140068545011521	0.013601260206218	0.0114763378192283	0.0262348252926651	0.0104957006376584	0.00849200265019236	0.00788153964929863	0	0.0067370548104511	0.0232475258508568	0.0296175595841086	0.015660122825054	0.018624993460663	0.0157472441880749	0.0175440095555439	0.00663470003028668	0.0107718010382962	0.0264278998036603	0.00624345804994197	0.00756892314740284	0.00642952551342082	0.0188037532537391	0.00488172196267661	0.0306841611375625	0.00371591914419122	0.00634904969339041	0.0136538952765761	0.00834427410687995	0.00935452941606349	0.0131958732496336	0.0332924952874559	0.011771144929987	0.0326638538869353	0.00501877550471288	0.00488616262008582	0.00370378146343613	0.00963151846936471	0.00144355270852665	0.00708822624603928	0.00699859300341404	0.00175735281280992	0.0341338599439231	0.00930799748346541	0.0201387628760316	0.00151832800012574	0.0102064447594146	0.0286096292304329	0.00453731842051043	0.00589373146047608	0.0335708440069567	0.00646195899298548	0.0340280548708419	0.0281053290331186	0.0213028028662363	0.00318983328794946	0.0249760852672127	0.0184784138156514	0.00837402773222002	0.0142355033652451	0.002859865290527	0.022244991872791	0.0136993752593251	0.0239683732860794	0.0203036080243882	0.00851320202117164	0.00185886515511369	0.0109074586565359	0.0120853009354188
OM4_C_1F_3	0.0275539780186223	0.00855383268775783	0.0270958449295863	0.0111380847545797	0.0125277135403548	0.0104565575070886	0.0168833071684599	0.0213829395521646	0.0197008995827028	0.0113589559336935	0.0123106401420943	0.015498071183294	0.031326956037964	0.0146844236606628	0.0146426865093062	0.013689733918768	0.0067370548104511	0	0.0194014413249717	0.0258934322968944	0.011813990656238	0.0165712654871532	0.0116320209445122	0.0148650766217569	0.0120644899166933	0.0144274359512561	0.0314561081035272	0.00511363278761931	0.00796578810615373	0.0126349837169539	0.0244436303480292	0.00945871768648212	0.0354406899388993	0.00664349485992348	0.00195511428354907	0.0192418617535524	0.0148243385864052	0.0148833183235529	0.0182323067038292	0.028444198710052	0.00981827411134914	0.0290585086239472	0.0045578761565408	0.00927094390733373	0.00927975719615869	0.0139157784905377	0.00551443364870857	0.0103779884483956	0.00541322687981402	0.00786748864280905	0.0400531239739147	0.00953415457192154	0.0264678615143459	0.0063078223618265	0.0164618502031787	0.0335755246330118	0.00692447758620478	0.0123747324216904	0.0385792726391787	0.0117099975546724	0.0392930089211384	0.0247019465798299	0.0179667963849172	0.00578691540457679	0.0219130575206938	0.0160924113353628	0.00598193610558232	0.00945495622028423	0.00837759905493173	0.018669413805665	0.0184520990625316	0.0300913772213455	0.0186960809697249	0.0148535355820453	0.00760093333867748	0.0168760384545179	0.0181835882411189
OM4_C_1G_1	0.00879083303084528	0.0115341591589941	0.013629577820503	0.0121783825935786	0.00733587201326658	0.0206405709486574	0.0341546015563431	0.0383164137735325	0.0362220644298468	0.0111244840588486	0.0111330273225859	0.0342007871863868	0.0487405287793565	0.0334141904504953	0.0285362633740802	0.029698671631995	0.0232475258508568	0.0194014413249717	0	0.00979201005920707	0.00828410432611939	0.0070395345908323	0.00835068422509822	0.00712105620809182	0.0248568162343197	0.0330267580059442	0.0494539391341859	0.0180933847622492	0.0178424275488035	0.0293497328463235	0.0415981336419112	0.027774022398586	0.0538573900210805	0.0202996217816506	0.0187425688190448	0.0367432199661436	0.0293799454553915	0.0307899866200633	0.0364281834178843	0.0116343438777167	0.0119846665110967	0.0106462184327578	0.018908729493547	0.0218333064392975	0.0263615533171306	0.0220446864338833	0.0219245439724284	0.0210289269595127	0.0169051498957145	0.0244285773401214	0.0565795861509025	0.0185842503550006	0.04222342055292	0.0218378378642862	0.0330163236887332	0.051609743915706	0.0206182582193043	0.0286937977373453	0.0567833617783208	0.0235883197165416	0.0571683026442853	0.00885356747642441	0.00265038215376379	0.0230370659980505	0.00420975837467645	0.00993606715181972	0.0162428556333031	0.0100899127307123	0.0224059942327874	0.0028588680838131	0.036696969146189	0.0459771058585929	0.00872739288548558	0.0312251055221407	0.0242179865959932	0.0329069411711339	0.0344626831713302
OM4_C_1G_2	0.00688203841249111	0.0185398111488359	0.0153830797317923	0.017164135231609	0.015967784951368	0.0261906472481134	0.0399559093813584	0.0440810919456038	0.0417020120062671	0.0156717462512653	0.0171162095293797	0.0407463925338053	0.0557289504112439	0.0396400856897124	0.033426028508573	0.0347269146449841	0.0296175595841086	0.0258934322968944	0.00979201005920707	0	0.0143605589725283	0.0148846032218794	0.0169354630505589	0.0126246195206416	0.0297656974972278	0.0398830979781524	0.0559198879747887	0.0256453701636991	0.0227923228919425	0.0351796281230894	0.0481360600927853	0.0340370255693919	0.0599887854419656	0.0262288471196453	0.0257560904562234	0.0430679116014691	0.0346689643458238	0.0354768709573096	0.0424820103051382	0.00777809436475846	0.0181530031465003	0.00499448741038722	0.0247886134384542	0.0272296695796488	0.0320574777095695	0.0290121137325027	0.0284258391761967	0.0257375209518056	0.0244094195415379	0.0303908806633574	0.0627347708467982	0.0224333348093934	0.0483305657465135	0.0281860339981441	0.0389966055938729	0.0581131516335298	0.0259820173830588	0.0347819551664323	0.062418212763156	0.0287619518557477	0.0627025568146255	0.00206423872801883	0.0104012126635535	0.0301221111352287	0.00774688096387182	0.0118070385014266	0.0241661944591849	0.0176491622224425	0.0289733454165625	0.00859184731545827	0.0432600607178181	0.0524635170410681	0.0118621394988474	0.037035458543037	0.0309756450656872	0.0378726305419949	0.0396851742162495
OM4_C_1G_3	0.0162379623102277	0.00433672525258958	0.0187971258098264	0.00515301199686726	0.00443866089558381	0.0136070766220966	0.0264860717675859	0.0307728919642576	0.0286216161359042	0.00367151660995915	0.00559059876507149	0.0266632619797078	0.0417363664823662	0.0257058189736712	0.0210578370105367	0.0218537747101468	0.015660122825054	0.011813990656238	0.00828410432611939	0.0143605589725283	0	0.00738655054750753	0.0048264288769944	0.00388054625239145	0.0173852732528584	0.0256721366317345	0.0420714940105295	0.0113613230970178	0.00997930232371347	0.0216882581570587	0.0343830458163556	0.0200622560282606	0.0462617084298842	0.0126272201202423	0.0114527098057386	0.0292997439716705	0.0219453662685525	0.0228820005651682	0.0287332909184599	0.0177284838630876	0.00485989804282229	0.0173148878832891	0.0109561621544102	0.0142998227021352	0.0184911628660287	0.0166650292643407	0.0143605428400907	0.0135384682474355	0.0101542666456018	0.0166757979179382	0.0494927224616142	0.0106995802067538	0.0351858646263413	0.0142759330753894	0.0255487546806079	0.0442466533216078	0.0126989559908117	0.0212036281101899	0.0490504051786641	0.0163332074962994	0.0494775609482054	0.0130614830179517	0.00659351803369715	0.0158235310676548	0.0102856969759026	0.006147311520231	0.00998903329142856	0.00423912311322781	0.0152486686042475	0.00694613279367109	0.0292377810043034	0.0391192716339884	0.00835282657478649	0.023675082642164	0.0168815683551445	0.0251397797656802	0.0267780610161091
OM4_C_1H_1	0.0151855312514154	0.00817913713297436	0.0202508158411865	0.00843788933955098	0.00587825546705343	0.015135046864376	0.0290773650362233	0.032948809861414	0.03088149876118	0.0087684380733697	0.00614633331704018	0.0297737915604589	0.043311127740665	0.0290323727107308	0.023187480245147	0.0248233037617142	0.018624993460663	0.0165712654871532	0.0070395345908323	0.0148846032218794	0.00738655054750753	0	0.00688077814618548	0.0050633848091738	0.0196448683923436	0.0286559659986113	0.0442295186309179	0.0137767011907095	0.01369956656464	0.0243364510649905	0.0361131155602351	0.0234195041031111	0.0488375494973828	0.015639149972763	0.0154359814304036	0.0315444045991088	0.0239247618674858	0.0260086695745396	0.0316254688489628	0.0185076304846593	0.00785259194274861	0.0159189936881719	0.0150173641461329	0.0167953093609612	0.0218287558970889	0.0154918768062556	0.0174591090834276	0.0161407474186387	0.0125930480150596	0.0198100257144213	0.0506531039905461	0.014980964570442	0.0362850394875924	0.0171634739022602	0.0276696943770484	0.0463822386338286	0.0162799123021475	0.0235049103151393	0.0516740221295324	0.018167228579739	0.0518958832659112	0.0132290612020072	0.00499295650519105	0.0187061317297879	0.00769988591529611	0.0090644746435107	0.0121814957249315	0.00897993562109049	0.0171382756105266	0.00684134866829779	0.031875476586521	0.0399746727150866	0.00617340607065375	0.0259693635996395	0.0194378630973906	0.0278226483926144	0.0292350521133349
OM4_C_1H_2	0.0168988085020022	0.00479595289499918	0.0180163314062456	0.00830216835743147	0.0011706252243394	0.0147054879823488	0.0267885613744919	0.0310344719530439	0.029155034166968	0.00780994235252992	0.00747310265346754	0.0262037736593435	0.0408521262961271	0.0255592009001799	0.0222912082271593	0.0229398009860918	0.0157472441880749	0.0116320209445122	0.00835068422509822	0.0169354630505589	0.0048264288769944	0.00688077814618548	0	0.00689878805912786	0.0187943514291435	0.0249164061227684	0.0416131609469442	0.0100983159282955	0.01206260596217	0.0220979546767967	0.0339495155698732	0.0200332879375351	0.0460224979140343	0.0134128244207803	0.0107250525742482	0.0290993773747255	0.0228237901939504	0.0241925272969707	0.0287411181294774	0.0187870270952075	0.00672182100364465	0.0188473827125617	0.0118708921767435	0.0155013575930947	0.0191105339616801	0.016055464329319	0.0143495298692881	0.015411127936405	0.00901499430724612	0.0171378672398117	0.0492550989210971	0.0135974953377477	0.0351047844172057	0.0144732746935155	0.0257341104570695	0.0437423218485496	0.0140393709888709	0.021402923018648	0.0491806205064065	0.0175777411982173	0.0496912704466856	0.0157772269620854	0.00741804042338923	0.0150315410919132	0.0114958899633426	0.0105588910997501	0.00812073643297967	0.00275995264575318	0.0152011647699495	0.00862608632753584	0.0287815501476366	0.0386877227966532	0.0109967018077667	0.0240540747873406	0.0165056025518112	0.0261646365974381	0.0275579044280975
OM4_C_1H_3	0.014862039508173	0.00659386216308396	0.019691790204711	0.00529900289613813	0.00597660100285676	0.014086163675771	0.0280542434991872	0.0321301905191248	0.0298776869586131	0.00463315953290875	0.00461510029002	0.0289105449353472	0.0433690896924655	0.0279189437868275	0.0218375916382403	0.0232138149280984	0.0175440095555439	0.0148650766217569	0.00712105620809182	0.0126246195206416	0.00388054625239145	0.0050633848091738	0.00689878805912786	0	0.0181345864991114	0.0279901374749308	0.043806190594779	0.0135000415616054	0.0112588075249872	0.0232296312026194	0.0358614788341446	0.0222322162336684	0.0481148331725985	0.014182563852218	0.0142728926503524	0.0309379825249129	0.0228423938525242	0.024207022662228	0.0306263113355693	0.0171699653999508	0.00577790557478681	0.015196131428054	0.0130973660202983	0.0153106207912373	0.0203226436292509	0.0165888557351328	0.0163675501613041	0.0142104135606702	0.0122378410022647	0.0184707576716391	0.0505631062055671	0.0118279428825003	0.0361270524822026	0.0160583249964598	0.026911356522045	0.0459942882531838	0.0143049121449717	0.0226562917700511	0.050734955339066	0.0169211635673031	0.0510031312690269	0.0109605233514379	0.00463136449084402	0.0180702658037494	0.00762088121990902	0.00429637507201804	0.0121950064549714	0.00756051615548268	0.0165770520059289	0.00517755035524396	0.0312244651067772	0.0401169082306276	0.00451300661147026	0.0250312042113219	0.0187580398592816	0.0263655946683676	0.0280103899136418
OM4_C_2A_1	0.0329690335412302	0.0141561360019645	0.0359373374155942	0.0129497769962411	0.0191019924771492	0.00460291427471961	0.0110602969389202	0.0146198037378667	0.0121170122562848	0.0145661854946147	0.0139329273145261	0.014648875560723	0.0273013881247401	0.0132663058906691	0.00371415385801645	0.00580823708599752	0.00663470003028668	0.0120644899166933	0.0248568162343197	0.0297656974972278	0.0173852732528584	0.0196448683923436	0.0187943514291435	0.0181345864991114	0	0.0147321023340221	0.0270935414896796	0.0112133395131823	0.00756976380752216	0.00685583659577305	0.0192550850685278	0.0090861318652165	0.0311665232093837	0.00592008205486156	0.0118644844334925	0.0144868991725837	0.00494949090537445	0.00673172438917435	0.0143941162817416	0.0347729279749476	0.0129302881672168	0.0329917191567604	0.00818948509464908	0.00333773708060584	0.00592531779155475	0.00942368875375809	0.00742406322283215	0.00404009082172682	0.0113901039151868	0.00557735612107336	0.0331468869021486	0.00810511295126588	0.0188857754003441	0.00643244185734641	0.00991951414926279	0.029287978622603	0.00559200905839442	0.00667467002314899	0.0332205699444744	0.00169354626000465	0.033275100755585	0.0280533187758418	0.0224950775426288	0.0097638039955131	0.0255229319687102	0.017980317006957	0.0129826045268928	0.0175319346471664	0.00592519597862705	0.0232704886128382	0.0158381774473916	0.0232852536357172	0.0196074442759185	0.00797027086652454	0.00771669411334812	0.00847279636937887	0.0101320228316707
OM4_C_2A_2	0.0415536861644819	0.021726023977326	0.0409318922980325	0.0234466917981343	0.0258088939267936	0.0166784016852425	0.0076478454638309	0.0105706227720816	0.0106995996830253	0.0244778460618057	0.0241899284958849	0.00198902910768037	0.017223017881081	0.00326237169818378	0.0135797101458021	0.0108952351288183	0.0107718010382962	0.0144274359512561	0.0330267580059442	0.0398830979781524	0.0256721366317345	0.0286559659986113	0.0249164061227684	0.0279901374749308	0.0147321023340221	0	0.0173702142605875	0.0150575023954019	0.0181699413489379	0.00829053853664275	0.0113723698326768	0.00636060476758257	0.0214708438686537	0.014470057514204	0.0144851656889649	0.00711819241904176	0.0121865672654519	0.0117772645824613	0.0061211783360111	0.042778063850045	0.0222685006159393	0.0429043312990711	0.0152849930943152	0.0149432223805324	0.00944874034301109	0.0174263091237904	0.0117202379155683	0.0171332370719394	0.0162408249382991	0.0104870709632075	0.0268784866700737	0.0194714018150517	0.0152626394285758	0.0122622916568217	0.00826681778306945	0.0194077605712986	0.0149432517459978	0.0084384919316728	0.0251278730349215	0.0153295927963932	0.0260385080173768	0.0384979651098257	0.0313735402954909	0.0100394371015889	0.0352413143001433	0.0290740635077309	0.0169889526031538	0.023339483551651	0.01249188740197	0.032376849198837	0.00476120963418846	0.017801436743677	0.0309809990803974	0.00869351342820674	0.00951132308292636	0.0113437138060141	0.0108887436747301
OM4_C_2A_3	0.0580839449345017	0.0380672600762294	0.058219233037159	0.038900881977604	0.0423923157402001	0.0304396131315883	0.0162096560500953	0.0127028051103234	0.0153771761122476	0.0402672051045972	0.0395448628722756	0.0160829820861297	0.00425049220165175	0.0169650630382939	0.0239407723389962	0.0219800698153923	0.0264278998036603	0.0314561081035272	0.0494539391341859	0.0559198879747887	0.0420714940105295	0.0442295186309179	0.0416131609469442	0.043806190594779	0.0270935414896796	0.0173702142605875	0	0.0315239839203756	0.0332409069588622	0.0208509673984535	0.00838101488964856	0.0222216347675656	0.00525829797856499	0.0297336179794385	0.0314748141410655	0.012900291137778	0.0223644490147508	0.0218041570416155	0.0136580031308234	0.0595947774886004	0.0380567967332464	0.0589763849792093	0.0312662839464706	0.0289893763307335	0.0239731588099096	0.0300542634577114	0.0277235834225226	0.0308243701824877	0.0326413741665058	0.0255615061666804	0.011111762361078	0.0340770889414879	0.0112507227131965	0.0278487046615174	0.0172533295922428	0.00220555583685728	0.0300059567446015	0.0212588374861832	0.00920845141875699	0.028063543391487	0.0100666355514282	0.0543578419079375	0.0475311334815379	0.0266645412176925	0.0511356408543929	0.0444525078402799	0.0335470021193766	0.0402251189703034	0.0273016457698058	0.0485975638082626	0.0130134109079592	0.0092009061938249	0.0459938473692842	0.0192004676615576	0.0252793246464452	0.0194411616087638	0.0175123043128878
OM4_C_2B_1	0.0267690496316087	0.00711142879238295	0.0274550030388266	0.0100067717267392	0.0108911306875536	0.00826481776009517	0.0169924825409304	0.0211997049312017	0.0195401346777067	0.01100441840941	0.010083974451379	0.0163137488555087	0.0308169964584849	0.0157455407011176	0.0139763602179515	0.0140382042076956	0.00624345804994197	0.00511363278761931	0.0180933847622492	0.0256453701636991	0.0113613230970178	0.0137767011907095	0.0100983159282955	0.0135000415616054	0.0112133395131823	0.0150575023954019	0.0315239839203756	0	0.00771915525121426	0.0125154171208721	0.0238904711955607	0.0103176710518407	0.0359766991952527	0.00565707608840642	0.00322773835518736	0.0190566916648784	0.0139939702885997	0.0154933796612385	0.0187993766391068	0.0285074977790005	0.00815403089040531	0.028173084442814	0.00510252024843856	0.00815071147479168	0.00990298037486916	0.00960817812188566	0.00492752016223891	0.00952797453417374	0.00126307269789831	0.0079194002661152	0.0393244868292198	0.010166955488014	0.0253562205958361	0.00532023984328973	0.0159533654704576	0.0336561186416406	0.00702125818151156	0.0117274357169782	0.0391864332933435	0.0102400713625331	0.0397114085167222	0.024220040411927	0.0164464513814415	0.00508420890351958	0.0203603866290719	0.0156469282056367	0.00215942759926852	0.00899926341266959	0.00603571397206821	0.0176205270975834	0.0187366371746295	0.0288584854973637	0.0168516641998086	0.0144386854961093	0.00655488755354036	0.0170627549430768	0.0181759897304109
OM4_C_2B_2	0.0258404204457987	0.00726880514568125	0.0284987272287151	0.00600805701449177	0.0123067965466652	0.00494930627575729	0.0171757801899891	0.0213284241020523	0.0189980539508233	0.00723352155288962	0.0077083321801675	0.0186774162223421	0.0332928665390941	0.0174136943338041	0.0112012245227736	0.012070540089767	0.00756892314740284	0.00796578810615373	0.0178424275488035	0.0227923228919425	0.00997930232371347	0.01369956656464	0.01206260596217	0.0112588075249872	0.00756976380752216	0.0181699413489379	0.0332409069588622	0.00771915525121426	0	0.0124167685197141	0.0255233156948583	0.0119169886284365	0.0373017236877385	0.00397470872306791	0.00785665832378904	0.0203912403359114	0.0122304252892151	0.0130236273638923	0.0198433849033879	0.0273647813944231	0.00605878705512437	0.0261592632739882	0.0036777652826446	0.00472609700349639	0.00942991839228464	0.0108478090274581	0.00685347622869366	0.00385510341999543	0.00712932929936989	0.00786914959502452	0.0402126501841234	0.00258738210580028	0.0259378378463661	0.00624045515435193	0.0162767701100995	0.0354426587575747	0.00330553525069885	0.0121206559606202	0.0397186384715566	0.00683492691811297	0.0400036458915907	0.021213496169608	0.015617730246006	0.00949981378456616	0.0188637870275961	0.0112422703577866	0.00853275921518254	0.0105472281256975	0.00725634193397628	0.0162053154535794	0.0208469542846198	0.0301409055756064	0.0136672439870794	0.0142890722239482	0.0092536688689475	0.015303178276169	0.0170331763817354
