	OM4_B_B_1	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_1	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_1	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1D_2	OM4_C_1D_3	OM4_C_1E_1	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1F_3	OM4_C_1G_1	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_1	OM4_C_1H_2	OM4_C_1H_3	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2B_2	OM4_C_2B_3	OM4_C_2C_1	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2D_3	OM4_C_2E_1	OM4_C_2E_2	OM4_C_2E_3	OM4_C_2F_1	OM4_C_2F_2	OM4_C_2F_3	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_2	OM4_C_3A_3	OM4_C_3B_1	OM4_C_3B_2	OM4_C_3B_3	OM4_C_3C_1	OM4_C_3C_2	OM4_C_3D_1	OM4_C_3D_2	OM4_C_3D_3	OM4_C_3E_2	OM4_C_3E_3	OM4_C_3F_1	OM4_C_3F_2	OM4_C_3F_3	OM4_C_3G_1	OM4_C_3G_2	OM4_C_3G_3	OM4_C_3H_1	OM4_C_3H_3	OM4_H_4A_1	OM4_H_4A_3	OM4_H_4B_1	OM4_H_4B_2	OM4_H_4B_3	OM4_H_4E_1	OM4_H_4E_2	OM4_H_4E_3
OM4_C_1D_3	0.0294282216158374	0.013932390908234	0.00457171218596477	0.0401577193554884	0.0230642445038494	0.0124386014434028	0.0269191175274012	0.028962053236389	0.00551550881494368	0.026642561485019	0	0.0151809327304211	0.00613095530228592	0.00539438537142993	0.0232083437497992	0.0260704541909485	0.0215023363328391	0.00992904214805938	0.0131039196200527	0.002901438679684	0.0181771987974264	0.034507972787216	0.00967773866686597	0.0250135922277105	0.0150995316378994	0.00616274568723066	0.0300517587762483	0.0307403191224723	0.0129440163023655	0.0188914355179085	0.0106087339661936	0.00643640843798939	0.0190274591350022	0.0105871299926415	0.00447660930415013	0.0304019913522266	0.0153064640659994	0.00373696275825498	0.00970847541638829	0.0134451008413467	0.002428385151539	0.0153057146381354	0.00835133790779762	0.0124177413971834	0.0157271536810136	0.017190863261655	0.0115832373413435	0.0146274165597832	0.00459263329965356	0.0102571679000516	0.0290841693438315	0.0262660128198267	0.0286757576855479	0.0174620776419931	0.0264987811081402	0.0140956121524818	0.0230648072499784	0.0336095552001516	0.0137830981796896	0.0044168007363354	0.0410354770433976	0.0195313058365809	0.00709480667526433	0.0071676188827349	0.00701786353189766	0.0168114857805572	0.00539340325295306	0.0143861363139467	0.00770910247112327	0.0159768015227952	0.0321084900052344	0.0246290499476061	0.0184387768201787
OM4_C_1E_1	0.0151476257843334	0.00152959992261638	0.0148158460208186	0.0258637290901916	0.00946984502417767	0.00807809015999295	0.0155761249807805	0.015644936695019	0.0133751646279276	0.0135623760563824	0.0151809327304211	0	0.00944658975571219	0.0205723540253377	0.0135992986201092	0.0130494588285822	0.0110560450938534	0.00548099813594898	0.00217696715813745	0.0133764310739207	0.00748497433860629	0.0199647284936586	0.0058066937439533	0.00988097863519126	0.00827984918024388	0.0167784672133488	0.0177929511769968	0.0162117185614108	0.00255996838894947	0.00984168196313236	0.0056605876476674	0.0169529796080469	0.00997827356666874	0.00466288256734614	0.0156082495900174	0.0164075707105951	0.00108405035238289	0.0128498366004182	0.00658514940665232	0.00252872517081576	0.0129317547685991	0.00336046695384866	0.0212874142559409	0.00276916275196492	0.0102881707116763	0.00270343560844916	0.00467820769237975	0.00294643135027334	0.0126709473778754	0.00501921108308368	0.0158146784364913	0.0112587376138397	0.0148234406107063	0.00598636035475199	0.0125722106471284	0.00114087391736902	0.0128534207285089	0.0209185078025617	0.00521366029499161	0.0161360511990657	0.0276769181653756	0.00507363655551618	0.0173325394024846	0.011357652118828	0.0138147163647539	0.00812803963985412	0.0150059773480505	0.0108339483949819	0.00788083578282226	0.00338395403027102	0.0181788839132499	0.0111853670428758	0.00364899969166151
OM4_C_1E_2	0.0243199640527996	0.00806313872637044	0.00556523663403092	0.0350927696393109	0.0181764061068419	0.0095244361133442	0.0230381844774623	0.0243069349540068	0.00445155543816368	0.0220495249083541	0.00613095530228592	0.00944658975571219	0	0.0113821456521061	0.0198449563323489	0.0214899179338947	0.0177254730124432	0.00398296577010176	0.00728391062388272	0.00547644727583515	0.0140417391854318	0.0292773925027732	0.00485875800850099	0.0191002690583034	0.0118906287398473	0.00772653326424566	0.0258715177952347	0.0255037983114495	0.00702567645015073	0.0154130505410342	0.00448020363815368	0.00794853961189336	0.0155630599019704	0.00524291654204286	0.00630291937056024	0.0254470971303655	0.00978355644350908	0.00546720510766251	0.00570585567658653	0.00744448594008427	0.00442069279417381	0.0103617636198231	0.011999643794426	0.0067069589649838	0.0131998586610775	0.0117661850490949	0.00690171486002348	0.00853662083857793	0.0059357144379492	0.00442992638220316	0.0244519956134162	0.0206981564981014	0.0237723478795508	0.0129864647643056	0.02153339660579	0.00845268102106958	0.0194657406983269	0.0292959955509334	0.00767743551115652	0.00679201444941881	0.0364713355705429	0.014202617401454	0.00845397835141204	0.00685955884607313	0.00553466259096456	0.0132078027459468	0.00594792769914196	0.012399472490248	0.00383266876286113	0.0109676997276465	0.0272000044483044	0.0198407801417466	0.0129462999276192
OM4_C_1E_3	0.0347210467826622	0.0193086237451852	0.00772347033528051	0.0454147909030039	0.028324587364997	0.0173169233039296	0.0318051458441008	0.0341222902740097	0.00931893083586083	0.0317953511580903	0.00539438537142993	0.0205723540253377	0.0113821456521061	0	0.027927225213832	0.0312227848700931	0.0264178872196605	0.0152771627296042	0.0184854003957375	0.00772007021384241	0.0232698886429098	0.0398207976664634	0.0150475628387432	0.0303909201696118	0.0199621963944113	0.00775494812818826	0.0350312628750726	0.0360613799223331	0.0183090115371243	0.0237438647026397	0.0158441626256735	0.00791331495641419	0.0238714570616067	0.015979744391351	0.00706512396180022	0.0356499728538414	0.0206976362932251	0.00849843335320881	0.014977966782411	0.0187877188271171	0.00773697040903938	0.0206303820081735	0.00648326111736362	0.0178074562546257	0.0203021045713621	0.0225721851235928	0.0169098520977775	0.0199180775293937	0.00915439623590722	0.0156288885633104	0.034236109257943	0.0316497038002152	0.0339148601151528	0.0226620385266752	0.0317637032128599	0.0194892591013765	0.027885292295491	0.038619682214555	0.0188932319480791	0.00657798088597423	0.04611385288884	0.0248957232893948	0.00835635107286623	0.0116896093590699	0.0103695547980223	0.0217591685876455	0.00827203931483657	0.0187972565975045	0.0130414093628484	0.0213073604314041	0.0373370716832033	0.0298536695510123	0.0238238392168739
OM4_C_1F_1	0.0110177939660073	0.0148184163899158	0.0251909363318326	0.0195694189500473	0.00719498574744319	0.0107865695772822	0.00423384687608796	0.00843815806887092	0.0242879638454062	0.00668338605464879	0.0232083437497992	0.0135992986201092	0.0198449563323489	0.027927225213832	0	0.00633184547819346	0.00256946626275657	0.0170619703607506	0.0149120634077108	0.020394123194902	0.0062123485342961	0.0154596133047701	0.0150335000412818	0.0153295100675036	0.00814441388869661	0.0274337552939746	0.0076827711587702	0.0126482093980178	0.0154877549036005	0.00443590018979861	0.0181341218383186	0.0276786362593374	0.00428716729070444	0.0150622362612311	0.0258051611764326	0.0108631788173626	0.0125444500792144	0.0195641193654221	0.0141842041900997	0.0158477280223806	0.0208572130927186	0.0105476011631833	0.0312225385161022	0.0148074101316783	0.0076543803623135	0.0112670575394787	0.0130798329708252	0.016544718360178	0.0188178480616869	0.0164653262815775	0.00842748942161314	0.0124818401878149	0.009423692761584	0.00765577241094752	0.00855564616452774	0.0136492893388842	0.00103030519094395	0.0112359063909792	0.0187756207969813	0.0261826007577554	0.0188271192227125	0.0100273247317445	0.0282320001675004	0.0162453003459927	0.0253122699821735	0.00663920222486826	0.0257086976250219	0.00926679980036308	0.0162291808177046	0.0102827881757546	0.0119385657237519	0.00688374315825377	0.0112059410156467
OM4_C_1F_2	0.00471651785445129	0.0145505983205603	0.0270523036833515	0.0143997096367614	0.00361810797545697	0.0140861371032132	0.00402424863187075	0.00290196630807077	0.025836886429184	0.000572854074340778	0.0260704541909485	0.0130494588285822	0.0214899179338947	0.0312227848700931	0.00633184547819346	0	0.00570076926018326	0.0179377458164356	0.0149889894867646	0.0235053146584545	0.00797748112215619	0.00949036297437702	0.0167304350082188	0.0105176934499307	0.0116042837245325	0.0291963364385477	0.00483534535138387	0.00635959805452739	0.0154970612288666	0.00823193289751597	0.0185557335160995	0.0294066885913576	0.00816070969118303	0.0162634700279121	0.0277745796405595	0.00485082970303418	0.0122409097788879	0.0227344431487062	0.016392201357306	0.0155762559307415	0.023642883012291	0.011136431001533	0.0334381026367611	0.015223607313234	0.0121339788823834	0.0103463245574844	0.014684220002519	0.0157029828981432	0.0221417771342883	0.0173592324607566	0.0030158405662925	0.00691881713900077	0.00320890626773258	0.00862274550552939	0.00239557632318521	0.0136139457220236	0.00545744821357275	0.0078893868930098	0.0180479122672918	0.0282380763232133	0.015015154630417	0.00809294208488393	0.0298707146984785	0.0197792958666682	0.0265400976326608	0.00971548860101798	0.0274083203988461	0.0138390422395542	0.0184569332311783	0.0105590610577313	0.00630346064591335	0.00196263265716947	0.00958371667061551
OM4_C_1F_3	0.0103249910223409	0.0123069625695051	0.0231679981758228	0.0198976616536731	0.00526332243244869	0.00910619368050632	0.00541971408338283	0.00837544487318919	0.0221750714185366	0.00620239446720989	0.0215023363328391	0.0110560450938534	0.0177254730124432	0.0264178872196605	0.00256946626275657	0.00570076926018326	0	0.0147389778492581	0.0124391317697738	0.0187657560448526	0.00378629049021919	0.0151901109243064	0.0128736342275508	0.0132222050413262	0.00645849429243534	0.0253946591154951	0.00863240063730064	0.0119642426476162	0.0130119767020758	0.00271879038313208	0.0157397359455532	0.0256311846664417	0.00261143392102891	0.0127829830368771	0.023816788784221	0.0105458070781533	0.0100100786405839	0.0179533020564859	0.0121588039826172	0.0133438929993945	0.019106200376007	0.00807949101679733	0.0293332320338773	0.0123798809538824	0.00656918861973706	0.00869831517717901	0.0108636380043059	0.0139994046003244	0.0172657106916492	0.0141395491994314	0.00842643185518761	0.0107678767524864	0.00890208821409529	0.00516107776556149	0.00748210222264075	0.0111505748345213	0.00182042362196722	0.0122408254208477	0.0162478655605211	0.0242217828003132	0.0198112801032369	0.00751471142487921	0.026162907220561	0.0147624786714172	0.0231260552171474	0.00469237956465044	0.0236436768712633	0.00827903273568927	0.0142399736632373	0.00777150576861524	0.0119109592693256	0.00549501741080264	0.00865188330422185
OM4_C_1G_1	0.0204972812271304	0.00408027876660837	0.0093578063148887	0.0312548205784556	0.0145029126976457	0.00790483642333457	0.0198595103490073	0.0206881551814035	0.007978409935603	0.0184842097842434	0.00992904214805938	0.00548099813594898	0.00398296577010176	0.0152771627296042	0.0170619703607506	0.0179377458164356	0.0147389778492581	0	0.00330835361661789	0.00857262512482889	0.0109579930994551	0.0253954076021561	0.00275379346314116	0.0151362490784021	0.00968205780521524	0.0113799045600436	0.0224847708694473	0.0216292639067561	0.00304722393230282	0.0127304826253515	0.00155130614582319	0.011569515112802	0.0128825371600881	0.00206027205087385	0.0101416510089644	0.0216822177822671	0.00590607193976858	0.00823780481635385	0.00420068939604207	0.00351624540502761	0.0078595538829324	0.00686890689617896	0.0158340777129385	0.00279545937031212	0.0113836152552612	0.00790571100466193	0.00412020795262128	0.00476701232655153	0.00833343543088451	0.000599811361929469	0.0208433761962088	0.016739305428142	0.0200397068957279	0.00970811211877736	0.0177881508982762	0.00453643106503699	0.0165411905275808	0.0258091972315146	0.00463985835717538	0.0106633206031073	0.0328295666510267	0.0103567298518901	0.0119910066935207	0.0079823273743696	0.00860550600668497	0.0105714248544849	0.00959378291123792	0.0110768485281358	0.00383820766820279	0.00739390105642087	0.0234463891073851	0.0161987064035466	0.00904069298257734
OM4_C_1G_2	0.017283972309758	0.00085154818600027	0.0126397552433378	0.0280178504747271	0.0114607465834796	0.00765339607525428	0.0172619979938695	0.0176571396749686	0.0112079757432962	0.0155180841007858	0.0131039196200527	0.00217696715813745	0.00728391062388272	0.0184854003957375	0.0149120634077108	0.0149889894867646	0.0124391317697738	0.00330835361661789	0	0.0114459883001653	0.00870091858827847	0.0221309873103559	0.00409293871178955	0.0119111854739677	0.00855148681327445	0.0146126572941617	0.0196615172086629	0.0183731485975255	0.000577479930815142	0.0108410332615804	0.00357453923085755	0.0147903967360312	0.0109876764608941	0.00282608266361981	0.0134315816633964	0.0185154987443905	0.00275457434919342	0.0109785080124094	0.00518385685167619	0.00114780065631788	0.0109098386772191	0.00436549012253085	0.0191124626006436	0.000806175568571305	0.0105010151949642	0.00472540007205531	0.00367253044554146	0.00255532346890446	0.0108880741381564	0.00287061947475539	0.0178210850437457	0.0134332058135584	0.0169063685339138	0.00727864231927346	0.014651992937617	0.00137629527033099	0.014258650092381	0.022875668886235	0.00411037122093643	0.0139593334035922	0.0297439129222284	0.00716323399470986	0.0151795525407074	0.00987295969224473	0.011688416005418	0.0088721217610919	0.0128368201243431	0.0107033469311087	0.00607276985702765	0.00470008018235236	0.0202852274283155	0.0131738740699453	0.00578776089279855
OM4_C_1G_3	0.0270465145974263	0.0122966642062682	0.00664038352036879	0.0377170548439288	0.0206319272036059	0.00966567891348835	0.0241737075848752	0.0264053316292106	0.00697298539056865	0.0240779969976585	0.002901438679684	0.0133764310739207	0.00547644727583515	0.00772007021384241	0.020394123194902	0.0235053146584545	0.0187657560448526	0.00857262512482889	0.0114459883001653	0	0.0155548279770995	0.032162926876191	0.00761812811379661	0.0232529844477704	0.0123263253354989	0.0086160545904327	0.0273579195015257	0.0284145666817969	0.0113987336828199	0.0161209937062835	0.00960590863438227	0.00889621416207127	0.01625354150359	0.00871468467970854	0.00682435420008488	0.0279485542379804	0.0133348284923711	0.000839732907903574	0.00733262414055486	0.0119947660737842	0.00131680833779691	0.0130176840830202	0.0112415787423486	0.0106897931025222	0.0128631797190847	0.0151102022752844	0.00932605988603053	0.0133313364518052	0.00169674301398029	0.00875447549605847	0.0265193552016593	0.0241694671799963	0.0262103151204911	0.0149500847746564	0.0240715810873334	0.012248122973408	0.0202867431003493	0.0309364834499329	0.0129337435680174	0.006928340533491	0.0384126838072873	0.0173523005802634	0.00955748281744519	0.00426846763906702	0.00855739978390106	0.0140857429550059	0.00744693823003925	0.0114949795484686	0.00553908655773055	0.013701374506826	0.0296289089134436	0.0221452537228486	0.0163785486029501
OM4_C_1H_1	0.0119356633104568	0.00863007559930276	0.0195384608853596	0.0223279042195819	0.00561055907088702	0.00613530703363351	0.00899875890143304	0.0108780185647123	0.0184835932017069	0.00854880556600154	0.0181771987974264	0.00748497433860629	0.0140417391854318	0.0232698886429098	0.0062123485342961	0.00797748112215619	0.00378629049021919	0.0109579930994551	0.00870091858827847	0.0155548279770995	0	0.0170639865686189	0.00918407857824457	0.0119756189914763	0.00383328011905787	0.0217475146737806	0.0119254257193973	0.013466151386826	0.00927699544276438	0.00249483521618269	0.0119571065118562	0.0219775313318937	0.00260827993138289	0.00901894669433591	0.0202125209987642	0.0126035637957877	0.00640918393601617	0.0147740390441684	0.00860148671532452	0.00965023437910948	0.0157543540183925	0.00433691573974509	0.0257955045999877	0.00860651367361542	0.00504979978689116	0.00544210339924123	0.00714576211740286	0.0104225010130827	0.0141681107354079	0.0103583097861175	0.0109839297080075	0.0106402861083123	0.0108580968971909	0.0015044179873557	0.00888867411926563	0.00745032453095842	0.00559988364491439	0.015450298127623	0.012604502563458	0.0206387104460134	0.0228721502718339	0.00514444492953565	0.0224931697557185	0.0118090752105104	0.0193900143803964	0.00205494459708845	0.0199817467733277	0.00656009074994353	0.0106919502466302	0.00411385757015979	0.0142082834902941	0.00682523691320008	0.00579675829623372
OM4_C_1H_2	0.00514468979959346	0.0214650554272423	0.0347492312891061	0.00599310767831351	0.0115832959637167	0.0231702297454309	0.0117055239140296	0.0070228642393731	0.0333344707231965	0.00899405963295409	0.034507972787216	0.0199647284936586	0.0292773925027732	0.0398207976664634	0.0154596133047701	0.00949036297437702	0.0151901109243064	0.0253954076021561	0.0221309873103559	0.032162926876191	0.0170639865686189	0	0.0248623927672769	0.0123198250899354	0.0208542444974999	0.0367367498412254	0.00898232105964891	0.00377782775070044	0.0225166573802085	0.0176874576063131	0.025588590570419	0.0369113927313771	0.0176247936345939	0.0241078006724252	0.0355295462138123	0.00464997539919956	0.0195031634483235	0.0314465620789664	0.0248508380148318	0.0223422942034837	0.032105012957559	0.0192064041452244	0.0412215081531231	0.0226053147972167	0.0215714321833374	0.0175142753973343	0.0229289105639324	0.0219143420206887	0.0309515678851611	0.0248823483391093	0.00704363638204215	0.00900409322183512	0.00630856639989952	0.0173152409084628	0.00818337975468458	0.0208603769196042	0.0147419314896842	0.00762980819222582	0.0240565244059494	0.0360437815738643	0.00938188705244693	0.0150806731766961	0.0372847187731454	0.0287543827533857	0.0337369734889674	0.0189784184933796	0.0349629265082153	0.0232641054427984	0.0268026623397685	0.0185359866786392	0.00364588190421415	0.0102413270312429	0.0163566320088229
OM4_C_1H_3	0.0198119929988628	0.00492316194193868	0.010373553264778	0.0305748630971682	0.013524138157617	0.00522692891454532	0.0181813051713229	0.0195796589488916	0.00930607684927753	0.0172956019838073	0.00967773866686597	0.0058066937439533	0.00485875800850099	0.0150475628387432	0.0150335000412818	0.0167304350082188	0.0128736342275508	0.00275379346314116	0.00409293871178955	0.00761812811379661	0.00918407857824457	0.0248623927672769	0	0.01565581135633	0.00725143238869945	0.0125699814262765	0.0210392242697152	0.0210885969449809	0.00423731921209588	0.010613701058265	0.00429338523465243	0.0127976679361928	0.0107649710504904	0.00128676224698478	0.0110699794194684	0.0208515532795239	0.00571736025447518	0.00705512450290261	0.00145201364876896	0.00494505710204193	0.00731511564811729	0.00568849708992503	0.0167155757187467	0.00328799242370106	0.00880786971065037	0.00753214328894168	0.0020564502541057	0.00643580105746508	0.00686691531644551	0.00236755874942886	0.0197174274168402	0.0166127186139469	0.019146433314712	0.00816101106934927	0.0169333255639873	0.00466724444050663	0.0146244691157373	0.0244906908483323	0.00705424056579019	0.0115197929482958	0.0317383752940056	0.00985428753575219	0.0133112598300162	0.00580439125581577	0.010282326854921	0.00840943449619662	0.0108000327446814	0.00837332101446948	0.00208393325323598	0.00634151876340179	0.0225846785686872	0.0151496794426079	0.00879200637011609
OM4_C_2A_1	0.00907058488209664	0.0110845832977555	0.0241489463953651	0.0182303416719398	0.0081425080509457	0.016439410512195	0.0145010145658573	0.0115051531938132	0.022567805787146	0.0106793563522671	0.0250135922277105	0.00988097863519126	0.0191002690583034	0.0303909201696118	0.0153295100675036	0.0105176934499307	0.0132222050413262	0.0151362490784021	0.0119111854739677	0.0232529844477704	0.0119756189914763	0.0123198250899354	0.01565581135633	0	0.0152202174856171	0.025883989632963	0.0147379497135349	0.00919459431826867	0.0120917484359688	0.0141265559814138	0.0148214990650125	0.0260149504088219	0.0141775148185336	0.0145431088610661	0.0249668659193691	0.0106631726237712	0.00998825964115767	0.0227100131196872	0.0162512605072755	0.011661023407455	0.0228016185458234	0.0110471110824005	0.0305061673592099	0.012613524599885	0.0168897336940469	0.00850796641126667	0.0142211610821758	0.0107512547929052	0.0224860937227444	0.0147648451167279	0.011707186885477	0.00398294482625468	0.00987756060618961	0.0110889195117236	0.00841193224698493	0.0110060004376087	0.0143005476248496	0.0165061777215889	0.0125245475440952	0.0255230030461338	0.0214164371763781	0.00705405252594333	0.0262837292018916	0.0209320771673318	0.0226480905745059	0.0138817119754576	0.0241904871879885	0.0181695759188402	0.01773870694168	0.0104283868589403	0.012163760168178	0.00889941529570685	0.00729916902655662
OM4_C_2A_2	0.0157416492011785	0.00885288499961203	0.0171060223155637	0.0260021775206781	0.00944360872473179	0.00266266302920462	0.011852639756983	0.0144747560686669	0.0162923363080916	0.0121657474731247	0.0150995316378994	0.00827984918024388	0.0118906287398473	0.0199621963944113	0.00814441388869661	0.0116042837245325	0.00645849429243534	0.00968205780521524	0.00855148681327445	0.0123263253354989	0.00383328011905787	0.0208542444974999	0.00725143238869945	0.0152202174856171	0	0.0193559666407864	0.0150854079790193	0.0172872988197949	0.0090908700765353	0.00379557494957005	0.0110189940239912	0.0196067583263397	0.00392967382903164	0.00762419239816876	0.0176977415227268	0.016341588772049	0.00727843288134745	0.0115078151985604	0.00618560269729719	0.00968191814168376	0.0127283180455662	0.00504554833194016	0.023083491471685	0.00811569104378519	0.00200852767736909	0.00736562862263381	0.00556862826100284	0.0108750952107007	0.0108093082872935	0.00912479865135686	0.0145615136225897	0.0143404299528492	0.0146041485087065	0.00417418723390081	0.0126969383601859	0.00770604023143981	0.00796746210336041	0.0186873098552178	0.0126561163403833	0.0180618175908097	0.0262332202236755	0.00816741378470223	0.0201770033446518	0.00830885819779193	0.0174174471017191	0.00188945989406126	0.017656464224297	0.00295074675313862	0.00815961833838898	0.0053632700211447	0.017896142409801	0.0106167069409652	0.00824408151290246
OM4_C_2A_3	0.0318712418154673	0.0152863300826322	0.00225251685481991	0.0426173705520383	0.0258392271164017	0.0168232446287497	0.030737263899657	0.0319957455974418	0.00340546433238404	0.0297531427462566	0.00616274568723066	0.0167784672133488	0.00772653326424566	0.00775494812818826	0.0274337552939746	0.0291963364385477	0.0253946591154951	0.0113799045600436	0.0146126572941617	0.0086160545904327	0.0217475146737806	0.0367367498412254	0.0125699814262765	0.025883989632963	0.0193559666407864	0	0.0335930899089724	0.032981274936654	0.0142310129981791	0.0230025326221388	0.0111961616115031	0.000280189777375783	0.0231501168241745	0.0129368357128057	0.00180118505259328	0.0330547781283031	0.0172829509315626	0.00933010947793232	0.0132594159501776	0.0144571746217196	0.00749793137200192	0.0180637868554632	0.00463619407550336	0.0141735097607839	0.020422489991797	0.0192827460300622	0.0146211965939726	0.015150861862149	0.010219387818168	0.0119238439757635	0.0321442724083301	0.0279647273414987	0.0314041844900102	0.0207113667905707	0.0291560516700282	0.0159049470181363	0.0271080547154652	0.0370136562510422	0.0134599088219047	0.00174644553888142	0.0441519848487002	0.0217336626243934	0.000942658925151022	0.0125067186445782	0.00336574646957622	0.0208090329301971	0.00179094598941137	0.0193480292810454	0.0112104202773827	0.0186528950160355	0.0348165577526133	0.0275186316543703	0.0203960076299307
OM4_C_2B_1	0.00648826638336565	0.01927305749832	0.0314079745708096	0.0120556395358157	0.0084422250084966	0.0177203117740764	0.00344899551372715	0.0033230268872391	0.0302778373301545	0.00441192528713992	0.0300517587762483	0.0177929511769968	0.0258715177952347	0.0350312628750726	0.0076827711587702	0.00483534535138387	0.00863240063730064	0.0224847708694473	0.0196615172086629	0.0273579195015257	0.0119254257193973	0.00898232105964891	0.0210392242697152	0.0147379497135349	0.0150854079790193	0.0335930899089724	0	0.0076269445584021	0.0201872488178496	0.0113402254510746	0.0232042670338619	0.03381466425201	0.0112232553353069	0.0207072620027527	0.0320999661023661	0.00530828846190048	0.0169356930697309	0.0265534085464923	0.0205252170307488	0.0203100718828411	0.0276393244317563	0.0156215561145249	0.0377059671488	0.0198354205195048	0.0150785896201195	0.0150959677817033	0.0189840145627564	0.0205018806506891	0.0258823834999899	0.0218951774063663	0.00313401886268884	0.0108277964519777	0.00507164526288949	0.0128880357576011	0.00637215435311214	0.018286548595803	0.00736351557225769	0.00361486488748544	0.0228488707720296	0.0325377586495327	0.0112145027394482	0.0129053721472259	0.0343066605777302	0.0233918438560947	0.0310693212802437	0.0132782483295111	0.031814856953883	0.016761196508092	0.022614758354281	0.0150991586783034	0.00538248123144658	0.00679485747129552	0.0143933183668745
OM4_C_2B_2	0.00164505311817942	0.0177189034505843	0.0309831813637516	0.00966499669214423	0.00790444906162266	0.0195266568731838	0.00944028268376081	0.00465009203698707	0.0295778227616875	0.00596621874060449	0.0307403191224723	0.0162117185614108	0.0255037983114495	0.0360613799223331	0.0126482093980178	0.00635959805452739	0.0119642426476162	0.0216292639067561	0.0183731485975255	0.0284145666817969	0.013466151386826	0.00377782775070044	0.0210885969449809	0.00919459431826867	0.0172872988197949	0.032981274936654	0.0076269445584021	0	0.0187676489415005	0.0143083123350276	0.0218491301582661	0.0331584611431173	0.0142608642321833	0.020330816190865	0.0317615272117999	0.00232030768148981	0.0157322818046064	0.0277053682318937	0.0210944631651752	0.0186114412969866	0.0283402154555253	0.0154390407173967	0.03745598837395	0.0188371845525808	0.0181391946509522	0.0137409143310993	0.0191619750578171	0.0182351553221006	0.0272247442043858	0.0211127086283049	0.00476903521613322	0.0054986427375781	0.00323979109572334	0.0136222674837144	0.00460680882319613	0.0170936550077151	0.0118092713899228	0.00793808087603413	0.0204180477562561	0.032274081173912	0.0122517086113246	0.0113044656368426	0.0335387296166258	0.0250633828648055	0.0300033740695934	0.0154318778937265	0.0312046841188309	0.0198083122140513	0.0230357559443456	0.0147664234632772	0.00314830830888461	0.00670379475973222	0.0125919408066684
OM4_C_2B_3	0.0177066378335028	0.00105779415962011	0.0122955656895437	0.0284212794187879	0.0119524178975182	0.0081077669908912	0.0178147960756501	0.0181446045945396	0.0108303337599797	0.0160221309455049	0.0129440163023655	0.00255996838894947	0.00702567645015073	0.0183090115371243	0.0154877549036005	0.0154970612288666	0.0130119767020758	0.00304722393230282	0.000577479930815142	0.0113987336828199	0.00927699544276438	0.0225166573802085	0.00423731921209588	0.0120917484359688	0.0090908700765353	0.0142310129981791	0.0201872488178496	0.0187676489415005	0	0.0114174167591206	0.00310544422626073	0.0144022526791177	0.0115641788961914	0.00295068855180961	0.0130949673719851	0.018959147508438	0.00325721821528205	0.0109677969671088	0.00543144384907168	0.000727482568437833	0.0108015125451426	0.00494097355242499	0.0187592344266566	0.00109526832411589	0.0110289787446805	0.00519405665656929	0.00407262995583511	0.00222432136044722	0.0109244396851901	0.00268987216226029	0.018310570709747	0.0137614613589509	0.0173640540682176	0.00785140517191078	0.015110804305619	0.00190970025810391	0.014831188985813	0.0233811932853794	0.0035657066181558	0.0136302150523946	0.0302104470977423	0.00761288741349133	0.0147759957333119	0.0100415382917432	0.0112553267492422	0.00944238722166734	0.0124635542555558	0.0111882661160188	0.00613133843972172	0.00526506713149138	0.0207299868786453	0.0136673674885652	0.00620678226048294
OM4_C_2C_1	0.0126943046935655	0.0108743556976042	0.0207606748625381	0.0225548520046199	0.00689508974855323	0.00645802594665235	0.00806449756244539	0.0110082976236751	0.0198550122377197	0.00876593639173017	0.0188914355179085	0.00984168196313236	0.0154130505410342	0.0237438647026397	0.00443590018979861	0.00823193289751597	0.00271879038313208	0.0127304826253515	0.0108410332615804	0.0161209937062835	0.00249483521618269	0.0176874576063131	0.010613701058265	0.0141265559814138	0.00379557494957005	0.0230025326221388	0.0113402254510746	0.0143083123350276	0.0114174167591206	0	0.0138809501128111	0.0232467493948285	0.000152204330394109	0.0107027852405518	0.0213804704626591	0.0130730267201771	0.00875791753458413	0.0153013887945335	0.00974915653453825	0.0118605667448057	0.0165135120039892	0.00655683652109261	0.0268273730223346	0.0106341824119459	0.00390504835001726	0.00792712256510552	0.00868931166029476	0.0127485897993114	0.0145946997770295	0.0121391113212533	0.0110724454999743	0.0123199297903688	0.0113794352334625	0.00395513876939261	0.00972239940379572	0.00967744721487427	0.00417550913498218	0.0149519696600917	0.0148554484732996	0.0217638582780358	0.0225281081575816	0.00753241222554746	0.0237989679112904	0.0120707068225468	0.0208912977403889	0.00220628981014582	0.0212751987650651	0.00561431978228155	0.0117986259325795	0.00646039065331365	0.0145156019210378	0.00763759891719055	0.00828077274597074
