	OM4_B_B	OM4_C_1A	OM4_C_1C	OM4_C_1D	OM4_C_1E	OM4_C_1F	OM4_C_1G	OM4_C_1H	OM4_C_2A	OM4_C_2B	OM4_C_2C	OM4_C_2D	OM4_C_2E	OM4_C_2F	OM4_C_2G	OM4_C_3A	OM4_C_3B	OM4_C_3C	OM4_C_3D	OM4_C_3E	OM4_C_3F	OM4_C_3G	OM4_C_3H	OM4_H_4A	OM4_H_4B	OM4_H_4E	OM4_H_4F
OM4_B_B	0	0.0331160795551155	0.0101269963930077	0.00419619371978593	0.0298876082759932	0.00201457647858504	0.00494765072670419	0.0128429612998182	0.00520627926086389	0.0902317145839263	0.0286822706517266	0.00534980951940124	NA	0.0171245093361236	0.0392048385818659	0.00537600379589356	0.0359348670921831	0.012193456953563	0.0243146893045684	0.0329047365949495	0.030861719352829	0.0265990188472202	0.0253009902913477	0.00321006241451475	0.0934480473226663	0.0059050479042187	0.01816034998005
OM4_C_1A	0.0331160795551155	0	0.0229929813055615	0.0297447038191768	0.00852861317967718	0.0337376687781101	0.0333876007364461	0.0207993694954615	0.0383169820496211	0.0573837933200413	0.0044434301618608	0.0277693705861962	NA	0.0165892273557879	0.00614062982096045	0.0283337364213047	0.00283144216725514	0.0452444682265774	0.0088079885855969	0.00469557756554763	0.00228897698989042	0.00740886680766997	0.00813844341291383	0.0358201587658142	0.0921691934155729	0.0302157811913496	0.0150028011332672
OM4_C_1C	0.0101269963930077	0.0229929813055615	0	0.00708465268570544	0.0202584225019622	0.0108761354263265	0.011206912853371	0.00377304928996724	0.0153305794752761	0.0801853844008231	0.018559269633003	0.00477788994178596	NA	0.00743054694367202	0.0290881052052224	0.00574053955337599	0.0258134517071952	0.0222873176678297	0.0141894637678069	0.0229389516572984	0.0207382407204179	0.0165984739590337	0.0152340200535696	0.0129201947889471	0.0917617079866085	0.00837028458601493	0.00806399296937245
OM4_C_1D	0.00419619371978593	0.0297447038191768	0.00708465268570544	0	0.025981802206546	0.00405649201291327	0.00424634051007759	0.00906629696103733	0.00903167780070411	0.0866132162845134	0.0253046569393242	0.00308602730350729	NA	0.0133890823174312	0.0357637730712643	0.00141163914206697	0.0325367935521995	0.0156150154341757	0.0210051025911618	0.0291977948875119	0.0275305377646326	0.0229595159321652	0.021761322260706	0.00615390894818641	0.09508731708189	0.00726214757648259	0.0147537533089185
OM4_C_1E	0.0298876082759932	0.00852861317967718	0.0202584225019622	0.025981802206546	0	0.0300226560081753	0.0289581048576764	0.0170552574786955	0.0349846208374438	0.0610350544713977	0.00720323444266466	0.024768804187678	NA	0.0128544965595292	0.0121967856882748	0.0246230436882319	0.0100198436232923	0.0415035564755744	0.00893735814706433	0.0045668177395913	0.00804679769364859	0.00498476748932652	0.00661391582483861	0.0321065158085166	0.0990644643575278	0.0284587122171122	0.0126653304431132
OM4_C_1F	0.00201457647858504	0.0337376687781101	0.0108761354263265	0.00405649201291327	0.0300226560081753	0	0.00308553607330098	0.0131189253298518	0.00508945767140911	0.0906508152164053	0.0292964785654389	0.00624948534367312	NA	0.0174415901057996	0.0397770745304607	0.00545193100905349	0.0365383049246266	0.0115638084671153	0.0249717457801779	0.0332511569676372	0.0315104272227564	0.0270058607556627	0.025790348792665	0.00209859554360605	0.0954506910272348	0.00784855086376597	0.0187396425796642
OM4_C_1G	0.00494765072670419	0.0333876007364461	0.011206912853371	0.00424634051007759	0.0289581048576764	0.00308553607330098	0	0.0125958374801819	0.00736297041265325	0.089848567665791	0.0289692554266935	0.00727154216810532	NA	0.0168326355251224	0.0393143725301574	0.00547938480214519	0.0361419679060611	0.0127264819818425	0.0247585820128569	0.0324771366905	0.0312197576247839	0.0263769911287881	0.0253025920169938	0.00418678533695537	0.0982481379317042	0.0103514136410325	0.0185065903285521
OM4_C_1H	0.0128429612998182	0.0207993694954615	0.00377304928996724	0.00906629696103733	0.0170552574786955	0.0131189253298518	0.0125958374801819	0	0.0179795013900616	0.077576187078435	0.0163766460200118	0.00775227713427437	NA	0.00432317142022014	0.026760068960595	0.0076677178760334	0.0235642170715494	0.0246795184749242	0.0121890401379516	0.0201375629312152	0.018628097314432	0.0138979535757407	0.0127379193129929	0.0152173022941559	0.0944310421908161	0.0120508552034434	0.00597733090616377
OM4_C_2A	0.00520627926086389	0.0383169820496211	0.0153305794752761	0.00903167780070411	0.0349846208374438	0.00508945767140911	0.00736297041265325	0.0179795013900616	0	0.0954100188154308	0.0338849794617416	0.0105530572367868	NA	0.0222830655479747	0.0444066041734926	0.0103675980958775	0.0411361567058389	0.00708076574263727	0.0295157802736676	0.0380806339875945	0.0360609668263238	0.0317868484011251	0.0305007720900821	0.00321083334048745	0.094536426695889	0.009732176546642	0.023365183743513
OM4_C_2B	0.0902317145839263	0.0573837933200413	0.0801853844008231	0.0866132162845134	0.0610350544713977	0.0906508152164053	0.089848567665791	0.077576187078435	0.0954100188154308	0	0.0617473011318797	0.0849297016329344	NA	0.0732648615697963	0.0512516024871463	0.0852188350988223	0.0545590387410093	0.102163235284849	0.0661294711865083	0.0574926410016977	0.0596680362976267	0.0637261621262647	0.0650015512799361	0.0927410963106338	0.120829577283106	0.0875223212684739	0.0721441182594008
