	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_1	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1D_1	OM4_C_1D_2	OM4_C_1D_3	OM4_C_1E_1	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1F_3	OM4_C_1G_1	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_1	OM4_C_1H_2	OM4_C_1H_3	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2B_2	OM4_C_2B_3	OM4_C_2C_1	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2D_3	OM4_C_2E_1	OM4_C_2E_2	OM4_C_2E_3	OM4_C_2F_1	OM4_C_2F_2	OM4_C_2F_3	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_2	OM4_C_3A_3	OM4_C_3B_1	OM4_C_3B_2	OM4_C_3B_3	OM4_C_3C_1	OM4_C_3C_2	OM4_C_3C_3	OM4_C_3D_1	OM4_C_3D_2	OM4_C_3D_3	OM4_C_3E_2	OM4_C_3E_3	OM4_C_3F_1	OM4_C_3F_2	OM4_C_3F_3	OM4_C_3G_1	OM4_C_3G_2	OM4_C_3G_3	OM4_C_3H_1	OM4_C_3H_2	OM4_C_3H_3	OM4_H_4A_1	OM4_H_4A_2	OM4_H_4A_3	OM4_H_4B_1	OM4_H_4B_2	OM4_H_4B_3	OM4_H_4E_1	OM4_H_4E_2	OM4_H_4E_3	OM4_H_4F_2	OM4_H_4F_3
OM4_C_1E_1	0.0772454355406411	0.092658126363334	0.0614435534376963	0.0652786074512609	0.135478217203729	0.116562999146391	0.109891829494735	0.133441809970029	0.122638253881217	0.123099874717119	0	0.0402480935029785	0.0490458823713151	0.145969892505413	0.113305127181357	0.128092890738328	0.0366874184552069	0.028326292481268	0.0457620398109506	0.0777113807112272	0.0613342563307452	0.0489733529753148	0.0510716199236827	0.0697434433978281	0.0631017551616345	0.125629983643694	0.106153812095398	0.112373580718895	0.0859439221475199	0.0902229555903393	0.0992818021173555	0.112263959869266	0.111646654264275	0.108906772229492	0.130776526450703	0.276116905067838	0.113432483351863	0.138266005614836	0.133390809934042	0.122754136559068	0.0979144858806342	0.147125059355996	0.0883883285696369	0.13177651786109	0.118091187102835	0.125095833212634	0.0862594606632499	0.0878913770393361	0.101235348767879	0.112670636861049	0.101738382672109	0.10548920007371	0.0542577432201675	0.0627971963468653	0.0724581787886826	0.082886942270361	0.095970708319736	0.121945426753113	0.128035057875185	0.135979833792142	0.0766191214353703	0.071663268666739	0.0799761436149979	0.0786383461118893	0.0740061902308349	0.0902937292011824	0.122753595990079	0.119543125597479	0.13278955229314	0.102062858733065	0.108603190225479	0.100855119659307	0.120148126758016	0.107674566137322	0.130950388872203	0.0683254028219165	0.0609647692507663
OM4_C_1E_2	0.0721393042145349	0.0801938736686661	0.0595811930084531	0.0580013984563706	0.138319913126318	0.108521647949884	0.0990566828827513	0.131687393568854	0.113795215221266	0.111095972653163	0.0402480935029785	0	0.0196379460401532	0.149187023397568	0.104622413049309	0.116220391665799	0.0685585498430014	0.0263672362861461	0.0359618037353079	0.0995644701255764	0.0577210043170597	0.0402306460406213	0.0702429856061905	0.0619277443247758	0.0497414438019503	0.125223312095878	0.0968431156983488	0.101655630960531	0.0851943271761903	0.0799100474195456	0.0874389599161296	0.109783977649682	0.103288292603946	0.0979991960351971	0.128790862691911	0.284262564179739	0.102334624072369	0.132689870766829	0.123159082602578	0.110368430726472	0.0987367281032268	0.136509932846644	0.0765833560318684	0.133522206356613	0.112219228942353	0.115542317672591	0.0868603887328365	0.0809389979954172	0.0919247097129483	0.112379820827164	0.0943137983625739	0.0947991336015159	0.0628894264449755	0.0522113528862011	0.0610309451047931	0.0719546122280622	0.0873737140822518	0.114633806762233	0.116689627915656	0.123496147716611	0.0761574136657627	0.0625521074705781	0.0695468657029771	0.0855985726965429	0.0656833811450358	0.0854243342630195	0.117595126275709	0.108337712063727	0.122049658763695	0.097255763971082	0.0991268446977867	0.0915716552488162	0.11356632912914	0.0968565468901016	0.121219620448149	0.0598534457315866	0.0521809238926957
OM4_C_1E_3	0.0547827903753495	0.06100708082402	0.0442159009405798	0.040830176067684	0.121478579909943	0.0896626553724586	0.0798782464486759	0.113904190975094	0.0947485477558201	0.0917353542368443	0.0490458823713151	0.0196379460401532	0	0.13235987216435	0.0857114641482272	0.0968725918549437	0.0678174192143154	0.0239132878363755	0.0226588667263693	0.0913759707163562	0.0419765224190415	0.0252346673432807	0.0629190876329942	0.0443352905692271	0.0314366039990457	0.107707616144454	0.0778837030343035	0.0824659357931949	0.0685723863188076	0.0610294555651757	0.0682587277280761	0.0920936614654882	0.0844391109344911	0.0788129989404629	0.11086380440626	0.271585206804339	0.0830929545221482	0.114100326003901	0.103911801987527	0.0909869635798163	0.0821748164604069	0.117208863955879	0.0575630285393563	0.116551162071402	0.093651708284042	0.0964117938663426	0.0706261451415697	0.0627455956690649	0.0730222632834446	0.0950598909911181	0.0756925625194026	0.0757037182189271	0.052150601274966	0.034553661481978	0.0425418070160945	0.0531793396815633	0.0686733541671316	0.0958984490010303	0.0973787699150858	0.104082498585116	0.0600738132530176	0.044551097202775	0.0509197439554385	0.0717398530632414	0.047717730439748	0.0676278858915081	0.0991995146934952	0.0890474986456617	0.102802999770918	0.079165584994107	0.0801521561037221	0.0727255834261622	0.0948949330644708	0.0776843586115908	0.102055218970997	0.0422754931157762	0.035085404755275
OM4_C_1F_1	0.0779860192980144	0.0778217712828161	0.0905431129477478	0.0929927960788718	0.0112471612556882	0.0528821454169163	0.0637688577231204	0.0249357400726565	0.0524290605433577	0.0622585941530531	0.145969892505413	0.149187023397568	0.13235987216435	0	0.0561905936996432	0.0610722794384466	0.120287418933035	0.128183308919189	0.114121577681156	0.0836501360687956	0.0926113553906657	0.109826844659876	0.0978250151704971	0.0894877724237342	0.101977283247463	0.0263069691894927	0.0625239571108034	0.0625502158360102	0.0645521529152817	0.0758176751570151	0.0739084958601171	0.0421896977633219	0.0561408774910964	0.0642292347957575	0.0268244647431503	0.184115194340097	0.0625019928153567	0.034838318543101	0.054368578629047	0.0634569857304691	0.051326867204729	0.0537919996611214	0.0797818571048102	0.0184811285088947	0.0460229420951346	0.0540355582244084	0.0631214453107649	0.0709538019899146	0.0666595564788921	0.0386598976708404	0.0613995277244878	0.0657675568996809	0.0937935478563753	0.0992419345280858	0.0918085748787279	0.0824490077488763	0.0690850263225325	0.0474046539705104	0.0583880759158687	0.0618197031418948	0.0738722570181266	0.0887697945898504	0.0839819241275719	0.0685553574384016	0.0856090333424154	0.0657314747578801	0.0405724296164036	0.0609195634590903	0.0584233036619251	0.0554730672029713	0.0625929129725938	0.0661701743042438	0.0462285464030753	0.0649540806155463	0.0549932678048556	0.090478797676257	0.0983727695679859
OM4_C_1F_2	0.0366529437497697	0.0255855867126616	0.0523834298749773	0.0493406634108592	0.0468166237351315	0.00832814804617206	0.00814311709074805	0.0335817867869965	0.0118476632507989	0.0147428274145698	0.113305127181357	0.104622413049309	0.0857114641482272	0.0561905936996432	0	0.0184552594631215	0.100019237889808	0.0890640657719825	0.0726465025316832	0.081664155032874	0.0526709175169626	0.0678124466339029	0.0771421020776604	0.0448524176458816	0.0557010080862704	0.0307266275782675	0.00852074206894295	0.00743473153547881	0.0322393315186341	0.0255919286870065	0.0207568128023334	0.0193542263922261	0.00336706019521564	0.00999322477417497	0.0298203140506307	0.21717540951803	0.00796952293633358	0.0292344566535488	0.0219711480564181	0.0147305963375137	0.030094240303802	0.0348770851694173	0.0292670002062461	0.0413382685916516	0.0117657411643949	0.0131355944618098	0.0339568370587135	0.0261049221943478	0.0167014777688672	0.0251877773194491	0.0127762616989768	0.0149321798639412	0.0653857216824168	0.0540266397545376	0.0446175107359896	0.0338115191669146	0.0188669558745507	0.0114850247828532	0.0164629079539385	0.0260795480732806	0.0397298559630629	0.0434399945251124	0.0363360450000123	0.0487254268124847	0.040961934750866	0.0240123523031075	0.0165540964731126	0.0130822056615579	0.0239784232806579	0.0162294995575803	0.0114365140041971	0.0143610967505809	0.0104574383012063	0.0111991105580659	0.0219323117867238	0.0466529239150476	0.0551262078646642
OM4_C_1F_3	0.0527480876812996	0.0370312317767315	0.0679541678188268	0.0632751159338615	0.0536929755876275	0.0174272637402167	0.0193746867714496	0.0397094501182579	0.0119117251620264	0.00550977720924968	0.128092890738328	0.116220391665799	0.0968725918549437	0.0610722794384466	0.0184552594631215	0	0.116400124116558	0.103044746409908	0.0867441121222182	0.0986931179688662	0.067709919854756	0.0813417440722911	0.0942927387756981	0.0589101455896343	0.0680706013279762	0.0393254424029694	0.022869738221181	0.0162903090410731	0.0498326025884302	0.0383940946267756	0.0297513506409185	0.0345995051590387	0.0201932293439976	0.0204719052414107	0.0353141108956984	0.214325664128867	0.0160160589643527	0.0288919547011573	0.00888169466358547	0.0065481795588185	0.0468642535227651	0.0212513162858043	0.0411437382838296	0.0497384492828217	0.0215168240870745	0.00822471521133967	0.0516526755588753	0.0420453648580689	0.0282378276053255	0.0380472267815459	0.0283051967649989	0.0255456045766359	0.0824925266654447	0.0668843105271604	0.0571472512643034	0.0463691040564949	0.0325576626244839	0.0199290747670594	0.00450172284057599	0.0087594600118188	0.0566476744358353	0.0572640090123169	0.0491505277687981	0.0662214076439114	0.0549859577400657	0.0413430366690592	0.0251015547060345	0.0111842449864105	0.00873388622043404	0.032690643983573	0.0207776214803362	0.0281865052343782	0.0200394251818877	0.0215221761649188	0.0102169507696339	0.061167143715573	0.0686686358249569
OM4_C_1G_1	0.0664087088447729	0.0853983723003688	0.0525487637636231	0.0605294020086715	0.110550943882936	0.102120679638092	0.098938621042125	0.112535916240617	0.108426861789909	0.111862026890562	0.0366874184552069	0.0685585498430014	0.0678174192143154	0.120287418933035	0.100019237889808	0.116400124116558	0	0.0446825912014082	0.0522376448024445	0.043863821668158	0.0543041804026812	0.0524517850095791	0.0248927658615699	0.064084439324033	0.0640900416205437	0.10389476447772	0.0942598843740463	0.101037895258446	0.0691163824244782	0.0815582285980127	0.0907250140289917	0.093573870017686	0.0981185839265522	0.0979099495012994	0.110055887399846	0.250353422476159	0.102242991566778	0.120094390652817	0.119712175823587	0.111975719437836	0.0776693704191498	0.132706448210521	0.0812674526186093	0.108246624098362	0.101626344734799	0.111472756523405	0.0681736578917482	0.0764006797296644	0.0899106541902209	0.0918624899259389	0.0885939259986427	0.0945527598880087	0.0386560286444381	0.0617343951873233	0.0688358235552432	0.0760960731118842	0.0850824016229407	0.10664647344946	0.115814402906844	0.124212985323328	0.0614634286533049	0.0660827949675003	0.0734042309158741	0.0562242074730684	0.0669052480146806	0.0766328326709264	0.105283692409279	0.107772996971466	0.119819177313477	0.0862945633954323	0.096506244733046	0.089571899587461	0.104228264926493	0.09675652826964	0.117104588328452	0.0630566970704059	0.0587202443336128
OM4_C_1G_2	0.0535624419966263	0.0666889224999304	0.0386193696464717	0.0403415895515547	0.117330183214347	0.0926859947387156	0.08482142914861	0.112690522897912	0.0985779445982326	0.0979120484760574	0.028326292481268	0.0263672362861461	0.0239132878363755	0.128183308919189	0.0890640657719825	0.103044746409908	0.0446825912014082	0	0.0185415969944133	0.0736561588624245	0.0376472245553862	0.0224145152340205	0.0441689892371907	0.044777398891081	0.0360656305636716	0.105481422444007	0.0815846136184227	0.0874145447978919	0.0647743895711912	0.0649771806788318	0.0738673523311982	0.0907799841177515	0.0874938995594973	0.0837914637862018	0.109866443799196	0.266359721322539	0.088334660979534	0.1157041395846	0.109005607389563	0.0974200131192002	0.0779848589230553	0.122698691874695	0.0625777768778228	0.112914991152376	0.0951661589774033	0.100788813503034	0.0658448401630302	0.0637748160374119	0.0767456178852705	0.0924052107172991	0.0778422452970324	0.0804656052264726	0.038359434573115	0.0366030180572903	0.0463457507386892	0.0572387170438861	0.0715618014683819	0.0984034249679406	0.103091474589471	0.110855108072066	0.0553091922536524	0.046162950211419	0.0544396443845079	0.0621206455565286	0.048950561933724	0.0671380500931362	0.100149844432191	0.0946178990253952	0.108362103574002	0.0792991298890796	0.0841394828991036	0.076183973622945	0.0968948298521631	0.0826009238743676	0.106851730864634	0.0428222383429748	0.035297421800817
OM4_C_1G_3	0.0377583892608753	0.0500351757531975	0.0247934585445954	0.0261101931909685	0.10326321521877	0.0764181430314628	0.0682901377366678	0.0971938794961562	0.0823596824471947	0.0815054820771718	0.0457620398109506	0.0359618037353079	0.0226588667263693	0.114121577681156	0.0726465025316832	0.0867441121222182	0.0522376448024445	0.0185415969944133	0	0.0696805522299045	0.0235091251086072	0.0101520318382662	0.0420535827818754	0.0299874782950621	0.0208457979507059	0.090539901518621	0.0653408794903068	0.0710223365037082	0.0499491687697177	0.0488880014336744	0.0580163751859679	0.075171849424625	0.0710477589420464	0.0671601815200818	0.0945702709664133	0.258444395688281	0.0717438558564068	0.0994757933888867	0.0928131998745904	0.0809630776093021	0.0634227755834878	0.106181743572891	0.0461645621972968	0.0984074148362453	0.0792812739282713	0.08455088353335	0.0513979588713248	0.0475605710721909	0.0609362250960166	0.0777821940199234	0.0619039974094671	0.0638335401838923	0.0297226095186679	0.0221801325540911	0.0307593265824293	0.0410979019755574	0.0559602767627428	0.0819801174756407	0.0865781787979354	0.0945156034773283	0.0408690548904065	0.03025803221167	0.0385318023225192	0.0504080949218416	0.0331048670490108	0.0513129987002579	0.0840134557733784	0.0782650776453798	0.0925602799193261	0.0635098842383226	0.0681838660468805	0.0599308003012132	0.0807075480057275	0.0660949123217063	0.0910630611522012	0.0262693796713252	0.0206238257345852
OM4_C_1H_1	0.0594573009004431	0.0779373605287407	0.0548123567748047	0.0646814841272075	0.0754896748517808	0.0822688139087381	0.084043084173741	0.0817804483663347	0.0883185648151266	0.095164484100298	0.0777113807112272	0.0995644701255764	0.0913759707163562	0.0836501360687956	0.081664155032874	0.0986931179688662	0.043863821668158	0.0736561588624245	0.0696805522299045	0	0.0579743493440583	0.0684324464366043	0.0296092191980529	0.0655346070885458	0.0728512224735132	0.073496528178399	0.0791389513378794	0.0855257212929054	0.0524403760676359	0.0736692140541673	0.0814076459350466	0.068081643517987	0.0797075812681034	0.0831678676169926	0.0804933309586214	0.222608092071347	0.0865475518499823	0.092515044909723	0.0992567017738801	0.095718021464043	0.0531860434152646	0.109744244862728	0.0752152964434593	0.0744786030945531	0.0792262938177934	0.0916970167219092	0.0496641341549059	0.0654666648348645	0.0772048248840064	0.0647769093196095	0.0730620767354627	0.0806342775112001	0.0406136524760158	0.0694985275666249	0.0709870098815284	0.0720125698985791	0.0737469081625276	0.0843023763141343	0.097089340016066	0.105679652029598	0.0504199978389587	0.0664762818613897	0.0705475011881151	0.0351582142542895	0.0652988294981085	0.0624071536923383	0.080154810070391	0.0910970167990026	0.100916118316524	0.0671975229870019	0.0813172861999666	0.0761018591207681	0.0817308768892685	0.0825055601153069	0.0973513109321676	0.0643744369928563	0.0663723343580463
OM4_C_1H_2	0.0172692261077688	0.0327912177501972	0.00454310341827583	0.00943864682407516	0.0815437254520715	0.0558211538029957	0.0494825170827483	0.0761900406942347	0.0621016958672084	0.0626957731205084	0.0613342563307452	0.0577210043170597	0.0419765224190415	0.0926113553906657	0.0526709175169626	0.067709919854756	0.0543041804026812	0.0376472245553862	0.0235091251086072	0.0579743493440583	0	0.0187149386601724	0.0362519884595858	0.0123201464213053	0.015760031937763	0.0687626294372815	0.0454998150254381	0.0518186022601811	0.028661173607196	0.0300264686927372	0.0396653033840475	0.0540590447451384	0.0508345474200637	0.0482508072076751	0.0728581547021321	0.240132823703105	0.0529831506050922	0.0787867612490807	0.0730554826011484	0.0624910398269457	0.0420595047468008	0.0865920594124765	0.0285816922529972	0.0770872768982878	0.0581171494790297	0.0644836972458069	0.0300255326496082	0.0273935264036116	0.0413357268756986	0.0555190245235661	0.0411220300790421	0.0453062374607132	0.0220841777273043	0.0121661738399747	0.0157132899068399	0.0232942640843859	0.0357692513309128	0.0619566860535317	0.0675065095021876	0.0758676130368328	0.0193235669260876	0.0123618765448692	0.0208315404514409	0.0314255991316059	0.0143088812229704	0.0302163593106776	0.0629646033151833	0.0593491187321014	0.0728649468806982	0.0421092753723246	0.047967910747376	0.0398572042203928	0.0600474476936399	0.0471122075699518	0.0710103110113116	0.0100221561086432	0.0119224689654224
OM4_C_1H_3	0.0331093931744925	0.0448141291784392	0.0200700620839967	0.0196059905527996	0.0988366663551853	0.0712056825996333	0.0632163258687396	0.0931754051019392	0.0769171893789952	0.0761236112066199	0.0489733529753148	0.0402306460406213	0.0252346673432807	0.109826844659876	0.0678124466339029	0.0813417440722911	0.0524517850095791	0.0224145152340205	0.0101520318382662	0.0684324464366043	0.0187149386601724	0	0.0415357594655107	0.0240860379344313	0.0145138557917825	0.0859632040463697	0.0600779943189362	0.0657672455475854	0.0456872870404961	0.0431491617778356	0.0519458580418278	0.0710821861559014	0.0661938627195107	0.0619582816543231	0.0899061161615557	0.252257667094557	0.0666126080163661	0.0950536173206116	0.0872663313566115	0.0757283229983932	0.0592146945934464	0.10096499167601	0.040621829033463	0.0945566119755979	0.0740252012625783	0.0792473756407341	0.0474692030256167	0.0425714257246962	0.0547803799353244	0.0728433812424303	0.0564371168885683	0.0584001028338188	0.0298622268807361	0.0152532373253264	0.0245165431911454	0.0352624912178367	0.0501820548778707	0.0775216208919508	0.0814959925031907	0.0890362718189084	0.0366079771026479	0.0246541921066035	0.0323914017196029	0.0474330916198303	0.0271958257759088	0.0467619858310685	0.0795589709299444	0.0726234251252458	0.0865712396645961	0.0584279514892619	0.0624171582987186	0.0547388259183569	0.0758768313669155	0.0607038816196375	0.0850400401534155	0.021711605966557	0.0131261022508065
OM4_C_2A_1	0.044784068968271	0.0647138164706478	0.0335214573810996	0.0434124017322171	0.0878381710972038	0.0792987459609138	0.0767285241411529	0.0887541089337837	0.0857866404157786	0.0897896770753663	0.0510716199236827	0.0702429856061905	0.0629190876329942	0.0978250151704971	0.0771421020776604	0.0942927387756981	0.0248927658615699	0.0441689892371907	0.0420535827818754	0.0296092191980529	0.0362519884595858	0.0415357594655107	0	0.0458768103906599	0.0493747551464418	0.0804705235596116	0.0720412046058071	0.0788869802635274	0.0455123442666912	0.0608343600585124	0.0701761802469959	0.0696081689946356	0.0751922749631713	0.0757435769282349	0.0866414202576952	0.239252131473001	0.0799540938607436	0.0963966636870665	0.0972916926453542	0.0899062082725909	0.0537529105148537	0.109886050371548	0.0610109984901776	0.0848944196294629	0.0785553108017708	0.0888993246721251	0.0442717257586167	0.0542951576580489	0.0685160952713001	0.068620273271696	0.0662767534600805	0.0725599627298352	0.0171114185645024	0.0465281865524856	0.0512335349706268	0.0563548373840411	0.063767339906118	0.0831592042243256	0.0932920926528696	0.102084004959864	0.0385874366000087	0.0473694372631673	0.0540260847139989	0.0319634055047856	0.0475176153529994	0.0537539930641917	0.0815978749596419	0.0857063815090199	0.098020602642651	0.0631954434254522	0.0747112343306598	0.0675996190447539	0.0808956831130587	0.0747665420032418	0.0951341436482289	0.0442170736958086	0.0431629314414092
OM4_C_2A_2	0.0133469084081343	0.0241148252369211	0.0135915122869902	0.00485561150180078	0.078520763015086	0.0489579338142197	0.040627023582928	0.0711988581733625	0.0544879248547031	0.0538882473502324	0.0697434433978281	0.0619277443247758	0.0443352905692271	0.0894877724237342	0.0448524176458816	0.0589101455896343	0.064084439324033	0.044777398891081	0.0299874782950621	0.0655346070885458	0.0123201464213053	0.0240860379344313	0.0458768103906599	0	0.0146363121569581	0.0646418488573115	0.0372396849554577	0.0431511990652139	0.0271117602416977	0.0212486742210643	0.0303910418049726	0.0493668788162004	0.04353091357244	0.0400242174330372	0.0678442014190304	0.239229903315961	0.0442567089240549	0.0723971897112409	0.0647151035777437	0.053374535831413	0.0406906322928246	0.0786343809436929	0.020405578799889	0.0735237731916584	0.0516352807149496	0.0564473970122493	0.029629846317635	0.0209722961691827	0.0330326135045111	0.0519953676117369	0.0338993197620443	0.0375176893407124	0.0322835608363837	0.011286376797991	0.00882337508617068	0.0153560092313601	0.0269771825137637	0.054610040619354	0.0588504208046594	0.0668490441226733	0.0207653740423908	0.00644067665070547	0.0126984453234792	0.0359930559701978	0.00888758498390806	0.0248217703365727	0.0571797515274398	0.0507593379824008	0.0641895333759285	0.0369977445805728	0.0402778156531397	0.0322685366445225	0.0531146948997443	0.0388340402704604	0.0626857125774993	0.00822206956063226	0.012808801731724
OM4_C_2A_3	0.0246914944149369	0.031454135457607	0.0184093854616826	0.011740848073742	0.0909838113556392	0.059189152505825	0.0504546016016937	0.0836616725781749	0.0646004445167291	0.0628606160670885	0.0631017551616345	0.0497414438019503	0.0314366039990457	0.101977283247463	0.0557010080862704	0.0680706013279762	0.0640900416205437	0.0360656305636716	0.0208457979507059	0.0728512224735132	0.015760031937763	0.0145138557917825	0.0493747551464418	0.0146363121569581	0	0.0769440093781763	0.0477066582417087	0.0529033597255432	0.0388071400469976	0.0304979764707146	0.0386622039062371	0.0617312726052767	0.0541839991116591	0.0491356161674203	0.0800739954598851	0.247000055796464	0.0537630876709638	0.0839280383914853	0.0744840355574626	0.0624125475707399	0.0521598801167452	0.0881058763813131	0.0274170392796994	0.08642838054216	0.0628488948282465	0.0666243756424508	0.0412359662234714	0.0319774647450196	0.0425691560215175	0.0641026651225158	0.044827719960581	0.0459193905257304	0.0353715895684672	0.00501898647482588	0.0114007558674687	0.0224173924015698	0.0381130854310611	0.066025878345854	0.0684446367927263	0.0757269185886128	0.0310883132893524	0.013513176768811	0.0198936833146504	0.0456323560510753	0.016528011041453	0.0370612201685152	0.0686866297611717	0.0597305172237205	0.0736017010155571	0.0481398986245751	0.0498162136409506	0.0423166509254121	0.0645029712649281	0.0478922447850297	0.0723933360511706	0.0127649857493179	0.00787228150940668
OM4_C_2B_1	0.0533883350141902	0.05169019598113	0.067122219526963	0.0683972945047555	0.016192397565218	0.027749161377042	0.0382759395353448	0.0118178610792043	0.0289847177450984	0.039121940245545	0.125629983643694	0.125223312095878	0.107707616144454	0.0263069691894927	0.0307266275782675	0.0393254424029694	0.10389476447772	0.105481422444007	0.090539901518621	0.073496528178399	0.0687626294372815	0.0859632040463697	0.0804705235596116	0.0646418488573115	0.0769440093781763	0	0.0365253332263648	0.0372507045660636	0.0410366540512704	0.0497874934162301	0.0479391411905871	0.0169125946453881	0.0303253397530894	0.0385630855638194	0.0073533554846164	0.198178802540973	0.0374407799674388	0.020526095759597	0.0348542320996242	0.040278781129475	0.0288063508839431	0.0401965477655426	0.0537436563599594	0.0133802634596021	0.0207889206336669	0.0313327174949768	0.040242540166701	0.0454367143112827	0.040883211625969	0.0140904126271509	0.0352360143427611	0.0401860709857453	0.0734997569632766	0.0743650551364306	0.0663959076360354	0.0566442929881121	0.0430731514814668	0.0238762673066121	0.0366381761875547	0.0427129954316636	0.0506006869652834	0.0636415082659586	0.058373300028974	0.0493634348710818	0.0605324700628949	0.040423563996189	0.0161528261769612	0.0371726801817508	0.0387643428744704	0.0295800262010278	0.0368995956182139	0.0399381696430334	0.0215831847150544	0.0392227249380087	0.0349424282623358	0.0657578658106045	0.0739957014095711
OM4_C_2B_2	0.0300054643341806	0.0176207470723053	0.0454392472338335	0.0416517528297576	0.0525698914047903	0.0130906442095249	0.00561379827351084	0.0409167024599626	0.0176254170020191	0.0180666336663417	0.106153812095398	0.0968431156983488	0.0778837030343035	0.0625239571108034	0.00852074206894295	0.022869738221181	0.0942598843740463	0.0815846136184227	0.0653408794903068	0.0791389513378794	0.0454998150254381	0.0600779943189362	0.0720412046058071	0.0372396849554577	0.0477066582417087	0.0365253332263648	0	0.00689361341582862	0.0280813872688651	0.0173376876761873	0.0125747403738129	0.0236015345611966	0.00767509148022473	0.00594066910923763	0.0366865468273431	0.220147641458903	0.00848890371376555	0.0374474183607715	0.0278706873489246	0.0179954752694353	0.0292408171205429	0.0415423327877854	0.0211381385249446	0.0475611203631751	0.0174959356045624	0.0193679126323822	0.0304058649754862	0.0193643513476018	0.00917113180592546	0.0280984110036792	0.00663385529001146	0.00970483887066402	0.0598451701581891	0.0460622988905106	0.0365422120802333	0.0256874773362332	0.0108700736453736	0.0197506223804024	0.0222074706693884	0.0309433576035118	0.0341827264314519	0.0357086765032477	0.0282217684364131	0.0453261919246316	0.0332404489933146	0.0187836334440856	0.0238754636836742	0.0152331783948398	0.0284067323260692	0.014065187480731	0.00718486057432093	0.00690587561421089	0.0181083050025776	0.00584130291541963	0.0266505661066751	0.0392802806073232	0.0473226930066222
OM4_C_2B_3	0.0365477368300304	0.0219111748781745	0.0519170084880198	0.0475759848822911	0.053245502051037	0.0113570430266603	0.00373604567594214	0.0403446518174638	0.0133431550734672	0.0113180640751981	0.112373580718895	0.101655630960531	0.0824659357931949	0.0625502158360102	0.00743473153547881	0.0162903090410731	0.101037895258446	0.0874145447978919	0.0710223365037082	0.0855257212929054	0.0518186022601811	0.0657672455475854	0.0788869802635274	0.0431511990652139	0.0529033597255432	0.0372507045660636	0.00689361341582862	0	0.0347459871850936	0.0227393231672541	0.0156102430257441	0.0263145785644114	0.00824405818033455	0.00551828000805345	0.0360993978388047	0.219425297193984	0.00297085202955391	0.0345371358314119	0.0220646498969825	0.0111321980078289	0.0346615789398706	0.0357084523328759	0.0259570840707943	0.0483538825731974	0.0169711781997604	0.0141151330858843	0.0369879369855578	0.0258824236726215	0.0135060392383522	0.0309797794748459	0.0130887084184084	0.0116591364375012	0.0665879939032544	0.0515631636804613	0.0418655831747722	0.0309747092133572	0.0169002429971949	0.0176293562976607	0.0158438889808299	0.0243266096216124	0.0409748430112749	0.0415199275838988	0.0336622577783519	0.0519047947504418	0.039169363701011	0.0255806765334427	0.0230948423910234	0.00947726001342949	0.0225001399545303	0.0194070357018236	0.00810522526135587	0.0126443200857595	0.016660419976266	0.00655011431646754	0.0212788351103673	0.0452028445129274	0.0530276564234516
OM4_C_2C_1	0.0145570394883971	0.0270448653516231	0.0264767438484745	0.0299033002953498	0.0535752958394483	0.0343839256825798	0.0327365812674503	0.0487215633745419	0.0409075040762982	0.045378171984292	0.0859439221475199	0.0851943271761903	0.0685723863188076	0.0645521529152817	0.0322393315186341	0.0498326025884302	0.0691163824244782	0.0647743895711912	0.0499491687697177	0.0524403760676359	0.028661173607196	0.0456872870404961	0.0455123442666912	0.0271117602416977	0.0388071400469976	0.0410366540512704	0.0280813872688651	0.0347459871850936	0	0.0232109999793674	0.0304222114622893	0.02693861391589	0.0301513960655488	0.0317040143388639	0.0457987835622295	0.222354847789732	0.0355709891628577	0.0531528669400186	0.0525858889476721	0.045605272247864	0.0140632372215458	0.0650512016506099	0.0256778849698478	0.049241142667301	0.0340103243155965	0.0441419701721424	0.00390288719633965	0.0140577573824178	0.0262913538435237	0.028419282449873	0.0222145322420855	0.029137029620859	0.0346991923855327	0.0360517009253765	0.0302791808429343	0.0246849697902233	0.023001929082966	0.0384436181919982	0.0484609656665503	0.0574445185348409	0.00999200909422005	0.0261112159269433	0.024707253739813	0.017866450177075	0.0231982493785434	0.0106233890133611	0.037654082490365	0.0412586494342764	0.0539599917186224	0.0182397366681499	0.0312868359308272	0.0248200305851258	0.036109779151505	0.0310240422286866	0.0509924419227861	0.0267113710279332	0.0346591746174846
