	OM4_B_B_1	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_1	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_1	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1D_1	OM4_C_1D_3	OM4_C_1E_1	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1F_3	OM4_C_1G_1	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_1	OM4_C_1H_3	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_2	OM4_C_2B_3	OM4_C_2C_1	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2D_3	OM4_C_2E_1	OM4_C_2E_2	OM4_C_2E_3	OM4_C_2F_1	OM4_C_2F_2	OM4_C_2F_3	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_2	OM4_C_3A_3	OM4_C_3B_2	OM4_C_3B_3	OM4_C_3C_1	OM4_C_3C_2	OM4_C_3C_3	OM4_C_3D_1	OM4_C_3D_2	OM4_C_3D_3	OM4_C_3E_2	OM4_C_3E_3	OM4_C_3F_1	OM4_C_3F_2	OM4_C_3F_3	OM4_C_3G_1	OM4_C_3G_2	OM4_C_3G_3	OM4_C_3H_2	OM4_C_3H_3	OM4_H_4A_1	OM4_H_4A_2	OM4_H_4A_3	OM4_H_4B_1	OM4_H_4B_2	OM4_H_4E_1	OM4_H_4E_2	OM4_H_4E_3	OM4_H_4F_2	OM4_H_4F_3
OM4_C_1D_3	0.0128961149118042	0.0259764042006089	0.0312121037575973	0.0178476840103857	0.0271314627394717	0.0197602530670286	0.0113698245439804	0.010349095190401	0.00965990970829929	0.00428618481544882	0	0.0107045300229591	0.0109902642986343	0.00639997545961399	0.00775315472106693	0.01642117997923	0.0108175582820681	0.0128182289700297	0.0278476263634665	0.0239313836809684	0.0121195365274193	0.0111940320593828	0.0136304122122918	0.0148811562098172	0.0183440719310223	0.0309736664104348	0.00331098446086467	0.00402320886433427	0.00801553255619119	0.00178304103219547	0.00407336955363629	0.00484553119318818	0.000566013949193199	0.00992049315737856	0.00377361150373142	0.0035716932084035	0.00282169140219077	0.00304572546624345	0.0272250064286857	0.0284448238907313	0.0255131208044857	0.00993566158981795	0.0145705807312039	0.0124809827089208	0.0403007155080332	0.0328710978924808	0.0154174668668949	0.00802886472488942	0.0108968516484537	0.0200495012654957	0.0251911417376894	0.0307807086870068	0.00301224305544943	0.0033281126368324	0.00117089844518371	0.00145907461263243	0.00487384063389684	0.0183532207706707	0.0148332505659227	0.00798690624931034	0.00310522884021261	0.00322368423010065	0.0141489559088829	0.012311082905383	0.0144067367675659	0.0152713736118922	0.0267459002455606	0.022287549431187	0.0216422689327564	0.00958453048037595	0.0197824585128112	0.00202341880336682
OM4_C_1E_1	0.00377283782559685	0.0162677563074024	0.021489785275457	0.00944053470358536	0.0170665310144907	0.0116629903942157	0.00128075327475247	0.00271718522199159	0.00682059375073033	0.0121788844711517	0.0107045300229591	0	0.0113690201970091	0.0164221341012065	0.00707813466471954	0.012722436882266	0.00457653779518239	0.00852904228870543	0.0183356287398222	0.0164685117874082	0.00866733703327324	0.00249913336495651	0.00390649595586379	0.00977278048563646	0.0116765605180607	0.021361863020406	0.00810669263340796	0.012971929643076	0.00415359879124258	0.00919987202814032	0.0129692985838398	0.00625465094409449	0.0103028264481471	0.0198401549667348	0.0121497722856042	0.0118159349564225	0.0123037899412074	0.008488668568241	0.0191984556907296	0.0184901083498022	0.0167512536615207	0.00615939501585325	0.00407806287351706	0.0100476154001864	0.0321060824758891	0.0237175992859953	0.00866396416190631	0.00271219002748285	0.00270594718494657	0.00978863801035922	0.0180414868868461	0.0212111189249752	0.00807786114084778	0.00786890131767634	0.00996010712177709	0.0106437165449936	0.0142132100877161	0.00940710460049888	0.00616062736279528	0.0115702098523436	0.0082268092527538	0.00974591541794139	0.00704376936802237	0.0017114236692687	0.00382150453151792	0.00659434629000579	0.0168720494263055	0.0136943475627673	0.0121396639494256	0.012744683738404	0.0129530319284856	0.0113712878565732
OM4_C_1E_2	0.00990248802131203	0.019592937804815	0.024354540245513	0.0112978523716835	0.0213267624690215	0.0122823449535395	0.0107610613049139	0.00878183807324941	0.00456753026521673	0.0151380199892224	0.0109902642986343	0.0113690201970091	0	0.0168529204294951	0.0149562417515685	0.00616147042524849	0.00721766713838421	0.00486309931451376	0.0209245262438254	0.0150649291330439	0.00399207696051572	0.00943646645966464	0.0108436590177635	0.00627873812507319	0.00981491020090283	0.0239425741547823	0.0117844698575544	0.0150125837546505	0.00756745433979176	0.00955245452095037	0.015061902150986	0.0112696867564746	0.0111679487145171	0.020127950534299	0.0146873011072255	0.00837060636856699	0.0138106757329527	0.011931325989034	0.0185294483496908	0.0222687072329244	0.0178009620647222	0.00528996830699705	0.0126401165515304	0.00296047441677553	0.0310766268430791	0.0250219271192456	0.00812125594727065	0.0099106962166111	0.0137068976013317	0.0158164614403718	0.0159214541708075	0.0236941520504006	0.0113075535803619	0.011468064436546	0.00986479684967979	0.00963732902979447	0.0158035884650922	0.0123135773585759	0.00998040383281369	0.00356117969973295	0.00849809471270908	0.00776752144456016	0.00800040694004665	0.0127618563285322	0.0128220808776939	0.0101770662514396	0.0205818067134875	0.0148461116759186	0.0155829036949027	0.00293490147694371	0.0110411814107295	0.00955609461898418
OM4_C_1E_3	0.0190716765101094	0.032215810827973	0.037464695121876	0.0242029997195725	0.0332749187598503	0.0261449582855922	0.0172870533705727	0.0165346197834333	0.0160439305341189	0.00466476115439918	0.00639997545961399	0.0164221341012065	0.0168529204294951	0	0.0112634697502456	0.02261333899435	0.0171670611079034	0.0191785593551394	0.0341332761304827	0.0303255562653608	0.018448241531309	0.0173280200383929	0.0197305730613511	0.0212427610083805	0.0247353684426756	0.0372493299466874	0.00831596679938601	0.00358125896399057	0.0143105773153893	0.00817991810536719	0.00360552096219695	0.0101694537613408	0.00654784729764039	0.0035300794488495	0.00445611084949673	0.00851812984522716	0.00412370747761333	0.0079339399398944	0.0336219926784418	0.0346283621057904	0.0318808911418664	0.0163346358040609	0.0204566344659048	0.0186926678568639	0.0466933391496423	0.0392200369923181	0.0218160197194394	0.0139159190556991	0.0159102850549944	0.0260868921055311	0.0315717411514294	0.0370641149707622	0.00837187642384461	0.00855922102907293	0.00753933878736427	0.00742038582993922	0.00237929785035221	0.0246637494782035	0.0211231303436888	0.013472226339556	0.00950400852384091	0.00931904727936543	0.0205334072637857	0.0178645449352437	0.0202346606218505	0.0215693587035965	0.0329473292634224	0.0286562496279671	0.0279004941926642	0.0148662482920811	0.0261720086769012	0.00732443832129159
OM4_C_1F_1	0.0107552555460785	0.0231879859859197	0.0283523844583919	0.0164680106500237	0.0238063272106678	0.0186788374275011	0.00832068362135837	0.00880974165173177	0.0112947816761617	0.00659900954790272	0.00775315472106693	0.00707813466471954	0.0149562417515685	0.0112634697502456	0	0.0184157639390053	0.0104229192924359	0.0141071983981543	0.0252964009249892	0.0234434702960925	0.0138590439477639	0.00915969238945526	0.0109833998483216	0.0158350930077973	0.0183811001549315	0.0282669023287357	0.00451166654466564	0.00771879901348852	0.00801003341785494	0.00737250976378692	0.0076844507441177	0.0038577332635937	0.00718766917487703	0.01425832034513	0.00685331913861183	0.010754423957809	0.0076386361978796	0.00471945185255955	0.0262568246910158	0.0252750285099547	0.0238251091456446	0.0110042167341277	0.0109184838374096	0.0149217444916405	0.0391788389739915	0.0307257090362983	0.0152580941561758	0.00592932532385304	0.00531941072142367	0.0165513877450754	0.0249791805645365	0.0281314398241512	0.00493442575073967	0.00461490193275066	0.00782917925777531	0.00867380266376679	0.00888430789042255	0.016482095078568	0.0131555468730138	0.0133681008050415	0.0074655688931931	0.00916180848281216	0.0136458167703084	0.00787966076753135	0.0105690207472405	0.0136036778527024	0.023718243638822	0.0207683418995635	0.0191621944617059	0.0149646814555831	0.0197383598587553	0.00949098020991765
OM4_C_1F_2	0.00960211922174541	0.0147127123286703	0.0190030689645373	0.00753503044854392	0.0166557297289554	0.00750164496652671	0.011628999705756	0.0100988086581497	0.0072605956825891	0.0202581529924152	0.01642117997923	0.012722436882266	0.00616147042524849	0.02261333899435	0.0184157639390053	0	0.00824289998978713	0.00432484833818804	0.0156762001117898	0.00913515608869787	0.00460430311245471	0.0102417780566382	0.0102426632879718	0.00307918899234942	0.00465526271188397	0.0185249560654801	0.0163620754341478	0.020354995237342	0.0104145531578274	0.014770301229808	0.0203949200999441	0.0153018864804896	0.0164749414358193	0.0259988119407746	0.0198860917661455	0.0143058471147604	0.0192001901350208	0.0166042782358412	0.0125718444571426	0.0173413034978517	0.0123037732306153	0.00742779130343551	0.0119349893979351	0.00394077837302845	0.0249278376060108	0.0192410055931318	0.00504844351748601	0.0125602181310305	0.0154210349047138	0.0127470228455037	0.00983298735031152	0.0182592274763015	0.0159538721422515	0.0160217919607035	0.0152518643184358	0.0152175659807765	0.0212924347211076	0.00868559360693663	0.00819603850641448	0.00970107619050465	0.0135242435382601	0.0133079200665878	0.00620879630729256	0.0134860536530014	0.0122827719752814	0.00809745301810626	0.0157587509398456	0.00972958571601901	0.0113038709030937	0.00898265452477149	0.00546821708255812	0.01530259443083
OM4_C_1F_3	0.00285840152066214	0.0152370739491607	0.020444714483734	0.0070373051266563	0.0165337852249176	0.0090243175899069	0.0036760918438458	0.00187491759104614	0.00277337550767067	0.0136927952508654	0.0108175582820681	0.00457653779518239	0.00721766713838421	0.0171670611079034	0.0104229192924359	0.00824289998978713	0	0.00397254916002033	0.0170540718930187	0.0134825280120102	0.00409974095384366	0.00227325325242986	0.00382411855403483	0.00544621126765237	0.00809925520959968	0.0201852460984234	0.00943087753459102	0.0141500569742333	0.00291170198026437	0.00904351266741293	0.014169979144772	0.00791386092553115	0.010620904281234	0.0206964621377287	0.0134727649566954	0.0104581282368813	0.0131821816506535	0.00976206666356016	0.01661659995235	0.0177738716070402	0.0147206154877684	0.00199827275112823	0.00552637847106009	0.00550618837694169	0.029725970107907	0.0220619620007762	0.0049676335568588	0.0044955103132346	0.00723158098298926	0.00982873654903737	0.0149029035108242	0.0199863275980101	0.00915848587355573	0.00910306217335569	0.00975510147203206	0.0101470983974814	0.0152971139062422	0.00755264088681993	0.00409585099319363	0.00840152882835431	0.0077464443568813	0.00858745000270542	0.00346219754120663	0.00568380188602642	0.00565819152023247	0.00450827770093376	0.0160569970008162	0.0114963962447469	0.0108960632717373	0.00918019759135086	0.0095123158402714	0.010641911731996
OM4_C_1G_1	0.00584764802610007	0.0148843848506754	0.0198002724682967	0.00647680830673102	0.0165472231061675	0.00770323586089677	0.00752549907708293	0.0058465286760676	0.00319853456468106	0.0163705085325071	0.0128182289700297	0.00852904228870543	0.00486309931451376	0.0191785593551394	0.0141071983981543	0.00432484833818804	0.00397254916002033	0	0.0163504321848908	0.0112464765394317	0.000925399308781278	0.00610721818550514	0.00666976713751502	0.00206466514541545	0.00566044963093654	0.0194299865560385	0.0123082062194067	0.0165981740558932	0.00612664030773007	0.0110769514620189	0.0166312139506818	0.0111091689533043	0.0127814810896325	0.0226590188916804	0.0160481388151943	0.0113336434350682	0.0154969533055656	0.0125808528447017	0.0146443754749614	0.0175519449620604	0.0134305146178444	0.00318136628517527	0.00848201023209519	0.0020890347330282	0.0276090195895023	0.020791315233158	0.00332125961210366	0.00823622786714085	0.0112012185657848	0.0109870248484471	0.012412818575103	0.0191945047420188	0.0119350123169228	0.0119668235093293	0.0116563648776591	0.011781937810893	0.0176254339270894	0.00746210969768484	0.00528301382627609	0.00758749766330124	0.00977026487610102	0.00992931577066387	0.00319785288402024	0.00947574729091706	0.00875497000805063	0.00541408552862003	0.0158465688491719	0.0103222461068458	0.0107742444300918	0.00762637328315162	0.00706629126503877	0.0120319322594417
OM4_C_1G_2	0.0151159272001047	0.0021762659292261	0.0034514960463652	0.0101285011918904	0.00301642080877013	0.00866162117253524	0.0172091501499888	0.0176227465346994	0.0188255454161772	0.03029766678633	0.0278476263634665	0.0183356287398222	0.0209245262438254	0.0341332761304827	0.0252964009249892	0.0156762001117898	0.0170540718930187	0.0163504321848908	0	0.00740850432365226	0.0172727387348949	0.0168768105885978	0.0145733566368598	0.0146509431816287	0.0111940082880389	0.00313309295188285	0.0260462416852998	0.0309324558954521	0.0198409560912686	0.0260840852622527	0.0309424767971826	0.0242860664848383	0.0276169140456009	0.0376517090114541	0.0301771278668765	0.0273008214784448	0.0300691507471555	0.0264128590761435	0.00559136016117275	0.00230944331014711	0.00353203085163151	0.0182921000440783	0.0143800538940016	0.0179745364047005	0.014627984448049	0.00550762239253126	0.013070448247155	0.0204232817992862	0.0200903987637122	0.00887774703257022	0.00805987932989807	0.00293415472996399	0.0258784015242973	0.0257512627796803	0.0268038677987888	0.0271934938676166	0.0321333441557308	0.00950207478997755	0.0130196897213055	0.0239363304410048	0.0247965653155138	0.0255661917274627	0.0139265016666347	0.0174322963274326	0.0147356619498646	0.0125788524785766	0.00217586260322116	0.00607996574862118	0.00625367384613467	0.023837242747886	0.0102085094569448	0.0276565263158355
OM4_C_1G_3	0.0127104066949059	0.00738248845474855	0.0103544583373704	0.00705139532150428	0.00945245376981387	0.00483146732189615	0.0151907281611823	0.0147437642755839	0.0142956022816925	0.0271460848684975	0.0239313836809684	0.0164685117874082	0.0150649291330439	0.0303255562653608	0.0234434702960925	0.00913515608869787	0.0134825280120102	0.0112464765394317	0.00740850432365226	0	0.0120742876003696	0.0142925196992106	0.0126393937489766	0.0092175775103585	0.00560143869790134	0.009797096233542	0.0229044439177521	0.0275326673146959	0.0163782511821555	0.0221590292251619	0.027557896192252	0.0213820586128375	0.0238337513084882	0.0338309967022809	0.0268977683232708	0.0225684427564852	0.0264993925437425	0.0232285206246435	0.0034649728528676	0.00953885428417063	0.00390773513313471	0.0140012745588566	0.0133973508648715	0.0123047246912379	0.0163836614358306	0.0101276752710672	0.00856779720197837	0.0177411465150143	0.0188824055459905	0.00999996951449074	0.00166147999777278	0.00951559293569916	0.0226138729813886	0.0225736927940754	0.0227893695664358	0.0229811970811156	0.0286321510601887	0.0073627931059012	0.010310880979596	0.018449821504262	0.0208355032863041	0.0211565640574635	0.0100232927431351	0.0162484498377926	0.0138289919774495	0.00987486930099814	0.00837261212943521	0.00373922509695923	0.00665167590800454	0.0179799650210327	0.00418035096026525	0.0232666470574153
OM4_C_1H_1	0.00632433826458941	0.015809520832371	0.0207221208369317	0.00739460304448392	0.0174680960377216	0.00862199760463488	0.00775891623173866	0.00595151020664667	0.00266164269009074	0.0157800465825432	0.0121195365274193	0.00866733703327324	0.00399207696051572	0.018448241531309	0.0138590439477639	0.00460430311245471	0.00409974095384366	0.000925399308781278	0.0172727387348949	0.0120742876003696	0	0.00634037612276329	0.00720127617303103	0.00285693404743997	0.00651317479651391	0.0203494169759117	0.0117957592623245	0.0159573431450331	0.00584998356818611	0.010401256815979	0.0159928750658576	0.010698543485532	0.0121110571946263	0.0219115448957912	0.0154367688343979	0.0104957811030603	0.0148359087027466	0.0120510741066885	0.0154907862833782	0.0184767303306996	0.0143355474627356	0.00285661721861442	0.00902291107958118	0.0014530477308708	0.0284129574097591	0.0216868543661742	0.00424544538653768	0.00807885519239707	0.0112881699883203	0.0118265694018071	0.013195849631615	0.0201130591828819	0.0114016249280238	0.0114545530984109	0.0109518278736655	0.0110347706332416	0.016956376711014	0.00836716113158627	0.00603429118622929	0.0066646268676093	0.00911098878332465	0.00916073768408227	0.00401158055731956	0.00975064765297858	0.00926606203038263	0.00620423524459912	0.0167708314853732	0.0112388788874237	0.0116923032379118	0.00671252975606922	0.00789860065635549	0.0112487121714774
OM4_C_1H_3	0.00176163547360782	0.0149092230574708	0.020164092652263	0.00737813384630228	0.0159610147335145	0.0095616247503859	0.00142144226182425	0.000913656217941177	0.00489909623524418	0.0134308889493938	0.0111940320593828	0.00249913336495651	0.00943646645966464	0.0173280200383929	0.00915969238945526	0.0102417780566382	0.00227325325242986	0.00610721818550514	0.0168768105885978	0.0142925196992106	0.00634037612276329	0	0.00243944612673952	0.00727519550561429	0.00928857254124221	0.0199726207341809	0.00917129567267063	0.0140626938255502	0.00337260666102612	0.00950256624916187	0.0140716409570246	0.00742689150932897	0.010892410092638	0.020829045561126	0.0133034120496806	0.0115333063595202	0.013229268549071	0.00953819948103137	0.0171869177325438	0.0173048956710865	0.0149462109218148	0.00415042854007115	0.00371019453776695	0.00776487483515139	0.0302176778807027	0.0221185067372511	0.00622038887136328	0.0035795469799036	0.00520451227086756	0.00886433858888998	0.01582188736447	0.0197982237256125	0.00901055465775396	0.00887696984536253	0.010259553236109	0.010803619737383	0.0152710428862214	0.00755680757529867	0.00406435207402458	0.0102621490634033	0.00831653570881978	0.00952138858509478	0.00459227541967547	0.0034144415451493	0.00372207161506154	0.00452323001570962	0.0156240698444646	0.0117890359987043	0.0106237991824498	0.0112098936762161	0.0106104166173931	0.0114220527333824
OM4_C_2A_2	0.000966820809177799	0.0125616940515923	0.0178135206019361	0.00558873750055498	0.0135480266901022	0.0078124195974935	0.00267843637983887	0.00331910907653939	0.00657617143287145	0.015742079866946	0.0136304122122918	0.00390649595586379	0.0108436590177635	0.0197305730613511	0.0109833998483216	0.0102426632879718	0.00382411855403483	0.00666976713751502	0.0145733566368598	0.0126393937489766	0.00720127617303103	0.00243944612673952	0	0.00716385719369631	0.00818507045955635	0.0176448215720981	0.0115163590720346	0.016421148193723	0.00577391394944999	0.0119419070528305	0.0164272314114491	0.00972751300349947	0.0133222675551442	0.0232206061758483	0.0156433601049032	0.0139046754614888	0.0156211112993923	0.0118892589758539	0.0152997163056165	0.0149103175734201	0.0128548473033013	0.00580305000142865	0.00182170300889337	0.00864565897223742	0.0282049029195777	0.0198925498110271	0.00547673519049962	0.00586691890588627	0.00624876248948234	0.00642496300505079	0.0142393707515938	0.0174795658639221	0.0113846912880979	0.011233761370167	0.01269874181753	0.0132375034781739	0.0176401383717099	0.00550085890372829	0.00244923274532395	0.0122238031196554	0.0107516685438909	0.0119164797273396	0.00404507173464254	0.0036809047418756	0.00208815901964096	0.00282486723564287	0.0132428526946076	0.00978828237497702	0.00833141108851364	0.0129813391384581	0.0093415405311723	0.0138459110738491
OM4_C_2A_3	0.00653164585252961	0.0133280711019954	0.0180866669555181	0.00522720315395982	0.01510265302882	0.00600387990026519	0.00863226263901488	0.00723600007379279	0.0052431754211822	0.0183955914785374	0.0148811562098172	0.00977278048563646	0.00627873812507319	0.0212427610083805	0.0158350930077973	0.00307918899234942	0.00544621126765237	0.00206466514541545	0.0146509431816287	0.0092175775103585	0.00285693404743997	0.00727519550561429	0.00716385719369631	0	0.00367336253354219	0.0176850349197596	0.0142921047573474	0.0186455655963601	0.0079647344579928	0.0131367464092428	0.0186776679047835	0.0130188073171915	0.0148394307662665	0.0247221268213199	0.0180836941143436	0.0133525121186042	0.0175514090099438	0.0145755286823263	0.0126382501426523	0.016004303398758	0.0115886751643173	0.0051348621358389	0.00886677276543269	0.00332395362994575	0.0255621405059234	0.0188983499955791	0.0022068459740489	0.00991094504632108	0.0124785384444353	0.0102197072489419	0.0103540300103856	0.017440310439998	0.0139332992354538	0.0139514187266651	0.0137200838089635	0.0138448622237194	0.0196814366581485	0.006334676864805	0.00517818084397192	0.00938238932517939	0.0118272149299917	0.0119876169564723	0.00313691216590949	0.0104443260802586	0.00920907306323852	0.00512984010991916	0.0143272443493829	0.00857518701158313	0.00942004866203484	0.00918761475788832	0.00504327762354749	0.0140859829749875
OM4_C_2B_2	0.00795314572017326	0.0100925413988225	0.0145914944455965	0.00348168106153915	0.0120099201085703	0.00285388807274683	0.0104112747948274	0.00957300436166671	0.00869711840468407	0.0216486318590785	0.0183440719310223	0.0116765605180607	0.00981491020090283	0.0247353684426756	0.0183811001549315	0.00465526271188397	0.00809925520959968	0.00566044963093654	0.0111940082880389	0.00560143869790134	0.00651317479651391	0.00928857254124221	0.00818507045955635	0.00367336253354219	0	0.0141566526100932	0.0174426685129145	0.0219915047472792	0.0109372244418121	0.0165757801174931	0.0220188762664895	0.016000945797412	0.0182585879412179	0.0282373499443204	0.021378698711069	0.0169934604157096	0.0209391967331058	0.0177540611997274	0.00898425995160779	0.0127423028956256	0.00798764313970741	0.00842605628322114	0.009461753376394	0.00691658981358104	0.0219830702200947	0.0152432375663553	0.00313839231838469	0.0125199869172887	0.0142871275132142	0.0085790566123902	0.00687145279294322	0.0139029480044425	0.0171281015229546	0.0171072689752404	0.0171977184396714	0.0173813971771838	0.0230734026652786	0.00453648423721663	0.00574062562392951	0.013037669239669	0.0152535673415138	0.015556696296835	0.00473619977937411	0.0118499892949936	0.00987913007610413	0.00541050468471589	0.0111313443603079	0.00514622280143239	0.00669438698221051	0.0127483336023972	0.00144183124321997	0.017668023582274
OM4_C_2B_3	0.0182136564479565	0.00509504746781753	0.00064826984876353	0.0132569046063644	0.0048150805632788	0.0117282859381169	0.0202603832673843	0.0207305990046638	0.0219482502524661	0.0333803625926076	0.0309736664104348	0.021361863020406	0.0239425741547823	0.0372493299466874	0.0282669023287357	0.0185249560654801	0.0201852460984234	0.0194299865560385	0.00313309295188285	0.009797096233542	0.0203494169759117	0.0199726207341809	0.0176448215720981	0.0176850349197596	0.0141566526100932	0	0.0291388659174583	0.0340309427293764	0.0229649776576901	0.029211915496639	0.0340399865452557	0.0273675890279873	0.0307390796751839	0.0407650408193199	0.0332692004148127	0.0304272704536952	0.0331787744287445	0.0295072955837676	0.00711741186281953	0.00332533969440279	0.00622174203689236	0.0214205912881529	0.0173618930746078	0.0210045478848792	0.0124978560388722	0.00320763343973785	0.0161686344439901	0.0235052389149076	0.0230185777485902	0.0117456992068476	0.0100398409515326	0.00028603801769375	0.0289791622673015	0.0288470047702766	0.0299330190581874	0.0303251004554869	0.0352360189114767	0.012633402518313	0.0161442875570959	0.0270102319433172	0.0279261783814209	0.0286977740131785	0.0170542285972897	0.0203903225666076	0.0177015876856869	0.0157054771908724	0.0045924401600702	0.00911736809372938	0.00935560020651442	0.0268656530355217	0.0130761108979489	0.0307884555890067
OM4_C_2C_1	0.0109325340403459	0.0240683071037281	0.0293216778405107	0.0163485607912547	0.025038294359004	0.0184225025070304	0.00899992339305785	0.00845245637325467	0.00914299321392008	0.00428275890579588	0.00331098446086467	0.00810669263340796	0.0117844698575544	0.00831596679938601	0.00451166654466564	0.0163620754341478	0.00943087753459102	0.0123082062194067	0.0260462416852998	0.0229044439177521	0.0117957592623245	0.00917129567267063	0.0115163590720346	0.0142921047573474	0.0174426685129145	0.0291388659174583	0	0.00490702135967404	0.00652759887086729	0.00293901893417456	0.00491186272716504	0.00185479051634919	0.00275813403805131	0.0117482220264993	0.00413242865749361	0.00628029707816886	0.00420105697710394	0.000382106344534176	0.0260385341538181	0.0264191250655448	0.0240202072617314	0.00915769664070435	0.012150391529547	0.0125212400070881	0.0391404987497522	0.03126369291931	0.0143526439837618	0.00565352205709843	0.00781704230904126	0.0178094977186938	0.0242954946240601	0.0289661654773897	0.000503099117499273	0.000341516815210925	0.00332444622062615	0.00416491154758935	0.0061345467782765	0.0166739133009123	0.013127545395163	0.00951401122473831	0.00341148822564651	0.00488185556858647	0.0128924587049231	0.00956877904568891	0.0119216094129757	0.0135849477529858	0.0247572422735147	0.0208186640569416	0.0197941189220971	0.0111612492491669	0.0188762591878232	0.00497959498248506
OM4_C_2C_2	0.0158218005186979	0.0289665252795735	0.0342197678760764	0.02114853013059	0.0299432794890146	0.0231728652772954	0.0139014421063832	0.0133184910150359	0.0134037013972606	0.00119716093631791	0.00402320886433427	0.012971929643076	0.0150125837546505	0.00358125896399057	0.00771879901348852	0.020354995237342	0.0141500569742333	0.0165981740558932	0.0309324558954521	0.0275326673146959	0.0159573431450331	0.0140626938255502	0.016421148193723	0.0186455655963601	0.0219915047472792	0.0340309427293764	0.00490702135967404	0	0.0112438351337146	0.00558595625071049	6.97253753967769e-05	0.00673144320675177	0.00388675413358541	0.0068742806011778	0.000875222149794899	0.00724365153205687	0.00121198709393039	0.00453242206252662	0.0307446907022641	0.0313242361080117	0.0288344433636053	0.0135766641805733	0.0170351335225182	0.0164189540974612	0.0438480559184881	0.0361155304886473	0.0189694871104812	0.0105603697389305	0.0123424736461879	0.0227093031428651	0.0288602529767072	0.033855570962004	0.00505662768743541	0.00518870223530008	0.00515825873945809	0.00542042281172688	0.00124595664171908	0.021524970672036	0.0179744359967545	0.0119630371531852	0.00684893602995124	0.00724682878037722	0.0175869538606725	0.0143609886255182	0.0167930008420985	0.018428744930679	0.0296612119062668	0.025620191413242	0.0246824692679644	0.0135297610606337	0.0234327643804843	0.00572280902289557
OM4_C_2C_3	0.00495026123888313	0.0179626176083071	0.0231994460873081	0.00991544691752048	0.0191465195970104	0.0119325692508667	0.00408162060201759	0.0024638127917678	0.00334200532349428	0.010782580508423	0.00801553255619119	0.00415359879124258	0.00756745433979176	0.0143105773153893	0.00801003341785494	0.0104145531578274	0.00291170198026437	0.00612664030773007	0.0198409560912686	0.0163782511821555	0.00584998356818611	0.00337260666102612	0.00577391394944999	0.0079647344579928	0.0109372244418121	0.0229649776576901	0.00652759887086729	0.0112438351337146	0	0.00626803381121226	0.0112628737409963	0.00508147789027801	0.0077784610296308	0.017837525044801	0.0105616138519373	0.00816268126436423	0.0102919810726113	0.00685431286932836	0.0195275053504731	0.0204419706883692	0.0176047878697572	0.00299435075065521	0.00704563027452429	0.00696277660216683	0.0326361098892447	0.0249221260231699	0.00783071720589861	0.0023630793666711	0.00618266627195649	0.0121728656980779	0.0177768994437045	0.0227743830241396	0.00624751891037495	0.00619736182867523	0.00700752439892825	0.0074921855759029	0.0123991387653955	0.0103559259527931	0.00682206087581921	0.00741834879024325	0.00502065029357138	0.00614975088436923	0.00636877574796104	0.00579963655302511	0.00700329534199343	0.00726420319308901	0.0187384060206232	0.0143848290624373	0.0136278260818604	0.00863376130771485	0.0123650633809396	0.00807750218143855
OM4_C_2D_1	0.011181324967808	0.0242255845986413	0.0294560885005882	0.016069665467668	0.0254071474832574	0.0179775900672973	0.00976945948886118	0.00864000805433307	0.00790335059195063	0.00559091680959992	0.00178304103219547	0.00919987202814032	0.00955245452095037	0.00817991810536719	0.00737250976378692	0.014770301229808	0.00904351266741293	0.0110769514620189	0.0260840852622527	0.0221590292251619	0.010401256815979	0.00950256624916187	0.0119419070528305	0.0131367464092428	0.0165757801174931	0.029211915496639	0.00293901893417456	0.00558595625071049	0.00626803381121226	0	0.00562650696664178	0.00386438347558841	0.00171062406743184	0.0117025710672052	0.00516117833911298	0.00338602037178932	0.00443872577558627	0.0028710687304538	0.0254461135797708	0.026708332103886	0.0237322421710492	0.0081599418463244	0.0129597542070925	0.010833661115396	0.038526258778066	0.0310930675807349	0.0136375303334788	0.00649172022029409	0.00969724541506984	0.0183663018044354	0.0234293597182787	0.0290171002951547	0.00246392926520099	0.00277034758074785	0.000764995542984885	0.00149781440518509	0.00655582533538808	0.0165862385109615	0.0130746366978719	0.00684654217407907	0.00132456906200544	0.00202279565305312	0.0123663005099409	0.0108541247053323	0.0128192845691306	0.0135098532948989	0.0250052515366506	0.0205066331799079	0.0198882836268046	0.00849092592432361	0.0180153139234535	0.00230963427280243
