	OM4_B_B_1	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_1	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_1	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1D_1	OM4_C_1D_2	OM4_C_1D_3	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1F_3	OM4_C_1G_1	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_2	OM4_C_1H_3	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2B_2	OM4_C_2B_3	OM4_C_2C_1	OM4_C_2C_2	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2D_3	OM4_C_2E_2	OM4_C_2E_3	OM4_C_2F_1	OM4_C_2F_2	OM4_C_2F_3	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_2	OM4_C_3A_3	OM4_C_3B_1	OM4_C_3B_2	OM4_C_3B_3	OM4_C_3C_1	OM4_C_3C_2	OM4_C_3C_3	OM4_C_3D_1	OM4_C_3D_2	OM4_C_3D_3	OM4_C_3E_2	OM4_C_3E_3	OM4_C_3F_2	OM4_C_3F_3	OM4_C_3G_1	OM4_C_3G_2	OM4_C_3G_3	OM4_C_3H_2	OM4_C_3H_3	OM4_H_4A_1	OM4_H_4A_2	OM4_H_4B_1	OM4_H_4B_2	OM4_H_4B_3	OM4_H_4E_2	OM4_H_4E_3	OM4_H_4F_2	OM4_H_4F_3
OM4_C_1D_2	0.0259889405473687	0.0173235094746767	0.0351601842115571	0.0183832881281367	0.0375117174975639	0.0137871962404673	0.0151206035971309	0.0104213332091906	0.0418569762164683	0.0519392487627879	0	0.0129427749340907	0.0456046344450462	0.0143394352234587	0.00618900738296798	0.00542249848455659	0.0205115725646156	0.0223930131850684	0.0335184228976422	0.0379904435650717	0.0407479072620297	0.0128795393597068	0.00348348295690797	0.014918171882394	0.0519389188810467	0.00240490646522943	0.0069687080572273	0.0190787119312388	0.0170901028204075	0.0130096852086708	0.0266087866042364	0.0576297405814061	0.0197314305048781	0.0301111331102623	0.0186987504828585	0.0177711342601008	0.0115988863912101	0.0186747360584622	0.0275887412633369	0.0403927884702074	0.031036958642153	0.0218641179072057	0.0100702304356595	0.0290333599920665	0.0024821485648088	0.0212333713852617	0.047419863012572	0.0272687635146817	0.0198025585738785	0.0407084555469148	0.0167557510695262	0.0633557542225197	0.00337434666476694	0.0233398347279726	0.00405791609070025	0.00672458309930189	0.0202084739757099	0.00903263318224146	0.00437586585005624	0.0158731683452169	0.0391009506894062	0.0189050210383633	0.00687496418123806	0.0158494187334046	0.0175233501770363	0.0147843411700011	0.0108602574610594	0.0130463373041188	0.0282801342337546	0.0198605463405255
OM4_C_1D_3	0.0132124089040922	0.0300468900946618	0.0222234725613988	0.0313213218760446	0.0504412479676487	0.0266325792034919	0.00440791100544036	0.0105141208999162	0.0289289368452065	0.0390193098769816	0.0129427749340907	0	0.0579175936800069	0.0272710506676989	0.0103636310042749	0.00885168909564952	0.00958886097535459	0.0352910175912844	0.0463205842003113	0.0508539933325176	0.0532489856799897	0.025758061049266	0.00975100080113049	0.00326469988488461	0.0391715423455352	0.0140852253017798	0.0198970924115987	0.00629927963720454	0.00425751685892351	0.00136268805321877	0.0136762034814775	0.0447445763604864	0.00685734531967307	0.0428398013050665	0.0316360568348217	0.0069748877261885	0.00227115880946644	0.00582140181521391	0.0402243943450498	0.0533085467098095	0.043961206038949	0.0347440811205663	0.0223091446953852	0.0174088753796457	0.0105998467105886	0.0084163078439474	0.0345373620927343	0.0145562409338937	0.00689872535331329	0.0279383354628877	0.00488790773027151	0.0505068414132289	0.0103850169185629	0.0104399930662889	0.0169950018506229	0.00623557859137147	0.0312871359328078	0.0206794990135336	0.0172559232358941	0.00440019187391342	0.0261638478718298	0.00601621138976423	0.00958041140030354	0.00491648094155566	0.00565096563230594	0.0018447863866396	0.00260309458173259	0.00634826279196942	0.0155788679913072	0.00741091119884963
OM4_C_1E_2	0.0710918940614161	0.0284542455037672	0.0795824113147998	0.0288468737709657	0.0157200973100588	0.0321478767230343	0.0606736416619593	0.049784298839823	0.0862665633801409	0.0962504851453256	0.0456046344450462	0.0579175936800069	0	0.0321873157681134	0.0478622737294725	0.0490965682506226	0.0660859672682968	0.0245613228715109	0.0140281489925273	0.0122577591072519	0.00538860526500548	0.033129554595892	0.0483089861937756	0.0589002706114219	0.0968928547784206	0.0439747429984324	0.0389438274933581	0.0642060090170393	0.061611189443518	0.0582952616914758	0.070994474539858	0.102129132704936	0.06415731687717	0.0163031848420967	0.0285402705379782	0.0633499903320234	0.0570042027273166	0.0637186343722816	0.0182975890414042	0.0136582117639335	0.0208485652369265	0.0248331622715333	0.0356853623661366	0.074591118526237	0.0475977072385658	0.0654336742366773	0.0920610362312713	0.072444178900925	0.0643077929664017	0.0857321905322474	0.0622149001578462	0.107966922907896	0.0488611357398011	0.0676607920422025	0.0419151939737259	0.0520587815678989	0.0274105112438748	0.0372608741680084	0.0412903326297581	0.0613717092503823	0.0833517949319087	0.0638893207313496	0.0518540925314558	0.0614026535286338	0.0629979293655887	0.0596600863803899	0.0562437464661357	0.0585305118872262	0.073464653981211	0.0652035723326465
OM4_C_1E_3	0.0403039708892191	0.00423092072864815	0.0494812773189796	0.00407641633832046	0.0231871815370887	0.00174394412261861	0.0292735717129051	0.0220287753725395	0.0561791088989026	0.0662559525373034	0.0143394352234587	0.0272710506676989	0.0321873157681134	0	0.0185906345730081	0.0190243037353356	0.0344367311079917	0.00810016606490497	0.0193529455285178	0.0237092853733953	0.027066945858322	0.0018846916327414	0.017593695144822	0.0290470507241783	0.0662140904397395	0.0134312332798103	0.00737570780203514	0.0334078176727991	0.0313738566831957	0.0273370598918592	0.0409139926533722	0.0719406391743272	0.0340150379587638	0.0161315904951077	0.00438332101929804	0.0317916948379418	0.0259054629618721	0.0330095080524942	0.0138935680996019	0.0260602043065264	0.0168335648797698	0.00762329136968786	0.00683718980020346	0.0429540483188996	0.0166893121379325	0.0354862055543804	0.061737555355156	0.041566726404064	0.0340990177523664	0.0549985679338186	0.0309970365297091	0.0776520559364469	0.0172771443014268	0.0376249986523665	0.0103158759533218	0.0210631192203431	0.0122040394777263	0.00900237596882434	0.0100288193748266	0.0300900197412916	0.0534135200084471	0.0332405051718934	0.0199060279102776	0.0299930208403071	0.0317468850649078	0.0291084234120531	0.0251779321755974	0.0267184889238205	0.042572602369096	0.0341410393603167
OM4_C_1F_1	0.0233687326060456	0.0206336027523148	0.0318075337966532	0.0226362923424536	0.0414966871824154	0.0175801996743666	0.0140124739582985	0.00423244243129685	0.0385255117731543	0.0485807283696083	0.00618900738296798	0.0103636310042749	0.0478622737294725	0.0185906345730081	0	0.0021289162208808	0.0196065858764027	0.0262199806395953	0.0368531828993332	0.0415232037356931	0.043343985416445	0.0168442014043237	0.00371375201609321	0.0110576877736607	0.0491406816375924	0.00547397187262525	0.0115940151894705	0.0165733654271643	0.0137812744984655	0.0110673205458154	0.0231833587252234	0.0544347865502793	0.0163177937904095	0.0332596325402301	0.0229289289925565	0.016829442674663	0.0101245603408896	0.0160385322943182	0.0305340654194274	0.0442111949481289	0.0353827528330802	0.0256083599098472	0.012641910921329	0.0277327319170916	0.00438349435581263	0.0176148823739915	0.0443015701113916	0.024754594482309	0.0164704436223742	0.0379648340743227	0.0151061182706961	0.0602727861459532	0.00692710353720897	0.0198404043255851	0.00937513792938134	0.0059755122185058	0.0209610613576493	0.0107424321641282	0.00904413545355401	0.0144220735464895	0.0356358008466723	0.0161733212909734	0.00989781321895968	0.0146986808596942	0.0158970838684837	0.011973181922448	0.00939823015791401	0.0134721679781312	0.0257753727940618	0.017771586684387
OM4_C_1F_2	0.022030954665959	0.021435353366864	0.0307622247196017	0.0230990436270144	0.0421288275812879	0.0181800834336972	0.0121873876633059	0.00562654064112154	0.0374886758548326	0.0475708992540172	0.00542249848455659	0.00885168909564952	0.0490965682506226	0.0190243037353356	0.0021289162208808	0	0.0177987389675666	0.0268711693839102	0.0377213498425978	0.0423300103177822	0.0444695043482323	0.0173712770757091	0.00214320468192801	0.0100777081876569	0.047933679741234	0.00559421184714354	0.0117676934123587	0.0151446576759622	0.012603302463929	0.0093830018737849	0.0221326102261724	0.0533718461190686	0.0152124051884342	0.0341821932044454	0.0234028266500707	0.0150047598202355	0.00830055944485014	0.0146459331834827	0.0315147234988105	0.0449140368846941	0.0358511187973635	0.0262878691834617	0.013557116091506	0.0260550205440164	0.00309221888380101	0.0166064554014562	0.0431971646186522	0.0233906334024163	0.0153339648108197	0.036719774913285	0.0134186020249528	0.0591760797754286	0.00519935084289628	0.0187993058737626	0.00918472556907694	0.0038766300699484	0.0224883996167988	0.0118467947492216	0.00910747324474983	0.012677645597794	0.0346439786181249	0.014814066170891	0.00787263185181693	0.0128919231448397	0.0142137891239781	0.010577770654787	0.00755027698780105	0.0114114819299528	0.0244135506941841	0.0162309332001036
OM4_C_1F_3	0.00794591444586176	0.0377596071490275	0.0173867402841781	0.0383182574581877	0.0572380862969396	0.0341388932605453	0.00561214283577892	0.0200988007941679	0.0234705081954927	0.0331853581822267	0.0205115725646156	0.00958886097535459	0.0660859672682968	0.0344367311079917	0.0196065858764027	0.0177987389675666	0	0.0425228375107623	0.0537709186651257	0.0580845982856861	0.0612048667699153	0.0331884296176563	0.0180334930963132	0.0110330499947137	0.0322860300397986	0.0222653783257734	0.0272667983645297	0.00556560281709838	0.00865483368531482	0.00860228616264139	0.0108917906646971	0.0384551726162596	0.00849246858037481	0.0504722089055772	0.0386409503151458	0.00279953698435698	0.00950136811099887	0.00609556052416929	0.0480267662610665	0.0602372468162454	0.0504905688372331	0.0420543023492864	0.0305160926789292	0.00853699812099486	0.0186240470667569	0.00934730903969832	0.0283633471118861	0.00861746244453961	0.00820699548739427	0.0212700157160016	0.00473037038933986	0.0439272120937691	0.0172703550100023	0.00948563866475896	0.0242697912448404	0.0142677122781263	0.0401673630847541	0.0291837153995707	0.0248356002175875	0.00522854941038339	0.0212256619508566	0.00632913317425957	0.0146076799397735	0.0049110846754412	0.00403492495203767	0.00860576476663696	0.0102491919597237	0.00776371785012244	0.00941293652562195	0.00403042854617399
OM4_C_1G_1	0.048368214279363	0.00579654494363158	0.0574825911536827	0.0043207262252607	0.0152848375304306	0.00869414164797115	0.0373687277919178	0.0293003711714371	0.0641879236621042	0.0742637190088922	0.0223930131850684	0.0352910175912844	0.0245613228715109	0.00810016606490497	0.0262199806395953	0.0268711693839102	0.0425228375107623	0	0.0112882557709896	0.015614032623828	0.0192998078024841	0.00953879963329765	0.0255692755176624	0.0369393319730833	0.0742813102857832	0.0213137394641555	0.0154277346906755	0.0414634867623856	0.0393467439537586	0.0353979759613327	0.0488947296638498	0.0799711135924064	0.0419832248381391	0.0082749340564812	0.00400475030215645	0.0398853686387905	0.033978240031975	0.0410542902757911	0.00657852095424899	0.0180560471012919	0.00948338949164128	0.000701972267699915	0.013694480584766	0.0510321523505184	0.0246956200920336	0.0434285945105759	0.069775937760264	0.0496395570586747	0.0420779274277589	0.0630676496393524	0.0390853715553585	0.0856945994424229	0.0253736939449279	0.0455893375452025	0.0183972421422674	0.0291093046048958	0.0125923957595974	0.0158038795564363	0.0180430553928845	0.0381811680107686	0.0614003672741092	0.0412785028520797	0.0279713103339977	0.0380884090384725	0.0398373653317434	0.0371211873002419	0.0332457598704607	0.0347963202802691	0.0506472127499043	0.0422217186482738
OM4_C_1G_2	0.0594621822740783	0.0162964017091341	0.0684366544114698	0.0155790745875589	0.00651313782763518	0.019735335536591	0.0485685028598475	0.0395253510048571	0.0751493280570328	0.0852158778276891	0.0335184228976422	0.0463205842003113	0.0140281489925273	0.0193529455285178	0.0368531828993332	0.0377213498425978	0.0537709186651257	0.0112882557709896	0	0.00480605669209382	0.00864308308967015	0.0206516993507591	0.0365769987376392	0.0477770047585422	0.0853809722962815	0.0322575059461109	0.0265884986908008	0.0525455795956192	0.0502900412263029	0.0465003518260955	0.0598261695733436	0.0909717171239782	0.0529112359707769	0.00370633432957641	0.0152577266295357	0.0511170396718214	0.0451079418419326	0.0521151597118546	0.00657775099338307	0.00803932448120556	0.00740805438217262	0.0117305999635246	0.0242219804436086	0.0622827998186973	0.0357466729476734	0.0543124547943279	0.0807973357696207	0.0607547903289983	0.053022592344893	0.0741697186587741	0.0502524791701473	0.0967258833581487	0.0365810293664919	0.0565013794028741	0.0295801115249759	0.0401996670979324	0.0189227271791096	0.026150851365344	0.0291463487621278	0.0493593602051395	0.0723225005089789	0.0523260466781527	0.0392456178179193	0.0492912464874441	0.0510125827392952	0.0481339496022019	0.0443660354648472	0.0460601983164452	0.0617670430738876	0.0533629045673201
OM4_C_1G_3	0.0639509824393897	0.0209119430416448	0.0730052492936601	0.0197869875902529	0.00365519757013074	0.0242360512987907	0.0529660443420158	0.0442698905240482	0.0797114402685192	0.0897772344933493	0.0379904435650717	0.0508539933325176	0.0122577591072519	0.0237092853733953	0.0415232037356931	0.0423300103177822	0.0580845982856861	0.015614032623828	0.00480605669209382	0	0.00749073573205333	0.0251203380865325	0.0411196329517358	0.052395260995726	0.0898457935227591	0.0368256015461968	0.031032701400543	0.0570456497727956	0.0548667378603802	0.0509879521828779	0.0644076628246004	0.0955021282024778	0.0574948040765527	0.00851199105702599	0.0194640298879129	0.0554665594027089	0.0495753867223375	0.0566292811126214	0.0113836278937998	0.00347302924764918	0.00902602588455316	0.0161323452094299	0.028888097140271	0.0665733879908205	0.0402661171899899	0.0589144442454559	0.0853224747662506	0.0652264762674764	0.0575987252129204	0.0786426144398606	0.0546844177349014	0.101231640070057	0.0409788405240251	0.061091747457633	0.0340061262854091	0.0446962235688978	0.0236767678364266	0.0308551318068661	0.0336314965073024	0.0537806111645496	0.0769047861842522	0.0568483637649746	0.0435133750711086	0.0536843817741631	0.0554357773882766	0.0526765335644325	0.0488409981378642	0.050347917925838	0.0662343339486625	0.0578170721669114
OM4_C_1H_2	0.0664399571591024	0.023476249477715	0.0751046588738337	0.0236076337710752	0.011131506288285	0.0271351594523184	0.0558500892318264	0.0455133296535127	0.0818079685892584	0.0918320007156093	0.0407479072620297	0.0532489856799897	0.00538860526500548	0.027066945858322	0.043343985416445	0.0444695043482323	0.0612048667699153	0.0192998078024841	0.00864308308967015	0.00749073573205333	0	0.02810590046509	0.0435689222177504	0.0543862853771657	0.0923122694325395	0.0392217290534936	0.0339829535757573	0.059531445971164	0.0570404773467812	0.0535647635012432	0.0664943726563704	0.0976744880787226	0.0596171250495887	0.0110257771902462	0.0232964696472429	0.0584907433367405	0.052238664131763	0.0590614550983989	0.0132168495719547	0.00976916780092721	0.0155998102504762	0.0196076868319981	0.0309575255245414	0.0697230010745774	0.042818799722432	0.0609373023024012	0.0875598055411122	0.0677748583225661	0.0597551916669308	0.0811228991052551	0.0574395533504924	0.103488665939849	0.0439565892898835	0.0631568378935439	0.0369721134444579	0.0472917977096851	0.0234238214858869	0.0326476226083316	0.0363998815430911	0.056578865022747	0.0789189108606832	0.0592454945814155	0.0468580187795051	0.0565784863973349	0.0582167541425484	0.055018512633521	0.0514821970526663	0.05358889639723	0.068794205617603	0.0604728252836816
OM4_C_1H_3	0.0388598080485698	0.00470219135602697	0.0479553082187292	0.00580138776471552	0.024769209881238	0.000991791369727265	0.0279335783568197	0.0202051694089371	0.0546641626664305	0.0647455447843514	0.0128795393597068	0.025758061049266	0.033129554595892	0.0018846916327414	0.0168442014043237	0.0173712770757091	0.0331884296176563	0.00953879963329765	0.0206516993507591	0.0251203380865325	0.02810590046509	0	0.0160324544800742	0.0274282188356234	0.0647988478246153	0.01179307464125	0.00593971753621571	0.0319457132116465	0.0298146559260867	0.0258835248371512	0.0393650857230878	0.0704622832338444	0.0324527716994342	0.017297486142193	0.00608886008980251	0.0305065177697457	0.0244764433732737	0.0315301227619793	0.0148915683270155	0.0275863659754709	0.0185435180873954	0.0089913949302871	0.00495580537855982	0.0417181783917236	0.0151600396327814	0.0339041755521323	0.0602627657518255	0.0401419374847139	0.0325460364341185	0.0535751388960237	0.029615066878604	0.0761977632363923	0.0159465055227984	0.036060877419832	0.00893641739398842	0.0195856860781583	0.0114432295239667	0.00711788015281607	0.00851437569009122	0.0287209490505446	0.0518753156694504	0.0317515280773765	0.018763600280629	0.0286579654158866	0.0303753563416978	0.0275875235463258	0.023738154301765	0.0255178625930757	0.0411528781978861	0.0327334952810264
OM4_C_2A_1	0.0229339956189147	0.0203000246703646	0.0319349419589107	0.0216626470223762	0.0407683616437146	0.0168940771176305	0.0124737850169212	0.00768498866817435	0.0386505953941978	0.048739822812267	0.00348348295690797	0.00975100080113049	0.0483089861937756	0.017593695144822	0.00371375201609321	0.00214320468192801	0.0180334930963132	0.0255692755176624	0.0365769987376392	0.0411196329517358	0.0435689222177504	0.0160324544800742	0	0.0114979631582249	0.0489002315645769	0.00435133110381857	0.0102366738678483	0.0160049846723603	0.0137880439453293	0.0100071276993926	0.0233398667633146	0.0544809132085812	0.0164289280281259	0.0330990934851364	0.0219734535678487	0.0152409710028836	0.00871232220979527	0.0155584558152368	0.030497565176486	0.0436082136951236	0.0343735433786225	0.0250129898289227	0.012635079527015	0.0264614487419318	0.00101258289931555	0.0178976474398025	0.0442801264709836	0.0242533345879391	0.0165185175913724	0.0376670975427832	0.0139332465674046	0.0602443608677425	0.00321368496355489	0.0200398892412837	0.00745956457313353	0.0037780657842379	0.0221620969699769	0.0111672050086758	0.00756827184118561	0.0131082581231551	0.0358558475766595	0.0157642565616071	0.00635307706183721	0.0132004860301452	0.014721481416071	0.011568930121724	0.00794881294717428	0.0110545828221791	0.025272707719145	0.016926971494305
OM4_C_2A_2	0.012545146656081	0.0315028508134938	0.020757670208585	0.0331210223420107	0.0521819419759502	0.0282491995500118	0.00688201131048563	0.00989634777426476	0.0274813776051918	0.0375513087622419	0.014918171882394	0.00326469988488461	0.0589002706114219	0.0290470507241783	0.0110576877736607	0.0100777081876569	0.0110330499947137	0.0369393319730833	0.0477770047585422	0.052395260995726	0.0543862853771657	0.0274282188356234	0.0114979631582249	0	0.0381149583464118	0.0156373256354145	0.0217196875917578	0.0062568651571724	0.00292453556376384	0.00448359332546041	0.0121279913634997	0.043393571775388	0.00528377175663767	0.0442216877347533	0.0334285142198327	0.00885534025998996	0.00552017020123913	0.00563760942538964	0.0415293919422905	0.0549778148506829	0.0458493966986776	0.0363594705821229	0.0235846385901087	0.0178550733096925	0.0124561355454046	0.00656278176177463	0.0332514554090836	0.0139616725868831	0.00546011497183495	0.0269651561342131	0.00647597219259937	0.0492308818915435	0.0128209981325031	0.00878428513335656	0.0189491993148397	0.00852894078777856	0.0318711835695376	0.0217699355298589	0.0190472721497456	0.00643896832710793	0.0246061486685323	0.00564402549704194	0.0125752197550064	0.00714764703997357	0.00704229469056369	0.00266752605033422	0.00572976127279269	0.00950138930245775	0.0149667851821427	0.00781073245132511
OM4_C_2A_3	0.0259819874066501	0.0691640204890175	0.0176232810608921	0.0701977253776984	0.0892293819995241	0.0656995403261512	0.0370298682834971	0.0476026784126541	0.0112973675048646	0.00527286549319271	0.0519389188810467	0.0391715423455352	0.0968928547784206	0.0662140904397395	0.0491406816375924	0.047933679741234	0.0322860300397986	0.0742813102857832	0.0853809722962815	0.0898457935227591	0.0923122694325395	0.0647988478246153	0.0489002315645769	0.0381149583464118	0	0.0532395175080494	0.0588868000914658	0.0329090899330902	0.0353798623637075	0.0389507192457357	0.0260638154285414	0.00675190936908407	0.0328398679719115	0.0819369959335761	0.0705173432908193	0.034691526575806	0.0403520935520116	0.0333561925794738	0.0793383175514062	0.0921672875497351	0.0825791033531248	0.0737628156970413	0.0614472961423158	0.024272468226097	0.0497082225402992	0.0316140142907438	0.00548101007897048	0.024686217891004	0.0326830409563693	0.0112442375142165	0.0352575054652331	0.0116790455950401	0.0489785456729221	0.0293801543552703	0.0559190923294387	0.0452516652607863	0.0699151752629641	0.0597574875393999	0.0563023411604189	0.0361745685131688	0.0142790446876786	0.0331607605498713	0.0467496959923132	0.0363242537086597	0.0345186720766227	0.0373858083917686	0.0410894770741279	0.039977530249744	0.0236752266376334	0.0321058714577822
OM4_C_2B_1	0.0272798175127026	0.0159691491769592	0.0362235023003502	0.0175067065111206	0.0365575652130955	0.0126217832863422	0.0167537946978689	0.00951718950387958	0.0429441489297589	0.0530309895069028	0.00240490646522943	0.0140852253017798	0.0439747429984324	0.0134312332798103	0.00547397187262525	0.00559421184714354	0.0222653783257734	0.0213137394641555	0.0322575059461109	0.0368256015461968	0.0392217290534936	0.01179307464125	0.00435133110381857	0.0156373256354145	0.0532395175080494	0	0.00620469609866501	0.0203520863956175	0.0180572242251666	0.0143568224729479	0.0276112903073097	0.0587909856670398	0.0206897229939697	0.0287628903279379	0.0178111432983684	0.0194870763793596	0.0130446487205529	0.0198999686167237	0.0261508220812671	0.0393630628397609	0.0302595418770049	0.0207417576173128	0.00829592633618744	0.0307373613023711	0.00364379104571063	0.0221249899232731	0.0485979913339011	0.0286020581651348	0.0207925378618679	0.0420095266394961	0.0182634043136493	0.064564148408557	0.00557946386891018	0.0242942113356415	0.00392951224586784	0.00809276720498832	0.0180915960724301	0.00695209543736375	0.00358741680499886	0.0174241219853365	0.0401296495639392	0.0201006246732503	0.00917232078947297	0.0174832144920755	0.0190484664612917	0.0158909818487614	0.0122835652957976	0.0150155240328916	0.0296216154024433	0.02127503787225
OM4_C_2B_2	0.0329514769506776	0.0105112908811478	0.0421122756719068	0.0114338569346317	0.0305593080759131	0.00687747420105946	0.0219955384701286	0.015399784096062	0.0488124906721069	0.0588934831741429	0.0069687080572273	0.0198970924115987	0.0389438274933581	0.00737570780203514	0.0115940151894705	0.0117676934123587	0.0272667983645297	0.0154277346906755	0.0265884986908008	0.031032701400543	0.0339829535757573	0.00593971753621571	0.0102366738678483	0.0217196875917578	0.0588868000914658	0.00620469609866501	0	0.0260454553788506	0.0240076168124693	0.0199758849565186	0.0335455184820639	0.0645869056304971	0.0266497067923134	0.023228595926474	0.0117468298314355	0.0245749278919194	0.0185556290037096	0.0256415876976608	0.0207786663668174	0.0334304075051705	0.0241419671219725	0.0149056349622433	0.00468288878601878	0.0357995917869289	0.00931887433297609	0.0281292639020388	0.0543806305110829	0.034224849885577	0.026730825904412	0.0476620840895715	0.0236813320666366	0.0703095295836852	0.0100104195928345	0.0302603416726903	0.00299936015332523	0.0136916701151179	0.0150540066353775	0.00529101150267386	0.00267313441259439	0.0227848548023186	0.0460463846119202	0.0258704547909861	0.0129309541555433	0.0227200931485013	0.024440034889971	0.0217348843523128	0.0178221090113079	0.019623094665514	0.0352340450703602	0.0268074714136675
OM4_C_2B_3	0.00693034989262325	0.0362929038388782	0.0162111309239284	0.0374328548400353	0.0565436766125842	0.0328374024091397	0.00504348600806491	0.0160598329600648	0.0228520147721582	0.0329186293664992	0.0190787119312388	0.00629927963720454	0.0642060090170393	0.0334078176727991	0.0165733654271643	0.0151446576759622	0.00556560281709838	0.0414634867623856	0.0525455795956192	0.0570456497727956	0.059531445971164	0.0319457132116465	0.0160049846723603	0.0062568651571724	0.0329090899330902	0.0203520863956175	0.0260454553788506	0	0.00343344240752155	0.00607392792249872	0.00797204864058507	0.0385747670781922	0.00299534049281188	0.0490883937488742	0.0377504097833376	0.00464854071570181	0.00753189121878589	0.000626506170329458	0.0464915814416116	0.0594430302514588	0.0499882049911328	0.0409308220657043	0.0285978685119202	0.0116012586633595	0.0168137024389739	0.0041709222377576	0.0283559833628697	0.00825937884073457	0.00273563126980594	0.0216691453917914	0.00313109316331656	0.0443015182727975	0.0162576797019441	0.00523418199092137	0.0230986726456392	0.012363550385884	0.0375264925498785	0.0269769443503854	0.0234341758363369	0.00401443282942965	0.0201811181429464	0.000768893273418465	0.0146139099529608	0.00458204875063288	0.00283325584823355	0.00460064182792785	0.00824064689331164	0.00873275835320744	0.00928158817979247	0.00166125667337865
OM4_C_2C_1	0.00965627294758025	0.0340059829422655	0.0181743347531922	0.0354370010869521	0.0545417058368561	0.0306661551731887	0.00577606273552859	0.0128198918693855	0.0249010102125944	0.0349922583652056	0.0170901028204075	0.00425751685892351	0.061611189443518	0.0313738566831957	0.0137812744984655	0.012603302463929	0.00865483368531482	0.0393467439537586	0.0502900412263029	0.0548667378603802	0.0570404773467812	0.0298146559260867	0.0137880439453293	0.00292453556376384	0.0353798623637075	0.0180572242251666	0.0240076168124693	0.00343344240752155	0	0.00479879708055524	0.00955698110785011	0.040782018417478	0.00264290277479271	0.046768849306915	0.0357491734068585	0.00692403681397521	0.00626227245767311	0.00280709671996344	0.0441098785854143	0.057379911669386	0.0481146595508906	0.0387846420298139	0.0261584107878144	0.0149821970352199	0.0146901806892369	0.00416602686216863	0.0306019816934668	0.0110666544630633	0.00273602590502646	0.0241898396820651	0.00461112931281344	0.046589484232915	0.0146344353706291	0.0062546627823428	0.0211473354802903	0.0104379325387235	0.0346841826733125	0.0244137432231081	0.0213479428470016	0.00497756018240722	0.0220800288844713	0.00275963565219459	0.0137198706401869	0.00574234187250508	0.004930142010447	0.00247708183147351	0.00677898387075253	0.00916567944103902	0.0120776301312443	0.00506217726005439
OM4_C_2C_2	0.0129821348170374	0.0302604803024106	0.0222420158951895	0.0313621111115143	0.0504780351558603	0.026780984188977	0.00318107828398283	0.0116088146403581	0.0289082004619681	0.0389815950206427	0.0130096852086708	0.00136268805321877	0.0582952616914758	0.0273370598918592	0.0110673205458154	0.0093830018737849	0.00860228616264139	0.0353979759613327	0.0465003518260955	0.0509879521828779	0.0535647635012432	0.0258835248371512	0.0100071276993926	0.00448359332546041	0.0389507192457357	0.0143568224729479	0.0199758849565186	0.00607392792249872	0.00479879708055524	0	0.0138155885480467	0.0446440624615669	0.00722368925652183	0.0430593448663193	0.0316796907603457	0.00588997915416073	0.00151364164136335	0.00569944264558853	0.0404834945846439	0.0533777471852881	0.0439307233678292	0.0348684606553658	0.0226383055511704	0.0166842754386575	0.0107765740434386	0.00882054508993613	0.0344272051567399	0.0142739118302336	0.00720804181448136	0.0277127373702539	0.00404350841211484	0.0503652402388441	0.0102109061437149	0.010693580935689	0.0170258863539974	0.00630665525721642	0.031867617618043	0.0210997651955014	0.0173717376481257	0.00337652594388445	0.026204278176414	0.00595609258835712	0.00894562285314477	0.00376922302963108	0.00483736954674875	0.00236369289935433	0.00217317282568925	0.00503009380409099	0.0152897144757926	0.00692127620286941
OM4_C_2D_1	0.00369963293876101	0.043549114112241	0.00863521845624502	0.044971390121412	0.0640744788148619	0.04021792412054	0.0129626428283583	0.0215685786250269	0.0153642374933927	0.0254502813727654	0.0266087866042364	0.0136762034814775	0.070994474539858	0.0409139926533722	0.0231833587252234	0.0221326102261724	0.0108917906646971	0.0488947296638498	0.0598261695733436	0.0644076628246004	0.0664943726563704	0.0393650857230878	0.0233398667633146	0.0121279913634997	0.0260638154285414	0.0276112903073097	0.0335455184820639	0.00797204864058507	0.00955698110785011	0.0138155885480467	0	0.0312748830102226	0.00692488860787822	0.0562959253986384	0.0452845507669692	0.0117638006272673	0.0153228540314029	0.00818887221481092	0.0536231123296102	0.0669183526963433	0.0576213508541485	0.0483337099958201	0.0356776811684911	0.0104999780193002	0.0242318635527552	0.00557259883688291	0.0211307785268127	0.0044140033565709	0.00682289775554139	0.0150342734986439	0.0110143937303402	0.0371137716341684	0.0240015824846276	0.00334388179909463	0.030663360817408	0.0199110346800767	0.0438946040421419	0.0338895702738807	0.03089172619201	0.0119417624357291	0.0125244301476919	0.00789448281518008	0.0225673910798068	0.012421028846878	0.0105151512988851	0.0118316972725878	0.0159753936850877	0.0165950935530346	0.00488970503377123	0.00805284671299951
