	OM4_B_B_1	OM4_B_B_3	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1D_1	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1G_1	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_1	OM4_C_1H_2	OM4_C_1H_3	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2E_2	OM4_C_2F_1	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3B_1	OM4_C_3B_2	OM4_C_3B_3	OM4_C_3C_1	OM4_C_3C_2	OM4_C_3D_2	OM4_C_3E_1	OM4_C_3F_1	OM4_C_3F_2	OM4_C_3F_3	OM4_C_3H_1	OM4_C_3H_2	OM4_H_4A_1	OM4_H_4A_2	OM4_H_4A_3	OM4_H_4B_1	OM4_H_4B_2	OM4_H_4E_1	OM4_H_4E_2	OM4_H_4F_1	OM4_H_4F_2	OM4_H_4F_3
OM4_C_2C_3	0.00206429173226979	0.00579705620214296	0.0132752032116385	0.00724341295285486	0.0145636447167399	0.00497520878517635	0.0101269362625408	0.0346194095924716	0.0335160141420366	0.00434012020673764	0.010898077086251	0.0027312235479712	0.0166658085985874	0.0211919768031793	0.00801913580362244	0.0119769884646502	0.0163126180008647	0.0016482348275141	0.010385877727732	0.00452219422457142	0	0.0122314027930424	0.0150175799849159	0.00595872757963601	0.00507499053131563	0.00721899290821208	0.00980633553221833	0.00120594354557983	0.00637753659064919	0.0133361603342126	0.0062867709661446	0.0232449844271299	0.0229147992086753	0.0115810640037799	0.00396604069021896	0.00422173279797793	0.00417047958390369	0.00622847715706148	0.00705387636147829	0.0023538330223089	0.0176096388369801	0.0163881083792605	0.00675253025830317	0.0209446528316936	0.0151644290123191	0.0309396888308845	0.0413665628811322	0.0062524165419034	0.0059016124095683	0.000277580074192082
OM4_C_2D_1	0.014295569141174	0.0180280147671909	0.0255051654603308	0.0194742160546662	0.0267933870391299	0.0172062477411277	0.0223573761635782	0.0468438889199966	0.0457408733088021	0.0165712173426958	0.0231284078243433	0.00950028943822217	0.0288951615834963	0.0334203628655729	0.0202498481750047	0.0242071579433531	0.00408149766045452	0.0138795404252623	0.00184560641577726	0.0167532750322486	0.0122314027930424	0	0.0272472414391445	0.0181896696527236	0.0173060200339136	0.0194497987829088	0.00242516819669488	0.0110255157217062	0.0186084349051035	0.0255661124981797	0.018517678891069	0.035472873886645	0.0351427709836416	0.0238112938149355	0.00826550130210312	0.0164528403993188	0.0164015916789403	0.00600308437358043	0.0192847008515904	0.00987766851368744	0.0298388046985953	0.0286175149668682	0.0189833881230212	0.0331730962733126	0.0273940639277941	0.0187107404076429	0.0291402701496097	0.0184833280860109	0.0181325603343879	0.0125089681170013
OM4_C_2D_2	0.0129534282770705	0.00922080388224224	0.00174249816012501	0.00777446219730822	0.000453969971262081	0.0100426329759523	0.00489090347266418	0.0196054085989909	0.0185017031070061	0.0106777025517329	0.00411973838914035	0.0177485498914133	0.00164837287234003	0.00617508467322321	0.00699873839431809	0.00304078258424688	0.0313275292855127	0.013369460542553	0.0254020788884523	0.0104956344134259	0.0150175799849159	0.0272472414391445	0	0.00905913527671908	0.00994285383164939	0.00779888216951239	0.0248226432241789	0.0162234211357799	0.00864033217322495	0.00168153733023439	0.00873109667336467	0.00822841027673369	0.00789817090528393	0.00343672476895214	0.0189832268151925	0.0107960859513912	0.0108473373843552	0.0212453651385749	0.00796399806242849	0.0173711990475011	0.00259229861487591	0.00137064634197236	0.00826534223579337	0.00592772540622504	0.000146860718387621	0.0459498564294207	0.0563719944613721	0.00876545064954249	0.00911624949877403	0.0147400213298611
OM4_C_2E_2	0.00389445252670778	0.000161673323086795	0.00731667752466162	0.00128470469573993	0.00860517769025689	0.000983528951284681	0.00416829637550476	0.0286627536148237	0.0275592144315073	0.00161862195299223	0.00493946135077818	0.00868990191994553	0.010707452167288	0.015233921266943	0.00206044253710165	0.00601841067922228	0.0222705936182089	0.00431050749164999	0.0163442537157499	0.00143654683833721	0.00595872757963601	0.0181896696527236	0.00905913527671908	0	0.000883746357897182	0.00126028421978084	0.0157647428876067	0.00716465320775635	0.000418814556423457	0.00737763726634103	0.000328047668276741	0.0172870936917658	0.0169568807739178	0.00562247172830046	0.00992468667534655	0.00173701000111998	0.0017882634739241	0.0121870474338778	0.00109516482210716	0.00831252003319142	0.0116513380711726	0.0104297362791558	0.000793813808002115	0.0149865786360879	0.0092059917084153	0.036896056557988	0.0473212461619833	0.000293692774524587	5.71158691533673e-05	0.00568115077635978
OM4_C_2F_1	0.00301070977965288	0.00072207307061855	0.00820040536870513	0.00216845019489971	0.00948889884640465	9.97826236529108e-05	0.00505203623930427	0.0295462374399056	0.0284427178571693	0.000734875961632259	0.00582319883720641	0.00780617643624877	0.0115911602032463	0.0161175917410006	0.00294418702491532	0.00690214422244323	0.0213869935602491	0.00342676568228511	0.0154605850317801	0.000552800725201033	0.00507499053131563	0.0173060200339136	0.00994285383164939	0.000883746357897182	0	0.00214402974478934	0.0148810686468889	0.00628092070073788	0.00130256074613524	0.00826136481713699	0.00121179390353216	0.0181707429266241	0.0178405336019038	0.00650620680216604	0.00904096792371913	0.000853264099809846	0.00090451761442698	0.0113033434440017	0.00197891051194728	0.00742879267875657	0.0125350393247539	0.0113134462054115	0.00167755975535681	0.0158702514916509	0.0100897093945175	0.0360127177379952	0.0464381733325278	0.00117743902578798	0.000826630502587135	0.00479741280931332
OM4_C_2G_1	0.00515472792731335	0.0014219574418653	0.00605641281210966	2.4420487198254e-05	0.00734492130118825	0.00224381220102052	0.00290801748852466	0.027402816807634	0.0262992507086446	0.00287890412489599	0.00367918512743666	0.00995014818340566	0.00944721250819384	0.0139737309113295	0.000800159042352214	0.00475813906244397	0.0235306482326927	0.00557078116289522	0.0176044117708852	0.00269682935547947	0.00721899290821208	0.0194497987829088	0.00779888216951239	0.00126028421978084	0.00214402974478934	0	0.0170249094125067	0.00842491092393083	0.000841469818422122	0.00611737291452852	0.000932236686007209	0.0160269316921893	0.0156967139610604	0.00436219830185175	0.0111849221752311	0.00299729193282714	0.00304854529786622	0.013447259751668	0.000165119476980489	0.00957276931998348	0.0103911071952161	0.00916949418594612	0.000466470574706789	0.0137263851171389	0.0079457397018913	0.038155724903039	0.0485805254422811	0.000966591570059691	0.00131740005655141	0.00694141767673561
OM4_C_2G_2	0.0118705437701834	0.0156030833991392	0.0230804932596853	0.0170493274353649	0.0243687690531161	0.0147812936569431	0.0199325833229799	0.0444204791059623	0.0433173791527685	0.0141462464857024	0.0207036429815972	0.0070751777936377	0.0264706380957547	0.0309960683182369	0.017824983939591	0.0217824339621674	0.00650664352992603	0.0114545060331305	0.00057956268043999	0.0143283089142352	0.00980633553221833	0.00242516819669488	0.0248226432241789	0.0157647428876067	0.0148810686468889	0.0170249094125067	0	0.00860042731376188	0.0161835202692056	0.0231414427990546	0.0160927616013379	0.0330486946724738	0.0327185727359756	0.0213865546099935	0.00584037371675663	0.0140278664909954	0.0139766164569535	0.00357793424367079	0.0168598064290561	0.00745256225344699	0.0274143260784208	0.0261929785658434	0.0165584845988649	0.0307487883162256	0.0249694721836184	0.0211355762159584	0.031564665142195	0.016058409795445	0.0157076319381085	0.0100839060708393
OM4_C_2G_3	0.00327023244617221	0.0070029827101474	0.0144810659866595	0.00844933080786574	0.0157694917483133	0.00618113942611045	0.0113328316119544	0.035824829950713	0.0347214668907605	0.00554605365249353	0.012103965229844	0.00152528174877914	0.0178716269322276	0.0223977206499449	0.00922504829258835	0.0131828656850138	0.0151067776141014	0.00285417639989103	0.00917997411589691	0.00572812690085834	0.00120594354557983	0.0110255157217062	0.0162234211357799	0.00716465320775635	0.00628092070073788	0.00842491092393083	0.00860042731376188	0	0.00758345983725463	0.0145420223960022	0.00749269474142045	0.0244506887599737	0.0241205101381155	0.0127869453466289	0.00276010173287794	0.00542766672911889	0.00537641372149773	0.00502254672004886	0.00825979545061977	0.00114789060951659	0.0188154430700049	0.0175939307181699	0.00795845124735233	0.0221504011971699	0.0163702682234827	0.0297341300024629	0.040161313809042	0.0074583405154627	0.00710753835104831	0.00148352344708467
OM4_C_3B_1	0.00431326463106882	0.000580487865770798	0.00689787035034218	0.00086589030194548	0.00818637344034621	0.00140234330621319	0.00374948410377555	0.0282440580293026	0.0271405097662511	0.00203743602776701	0.00452065005901784	0.00910870493095879	0.0102886537354009	0.0148151397755494	0.00164162847500403	0.0055996010509375	0.0226893346084184	0.00472931907247023	0.0167630283538493	0.00185536100547028	0.00637753659064919	0.0186084349051035	0.00864033217322495	0.000418814556423457	0.00130256074613524	0.000841469818422122	0.0161835202692056	0.00758345983725463	0	0.00695883021940634	9.07668923076763e-05	0.0168683218757109	0.0165381073177784	0.0052036614499481	0.0103434862611688	0.0021558240106746	0.00220707745396791	0.0126058395938438	0.000676350373957852	0.00873132400253681	0.0112325426740561	0.0100109370042417	0.000374999295064232	0.0145677960630849	0.00878718898874599	0.0373146709744699	0.0477397325563095	0.000125121787469771	0.000475930422223085	0.00609996027558842
OM4_C_3B_2	0.0112719767763863	0.00753930744914224	6.09608925350152e-05	0.00609295274284677	0.00122756768743849	0.00836114503466417	0.00320937538550839	0.0212866986374829	0.0201830192363241	0.00899622171466402	0.00243820697487031	0.016067180032004	0.00332990696546047	0.00785659335954343	0.00531722296728409	0.00135924768891358	0.029646536075868	0.0116880150603076	0.0237208949247311	0.00881415149133694	0.0133361603342126	0.0255661124981797	0.00168153733023439	0.00737763726634103	0.00826136481713699	0.00611737291452852	0.0231414427990546	0.0145420223960022	0.00695883021940634	0	0.00704959555670809	0.00990989943793424	0.00957966354425399	0.00175519099195972	0.0173018823249323	0.00911460649086422	0.00916585852486224	0.0195640717426017	0.00628249017463139	0.0156898217895775	0.00427382940971615	0.00305218120512456	0.00658383692564181	0.00760923610730865	0.00182839789045452	0.0442695083827346	0.0546922576053278	0.00708394985228059	0.00743475204211465	0.0130585971065014
OM4_C_3B_3	0.00422249831478978	0.000489720982293179	0.00698863571462754	0.000956657168132589	0.00827713818423215	0.00131157647185491	0.0038402505400886	0.0283347994310097	0.0272312531243298	0.00194666926085172	0.00461141629095804	0.00901794063516969	0.0103794172402058	0.0149058996559264	0.00173239527742871	0.00569036693355345	0.022598583894866	0.00463855287391983	0.0166722702865807	0.00176459421664545	0.0062867709661446	0.018517678891069	0.00873109667336467	0.000328047668276741	0.00121179390353216	0.000932236686007209	0.0160927616013379	0.00749269474142045	9.07668923076763e-05	0.00704959555670809	0	0.0169590796805037	0.0166288654745961	0.00529442746935116	0.0102527227205218	0.00206505725901573	0.00211631070927585	0.0125150776860389	0.000767117250010369	0.00864055949513651	0.0113233055309505	0.0101017006888661	0.000465766182090205	0.0146585561753039	0.00887795340723104	0.0372239478436543	0.0476490372782567	3.43548947701532e-05	0.000385163535455705	0.00600919454242445
OM4_C_3C_1	0.021181047633295	0.0174487499504322	0.00997085821534642	0.0160025133953889	0.00868236885091516	0.0182705139628381	0.0131191284248805	0.0113776470176423	0.010273845428436	0.0189055305953955	0.0123480017093278	0.0259756325770405	0.00658006878458261	0.00205336233266968	0.0152268410312469	0.011269093842716	0.0395523811953903	0.0215970385432182	0.0336280332429642	0.01872347787169	0.0232449844271299	0.035472873886645	0.00822841027673369	0.0172870936917658	0.0181707429266241	0.0160269316921893	0.0330486946724738	0.0244506887599737	0.0168683218757109	0.00990989943793424	0.0169590796805037	0	0.000330246930524759	0.0116650192139368	0.027210150059335	0.0190239038703789	0.0190751508951765	0.0294719737048431	0.0161920361671344	0.0255983287272995	0.00563615394301415	0.00685779112718508	0.0164933590988283	0.00230072437308651	0.0080815529906041	0.0541711356734934	0.0645899882647661	0.0169934311101941	0.0173442035690486	0.022967456088327
OM4_C_3C_2	0.0208508518964461	0.0171185376764921	0.00964062246002773	0.0156722955745929	0.00835213035387743	0.0179403050550934	0.0127889009832042	0.0117078783614894	0.0106040796159655	0.0185753243952519	0.0120177720196451	0.0256454627753961	0.00624982663950282	0.00172311581427141	0.0148966204338911	0.0109388612381961	0.0392223133462324	0.0212668448477323	0.03329791573327	0.0183932708858246	0.0229147992086753	0.0351427709836416	0.00789817090528393	0.0169568807739178	0.0178405336019038	0.0156967139610604	0.0327185727359756	0.0241205101381155	0.0165381073177784	0.00957966354425399	0.0166288654745961	0.000330246930524759	0	0.0113347876478472	0.0268799877880528	0.0186936981851968	0.0187449454339386	0.0291418261348119	0.0158618190458147	0.0252681566937634	0.00530591049327929	0.00652754940530312	0.0161631431066343	0.00197047797065046	0.00775131334649881	0.0538412245224278	0.0642602184057351	0.0166632170380201	0.0170139908779923	0.0226372693986534
OM4_C_3D_2	0.00951685155958273	0.00578414321595322	0.00169423016288985	0.00433777797353704	0.00298275642826711	0.00660598792914256	0.0014541872599784	0.0230415865578924	0.0219379367177714	0.00724107068301824	0.000683017005873716	0.0143121299087439	0.005085087542284	0.00961173785302233	0.00356204360269487	0.000395943633875938	0.0278918504773334	0.00993289524698967	0.0219660226967754	0.00705899866792792	0.0115810640037799	0.0238112938149355	0.00343672476895214	0.00562247172830046	0.00650620680216604	0.00436219830185175	0.0213865546099935	0.0127869453466289	0.0052036614499481	0.00175519099195972	0.00529442746935116	0.0116650192139368	0.0113347876478472	0	0.0155468560763799	0.00735945664603405	0.00741070919913225	0.017809094053689	0.0045273166401774	0.0139347647401968	0.00602900454936878	0.00480736317259214	0.00482866544505938	0.00936438322634479	0.00358358485360388	0.0425154655037097	0.0529388309124835	0.00532878202572636	0.00567958696139405	0.0113034965891466
OM4_C_3E_1	0.00603031525610544	0.00976301880647969	0.0172409277797013	0.0112093415984784	0.0185293126120588	0.00894118810777661	0.0140927799275843	0.0385835982211042	0.037480313467534	0.00830611116959332	0.0148638941212935	0.00123482179035858	0.0206313741268289	0.0251572801767542	0.0119850438515101	0.015942765474316	0.012346854527163	0.0056142627575258	0.0064199288580539	0.00848818196425745	0.00396604069021896	0.00826550130210312	0.0189832268151925	0.00992468667534655	0.00904096792371913	0.0111849221752311	0.00584037371675663	0.00276010173287794	0.0103434862611688	0.0173018823249323	0.0102527227205218	0.027210150059335	0.0268799877880528	0.0155468560763799	0	0.00818772580743713	0.00813647346736229	0.00226245588063592	0.0110198097867094	0.00161221289822226	0.0215751544068509	0.0203536881347355	0.0107184710780069	0.0249099720048765	0.0191300689054325	0.0269747958068101	0.037402649113894	0.0102183690790581	0.00986757275306375	0.00424361914035903
OM4_C_3F_1	0.00215744761055583	0.00157533683219088	0.0090536473570552	0.00302171234538953	0.0103421337120733	0.000753481498581521	0.00590529145906973	0.0303992328180777	0.0292957327277333	0.000118388164272587	0.00667645136323749	0.00695292845785147	0.0124443813156978	0.0169707742506721	0.00379744779813609	0.00775539238396109	0.0205338596722696	0.00257350420360572	0.0146073879418736	0.000300463424092143	0.00422173279797793	0.0164528403993188	0.0107960859513912	0.00173701000111998	0.000853264099809846	0.00299729193282714	0.0140278664909954	0.00542766672911889	0.0021558240106746	0.00911460649086422	0.00206505725901573	0.0190239038703789	0.0186936981851968	0.00735945664603405	0.00818772580743713	0	5.12535286835904e-05	0.0104501144120138	0.0028321729444822	0.00657554308906317	0.0133882534014385	0.0121666692863597	0.00253082259225661	0.016723436428318	0.0109429405995534	0.0351598285503073	0.0455855356168819	0.00203070241447104	0.00167989418942297	0.00394415433230246
OM4_C_3F_2	0.00210619416335495	0.00162659031474404	0.0091048994109333	0.00307296570781095	0.0103933853173075	0.000804735016088517	0.00595654435857869	0.0304504697144993	0.029346970812771	0.000169641692173406	0.00672770408847748	0.00690167578559929	0.012495632060858	0.0170220226040029	0.00384870106527249	0.00780664482961711	0.0204826136339577	0.00252225079117238	0.0145561382027801	0.000351716950618954	0.00417047958390369	0.0164015916789403	0.0108473373843552	0.0017882634739241	0.00090451761442698	0.00304854529786622	0.0139766164569535	0.00537641372149773	0.00220707745396791	0.00916585852486224	0.00211631070927585	0.0190751508951765	0.0187449454339386	0.00741070919913225	0.00813647346736229	5.12535286835904e-05	0	0.0103988628213427	0.00288342632688789	0.00652429032611355	0.0134395037087442	0.0122179201542476	0.00258207600384238	0.016774684931421	0.0109941919751891	0.0351085969751473	0.0455343189798992	0.00208195586728433	0.00173114766579783	0.00389290107803298
OM4_C_3F_3	0.00829273182638944	0.0120253823575775	0.0195031189656212	0.0134716787009757	0.0207914651706645	0.0112035652174225	0.0163550544472673	0.0408448091294248	0.0397415928887606	0.0105684980273016	0.0171261496784277	0.00349727427802467	0.0228934580170002	0.0274191924159481	0.0142473654089026	0.0182049929229395	0.0100844963640233	0.00787668387772683	0.00415749393356826	0.0107505660922866	0.00622847715706148	0.00600308437358043	0.0212453651385749	0.0121870474338778	0.0113033434440017	0.013447259751668	0.00357793424367079	0.00502254672004886	0.0126058395938438	0.0195640717426017	0.0125150776860389	0.0294719737048431	0.0291418261348119	0.017809094053689	0.00226245588063592	0.0104501144120138	0.0103988628213427	0	0.0132821505430503	0.00387466387070824	0.023837205187115	0.0226157814977117	0.0129808175269313	0.027171894464283	0.0213922025538025	0.0247128627339846	0.0351412238745931	0.0124807246592049	0.0121299345028557	0.00650605332206694
OM4_C_3H_1	0.00498960993075733	0.00125683806751937	0.0062215301156355	0.000189539966564772	0.00751003759544718	0.00207869299247166	0.00307313645056341	0.027567892494409	0.0264643298524725	0.00271378509760116	0.00384430378912157	0.00978503430679941	0.0096123267431267	0.0141388389720147	0.000965278475121062	0.00492325718864862	0.0233655603211848	0.00540566341915398	0.0174393099336341	0.00253171027144556	0.00705387636147829	0.0192847008515904	0.00796399806242849	0.00109516482210716	0.00197891051194728	0.000165119476980489	0.0168598064290561	0.00825979545061977	0.000676350373957852	0.00628249017463139	0.000767117250010369	0.0161920361671344	0.0158618190458147	0.0045273166401774	0.0110198097867094	0.0028321729444822	0.00288342632688789	0.0132821505430503	0	0.00940765502347534	0.0105562203389222	0.00933460872226881	0.000301351105606442	0.0138914935766856	0.0081108554598655	0.0379906885183489	0.0484155406840558	0.000801472137341483	0.0011522806668153	0.00677630090657157
OM4_C_3H_2	0.00441811728867599	0.00815085052490196	0.0156288661163495	0.0095971890280302	0.0169172756835119	0.00732901194662825	0.0124806657027152	0.036972188976104	0.0358688577777068	0.00669392943925944	0.0132517917378319	0.000377391368861704	0.0190193815790814	0.0235454001524132	0.0103729006766732	0.0143306807829389	0.0139589710129048	0.00400206245029292	0.00803211289631189	0.00687600178421433	0.0023538330223089	0.00987766851368744	0.0173711990475011	0.00831252003319142	0.00742879267875657	0.00957276931998348	0.00745256225344699	0.00114789060951659	0.00873132400253681	0.0156898217895775	0.00864055949513651	0.0255983287272995	0.0252681566937634	0.0139347647401968	0.00161221289822226	0.00657554308906317	0.00652429032611355	0.00387466387070824	0.00940765502347534	0	0.0199631834099061	0.0187416894379344	0.00910631291162317	0.0232980852325959	0.0175180441511156	0.0285865776994591	0.0390140466125187	0.00860620549017097	0.00825540552838813	0.00263141249875399
OM4_H_4A_1	0.0155455442446807	0.0118130036170274	0.00433478990621324	0.010366687625427	0.00304626732821066	0.0126348164269475	0.00748316883021655	0.0170134150610666	0.0159096736293181	0.0132698725837452	0.00671201187275779	0.0203405213836642	0.000943927158632627	0.00358280621773051	0.00959097604399043	0.00563306562749745	0.0339188675042631	0.0159615656164136	0.0279937341201255	0.0130878083670037	0.0176096388369801	0.0298388046985953	0.00259229861487591	0.0116513380711726	0.0125350393247539	0.0103911071952161	0.0274143260784208	0.0188154430700049	0.0112325426740561	0.00427382940971615	0.0113233055309505	0.00563615394301415	0.00530591049327929	0.00602900454936878	0.0215751544068509	0.0133882534014385	0.0134395037087442	0.023837205187115	0.0105562203389222	0.0199631834099061	0	0.0012216537968247	0.0108575593677442	0.00333544480595444	0.00244543822310619	0.0485401436205518	0.0589612994144513	0.0113576588812762	0.0117084512177048	0.017332088308849
OM4_H_4A_2	0.014323985658481	0.0105914033619004	0.00311314189459085	0.00914507441215953	0.00182461591496096	0.0114132243285941	0.00626153510509558	0.0182349350820886	0.0171312099395488	0.0120482871823387	0.00549037386487434	0.0191190336983695	0.000277726750631392	0.00480445262020889	0.00836935661532544	0.00441142248033856	0.0326976862138813	0.0147400124083548	0.026772399964537	0.0118662210105556	0.0163881083792605	0.0286175149668682	0.00137064634197236	0.0104297362791558	0.0113134462054115	0.00916949418594612	0.0261929785658434	0.0175939307181699	0.0100109370042417	0.00305218120512456	0.0101017006888661	0.00685779112718508	0.00652754940530312	0.00480736317259214	0.0203536881347355	0.0121666692863597	0.0122179201542476	0.0226157814977117	0.00933460872226881	0.0187416894379344	0.0012216537968247	0	0.00963595035259533	0.00455709207378758	0.00122378570986684	0.0473194661714476	0.0577410909058377	0.0101360543543104	0.0104868499660928	0.0161105538582525
OM4_H_4A_3	0.0046882612827871	0.000955487088305092	0.00652287694885806	0.000490891062473832	0.00781138252356134	0.00177734227526459	0.00337448646503081	0.0278691623295981	0.0267656060508846	0.00241243468010881	0.00414565321763959	0.00948369294280672	0.00991366780976306	0.0144401685484754	0.00126662945202055	0.00522460558699303	0.0230642656795051	0.00510431521222272	0.0171379901669231	0.00223035975938121	0.00675253025830317	0.0189833881230212	0.00826534223579337	0.000793813808002115	0.00167755975535681	0.000466470574706789	0.0165584845988649	0.00795845124735233	0.000374999295064232	0.00658383692564181	0.000465766182090205	0.0164933590988283	0.0161631431066343	0.00482866544505938	0.0107184710780069	0.00253082259225661	0.00258207600384238	0.0129808175269313	0.000301351105606442	0.00910631291162317	0.0108575593677442	0.00963595035259533	0	0.0141928238932152	0.00841219937974676	0.0376894872014209	0.0481144330809923	0.000500121073985811	0.000850929664338166	0.0064749544091991
OM4_H_4B_1	0.0188806460537477	0.0151482391224247	0.00767019575120995	0.0137019662347348	0.00638168934628739	0.0159700252734483	0.010818518846424	0.0136782446089055	0.0125744645951259	0.0166050597547388	0.0100473777022841	0.023675404029465	0.0042793672270026	0.000247362452341655	0.0129262757665467	0.00896845125371577	0.0372528413065012	0.0192966505211371	0.0313281568047253	0.0164230018479414	0.0209446528316936	0.0331730962733126	0.00592772540622504	0.0149865786360879	0.0158702514916509	0.0137263851171389	0.0307487883162256	0.0221504011971699	0.0145677960630849	0.00760923610730865	0.0146585561753039	0.00230072437308651	0.00197047797065046	0.00936438322634479	0.0249099720048765	0.016723436428318	0.016774684931421	0.027171894464283	0.0138914935766856	0.0232980852325959	0.00333544480595444	0.00455709207378758	0.0141928238932152	0	0.0057808664554008	0.0518726642975836	0.062292484823008	0.0146929084817854	0.0150436900021393	0.0206671146862447
OM4_H_4B_2	0.013100280280315	0.00936766016097141	0.00188935870913201	0.00792131974940976	0.000600830675784065	0.0101894884356969	0.00503776292350942	0.0194585676337294	0.0183548599667648	0.0108245573312511	0.00426659820315732	0.0178953943133875	0.00150151228136868	0.00602822587508377	0.00714559654105272	0.00318764280386432	0.0314743395371161	0.0135163119810277	0.0255489063558043	0.0106424893921826	0.0151644290123191	0.0273940639277941	0.000146860718387621	0.0092059917084153	0.0100897093945175	0.0079457397018913	0.0249694721836184	0.0163702682234827	0.00878718898874599	0.00182839789045452	0.00887795340723104	0.0080815529906041	0.00775131334649881	0.00358358485360388	0.0191300689054325	0.0109429405995534	0.0109941919751891	0.0213922025538025	0.0081108554598655	0.0175180441511156	0.00244543822310619	0.00122378570986684	0.00841219937974676	0.0057808664554008	0	0.0460966089670806	0.0565186926498196	0.00891230735227416	0.00926310587673809	0.0148868707827297
OM4_H_4E_1	0.0330032494781921	0.0367344592890061	0.0442085889625938	0.038180133042204	0.0454962164813048	0.0359129798992777	0.0410621602255705	0.0655346715981061	0.064432456030947	0.0352781657602481	0.0418328705669868	0.0282092918442448	0.0475969753037033	0.0521197937694472	0.0389554710214522	0.0429111581275382	0.0146296299709722	0.0325873472938261	0.0205561008038966	0.0354601619862495	0.0309396888308845	0.0187107404076429	0.0459498564294207	0.036896056557988	0.0360127177379952	0.038155724903039	0.0211355762159584	0.0297341300024629	0.0373146709744699	0.0442695083827346	0.0372239478436543	0.0541711356734934	0.0538412245224278	0.0425154655037097	0.0269747958068101	0.0351598285503073	0.0351085969751473	0.0247128627339846	0.0379906885183489	0.0285865776994591	0.0485401436205518	0.0473194661714476	0.0376894872014209	0.0518726642975836	0.0460966089670806	0	0.0104315033170995	0.0371896094568168	0.0368389676332121	0.0312171759278765
OM4_H_4E_2	0.043429568965893	0.0471596979744706	0.054631359959213	0.0486049259294145	0.055918521530417	0.046338465172588	0.051486019306051	0.0759481736114596	0.0748465182942912	0.0457038382494078	0.0522564697488902	0.0386368524169126	0.0580184943778117	0.0625395120648647	0.049380018596369	0.0533343864768253	0.0250598058206778	0.0430137810252548	0.0309852989321746	0.0458857810997817	0.0413665628811322	0.0291402701496097	0.0563719944613721	0.0473212461619833	0.0464381733325278	0.0485805254422811	0.031564665142195	0.040161313809042	0.0477397325563095	0.0546922576053278	0.0476490372782567	0.0645899882647661	0.0642602184057351	0.0529388309124835	0.037402649113894	0.0455855356168819	0.0455343189798992	0.0351412238745931	0.0484155406840558	0.0390140466125187	0.0589612994144513	0.0577410909058377	0.0481144330809923	0.062292484823008	0.0565186926498196	0.0104315033170995	0	0.0476147094180699	0.0472641745982195	0.0416439771952046
OM4_H_4F_1	0.00418814363177382	0.000455366090156562	0.00702299002049515	0.000991012051524266	0.00831149225333373	0.00127722159710897	0.00387460525642764	0.0283691446351863	0.0272655990706288	0.00191231441067549	0.00464577092879158	0.0089835867097365	0.0104137708371745	0.0149402518742853	0.00176675013554425	0.00572472143756257	0.0225642350899112	0.00460419823487436	0.0166379187071389	0.00173023935842943	0.0062524165419034	0.0184833280860109	0.00876545064954249	0.000293692774524587	0.00117743902578798	0.000966591570059691	0.016058409795445	0.0074583405154627	0.000125121787469771	0.00708394985228059	3.43548947701532e-05	0.0169934311101941	0.0166632170380201	0.00532878202572636	0.0102183690790581	0.00203070241447104	0.00208195586728433	0.0124807246592049	0.000801472137341483	0.00860620549017097	0.0113576588812762	0.0101360543543104	0.000500121073985811	0.0146929084817854	0.00891230735227416	0.0371896094568168	0.0476147094180699	0	0.000350808642473691	0.00597484007745439
OM4_H_4F_2	0.00383733695436529	0.000104557454004968	0.00737379231838135	0.00134182053125406	0.00866229207294883	0.000926413099619067	0.00422541189424356	0.0287198529885834	0.027616315053939	0.00156150613350464	0.00499657672855423	0.00863278754225563	0.0107645657366332	0.0152910324831445	0.00211755831997729	0.00607552581990681	0.0222134875700135	0.00425339198675677	0.016287143134908	0.00137943100799687	0.0059016124095683	0.0181325603343879	0.00911624949877403	5.71158691533673e-05	0.000826630502587135	0.00131740005655141	0.0157076319381085	0.00710753835104831	0.000475930422223085	0.00743475204211465	0.000385163535455705	0.0173442035690486	0.0170139908779923	0.00567958696139405	0.00986757275306375	0.00167989418942297	0.00173114766579783	0.0121299345028557	0.0011522806668153	0.00825540552838813	0.0117084512177048	0.0104868499660928	0.000850929664338166	0.0150436900021393	0.00926310587673809	0.0368389676332121	0.0472641745982195	0.000350808642473691	0	0.00562403554236739
