	OM4_B_B_1	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_1	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1D_2	OM4_C_1D_3	OM4_C_1E_1	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_3	OM4_C_1H_1	OM4_C_1H_2	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2B_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2D_3	OM4_C_2E_2	OM4_C_2E_3	OM4_C_2F_1	OM4_C_2F_3	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3B_1	OM4_C_3B_2	OM4_C_3C_1	OM4_C_3C_2	OM4_C_3C_3	OM4_C_3D_1	OM4_C_3D_3	OM4_C_3E_2	OM4_C_3E_3	OM4_C_3G_2	OM4_C_3G_3	OM4_C_3H_2	OM4_C_3H_3	OM4_H_4A_1	OM4_H_4A_2	OM4_H_4E_3	OM4_H_4F_2	OM4_H_4F_3
OM4_C_3C_3	0.0111337942175177	0.0159762235273099	0.0102293497955494	0.00826645279569175	0.00526884364656251	0.0134004680575476	0.0112824853339172	0.0125621773128681	0.00886125951014703	0.0259983158268312	0.0224720376721416	0.0451930775850619	0.00367472662601627	0.0277035468129786	0.0267760040030787	0.0538166850135073	0.0206328420052909	0.0342680852089727	0.018718589150353	0.00258454194122636	0.00727836603539245	0.0155162567179051	0.0295317292073774	0.0291951186847889	0.0290014365995751	0.0346605952113566	0.00107153792147774	0.0147421693135068	0.00719765196505395	0.00813039723269065	0.0123085953216954	0.00786585733771378	0.0285126696182471	0.00625921774310258	0.0169874636948316	0	0.0126485730975541	0.0249218009426267	0.0161292201386439	0.0166568748667695	0.0207215953762835	0.023552803360793	0.0122636706359598	0.0115483344831671	0.0130223093272669	0.0131933926780319	0.019506344341933	0.0084723024519124	0.010027269794676
OM4_C_3D_1	0.0227757538030738	0.0270404113443321	0.00475327358617862	0.0110590014160486	0.0123981751780547	0.0188205299332252	0.00827122788161919	0.00216300479642304	0.0181792857460487	0.0177505878940131	0.00982487383471892	0.0476266704983844	0.00920843392770356	0.0211411319410182	0.0169216443298284	0.0640908673429749	0.0300098838699369	0.0237403228466796	0.0277422548180088	0.0127619909078655	0.0092048382277289	0.00680253390304886	0.0187917055433683	0.017921106499164	0.0382449839800207	0.0431740786946341	0.0130491489551034	0.0228985723478322	0.00878154043694095	0.0144179315239388	0.00674529923001251	0.0204941875945725	0.018327095703494	0.00854426848079807	0.00930545173416085	0.0126485730975541	0	0.0166577336464281	0.00529381376062721	0.0121290249260654	0.0118742798468112	0.013788071247333	0.000981201504923922	0.00252605204477497	0.0226479678933317	0.024094731774304	0.0100017878770068	0.018416404791531	0.00271369283954131
OM4_C_3D_3	0.0360365855598541	0.0408865697416292	0.0212911817087327	0.0271319974494021	0.0273493455676635	0.0349984157398174	0.0249195623208358	0.0187196435490033	0.0329621576616662	0.00111509873368227	0.0152354331548659	0.0641652232083921	0.0229780594647393	0.00525347424929227	0.00392238492954405	0.0644182554511688	0.0451107816443003	0.010588900491594	0.0429945478736342	0.0264411921131297	0.0177676154531665	0.010204828996159	0.00743657352207664	0.00878841427721532	0.0535065398062842	0.0588461209665519	0.0258238437085653	0.0384144007503118	0.0177691347738938	0.0300207883622323	0.0127328894160101	0.0312056859669371	0.00552387336311445	0.0239813247269375	0.00808918227118376	0.0249218009426267	0.0166577336464281	0	0.0199440918952314	0.00892460227718385	0.00478568659552396	0.0039167856791826	0.0160585203252743	0.0191742105230806	0.0374606539163088	0.0380711243788536	0.00668210091651845	0.0328872523219845	0.0174494416947545
OM4_C_3E_2	0.0248396179531682	0.0285267446025852	0.00599243285112774	0.0116194838143281	0.0141693838031944	0.0183921522198864	0.00739214770082582	0.00388694473956944	0.0194759588008534	0.0209608143381532	0.00826212619614289	0.0445099775934047	0.0124561789360675	0.0248706220056188	0.0192406714181598	0.0689077058185128	0.0304143630912165	0.0250942547490014	0.0280815003286465	0.0154649444267692	0.0142326863954998	0.0112230959458743	0.0202468559919826	0.0188974470346066	0.0382884364364288	0.0427129683811362	0.0162330079667402	0.02316950651138	0.0137884622173168	0.0152217974106187	0.011948513759041	0.0238971346807503	0.0202866343884165	0.010535359478345	0.0136675470541385	0.0161292201386439	0.00529381376062721	0.0199440918952314	0	0.0170142188598913	0.015355466980947	0.0164783055944663	0.00626802581939582	0.00474915937318998	0.0236210055594028	0.0256317508635679	0.0133910769411449	0.019953675303592	0.00748470314226359
OM4_C_3E_3	0.0276180820247594	0.0325514185823717	0.015807256007248	0.0205329410872585	0.0199326997706844	0.0281683161285275	0.0195186349733475	0.0142465989885186	0.0251887151930678	0.00987591765778736	0.0163494596499907	0.0588842473501751	0.015395988863598	0.0110494875338993	0.0119188415808092	0.0574891662977566	0.0372260401796909	0.0193385776521974	0.0352272261079202	0.0185195707029797	0.00937973360166503	0.00597286702064032	0.0153715780062431	0.0159526598569918	0.0456152866366735	0.0511796537525927	0.0176422459700786	0.0309051728749736	0.00949297154831654	0.0228587392136699	0.00575474649580647	0.0224101856142958	0.0137731013454909	0.0171310788792423	0.00406524883734417	0.0166568748667695	0.0121290249260654	0.00892460227718385	0.0170142188598913	0	0.00639031420560638	0.0093078918935746	0.0112096700976678	0.0142358293034318	0.0295712806694616	0.0298284971354365	0.00678001916519826	0.0249726505144957	0.0115420639395849
OM4_C_3G_2	0.0318459241193468	0.0366178252019848	0.016509661664192	0.0224074924624207	0.0227771323445047	0.0302782047672771	0.0201350878054185	0.0139461181917337	0.0284637342295931	0.00588567553039325	0.0117618447421432	0.0594223607841071	0.0184992127237021	0.00951724568899471	0.00610570035084761	0.0637734240606843	0.0406094147825876	0.0136766030822926	0.0384572022210756	0.0220482001437469	0.0138044152898049	0.00550938088935107	0.00925681654596842	0.00961421090063083	0.0489921665181711	0.0542531746886495	0.0215638010154249	0.0338139055925066	0.0137295573118363	0.0253727017340814	0.00841411246107986	0.0274566390362398	0.00791416675806997	0.0193124888969762	0.00376343594618386	0.0207215953762835	0.0118742798468112	0.00478568659552396	0.015355466980947	0.00639031420560638	0	0.00304542240886868	0.0112752788748928	0.0143895326041445	0.0329843109331866	0.0337575900657274	0.00196483116057788	0.0284423381768377	0.0127191974532417
OM4_C_3G_3	0.0346508768881305	0.0393695740838453	0.0185300416990186	0.0246637543705132	0.025306319615227	0.0325127037103923	0.0220190921805937	0.0157188706978448	0.0310541872033519	0.00471317268006418	0.0113241516795476	0.0609140764654886	0.0211515355693391	0.0091684477231207	0.00325473135959671	0.0664323269954533	0.0431684713819323	0.0107325467541808	0.0409809231574555	0.0247544229633089	0.016759498403397	0.0080942709007937	0.00621345895277382	0.00664769471698387	0.0515238899732542	0.0566800669437518	0.024359618799639	0.0362676200645406	0.0166616249044625	0.0277799793948709	0.0112817860759146	0.0304269978598715	0.0049638909553844	0.0217143754365184	0.00673763307040033	0.023552803360793	0.013788071247333	0.0039167856791826	0.0164783055944663	0.0093078918935746	0.00304542240886868	0	0.0133415374137874	0.0163062442103439	0.0355842790716858	0.036486068390973	0.00408580209784574	0.0310833554256526	0.0150424730044626
OM4_C_3H_2	0.0226344863944622	0.0269973600674214	0.0052359293216277	0.0113518538839144	0.0124216100990768	0.0191811927862582	0.00888280106583068	0.00303758897185737	0.0182268148396245	0.0171604171140939	0.0102827876368192	0.0483384627814162	0.00894900482423564	0.0204303206186237	0.0165213243695173	0.0632685889709722	0.0301634325270398	0.0234861099553299	0.0279160496024412	0.0125693172867365	0.0083720753345167	0.00604464525719811	0.0185492072288466	0.0177797602249678	0.0384430388497622	0.0434536977818509	0.0127350528511681	0.0231077349186491	0.00796014696641986	0.0146038585657165	0.00577198645195525	0.0200660903301889	0.017988103847615	0.00861938901981118	0.00852507703048467	0.0122636706359598	0.000981201504923922	0.0160585203252743	0.00626802581939582	0.0112096700976678	0.0112752788748928	0.0133415374137874	0	0.00317762680597857	0.0227267826315409	0.0240547242996246	0.00945262796991385	0.0184134490953716	0.00223939287107688
OM4_C_3H_3	0.0210076154878222	0.0250784012192768	0.00229713105845853	0.00870575952900921	0.0104194722700975	0.016375916233484	0.00574791769029817	0.00103378295897952	0.016106709648715	0.0202693596745334	0.0113324605752792	0.0451652979680644	0.00790962762026272	0.0236031259660805	0.0194251751462849	0.0641868633747018	0.0277554460702699	0.0261588441167838	0.0254666463397008	0.0112016155130649	0.00969156054368623	0.00922192257969459	0.0212082902827242	0.0202559384811494	0.0359313563668231	0.0407781801385091	0.0117622809888713	0.0205904670647784	0.00923783031963169	0.0121696714038361	0.00860191373562053	0.0193902094200337	0.0208034598132337	0.00655986090246893	0.0117009844782007	0.0115483344831671	0.00252605204477497	0.0191742105230806	0.00474915937318998	0.0142358293034318	0.0143895326041445	0.0163062442103439	0.00317762680597857	0	0.0205088818959705	0.022137316885849	0.0125255314237805	0.0164242087972999	0.00309101914983953
OM4_H_4A_1	0.00509429235369184	0.00531472960806428	0.0182931172223724	0.0120224931179506	0.0103269443028935	0.00714882565240341	0.0162991229714538	0.02145709671229	0.00453329951848297	0.038562200460793	0.0316170115018664	0.0346176617649298	0.014495964321648	0.0405986163373857	0.038835903033872	0.0565580101867077	0.00766965836133978	0.046087957238069	0.0056993998231849	0.0110734478709742	0.0202243203672923	0.0275241899723097	0.041191369222259	0.0404974460864961	0.016078763301292	0.0216471757255995	0.0119860483167751	0.00308505553980699	0.0200835556048243	0.00842149757853015	0.0247367954181746	0.0115305471416697	0.0404523572724367	0.0141156884343844	0.0293865554744912	0.0130223093272669	0.0226479678933317	0.0374606539163088	0.0236210055594028	0.0295712806694616	0.0329843109331866	0.0355842790716858	0.0227267826315409	0.0205088818959705	0	0.00315331296425785	0.0315057599159866	0.00460199089595093	0.0207055871531701
OM4_H_4A_2	0.00278406181788137	0.0029467807803579	0.0200207112249928	0.0140497572095091	0.0117247626068879	0.010210827843374	0.0184724932801509	0.0231288999404201	0.00616452009237227	0.0391554482867204	0.0334121979235825	0.0369252454968019	0.0153740244376292	0.0408642805839133	0.0397334847150747	0.0535198942049275	0.00802963580311075	0.0471194329486761	0.00678861875848248	0.0117385812200899	0.0204621329351411	0.0283961491280382	0.042281801668376	0.0417287709105897	0.0160804662079118	0.0219787797407334	0.0122568518278695	0.00609506651957914	0.020390122580932	0.0104973587592159	0.0253818275329757	0.0097787945810985	0.0414136603140118	0.0155950678933426	0.0300701405789205	0.0131933926780319	0.024094731774304	0.0380711243788536	0.0256317508635679	0.0298284971354365	0.0337575900657274	0.036486068390973	0.0240547242996246	0.022137316885849	0.00315331296425785	0	0.0324057035776174	0.00571827541145903	0.0219263054512736
OM4_H_4E_3	0.0305883392419527	0.0352928066306632	0.0146846092037495	0.0206930737535964	0.0212367384426219	0.0285590640633351	0.0182721808485824	0.0120432068294673	0.0269757975937475	0.00776150777027745	0.0101703855608929	0.0574965565149112	0.0170664328701304	0.0114814220219143	0.00734007232955318	0.0642212944100596	0.0390987000570958	0.0147677438735645	0.0369183950026415	0.0206718286294004	0.0128493693452964	0.00401204298565804	0.0100690817032016	0.0100276698060494	0.0474623378333562	0.0526515458205496	0.0202971074381307	0.0322233692583116	0.0127174769984919	0.0237473595811269	0.00730182687134781	0.0265102403612177	0.00902122041478307	0.0176788042381934	0.00312391290541765	0.019506344341933	0.0100017878770068	0.00668210091651845	0.0133910769411449	0.00678001916519826	0.00196483116057788	0.00408580209784574	0.00945262796991385	0.0125255314237805	0.0315057599159866	0.0324057035776174	0	0.0269999934069091	0.0110263533748456
OM4_H_4F_2	0.00517510728932023	0.0086564949547499	0.0143036981472598	0.00843982630900093	0.00602264820732346	0.00707989399709058	0.0128983433846155	0.0174133035566723	0.000965936005654954	0.0339866137768148	0.027696908003156	0.037825971745391	0.00994655259889306	0.0359999248871399	0.0343364306433371	0.0558021268211242	0.012269740607803	0.0416451303137666	0.0102701648838312	0.00647328209264786	0.0156324716283995	0.0230043051657641	0.0367708864741663	0.0361477620249832	0.0206766924114299	0.0262334516182731	0.00742076868792622	0.00641086267441596	0.0154858478449946	0.0050250533327306	0.0201585995707105	0.00879543715937427	0.0359771084613016	0.00989214910240447	0.0248204110662603	0.0084723024519124	0.018416404791531	0.0328872523219845	0.019953675303592	0.0249726505144957	0.0284423381768377	0.0310833554256526	0.0184134490953716	0.0164242087972999	0.00460199089595093	0.00571827541145903	0.0269999934069091	0	0.0163235667355175
OM4_H_4F_3	0.0204440568189604	0.0248641093235796	0.00426647310100117	0.00968974909333437	0.010379774181067	0.0175622002694257	0.00798177050013683	0.00364557864289079	0.0161844262807375	0.0185628708024084	0.01248262172242	0.0474492513073245	0.00672639427949207	0.0215099932035036	0.018271966959334	0.0615329702881076	0.0282128536794029	0.0254074341177745	0.0259928887812706	0.0103654468071387	0.0067482684079726	0.00724722512803328	0.0204964916416846	0.0198298971166243	0.0365379297739852	0.0416543645627532	0.0104971520395633	0.0212398136251383	0.00630431257235784	0.012741696725404	0.00579684922187099	0.0178419777001864	0.0198189836375866	0.00668015972844592	0.00955491849356233	0.010027269794676	0.00271369283954131	0.0174494416947545	0.00748470314226359	0.0115420639395849	0.0127191974532417	0.0150424730044626	0.00223939287107688	0.00309101914983953	0.0207055871531701	0.0219263054512736	0.0110263533748456	0.0163235667355175	0
