	OM4_B_B_1	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_1	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_1	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1D_1	OM4_C_1D_2	OM4_C_1D_3	OM4_C_1E_1	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1F_3	OM4_C_1G_1	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_1	OM4_C_1H_2	OM4_C_1H_3	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2B_2	OM4_C_2B_3	OM4_C_2C_1	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2D_3	OM4_C_2E_1	OM4_C_2E_2	OM4_C_2E_3	OM4_C_2F_1	OM4_C_2F_2	OM4_C_2F_3	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_2	OM4_C_3A_3	OM4_C_3B_1	OM4_C_3B_2	OM4_C_3B_3	OM4_C_3C_1	OM4_C_3C_2	OM4_C_3C_3	OM4_C_3D_1	OM4_C_3D_2	OM4_C_3D_3	OM4_C_3E_2	OM4_C_3E_3	OM4_C_3F_1	OM4_C_3F_2	OM4_C_3F_3	OM4_C_3G_1	OM4_C_3G_2	OM4_C_3G_3	OM4_C_3H_1	OM4_C_3H_2	OM4_C_3H_3	OM4_H_4A_1	OM4_H_4A_2	OM4_H_4A_3	OM4_H_4B_1	OM4_H_4B_2	OM4_H_4B_3	OM4_H_4E_1	OM4_H_4E_2	OM4_H_4E_3	OM4_H_4F_2	OM4_H_4F_3
OM4_B_B_1	0	0.0109874040486626	0.022108852552602	0.00772653231269855	0.00901947757856122	0.0200746996129408	0.00930511025938766	0.00993211585657064	0.0270031144950366	0.0182871913028949	0.00796265524662129	0.0132079114665503	0.00447387962676406	0.0204294676937886	0.0254795406925345	0.00968012566230378	0.026544111247755	0.0258097978476696	0.00624803067610633	0.00883011598373607	0.0231926471524664	0.0130190662089136	0.0144228953412565	0.0278841044907705	0.0103973084637827	0.00510131047111002	0.0088873524308179	0.00810252050923896	0.00964165069189104	0.0031353445025901	0.0058727193581923	0.00461591401598593	0.013736892054926	0.0139635819519099	0.0107356709738936	0.0226265812626245	0.00744037240088565	0.0161344264238867	0.0249141471113557	0.0143597397806787	0.00756178414886732	0.0116800999640636	0.013446663648417	0.00596436469499007	0.0168945885912313	0.00898541512184675	0.00279755551319912	0.0121222429748869	0.0144681411462565	0.0127361871796464	0.0242254918638718	0.0124046400793138	0.00600796172416641	0.0339737506210064	0.0121159443618616	0.00358933581283038	0.0362054462839445	0.00834681228961421	0.0220493280417788	0.011734410398229	0.00987135423922268	0.0385106136082403	0.00921186188477911	0.022768829783115	0.0356771273752012	0.00960841272266842	0.0189588477136763	0.024237067441306	0.00979065963669321	0.00798557647931155	0.0171294886157023	0.00650322643203275	0.0100395169055128	0.0144756528225616	0.0140468338152581	0.0128429045045153	0.00583036856472818	0.0136263957304816	0.0220855111297914
OM4_B_B_2	0.0109874040486626	0	0.0111519864080503	0.00668056258799637	0.0040833836620741	0.0102927924511255	0.00559131335444507	0.00178694153353156	0.0173888108028789	0.00799681177358911	0.00302899990336784	0.00598927509685842	0.0077446387363659	0.0095598012556676	0.0155093527699417	0.00682159903180966	0.020247905033971	0.0195717276535511	0.00689117600881836	0.00733366217767773	0.016955887488487	0.0030132659888463	0.0107021608569704	0.0204266604731928	0.0133000327289402	0.00995189194441143	0.00729237166006656	0.00743795409416794	0.00813739901766735	0.00832968802519541	0.00655483211826601	0.0083477909535459	0.00711310421288604	0.00837036927928767	0.0150169619687347	0.0127976378694072	0.00804555918006221	0.0147357683696728	0.0145454235519026	0.00832305536258241	0.0115839101652388	0.00143453454399472	0.00939292799517921	0.00541729363298851	0.00983326861462971	0.00616398675998249	0.00833262328507595	0.0040443943271389	0.00379420032056044	0.00382465179023182	0.0177181766925674	0.0098886662802381	0.0124477636024935	0.0287230706133687	0.00248370141243824	0.00816146798502641	0.0287347669016039	0.0032227838093359	0.0153510413679104	0.00079514682269586	0.00175189507224157	0.0300038860382872	0.00498698384060952	0.01199609156053	0.0274374798788245	0.0126100610713153	0.00942097915938737	0.0170191659781539	0.00860024961401336	0.00682440625462154	0.00614893172268511	0.00870933361983929	0.0110550046712796	0.0110372895445885	0.00913938109504614	0.0021093410674337	0.00528750845481964	0.00432279833604556	0.0112317698405485
OM4_B_B_3	0.022108852552602	0.0111519864080503	0	0.0162786847716809	0.0137947245179509	0.00611971113986461	0.0145181376642758	0.0124984832214761	0.00968137309170349	0.00683514700281148	0.0141548326111009	0.0113390570815685	0.0184578055144848	0.00196007612356778	0.007421157360418	0.0160871984535268	0.0177730929434376	0.0173716708201763	0.0176212775194846	0.0170023796795411	0.0156324314347751	0.00937178898776983	0.0155551203845623	0.0161239487923771	0.0227108410827891	0.0207260438842585	0.0161202208165647	0.0174276737056516	0.0173593087106328	0.0192980200116401	0.0174473587905722	0.0189028590720592	0.0118812742809502	0.0144706417678383	0.0246500441620701	0.00641647655535056	0.0182464043883957	0.0212745013955517	0.00550350821960789	0.0140109113376983	0.0217919095209661	0.0104727797521491	0.0161973238543369	0.0165136800623087	0.0114426894888965	0.0158950954719539	0.0194835914066524	0.0118317234280175	0.00823473702895506	0.010963535945001	0.0157191090626029	0.0163002365426734	0.023128406321349	0.0260087953925059	0.0107587791105458	0.0192722937406621	0.0229788573219039	0.01415837068508	0.0140135272648462	0.0104473785288838	0.0125287577894868	0.0225535043462394	0.0141778677639042	0.00213639318698419	0.0206546786802214	0.0222232652992111	0.00683954591158782	0.0141688013373128	0.016770558582106	0.0162512452945513	0.00517551199746892	0.0191778854158433	0.020264262186872	0.015948743697739	0.0153577353451987	0.00954749129719273	0.0163141963227398	0.0102473537938584	0.00129350580838159
OM4_C_1A_1	0.00772653231269855	0.00668056258799637	0.0162786847716809	0	0.00268271237067549	0.0129598760630567	0.0018342655873195	0.00703227820000081	0.0196073942800411	0.0145914781083933	0.00484315580657137	0.00576804411427162	0.00325998982246626	0.0143879689852637	0.0182832844496554	0.0106824445457462	0.018917298803251	0.0181841458396543	0.00830384780706433	0.0105186372039134	0.0155386922446247	0.00697909201821876	0.00697428347787722	0.0201624648252075	0.015248299083264	0.0100853061780262	0.00133030554192434	0.0101254268599724	0.0115732399266808	0.00466296633528387	0.007611803527055	0.00321006760322858	0.00610409223258818	0.0139337512847486	0.0163874098676922	0.0154329071534186	0.0101474175852889	0.0189877808336153	0.0180094552827551	0.0140674337076418	0.0126477166624479	0.00637670298077743	0.0143824968682511	0.00613423400249877	0.0091929343737705	0.00975975960987071	0.00643386788861022	0.0101286526495726	0.0103701537533211	0.0102288100628694	0.0165508569328207	0.00515309730778547	0.012266487226386	0.0266367654384032	0.00899784050772483	0.00724381191391967	0.0285004530833486	0.00655725328647258	0.0143411281366446	0.00741781053770117	0.00692943261543628	0.0308024067789599	0.00210139060887358	0.0164192595339939	0.0279581793853372	0.014414946170199	0.0117802168943481	0.0165147821201417	0.00271027297195862	0.000314405405680057	0.0120296563162974	0.0100386387312243	0.0137040051467511	0.00711200837232987	0.0144860232168411	0.00874826387747482	0.00381281398178096	0.0108895919660573	0.0159251109653827
OM4_C_1A_2	0.00901947757856122	0.0040833836620741	0.0137947245179509	0.00268271237067549	0	0.0110658120100738	0.00160213571573071	0.00476700685887646	0.0179933088586172	0.0119190430428439	0.00309081656206935	0.00434124040959923	0.00480436671250526	0.0119485935542796	0.0164678499742665	0.00916746512931238	0.0186599054796613	0.0179406985005525	0.00755735666624162	0.00924656948203931	0.0152617838971972	0.00442572490873278	0.00755610995343938	0.0194783551309205	0.0146337104853803	0.0100091283756055	0.00321671334420031	0.00901953304698862	0.0102580281706064	0.00591684722859715	0.00693755272584123	0.00514502141491934	0.00512084644675142	0.0118776282676054	0.0160300796972906	0.013612013750016	0.00927103139355372	0.0175228609491294	0.0159772259557405	0.0119406646729518	0.0123080809076547	0.00369481087671408	0.0125583531674235	0.00537582156389847	0.00834469366786694	0.00828916810129766	0.00697682887661142	0.00780743238639244	0.00770227679365913	0.00778780022878721	0.0161852668999918	0.00626462325664896	0.0124226122101821	0.0267820623728066	0.00649711097479417	0.00740735647842733	0.027882221483957	0.0047978744433404	0.0138603837847751	0.00478484277106966	0.00466610654570895	0.0297968739349825	0.000985544271351547	0.0141020411243867	0.0270406914435915	0.0138354464675194	0.00994125545419499	0.0158697039699946	0.00457657667682254	0.00277952416236844	0.00938233754748952	0.00946466242203549	0.0127696857542183	0.00781672451079252	0.0125236522762673	0.00610450474187602	0.00355002725868023	0.00837725502437433	0.0135357887537201
OM4_C_1A_3	0.0200746996129408	0.0102927924511255	0.00611971113986461	0.0129598760630567	0.0110658120100738	0	0.0111339720569462	0.0120507096200489	0.00711210255515259	0.010695801646686	0.0127258103312937	0.00723099798053294	0.0158239790351459	0.00460667732027098	0.00540697174259832	0.0168165109227498	0.0121928610126851	0.0116954048142268	0.0171499450920691	0.0174901360679958	0.00968633681693743	0.00741229912594959	0.0101663629533913	0.0112046302590641	0.023488177921305	0.0201485247480713	0.0123578764805895	0.0176798545338937	0.0181661599885622	0.0169822042954846	0.0167515808131287	0.0160446686567725	0.00726121691342041	0.0167561819182892	0.0252649340521446	0.00256535655458318	0.0183274799935622	0.0237495968879981	0.00510644576064776	0.0164378645835689	0.0218755650351117	0.0090203098954849	0.0182926739055357	0.0154280250785523	0.00571397275986425	0.0163046638921169	0.0178444622318971	0.0129185246829327	0.00940291248813296	0.0121512811157083	0.00992358786050439	0.0113685894641073	0.0226552067910038	0.020718395941813	0.0112860633799311	0.0180102496622161	0.0190524341868354	0.0134855398525964	0.00800906815837359	0.00991285771221806	0.0120298565499315	0.0198202982484093	0.0110304559368976	0.00476776175002969	0.0173820372053272	0.0228366170173046	0.00120131341487214	0.00854550926331077	0.0125541051036785	0.0128254293573602	0.00705132723848056	0.0189969970472103	0.0211538826358661	0.0105320022969389	0.0176700747426634	0.00976243198364703	0.0143784576957821	0.0118102547924919	0.00497043138243984
OM4_C_1C_1	0.00930511025938766	0.00559131335444507	0.0145181376642758	0.0018342655873195	0.00160213571573071	0.0111339720569462	0	0.0063685994676379	0.0178344991824923	0.0132428647120813	0.00459883132877482	0.00397450710563769	0.0048543036042687	0.0126110796473516	0.0164719015090424	0.0106836882424793	0.0176622584502929	0.0169343704868852	0.00882081049104252	0.0106998209543685	0.0142631185790093	0.0053163594344852	0.00614743523831021	0.018706355017913	0.0158954045305594	0.0110238031483429	0.00176313494332364	0.0104214106269145	0.0117285158988076	0.00617711904587197	0.00816479507937625	0.00495115896004158	0.00443269576187569	0.0134786954531798	0.0171967282466036	0.0136180404021061	0.0105985277593099	0.0190477962288327	0.0161769099024081	0.0135425745987693	0.0134517736982542	0.00497737971743006	0.0141403937088018	0.00660549791749562	0.00761752102785079	0.0097900801846368	0.00765316833654833	0.00939905139840663	0.00906255553308714	0.00935270808941831	0.0152341451795926	0.00470804161539052	0.0133485248415153	0.0256169319506607	0.00804460768034273	0.00827948274381518	0.0270864948602515	0.00633867319988134	0.0129600229964994	0.00624387211804572	0.00626784395505096	0.0292283513377912	0.000619876364907331	0.0146046203427617	0.0264158738153281	0.0150809696662678	0.00995829221285406	0.0150663590727604	0.00300997942472723	0.00174692336701384	0.0104366230445778	0.0106822043376553	0.0141363406458729	0.00637443997397656	0.0141199311932311	0.00753266476249954	0.0044866126653871	0.0099106294735748	0.0141284999451891
OM4_C_1C_2	0.00993211585657064	0.00178694153353156	0.0124984832214761	0.00703227820000081	0.00476700685887646	0.0120507096200489	0.0063685994676379	0	0.019132680227204	0.00844833675247078	0.00240361510857965	0.00756078076004521	0.00730300307957573	0.0110281076546407	0.0172206976793861	0.00507639247618396	0.0219622734713083	0.0212792220134212	0.00522724880778922	0.00555056816935007	0.01864788656476	0.0047984232291952	0.011998165528771	0.0221980794587821	0.0115132529420552	0.00832640570816562	0.00790632495771158	0.00565316010880112	0.00637473231033175	0.00759312619461377	0.00497089612111183	0.00800193299824566	0.00865712039876214	0.00712779782329959	0.0132360556867898	0.0145381704973022	0.00627735574077629	0.0131563086078321	0.0161889109084931	0.00717536238637008	0.00983515811338771	0.00319634844426111	0.00793866285676403	0.00406209352727999	0.0115123967762828	0.00438628198674357	0.00717246517235335	0.00309650778190431	0.00454160491320537	0.00327398627116615	0.0194335017862178	0.0109562554941404	0.0107997392447005	0.0303999025157694	0.00226254494446592	0.00680907015345529	0.0305151536329481	0.0016627290476476	0.0170642078759313	0.00218308745307974	0.000102978086223192	0.0317849518820198	0.00574992232242083	0.0135097759399432	0.0292232653050291	0.0108252078277043	0.0111985620614964	0.0187717111961763	0.00932019710327707	0.00724130082552484	0.00735963213030365	0.00698577572131242	0.00927399264917906	0.0123073721338381	0.00781095773822835	0.00297339928265381	0.00463316794753837	0.00404915172517123	0.012697398140378
OM4_C_1C_3	0.0270031144950366	0.0173888108028789	0.00968137309170349	0.0196073942800411	0.0179933088586172	0.00711210255515259	0.0178344991824923	0.019132680227204	0	0.0162303386047694	0.0198254615099257	0.0138611065866092	0.0226492456852818	0.00955047860463615	0.00226861236068356	0.02378658026746	0.0101962853081583	0.010116825582637	0.0242577872261844	0.0245090789203284	0.00972754263461925	0.0145236763431061	0.0151736571275279	0.00750549059705909	0.0304971880587026	0.0272588244529672	0.0188053106962429	0.024733599905562	0.0251344019976087	0.023880688141756	0.0238625395759284	0.0227843307603916	0.0135584438193514	0.0232629838164956	0.0323066462104044	0.00459570760071338	0.0254040157755538	0.0302544697424978	0.00421975416372725	0.0228807320246295	0.0289647967723299	0.01613140268787	0.0248959836525338	0.0225328397640627	0.0108902934739766	0.0233254259163283	0.0248779867070194	0.0197440440279371	0.0160822046696733	0.0189296081689444	0.00915912432919657	0.016901166099449	0.0297651761547803	0.0172859511293172	0.0182046998668511	0.0250907103118471	0.0133253428456085	0.0205912803712535	0.00886348553637598	0.0169746148864003	0.019115987204537	0.0130864668570275	0.0178291576939067	0.00755411911569444	0.0109997777400426	0.0298689385751513	0.00811272349025184	0.00745082690635165	0.0186844171272156	0.0194286134729806	0.0132814111740419	0.0260963416320684	0.028129155290697	0.0154431997488438	0.0241799445934131	0.0167012732954508	0.02140326447802	0.0184640308195628	0.00850331575552379
OM4_C_1D_1	0.0182871913028949	0.00799681177358911	0.00683514700281148	0.0145914781083933	0.0119190430428439	0.010695801646686	0.0132428647120813	0.00844833675247078	0.0162303386047694	0	0.0107469860816687	0.0117634747463617	0.015650442153833	0.00670659541993286	0.0139706838822636	0.0103139065992313	0.0228442693420953	0.0223111708781395	0.0127071309503711	0.011334873887752	0.0200976830100388	0.00828133293412524	0.0168608073905816	0.0218400217408416	0.0165428953148681	0.015637556327454	0.0150049595980352	0.0119104039826724	0.0114253209805479	0.016037974775678	0.0127597013611387	0.0162967579408744	0.0127628098177246	0.00783551955300996	0.0185197935713498	0.0122281055076548	0.0127981286065342	0.0144736130483975	0.0122041563776043	0.00733532371037985	0.0161163967763108	0.00826809985574185	0.00957991413309882	0.0123251857405987	0.0140183147573909	0.0103993704196008	0.0154935873469419	0.0063684501744522	0.00422413614179406	0.00562099628788692	0.0204890770017308	0.0167567840552424	0.0178108272664869	0.0314035160262763	0.00619863117988855	0.0149303056108982	0.0293189394350076	0.00995178356935134	0.0183728972027808	0.00721733099473596	0.00852508391683133	0.029261020133735	0.0126970697612757	0.00880099593562843	0.0272169014940633	0.0161706968843337	0.0106764887866316	0.0192118866912693	0.0161409486089191	0.0146981656075318	0.00389237014570446	0.0138701320670666	0.014118098330524	0.0172537450105518	0.00868098041683691	0.00588768307241745	0.0130435987026244	0.00472742013619273	0.00781155003023927
