	OM4_B_B	OM4_C_1A	OM4_C_1C	OM4_C_1D	OM4_C_1E	OM4_C_1F	OM4_C_1G	OM4_C_1H	OM4_C_2A	OM4_C_2B	OM4_C_2C	OM4_C_2D	OM4_C_2E	OM4_C_2F	OM4_C_2G	OM4_C_3A	OM4_C_3B	OM4_C_3C	OM4_C_3D	OM4_C_3E	OM4_C_3F	OM4_C_3G	OM4_C_3H	OM4_H_4A	OM4_H_4B	OM4_H_4E	OM4_H_4F
OM4_B_B	0	0.00508411002155428	0.0344714682418857	0.195145818282725	0.100402465945382	0.106290333810145	0.0839391178673019	0.0221917423974251	0.0103847441473363	0.0374004773508073	0.0740263756497362	0.0624986049228264	0.0495108809884112	0.0883346661698288	0.0436079678404597	0.0190569243893715	0.0412356308471012	0.166645556739736	0.0604887006219523	0.085013901589562	0.0665856285489486	0.110948599790493	0.0487701256321841	0.0482902759735181	0.0149964437590477	0.0380439558744898	0.181521357893681
OM4_C_1A	0.00508411002155428	0	0.0318313948477094	0.195824875215745	0.0998718510890352	0.106419174024672	0.0849736329207202	0.0198458885573708	0.0106428280953846	0.0357254214476194	0.0719375843648006	0.0605080690610841	0.0470066563211271	0.0867334968606548	0.0411693227754999	0.0168904405056927	0.0420711316547941	0.167767152853188	0.0585641911337655	0.0837335134455022	0.0647302283759747	0.109459065450016	0.0468317141559956	0.0466489118845632	0.0137507140696477	0.0356587801215679	0.182245546276041
OM4_C_1C	0.0344714682418857	0.0318313948477094	0	0.188468791386537	0.0835262907125491	0.0967698131932661	0.0852267051869971	0.0144026572474312	0.0310358463734577	0.00949800174623082	0.0442559461792271	0.0342287926759625	0.0179564657470049	0.058577545577012	0.0153669369106294	0.0157115372947235	0.0441496108311319	0.164980367290182	0.0320883481703008	0.0586695215755647	0.0366073299462265	0.0842411312389731	0.021772774513311	0.0190546096731728	0.0282225850353962	0.0112571742185071	0.175608352365448
OM4_C_1D	0.195145818282725	0.195824875215745	0.188468791386537	0	0.11097571034701	0.0933884112010483	0.113842412055543	0.186787006420237	0.185605588145774	0.188321461986415	0.159969540216454	0.162544271513988	0.176394502107106	0.155116626414294	0.179271154288826	0.191450516410865	0.155262359838226	0.0383261207202895	0.163568032776629	0.145570396781084	0.164353750661156	0.133843507801366	0.169268156963449	0.17408272274938	0.203529934061414	0.179558578698274	0.0181733566515561
OM4_C_1E	0.100402465945382	0.0998718510890352	0.0835262907125491	0.11097571034701	0	0.0278818381368078	0.0496217225402203	0.0852722352405443	0.0908161720415716	0.0838286193529213	0.0508369747055521	0.0534501160790667	0.0692618694208866	0.0487389497536688	0.0720895959863197	0.0906005403366641	0.0637228965376479	0.0955112732703728	0.0549345274371888	0.0372109303259435	0.0557461263432401	0.036275163206971	0.0627561448799709	0.0677120389119967	0.104768338475371	0.0743178597273101	0.0989124823971727
OM4_C_1F	0.106290333810145	0.106419174024672	0.0967698131932661	0.0933884112010483	0.0278818381368078	0	0.0350033278292661	0.095232884160094	0.0963726580202288	0.0972037186171661	0.071735127942281	0.0719591539763118	0.0850767868114113	0.0721767955099304	0.087530041449249	0.100350768348294	0.0661605164772711	0.0723886840775681	0.0727679569438165	0.0601729857987232	0.0753847090126577	0.0612712297697325	0.0779714808586751	0.0831058015158989	0.113441278011741	0.0882579148010789	0.0803904534521569
OM4_C_1G	0.0839391178673019	0.0849736329207202	0.0852267051869971	0.113842412055543	0.0496217225402203	0.0350033278292661	0	0.0792459876320883	0.0746532495738544	0.0865311930166816	0.0769655666816803	0.0716056415117037	0.079309974373254	0.0830775586341527	0.0788553471256858	0.083690043856145	0.0441932102989898	0.0837935453876361	0.0716787110203104	0.0712748119557374	0.0768393617858892	0.0832252363500435	0.0714028165109903	0.0766212669121268	0.0943896487972097	0.0773093406151852	0.0994329461279146
OM4_C_1H	0.0221917423974251	0.0198458885573708	0.0144026572474312	0.186787006420237	0.0852722352405443	0.095232884160094	0.0792459876320883	0	0.0179487642210161	0.0195262080299105	0.0530538088772313	0.0417474831164373	0.0283109654267326	0.0679891833622105	0.0221201334562283	0.00688048508936494	0.0360436498493259	0.161082338043302	0.0397422220109334	0.0653644913313806	0.0460373032213021	0.0913762541910068	0.0286368392643484	0.0281465670471901	0.0210140393366627	0.0180809705408288	0.173435306201505
OM4_C_2A	0.0103847441473363	0.0106428280953846	0.0310358463734577	0.185605588145774	0.0908161720415716	0.0963726580202288	0.0746532495738544	0.0179487642210161	0	0.034385703998405	0.0665469076384601	0.0549913855281785	0.043382434473088	0.081009240925485	0.0380751097806413	0.0173931369552266	0.0318300654990463	0.157441848087413	0.0530233755219122	0.0768679588588801	0.0595319117221982	0.102475171119483	0.0414704441328126	0.0421489515948762	0.0212765774289746	0.0322466211234283	0.17206601900542
OM4_C_2B	0.0374004773508073	0.0357254214476194	0.00949800174623082	0.188321461986415	0.0838286193529213	0.0972037186171661	0.0865311930166816	0.0195262080299105	0.034385703998405	0	0.0443919767955066	0.035376619361863	0.0198348836751281	0.0566994029492606	0.0197355370803575	0.0190551502955723	0.0461645590174727	0.165164137713026	0.032721896853544	0.0573809613384995	0.0356162315512184	0.083477842346281	0.0229031513178639	0.0171373202879526	0.0300185442882605	0.016025855831487	0.175836405785315
