	OM4_B_B	OM4_C_1A	OM4_C_1C	OM4_C_1D	OM4_C_1E	OM4_C_1F	OM4_C_1G	OM4_C_1H	OM4_C_2A	OM4_C_2B	OM4_C_2C	OM4_C_2D	OM4_C_2E	OM4_C_2F	OM4_C_2G	OM4_C_3A	OM4_C_3B	OM4_C_3C	OM4_C_3D	OM4_C_3E	OM4_C_3F	OM4_C_3G	OM4_C_3H	OM4_H_4A	OM4_H_4B	OM4_H_4E	OM4_H_4F
OM4_B_B	0	0.0177282063933095	0.0463494516043137	0.0235848170422257	0.0395145230045382	0.0270958449295863	0.013629577820503	0.019691790204711	0.0359373374155942	0.0274550030388266	0.0510954676684664	0.0306148532473174	0.0408363840417101	0.0151208653404156	0.0285153655679891	0.0322218420826844	0.034109121655866	0.0527522218138966	0.0317098984466819	0.0387186195302266	0.0663529954755169	0.0164577823679436	0.0213720776148667	0.0255015704902478	0.0562835800171899	0.0336975205964366	0.0446556485632233
OM4_C_1A	0.0177282063933095	0	0.0297218718478258	0.00702836403850166	0.0226513476932311	0.0125277135403548	0.00733587201326658	0.00597660100285676	0.0191019924771492	0.0108911306875536	0.0346560142522706	0.0138995648324276	0.0246795411621384	0.0178111556959529	0.0124444042609297	0.0156126373294046	0.0177619825197194	0.0356624016107338	0.0150917665630267	0.0220070848580907	0.0503854631092586	0.014760656366383	0.00981177618673557	0.00896217636524599	0.0392896254117117	0.0172239853422957	0.0280916052793121
OM4_C_1C	0.0463494516043137	0.0297218718478258	0	0.0255837872530533	0.00869599057156122	0.0197008995827028	0.0362220644298468	0.0298776869586131	0.0121170122562848	0.0195401346777067	0.00828220147386277	0.0160259348314491	0.0069774699765469	0.0449374888951301	0.0179421041980825	0.0160488040187384	0.012248146962652	0.00819380193091019	0.0147334942688302	0.007818403951982	0.0212243229543748	0.0400483063599963	0.029968018675121	0.0216815106660102	0.0125321898524711	0.0130868025838187	0.00225221684295745
OM4_C_1D	0.0235848170422257	0.00702836403850166	0.0255837872530533	0	0.0175891544057573	0.0123106401420943	0.0111330273225859	0.00461510029002	0.0139329273145261	0.010083974451379	0.0314925804038668	0.0101959991060419	0.0202325153187243	0.0196018044979738	0.00968637797142724	0.0101952102948806	0.0145105875855076	0.0316075003411946	0.0120855810968819	0.0183938101089962	0.0467474733282737	0.0153615298199352	0.00677479601601405	0.00921446282618521	0.0355804671095859	0.0147532147896016	0.0237801555637399
OM4_C_1E	0.0395145230045382	0.0226513476932311	0.00869599057156122	0.0175891544057573	0	0.0146426865093062	0.0285362633740802	0.0218375916382403	0.00371415385801645	0.0139763602179515	0.0162329472096881	0.00910313116494515	0.00422219255170321	0.0366661826748594	0.0113414980196155	0.00773127198613817	0.00707757396713933	0.0155133430642433	0.00888192335665942	0.00546606441052113	0.0297369772077976	0.0317072508607662	0.0216283598247464	0.0159237646393397	0.0200217159505216	0.00901554609055572	0.00670594606288864
OM4_C_1F	0.0270958449295863	0.0125277135403548	0.0197008995827028	0.0123106401420943	0.0146426865093062	0	0.0194014413249717	0.0148650766217569	0.0120644899166933	0.00511363278761931	0.0244436303480292	0.00664349485992348	0.0148833183235529	0.0290585086239472	0.0045578761565408	0.0103779884483956	0.00786748864280905	0.0264678615143459	0.0063078223618265	0.0123747324216904	0.0392930089211384	0.0247019465798299	0.0160924113353628	0.00598193610558232	0.0300913772213455	0.00760093333867748	0.0181835882411189
OM4_C_1G	0.013629577820503	0.00733587201326658	0.0362220644298468	0.0111330273225859	0.0285362633740802	0.0194014413249717	0	0.00712105620809182	0.0248568162343197	0.0180933847622492	0.0415981336419112	0.0202996217816506	0.0307899866200633	0.0106462184327578	0.018908729493547	0.0210289269595127	0.0244285773401214	0.04222342055292	0.0218378378642862	0.0286937977373453	0.0571683026442853	0.00885356747642441	0.00993606715181972	0.0162428556333031	0.0459771058585929	0.0242179865959932	0.0344626831713302
OM4_C_1H	0.019691790204711	0.00597660100285676	0.0298776869586131	0.00461510029002	0.0218375916382403	0.0148650766217569	0.00712105620809182	0	0.0181345864991114	0.0135000415616054	0.0358614788341446	0.014182563852218	0.024207022662228	0.015196131428054	0.0130973660202983	0.0142104135606702	0.0184707576716391	0.0361270524822026	0.0160583249964598	0.0226562917700511	0.0510031312690269	0.0109605233514379	0.00429637507201804	0.0121950064549714	0.0401169082306276	0.0187580398592816	0.0280103899136418
OM4_C_2A	0.0359373374155942	0.0191019924771492	0.0121170122562848	0.0139329273145261	0.00371415385801645	0.0120644899166933	0.0248568162343197	0.0181345864991114	0	0.0112133395131823	0.0192550850685278	0.00592008205486156	0.00673172438917435	0.0329917191567604	0.00818948509464908	0.00404009082172682	0.00557735612107336	0.0188857754003441	0.00643244185734641	0.00667467002314899	0.033275100755585	0.0280533187758418	0.017980317006957	0.0129826045268928	0.0232852536357172	0.00771669411334812	0.0101320228316707
OM4_C_2B	0.0274550030388266	0.0108911306875536	0.0195401346777067	0.010083974451379	0.0139763602179515	0.00511363278761931	0.0180933847622492	0.0135000415616054	0.0112133395131823	0	0.0238904711955607	0.00565707608840642	0.0154933796612385	0.028173084442814	0.00510252024843856	0.00952797453417374	0.0079194002661152	0.0253562205958361	0.00532023984328973	0.0117274357169782	0.0397114085167222	0.024220040411927	0.0156469282056367	0.00215942759926852	0.0288584854973637	0.00655488755354036	0.0181759897304109
