	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_1	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1D_1	OM4_C_1D_2	OM4_C_1D_3	OM4_C_1E_1	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1F_3	OM4_C_1G_1	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_1	OM4_C_1H_2	OM4_C_1H_3	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2B_2	OM4_C_2B_3	OM4_C_2C_1	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2D_3	OM4_C_2E_1	OM4_C_2E_2	OM4_C_2E_3	OM4_C_2F_1	OM4_C_2F_2	OM4_C_2F_3	OM4_C_2G_1	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_2	OM4_C_3A_3	OM4_C_3B_1	OM4_C_3B_2	OM4_C_3B_3	OM4_C_3C_1	OM4_C_3C_2	OM4_C_3C_3	OM4_C_3D_1	OM4_C_3D_2	OM4_C_3D_3	OM4_C_3E_2	OM4_C_3E_3	OM4_C_3F_1	OM4_C_3F_2	OM4_C_3F_3	OM4_C_3G_1	OM4_C_3G_2	OM4_C_3G_3	OM4_C_3H_1	OM4_C_3H_2	OM4_C_3H_3	OM4_H_4A_1	OM4_H_4A_2	OM4_H_4A_3	OM4_H_4B_1	OM4_H_4B_2	OM4_H_4B_3	OM4_H_4E_1	OM4_H_4E_2	OM4_H_4E_3	OM4_H_4F_2	OM4_H_4F_3
OM4_C_1E_1	0.0334197825357075	0.032829939279814	0.0269337337627195	0.0386191853052404	0.00997691920038815	0.0330372469093671	0.037053071539616	0.00348002801535888	0.0376232804747954	0.0421829675997151	0	0.0385779533718193	0.0455158660229351	0.00291751232718488	0.038088288760078	0.0521427600517074	0.0110678790462205	0.0340874428124726	0.0457070876781292	0.00942725392189877	0.0343045713259936	0.0452677182861209	0.0185125200365811	0.0435502704818481	0.0343908050594844	0.0184209535970237	0.044242765154195	0.051295702339919	0.0141391247985629	0.0341120634896475	0.0343119606857794	0.0206541528293585	0.034672924116319	0.0426353353404476	0.0140935649113883	0.0378337484901003	0.0483978466782129	0.0225757129297958	0.0432053315484061	0.045389848924166	0.00922231664307706	0.0411884251730289	0.0145907190898351	0.041619677768739	0.0659413630349486	0.0319313809808321	0.047781182548985	0.0374691900382601	0.0246672658133499	0.0433553244512957	0.0376774839557725	0.0206797821830648	0.0363516379718808	0.0464901935270421	0.0431045427081882	0.0408237043186857	0.0225477641209554	0.0413377945981437	0.0465649315481295	0.0203751206811126	0.0343430244788523	0.0300289675369178	0.0247933193918773	0.034519314485359	0.0467088811217685	0.0167903053916325	0.0454229376729872	0.0503663951978697	0.0365794695920724	0.04556456061704	0.0319110029415111	0.0333501345537733	0.0414572143052628	0.0420359121851367	0.0414471156286304	0.0442866209157275
OM4_C_1E_2	0.00624008634245924	0.00882860716590996	0.013354413108616	0.00539195455315696	0.033706775961092	0.00691713226437834	0.00501650342880733	0.0359975119518684	0.00249187846904523	0.00463061173209934	0.0385779533718193	0	0.00846384331334975	0.0358796871173841	0.00406507344834401	0.0138292139203866	0.0362161951785845	0.00641316415255918	0.00817109364890717	0.0474950323232621	0.00510984845631377	0.00840045031539295	0.0202911641880511	0.00554250475735492	0.0104422331319354	0.0208447983889648	0.00728903970138983	0.0152693817961966	0.0249982433839683	0.00645222912136701	0.00437569967767678	0.0221758818362521	0.0124278148922547	0.00425949561878671	0.0258429644624799	0.002347877143831	0.0106519137913075	0.0165658902395082	0.00598489962421205	0.00744790364757123	0.0333587206329034	0.0040129688651733	0.0263948731704527	0.00603501061729414	0.0300564442581333	0.0140266508860916	0.0114459305083522	0.00617214654504019	0.0145292763089567	0.00729072546775593	0.00446908803769905	0.0181758253312327	0.00317360965176736	0.0107366579615112	0.00529779158024755	0.00959448201318792	0.0176921061563	0.00620766400355307	0.00942106351802488	0.0287840458935663	0.0302519735342534	0.0248165108417587	0.0146347306846739	0.005507469492115	0.0092679361274013	0.0243151563093673	0.00772397266310481	0.0129247981336703	0.00898234228800642	0.0107644349179496	0.0134413405609749	0.00858691183399171	0.00322983158379457	0.00909587200005437	0.00348850249914131	0.00902301377674763
OM4_C_1E_3	0.0121932527025867	0.0166708160155583	0.0201183610831599	0.00921351797693337	0.0413783571122812	0.0147349804115	0.012099259135216	0.0426745056504559	0.00957083131513265	0.00423299933637608	0.0455158660229351	0.00846384331334975	0	0.0429078453933308	0.0103259925065846	0.00730943468107618	0.0419035299272317	0.0123026026051824	0.00500888574025271	0.0545800096791082	0.0133373581749889	0.00103590738989451	0.0276386658022763	0.0050812345933608	0.0184168249521097	0.0275694299869244	0.00492277497865195	0.00723707964984956	0.0319661185491698	0.0114599590614197	0.0125151870952738	0.0300497293392865	0.0196959268175139	0.00553862563138465	0.0331403045129044	0.0081965538741912	0.0101956238792186	0.0230915180717592	0.00423242951341067	0.00532512270091447	0.0399704928216627	0.00791939391203446	0.0322390101960459	0.00400629170029551	0.0225001731798621	0.0163675479333697	0.00491458499063984	0.0116357970128672	0.0212077028223547	0.00286833980343142	0.0122190575692577	0.025304828061236	0.0115651380964092	0.00831175768908214	0.00611834830895942	0.0129016700975286	0.0257329977426818	0.0110786141074775	0.00134167737818379	0.0368039502192519	0.0378843503127423	0.0328152927270771	0.0210322121315381	0.0116745004572386	0.00388979976761169	0.0299987122721663	0.00555107969549368	0.00612363471287004	0.0102353366671863	0.00705485370098752	0.0207950409050566	0.0144822880862736	0.00636298094476847	0.0100989085451889	0.00640409866331042	0.0103462879285014
OM4_C_1F_1	0.0307705812271389	0.0299723245636736	0.0241244089595716	0.0358580998305909	0.0077691338918658	0.0302271766297673	0.034234580688173	0.00308455370097276	0.0349874071074672	0.0395614707063273	0.00291751232718488	0.0358796871173841	0.0429078453933308	0	0.0354886838555071	0.0494959672118771	0.011422060829506	0.0313579383413398	0.0431263329904262	0.0121218082464093	0.031532677912062	0.0426844988898807	0.0157145376512877	0.0408216701259056	0.0315482745345241	0.015693178099883	0.041514569954671	0.0488166189923482	0.011805103884865	0.0315380888021503	0.03160750812387	0.0177696395366173	0.0317741425252674	0.0399182921578323	0.0111824165606913	0.0351977942588792	0.0456372919031656	0.0200722210591577	0.0406206588366287	0.0427745407136791	0.00867160269223499	0.0384167976927269	0.0125481801959237	0.0390120643733342	0.0635818439948919	0.0296668982086158	0.0452830595627843	0.0346504761537204	0.0219522478294799	0.0408002166229689	0.0349683414515558	0.0179066510518188	0.0336033792752465	0.0437072395555314	0.040354235208099	0.0379626970934993	0.0198976117193279	0.0385142503064084	0.0439746994222717	0.0178471361886435	0.0318822730848833	0.0273886637388937	0.0221178160033586	0.0317987838150687	0.0441387052413725	0.0146921163951186	0.0426735434892963	0.047676402042395	0.0340681085319475	0.0428497468024293	0.0290001880710928	0.0305534315559883	0.0387324184775296	0.0392355626077172	0.0388045920877106	0.0414482319182145
OM4_C_1F_2	0.00777951605446991	0.010641583620808	0.0148624546337738	0.00936730079163243	0.033623329967461	0.00884258295336787	0.00813353360386771	0.0355321346080737	0.0018770823276618	0.00611329156274795	0.038088288760078	0.00406507344834401	0.0103259925065846	0.0354886838555071	0	0.015025819638738	0.0353066150955685	0.00911150990360616	0.00816584301289338	0.0467250578637467	0.00673223833539048	0.00988529434938602	0.0202634185615422	0.00862078530596012	0.0113818023987174	0.0212062073317259	0.0106625386976976	0.0160149515427343	0.0241483215957178	0.00733362637948849	0.00510507359655866	0.0227325038132595	0.0143654342623568	0.00713372305290391	0.0260723075148905	0.0040983260182205	0.0119407785702975	0.0161218756337628	0.00648709506669848	0.00766491469293593	0.0321551158903951	0.0076526756535915	0.026310664287154	0.00842650482922452	0.0299852709876689	0.0145712164723371	0.0116502834231497	0.00990579463393209	0.015222083337759	0.00847948908210925	0.00401085845829679	0.0184185036600676	0.00507375563941808	0.0143292610532037	0.0085926465144404	0.0134347572745277	0.0167363279048614	0.00903265271076649	0.0109029406408721	0.0292649686021276	0.0310622298961152	0.0254058209142571	0.0153541797993137	0.00815420496854127	0.00969663688041779	0.0241913968767454	0.0107859587923789	0.0153960339366823	0.0108959070237513	0.0143296268252572	0.0154328979159524	0.0115105802897107	0.00655910533501499	0.013143263879837	0.00424315649197798	0.0125460004893128
OM4_C_1F_3	0.0189125974249199	0.0217040911656953	0.0265209366341086	0.0150324146727519	0.0474814534399156	0.0202789723242474	0.0168957164002631	0.0494183032788227	0.0148924647444845	0.0100272729221437	0.0521427600517074	0.0138292139203866	0.00730943468107618	0.0494959672118771	0.015025819638738	0	0.0487980692889945	0.0187924600190827	0.00730144638282681	0.0610820882614962	0.0187083602235354	0.00758697226784332	0.0340162575831799	0.00931658671216395	0.0223112433433681	0.0342699760476255	0.00942756858108553	0.00694135711482928	0.0384498529857651	0.0183251059224273	0.0181809329718302	0.0357090658221848	0.0236177704189948	0.00995377775157426	0.0395256995801408	0.0143504625700827	0.00844502237729243	0.0297702813032048	0.00928272129413014	0.00745203912348132	0.0464994093461359	0.0122041475565976	0.0392583569146096	0.0111945847593481	0.0179036944701336	0.023603170179088	0.00691930617853881	0.0168437934522235	0.0278745823725612	0.00956523788485349	0.016217913719693	0.0317995322338113	0.0166184418849197	0.0105128757120664	0.0100970417571197	0.0166351781922355	0.0313574163995112	0.0139875381372542	0.00636330807752759	0.0420321549034459	0.0410108934599699	0.0365974104405539	0.0278105486503032	0.0181245006247738	0.00620775438725217	0.0370361412730293	0.00832579238398857	0.00526935071865908	0.017539709871728	0.0110223255763253	0.0254783493570974	0.0206109964857083	0.0111684520690967	0.0144225275246033	0.0110121115041828	0.0125574230749067
OM4_C_1G_1	0.0306593578960533	0.0327915801685145	0.0263888513581972	0.0366879964182005	0.0185417642778659	0.0321320999894738	0.0360506037713077	0.00847340932832596	0.0349189317052415	0.0389093817953851	0.0110678790462205	0.0362161951785845	0.0419035299272317	0.011422060829506	0.0353066150955685	0.0487980692889945	0	0.0320290708849282	0.0421755147610738	0.0169907144306167	0.0329925920065186	0.0414849972793487	0.019019677277252	0.0411407489095874	0.0350369626367408	0.0181443826178819	0.0417436951380104	0.0465955750047715	0.0130773383577495	0.0307121852895055	0.0323216984605031	0.0244340789545573	0.0360170213875668	0.0402051056538468	0.0175256456640526	0.0348712067719443	0.0466619129542773	0.0198055290463654	0.0396672105126982	0.0421761389867867	0.00687846502595773	0.0393792616599108	0.0113918664185196	0.0381108500639039	0.0603790284633796	0.0266928368236733	0.0434040702044956	0.036321386407931	0.0232239698086796	0.0394307244811832	0.0360763999870921	0.0203845421154212	0.0347314466168874	0.0445829701475168	0.0409503442348986	0.0402961217712994	0.0228712184863139	0.0403983477287504	0.0427990756161414	0.0271549449884667	0.0406745521322403	0.0352058954137141	0.0229818176266997	0.0323482393863847	0.0429442940135034	0.0129017577687594	0.0431461806162337	0.0473207246084824	0.0325868072754124	0.0429867659841335	0.0334011661038492	0.03216452794473	0.0391422707859837	0.040560811738546	0.038559596533286	0.0432119831010245
OM4_C_1G_2	0.00282627675411993	0.00682443106746926	0.00782889905386755	0.00468398824801107	0.0294067988634493	0.00449249000854067	0.00564016888785408	0.0314202515674466	0.00733804590141665	0.00961401393998593	0.0340874428124726	0.00641316415255918	0.0123026026051824	0.0313579383413398	0.00911150990360616	0.0187924600190827	0.0320290708849282	0	0.0138504903626389	0.0432899026118839	0.004893816095734	0.0124080234192763	0.0159444765947389	0.00983799532136869	0.0106988844799204	0.015781296969157	0.0101921277155741	0.0191686678909015	0.0212094150081731	0.00466397492769916	0.00503677393474856	0.0181348288763398	0.0112774648339441	0.00930621656866494	0.0211010358947696	0.00603635026588761	0.0161646049549397	0.0126276405489833	0.0111963228510428	0.0133585190511084	0.0297109690911314	0.00793584877034445	0.0214444017581403	0.00856318179228177	0.0346390975212249	0.0105209035520603	0.0160337860858279	0.00486015831642727	0.00943713419463888	0.0110602171952876	0.00894741180386706	0.0135243872917645	0.00579653500138351	0.0126960645904493	0.00946116573412511	0.00921355264855352	0.0153104589447224	0.00970682864893059	0.0135510660180413	0.0251148536669174	0.0287357346700866	0.023046167423134	0.00941844416457109	0.000966866532028092	0.0144521198051417	0.0194692954883223	0.0115366327242413	0.0163894893153414	0.00659165132281497	0.0118243067469069	0.0106488966132056	0.00301776363753874	0.00816802795764047	0.00887046284962585	0.00959426598362188	0.0113911125172611
OM4_C_1G_3	0.0131898381655455	0.016845217147319	0.0212731438087662	0.0114484404609438	0.0414451200941154	0.0150838662839387	0.012549510396109	0.0429889700470776	0.00836052179047157	0.00431296444036599	0.0457070876781292	0.00817109364890717	0.00500888574025271	0.0431263329904262	0.00816584301289338	0.00730144638282681	0.0421755147610738	0.0138504903626389	0	0.0544838930322381	0.0132007049913209	0.004445047704315	0.0278497530263084	0.00655483675516997	0.0175848700612735	0.0283287018098137	0.00805325634999629	0.00861675337369874	0.0317841475424268	0.0123262443660586	0.0121117742658303	0.0302165495844327	0.0197444536973293	0.00601552878818961	0.0335936511693911	0.00825697885821144	0.00844791204588542	0.0232975951033613	0.0028480250275541	0.00133300267867254	0.039648488442145	0.00863850619071692	0.0330899541048854	0.0070037648353349	0.0221462782727816	0.018199481407671	0.00445733508146746	0.0131939232978003	0.022046277462702	0.0048303527192662	0.0103680017561196	0.0257642492044267	0.0110800109000063	0.0114738876440784	0.00734565170575305	0.0148880148982314	0.0248367626381904	0.0109185891940825	0.00456397856080978	0.0367597523474984	0.0372280143612785	0.0321326379312341	0.02199998339978	0.0129969853061508	0.00190821016092507	0.0308446459008928	0.00757075249400631	0.00920177196783013	0.0129000459931319	0.0113885714518778	0.0212901487146025	0.0162337244217949	0.00688263959144102	0.0131286069699481	0.00475052866194358	0.0118546468352438
OM4_C_1H_1	0.0425418810761732	0.0416754702797968	0.0361688406334231	0.0478120788189321	0.0168304351213673	0.0420069996476306	0.0460084551858509	0.0124847611829007	0.046412833530514	0.0511288049897838	0.00942725392189877	0.0474950323232621	0.0545800096791082	0.0121218082464093	0.0467250578637467	0.0610820882614962	0.0169907144306167	0.0432899026118839	0.0544838930322381	0	0.0431959044610852	0.0542912297675636	0.0275425450385071	0.0525917817618346	0.0428295143600071	0.0277474820421924	0.0533958369103829	0.0602520653153269	0.0227796264800106	0.0431786288909562	0.0431828249407577	0.028975207659384	0.043219578516863	0.0516151570135375	0.0230771332216776	0.0467879145408293	0.0571102753072416	0.0315727510666353	0.0520750612894856	0.0541669461367605	0.0159753962490239	0.0501861131639568	0.0237384895752333	0.0507360290386806	0.0746096048939392	0.0410009228915754	0.0566339244771323	0.0465863147000687	0.033908984309741	0.0523518784833355	0.0462751490765532	0.0298372370698788	0.045201203744253	0.0556887673912548	0.0521362432366446	0.0499097988889178	0.0307877064094512	0.0501724288206562	0.0555896776295552	0.0271306203722079	0.0402968098224316	0.036836473807274	0.0340679966224189	0.0436800826046608	0.0555639754602765	0.0258993308571332	0.0544997698584339	0.059523450717149	0.0458033222137042	0.0548517315650451	0.0405960677629624	0.0425799049109436	0.0504450183926847	0.0512644386855004	0.0502734711224924	0.0533154226381225
OM4_C_1H_2	0.00534308896321406	0.00407781443893397	0.00913020569363196	0.00665587334317923	0.0288683455921108	0.00216135864380157	0.00352354771670857	0.0319071789151955	0.00552662155283429	0.00968728059892269	0.0343045713259936	0.00510984845631377	0.0133373581749889	0.031532677912062	0.00673223833539048	0.0187083602235354	0.0329925920065186	0.004893816095734	0.0132007049913209	0.0431959044610852	0	0.0133471919168472	0.0158395886405345	0.00984047890215398	0.00653205605275486	0.0166841580336889	0.0111839694554563	0.0202804219470051	0.0211035725206075	0.00680010054957711	0.00224524038540211	0.0171119537282302	0.00852228554580001	0.00882391447890609	0.0211878539222607	0.00599089125229622	0.0142257762522445	0.0132290755250052	0.0110383422605009	0.0124125384312037	0.0297142350522512	0.00714819948463596	0.0229094531167836	0.0103221338520233	0.0351616480727541	0.0140176379459626	0.0164997490692833	0.00542926837936422	0.0106439581455457	0.0121047456143728	0.0048864091465143	0.013852057708276	0.00224647932425619	0.0137478956946789	0.0092288712208006	0.00953852102074519	0.0133141653003833	0.00743742264134573	0.014400540856273	0.0236778216877946	0.0258577206087308	0.0201491124772175	0.011000140125067	0.00437333972394617	0.0143734278192489	0.0210464927877626	0.0117132782376494	0.0173507516986879	0.0105287122310528	0.0139879286646822	0.0089166031219026	0.00585522077538372	0.00763697118978907	0.0105468180662821	0.00845319099813745	0.0109817585130674
OM4_C_1H_3	0.0120616896263138	0.0168347267483652	0.0201798706148827	0.00964130301896955	0.0412773261911204	0.0148269873843133	0.0123659409748606	0.0424093917193543	0.0092457136128799	0.00392354473465831	0.0452677182861209	0.00840045031539295	0.00103590738989451	0.0426844988898807	0.00988529434938602	0.00758697226784332	0.0414849972793487	0.0124080234192763	0.004445047704315	0.0542912297675636	0.0133471919168472	0	0.0274795986644819	0.00563794537400481	0.0185517455087373	0.0274437008594366	0.00577558793809046	0.00697972296076955	0.0316341320877832	0.0111802042968414	0.0123648457408919	0.0300839269470707	0.0200173912257271	0.00584391799217358	0.0330517914172368	0.00794736930738344	0.0105517615480735	0.022780931540015	0.00360797498807128	0.00496420269600496	0.0395537903547649	0.00832343674778533	0.031983624499373	0.00401492228649043	0.0222701379252321	0.0160212492112462	0.00416635945730045	0.0120539847692698	0.0211035201264769	0.00212312023709267	0.0120767560714174	0.0251707600843521	0.0115550910852721	0.00930277068738222	0.00666502844007495	0.0136019545376553	0.0254774757709126	0.0114872084010314	0.00132037714209099	0.0368822303229833	0.0381587314275228	0.0329966470139021	0.020916364297174	0.0117367314761046	0.00330315523111112	0.0297203866302072	0.00635916822628447	0.00698690856722062	0.0101159732157288	0.00802463718451408	0.021089959293837	0.0147376847024187	0.00661840499892713	0.0108939394169629	0.00611976578939775	0.0111155629350053
OM4_C_2A_1	0.0154920073897636	0.0144705905286944	0.00901544170722675	0.020382024553634	0.0140077574637873	0.0145385268909957	0.0185641766126828	0.0162365112318394	0.0195939797488222	0.0241905357925897	0.0185125200365811	0.0202911641880511	0.0276386658022763	0.0157145376512877	0.0202634185615422	0.0340162575831799	0.019019677277252	0.0159444765947389	0.0278497530263084	0.0275425450385071	0.0158395886405345	0.0274795986644819	0	0.0252055646693521	0.0165340548684884	0.00334001737449839	0.0260032254238673	0.0339680744460086	0.0067858855499934	0.0165429506046075	0.0160254270627269	0.00733278189301848	0.0170957012221092	0.0242952367194006	0.00596341343223175	0.0198069150182768	0.0300036972516197	0.00646268118316321	0.0253551632076764	0.0273894984380026	0.0153079617417569	0.0227338032690191	0.00947754423636859	0.0238198740892566	0.049021926347868	0.0169966863838421	0.030320331038887	0.0191134137268202	0.00690026595101184	0.0257064741399425	0.0195116500240516	0.00258804908031884	0.0179399337245098	0.0282731946861978	0.024703889120812	0.0226846061066912	0.00651903252577076	0.0228730630286157	0.0287364873529266	0.0137302578006841	0.0243635132796203	0.0181716775994123	0.00740728491522802	0.0163251546409527	0.0288995085894533	0.0088743756775361	0.0270574373465483	0.0322444598093223	0.0196530305406576	0.0276534105082674	0.0144822179750265	0.0152538183138516	0.0230979591047485	0.0239489743165537	0.0233559337322607	0.0258915798557421
OM4_C_2A_2	0.0105320658872032	0.012606425823041	0.0173823818256364	0.0059485482013665	0.0384785742066046	0.0111469383648359	0.00776280037634659	0.0409336490858607	0.00759292396293746	0.00425045603183736	0.0435502704818481	0.00554250475735492	0.0050812345933608	0.0408216701259056	0.00862078530596012	0.00931658671216395	0.0411407489095874	0.00983799532136869	0.00655483675516997	0.0525917817618346	0.00984047890215398	0.00563794537400481	0.0252055646693521	0	0.0139583218671768	0.0254569925904443	0.0024334201841553	0.0119836767426991	0.0302054226761165	0.0106218967704737	0.00974658924212247	0.0265627363009187	0.0149769858709699	0.0015140028476672	0.0305129298743823	0.00666639355848195	0.00743306040261284	0.0215960177509413	0.00543595126987604	0.00573821573155442	0.0386080111068016	0.00312318512921494	0.0310126771901225	0.00511669616191614	0.0265390829968586	0.0171242626338899	0.00920143161128285	0.00758053974300933	0.01907916537545	0.00607959956404719	0.00881696563828366	0.0229613445341218	0.00801115186512039	0.00588251361292775	0.00104582268122218	0.00845381945074513	0.023009858587828	0.00606644279641063	0.00603511332362802	0.0329658903237984	0.0330669098409471	0.0282453498034777	0.0191073812292938	0.009220033026726	0.00684561593044378	0.0289243328701304	0.00224182501993331	0.00759890703042508	0.0107758050994748	0.00647126280990529	0.0164231541467613	0.0114055004974838	0.00234670702889453	0.00667690021335529	0.00483848979773154	0.00575564348826837
OM4_C_2A_3	0.0116858803275565	0.00436416174916658	0.0115022627816247	0.0115432860595468	0.0274256921295251	0.00632395797549329	0.0069104160559678	0.0325300696531183	0.0109156308287027	0.0149078579158445	0.0343908050594844	0.0104422331319354	0.0184168249521097	0.0315482745345241	0.0113818023987174	0.0223112433433681	0.0350369626367408	0.0106988844799204	0.0175848700612735	0.0428295143600071	0.00653205605275486	0.0185517455087373	0.0165340548684884	0.0139583218671768	0	0.0182200070813485	0.0154515783460564	0.0253391902774298	0.0222363275630447	0.0132519487349757	0.00835581747595778	0.0151158147807947	0.00407092133302571	0.0130722528199378	0.0209785305583808	0.012049086965768	0.0156771365715924	0.0162947328534681	0.0161013960013098	0.0165051823298557	0.030782075562456	0.0108975238125157	0.0252315727397235	0.0161044353442481	0.039484010811822	0.0200652914696847	0.0215266377334293	0.00912336375336092	0.0135623375563096	0.0176995089740683	0.00770421993030894	0.0152552938403492	0.00743027738549922	0.0168903300918994	0.0130702445219153	0.0110741732014044	0.0130059244911299	0.00878301540402887	0.0193783336612973	0.0203418604384366	0.0198848835854381	0.0145731025297103	0.0142783598904333	0.0104946980886107	0.0190020845039159	0.0237989118640679	0.0153053442578997	0.0212545813582598	0.0169303852932428	0.0182513065047147	0.00604042581633458	0.00999598253278063	0.0120880103333251	0.0138409673889051	0.0131576606068443	0.0127718559134863
OM4_C_2B_1	0.0154240110724789	0.0154777771543284	0.00869106420110632	0.0202863678820095	0.0149345315090051	0.0152455691166365	0.0192005929885057	0.0158165434379683	0.0203180646283707	0.0244545810471879	0.0184209535970237	0.0208447983889648	0.0275694299869244	0.015693178099883	0.0212062073317259	0.0342699760476255	0.0181443826178819	0.015781296969157	0.0283287018098137	0.0277474820421924	0.0166841580336889	0.0274437008594366	0.00334001737449839	0.0254569925904443	0.0182200070813485	0	0.0259675474931148	0.0337701792347618	0.00766988959833298	0.0164188687454272	0.016808379892069	0.00922848281536423	0.0183829597983247	0.0246797580558988	0.00634481608868735	0.0201406345615461	0.0308789046213487	0.00648860890349495	0.0256837782526434	0.0279524726191437	0.0156201124640211	0.0231706757111728	0.00741587735523293	0.0236273410239058	0.0489813129016493	0.0156025637523176	0.030412171485547	0.0192849272368979	0.00640682490652373	0.0256667474813176	0.0207658969588765	0.00313052051519188	0.0187882890981517	0.0281458700409098	0.0250137463778925	0.0228099263429548	0.00955738158622874	0.0236837604177532	0.0287101842312154	0.0155267101035419	0.0265389608275594	0.0205176723417273	0.00655515181758085	0.0162946980243854	0.0291867292638434	0.00672660734592645	0.0272391568028553	0.0321163470527531	0.0187918641939172	0.0271823498081815	0.0155215697299669	0.0150208691021148	0.0234913303909333	0.0237095493335364	0.0239399852024994	0.0262228388582843
OM4_C_2B_2	0.0111893484875773	0.0136484324900453	0.0177767380088939	0.005876590692047	0.0392714339796802	0.012162387660154	0.00887887303634734	0.0415676034091734	0.00942851700220585	0.0056948181702411	0.044242765154195	0.00728903970138983	0.00492277497865195	0.041514569954671	0.0106625386976976	0.00942756858108553	0.0417436951380104	0.0101921277155741	0.00805325634999629	0.0533958369103829	0.0111839694554563	0.00577558793809046	0.0260032254238673	0.0024334201841553	0.0154515783460564	0.0259675474931148	0	0.0116329014775149	0.0311251420209084	0.0113129350335058	0.0111991803208255	0.0273772581471225	0.0159477163508396	0.00384071174189409	0.0311522823566821	0.00802543324962818	0.00893604825378511	0.0223963532034951	0.0068809093812922	0.0074991019383895	0.0395274127030066	0.0046733178733678	0.031407933735905	0.00509631714913771	0.026350243632036	0.0170678719923438	0.00966393325803338	0.00790854609736791	0.0196197655098219	0.00652332205734919	0.0109476803610227	0.0236549474658031	0.00964800360616235	0.00410157178328098	0.00286473764929255	0.00814065422160392	0.0243569213271265	0.00757674040878868	0.00601561872036962	0.0338306790101929	0.0341356939044673	0.0294079021295357	0.019574301625842	0.00975040084225814	0.00779729089996211	0.0293281648643979	0.0021210621929305	0.00636058313282001	0.0104392516005563	0.00403998061371418	0.0171454567481461	0.0115335886873969	0.00434905346797788	0.00541626737676584	0.00693819638631038	0.00572949356785589
OM4_C_2B_3	0.0186341491970343	0.0238069187637095	0.0268742099875834	0.0163681718770016	0.0478818743748666	0.0217953074697454	0.0192774545648897	0.0483084667061401	0.0157772172870346	0.0106562585865809	0.051295702339919	0.0152693817961966	0.00723707964984956	0.0488166189923482	0.0160149515427343	0.00694135711482928	0.0465955750047715	0.0191686678909015	0.00861675337369874	0.0602520653153269	0.0202804219470051	0.00697972296076955	0.0339680744460086	0.0119836767426991	0.0253391902774298	0.0337701792347618	0.0116329014775149	0	0.0376336092087057	0.0174501291187458	0.0191633666329991	0.0369656997619247	0.026834147490746	0.0124305838479072	0.0395855861564274	0.01468029335476	0.0143523801429515	0.0288217101491037	0.00964121067543502	0.00964643188113658	0.045132870951207	0.0149786673854004	0.0376515173138655	0.0106083621955804	0.015579829616143	0.0206720418592063	0.00452874464531266	0.0188600761466063	0.0275562572563232	0.00837322956594588	0.0185477743540305	0.0316545108410694	0.0184345265319036	0.0137832217474717	0.0130182243262701	0.0197697744233434	0.031987185081823	0.0178248117418951	0.00606528231987973	0.0438213707251305	0.0448876407184677	0.039851060068342	0.027268631836159	0.0185442801194498	0.00677071038878244	0.0353190329469219	0.0117818583498605	0.00830983467534837	0.0155711823422382	0.0123554170788343	0.0280176396652458	0.0215036719386095	0.0133942901513607	0.0167219211825653	0.0125064863459892	0.0166950544202976
OM4_C_2C_1	0.0200735130499499	0.0204865385250181	0.0151782627664533	0.0258240641774872	0.0130832489950014	0.0202080658333639	0.0242148047917294	0.0115938536489019	0.0237960930435089	0.0284540554132883	0.0141391247985629	0.0249982433839683	0.0319661185491698	0.011805103884865	0.0241483215957178	0.0384498529857651	0.0130773383577495	0.0212094150081731	0.0317841475424268	0.0227796264800106	0.0211035725206075	0.0316341320877832	0.0067858855499934	0.0302054226761165	0.0222363275630447	0.00766988959833298	0.0311251420209084	0.0376336092087057	0	0.0205740510500256	0.020751998545932	0.0127135461192053	0.0234139567033154	0.0291671536644697	0.00793820908052462	0.0241394568347716	0.034988531906199	0.00898963342347688	0.0293575608430032	0.0315106406340458	0.00876403477122756	0.0280027156918547	0.00713915268904891	0.0281874723190765	0.0521212913117827	0.0194531417553298	0.0339264895192712	0.0249283000407226	0.0121995173046275	0.0296746432093362	0.0241201309072573	0.00861857685120083	0.0229675237721163	0.0338385193051754	0.0298407781984473	0.0288432500282864	0.00985929713333721	0.0284282077391211	0.0329360928289142	0.0171291562857923	0.0290909600172119	0.0230875783131876	0.012352450510496	0.0214590685464073	0.0328435112403566	0.00728390465388468	0.0322226148556688	0.0371342446494243	0.0236479013203025	0.0329233310163636	0.0210469739628403	0.0211291534573129	0.0280313981968358	0.0297555672910409	0.0276464538330367	0.0316924193036652
