Sample	Marker	Overlap_Score
OM4_B_B	S1038_OM4_0.01	0
OM4_B_B	S1050_OM4_0.01	0
OM4_B_B	S1062_OM4_0.01	0
OM4_B_B	S1070_OM4_0.01	0
OM4_B_B	S1074_OM4_0.01	0
OM4_B_B	S1149_OM4_0.01	0
OM4_B_B	S1163_OM4_0.01	0
OM4_B_B	S1181_OM4_0.01	0
OM4_B_B	S1230_OM4_0.01	0
OM4_B_B	S1292_OM4_0.01	0
OM4_B_B	S1316_OM4_0.01	0
OM4_B_B	S1322_OM4_0.01	0
OM4_B_B	S1330_OM4_0.01	0
OM4_B_B	S1334_OM4_0.01	0
OM4_B_B	S1377_OM4_0.01	0
OM4_B_B	S1411_OM4_0.01	0
OM4_B_B	S293_OM4_0.01	0
OM4_B_B	S321_OM4_0.01	0
OM4_B_B	S438_OM4_0.01	0
OM4_B_B	S498_OM4_0.01	0
OM4_B_B	S506_OM4_0.01	0
OM4_B_B	S538_OM4_0.01	0
OM4_B_B	S542_OM4_0.01	0
OM4_B_B	S574_OM4_0.01	0
OM4_B_B	S598_OM4_0.01	0
OM4_B_B	S600_OM4_0.01	0
OM4_B_B	S644_OM4_0.01	0
OM4_B_B	S686_OM4_0.01	0
OM4_B_B	S771_OM4_0.01	0
OM4_C_1A	S1038_OM4_0.01	0.0558173965091527
OM4_C_1A	S1050_OM4_0.01	0.00878681708699403
OM4_C_1A	S1062_OM4_0.01	NA
OM4_C_1A	S1070_OM4_0.01	NA
OM4_C_1A	S1074_OM4_0.01	0.00399816661828013
OM4_C_1A	S1149_OM4_0.01	0.0112380827412574
OM4_C_1A	S1163_OM4_0.01	0.00705416101062414
OM4_C_1A	S1181_OM4_0.01	0.100496133201635
OM4_C_1A	S1230_OM4_0.01	0.00840758386050441
OM4_C_1A	S1292_OM4_0.01	0.0092403399054021
OM4_C_1A	S1316_OM4_0.01	0.147486824184161
OM4_C_1A	S1322_OM4_0.01	NA
OM4_C_1A	S1330_OM4_0.01	0.0606739038094944
OM4_C_1A	S1334_OM4_0.01	0.0353915563911961
OM4_C_1A	S1377_OM4_0.01	0.0543977742352906
OM4_C_1A	S1411_OM4_0.01	0.0100529597476033
OM4_C_1A	S293_OM4_0.01	0.0318183488044951
OM4_C_1A	S321_OM4_0.01	0.010290789610734
OM4_C_1A	S438_OM4_0.01	0.0159918329265544
OM4_C_1A	S498_OM4_0.01	0.00494098920053537
OM4_C_1A	S506_OM4_0.01	0.01999826762777
OM4_C_1A	S538_OM4_0.01	0.00832730747960281
OM4_C_1A	S542_OM4_0.01	0.0272396802037047
OM4_C_1A	S574_OM4_0.01	0.0192226220590494
OM4_C_1A	S598_OM4_0.01	0.0423016353930438
OM4_C_1A	S600_OM4_0.01	0.00657491489957321
OM4_C_1A	S644_OM4_0.01	0.0110752749007367
OM4_C_1A	S686_OM4_0.01	0.0159057795046139
OM4_C_1A	S771_OM4_0.01	0.0348118273283296
OM4_C_1C	S1038_OM4_0.01	0.0286558585458773
OM4_C_1C	S1050_OM4_0.01	0.0102997186942589
OM4_C_1C	S1062_OM4_0.01	NA
OM4_C_1C	S1070_OM4_0.01	NA
OM4_C_1C	S1074_OM4_0.01	0.0359438326825003
OM4_C_1C	S1149_OM4_0.01	0.00373975760470691
OM4_C_1C	S1163_OM4_0.01	0.00390339752268418
OM4_C_1C	S1181_OM4_0.01	0.00700863059388501
OM4_C_1C	S1230_OM4_0.01	0.00392969190188158
OM4_C_1C	S1292_OM4_0.01	0.0144751647591102
OM4_C_1C	S1316_OM4_0.01	0.0167875404737365
OM4_C_1C	S1322_OM4_0.01	NA
OM4_C_1C	S1330_OM4_0.01	0.0834727349557375
OM4_C_1C	S1334_OM4_0.01	0.0125894498525739
