	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_2	OM4_C_1D_1	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1G_1	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_1	OM4_C_1H_2	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2B_2	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2F_1	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_2	OM4_C_3B_1	OM4_C_3B_3	OM4_C_3C_2	OM4_C_3E_1	OM4_C_3F_1	OM4_C_3F_2	OM4_C_3G_1	OM4_C_3H_1	OM4_C_3H_2	OM4_H_4A_1	OM4_H_4A_3	OM4_H_4B_1	OM4_H_4B_2	OM4_H_4B_3	OM4_H_4E_1	OM4_H_4F_3
OM4_C_2C_2	0.0193125887575339	0.0242268731866716	0.035931148582685	0.0534782598051294	0.0322107295734907	0.032248708679712	0.0532932502322314	0.0845150912742883	0.0386271061966094	0.040347126527187	0.0270082738275945	0.0213631581573891	0.0205970524279956	0.0288600084309816	0.0204481614509467	0.0340193348158021	0.0384288698187967	0.0518718468263154	0.0794105043572127	0.0237582454337813	0	0.00151018946022677	0.038079005042286	0.060090228517745	0.0107810164974987	0.0335314884910393	0.104145000080734	0.0772563033616894	0.0387329913742903	0.0118401601029416	0.0267561682765879	0.065457533452825	0.0254635152348635	0.0685008040507067	0.0411476139091692	0.0535762153123653	0.0651366809743347	0.0374608077183312	0.041853478439913	0.039974715179735	0.04663243206616	0.0140896995571906	0.0750236484560109	0.0473224291852967	0.0783005154582231	0.0696896740438241
OM4_C_2C_3	0.0192371687429493	0.0243042004438197	0.0354349092596555	0.0529417556771561	0.0319631346704575	0.0318990338090671	0.0526514629511391	0.0840742289161059	0.0388045957276394	0.039877503079654	0.0281014273873804	0.0225235682945577	0.0218375011325024	0.0295999731511952	0.0209312029860468	0.0339831536611513	0.0381089712548738	0.0517317677671087	0.0788495369458466	0.0237888715731673	0.00151018946022677	0	0.037562739455288	0.059649432454708	0.0122672742108686	0.0332192044745256	0.103703133119136	0.0766661566274138	0.0387141263376069	0.0119244077179403	0.0266799385373231	0.0649708837725701	0.0252892505086389	0.0683715590825892	0.040388797933011	0.0530796087013288	0.0647875620958066	0.0370764747831981	0.0413940831505144	0.0394656127252083	0.046354219340805	0.0146169574482177	0.0746022882850331	0.0465331855873509	0.0781297869599752	0.0690466695973406
OM4_C_2D_1	0.020227616131901	0.0181409670724294	0.00220139710480358	0.0154189283824522	0.00860457057801477	0.00701377593809907	0.0156966027486929	0.0466369843531542	0.0177274500250741	0.00262287445896854	0.0636528687903326	0.0578132684681822	0.0564623732878761	0.0667836436123337	0.058466351975823	0.0122198288552666	0.00517126974889303	0.0179907984918353	0.0414069196270003	0.0178566933663121	0.038079005042286	0.037562739455288	0	0.0222150377473982	0.0413667362240291	0.00668889206027968	0.0663008040173104	0.0393011387860279	0.0128513350664063	0.0273229031328719	0.0145892748358116	0.0274457005521219	0.0143918207287852	0.0334364509985004	0.00756810284933722	0.0155353727252812	0.0277695602459437	0.00348276289941414	0.00412058108748201	0.00191088065327994	0.0110610385116309	0.028474072276223	0.0372073260871064	0.0124418147841919	0.042422013530076	0.0319343301966213
OM4_C_2D_2	0.041476120374734	0.0379962734719227	0.0242782447350063	0.00766663519773767	0.0284041505909919	0.027960151927042	0.0105970439330828	0.0244816767056759	0.0289974651616207	0.019805143081262	0.0848914962796477	0.0790906767504093	0.0776031925570541	0.0885610090772291	0.0804894413579056	0.028651405054716	0.0219879918222492	0.0139071061767489	0.0201688190259831	0.0380365286545893	0.060090228517745	0.059649432454708	0.0222150377473982	0	0.0622884007810241	0.0268136033505596	0.0441792702981214	0.0185735328078592	0.0251794876535889	0.0489228545090565	0.034602793247419	0.00571640915670736	0.0352342179702649	0.0159679080109849	0.0222372351214059	0.0069096186475938	0.00643642861157896	0.0227023422418116	0.0182797308684691	0.0203059861954999	0.0146211934332583	0.0492761960022098	0.0150002841591757	0.0186534894004727	0.0222355333626981	0.0132916889715856
OM4_C_2F_1	0.0211476347625777	0.0243758991811419	0.0391695386518319	0.0564782035030567	0.0339444061878218	0.0346750756392801	0.0570413284798083	0.0864173554533661	0.037031535528148	0.0432311001286284	0.0227278305061281	0.0169893452175505	0.015381655713005	0.0276659563537022	0.0221338701133997	0.0341810461848123	0.0403521886688824	0.0521015553211274	0.0822287306593208	0.0242835858077632	0.0107810164974987	0.0122672742108686	0.0413667362240291	0.0622884007810241	0	0.0356330183305227	0.105916218294771	0.0803066994792144	0.0385356928198365	0.0144966484838717	0.027712989349456	0.0679003996601738	0.027202434587005	0.0683444770384806	0.0459942441431027	0.056292059671994	0.0666004045373844	0.0398691415465647	0.0446151443715718	0.0431437539826615	0.0479794119064647	0.0130355995300239	0.0768782610468781	0.0522294009026431	0.0783204079499546	0.0732028781009464
OM4_C_2G_1	0.0146703980915612	0.0117207262519104	0.00493915537223733	0.0209010874007749	0.00192336277915427	0.00154466798497289	0.0218795463957497	0.0512055631561758	0.012839950753063	0.00781457605113264	0.0581866295207728	0.052364087832996	0.0509112498995692	0.0618435996557052	0.0539385426115308	0.00623444261617541	0.00490105170932272	0.0190577156552331	0.0466678140480072	0.0115595947313207	0.0335314884910393	0.0332192044745256	0.00668889206027968	0.0268136033505596	0.0356330183305227	0	0.0708622766407239	0.0447318463754747	0.00883613442230135	0.0221424459512639	0.00815817830038656	0.032363680039695	0.00844669080380228	0.0355867868558989	0.0138397381806675	0.0206775632742274	0.0316441353457957	0.00426347817224311	0.00907111351629661	0.00804274180179356	0.0131609431560439	0.0226114810377747	0.0416580592468891	0.0191162113851115	0.0451586574515527	0.0377204990118618
OM4_C_2G_2	0.0854573260090064	0.0816417888377533	0.0683962374086946	0.0510728091817576	0.0723616418768089	0.0720602837155633	0.0521378534418545	0.0197072000608513	0.0703796305699024	0.0639461962502363	0.128502131554524	0.122765449846819	0.12120918665327	0.132441806269667	0.12446945316166	0.071896894217449	0.06599352476989	0.0543691299326776	0.0260027839427246	0.0817788645645824	0.104145000080734	0.103703133119136	0.0663008040173104	0.0441792702981214	0.105916218294771	0.0708622766407239	0	0.028613925882168	0.0677706764421412	0.092938722107851	0.0783967509319279	0.0389087416994593	0.0792035624028543	0.0398393001072688	0.0649924620096831	0.0507994145672629	0.0394407667928282	0.0668246978852057	0.0624295652543592	0.06439417518156	0.0580898004809698	0.0930137127568202	0.0292431912471273	0.0597559801381905	0.0306983768579793	0.0367089483244578
OM4_C_2G_3	0.0592920257769622	0.0562111131783929	0.0414844278678393	0.0239266851175161	0.0464479467919078	0.0457150025490659	0.024149966900182	0.0112259678016351	0.0474848931219141	0.0372118800365874	0.102742713244598	0.0969258875059527	0.0955183017859385	0.105945317572683	0.0975162635643341	0.0471208949614117	0.0400761411126567	0.0318438961221731	0.00271818060353221	0.0561797450714574	0.0772563033616894	0.0766661566274138	0.0393011387860279	0.0185735328078592	0.0803066994792144	0.0447318463754747	0.028613925882168	0	0.0437430369792449	0.066555360816426	0.0527402692491334	0.0128835374762457	0.0531580861915686	0.0244244926796819	0.0369084050961064	0.0240650786292628	0.0169345071668433	0.0404977730921758	0.0357820355287054	0.0374353793184418	0.0331552791577853	0.0673121268006497	0.00928332934285844	0.0313671884678587	0.0223698541413399	0.00810772226611621
OM4_C_3A_1	0.0194901407006924	0.0146001891470883	0.0123167691834263	0.0214853724960575	0.00853619176979913	0.0102392911475931	0.0239081611036843	0.0484304165605801	0.00504356899935742	0.0120114889179745	0.0611961385461723	0.0555057548179126	0.0538524881402311	0.0658349919654811	0.0587106178021375	0.00474465115060238	0.00773988591524772	0.0135789581049756	0.0452744495553382	0.0149943250818369	0.0387329913742903	0.0387141263376069	0.0128513350664063	0.0251794876535889	0.0385356928198365	0.00883613442230135	0.0677706764421412	0.0437430369792449	0	0.0269038901704589	0.0120769392310833	0.0308819558427346	0.0137431530435119	0.0299903406353442	0.0203125444745061	0.0206684014061982	0.0285072975372245	0.00939562409219937	0.0122210012019647	0.0129813650201754	0.0106855254175025	0.0258778602372168	0.0389517190480359	0.0240961688808153	0.039938239254919	0.0377667601700316
OM4_C_3A_2	0.00757359194234953	0.012397533607207	0.0251262936899363	0.0426605983626968	0.0206748606088629	0.0209801616111071	0.0429171631635555	0.0733103220705315	0.0268891852600808	0.029384449259765	0.0363691751466679	0.0305223948503932	0.0292168708401047	0.039726643819638	0.0319846488563551	0.0221969389544102	0.0270221043974087	0.0401194890823209	0.068595684868558	0.0119199313338843	0.0118401601029416	0.0119244077179403	0.0273229031328719	0.0489228545090565	0.0144966484838717	0.0221424459512639	0.092938722107851	0.066555360816426	0.0269038901704589	0	0.014971623755491	0.0544178765082745	0.0138322674111622	0.0567389286654481	0.0315496062577762	0.0426134262650646	0.0537184967316119	0.026241758709237	0.0308400873780923	0.0291651232436106	0.0350962571204112	0.00463085221447327	0.0637737627376693	0.0377954449974568	0.0665815540456584	0.0592280337510801
