	OM4_B_B_1	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_2	OM4_C_1D_1	OM4_C_1D_2	OM4_C_1E_1	OM4_C_1E_2	OM4_C_1F_1	OM4_C_1G_1	OM4_C_1G_2	OM4_C_1G_3	OM4_C_2B_2	OM4_C_2B_3	OM4_C_2C_1	OM4_C_2D_1	OM4_C_2E_2	OM4_C_2F_1	OM4_C_2F_2	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_3	OM4_C_3C_1	OM4_C_3C_3	OM4_C_3D_1	OM4_C_3E_2	OM4_C_3E_3	OM4_C_3F_1	OM4_C_3F_3	OM4_C_3G_1	OM4_C_3G_2	OM4_C_3H_1	OM4_C_3H_3	OM4_H_4A_3	OM4_H_4B_2	OM4_H_4E_1	OM4_H_4E_2	OM4_H_4F_2
OM4_C_2F_2	0.0979618057231481	0.0244992557372007	0.0147433733525804	0.0221988279855133	0.0130153023942247	0.00978227480328766	0.00997433641791955	0.00933724729783652	0.00196059233292125	0.0182032067440152	0.0124997337121387	0.00810413018918633	0.00855635811548031	0.0133947097211857	2.78229166547319e-06	0.0174873883972163	0.010564787813692	0.0326746412887274	0.0147531147628584	0.00571061602904834	0	0.016062153237681	0.0106634360884896	0.00241352771505621	0.021076865296336	0.00644012798969376	0.00421649387342618	0.00269593519415181	0.00283761160192936	0.00754597996087879	0.0198638146612701	0.0069584971641794	0.00719174498149841	0.0137536237226636	0.0136100595827109	0.0228788555160913	0.00313109527248346	0.000420593225894481	0.0015303746274185	0.000110165210496452	0.0217344281044985	0.0176199847195517
OM4_C_2G_1	0.113956163356866	0.0084382834266055	0.0308028911861423	0.0382560361758468	0.0290752613037351	0.025842964222887	0.00608816558325739	0.0253980276337881	0.0141017202020437	0.00214127667114223	0.00356267503908253	0.00795839373809232	0.0246172923569113	0.0294545748163028	0.0160593711954192	0.0335461331223102	0.00549769892922816	0.0166155806305838	0.00130914919779526	0.0103518772979546	0.016062153237681	0	0.00539904771554107	0.018475423568486	0.0371344634438567	0.0225014433478653	0.0202781532042776	0.0133664256034804	0.0132247577754031	0.0236071027137027	0.0359218174871379	0.0091040203438812	0.00887077505749602	0.00230871161754276	0.00245228507343626	0.00681759380032321	0.0191929015312658	0.0156415979403278	0.0145319067682924	0.0159519981606133	0.00567297989205714	0.00155798868770657
OM4_C_2G_2	0.108582205924591	0.0138371077620073	0.0254053628732958	0.0328594370513803	0.0236775492610392	0.0204449402351806	0.000689125934790522	0.0199999639431655	0.00870290916885316	0.00754029343208074	0.00183638524464973	0.00255938521363216	0.0192191608886353	0.0240569020965118	0.010660653902389	0.0281489209678726	9.86522561072117e-05	0.0220139303912709	0.00408990879532622	0.00495292832252622	0.0106634360884896	0.00539904771554107	0	0.0130768425819541	0.0317377102624326	0.0171031402802364	0.0148796887993097	0.00796758321636837	0.0078259095889855	0.0182088871168771	0.0305249034258202	0.00370503755698885	0.00347178661912965	0.00309034979787812	0.00294677651861757	0.012216482091391	0.0137943654184746	0.0102428593890272	0.009133115054287	0.0105532753389341	0.0110719073320578	0.00695701561875653
OM4_C_2G_3	0.0955569253081436	0.0269122135629324	0.0123300055325724	0.0197856880436096	0.0106018959468237	0.00736881033883903	0.0123877566880417	0.00692377629761616	0.00437411256411242	0.0206164092533874	0.0149130995050048	0.0105175837245275	0.00614287649324914	0.0109813112991678	0.00241631000907839	0.0150740928602536	0.0129781963295005	0.0350871812022285	0.017166422698983	0.00812410332572116	0.00241352771505621	0.018475423568486	0.0130768425819541	0	0.0186636846793938	0.00402662299271808	0.00180297281146895	0.00510945089238632	0.00525112631879006	0.00513248619326668	0.0174505926179871	0.00937196809504881	0.00960521255456081	0.0161669583958666	0.0160233979557013	0.0252918827530149	0.000717569522664041	0.00283411990004065	0.00394389707432985	0.00252369268231901	0.0241475016787701	0.0200332064792763
OM4_C_3A_1	0.0769465527487835	0.0455676278907031	0.00633421618251973	0.00112215666058981	0.00806237593663307	0.0112954451544761	0.0310488298660897	0.0117404657214705	0.0230371103604069	0.0392746176222359	0.0335733887953608	0.0291791827839673	0.0125213353373219	0.00768295309371012	0.021079647144865	0.00358996448272409	0.0316390938150433	0.0537381953483293	0.0358259411776985	0.026786307385411	0.021076865296336	0.0371344634438567	0.0317377102624326	0.0186636846793938	0	0.0146374651815432	0.016860919742108	0.0237723079144989	0.0239139553837552	0.0135316742172653	0.00121323805028965	0.0280338662751939	0.0282670512541418	0.034826827060754	0.0346833158352082	0.0439480658044991	0.017946203165044	0.0214973889507842	0.0226069738613612	0.0211870125439883	0.0428042069530644	0.0386916473338433
OM4_C_3A_3	0.0915438439484773	0.0309376327641605	0.00830353326499905	0.015759525863179	0.00657537549204034	0.00334222351310063	0.0164140838515409	0.00289718275607616	0.00840068189946392	0.0246422957684024	0.0189393120331774	0.0145439839778897	0.00211627257973791	0.00695480066400667	0.00644291024775603	0.0110477153787047	0.0170044983295027	0.0391118265910428	0.0211925175190837	0.0121505824241267	0.00644012798969376	0.0225014433478653	0.0171031402802364	0.00402662299271808	0.0146374651815432	0	0.0022236560528437	0.00913600574442069	0.00927767820014788	0.00110587152646766	0.0134243154076295	0.013398408148275	0.0136316448113038	0.0201931072174866	0.0200495542994273	0.0293174329574062	0.00330905694568482	0.00686071447918864	0.00797047415549981	0.00655029151490588	0.0281731399296189	0.0240591305889613
OM4_C_3C_1	0.0937601531511882	0.0287146865485783	0.0105271181871624	0.0179829504046125	0.00879898450616163	0.00556586446640959	0.0141906150950516	0.00512082676922679	0.00617706772754283	0.0224190823334052	0.0167159102606944	0.0123204721337521	0.0043399211820969	0.00917840480842664	0.00421927615541517	0.0132712519551929	0.0147810443293177	0.0368893195624174	0.0189691840300274	0.00992702355081597	0.00421649387342618	0.0202781532042776	0.0148796887993097	0.00180297281146895	0.016860919742108	0.0022236560528437	0	0.00691240064276585	0.0070540749455609	0.00332952459393312	0.0156478000725329	0.0111748726557914	0.0114081139642226	0.0179697424518053	0.0178261851707465	0.0270944120431143	0.001085403798666	0.00463708412143816	0.00574685507883586	0.00432665835561411	0.0259500687297361	0.0218358955443839
OM4_C_3C_3	0.100647602334545	0.0218038352488616	0.017439056561786	0.0248942195961026	0.0157110373463987	0.0124780906477966	0.00727847158642741	0.012033072657649	0.000735344263348227	0.0155075442215785	0.009803917165896	0.00540823750824993	0.0112521992266793	0.0160904338214979	0.0026931529015309	0.0201829772208613	0.00786893317350603	0.0299796470649233	0.0120573516335002	0.00301469755095064	0.00269593519415181	0.0133664256034804	0.00796758321636837	0.00510945089238632	0.0237723079144989	0.00913600574442069	0.00691240064276585	0	0.000141676798227095	0.0102418396676182	0.0225593095801769	0.00426259075482229	0.00449584116178181	0.0110578356993886	0.0109142681409034	0.0201833655413391	0.00582701268197447	0.00227534289953953	0.00116556230184903	0.00258577026137038	0.0190388920551666	0.0149243035937292
OM4_C_3D_1	0.100788731992752	0.0216621823407177	0.017580717590959	0.0250358642225999	0.0158527013449888	0.0126197593657243	0.00713679743043221	0.0121747419401011	0.000877021029126253	0.0153658795051959	0.0096622451814098	0.00526656215975659	0.0113938694500454	0.0162320971948496	0.00283482931012982	0.0203246328927135	0.00772725946750112	0.0298380153765924	0.0119156821296974	0.00287302119373854	0.00283761160192936	0.0132247577754031	0.0078259095889855	0.00525112631879006	0.0239139553837552	0.00927767820014788	0.0070540749455609	0.000141676798227095	0	0.010383511014613	0.0227009599733638	0.0041209148509525	0.00435416536021535	0.0109161650321618	0.0107725973148352	0.0200417092159428	0.00596868770126787	0.00241701941729965	0.00130723902267189	0.00272744669966523	0.0188972334740468	0.0147826379841552
OM4_C_3E_2	0.0904415051239372	0.0320431097990473	0.00719768596673513	0.0146537483234428	0.00546951853179246	0.00223635500893157	0.0175198402035885	0.00179131332760727	0.0095065213203639	0.0257479141186145	0.0200450316872778	0.0156497642663016	0.00101040191726432	0.00584894561631457	0.0075487622032872	0.00994188844141991	0.0181102465512817	0.0402170742973175	0.0222982001949684	0.0132563893118128	0.00754597996087879	0.0236071027137027	0.0182088871168771	0.00513248619326668	0.0135316742172653	0.00110587152646766	0.00332952459393312	0.0102418396676182	0.010383511014613	0	0.012318511098859	0.0145042017341351	0.0147374357740316	0.0212988067870071	0.0211552562311249	0.0304229493075953	0.00441492258447652	0.00796656401660647	0.00907631659303915	0.00765614286228098	0.0292786828182887	0.0251647604668589
OM4_C_3E_3	0.0781569189786296	0.0443552832065162	0.00512099277403924	0.00233539352271595	0.00684916278715063	0.0100822583630381	0.0298360042976615	0.0105272832871183	0.0218240971311532	0.0380620423807885	0.0323606338713601	0.0279663084425822	0.0113081609735852	0.00646973746276806	0.0198665965604998	0.00237673029001855	0.0304262842717728	0.0525262000562225	0.0346132539160986	0.0255733750368625	0.0198638146612701	0.0359218174871379	0.0305249034258202	0.0174505926179871	0.00121323805028965	0.0134243154076295	0.0156478000725329	0.0225593095801769	0.0227009599733638	0.012318511098859	0	0.0268209635501141	0.0270541542158105	0.0336141092497835	0.0334705937065675	0.0427356585667991	0.0167330997731962	0.0202843460570519	0.0213939521364543	0.0199739639216362	0.0415917568771046	0.0374790524417343
OM4_C_3F_1	0.10489310757798	0.0175418256614673	0.021701062797285	0.0291556853654776	0.0199731438177138	0.0167403595023285	0.00301591437395524	0.0162953613048072	0.00499792938368722	0.0112452190711059	0.00554140934146988	0.00114565622828249	0.0155145211102253	0.0203525190891608	0.00695571491281192	0.0244448049779772	0.00360638577162351	0.0257182244241047	0.00779490421934538	0.00124789896246255	0.0069584971641794	0.0091040203438812	0.00370503755698885	0.00937196809504881	0.0280338662751939	0.013398408148275	0.0111748726557914	0.00426259075482229	0.0041209148509525	0.0145042017341351	0.0268209635501141	0	0.000233252011301267	0.0067953595909443	0.0066517881594887	0.0159212633555776	0.010089513104688	0.00653791083279759	0.00542814335512897	0.00684833384597528	0.0147767292188042	0.0106619552501453
OM4_C_3F_3	0.105125385912675	0.0173085988542989	0.0219342746610884	0.029388864857115	0.0202063618155816	0.0169735876008548	0.00278266306321734	0.0165285906536909	0.0052311792055798	0.0110119773630217	0.00530815978298563	0.000912404304446247	0.0157477525713959	0.0205857357842194	0.0071889627334343	0.0246780060450981	0.00337313477555358	0.025485026665621	0.00756165711868067	0.00148115081908041	0.00719174498149841	0.00887077505749602	0.00347178661912965	0.00960521255456081	0.0282670512541418	0.0136316448113038	0.0114081139642226	0.00449584116178181	0.00435416536021535	0.0147374357740316	0.0270541542158105	0.000233252011301267	0	0.00656211129618269	0.00641853970678808	0.0156880320903159	0.0103227563760254	0.00677115913469235	0.00566139279260254	0.00708158179310826	0.0145434950648803	0.0104287124922644
