	OM4_B_B_1	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_1	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_1	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1D_2	OM4_C_1D_3	OM4_C_1E_1	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1F_3	OM4_C_1G_1	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_1	OM4_C_1H_2	OM4_C_1H_3	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2B_2	OM4_C_2B_3	OM4_C_2C_1	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2D_3	OM4_C_2E_1	OM4_C_2E_2	OM4_C_2E_3	OM4_C_2F_1	OM4_C_2F_2	OM4_C_2F_3	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_2	OM4_C_3A_3	OM4_C_3B_1	OM4_C_3B_2	OM4_C_3B_3	OM4_C_3C_1	OM4_C_3C_2	OM4_C_3C_3	OM4_C_3D_1	OM4_C_3D_2	OM4_C_3D_3	OM4_C_3E_2	OM4_C_3E_3	OM4_C_3F_1	OM4_C_3F_2	OM4_C_3F_3	OM4_C_3G_1	OM4_C_3G_2	OM4_C_3G_3	OM4_C_3H_1	OM4_C_3H_2	OM4_C_3H_3	OM4_H_4A_1	OM4_H_4A_3	OM4_H_4B_1	OM4_H_4B_2	OM4_H_4B_3	OM4_H_4E_1	OM4_H_4E_2	OM4_H_4E_3
OM4_C_1D_3	0.0114258826468252	0.00294841081755966	0.0123187936185493	0.0117896816173756	0.00706835658553166	0.00627748303141312	0.00309081896184736	0.00562564557877325	0.00917884752571809	0.00446999921941021	0	0.0138730752335703	0.0162416992515206	0.023743785899029	0.00533939472396816	0.00356817626826774	0.00683901177247991	0.00867613923789679	0.00722771467106074	0.00959051052952557	0.00996656502195322	0.0130468590117478	0.00358094225591349	0.00757817458342468	0.00306706118179703	0.0136914019619853	0.0512421461652806	0.061604998245448	0.0315089414561323	0.00536355844695354	0.00238068951052986	0.0165672491320337	0.00434571331205856	0.00468962363893761	0.0162387394417399	0.0101701095093349	0.00818058600202098	0.021101342645914	0.00411822340058491	0.00250722212513437	0.012479510714104	0.00566747752019503	0.0112125610062465	0.0214906429976241	0.0110828287138184	0.00735405958860532	0.00573246975945485	0.0540414493151864	0.0473861995204436	0.065536793833862	0.00344143410653238	0.00440548829762014	0.0132530516768678	0.0038806582542771	0.00638380494030895	0.00562735966597311	0.0065999408559907	0.00785658725776993	0.0210721123323675	0.0020550660889908	0.0285278881411268	0.0165572075873767	0.0121533375601219	0.0199188997226768	0.00533409671232308	0.0194371943255747	0.0192679017098547	0.00402530696822846	0.00065852765091493	0.0103076586948209	0.00478873154984639	0.00911781959306666	0.0827490222787603	0.0928891273724615	0.0819861795829251
OM4_C_1E_1	0.0249905780680167	0.0122617219731512	0.0058294497837497	0.0247426822944421	0.0208231388961599	0.00801643502096899	0.0162593535005827	0.0108381993219033	0.0216744283459937	0.0107324659679325	0.0138730752335703	0	0.00268418441278367	0.0108120057991758	0.0159800104004064	0.015762864042563	0.00807211240800448	0.00753640754263397	0.0101200773318761	0.008390511188944	0.0202193270379719	0.0265855984938933	0.0158481891265522	0.0202120128039357	0.0129753250012335	0.0013878367772531	0.0647956069511664	0.0749528033358235	0.0452430571312119	0.0139661637286655	0.0127702221432455	0.00529644598864637	0.0127464500346226	0.010971970046807	0.00265921294886999	0.00396655215873151	0.00627468587524092	0.00822201876876033	0.0124033181707822	0.0124807075158685	0.00716951488079722	0.0114266319075789	0.00489807216509837	0.00827909061602979	0.0241383203007787	0.0202716096905977	0.0138272934779219	0.0402179153544024	0.0335732002223396	0.0518055066108723	0.015342134814612	0.0146598294243244	0.0070223525983447	0.01247714897017	0.00954236968768767	0.0103620331620241	0.00931232299281931	0.00668252658390375	0.033985676496154	0.0144174645946286	0.0148888972858887	0.0301240067027443	0.0258615292644395	0.0106476423145328	0.0103322354390316	0.00715678579575952	0.00805508811721126	0.011788292954131	0.0141191292219159	0.023736940954946	0.0165191164368208	0.00935543695045748	0.0961360378322215	0.106208085839984	0.09546378641432
OM4_C_1E_2	0.0274567463045621	0.0144937459861957	0.0063361313618931	0.0273157068259232	0.0231804587308875	0.0101501471404518	0.0184672380446861	0.0126660894346207	0.024249964274213	0.0133025051165129	0.0162416992515206	0.00268418441278367	0	0.00827769991859426	0.0185942512052125	0.0181749543314099	0.0101105469909223	0.0100057774498202	0.0117940255027252	0.00967829268118077	0.0228374960084598	0.0288556246846461	0.0182185165747433	0.0227903478109053	0.0153333637464426	0.00369425565641957	0.0673168768328638	0.0775200417545265	0.0476289364343097	0.0166260177423866	0.0149624044432189	0.00380420484747951	0.0151815809851904	0.0135095814500829	0.00239628852536241	0.00659780255035378	0.00838074009818849	0.00572728187586539	0.014664643060768	0.0146518648775451	0.00748349518982903	0.0133975566114467	0.00658275894828309	0.0056106752709105	0.0266139047611157	0.0226873424113702	0.0163694853924145	0.0379762446052136	0.0314218630726587	0.0493788430886204	0.0175087833440119	0.0170988455076558	0.00731250576379694	0.0144895872582502	0.0120025224555552	0.0124592098830773	0.0117919115191078	0.00870082506748012	0.0365823890663655	0.016721384196709	0.0123494778476088	0.0325572665828563	0.0282973959678451	0.00883351065776421	0.0122969169042495	0.00476505586088223	0.00626103682121986	0.0138746203959724	0.0165205392279654	0.0262156076242191	0.0190651697547617	0.0106374339243241	0.0986897346990224	0.108771824744136	0.0979970449288737
OM4_C_1E_3	0.0347858114518419	0.0221185860664691	0.0119647304448685	0.035146778269336	0.0307042256669647	0.01757855936515	0.0257955694536271	0.0197216874956678	0.0321956729523172	0.021305302142694	0.023743785899029	0.0108120057991758	0.00827769991859426	0	0.0261866742565317	0.0260455270041315	0.0170583443209267	0.0182754179171126	0.0189794873730677	0.0166562398389155	0.0309899593248161	0.03632534743653	0.0252977950007845	0.0306405323377715	0.0224478232056817	0.0117867490405764	0.0747413831109894	0.085039647910359	0.0551250630537452	0.0244760137626476	0.0223843344624708	0.0090580796629757	0.0222863741646784	0.0209483614257134	0.00909689501071654	0.0145115361436917	0.016144617607403	0.00617110544246082	0.0215254087445258	0.0218523594329824	0.0131169167549816	0.0198102780742449	0.0129976922324527	0.00431245508401643	0.034505023140421	0.0297423169101416	0.0245541578891111	0.0314609240841611	0.0254021173879767	0.0421301914453809	0.0249866369478211	0.0241707240464375	0.0136205416854944	0.021717535952922	0.020184837585976	0.0202082431691602	0.0199887455554878	0.0159035329927896	0.044440521182652	0.0243589131680701	0.00573856151321175	0.0396876122549054	0.035889279319127	0.00903232919261511	0.0196432912525787	0.00664503288263845	0.00532614186159672	0.0207103942878311	0.0240075227402909	0.033537078389909	0.0270473768413189	0.0162715067408907	0.106159032525842	0.116266714030495	0.10544444270018
OM4_C_1F_1	0.00984535150121782	0.00775101843899942	0.0158393133982592	0.00956205560157744	0.00805361255366452	0.00999577848125364	0.00736338527370498	0.0105993377871197	0.00717256394078393	0.00617296611637998	0.00533939472396816	0.0159800104004064	0.0185942512052125	0.0261866742565317	0	0.00599573841592258	0.0101458179296528	0.0104228721185871	0.0119880989323533	0.0140047227841642	0.00731397276168567	0.0138453978611092	0.00446069602488847	0.00540428590455435	0.00523973480100949	0.0154847430392951	0.0491048753453925	0.0591541046118758	0.03058902307509	0.00273785839649402	0.00760522141157266	0.0198174721108897	0.00468552186424443	0.00528875053411053	0.0179139424771094	0.0120149836116926	0.0115691811811912	0.0239468323990914	0.0063938692659002	0.00748552876456355	0.0166279023803015	0.00892897692041561	0.0133760737067308	0.0241604076872396	0.010342485088689	0.00598720764108304	0.00617648666571914	0.0553341092164	0.0485569989122465	0.0672702375564994	0.00811389191631644	0.00371186092510223	0.0172491847453162	0.00913217118604336	0.00862054206612357	0.00985464896233912	0.00869133880388372	0.0111822350205056	0.0185348917099562	0.00661693175347231	0.0307157496069304	0.0149161905602673	0.0114721663770492	0.0238880459552056	0.0100811422292532	0.0225261907825023	0.0218527195582315	0.00808478125472979	0.00475497721713664	0.00852084726247552	0.00449948918270918	0.0130018012614664	0.0803699234598517	0.0904396245347974	0.0797568756575422
OM4_C_1F_2	0.0107034283561609	0.00424971049493505	0.0148470171085186	0.00980630687890424	0.00560819651182946	0.00863123501244953	0.00368571831265945	0.00761029201622411	0.00685844071955406	0.00546048467448848	0.00356817626826774	0.015762864042563	0.0181749543314099	0.0260455270041315	0.00599573841592258	0	0.00975547159048408	0.00927244725398166	0.00849093376084317	0.0109290755009152	0.00740440117181869	0.0111150004243868	0.00610463265200625	0.0057552620521061	0.00645040020155166	0.0153683281610622	0.049620371702004	0.0598887516308653	0.0295957655155575	0.00570367436257893	0.00450341690958764	0.0182488373379329	0.00734443475094365	0.00725666461603336	0.0181990852021804	0.0121323122934614	0.00996071968128079	0.0227387938019399	0.00761541661251883	0.00556569403559801	0.0145181774317145	0.00916937026968697	0.0139587432723074	0.0233667607306681	0.00849888713593483	0.00819629055207887	0.00408728124706079	0.0558333121963025	0.0490984675758666	0.0674782127823957	0.00322206898199312	0.00706311360207913	0.0145678365646948	0.00571591366723267	0.00673121642664117	0.00638193595624723	0.00700593928648234	0.010399908397651	0.0189870833276702	0.00233463158056487	0.0304958421278638	0.0158735950357465	0.0104167313042404	0.0218922807359146	0.00709564779918691	0.0211933957594551	0.0219169459510287	0.00743292851118829	0.00374346539237478	0.00979013535220848	0.00244565253238609	0.0121694795874797	0.0810338780679224	0.0911398596069722	0.0802704326447374
OM4_C_1F_3	0.0178016686435464	0.0059757712264622	0.00577071011345206	0.0184813395800471	0.0137829100717717	0.00205107392281641	0.00902148825325024	0.0045051891816629	0.0157796865970443	0.00610504654309368	0.00683901177247991	0.00807211240800448	0.0101105469909223	0.0170583443209267	0.0101458179296528	0.00975547159048408	0	0.00701843824914832	0.00558699285105626	0.00612972564106656	0.0156808509067586	0.0195878939643826	0.0084225946152178	0.014119605469862	0.00563233564271501	0.00838465295146218	0.0577710568521653	0.068154319661322	0.0381604293700009	0.00913653903191641	0.00582903814928914	0.0107312597017562	0.00606010551435164	0.00518542989298838	0.0103158356232506	0.00514153996432765	0.00378616221309913	0.0151041115946927	0.0048605046959221	0.00496001055669875	0.00692916740587368	0.00349357359444117	0.00467779313876739	0.0152010452559223	0.0178949241719313	0.0129339426379691	0.00972962192144185	0.0477804873193748	0.0412600208525464	0.0590355847695296	0.00866670561802765	0.00778388779796964	0.00861405666825229	0.00565068005969835	0.0065825159734199	0.00575436227752239	0.00657508466932546	0.00163469465432826	0.0277726698897675	0.00783924881393828	0.0220860261190236	0.0227458992492609	0.0189134400195084	0.0139590968121499	0.00440200945927355	0.0133592279810951	0.0124397120937672	0.0037858061168656	0.00707757609988621	0.0165988510114613	0.0109011605127613	0.00356576522120416	0.0892783420321481	0.0994231756482757	0.0885230012508109
OM4_C_1G_1	0.0192226203761633	0.00700581230552679	0.00963116642791819	0.0180821688107234	0.0147912772561903	0.00557043739926897	0.0110384036984228	0.00775028886068448	0.0148492499718983	0.0045339542610275	0.00867613923789679	0.00753640754263397	0.0100057774498202	0.0182754179171126	0.0104228721185871	0.00927244725398166	0.00701843824914832	0	0.00707029280644053	0.0071600124935517	0.0130326706377585	0.0203451709101328	0.0114076493449389	0.0136490897683987	0.00909090036636968	0.00673154972802526	0.058349783674484	0.0683895510182888	0.0387053401606298	0.00794815554897865	0.00799056167910741	0.0107870755648552	0.00902131080638489	0.00691208992791777	0.00977662453211552	0.00466216383152969	0.00441528090983406	0.0145935171258368	0.00931819211446737	0.00841125800045848	0.0097113979327867	0.00967819241139701	0.00825797826171254	0.0152425254719463	0.0172900832773174	0.0153445686565245	0.00656376359273775	0.0468151706616536	0.0400181276404796	0.0586887393862361	0.00986697378230012	0.0105354261037444	0.00872596708269807	0.00829084028076485	0.00256269878054029	0.00531386988701387	0.00227121804766081	0.00619193924706361	0.0271653299040074	0.00870119007654953	0.0220231550268463	0.0244934258716705	0.0195239638077552	0.0159598391595561	0.00666730413729101	0.0134689211867109	0.0151803820423668	0.00890823614021313	0.00893770482986466	0.0180577323773785	0.00975423244519994	0.0101449582719334	0.0895769920877734	0.0996122180431928	0.0889128492125369
OM4_C_1G_2	0.0181674936207507	0.00450833037934376	0.00769613193213663	0.0182009152187697	0.0128358582922411	0.00391787905565219	0.00796723025092461	0.00221990594198316	0.0153452384935023	0.00688676488134848	0.00722771467106074	0.0101200773318761	0.0117940255027252	0.0189794873730677	0.0119880989323533	0.00849093376084317	0.00558699285105626	0.00707029280644053	0	0.002657488968829	0.015274739190016	0.0178043123584047	0.0103328636873606	0.0141061997369695	0.00835228978571996	0.0103032000568876	0.0573651351153864	0.0678241094278737	0.036817359459437	0.010707933582073	0.0049529988147914	0.0107225493902785	0.00946394825975246	0.00850505173359911	0.0127613725643107	0.00798709647982506	0.00418848036750265	0.0154336952271982	0.00828378988781368	0.00545320256241577	0.00637180394731891	0.00732924743086169	0.00907147177135845	0.0161724375967476	0.0166357919980406	0.0143778447941377	0.00900376318454096	0.0494723171591383	0.0429790977192564	0.0605266142303951	0.00660039371371804	0.0106649268261224	0.0065393728757135	0.00379643403693844	0.00597360591876481	0.00271474351060469	0.00616664870792977	0.00513278812014223	0.0273351426625575	0.00664280688660067	0.0235435100096403	0.0231328217175298	0.0181218054322126	0.0135640971141341	0.00202627282376355	0.0136594770879896	0.0150900504589463	0.00618203408646128	0.00782802866680132	0.0172047449114149	0.0104652219353813	0.00655109923087575	0.0888735066210362	0.0990171797768531	0.0880174329771103
OM4_C_1G_3	0.0207429770053675	0.00694057934048077	0.00606231163786527	0.0207022195908753	0.0154736295396951	0.00468593838540994	0.010594495304289	0.00445411449554347	0.0177624646397345	0.00841728879168672	0.00959051052952557	0.008390511188944	0.00967829268118077	0.0166562398389155	0.0140047227841642	0.0109290755009152	0.00612972564106656	0.0071600124935517	0.002657488968829	0	0.0173497484228437	0.0204322196812331	0.0125537463497054	0.0165133917194601	0.0102616625774344	0.00874085802905627	0.0600091610275292	0.07045170777353	0.0394447949203377	0.0124602629470792	0.00743444301658151	0.00817746681759991	0.0111440970356844	0.009918775311354	0.0109701398541886	0.00726432150108961	0.00373046454516978	0.0128761080981069	0.00998917782723254	0.00772286805121793	0.00419344696876923	0.00869167819327383	0.008251209494694	0.0136913224458918	0.0191759544048265	0.01677567466281	0.0107948753975172	0.0470252958196203	0.0405789149233037	0.0579955161782744	0.00924471630061756	0.0125918752910286	0.00388719004274066	0.00635124777470787	0.00700624256900458	0.00466175794672563	0.00709676863344815	0.00504466333012724	0.0298684276037349	0.00917759877082704	0.0210854652623769	0.0257342117065201	0.0207540298971821	0.0111112602973636	0.00429152592608802	0.0110976072753286	0.0131068831621351	0.00798956204947904	0.0101459536745975	0.0197431307749003	0.0127405908142559	0.00661692248439914	0.0915038963643735	0.101640684623439	0.0906523104185924
OM4_C_1H_1	0.0104463520531489	0.0112015957818396	0.0209123291027097	0.00677262531519498	0.00865961392243101	0.0147031860709562	0.0105352337646573	0.0146558557119354	0.00410716150809604	0.00994070753363143	0.00996656502195322	0.0202193270379719	0.0228374960084598	0.0309899593248161	0.00731397276168567	0.00740440117181869	0.0156808509067586	0.0130326706377585	0.015274739190016	0.0173497484228437	0	0.0122060794403404	0.0106490014729308	0.00456617312530112	0.011666130207957	0.0194181550000014	0.0461154122070966	0.055843259905467	0.0274376580894891	0.00725345286081884	0.01160205246415	0.0236023257367968	0.0115800487843442	0.0114081511743108	0.0222600185553834	0.0165145726721278	0.0156100954832012	0.0276153316103373	0.0129563928275436	0.0123708104751152	0.0209283255872262	0.0152053850147462	0.0189940277699333	0.0282333154620224	0.00700893504542658	0.0102990772955888	0.00673910915860239	0.0590259232779455	0.0521173030558038	0.0712506287200887	0.0105638276317819	0.0108095592676699	0.0205060525795344	0.0129601302230375	0.0111738786780659	0.0127206740440952	0.0112989363589119	0.0162435639279323	0.0146295713835306	0.00962509200498019	0.0349015506326455	0.0149531894285532	0.00995034287435606	0.0281165113128723	0.0139236992081184	0.0264073940902332	0.0272549178041444	0.0138246143448	0.00972339457617443	0.00976010048896256	0.00524088426627743	0.0186978299334238	0.0770307190489464	0.0869977886986668	0.076447693338791
OM4_C_1H_2	0.00727019235206254	0.0143652128053387	0.0245182622664798	0.00754988504266553	0.00611864490390647	0.0188464212631503	0.0105876005571155	0.0167001648605011	0.00854790768728984	0.0164843472461808	0.0130468590117478	0.0265855984938933	0.0288556246846461	0.03632534743653	0.0138453978611092	0.0111150004243868	0.0195878939643826	0.0203451709101328	0.0178043123584047	0.0204322196812331	0.0122060794403404	0	0.0129464099069282	0.00925854216996187	0.0152371122927528	0.0263344006959395	0.0399235033095042	0.0504896575273576	0.0190213816201664	0.0153097056783787	0.0139821778123476	0.0284560632139936	0.0162540928307634	0.0172748372137059	0.0290714262119362	0.0230117287528869	0.0204872499974847	0.033122017449165	0.016254965867544	0.0146357630015882	0.0238719156141092	0.0176390727427892	0.0241640696625091	0.0337969707853563	0.00537834172626082	0.0105728747579074	0.0145574721666622	0.0667266582775117	0.0600601585514018	0.078108691174593	0.011399970566421	0.014882743611418	0.0242506135780849	0.0146357556429011	0.0177931339276271	0.0166275642273107	0.018083034715559	0.0205499988328334	0.0122284607288646	0.012173009029928	0.0410672842026455	0.00917514259772612	0.00393580494625211	0.0310025580088776	0.0167581972381727	0.0314114439382212	0.031837742841021	0.0161611035851878	0.0130078749437465	0.0080323352918605	0.0113939803196689	0.020851670205266	0.0714048155963435	0.0815712662100771	0.070465051485074
OM4_C_1H_3	0.00953704268728641	0.00644390677520809	0.0140902303556807	0.0110021183682717	0.00702806065016543	0.0086658266259526	0.00488169918636533	0.00839864556769297	0.0090945318100433	0.00703582287318281	0.00358094225591349	0.0158481891265522	0.0182185165747433	0.0252977950007845	0.00446069602488847	0.00610463265200625	0.0084225946152178	0.0114076493449389	0.0103328636873606	0.0125537463497054	0.0106490014729308	0.0129464099069282	0	0.00727301848028788	0.00289271555441731	0.0157284732988459	0.0495021999934907	0.0598651172406226	0.0304540212582039	0.0060698320685292	0.00560887195201107	0.018972064283615	0.00362068748746844	0.00540365573424611	0.0179583912963272	0.0120710683714117	0.0108063512891525	0.0233885430252075	0.00381283512319724	0.00491976523225262	0.014798077524225	0.00597275269002475	0.0123858546329787	0.023534567754735	0.0111699687308293	0.00451656853232393	0.00826490176624655	0.0555942175234957	0.0489755985363127	0.0670857401826499	0.00629983660000088	0.00223265184293532	0.0160894228419541	0.00685233759396729	0.00939451548743452	0.00903732604471632	0.00954011045093759	0.00982368433024898	0.0199646117405913	0.0053377023236669	0.0302981071287544	0.0144225096496517	0.011345274103028	0.0220886353060852	0.00835592707167959	0.0217039941325584	0.0205177003847012	0.0051689383996539	0.00303037988815754	0.0082873697580454	0.0062862734301778	0.0103016969177981	0.0809957511223478	0.0911462612059425	0.0802654937231794
OM4_C_2A_1	0.00642562063242896	0.0096499612807777	0.0197081048610069	0.00453337089485714	0.00476108601825863	0.0134922877963452	0.00751185634203113	0.0129248396509745	0.00187880540794696	0.0095255409731684	0.00757817458342468	0.0202120128039357	0.0227903478109053	0.0306405323377715	0.00540428590455435	0.0057552620521061	0.014119605469862	0.0136490897683987	0.0141061997369695	0.0165133917194601	0.00456617312530112	0.00925854216996187	0.00727301848028788	0	0.0091732888166529	0.0196806523659269	0.0447626828360179	0.0548617967827117	0.0256809086851334	0.00682724904829878	0.00956302471231694	0.0234170846550828	0.0094038432351716	0.010048852892552	0.0223881246808425	0.0163174907798725	0.0149947584386863	0.0277581684337127	0.010458034659142	0.0100506235116649	0.0198408863419755	0.0127153064855462	0.0179910082819451	0.0282307326023757	0.00501067740014052	0.00598051165709414	0.00744823515060798	0.0599344015268604	0.0531212221232608	0.0718609925568129	0.00828796133694275	0.00809659432914442	0.0200896767544142	0.0109529788670429	0.011387749111403	0.0119476336032602	0.0115705308252195	0.0150581381416473	0.0138206120870226	0.00756708167702346	0.0350953788119368	0.011466806099605	0.00669398462790079	0.0272642242582713	0.01249380436017	0.0262921228473525	0.0263646220438167	0.0113862526392375	0.00722345973885316	0.00555814763007156	0.00403741099747786	0.0166278980365888	0.0760745489958922	0.0861532701985404	0.0754037062721124
OM4_C_2A_2	0.0123555311050632	0.00507128267800123	0.0113702174327573	0.0133348467834465	0.00919576287846229	0.00600616463356661	0.00561927979937433	0.00648718890540561	0.0109826706586752	0.00515466323733964	0.00306706118179703	0.0129753250012335	0.0153333637464426	0.0224478232056817	0.00523973480100949	0.00645040020155166	0.00563233564271501	0.00909090036636968	0.00835228978571996	0.0102616625774344	0.011666130207957	0.0152371122927528	0.00289271555441731	0.0091732888166529	0	0.0128972385611548	0.0523403553748068	0.0626726645189218	0.0331734788058617	0.00557871359799718	0.00437905907266982	0.0161887784177831	0.00168647664686322	0.00301795998925523	0.0150854985786558	0.00924157488984169	0.0081413248308693	0.020546073514141	0.00131292384886237	0.00332924980933865	0.0122504989598484	0.00372177219656795	0.00953275671887339	0.0206637450528058	0.013265089399552	0.00737729683416651	0.00759990044679766	0.052740606134511	0.0461276127932998	0.0642263332384777	0.00632009697011145	0.00240957570245588	0.0135717409579017	0.00549534880020046	0.00738814724284745	0.00715441182215269	0.0074860762647158	0.00702238978899862	0.0224922276290536	0.00508535888789293	0.0274122464332179	0.017305142918351	0.0139033615678272	0.0194886363370055	0.00633218585564579	0.0188838202493603	0.0177407775559764	0.00300113872765747	0.00276023206303827	0.0110962625565163	0.00695983631948451	0.0079281212165724	0.0838160351484201	0.0939557305071788	0.0830953920200428
OM4_C_2A_3	0.0246871301453313	0.0121137691761179	0.00696619381296811	0.0242046250410699	0.0205624157235938	0.00814531275032313	0.0161728393002833	0.0110626336682852	0.0210940529191277	0.0102161060069218	0.0136914019619853	0.0013878367772531	0.00369425565641957	0.0117867490405764	0.0154847430392951	0.0153683281610622	0.00838465295146218	0.00673154972802526	0.0103032000568876	0.00874085802905627	0.0194181550000014	0.0263344006959395	0.0157284732988459	0.0196806523659269	0.0128972385611548	0	0.0643518759135792	0.0744352561033058	0.0448885591392807	0.0133305736229457	0.012716251096696	0.00622972766077217	0.0125770807177251	0.0106695142380687	0.00307221841451831	0.0036610408132909	0.00633015655724242	0.00894144722296591	0.0124432423968513	0.0125206504734068	0.00812760887466137	0.0117400589739555	0.00557400160890855	0.0091120535905552	0.0236461138428253	0.0200755141635952	0.0131241262331168	0.0405051769426312	0.0337857969842569	0.0522638714745947	0.0152171176894565	0.0144690102808787	0.0076076098422793	0.0125512059847985	0.00894066128954504	0.0102007806452506	0.00868243425116204	0.00702407568771642	0.0333855295679209	0.0142012564363438	0.0155211782978536	0.0298624684751344	0.0255081901211133	0.0118339379020746	0.0104296293011639	0.00808186120839157	0.00932440859456472	0.0119732781752687	0.0139171297403593	0.0234282887745767	0.0159749495348351	0.0101240698201405	0.0956290932226145	0.105678692618915	0.0949822731282808
OM4_C_2B_1	0.0400080788245769	0.0533765512709406	0.063263962090415	0.0402977465863833	0.0445915860842783	0.0575048560286207	0.0495742409951824	0.0559890729118841	0.0435397005205027	0.0542303839337844	0.0512421461652806	0.0647956069511664	0.0673168768328638	0.0747413831109894	0.0491048753453925	0.049620371702004	0.0577710568521653	0.058349783674484	0.0573651351153864	0.0600091610275292	0.0461154122070966	0.0399235033095042	0.0495021999934907	0.0447626828360179	0.0523403553748068	0.0643518759135792	0	0.0109872842159737	0.0217327852458012	0.0512237094619023	0.0529187091797141	0.0676850662186734	0.0526235896083955	0.0540727140166165	0.0669197000264733	0.0608769091893615	0.0593168568533961	0.0722267041500684	0.0532944516788923	0.0532030049354677	0.0632259269980089	0.0551673451969815	0.0618330966637981	0.0726751209690063	0.0414086662540208	0.0451169294792919	0.0519146619295338	0.104226489234384	0.0974295202506205	0.116159959357178	0.0507804351467692	0.0507505842719021	0.0638452204484721	0.0538802924500089	0.0560251424118263	0.0558551808635496	0.0562363358792253	0.0590183169704565	0.0315001209996012	0.0510624211526261	0.0795708990036843	0.0352011879522823	0.0393270712643205	0.0704800809457459	0.0560008463131036	0.0705984787179708	0.069949216447818	0.0542186486353491	0.0509094943182143	0.0412617969972358	0.048632357604889	0.0591556507704539	0.0316725293170544	0.0419125000290844	0.0308342274738662
OM4_C_2B_2	0.0503936414076984	0.0637535877274079	0.0737225370037874	0.0503763405856536	0.0550439777600165	0.0678683085644142	0.0600711652614876	0.0664870866643051	0.0535824250366389	0.0643651106238633	0.061604998245448	0.0749528033358235	0.0775200417545265	0.085039647910359	0.0591541046118758	0.0598887516308653	0.068154319661322	0.0683895510182888	0.0678241094278737	0.07045170777353	0.055843259905467	0.0504896575273576	0.0598651172406226	0.0548617967827117	0.0626726645189218	0.0744352561033058	0.0109872842159737	0	0.0323310511533842	0.0611998727351367	0.0633494861982264	0.078021388803457	0.062855571112373	0.0642388267291685	0.0770077795607169	0.0710182133329624	0.0696222399445595	0.0824906065152182	0.0636544861964117	0.0636546295417742	0.0737359147808977	0.0656252890435345	0.072107309250021	0.0829422255087207	0.0516067995420369	0.0554734159933756	0.0619215354326432	0.113967963811499	0.107134482857097	0.126102378071963	0.0612397141161474	0.0609916179613355	0.0742532383463691	0.0643688559204607	0.0661405127442169	0.0661906286496364	0.0663374309897155	0.0693800431670467	0.041307901390453	0.0614401244098568	0.0897454142767036	0.0456943074187655	0.0497431883670669	0.0810445186101973	0.0664385256244638	0.0809287601538805	0.0803222105636541	0.0646806364394237	0.0612533072138278	0.0516034522601398	0.0587528621056245	0.0696971292156817	0.0212827986169182	0.0313892774679789	0.0208271131395096
OM4_C_2B_3	0.0212529920623233	0.0332129931983884	0.0433289283371538	0.0214196945189085	0.0244829874587767	0.0376176569430234	0.0293691335257598	0.0356469111789381	0.024386739027806	0.0347351908483129	0.0315089414561323	0.0452430571312119	0.0476289364343097	0.0551250630537452	0.03058902307509	0.0295957655155575	0.0381604293700009	0.0387053401606298	0.036817359459437	0.0394447949203377	0.0274376580894891	0.0190213816201664	0.0304540212582039	0.0256809086851334	0.0331734788058617	0.0448885591392807	0.0217327852458012	0.0323310511533842	0	0.032484963031719	0.032804439805743	0.0474339094662943	0.0338263629060197	0.035120737038501	0.0476143182074657	0.0414882807636666	0.0393242411889059	0.0520736113962216	0.0341751435496908	0.0332963576247412	0.0428346058143427	0.0358044668307084	0.0425888919234377	0.0527170382330154	0.0214838247295983	0.0265430072492827	0.032362724450545	0.0853093261825457	0.0785624842180799	0.0968949225162306	0.0303551264210969	0.0320932220309994	0.0432521771771518	0.0335646480107802	0.0362334125559779	0.0355319284071536	0.0364919150305586	0.039263429308282	0.0143089845920754	0.0309389829404984	0.059913074442151	0.0172359508165581	0.0194556084949432	0.0499226847719139	0.0357092079617118	0.0503892667396293	0.0504776758603972	0.0345828697525668	0.0313145525529793	0.0226220533023922	0.0291074878460494	0.0393813484023495	0.0528228380821404	0.0629862557970308	0.0517522205546428
