	OM4_B_B_1	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_1	OM4_C_1H_2	OM4_C_1H_3	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2E_2	OM4_C_2E_3	OM4_C_2F_1	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_3	OM4_C_3B_2	OM4_C_3B_3	OM4_C_3C_2	OM4_C_3D_2	OM4_C_3E_1	OM4_C_3E_2	OM4_C_3F_1	OM4_C_3F_2	OM4_C_3G_1	OM4_C_3H_1	OM4_C_3H_2	OM4_H_4A_1	OM4_H_4A_2	OM4_H_4A_3	OM4_H_4E_1	OM4_H_4E_2	OM4_H_4F_2	OM4_H_4F_3
OM4_C_3F_1	0.0576473236301964	0.073118900101202	0.0623823769999717	0.0483799404170772	0.0344832794523196	0.0706650439874733	0.0854053568723022	0.04331584880838	0.0302652705500212	0.0436697330061141	0.0542876688627627	0.0178286620520979	0.0576236192034773	0.0435202681830967	0.0508676800872063	0.0223508124537763	0.080800680199869	0.106279392937717	0.0176650532078876	0.0167832872157325	0.0121568654832106	0.0103377021849248	0.00448715792856854	0.00194152050203488	0.0293562092747058	0.0312584418988616	0.0848220023572334	0.0575854508711712	0.0421178920807059	0.0165229904735846	0.0590106180691051	0.0594946940846418	0	0.0178708085609969	0.0396383613882949	0.0410920330423694	0.0108259219039604	0.0569596872036452	0.044216948498666	0.0251946752149205	0.0161651342574056	0.0364694177040032	0.0572857023565018	0.0208914874902196
OM4_C_3F_2	0.0752481171791888	0.0904790707813172	0.0799360943747425	0.0653469999855466	0.0512761487069847	0.0881788294334808	0.10299842406791	0.0606287603848831	0.0473151322175619	0.0605048846008376	0.0712345066061224	0.0338394225629325	0.0753325455978985	0.0608932813475939	0.0676930885465712	0.0397779039922511	0.0984054448782971	0.123848815546962	0.0337502937158523	0.00282133734234649	0.0246918988206015	0.0267858983725342	0.0207497408764962	0.0167643891149244	0.046836268942005	0.0487721647540955	0.102322014122767	0.075360829258989	0.0595196713105258	0.0337678606383148	0.0764506863614315	0.0771686406274815	0.0178708085609969	0	0.056568076341417	0.0586004672747659	0.0251370423169403	0.0745116479745101	0.061666241632362	0.0423195714786738	0.0340070228757977	0.0534216186381893	0.0745608859746506	0.0386504235871892
OM4_C_3G_1	0.0204441928390715	0.0343036034472373	0.0246084307343427	0.00879444130528217	0.0053480124379785	0.032492714468937	0.047584869040273	0.00542702346447517	0.00938241295108235	0.00407084540605976	0.014701834691179	0.0228769098846657	0.0216224272159433	0.00610297099648949	0.0112427800512187	0.0175065411642409	0.0430750225806245	0.0683705999040132	0.0229336577911874	0.0547125842792159	0.0328934320772255	0.029824822179016	0.0359689243862523	0.0401880994798939	0.0111526198970791	0.00975074646031536	0.0465099069985133	0.0227519284511539	0.00549961337492507	0.0231235164841627	0.0206665576947726	0.0229101852338831	0.0396383613882949	0.056568076341417	0	0.0247916329609529	0.0317372418048927	0.019394293456478	0.00734175416042054	0.0144555853087509	0.0262092712096886	0.00317132718902346	0.0183021199363437	0.019979353023912
OM4_C_3H_1	0.0262419365457177	0.0415916472128478	0.0305316941290033	0.0274660473880084	0.025325536175776	0.0379114743025534	0.0503160409203965	0.022088761586102	0.0239549266722676	0.0266253860523665	0.030906020124091	0.0328076076316484	0.0244489703978516	0.0214675242086905	0.0299145936357965	0.0246061447778419	0.0459346448777628	0.0702826720218367	0.0326490060062175	0.0578158156839021	0.0416818012094598	0.0355804401326199	0.0396977471657324	0.0426138709181405	0.0207301626346411	0.019728912628798	0.050740355968285	0.0229756476977114	0.020734463983083	0.0292205241937925	0.0293172812008759	0.0265137645271262	0.0410920330423694	0.0586004672747659	0.0247916329609529	0	0.0393439834182866	0.0264266772392278	0.0207557451118646	0.0250617263504291	0.0252680956796186	0.0242163336922718	0.0298596409288388	0.0230862748241424
OM4_C_3H_2	0.0512124478206013	0.0659529283344347	0.0557661460242706	0.0404940341111096	0.0263963351787909	0.0639068659217664	0.0789121814106292	0.0361585115834349	0.0227175121399308	0.0355881381263384	0.0463505598440734	0.0088655512556207	0.0516482323524279	0.0365106077496347	0.0427476355123999	0.0161531151649244	0.0743433582881461	0.0997704754156866	0.00882105140934529	0.0230919055357033	0.0025991706602819	0.00401631914430719	0.00636016643304285	0.0102470977725749	0.0229582774094551	0.0249080091398614	0.0780259469375741	0.0520141940717437	0.035200446502931	0.0103763807209262	0.0520718947986979	0.0533437602862875	0.0108259219039604	0.0251370423169403	0.0317372418048927	0.0393439834182866	0	0.0503603933331643	0.0374067135902134	0.0179676769679528	0.0150096451253034	0.0286367429372785	0.0499557902974888	0.0164363681682784
OM4_H_4A_1	0.00128535155709982	0.0164837714173159	0.00543922989026661	0.0121126459104561	0.0245332099748952	0.0137317499903283	0.0286250842613259	0.0143235389607638	0.0276875713008913	0.0165039068069455	0.00930672479354443	0.0415741951023149	0.0039575899988973	0.0138952697639371	0.0118262386849857	0.0347842240319987	0.0240311475839547	0.0495749818308024	0.0415866161255913	0.0728992796683958	0.0517848162089001	0.0479147452062793	0.0538076588120785	0.0578243543417133	0.0277223070151166	0.0257822220306684	0.0279239465262594	0.00633625269291754	0.0151743429320037	0.0408129945632641	0.00289937559952254	0.00395094759549119	0.0569596872036452	0.0745116479745101	0.019394293456478	0.0264266772392278	0.0503603933331643	0	0.0129645522095368	0.0324399834475946	0.0416868853955286	0.0221528740250561	0.00473335133251323	0.0361410879739243
OM4_H_4A_2	0.0138397748403717	0.0289451059666264	0.0183834550146534	0.00682264421578998	0.0119000427430432	0.02659495387961	0.0415729028823249	0.00200163366187415	0.0147397883365426	0.00661335838452209	0.0115358713417738	0.0286234657808992	0.0146045344792262	0.00125333788428063	0.00948341983764738	0.0219239473861833	0.0369870615907373	0.0625013478340973	0.0286330072638163	0.0600070791065872	0.0388494801535764	0.0349940706355893	0.0409408928207499	0.045009690867037	0.0148748974057137	0.0129679141297408	0.0407823813801517	0.0155267771506691	0.00222432698221949	0.027925915079019	0.0148215472561017	0.016100117091814	0.044216948498666	0.061666241632362	0.00734175416042054	0.0207557451118646	0.0374067135902134	0.0129645522095368	0	0.0194856740416568	0.0293800865878479	0.00952694648787273	0.0132138598440619	0.0235436353309635
OM4_H_4A_3	0.0332712380139779	0.0482556508274288	0.0378624842405423	0.0232007955379409	0.00940876594060108	0.0460571853992064	0.061035869279622	0.0183438888606758	0.005073756312357	0.0185033392696741	0.029114873948434	0.00933685810759199	0.0337019553416825	0.0186406552534672	0.0256963580922732	0.00341119652778425	0.0564512485984791	0.0819415449398975	0.00930414933784869	0.0405830607375194	0.0195705903701259	0.0155554082033636	0.0216139346811744	0.0257907384617538	0.00519725558918822	0.00707251438870611	0.0602217950369804	0.0341273313408453	0.0172953820818556	0.00867406474742284	0.0342425626703187	0.0353909264335067	0.0251946752149205	0.0423195714786738	0.0144555853087509	0.0250617263504291	0.0179676769679528	0.0324399834475946	0.0194856740416568	0	0.012787126450731	0.0112863806142535	0.0322886610087082	0.00676768759406871
OM4_H_4E_1	0.0422591705140181	0.0580851742384426	0.0470568551430958	0.0344980957787673	0.0217597204061447	0.0553597737474129	0.0698697414662034	0.0288328889601846	0.0172943020914189	0.0302440725216387	0.0402835520449395	0.0121367247593788	0.0419796433867899	0.0288872090831383	0.0371906232732109	0.00937974086260263	0.0652620840246752	0.0907115694728605	0.011876038771131	0.0329220664941326	0.017570720972019	0.011002436695149	0.0144363241867657	0.0175170089203775	0.0150916467771385	0.0167357147496729	0.0694630296041953	0.041763223247608	0.0274542714820307	0.00741795567098612	0.0439538435735105	0.0439234392300256	0.0161651342574056	0.0340070228757977	0.0262092712096886	0.0252680956796186	0.0150096451253034	0.0416868853955286	0.0293800865878479	0.012787126450731	0	0.0231885962322284	0.0425846281717115	0.00626599473829886
OM4_H_4E_2	0.0231433957207541	0.0373587725119428	0.0274545835911927	0.0119535087101436	0.00238769750953506	0.0354442302973327	0.0505258710109188	0.00786366751383566	0.00621406730696252	0.00722217596885742	0.0178656480083859	0.0197735178098222	0.0241074018511752	0.00839499335800274	0.0144124263652613	0.0143664099941574	0.0459926580565917	0.0713530905382872	0.019822575810535	0.0515823301116545	0.0298514395493826	0.026667266516975	0.0328053294351603	0.0370213749853249	0.00824241012245585	0.00708857253285785	0.0495143362766691	0.025041349292836	0.00737745558711943	0.0199532860434332	0.0235921743229745	0.0255235580495831	0.0364694177040032	0.0534216186381893	0.00317132718902346	0.0242163336922718	0.0286367429372785	0.0221528740250561	0.00952694648787273	0.0112863806142535	0.0231885962322284	0	0.0213441288219114	0.0169356531760594
OM4_H_4F_2	0.00584894624848394	0.0160213541145135	0.00731024229931552	0.00986482873230971	0.0236387934747794	0.0143315177600738	0.0293976816315201	0.0139875177789573	0.0273161850130515	0.0147638672882819	0.00527435113620792	0.0411008312706505	0.0086624540062667	0.0137965939915352	0.00859637993647763	0.0349575621690105	0.024957145115028	0.0501158984659359	0.0411432721494311	0.0728038332590627	0.0511732830821626	0.0478280289936306	0.0538739171463644	0.0580049225831457	0.0279716388347027	0.02610697410334	0.0282272706696196	0.0110625148284238	0.0152158656693912	0.0408823281074502	0.00325204296977156	0.00816306143114071	0.0572857023565018	0.0745608859746506	0.0183021199363437	0.0298596409288388	0.0499557902974888	0.00473335133251323	0.0132138598440619	0.0322886610087082	0.0425846281717115	0.0213441288219114	0	0.0367323328612632
OM4_H_4F_3	0.0367995938896372	0.0524242045415208	0.0415579870272332	0.0283710353628879	0.0154995217252097	0.0498600420168144	0.0645715694252616	0.0228456123219819	0.01103917009963	0.0240283219653788	0.0342027633413742	0.0100212313007211	0.0367543256009987	0.0229573904398603	0.0310340480323354	0.00352804737336032	0.0599600184732665	0.0854758024589168	0.00982384932815756	0.0372555414708949	0.0186697743487606	0.0129336549882267	0.0181257695705086	0.0218947114002276	0.00892226828298194	0.0106707255258822	0.0640230131640465	0.0367604551579718	0.0215298710906353	0.00614430300628023	0.0382775803669577	0.0386254406271617	0.0208914874902196	0.0386504235871892	0.019979353023912	0.0230862748241424	0.0164363681682784	0.0361410879739243	0.0235436353309635	0.00676768759406871	0.00626599473829886	0.0169356531760594	0.0367323328612632	0
