	OM4_B_B_3	OM4_C_1A_1	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_1	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1D_1	OM4_C_1D_2	OM4_C_1D_3	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1F_3	OM4_C_1G_1	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_2	OM4_C_1H_3	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2B_2	OM4_C_2B_3	OM4_C_2C_1	OM4_C_2C_2	OM4_C_2D_1	OM4_C_2D_3	OM4_C_2E_2	OM4_C_2E_3	OM4_C_2F_1	OM4_C_2F_2	OM4_C_2F_3	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_2	OM4_C_3A_3	OM4_C_3B_1	OM4_C_3B_2	OM4_C_3B_3	OM4_C_3C_2	OM4_C_3C_3	OM4_C_3D_1	OM4_C_3D_2	OM4_C_3E_2	OM4_C_3E_3	OM4_C_3F_2	OM4_C_3F_3	OM4_C_3G_2	OM4_C_3G_3	OM4_C_3H_2	OM4_C_3H_3	OM4_H_4B_1	OM4_H_4B_2	OM4_H_4B_3	OM4_H_4E_3	OM4_H_4F_2	OM4_H_4F_3
OM4_C_2E_2	0.0608367507336341	0.000452633820344309	0.0256757858271682	0.0190124302791038	0.037448375855844	0.0306078480551532	0.00686693331145556	0.00627613340294734	0.0368051578432584	0.0194255375213799	0.0157718986899736	0.0265528147269675	0.0244894718289085	0.0315674874096842	0.0108664345239964	0.0234200326710355	0.0096655416290823	0.0337011130310272	0.0295150438805996	0.00887929402459695	0.0181633910143887	0.0209442067887338	0.0158477293821625	0.0522991358861606	0.0227169528952127	0.00757630188463141	0.0173009463270691	0.0256483061445772	0.0166412441070629	0.00955920888360785	0	0.0214293961039891	0.0043837319106599	0.0301984951803335	0.00616764797662544	0.00289614251815387	0.0117771675883109	0.00822027821765798	0.0164479575641823	0.0142470503252339	0.0179178188203262	0.020140696477922	0.00360706320071797	0.0165585326417576	0.0150880581387684	0.0143392752346248	0.0144039817976321	0.0411032506192053	0.00593966273179927	0.0171806778144527	0.00396671742834918	0.0211350991516634	0.0169191308096291	0.0249791904771299	0.00552334578287282	0.0206110719373707	0.0181284518526327	0.0185165166870973	0.0217382216846579	0.00240182694677224	0.00706797479240041
OM4_C_2E_3	0.0807525044603867	0.021785470801246	0.0160559274844347	0.0381759215559755	0.0257610422210059	0.0200687917460891	0.0259184892688601	0.0255501833652758	0.0231131722753896	0.0148311337050758	0.0207499536889271	0.0373510761962213	0.0108332844127849	0.0214349177611265	0.0149719800045786	0.0446763571276789	0.0287037966527274	0.0512849448449785	0.0174645566131021	0.020013630144765	0.0138690291227867	0.0122666790164061	0.0355329639337509	0.0548017855778058	0.0093889259000561	0.0235059090633322	0.0160343175652559	0.0176447289694708	0.0380557176281291	0.0119326636810139	0.0214293961039891	0	0.0170479907817104	0.0445272004378118	0.0182940089032812	0.0185489924238586	0.0140721202407206	0.0225355361793529	0.0335509012757326	0.028318861892495	0.0378083117529174	0.030711759367717	0.0178270050238882	0.0334525858501824	0.00655010226654342	0.0322924641618893	0.00736355146258217	0.0385743049114617	0.0218899048471216	0.0132104970130488	0.0200518158175949	0.0149882688450438	0.0138750444121567	0.0176627908479807	0.021704216197462	0.0292070916247786	0.0308728208131208	0.0313134484750053	0.0110367886350818	0.0196320296306183	0.0159242260907848
OM4_C_2F_1	0.0648771369378145	0.00474004593775423	0.0224916162123733	0.0225491056686472	0.0343798969295595	0.0275174606541581	0.0100701859591973	0.00955197240888446	0.0334185377120019	0.0165301277638227	0.0146386457984544	0.0278754044523281	0.0207054018238994	0.0285755654579174	0.00815933099800842	0.0277628657122578	0.0129070357505596	0.037037897177765	0.0261606298345248	0.00846691151228656	0.015151248507173	0.0175357284171642	0.0195295608671735	0.0522161472025286	0.0188643097530204	0.0090760110454457	0.0147884446635848	0.0227157739408259	0.0210164382052854	0.00519029634339555	0.0043837319106599	0.0170479907817104	0	0.0325876469416347	0.00500324688612699	0.00154730163262921	0.00881232157161108	0.00901023395802937	0.0191802806056184	0.0157437583961025	0.0217042885479852	0.0210988896811712	0.000780376943885089	0.0192191902716807	0.010745525619479	0.0173139999118124	0.0100906643289042	0.0397711133667172	0.00707879159665726	0.0140731529842462	0.00439181739497978	0.0181536317102796	0.0139540248328968	0.0221169678567514	0.00668927941861173	0.0210258198680826	0.0196325189394183	0.0200604868029836	0.0181224176410926	0.0030054476244453	0.00420719981202296
OM4_C_2F_2	0.0409941555338996	0.0302822332881354	0.035960412484745	0.0384532565408578	0.0422628787941192	0.0380335901495964	0.0233816005974114	0.0239790740443307	0.0444254964545067	0.0317111588132295	0.0240891656732588	0.00891177131486193	0.039535759788423	0.037888721159827	0.0298072619298985	0.02427457561681	0.03482527433789	0.0103842769949683	0.0393220011172154	0.025337081702566	0.0319202199877778	0.0350898345506414	0.0358426774809313	0.031651080431562	0.0389974436710281	0.0366854014574023	0.0294490333548861	0.0343232735719834	0.027418650828117	0.0363070777591233	0.0301984951803335	0.0445272004378118	0.0325876469416347	0	0.0282784010532062	0.0314325422566664	0.0305748248039632	0.0377972562645708	0.0405176754400604	0.0419406085508711	0.0361638288791743	0.0140716603952994	0.0321896729668465	0.0408367391282329	0.0386721299054527	0.0382936946213323	0.0378354097371169	0.0318438570165322	0.0356755624361277	0.0320950380179968	0.0341592730955585	0.0327310533255757	0.0313730055835173	0.0335817368536492	0.0353229842298125	0.016163641709634	0.0137052284159234	0.0132578628967856	0.0367750535980912	0.0298282247545816	0.0305037636083131
OM4_C_2F_3	0.0625318652382546	0.00660851190614387	0.0197322274942973	0.0250501321177938	0.0314032155220016	0.0245903556389176	0.00769777242385281	0.00739834677569477	0.0309353562616145	0.0133903653716325	0.00989006578557962	0.0230481448316703	0.0191280646555544	0.025506107358094	0.00497012759335737	0.0268872514261535	0.0158277129499493	0.0336013103458675	0.0236563701116358	0.00346647242928156	0.0122016272016691	0.0152180400976224	0.0218311971499555	0.0472576444055295	0.0174938100607488	0.0132297883691304	0.0111645115950628	0.0195855794698344	0.0211671317016561	0.00806154114350228	0.00616764797662544	0.0182940089032812	0.00500324688612699	0.0282784010532062	0	0.00467644092831161	0.0060047127889672	0.0134939881506587	0.0226049040234264	0.0200157528852606	0.0238110355372274	0.0162031837351293	0.00502221342430899	0.0227079403462122	0.0117616627542467	0.0205061139809171	0.0109340195863545	0.0352175318598741	0.0113254263961738	0.0112953610315648	0.00870188151568419	0.0151220170507937	0.0109527184274285	0.0188947796696629	0.0108992546204141	0.0160340178112535	0.0149572829405608	0.0153974402640247	0.016209263894195	0.00386049181074536	0.00241968906222343
OM4_C_2G_1	0.0633518619387215	0.00328495993769505	0.0233033829296762	0.0214965964148472	0.0351558704317521	0.0282951298938914	0.00864105121417109	0.00810512058637917	0.0343375017225671	0.0171929030081658	0.0145564980263233	0.0270221850997589	0.0218060626994901	0.0293109491391835	0.00866308981913551	0.0262245407115045	0.0119309743576964	0.0356453160367224	0.0270571800169668	0.00801010652107725	0.0158614307026259	0.0184421512430093	0.0184106189439826	0.0518583650477619	0.0199989282330774	0.00864740399365887	0.0152717442268256	0.0234143276173246	0.0195335562197442	0.00672986139536037	0.00289614251815387	0.0185489924238586	0.00154730163262921	0.0314325422566664	0.00467644092831161	0	0.00945121113039496	0.00882861921156056	0.0184315217533201	0.0154219071747071	0.0205448636009933	0.0203355447502203	0.000840154184570455	0.0184974012668598	0.0121921918503791	0.0164655035297187	0.011509695165529	0.0398503333628373	0.00669907350468964	0.0148228346775581	0.00403660936995602	0.0188615713958487	0.0146363190276795	0.0227829623034016	0.00627891326058905	0.0204375698393219	0.0186952885585604	0.0191135459411798	0.0191327813625492	0.00161528008632036	0.00467572802866672
OM4_C_2G_2	0.0671045943032371	0.0122297207524871	0.0139034782239112	0.0307854936069034	0.0257206184997395	0.0188632413020681	0.0132769124256009	0.0130904878424882	0.025041604550842	0.00774559322634679	0.0077441966801696	0.0238910817570026	0.0131523366537203	0.019864333634536	0.00109574060824167	0.0325657151744525	0.0213353688506534	0.0372596771624612	0.0177498010066335	0.00621926064513192	0.00641494371505146	0.00923236346203551	0.0276182716946375	0.0451962909866476	0.011575204899092	0.017887067330917	0.00604349199692054	0.0139646219082541	0.0271303590014997	0.00799488149625088	0.0117771675883109	0.0140721202407206	0.00881232157161108	0.0305748248039632	0.0060047127889672	0.00945121113039496	0	0.0177760254273168	0.0278772151112729	0.024532111597084	0.0296608497092329	0.0170377573127491	0.0093114861517798	0.0279377027714274	0.00813811046042306	0.0259100812997079	0.0073200426258394	0.0315162566392367	0.0158905217781423	0.00540514032393823	0.0131985244362276	0.00941217490640871	0.00518556606597339	0.013338379608968	0.0154988679748356	0.0159393700123502	0.0168764860162599	0.0173221551462473	0.0102082132932841	0.00937689034862873	0.00478012444129244
OM4_C_2G_3	0.0650731948721267	0.00796661001426985	0.0311708593067538	0.0157361279031519	0.0430580642905404	0.036220839404955	0.0145381217396722	0.0139477341038253	0.0418184777059406	0.0254251727131608	0.023381098976437	0.0346984644506353	0.0287307173969812	0.0373354959704076	0.0171656101011614	0.0264890101432234	0.00683384628838542	0.0401208310524049	0.03465805684146	0.0167178509023373	0.0240125788671497	0.0260997689703736	0.0133723017602291	0.0604394036458413	0.0268135013171131	0.00144877583185489	0.0237854328191596	0.0315454078562077	0.0186390935604908	0.0117173639478877	0.00822027821765798	0.0225355361793529	0.00901023395802937	0.0377972562645708	0.0134939881506587	0.00882861921156056	0.0177760254273168	0	0.0110874517904642	0.00676506931090692	0.0156575781245719	0.0283548587488269	0.0086512134021262	0.0110267452340704	0.0174490959786533	0.00976880430734147	0.0170882298505887	0.0486652430978057	0.00228111503797136	0.0229038786289558	0.00479316870089086	0.0269968443802828	0.0228490739152258	0.0309830715251149	0.00270229316573613	0.0288061511447295	0.0262739122631964	0.0266496023802231	0.0264524828367375	0.00983416947301696	0.0132107224494025
OM4_C_3A_2	0.0603538400819405	0.0160164713835415	0.0416622473241843	0.00589047437466088	0.053536858063028	0.0466784021087281	0.0200201096794159	0.0195767954260005	0.052547607063235	0.0356183662005694	0.0320942869837973	0.0397828672279072	0.0396273018447114	0.0477166971745388	0.0270848945055092	0.0223710135854495	0.00694267693718233	0.0399655344343166	0.0453148627805393	0.0251770748007227	0.0342769834014839	0.0366991154557345	0.00570770834123703	0.0670994873579688	0.0377297660076065	0.01037122939128	0.0336550542013514	0.0418332670979757	0.0148524708179624	0.0227159855116577	0.0164479575641823	0.0335509012757326	0.0191802806056184	0.0405176754400604	0.0226049040234264	0.0184315217533201	0.0278772151112729	0.0110874517904642	0	0.00598581287430508	0.00716830826540191	0.0344630420480002	0.0185989279947965	0.000376723227723808	0.0285161041206815	0.00234018661969019	0.0281269108994393	0.0572686229223181	0.0122927417375069	0.033221818672277	0.0148393936099451	0.0372785479282918	0.0330585933863847	0.0412064317748956	0.01262043075695	0.0356192977432745	0.031772454519559	0.0320460775161415	0.0372070724417015	0.018763608958483	0.0231063591914238
OM4_C_3A_3	0.0651800553804367	0.0138945673806368	0.0379034434992556	0.011777259771336	0.0497789547933165	0.0429532970760665	0.0195554443328625	0.0190119130281026	0.0484605117624821	0.0321877583976001	0.0298785808471786	0.0399174522670767	0.0352976731057509	0.0440783847079787	0.0239011301205621	0.026664635609518	0.00724720499966152	0.0427930861775054	0.0413420527695453	0.0230725791981213	0.0307746897768118	0.0328171883654012	0.0106938837937904	0.0664040859020437	0.033369713601079	0.00678689710731493	0.0305285656866229	0.0383020096371513	0.0187481972809486	0.0182795921897924	0.0142470503252339	0.028318861892495	0.0157437583961025	0.0419406085508711	0.0200157528852606	0.0154219071747071	0.024532111597084	0.00676506931090692	0.00598581287430508	0	0.0126522725914659	0.0339511477939873	0.0153358461602093	0.00574116616907521	0.0238055633233377	0.00612360461729524	0.0235301694629352	0.0552113644745332	0.00872647973504594	0.0296647537568039	0.0114202460937935	0.0337567437669478	0.0296120750700169	0.0377431589584311	0.00914386251714045	0.0346914546258765	0.0315827887061172	0.0319184783601788	0.0331151834127882	0.0162208576098806	0.0199258050770941
OM4_C_3B_1	0.0532376895310049	0.0174680170736054	0.0435203245483235	0.00231516416683571	0.0551833199178751	0.0483876745917993	0.0189646228313502	0.0186961752997856	0.054683533256389	0.0371957948576564	0.0322579226797936	0.0368625342061147	0.0423422002047271	0.0492862917162834	0.0287079508578229	0.0156779329402976	0.00910927449410514	0.0342305532511876	0.0473992495563314	0.0255982280117283	0.0359939043424041	0.038852532285554	0.0022907167204868	0.0646816025825177	0.0405324967721577	0.014462217780314	0.0349035051964278	0.0433752882128684	0.00895884251787724	0.0261856289114157	0.0179178188203262	0.0378083117529174	0.0217042885479852	0.0361638288791743	0.0238110355372274	0.0205448636009933	0.0296608497092329	0.0156575781245719	0.00716830826540191	0.0126522725914659	0	0.0324667967062234	0.020983578637978	0.00753073463597673	0.0320967271784395	0.00657101079643576	0.0315592581078275	0.056602689837961	0.0159336522794424	0.0350483078849153	0.0178847159486338	0.0389265049439894	0.0347455305551551	0.0426712701916297	0.0161101931328053	0.0340721840849321	0.0295106818093063	0.0296991906255336	0.0396389391130229	0.0203028020647516	0.0249843207606063
OM4_C_3B_2	0.0536953141735269	0.020392397587686	0.0222845622396662	0.0344622793421241	0.0301796643673103	0.0250073738924989	0.01452101865178	0.0150204228957173	0.0317235176014006	0.0176659021330901	0.0100577841736106	0.00692928132748709	0.0255293836326446	0.0251105007782516	0.016424248194625	0.0266438051094651	0.0277249340987595	0.0226127831959994	0.0259032747403084	0.0128119432768742	0.0178520349494229	0.0210437614445674	0.0312884402727027	0.0326768529734081	0.024939213418196	0.0276029470376451	0.0153805005035343	0.0207942644563437	0.0254994463049341	0.0237540241395672	0.020140696477922	0.030711759367717	0.0210988896811712	0.0140716603952994	0.0162031837351293	0.0203355447502203	0.0170377573127491	0.0283548587488269	0.0344630420480002	0.0339511477939873	0.0324667967062234	0	0.0209311760367764	0.0346972991206771	0.025164323977431	0.0321256526599606	0.0243542736050493	0.024967409308785	0.0260768175959123	0.0180450424480834	0.0239026477702157	0.0187554702152316	0.0173232728190734	0.0200119036558886	0.0256624819565266	0.00260835950317371	0.0031002746491396	0.00308571327842969	0.0227251745830138	0.0188976377692388	0.0180367923032273
OM4_C_3B_3	0.0641834419006158	0.0039600193580748	0.0230768752733887	0.0218613862598104	0.0349540884203568	0.0280908612785145	0.00947412831200313	0.00894112223161255	0.0340475641779793	0.0170514794687238	0.0148190705857731	0.0276593226758218	0.021396390274308	0.0291323295948297	0.00859721414326259	0.0270006954153097	0.0122389767285614	0.0364733769635097	0.0267798135324536	0.00844448351230307	0.0156910421933996	0.0181553518394089	0.0188201571206315	0.0522728844886886	0.0195660296894564	0.00860857617948165	0.0152312369761953	0.0232556191335741	0.0202367195936212	0.00595716691674475	0.00360706320071797	0.0178270050238882	0.000780376943885089	0.0321896729668465	0.00502221342430899	0.000840154184570455	0.0093114861517798	0.0086512134021262	0.0185989279947965	0.0153358461602093	0.020983578637978	0.0209311760367764	0	0.0186482479283992	0.0115238814095718	0.0166941592216037	0.0108652579440447	0.0400418005245187	0.0066231364058649	0.0146280775938562	0.0039206604821721	0.0186948902655612	0.0144810009732536	0.0226431363663881	0.00621822132095882	0.0209538510276522	0.0193647401008461	0.0197872219488785	0.0187809476562507	0.0024230711638199	0.00460040444661605
OM4_C_3C_2	0.0607239428005395	0.0161301677731779	0.0417026832471895	0.00620870648881068	0.0535816684106078	0.0467235391513926	0.020238732908512	0.0197892553351989	0.0525657994870799	0.0356797453217575	0.0322331366876534	0.0400504096910288	0.039620415358333	0.0477688201199753	0.0271556543327337	0.022747587040604	0.0071149525643686	0.0403249670065459	0.0453400527937443	0.0253144843353974	0.0343321985833029	0.0367273399147951	0.00608441859209758	0.0673361623727249	0.0377193186955342	0.0103550401207689	0.0337363846220518	0.0418909137571147	0.015224063693249	0.0226857851486864	0.0165585326417576	0.0334525858501824	0.0192191902716807	0.0408367391282329	0.0227079403462122	0.0184974012668598	0.0279377027714274	0.0110267452340704	0.000376723227723808	0.00574116616907521	0.00753073463597673	0.0346972991206771	0.0186482479283992	0	0.0284681988613604	0.00259979569086796	0.0280890509044558	0.0574295041581139	0.0122937787079194	0.0332722154844619	0.0148646354909999	0.0373343821584238	0.0331169057593012	0.0412687546830694	0.0126297239006232	0.0358333862560817	0.0320202286155376	0.0322969891172677	0.0372188488488509	0.0188606127868018	0.0231713759289496
OM4_C_3C_3	0.0742629020017612	0.0154684867049037	0.0154774192503857	0.032682842765468	0.0268663351471832	0.0203279137120962	0.0193702631897789	0.019001798083756	0.0250222319656492	0.0116980846624686	0.0155701633160523	0.0319892941408909	0.0117262920285869	0.0216118336879727	0.00886967057157626	0.0381881935808059	0.023050884208908	0.0450010959047585	0.0182338813428955	0.0136875313369649	0.0103496688040414	0.0105086872877123	0.0298556173292354	0.0518285841602081	0.00979883315879088	0.01819059590677	0.0118492920000151	0.0165135701889233	0.0317164548345894	0.00591657874682423	0.0150880581387684	0.00655010226654342	0.010745525619479	0.0386721299054527	0.0117616627542467	0.0121921918503791	0.00813811046042306	0.0174490959786533	0.0285161041206815	0.0238055633233377	0.0320967271784395	0.025164323977431	0.0115238814095718	0.0284681988613604	0	0.0270064134157125	0.000851484282037237	0.0367352457904051	0.0163844945307043	0.00933691588663556	0.014216722848174	0.012587759456022	0.0098058313355066	0.0162281741914312	0.0161303766818233	0.0239637940481403	0.0249723401678937	0.0254200957103633	0.0101399322732817	0.0131696717012658	0.00937937042934024
OM4_C_3D_1	0.0592211197078112	0.0138996595884204	0.0397546073488381	0.00606813647745275	0.0516078044870457	0.0447508223847324	0.0176914492627803	0.0172536224363591	0.0507193393647697	0.0336400262787262	0.0298919463418358	0.0374529099926761	0.0379110122106188	0.0457637210435681	0.0250831887484398	0.0208958155582151	0.00471310462289664	0.0380093274032218	0.0434627958115926	0.0229820571332958	0.0323213738245748	0.0348416579346052	0.00457267293857964	0.0647646907748824	0.0360309131412111	0.00883230687290366	0.0316117887064215	0.039863774712083	0.0131504226603821	0.0211382265222119	0.0143392752346248	0.0322924641618893	0.0173139999118124	0.0382936946213323	0.0205061139809171	0.0164655035297187	0.0259100812997079	0.00976880430734147	0.00234018661969019	0.00612360461729524	0.00657101079643576	0.0321256526599606	0.0166941592216037	0.00259979569086796	0.0270064134157125	0	0.0265694605786849	0.055016451867748	0.0106388276749149	0.0312844938298687	0.0130520918451363	0.0353183008405834	0.0310931683460548	0.0392211773547253	0.0109241563341251	0.0332936081886899	0.0294333662943403	0.0297074541446579	0.0354147420021028	0.0166908185408113	0.0211312085472515
OM4_C_3D_2	0.0734304535014283	0.0147926010604881	0.0153337807182957	0.0321925269763129	0.0268565757766382	0.0202463378309502	0.0185600732195602	0.0181984499910229	0.025125913059935	0.0112509482172635	0.0148119449246884	0.0311908272202372	0.0118452628720092	0.021510221447127	0.00803178612064795	0.0374281406597908	0.0225421956063967	0.0441504358078081	0.0182370843060872	0.0128361098990563	0.00986760207799469	0.0102910864451608	0.0293287979560944	0.051262172001661	0.00991002860772939	0.0177755435682278	0.0112454294538334	0.0162831829776386	0.0310155210909321	0.00543336228295709	0.0144039817976321	0.00736355146258217	0.0100906643289042	0.0378354097371169	0.0109340195863545	0.011509695165529	0.0073200426258394	0.0170882298505887	0.0281269108994393	0.0235301694629352	0.0315592581078275	0.0243542736050493	0.0108652579440447	0.0280890509044558	0.000851484282037237	0.0265694605786849	0	0.036320808373747	0.0159343457052445	0.0088191069033432	0.0136938788213638	0.0122332887203162	0.00924786603679271	0.0159599187659901	0.0156649612964694	0.0231826087047096	0.0241358921544283	0.0245839459850833	0.0100585440522152	0.0124371594052941	0.00856142925074217
OM4_C_3E_2	0.0717430735590167	0.0414974898885426	0.0225961227172624	0.0583953863148171	0.0181943509274331	0.0197072386983749	0.0377225789527374	0.0380542263660449	0.0219922682197972	0.0250787342250459	0.0253581857705246	0.0240750014444888	0.0280632191360532	0.0184892960004792	0.0318441134899212	0.0514289365889067	0.0503357053716545	0.0422058915939458	0.0224930642574878	0.0322307904271139	0.0264891008617231	0.0265864882125422	0.0551238372747938	0.0177938650573754	0.0292280386793032	0.048434459733059	0.0256363634923398	0.0209365184888136	0.0503223160400554	0.039354391409898	0.0411032506192053	0.0385743049114617	0.0397711133667172	0.0318438570165322	0.0352175318598741	0.0398503333628373	0.0315162566392367	0.0486652430978057	0.0572686229223181	0.0552113644745332	0.056602689837961	0.024967409308785	0.0400418005245187	0.0574295041581139	0.0367352457904051	0.055016451867748	0.036320808373747	0	0.0465308332622523	0.0275859045423952	0.0438826790175425	0.0241852216998148	0.0272809041555335	0.020943019572892	0.0461062174261673	0.0228616084142503	0.0280633167775982	0.0280393538066238	0.0275861753102851	0.0390132894597618	0.035592300582802
OM4_C_3E_3	0.0638528067796762	0.00569192517488059	0.0294925288085148	0.016336053739228	0.0413874942355417	0.0345323349103541	0.0123502764620554	0.0117560707039883	0.0402928917573024	0.0236025851025668	0.0212113390339819	0.0324397414285429	0.0273414852837481	0.035612765002646	0.015213808662811	0.0254439486453567	0.00682920902853299	0.0382940723367144	0.0330782195753752	0.0144911588461087	0.0222148507889553	0.0244740285772715	0.0136519742268944	0.0581744652943276	0.0254460023555022	0.00199833404693914	0.0218480092230335	0.0297738857339421	0.017765188059741	0.0105015241803004	0.00593966273179927	0.0218899048471216	0.00707879159665726	0.0356755624361277	0.0113254263961738	0.00669907350468964	0.0158905217781423	0.00228111503797136	0.0122927417375069	0.00872647973504594	0.0159336522794424	0.0260768175959123	0.0066231364058649	0.0122937787079194	0.0163844945307043	0.0106388276749149	0.0159343457052445	0.0465308332622523	0	0.0211261087148032	0.00270264894004541	0.0252137509595557	0.0210255343527496	0.0291846039908854	0.000429778777005732	0.0265284697011573	0.0240137334123038	0.0243924976815605	0.0249332194218742	0.00760162125329967	0.0112224288796314
OM4_C_3F_2	0.0703480672417544	0.0176332373968507	0.00849877170587795	0.03618744775873	0.0203386034873811	0.0134749193590565	0.018069746312836	0.0179739995278115	0.019655248351672	0.00260921134945944	0.00801306515729387	0.0244044195874938	0.00844397643505317	0.0145076131260082	0.0063460525555681	0.0371960515187626	0.0267298963023351	0.0398486366556177	0.0123673855636905	0.0105768571866462	0.0011446827538985	0.00403796497395733	0.0330165662808144	0.0425116492594192	0.00727389568397238	0.0231230936738926	0.00282862241557441	0.00865129753185428	0.0322008282117542	0.0120786873436817	0.0171806778144527	0.0132104970130488	0.0140731529842462	0.0320950380179968	0.0112953610315648	0.0148228346775581	0.00540514032393823	0.0229038786289558	0.033221818672277	0.0296647537568039	0.0350483078849153	0.0180450424480834	0.0146280775938562	0.0332722154844619	0.00933691588663556	0.0312844938298687	0.0088191069033432	0.0275859045423952	0.0211261087148032	0	0.0184601452868887	0.00409423889386167	0.000722349006788074	0.00808343434594747	0.0207483120605244	0.0162570790209343	0.0187921213451414	0.0192023904234569	0.00537107948061543	0.0147798636379814	0.0101702801883471
OM4_C_3F_3	0.0639266686424985	0.00388923828000529	0.0268576251192775	0.0185158924327584	0.038750100287552	0.0318904294214563	0.0108037517033652	0.0102086045717861	0.0377223739497793	0.0209211737710685	0.018588948108788	0.0304204490223274	0.0248653901681524	0.0329576559675951	0.0125123792642937	0.025907474062033	0.00885187277817822	0.0374410694877673	0.0304854428797019	0.011958335235607	0.019541461039882	0.0218680418611868	0.0156424876584332	0.0557567541581968	0.0229886810285636	0.00469249154550615	0.0191468932149095	0.0271046188346046	0.0185492499320894	0.00830270594722177	0.00396671742834918	0.0200518158175949	0.00439181739497978	0.0341592730955585	0.00870188151568419	0.00403660936995602	0.0131985244362276	0.00479316870089086	0.0148393936099451	0.0114202460937935	0.0178847159486338	0.0239026477702157	0.0039206604821721	0.0148646354909999	0.014216722848174	0.0130520918451363	0.0136938788213638	0.0438826790175425	0.00270264894004541	0.0184601452868887	0	0.0225430269210623	0.0183453318009472	0.026507540643952	0.0023017042139738	0.0242013593965793	0.0220098111725243	0.0224065389182818	0.022382987802777	0.00510945827333977	0.00851991228586661
OM4_C_3G_2	0.072046191142787	0.021587129777012	0.00467098182896235	0.0401294021063669	0.0163209398804398	0.00947761763394173	0.021408957169742	0.0213833675025273	0.0158981879670093	0.00174515833957388	0.00943433219004269	0.0244712778999718	0.0068243773306474	0.0104532329749936	0.0102707383447461	0.0402179973786844	0.0307357816498474	0.0411927472812936	0.00870403269139464	0.0138887751396431	0.00300425867682827	0.00279477017151054	0.0369328552581865	0.0398685380622016	0.00662943058061824	0.02721100580065	0.00436005023946465	0.00456303300597484	0.0356611731242347	0.0160546383609669	0.0211350991516634	0.0149882688450438	0.0181536317102796	0.0327310533255757	0.0151220170507937	0.0188615713958487	0.00941217490640871	0.0269968443802828	0.0372785479282918	0.0337567437669478	0.0389265049439894	0.0187554702152316	0.0186948902655612	0.0373343821584238	0.012587759456022	0.0353183008405834	0.0122332887203162	0.0241852216998148	0.0252137509595557	0.00409423889386167	0.0225430269210623	0	0.00422756703894289	0.00399321488149108	0.0248339309777555	0.0165756230798786	0.0201134368155271	0.0204791825147071	0.0043786761914923	0.018735136037865	0.0141918624358804
OM4_C_3G_3	0.0696605179137174	0.0173714799813539	0.00878183803477893	0.0359221869118718	0.0205444827907811	0.0136932266255114	0.0175697743574869	0.0174916397410119	0.0199891148754773	0.00257838199835277	0.00729094836837079	0.0236925980126395	0.00906971454103776	0.0146804295402979	0.00605385311020599	0.0366445630352785	0.0265108955787512	0.0391396150389368	0.0127182454154564	0.0100535452538645	0.00124928877577451	0.00458431348706313	0.032734736639253	0.0420328786500924	0.00795696027534379	0.0230234281163538	0.0021644752351993	0.00878021814903458	0.0317429276611991	0.0122276681030531	0.0169191308096291	0.0138750444121567	0.0139540248328968	0.0313730055835173	0.0109527184274285	0.0146363190276795	0.00518556606597339	0.0228490739152258	0.0330585933863847	0.0296120750700169	0.0347455305551551	0.0173232728190734	0.0144810009732536	0.0331169057593012	0.0098058313355066	0.0310931683460548	0.00924786603679271	0.0272809041555335	0.0210255343527496	0.000722349006788074	0.0183453318009472	0.00422756703894289	0	0.00816483912535065	0.0206409523294588	0.0155429395554656	0.0180759860417789	0.0184853574185617	0.00600033813705496	0.0145179502079392	0.00996498675070095
OM4_C_3H_2	0.0736604243398452	0.0254296942386672	0.00247341319621662	0.0439350153830245	0.0125297037827806	0.00583025869542432	0.0247636166616598	0.0247930695469565	0.0125887772578613	0.00559322553326335	0.0118925690768693	0.024942163517879	0.00762464634707936	0.0066233340429985	0.0141450404811125	0.0431786382030402	0.0346128059200483	0.0426146172837882	0.00593154821957675	0.0173345126045234	0.00697486885992497	0.0057537899153347	0.0407164586464764	0.0373371829110396	0.00841218252414068	0.0311820656636559	0.0077858947636758	0.000814679374719899	0.039031752745219	0.0200134387411703	0.0249791904771299	0.0176627908479807	0.0221169678567514	0.0335817368536492	0.0188947796696629	0.0227829623034016	0.013338379608968	0.0309830715251149	0.0412064317748956	0.0377431589584311	0.0426712701916297	0.0200119036558886	0.0226431363663881	0.0412687546830694	0.0162281741914312	0.0392211773547253	0.0159599187659901	0.020943019572892	0.0291846039908854	0.00808343434594747	0.026507540643952	0.00399321488149108	0.00816483912535065	0	0.0288017102771351	0.0175806017503514	0.0218562874319428	0.02217209029521	0.00664529789817708	0.022586357544117	0.018108212690718
