	OM4_B_B	OM4_C_1A	OM4_C_1C	OM4_C_1D	OM4_C_1E	OM4_C_1F	OM4_C_1G	OM4_C_1H	OM4_C_2A	OM4_C_2B	OM4_C_2C	OM4_C_2D	OM4_C_2E	OM4_C_2F	OM4_C_2G	OM4_C_3A	OM4_C_3B	OM4_C_3C	OM4_C_3D	OM4_C_3E	OM4_C_3F	OM4_C_3G	OM4_C_3H	OM4_H_4A	OM4_H_4B	OM4_H_4E	OM4_H_4F
OM4_B_B	0	0.0186330326341601	0.00297465079817556	0.0182536236373721	0.00716567179423127	0.0146689462763127	0.0243062322065381	0.0150083056878224	0.0107201871515878	0.00840352987074159	0.0208827885108119	0.03271875228541	0.036175725001125	0.0308994249588597	0.00336562775146599	0.0133516326528684	0.03015506612129	0.00481504169538676	0.0260057064527553	0.00311679245380495	0.0111215826422785	0.0263752334217427	0.0188754130631925	0.00863390611957567	0.011265203421691	0.00540838827997912	0.016580158761713
OM4_C_1A	0.0186330326341601	0	0.019780409404525	0.0366730797157162	0.0255270660554611	0.00458879441912274	0.0071878053090257	0.032606550292988	0.00833986206816269	0.0109464098633251	0.00492736044856054	0.0512269955174122	0.0547456270132595	0.0125867504889588	0.0192346241361031	0.00727831233489111	0.0487470569722203	0.0142823212974442	0.00738535219229811	0.0157113043847838	0.00877470363830775	0.00807016544142265	0.00617181533519844	0.0240966607923751	0.00768739501995161	0.0237382266839544	0.00466737823361874
OM4_C_1C	0.00297465079817556	0.019780409404525	0	0.0179956411369594	0.00589297569269571	0.0155713719008049	0.0256313047538222	0.015474410743277	0.0120133939776391	0.00921519367087454	0.0216163515010672	0.0322932266878797	0.0353802743123147	0.0321595877680022	0.00569982439514449	0.0147188987506107	0.0291892749015815	0.006450155848829	0.0271444089112787	0.00451324685389445	0.0125422145134548	0.0275279222497513	0.0202823974196651	0.0104404939021449	0.0124638231765966	0.00499168587487463	0.0172589891423439
OM4_C_1D	0.0182536236373721	0.0366730797157162	0.0179956411369594	0	0.0123335496959288	0.0328956182323288	0.0422383583540656	0.00918271268404071	0.0288777796897622	0.0262327583297387	0.0386268736197613	0.0150573248406306	0.0183554536478312	0.0488334381716973	0.0175440467931298	0.0306019028167873	0.0130738728444869	0.0228953167655991	0.0439678935301823	0.0211668054996484	0.0291074013966973	0.0444373458971241	0.036668907696507	0.0140770884619078	0.0291510563121705	0.0132917516584531	0.034414663131535
OM4_C_1E	0.00716567179423127	0.0255270660554611	0.00589297569269571	0.0123335496959288	0	0.021396018475701	0.0312866460067045	0.0112136804474758	0.0176521783053461	0.0148747314484296	0.0273516197497477	0.026492692215293	0.0294911942108988	0.0378849266105967	0.00816080220435769	0.0200682804939114	0.0233137437629116	0.0117321892200905	0.0329030743716913	0.00987698386510136	0.0180368171416305	0.0332940589525038	0.0257874914309739	0.0095235080415819	0.0180810653066839	0.00279330539655166	0.0230176015156391
OM4_C_1F	0.0146689462763127	0.00458879441912274	0.0155713719008049	0.0328956182323288	0.021396018475701	0	0.0105153881091743	0.0287753362040863	0.00440090996723627	0.00727593037160029	0.00772138278981453	0.0473134706107459	0.050781991743964	0.0166875681626389	0.0157796219106152	0.00621558486234246	0.0446735033656314	0.0102333335960342	0.0117476297886439	0.0117823698928795	0.00509570381994411	0.0120036077028654	0.00672995368283727	0.021078762987746	0.00469151042839614	0.0198247242761814	0.00442686300882291
OM4_C_1G	0.0243062322065381	0.0071878053090257	0.0256313047538222	0.0422383583540656	0.0312866460067045	0.0105153881091743	0	0.0370914568190933	0.0136488799900762	0.0174932591908215	0.0101584104488986	0.0563477453364942	0.0603064535903176	0.00710631585635992	0.0250756132251017	0.0140825934213232	0.0542987979296334	0.0196113827380646	0.00546093443388986	0.0216703754858134	0.013334147807495	0.00345706831573881	0.00605059423093303	0.0297139166221126	0.0142924609402404	0.0296437744812087	0.0116638682928909
OM4_C_1H	0.0150083056878224	0.032606550292988	0.015474410743277	0.00918271268404071	0.0112136804474758	0.0287753362040863	0.0370914568190933	0	0.0244438783548481	0.0233109388125385	0.0355385286529471	0.0196885652738172	0.0246894206336073	0.0440101799253305	0.0150784449365212	0.0276726515121648	0.0193039137423507	0.0186230932812937	0.039786971257036	0.0180833384803226	0.0242119705912688	0.0397456619963295	0.03120067229139	0.0129130942401643	0.0257748238735297	0.0121399101067329	0.0313182102743374
OM4_C_2A	0.0107201871515878	0.00833986206816269	0.0120133939776391	0.0288777796897622	0.0176521783053461	0.00440090996723627	0.0136488799900762	0.0244438783548481	0	0.00501278115814948	0.0117007994414796	0.0431727647798714	0.0468435168654136	0.0202862941049357	0.0119140283908185	0.00648013905939839	0.040782693970229	0.00607283209018277	0.0156217092242486	0.00809209183561813	0.00155500722141756	0.0157268457687398	0.00847879087526545	0.0172059281265365	0.00373156298053162	0.0160509861229403	0.00784963776915189
OM4_C_2B	0.00840352987074159	0.0109464098633251	0.00921519367087454	0.0262327583297387	0.0148747314484296	0.00727593037160029	0.0174932591908215	0.0233109388125385	0.00501278115814948	0	0.0125381774186341	0.040950929366443	0.0440977388125388	0.0235227219774444	0.0092316754970756	0.00581105002817039	0.038076378697111	0.00547718270023868	0.0182211818604187	0.00528722861508546	0.00641444293953546	0.0189495971968791	0.0130775987955611	0.0147059033769611	0.00346988620210904	0.0130604713023521	0.00822965986789607
