	OM4_B_B_1	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1D_1	OM4_C_1D_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1G_1	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_1	OM4_C_1H_2	OM4_C_1H_3	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2E_2	OM4_C_2F_1	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_2	OM4_C_3A_3	OM4_C_3B_1	OM4_C_3B_2	OM4_C_3B_3	OM4_C_3C_1	OM4_C_3C_2	OM4_C_3D_2	OM4_C_3E_1	OM4_C_3E_2	OM4_C_3F_1	OM4_C_3F_2	OM4_C_3F_3	OM4_C_3H_1	OM4_C_3H_2	OM4_H_4A_1	OM4_H_4A_2	OM4_H_4A_3	OM4_H_4B_1	OM4_H_4B_2	OM4_H_4B_3	OM4_H_4E_1	OM4_H_4E_2	OM4_H_4F_1	OM4_H_4F_2	OM4_H_4F_3
OM4_C_2C_2	0.00519450120813658	0.0101833864066684	0.00873054570025251	0.118198882409279	0.115438433756592	0.0136657236651147	0.016682067548229	0.016503282824229	0.0228664118058365	0.0204099418966103	0.0214292634015725	0.00603619343786746	0.0123607683617257	0.0101017215656126	0.00890954115346231	0.0118009668513183	0.012170868802709	0.0104512760135664	0.0157767545094297	0.0187076300358396	0.00470787004863387	0.0142368226063801	0	0.00531789987412751	0.0085105447502911	0.0132826336352532	0.0172259383918958	0.0161345425808432	0.011210660114043	0.0109304202617079	0.0077776426533686	0.0232477018621483	0.00438928632167369	0.00339098259573034	0.00256378257477488	0.0195577763783203	0.00722885960139187	0.0091242832196308	0.0091229035851629	0.00578212782290389	0.01237148530733	0.0180448117420044	0.0083914088546387	0.00585855180112629	0.00851369301916726	0.0176672287513998	0.00498285394187875	0.0149770787290587	0.00827476760493627	0.0141620262823328	0.017239861304376	0.00730440088977879	0.015147148164911	0.0168835165956821	0.0138071056526847	0.00858803464488078	0.0107634810770983	0.00931089340102235
OM4_C_2C_3	0.00900642195670889	0.0137759402397005	0.0136027911849641	0.121919710597451	0.119399483651685	0.0184862641461918	0.0202751275138544	0.0200700185658495	0.0212410111519423	0.0165115301446688	0.0254959328282681	0.00759151264626269	0.0147377870431494	0.00574107733239	0.00892579170461707	0.0168337490508433	0.0158293733825056	0.0132290506763844	0.0187597702750821	0.0217032432072928	0.00233441929578266	0.0180730605915604	0.00531789987412751	0	0.00706238848759284	0.0162617478919295	0.0210199076107313	0.020080643099435	0.0136382490187947	0.00712171458873133	0.0024765911705357	0.0220004507516796	0.00823638576369622	0.00242384708500839	0.00328926468919594	0.0235423261485318	0.0119684965371361	0.0132415515010811	0.0126797073056118	0.00846394558346628	0.0111264764432903	0.0213329050690533	0.0100421473999149	0.00303330059863112	0.00492585916473686	0.0202604966293217	0.00668579229535802	0.0191967094532774	0.0113307653546974	0.0194161353970223	0.0209886236565331	0.0110520476645204	0.00992989677115133	0.0210180737047648	0.0170426988685541	0.0104939340134634	0.0122663620036812	0.0130311874295354
OM4_C_2D_1	0.0136854612746541	0.0186905027085338	0.016799109242898	0.126537709527677	0.123674782048934	0.0216164472675983	0.0251875718199286	0.025010246589473	0.028264921793607	0.0126198965040598	0.0298178523106658	0.0136741189786963	0.0206162122478734	0.00517888545124614	0.00260268277405964	0.0194867998438827	0.020679823348477	0.0188120110560081	0.0242355719623869	0.0271798228225384	0.00912396815570135	0.0227254770826852	0.0085105447502911	0.00706238848759284	0	0.0217258233006318	0.0257087077201671	0.0245923675902316	0.019466614065168	0.00446291163383146	0.00733119101309518	0.015139316565257	0.012868478637274	0.00609689374199977	0.00635192888883576	0.0279854194691055	0.0154897220100239	0.017601762421923	0.0176238068633909	0.0139692158231474	0.0041328215757784	0.026548431987435	0.0162143767561931	0.0100633461114549	0.0118451910707928	0.0260443252837604	0.0126088242592711	0.0233563395018763	0.0166751977077993	0.0210238504668155	0.0257293304486854	0.0158099647201266	0.0138643800633737	0.0252783284623283	0.0222961721606631	0.0165502058842363	0.0185822168930545	0.0178205058235328
OM4_C_2D_2	0.00809922558695506	0.00342937917746417	0.00793592582063763	0.105785918191092	0.103372826698648	0.00825980271837255	0.0044514676036698	0.00422318415647163	0.0174100170019367	0.0327675791499933	0.010119804202753	0.00871385517363263	0.00222462005119793	0.022001763029254	0.0221408193245275	0.00916461573117713	0.0024673866471075	0.00303399686015779	0.00252072158415614	0.00547941298303002	0.0140140299211901	0.00352437522495609	0.0132826336352532	0.0162617478919295	0.0217258233006318	0	0.00550853202441044	0.00516239795060603	0.00288366947744099	0.0233074799938224	0.0182366707244015	0.0364919990647417	0.00889418500145719	0.0158609572919499	0.0154121965103685	0.00815557338421486	0.00785938885362886	0.0051763196994154	0.00429195803133096	0.007874943292324	0.0256509809608717	0.00510566053965319	0.00652917658839889	0.0139459458077586	0.0148343582666869	0.00446355490516376	0.00957668824158612	0.00557069912469811	0.00506004149700312	0.0126145706527848	0.00538228416909133	0.00607932361879506	0.0227346263304895	0.00646436561615302	0.00110997385810206	0.00597620922499414	0.00518476634776421	0.00430867491064202
OM4_C_2E_2	0.0121861265327455	0.00724611771887201	0.00955396409250393	0.101121723599834	0.0984997110781777	0.00664147189237052	0.00117731140121412	0.00138658202266157	0.0217474673302166	0.0373940609849032	0.00464391548697091	0.013733771090444	0.00771353750041339	0.0267048523991978	0.0256846702571197	0.00872690840339566	0.00519136587539033	0.00821102793838889	0.00404898956315828	0.00398425745025487	0.0188952173967292	0.00299183736875858	0.0172259383918958	0.0210199076107313	0.0257087077201671	0.00550853202441044	0	0.00127961128776307	0.00834710113766752	0.027861721578022	0.0231763266612457	0.0398884010396903	0.0130075014313388	0.0202222928204164	0.0196234435800575	0.00265926854637343	0.0104148703167139	0.00810880861588238	0.00834459793733243	0.0125797599079715	0.0293886915204152	0.00253290259623487	0.0118366739234757	0.0190069663733446	0.0201584044538965	0.0053927694544349	0.0144358649241022	0.00299871420465866	0.009744620283384	0.0111163379358365	0.000229630519007936	0.0100507040150117	0.0281408272290813	0.00183047203336131	0.00442800454060503	0.0112600406531147	0.0106922854230463	0.00802577657350926
OM4_C_2F_1	0.0111663225371246	0.00633153284501901	0.00830473305952777	0.102164052288799	0.0994821268392515	0.00543341029228393	0.00175477876110618	0.00183564177377218	0.0220295935975185	0.0363853564016056	0.00542222503693614	0.0129259200048639	0.00738269444769078	0.0257329492261366	0.0245097068875319	0.00746448717473995	0.0043140559510887	0.00757044821585975	0.00430798243973497	0.00498624719115909	0.0180024530943331	0.00203067347500919	0.0161345425808432	0.020080643099435	0.0245923675902316	0.00516239795060603	0.00127961128776307	0	0.00785980654935393	0.0268497956720426	0.0222855913460351	0.0386822402275245	0.0119813947559393	0.0191910574240067	0.0185655617415617	0.00346379305544973	0.00922253922150775	0.00701284318158053	0.00741494695959384	0.0116890550031465	0.0282308375586537	0.00355763405230678	0.0111786918227192	0.01817701319794	0.0194546502014915	0.00606569037114924	0.0135675908789128	0.00173892353611452	0.00890360349022935	0.00996778845009406	0.00141910183288125	0.00905081655114002	0.0274828553273208	0.00131410792916176	0.0040528764084709	0.0105968407817169	0.0102615374969102	0.00705051411916125
OM4_C_2G_1	0.00623492932647994	0.00326219098671248	0.00790114821103708	0.108511736654046	0.106158422352228	0.00980331114732985	0.00732381191716027	0.00709637187357074	0.0159699750864451	0.0301320298932183	0.012979812496004	0.00604709990090303	0.00115262934671507	0.0193672721928615	0.0201171541620522	0.0100606363171888	0.00404484599096355	0.00108815231294596	0.00521479669705228	0.00810576134887757	0.0113457632564521	0.0059878148667956	0.011210660114043	0.0136382490187947	0.019466614065168	0.00288366947744099	0.00834710113766752	0.00785980654935393	0	0.020738556853911	0.0155082155978985	0.0344304086729429	0.00693404799905763	0.0134669050243357	0.0131156621484015	0.0110045179557711	0.00721699817112366	0.00493103631521194	0.00335567318333798	0.00550043752217526	0.0234846648608532	0.00792819166178949	0.00370224328789272	0.0111832932533958	0.0119637264870571	0.00664054420029243	0.00700192148156583	0.00790531002000285	0.00307687365281642	0.0136837632177363	0.00823446111597479	0.00463476221818653	0.019851528191608	0.0091192106208623	0.00392175308265136	0.00317955225787095	0.00241817950359812	0.00372413595082507
OM4_C_2G_2	0.0156865361915236	0.0206392506231436	0.0196507500486404	0.128809319508112	0.126177312999304	0.0245790568746594	0.0271893504703302	0.0269920726602216	0.0268638500276441	0.0095398879494071	0.0322213191530167	0.0146959733253502	0.0218468983323144	0.00174904735804412	0.00695390159244838	0.0226297786413829	0.0226909215117408	0.0202842067588079	0.0258181798746639	0.0287703217812936	0.0094505306492389	0.0248811803875424	0.0109304202617079	0.00712171458873133	0.00446291163383146	0.0233074799938224	0.027861721578022	0.0268497956720426	0.020738556853911	0	0.00583061859678113	0.0158641914780393	0.014870617280826	0.00767372389754049	0.00838065629040098	0.0303059337145815	0.0181561886418323	0.0198728193352056	0.0195401232777037	0.0154474248943989	0.00631428375574807	0.0283403550418382	0.0171625246648792	0.00992573030788757	0.0107493248936345	0.0273692343118301	0.0137512997172326	0.0258117736387929	0.0183073219014308	0.0245934967044973	0.0278487423023286	0.0178142838828039	0.0102195199678766	0.02769140342693	0.0240404409300903	0.0176087782751131	0.0193788443246028	0.0198382714035264
OM4_C_2G_3	0.0113332938134607	0.0159571410203955	0.0160437497444394	0.123911637792205	0.121481286153555	0.0209052311008533	0.0223798373378542	0.0221688874007199	0.0212556772077166	0.0147234219723376	0.027706362790022	0.00952649565502374	0.0165634327941806	0.00415976166272293	0.00964604913021905	0.019291203945988	0.0179976512117159	0.0152104586666447	0.0206985944457152	0.0236121234988164	0.00428419991831912	0.0202641260114069	0.0077776426533686	0.0024765911705357	0.00733119101309518	0.0182366707244015	0.0231763266612457	0.0222855913460351	0.0155082155978985	0.00583061859678113	0	0.0214931150884662	0.0105904796810141	0.0046528935054147	0.00557730569364637	0.0257379694082736	0.014397216543268	0.0155484424609476	0.0148718982056058	0.0106018809356006	0.0110331787070254	0.0233373176566688	0.011827447460816	0.00434661761367198	0.004937233180907	0.0220548551577861	0.00874417216779116	0.0214783052353157	0.0134372441846344	0.021892203817786	0.0231324292836554	0.0133183260179947	0.00768749670235493	0.0232678099656894	0.0190798455966036	0.0123296321357734	0.013895208327312	0.0152546599818386
OM4_C_3A_1	0.0284002892848639	0.0332659718730414	0.0304457634540751	0.139609524454136	0.136300519544183	0.0347704951750798	0.0395406424919024	0.0393871579786564	0.0426986191712038	0.0125045552421222	0.0435683327338342	0.0287785904254761	0.0355820967528528	0.0176105638623012	0.0143578845767199	0.0324250471002417	0.0351427794522746	0.0336941473041913	0.0389574325905443	0.0418500434799985	0.0241956249163299	0.036985978884515	0.0232477018621483	0.0220004507516796	0.015139316565257	0.0364919990647417	0.0398884010396903	0.0386822402275245	0.0344304086729429	0.0158641914780393	0.0214931150884662	0	0.0276169308727905	0.0212291662754716	0.0214044013741149	0.0418995136564814	0.0294819440066297	0.0319270557526217	0.0322572876985886	0.0289462038173587	0.0110168015407393	0.0410680102629673	0.0313099351256713	0.0250320940529591	0.0264053764779797	0.0409000630222493	0.0277036130528563	0.0372366161979494	0.031517984854643	0.0327722431845056	0.0399459184890813	0.0304394190933184	0.0251981249102406	0.0391489994596994	0.0369384772872891	0.0316189331846347	0.0336884158779	0.0323679997018558
OM4_C_3A_2	0.000824674383749003	0.00584343436239959	0.00567811600783298	0.114060692947961	0.11140216800856	0.0103754345859328	0.0123894210422404	0.0122020637695107	0.0203280651874182	0.0244088875945205	0.0173622565052288	0.00328839764291367	0.00807060724370093	0.0137841002233806	0.0132655366949909	0.0090034171010855	0.00786944892826546	0.00610411184441811	0.0113883345635396	0.0143225869277919	0.00642200606662166	0.0100197404362886	0.00438928632167369	0.00823638576369622	0.012868478637274	0.00889418500145719	0.0130075014313388	0.0119813947559393	0.00693404799905763	0.014870617280826	0.0105904796810141	0.0276169308727905	0	0.00721599554242238	0.00663595431815154	0.015439116046656	0.00399494923053749	0.00502767962863918	0.00476270714003846	0.00200612013569078	0.0167602505521936	0.0136885176315663	0.00475277701230763	0.00699159139719649	0.0091204508429436	0.0132917597043355	0.00286655325896828	0.0109905085998184	0.00391683047080178	0.0121047366204425	0.0130033536489054	0.00296846231488336	0.0169427058791834	0.0128440861169992	0.00942939502614044	0.00474232492407581	0.00691981974666553	0.00499918656291241
OM4_C_3A_3	0.0080371438190672	0.0130292490854285	0.0120849043217283	0.121230953152865	0.118561671004884	0.0170200216933888	0.0195859087452896	0.0193940434637872	0.0228614658233041	0.01720779766926	0.0245534738090546	0.00758701132233	0.0146092957792486	0.00673077976196117	0.00737663952909534	0.0151887880613489	0.0150715209550007	0.0128825062233203	0.018381267334325	0.0213389957279505	0.00338662478426177	0.0172351425218516	0.00339098259573034	0.00242384708500839	0.00609689374199977	0.0158609572919499	0.0202222928204164	0.0191910574240067	0.0134669050243357	0.00767372389754049	0.0046528935054147	0.0212291662754716	0.00721599554242238	0	0.000929607583608405	0.0226437468129334	0.0105364578065836	0.0122023454858719	0.0119345977885963	0.0080049167815664	0.0102143988417506	0.0208141048085766	0.0101293669385187	0.00455988499620622	0.00697576306146619	0.0200883339354337	0.00653186163951214	0.0181397324867738	0.0108069993779851	0.0175145270996288	0.0202164731587699	0.0101760533510586	0.0122897441792949	0.0200204378826576	0.0165197005581018	0.0104826118762776	0.012490021964464	0.0122062836509793
OM4_C_3B_1	0.00746058663256347	0.0124776418058757	0.0112933921445266	0.120624657628462	0.117911009437665	0.0162288469967817	0.019024149258309	0.0188372331995322	0.0231828535360501	0.0178851122256595	0.0239002774663088	0.00738438418289479	0.014265324143288	0.00754330231745614	0.00731046910040192	0.0143546772256596	0.0145042886903207	0.0124725734796887	0.0179289232594612	0.0208817196855956	0.00382374638857979	0.0166323803705819	0.00256378257477488	0.00328926468919594	0.00635192888883576	0.0154121965103685	0.0196234435800575	0.0185655617415617	0.0131156621484015	0.00838065629040098	0.00557730569364637	0.0214044013741149	0.00663595431815154	0.000929607583608405	0	0.0220074512457366	0.00977780449043395	0.0115580509683142	0.0113916912860696	0.00761870990415503	0.010403468983021	0.0203056071110456	0.00991062071878024	0.0050513007985263	0.00758833761880374	0.0197022476479115	0.00630434006328134	0.0174647708756159	0.0103532251095049	0.0166210644451336	0.0196258578898686	0.00960405449025025	0.0131960975454572	0.0193590018402666	0.0160252695028447	0.0102216981759245	0.0122941018711048	0.0116338071553327
OM4_C_3B_2	0.0146258928928348	0.00978271250474879	0.0114617919017327	0.0987456143849824	0.0960380305321184	0.00763276914806221	0.00372595019878278	0.00395380459270832	0.0238455140928749	0.0398402919048155	0.00199072261689176	0.0163411061441208	0.0103468785285906	0.029195308517321	0.027817457322277	0.00996346370413238	0.00774621443832546	0.0108622737366465	0.00646261274282278	0.00533104893012235	0.021454792856721	0.00547535363004037	0.0195577763783203	0.0235423261485318	0.0279854194691055	0.00815557338421486	0.00265926854637343	0.00346379305544973	0.0110045179557711	0.0303059337145815	0.0257379694082736	0.0418995136564814	0.015439116046656	0.0226437468129334	0.0220074512457366	0	0.0125400290080219	0.0104506698399948	0.010871435770068	0.0151386064893932	0.031565189774224	0.00414326081357496	0.0144883124112742	0.0216056291227697	0.0228042663284302	0.00725274476498036	0.017010538042047	0.00467336580261162	0.0123314604381898	0.0116194786634059	0.00277339748829043	0.0125139179900763	0.0307954055875095	0.00275291381747232	0.00708371423931589	0.0139104524876783	0.0133398737074944	0.0105135297425389
OM4_C_3B_3	0.00348950765147292	0.00445401098627531	0.00168410943606235	0.111148552711748	0.108307263757022	0.00652142526631707	0.0100951686869473	0.00995440678716888	0.0226190061519696	0.0276332476529236	0.014339256005301	0.00680931891985267	0.00809760661333185	0.0172615395345757	0.0152921878237215	0.00500877443141668	0.00589239518949533	0.00613294927653653	0.0100070490783075	0.0126862894497535	0.0103455108016002	0.00752103808793743	0.00722885960139187	0.0119684965371361	0.0154897220100239	0.00785938885362886	0.0104148703167139	0.00922253922150775	0.00721699817112366	0.0181561886418323	0.014397216543268	0.0294819440066297	0.00399494923053749	0.0105364578065836	0.00977780449043395	0.0125400290080219	0	0.00269428574129068	0.00388816709691664	0.00519181949959044	0.0190297701079121	0.0117227573545532	0.00707957335214043	0.0109789592723776	0.0130940299208863	0.0122300852456298	0.0067274794122939	0.0078816662167318	0.00458964911486649	0.00819915732962813	0.0104707139331326	0.0029255822293916	0.0209349686245481	0.00980900531211312	0.00791929061947728	0.00674468202122537	0.00843776436777897	0.00364640128837901
OM4_C_3C_1	0.00423705130436437	0.00182729027908921	0.00297839527329364	0.109139808618834	0.106429745690327	0.00591850817539163	0.00763511715903947	0.00747321639969214	0.0207924039964191	0.0294072363593764	0.0123528195958689	0.00672291232582553	0.00564550828674664	0.0188105299892525	0.0176412066967545	0.00542005950701649	0.00325015514931129	0.00386062909707156	0.00732325140473185	0.0100513649177819	0.0113038581593568	0.00512714513430211	0.0091242832196308	0.0132415515010811	0.017601762421923	0.0051763196994154	0.00810880861588238	0.00701284318158053	0.00493103631521194	0.0198728193352056	0.0155484424609476	0.0319270557526217	0.00502767962863918	0.0122023454858719	0.0115580509683142	0.0104506698399948	0.00269428574129068	0	0.00168480364849784	0.00519932416273111	0.0213103910291569	0.00915975535336626	0.00599200800068986	0.011675479491428	0.0133943481811147	0.00953655625485326	0.00706602338116445	0.00596324328010501	0.00314148368443994	0.00903430167578627	0.00813112303020463	0.00228244522816963	0.0214382664405558	0.00782229398934067	0.00523415519648383	0.00550172162830734	0.00664839469798603	0.00121746872757833
OM4_C_3C_2	0.0039410472020014	0.00110000783957401	0.00458160222084066	0.109394958213332	0.106804218908445	0.00737561380278699	0.00765449820954098	0.00746083035884461	0.0191194710835824	0.0290681559045299	0.0128369173110131	0.00561564033268405	0.0042106314630003	0.0183628729939612	0.0179096389199537	0.00708417931875698	0.00315553503966746	0.00226765581405835	0.00670843983696356	0.00960557983729665	0.0105885734626183	0.00539684622949574	0.0091229035851629	0.0126797073056118	0.0176238068633909	0.00429195803133096	0.00834459793733243	0.00741494695959384	0.00335567318333798	0.0195401232777037	0.0148718982056058	0.0322572876985886	0.00476270714003846	0.0119345977885963	0.0113916912860696	0.010871435770068	0.00388816709691664	0.00168480364849784	0	0.00428024436048363	0.0214762254520194	0.00892751080206814	0.00446198093084319	0.0107990503997822	0.0122779726420058	0.00875527245532588	0.00616866091654503	0.0067163689123832	0.00166374847574579	0.01070795529788	0.00832025522156001	0.00182325073265648	0.0203472928089672	0.00842290681874866	0.00469207310522543	0.0039338612925267	0.0049636196397425	0.000534610924368994
OM4_C_3D_2	0.00186745878325649	0.00535777593934717	0.0067773090934427	0.11351426843492	0.110990511532678	0.0110261305858673	0.0118132598709842	0.0116073962830368	0.0183298204515351	0.0249388273149716	0.0171100780514912	0.00162595715867022	0.00665197246923045	0.0141879339583895	0.0146579987170157	0.0100266303679874	0.00739650406833863	0.00487843485242192	0.0103938246309819	0.013352211200401	0.00631811420091616	0.0096645813414868	0.00578212782290389	0.00846394558346628	0.0139692158231474	0.007874943292324	0.0125797599079715	0.0116890550031465	0.00550043752217526	0.0154474248943989	0.0106018809356006	0.0289462038173587	0.00200612013569078	0.0080049167815664	0.00761870990415503	0.0151386064893932	0.00519181949959044	0.00519932416273111	0.00428024436048363	0	0.0179871116799443	0.0128969850215198	0.00278055187918452	0.00653266314458917	0.00820699333220588	0.0120914349169198	0.00189487038991201	0.010963141934155	0.00286858898060321	0.013375665833686	0.0125406278329935	0.00292385072218121	0.0162404299109649	0.0127006463233259	0.00859715142311085	0.00285326936217025	0.00505214219819669	0.00469295028432126
OM4_C_3E_1	0.0175631911794509	0.0225193081877369	0.0201953187932021	0.129939709203677	0.126932567688886	0.0248501557909657	0.0289386264919038	0.0287709060721896	0.0322151868062	0.0108619582939227	0.0333395843368806	0.0177695416574954	0.0246365398722662	0.00781150079620353	0.00381468998440731	0.0226087616419458	0.0244642569140857	0.0227878325664261	0.0281449299595636	0.0310712241594943	0.0132442173970986	0.0264287560245834	0.01237148530733	0.0111264764432903	0.0041328215757784	0.0256509809608717	0.0293886915204152	0.0282308375586537	0.0234846648608532	0.00631428375574807	0.0110331787070254	0.0110168015407393	0.0167602505521936	0.0102143988417506	0.010403468983021	0.031565189774224	0.0190297701079121	0.0213103910291569	0.0214762254520194	0.0179871116799443	0	0.0303737240044229	0.0203047629941184	0.0141499079147707	0.0157818080528705	0.030017123793199	0.0166968823769765	0.0269018966821514	0.0206272295656738	0.0236848039218069	0.0294247363181271	0.0196537176992712	0.0165325301695574	0.0288293149012399	0.0261657866412232	0.0206237579684414	0.0226807997988309	0.0216330712758043
OM4_C_3E_2	0.0128680660790892	0.00786280710422885	0.011157236232423	0.100715644314108	0.0982909928314821	0.00896608189887803	0.00187759504823365	0.00191523774770358	0.0197030653143334	0.0378264351296749	0.00577933079548225	0.0138126770734009	0.00702338680953537	0.0270692985906031	0.0267573736725587	0.0108768749194947	0.00592998683128208	0.00812836075592759	0.00276549694663977	0.00145217889504808	0.0191039052773517	0.00432874303533541	0.0180448117420044	0.0213329050690533	0.026548431987435	0.00510566053965319	0.00253290259623487	0.00355763405230678	0.00792819166178949	0.0283403550418382	0.0233373176566688	0.0410680102629673	0.0136885176315663	0.0208141048085766	0.0203056071110456	0.00414326081357496	0.0117227573545532	0.00915975535336626	0.00892751080206814	0.0128969850215198	0.0303737240044229	0	0.0116177121229676	0.0190509916964568	0.0198825891270606	0.00311285069276537	0.0146511543673749	0.00524653300817425	0.010036011737681	0.0135229998759725	0.00230862782022039	0.0107414372193755	0.0276958268989263	0.00436315855535874	0.00430169729643376	0.0110730126612668	0.0100306893594184	0.00874414527599411
OM4_C_3F_1	0.00440392051355615	0.00523709740877645	0.00840670831286287	0.112189485364826	0.109840072188463	0.0118352252579834	0.0108894725590032	0.0106661424320719	0.0157284204753678	0.0264927561698176	0.0164777255490612	0.00254255398205124	0.00473643168054765	0.0157417266977969	0.0171362131305295	0.0113609525764232	0.00695457596124308	0.00362628102805355	0.00891665888367286	0.0117996706711074	0.00772222960829573	0.00918346761201584	0.0083914088546387	0.0100421473999149	0.0162143767561931	0.00652917658839889	0.0118366739234757	0.0111786918227192	0.00370224328789272	0.0171625246648792	0.011827447460816	0.0313099351256713	0.00475277701230763	0.0101293669385187	0.00991062071878024	0.0144883124112742	0.00707957335214043	0.00599200800068986	0.00446198093084319	0.00278055187918452	0.0203047629941184	0.0116177121229676	0	0.00749137707422727	0.00832951119341461	0.010240668831461	0.00360858138378162	0.0108629498056535	0.00285156110561782	0.0149191390714709	0.0117491008969229	0.00420268489777276	0.0163139611732538	0.012354904592781	0.00748569566469224	0.000582412658033601	0.00239072146951876	0.00499499969257228
OM4_C_3F_2	0.00761573014970255	0.011857492745394	0.0126629117975167	0.119628533753726	0.11724156895187	0.017329500913561	0.0181636355543572	0.0179483620290548	0.018356935445325	0.0190598426394396	0.0235874512792196	0.0052772156690408	0.0122262152005494	0.00837989744332465	0.0117755227652732	0.0159853536924232	0.0138654905838137	0.0109343705340988	0.016386990033173	0.0192873485186717	0.0012382093995792	0.0161469820620492	0.00585855180112629	0.00303330059863112	0.0100633461114549	0.0139459458077586	0.0190069663733446	0.01817701319794	0.0111832932533958	0.00992573030788757	0.00434661761367198	0.0250320940529591	0.00699159139719649	0.00455988499620622	0.0050513007985263	0.0216056291227697	0.0109789592723776	0.011675479491428	0.0107990503997822	0.00653266314458917	0.0141499079147707	0.0190509916964568	0.00749137707422727	0	0.00266025680139227	0.0177106638410662	0.00463783847501262	0.0174952269842832	0.00927604757595741	0.0189571013500627	0.0189502072152209	0.00939688458488409	0.00996129849166526	0.0192200893310669	0.0148227151800266	0.00800432112907247	0.00955360945836229	0.0112244593084897
OM4_C_3F_3	0.00962344185443831	0.0132626541198577	0.0147662721631915	0.120174580911669	0.117959192581011	0.0192262555647913	0.01921809719334	0.0189945668130327	0.0164395385511213	0.0192163348474124	0.0247944153692481	0.00668442115329999	0.0128793378254132	0.00904120759006684	0.013839966053109	0.0180840749799483	0.0151671910020233	0.011949968947477	0.0171410216822843	0.0199298784152007	0.00386937493497985	0.0174369040749326	0.00851369301916726	0.00492585916473686	0.0118451910707928	0.0148343582666869	0.0201584044538965	0.0194546502014915	0.0119637264870571	0.0107493248936345	0.004937233180907	0.0264053764779797	0.0091204508429436	0.00697576306146619	0.00758833761880374	0.0228042663284302	0.0130940299208863	0.0133943481811147	0.0122779726420058	0.00820699333220588	0.0157818080528705	0.0198825891270606	0.00832951119341461	0.00266025680139227	0	0.0181680176438592	0.00641238417698568	0.0189741789424186	0.0106487699319492	0.0212176820817039	0.0200747514863608	0.0111289932993455	0.0080701304012344	0.0205854743946832	0.0158125242303347	0.00890205658594651	0.00994954827771809	0.0127561752202019
OM4_C_3H_1	0.0125135729257357	0.00786601772605383	0.0120871964981363	0.102114597231207	0.0999043194564061	0.0110655058406359	0.00435479475464922	0.00423650788273097	0.0165981988827701	0.0367282999047217	0.00880518421158731	0.0126759114978367	0.00552408701604351	0.0259760349277146	0.0265543105363923	0.0126069182241288	0.00642887979596596	0.00723525489958834	0.00230972328834869	0.00214046834471809	0.0179536741917634	0.00587335965228971	0.0176672287513998	0.0202604966293217	0.0260443252837604	0.00446355490516376	0.0053927694544349	0.00606569037114924	0.00664054420029243	0.0273692343118301	0.0220548551577861	0.0409000630222493	0.0132917597043355	0.0200883339354337	0.0197022476479115	0.00725274476498036	0.0122300852456298	0.00953655625485326	0.00875527245532588	0.0120914349169198	0.030017123793199	0.00311285069276537	0.010240668831461	0.0177106638410662	0.0181680176438592	0	0.01364209315338	0.00748677294809837	0.00939485919528338	0.0156688480057126	0.0051650942271991	0.0105340379975268	0.0257100931586919	0.00715593367399093	0.00433713742499621	0.00976879506811284	0.0082349279940967	0.00875823593918084
OM4_C_3H_2	0.00323820541016405	0.00723787466675478	0.00838279263569862	0.115286496062121	0.112803341053012	0.0128287900730254	0.013639565956816	0.0134298307245505	0.0181042905875378	0.0231945988593968	0.018986187269268	0.00108677869714647	0.00812751166970994	0.0124264163352909	0.0135570166017736	0.0116887112457321	0.0092649353271232	0.00654445883274143	0.0120781029666199	0.0150263211252292	0.00446971762136134	0.0115401396048776	0.00498285394187875	0.00668579229535802	0.0126088242592711	0.00957668824158612	0.0144358649241022	0.0135675908789128	0.00700192148156583	0.0137512997172326	0.00874417216779116	0.0277036130528563	0.00286655325896828	0.00653186163951214	0.00630434006328134	0.017010538042047	0.0067274794122939	0.00706602338116445	0.00616866091654503	0.00189487038991201	0.0166968823769765	0.0146511543673749	0.00360858138378162	0.00463783847501262	0.00641238417698568	0.01364209315338	0	0.0128579001822802	0.00469338515497921	0.0149111044730741	0.0143900888061168	0.00478364903094049	0.0143978756318938	0.0145910707100299	0.0103666961582231	0.00395183968803974	0.00599002610206972	0.00658743481850217
