	OM4_B_B	OM4_C_1A	OM4_C_1C	OM4_C_1D	OM4_C_1E	OM4_C_1F	OM4_C_1G	OM4_C_1H	OM4_C_2A	OM4_C_2B	OM4_C_2C	OM4_C_2D	OM4_C_2E	OM4_C_2F	OM4_C_2G	OM4_C_3A	OM4_C_3B	OM4_C_3C	OM4_C_3D	OM4_C_3E	OM4_C_3F	OM4_C_3G	OM4_C_3H	OM4_H_4A	OM4_H_4B	OM4_H_4E	OM4_H_4F
OM4_B_B	0	0.0106810369786035	0.0179684234213656	0.00596930574578725	0.039540088301449	0.013749315861748	NA	0.0516338027665988	0.0107813929860109	0.0100853909741768	NA	0.040562182027963	0.0186842997807053	0.0102955670064052	0.0182792754644603	NA	0.00699650807691371	0.0144651977964158	0.0227757538030738	0.0248396179531682	NA	0.0318459241193468	0.0226344863944622	0.00509429235369184	NA	0.0305883392419527	0.00517510728932023
OM4_C_1A	0.0106810369786035	0	0.00761564427357816	0.00580864823720432	0.0402227004405733	0.00454143302788299	NA	0.0581618257500544	0.0178718730423675	0.00278367239816064	NA	0.0308712835937896	0.0262393061209957	0.00442772948045628	0.010704732984766	NA	0.0108550543239068	0.00387104952023382	0.0123981751780547	0.0141693838031944	NA	0.0227771323445047	0.0124216100990768	0.0103269443028935	NA	0.0212367384426219	0.00602264820732346
OM4_C_1C	0.0179684234213656	0.00761564427357816	0	0.0123170647017554	0.0395203858700733	0.00801241860439251	NA	0.065083953070402	0.0230267204597426	0.00969581162523229	NA	0.0267060960567934	0.0309518180374303	0.0109585698327008	0.0125350484625976	NA	0.0182985687388239	0.00503959923066012	0.00827122788161919	0.00739214770082582	NA	0.0201350878054185	0.00888280106583068	0.0162991229714538	NA	0.0182721808485824	0.0128983433846155
OM4_C_1D	0.00596930574578725	0.00580864823720432	0.0123170647017554	0	0.0370561762062231	0.00998764652641312	NA	0.0567656955136807	0.0121582271095732	0.00667802284377924	NA	0.0366682941673967	0.0205614820764029	0.00779353096310457	0.0157264379791399	NA	0.00973143475302842	0.00963580354039977	0.0181792857460487	0.0194759588008534	NA	0.0284637342295931	0.0182268148396245	0.00453329951848297	NA	0.0269757975937475	0.000965936005654954
OM4_C_1E	0.039540088301449	0.0402227004405733	0.0395203858700733	0.0370561762062231	0	0.0444419932454561	NA	0.0882279310033451	0.0303133613297146	0.0426291373860182	NA	0.0645155469774629	0.0274795406225243	0.0441670424342401	0.050582877346223	NA	0.0461104325237105	0.0420312747186024	0.0476266704983844	0.0445099775934047	NA	0.0594223607841071	0.0483384627814162	0.0346176617649298	NA	0.0574965565149112	0.037825971745391
OM4_C_1F	0.013749315861748	0.00454143302788299	0.00801241860439251	0.00998764652641312	0.0444419932454561	0	NA	0.0572387533035002	0.0221440219504875	0.00366811800239294	NA	0.0269168525121504	0.0305460805100416	0.00386890499839742	0.00621541822485017	NA	0.0114826294301999	0.00306406376998494	0.00920843392770356	0.0124561789360675	NA	0.0184992127237021	0.00894900482423564	0.014495964321648	NA	0.0170664328701304	0.00994655259889306
OM4_C_1G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM4_C_1H	0.0516338027665988	0.0581618257500544	0.065083953070402	0.0567656955136807	0.0882279310033451	0.0572387533035002	NA	0	0.0583503483838159	0.0555979403947565	NA	0.0718244735924852	0.061232612606385	0.0541849646256376	0.0553242928154139	NA	0.0475234281370919	0.06006449456942	0.0640908673429749	0.0689077058185128	NA	0.0637734240606843	0.0632685889709722	0.0565580101867077	NA	0.0642212944100596	0.0558021268211242
OM4_C_2A	0.0107813929860109	0.0178718730423675	0.0230267204597426	0.0121582271095732	0.0303133613297146	0.0221440219504875	NA	0.0583503483838159	0	0.0187419337752694	NA	0.0486847249919479	0.00841016039299684	0.0196132133453355	0.0277379152517665	NA	0.0177601191907521	0.0215562879833805	0.0300098838699369	0.0304143630912165	NA	0.0406094147825876	0.0301634325270398	0.00766965836133978	NA	0.0390987000570958	0.012269740607803
OM4_C_2B	0.0100853909741768	0.00278367239816064	0.00969581162523229	0.00667802284377924	0.0426291373860182	0.00366811800239294	NA	0.0555979403947565	0.0187419337752694	0	NA	0.0305653458664758	0.0271482804290761	0.00165268930349587	0.00904891056939682	NA	0.00863196496730632	0.00498424604167931	0.0127619909078655	0.0154649444267692	NA	0.0220482001437469	0.0125693172867365	0.0110734478709742	NA	0.0206718286294004	0.00647328209264786
