	OM4_B_B_1	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1G_1	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_1	OM4_C_1H_2	OM4_C_1H_3	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2E_2	OM4_C_2E_3	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_3	OM4_C_3B_1	OM4_C_3B_3	OM4_C_3C_1	OM4_C_3D_2	OM4_C_3F_1	OM4_C_3F_2	OM4_C_3F_3	OM4_C_3G_1	OM4_C_3H_1	OM4_C_3H_2	OM4_H_4A_1	OM4_H_4A_3	OM4_H_4B_1	OM4_H_4B_3	OM4_H_4E_1	OM4_H_4F_3
OM4_C_3C_1	0.0352774313732322	0.0652583513043854	0.0507219359612191	0.117832206722411	0.108793549340917	0.0368613965473727	0.027309102074904	0.00859295588656182	0.0501356648789442	0.0444880465088411	0.0424014103838285	0.0150682373631076	0.0132614575358709	0.00863542127848993	0.00949553011254758	0.0187918908715782	0.00738270350705413	0.00914536565014067	0.0134702230751442	0.016508959049984	0.0145756229747819	0.00469667086993859	0.0284137108708565	0.0387868464847078	0.0132539529374684	0.012493885389445	0.009143152204144	0.0636657695596172	0.0667338046097278	0.0476295447519743	0.0493803436176982	0	0.00725272430231991	0.0141574492395564	0.0116140959364869	0.0141684124635866	0.011438876223715	0.015045134980683	0.0108118349718146	0.0232369479680537	0.0161253066467383	0.00878858967380969	0.0119597695154803	0.00743811979477129	0.0124189372035296
OM4_C_3D_2	0.0403673416615461	0.0703486297989668	0.0549058121655467	0.122228984114916	0.113504846289073	0.0422156258395879	0.0315902649171651	0.00841921400289947	0.0541520204546337	0.0485916529423956	0.0464800048124551	0.0196678455224	0.0157200075580218	0.00981256979020806	0.00869132468155705	0.0186713678032989	0.00281276746179988	0.0125320284997329	0.00704137075730146	0.0124605481715701	0.0133726481115781	0.00816304960213803	0.0230217795983617	0.0336417369171837	0.0135418920884971	0.0103066059677025	0.0100340146464371	0.0683022576753262	0.0717329925047301	0.0519300781056129	0.0536496386416893	0.00725272430231991	0	0.0159587529720726	0.015702718598399	0.010244912697025	0.0122817373561242	0.0145723298856442	0.00356127553112366	0.0230034718689859	0.0117606549726258	0.0118286131474008	0.00681116902202111	0.013313066367259	0.00727611939265489
OM4_C_3F_1	0.0284758503125334	0.0577824521585856	0.0426280859782344	0.109540216493786	0.100786034895949	0.0303690237303154	0.0199445132669636	0.0113664143379054	0.0403114552939545	0.0359979132345786	0.0340346432716813	0.0118413401146283	0.00912370978484596	0.00621345739933584	0.0207245470632296	0.00977610874195335	0.0166060162159373	0.00553987189385318	0.0164302108683788	0.0255631846468841	0.00612278058582384	0.0102651304063995	0.0360515863502818	0.0474586036093835	0.00349278463729821	0.00826294120412121	0.00797116874234416	0.0566035199811299	0.0597305155837812	0.0402056930963505	0.0410313177123474	0.0141574492395564	0.0159587529720726	0	0.010493694880996	0.0198891029463638	0.00786883961371999	0.00495189672897926	0.0179180857676512	0.00990689045422829	0.0152494540596934	0.00804875015074551	0.0136208566056875	0.0104766428293672	0.0139882711496406
OM4_C_3F_2	0.0248431058885671	0.0547656535123607	0.0394563926519256	0.10678913069752	0.0979653448111671	0.0267891997914978	0.0161408835171068	0.0156003204850114	0.0391830653311327	0.0332373401322645	0.0311195164656249	0.00407415938475196	0.00376663872646821	0.0098630553565691	0.0209729823953454	0.0198085591743269	0.014686066359167	0.00676877599466803	0.0195612316909622	0.0273537553600047	0.0137417353521917	0.00799189434751708	0.0386207684970534	0.0492846421860628	0.0118112311471289	0.0129922781894978	0.0073437644406428	0.0526764802959051	0.056073290365853	0.0363901762720657	0.0382124473305649	0.0116140959364869	0.015702718598399	0.010493694880996	0	0.0236758480779438	0.00670348848922702	0.0139983807850476	0.0183981031720198	0.0178385464791398	0.0216411956711059	0.00450237380539363	0.0154372734334775	0.00572692445243609	0.0154943110258979
OM4_C_3F_3	0.046852169576155	0.0766829305003828	0.0618813958396608	0.128946184222789	0.120053687501086	0.0484926824728053	0.0385189388876403	0.00902542238747833	0.060038837777331	0.0553506621777144	0.0533206031719341	0.027166378013449	0.0236186672587061	0.0149371419463147	0.00820920819123218	0.0171642479877615	0.0129837178792184	0.0182833164073843	0.00918042776630245	0.00672810298148582	0.0167046630455113	0.0158498469224142	0.0167438237129103	0.0280885977834314	0.0171965201334106	0.0151545029561454	0.017602160258626	0.0754962175787248	0.0785330609558155	0.0591600922630712	0.0603713027814961	0.0141684124635866	0.010244912697025	0.0198891029463638	0.0236758480779438	0	0.019901999695138	0.0171755147046059	0.00995987241777395	0.0260963386255853	0.00853323332803228	0.0193980159924432	0.0132090567818166	0.0200030052366952	0.0139319414674108
OM4_C_3G_1	0.0296266938275319	0.059253968577106	0.043210666800933	0.110566155470625	0.102026210139336	0.031773621634497	0.0202591523833416	0.0125181775216898	0.042306113653321	0.0368348875020029	0.0347343692351001	0.00997151090464151	0.00428924962673299	0.00622485752162161	0.0192938082938207	0.0161146510037334	0.011648640947115	0.00592877521986542	0.0141137809717035	0.0242115914211413	0.008123440613481	0.00679061719219706	0.0345044151023354	0.0454380261947075	0.00729841413882129	0.00678997632667136	0.00252325768710918	0.0569837149947703	0.0606269120346995	0.0404112604639546	0.041968228627274	0.011438876223715	0.0122817373561242	0.00786883961371999	0.00670348848922702	0.019901999695138	0	0.00912346944176788	0.0140837628872846	0.0138724683862984	0.016264185229708	0.00383500921267848	0.00964057396456371	0.00896818549699632	0.00963792984205391
OM4_C_3H_1	0.0330876886948976	0.0621070082889237	0.0466110292599761	0.113346329662708	0.104771596071959	0.0350600774463296	0.0243259823185474	0.0100291799837735	0.0440924152655266	0.0399849672180266	0.0380386932633402	0.0161188222078513	0.0120306709661612	0.0065122787593387	0.0197992466879168	0.00741195187657721	0.015676710533686	0.00851894539044977	0.0130353272862893	0.0232405982020374	0.00208585436435075	0.0114881555657311	0.0327301756849473	0.0442081296765072	0.00227026918205033	0.00543701077711848	0.00881082031304906	0.0607704865018655	0.0640444378450733	0.0442987557438663	0.0450577280931601	0.015045134980683	0.0145723298856442	0.00495189672897926	0.0139983807850476	0.0171755147046059	0.00912346944176788	0	0.015674279015585	0.00925510675359394	0.0110605848920847	0.0104792448144065	0.0109825514895558	0.0136925693401587	0.0114061206404339
OM4_C_3H_2	0.0430656227315569	0.0729491796142314	0.057143276615338	0.124440124023185	0.11587252922961	0.045014139946814	0.0340300996826678	0.010486873021839	0.0563393259400614	0.0508282290963808	0.0487161294874993	0.0224109557534613	0.0178663983194252	0.0120929766911651	0.0104055582671263	0.0197168796739392	0.00476762703726358	0.0152314753565127	0.00492357655821303	0.0117627872279886	0.0142159556544912	0.011259185740548	0.0208633093805569	0.0314685395197853	0.0150652455504809	0.0109929176688013	0.0121293268348812	0.0706914982984525	0.0742821666718929	0.0542261632945329	0.0559343737055893	0.0108118349718146	0.00356127553112366	0.0179180857676512	0.0183981031720198	0.00995987241777395	0.0140837628872846	0.015674279015585	0	0.0237442521209357	0.0109439536486506	0.0144421383177742	0.00611124038855105	0.01659194375156	0.0064349880845136
OM4_H_4A_1	0.0301723592515086	0.0572682496631114	0.0413013095128863	0.106974139897478	0.0987842680215953	0.0323536537846584	0.0217195406628501	0.0192584408106803	0.0380478089051756	0.0347910533013282	0.03301647587483	0.0183522478172552	0.0148882520603473	0.0147202377272046	0.0289801578675023	0.0126416971623442	0.023535140195175	0.0149805460520212	0.0208288695390469	0.0322158996402254	0.00984919707458659	0.0189668698660475	0.0408376242633429	0.0522281275261352	0.0102834114530726	0.0128087189704938	0.0151573560546857	0.0557536613783811	0.0592507539812421	0.0395085760363136	0.039773189518406	0.0232369479680537	0.0230034718689859	0.00990689045422829	0.0178385464791398	0.0260963386255853	0.0138724683862984	0.00925510675359394	0.0237442521209357	0	0.0188481950957806	0.0161974206061597	0.0180566580758655	0.0198401468924398	0.018147039534884
OM4_H_4A_3	0.0436312939579141	0.0729777153383761	0.0575136236987024	0.124308594782358	0.115741545681753	0.0455156864866618	0.0348367404598469	0.00881489906976221	0.0551394998386327	0.0509138737382611	0.0489345849109942	0.0248654082008991	0.0203336077159946	0.0120119727827491	0.014967380630504	0.0115313394465911	0.0141109722600686	0.0158377218978252	0.00666018610101418	0.0146967697990066	0.0104493559630273	0.0152131508396291	0.0222212687466416	0.0337177513943757	0.012010005019759	0.00980203741698538	0.0146579014012515	0.0715985711997672	0.0748809948916271	0.0550872719483886	0.056004530648521	0.0161253066467383	0.0117606549726258	0.0152494540596934	0.0216411956711059	0.00853323332803228	0.016264185229708	0.0110605848920847	0.0109439536486506	0.0188481950957806	0	0.0171694725225481	0.00976364844370759	0.0195450487534644	0.0104367350402393
OM4_H_4B_1	0.0286538097034672	0.0586097475053801	0.0432032455942985	0.110579375549719	0.101799763802857	0.0305925564997408	0.0197952731109223	0.0114190836366164	0.0424126535889268	0.0368449299732283	0.0347429196622005	0.00816587202849362	0.00469181866568321	0.00555606168129601	0.0175337453765545	0.0164416938546679	0.0112765929393973	0.00358234445300765	0.0152221511333891	0.023423588345308	0.0100169752334606	0.00430146868219169	0.0345186212007689	0.0453831954948986	0.00826947371514159	0.00887130213249525	0.00318547091890116	0.0566780408793362	0.060056778463565	0.0402759007708133	0.0418881691225681	0.00878858967380969	0.0118286131474008	0.00804875015074551	0.00450237380539363	0.0193980159924432	0.00383500921267848	0.0104792448144065	0.0144421383177742	0.0161974206061597	0.0171694725225481	0	0.0113619968493547	0.00513858234680672	0.0115429475828644
OM4_H_4B_3	0.0392397860953818	0.0688220657060937	0.0525988351690948	0.119797991186397	0.111404879387932	0.04135580839261	0.0298702989783295	0.0102742215635546	0.0514937271072203	0.0462290810428123	0.0441426715253276	0.0192313318886412	0.0138254756898547	0.00894352125841763	0.0149440619159751	0.01645797942638	0.00723242568933719	0.0122109465602831	0.00500686917828719	0.0170304631001944	0.0091487358017494	0.00985437449390643	0.0256687456055786	0.0365504475404874	0.0105636233792504	0.00570305009618395	0.00832931083985073	0.0664578887263828	0.0701930097048664	0.0498605464318918	0.0513872519580007	0.0119597695154803	0.00681116902202111	0.0136208566056875	0.0154372734334775	0.0132090567818166	0.00964057396456371	0.0109825514895558	0.00611124038855105	0.0180566580758655	0.00976364844370759	0.0113619968493547	0	0.0150789790373446	0.000830718817142935
OM4_H_4E_1	0.0278954374251385	0.057902782328933	0.0435116130265348	0.110587955463941	0.101500210478031	0.0294848100641165	0.0201039525078368	0.0119017455738393	0.0428317459240084	0.0372540524178673	0.0351906349793305	0.00814347615503035	0.00847918480780117	0.00810057614818833	0.0165308323893215	0.017989670361173	0.0129851049428901	0.00521747883103844	0.0180515931440402	0.0235203199447767	0.0137724390440462	0.00543286474542024	0.0353871096743503	0.0460327114820758	0.0114611629154896	0.0129704101616477	0.00786971262645664	0.0564785141191195	0.05946193897597	0.0404667751050826	0.0421038583275984	0.00743811979477129	0.013313066367259	0.0104766428293672	0.00572692445243609	0.0200030052366952	0.00896818549699632	0.0136925693401587	0.01659194375156	0.0198401468924398	0.0195450487534644	0.00513858234680672	0.0150789790373446	0	0.0154072103469528
OM4_H_4F_3	0.0392543732301675	0.0687759151729871	0.0524521017010829	0.119622369478992	0.111272916616603	0.041401256153157	0.0298306858955179	0.0110739992875091	0.051429448925743	0.0461110842656731	0.0440220698384425	0.0192897908273355	0.0137761528397559	0.00945852699743687	0.0155627803182448	0.0170735218713184	0.00741938286796357	0.01259030945347	0.00552874758773758	0.0175844816656938	0.00950946457663757	0.0102144743327568	0.0260236648780257	0.0368154034716519	0.0109807638759261	0.00604821518465222	0.00849340270044946	0.0663066187668593	0.0700994042855303	0.0497087884035624	0.0512723686109704	0.0124189372035296	0.00727611939265489	0.0139882711496406	0.0154943110258979	0.0139319414674108	0.00963792984205391	0.0114061206404339	0.0064349880845136	0.018147039534884	0.0104367350402393	0.0115429475828644	0.000830718817142935	0.0154072103469528	0
