	OM4_B_B_1	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_1	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_1	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1D_1	OM4_C_1D_2	OM4_C_1D_3	OM4_C_1E_1	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1F_3	OM4_C_1G_1	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_2	OM4_C_1H_3	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2C_1	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_3	OM4_C_2E_1	OM4_C_2E_2	OM4_C_2E_3	OM4_C_2F_1	OM4_C_2F_2	OM4_C_2F_3	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_3	OM4_C_3B_1	OM4_C_3B_2	OM4_C_3B_3	OM4_C_3C_1	OM4_C_3C_3	OM4_C_3D_1	OM4_C_3D_2	OM4_C_3D_3	OM4_C_3E_2	OM4_C_3E_3	OM4_C_3F_1	OM4_C_3F_3	OM4_C_3G_1	OM4_C_3G_2	OM4_C_3G_3	OM4_C_3H_1	OM4_C_3H_2	OM4_H_4A_3	OM4_H_4B_3	OM4_H_4E_1	OM4_H_4E_2	OM4_H_4E_3	OM4_H_4F_3
OM4_C_1D_2	0.0102995905334125	0.0191178589831439	0.010482250933387	0.0527015801944275	0.061038013814771	0.0492563093626187	0.00880702294727833	0.0209574903437383	0.00981137740386764	0.00913387734855361	0	0.013910495034575	0.0108316413385924	0.0139202490125824	0.00501612836261308	0.00341106838410839	0.00737843304818899	0.00324905384382462	0.0024663704691304	0.015294290978458	0.00471692655294657	0.0101707874445949	0.0109201275589065	0.0119858327340052	0.01300960023811	0.00682382018996391	0.0150429679106268	0.0165056503349022	0.00848314009806248	0.0201721487885105	0.00936055570033447	0.0135240752044033	0.0117377818860892	0.00510172852788492	0.0216139825909996	0.00105293964428213	0.0140761685067417	0.00270414193830847	0.00393409504699532	0.0213806527802883	0.00394794603792056	0.00657031579292325	0.0126776374334403	0.00607598465667371	0.013196095418127	0.00606172978753883	0.00377942413961668	0.00397113806423407	0.00546941060972343	0.00957938911385097	0.015864950942324	0.0110582354340254	0.00561853884512844	0.0083661678951866	0.00529308120009099	0.0168340971192223	0.0066622188190622	0.0319970630742533	0.00375971972620335	0.00730567901526003	0.00933187440590628	0.00742636526265837	0.0164904294492794	0.0156157422247796	0.00696430594886101	0.016426877780467
OM4_C_1D_3	0.0241638941532955	0.03284478607934	0.0235133387924362	0.0665780165925393	0.0749037212233636	0.0631275916611124	0.0227037426579514	0.0348422878059751	0.0236130303167579	0.00477737438179493	0.013910495034575	0	0.00547754185051433	0.0278094036898302	0.0101288325732042	0.0171807608444762	0.0208980103018995	0.016425128398327	0.0148151282275994	0.0291092254105048	0.0162016840913543	0.0239931402952322	0.0242593781312372	0.025866454539897	0.0268325715551822	0.0182897270773862	0.028927300005576	0.00645434955239205	0.0218734030102412	0.00653072181254117	0.00495547380869935	0.00232619643744617	0.00244408247040126	0.0149562391610129	0.00801920235420843	0.0139891256676829	0.0275566341629442	0.0113608750942501	0.0169149224550393	0.0351175642082442	0.012379774447096	0.0114855998255498	0.0265353675009917	0.018832542588674	0.0267444286276235	0.0195937870070707	0.0174865116443513	0.0104226369337561	0.0193791516959933	0.0222964179879716	0.00333618057823291	0.024950291145009	0.00829274333751303	0.00596200755395664	0.0122806396716051	0.0306094827313992	0.00776554974515595	0.0183717712493583	0.0102218286472312	0.021199558549589	0.011699940154463	0.0187834776121334	0.0303088860827524	0.0294893044392441	0.0204993227451283	0.010020273715111
OM4_C_1E_1	0.0209673926240723	0.0298581070090802	0.0212334552026393	0.0627392246809238	0.0710277668511665	0.0592546287182351	0.0194150384783722	0.031091300313335	0.02056048632693	0.0039915064538136	0.0108316413385924	0.00547754185051433	0	0.0241499032020698	0.00895216446500337	0.0142391658688724	0.0182071108211445	0.0138960031377875	0.0125058602849022	0.0259819753602838	0.0144265297206652	0.0208970210885851	0.0200183251110397	0.0225963478670468	0.0237070616616852	0.0167012929872514	0.0256068991291185	0.0114673936218296	0.0193009584924472	0.0117053673135534	0.00248299402469564	0.00698078055184805	0.0052073462511297	0.0136543258403997	0.0131720278295079	0.0105334066414495	0.0249045405415687	0.00813539714002509	0.0129169891097003	0.0321036578484288	0.0109139018296816	0.0112601015801237	0.0233288226969542	0.0166362698107853	0.024020046036029	0.0168873617987106	0.0146107619981108	0.0085402287416756	0.0160426658103576	0.0202106332239349	0.00875450619479051	0.0213495472157859	0.00591810269731384	0.00593238637627027	0.011424455896031	0.0266473323810391	0.00691650386162882	0.0232559464471147	0.00784204728308111	0.0179529801803264	0.0126967222350904	0.0172757811716059	0.027164927830804	0.0262036921767866	0.0165441128087994	0.0142213931673794
OM4_C_1E_2	0.0043160500025396	0.00696331300680172	0.00810560835837596	0.0388009482391325	0.0471394629187724	0.0353486716866597	0.00534866885764249	0.00703830706376637	0.00515373446509861	0.0230352850374538	0.0139202490125824	0.0278094036898302	0.0241499032020698	0	0.0184517208334897	0.0108511233757177	0.00810602020723331	0.0119708587087921	0.0135952107107714	0.00366348784360319	0.0133566200741216	0.00474823990656071	0.00532485600382524	0.00289358968483615	0.00325866485948613	0.0125774136838343	0.00249517193953226	0.0300400686402999	0.00778604158928737	0.034082513399847	0.0231103968560798	0.0274119258299637	0.0256555428747063	0.0150364289456313	0.0355168352864497	0.0138434550212581	0.00588928144496089	0.0164624824075	0.0112490141213317	0.00882403123110159	0.0164936360841753	0.0187750409699911	0.00289626040343942	0.0107293202604383	0.00543483048708673	0.00906901924931025	0.0106329506001544	0.0177011138704799	0.00847156611116367	0.00927101667392945	0.0297386534925744	0.00286221098893001	0.019524012404197	0.0222412915253834	0.0173740872536962	0.00338433111470598	0.0204759905910138	0.0458785183594271	0.017666883639234	0.00679548245014347	0.0209799550843631	0.0125732547491703	0.0042899375310908	0.00302148660642277	0.0076673474219668	0.0290884388009919
OM4_C_1E_3	0.0144743414895814	0.0228969687914328	0.013404709718407	0.0570523401155488	0.0653952301719287	0.0536432677905798	0.0131416117906357	0.0254371260444338	0.0138300052330158	0.00571660618486598	0.00501612836261308	0.0101288325732042	0.00895216446500337	0.0184517208334897	0	0.00760351985319715	0.0109597276587073	0.0065584746868812	0.0049060921725496	0.0192749138202705	0.00607347136836127	0.0142316544781661	0.0158940456375132	0.0161921976866612	0.0170318773125411	0.00819116295340038	0.0192306812165323	0.011627078655527	0.0118609412503067	0.0158868998371369	0.00669057054953223	0.0091783313844095	0.00772341988817957	0.00490279319222782	0.0172645830200057	0.00569700019164444	0.017513876040076	0.0039349278748797	0.00890607371918831	0.0251676394066508	0.00225108614417764	0.0026314128896981	0.0167973464620852	0.0087413189133831	0.0167338889705792	0.00970100739009453	0.00782403391816308	0.00127378125601763	0.010045076060033	0.0121710197786211	0.0114307056613648	0.0156201796980792	0.00318865979745046	0.004167541771214	0.00247242150334461	0.0215386756279529	0.00237860478586029	0.0275345766888543	0.00221169826541279	0.011662353987998	0.00508542503258742	0.00870899343850831	0.0204698818602727	0.0197571817680162	0.0119299585834375	0.0114262126952548
OM4_C_1F_1	0.00698771971947057	0.0157321988268331	0.00719519170183029	0.0495374936023517	0.0578816675764025	0.0461108741022631	0.00557024752403956	0.0178532864631638	0.00644283025226663	0.0124220165636957	0.00341106838410839	0.0171807608444762	0.0142391658688724	0.0108511233757177	0.00760351985319715	0	0.00398874545144664	0.0014477369259584	0.00282962096391378	0.0119404111460573	0.00367701964888943	0.00681661474106792	0.00874913489654504	0.00869728882746212	0.00965878758124573	0.00484553658543758	0.0117584506382872	0.0192145173307885	0.00511575855925646	0.0233134454604025	0.0127438060034248	0.0166133369860186	0.0149295058452587	0.00507140537402089	0.0247301311597633	0.00384133842586775	0.0106672574230008	0.00611500233966724	0.00389438957701988	0.0179997203062074	0.00573554148068669	0.00822141668344111	0.00935693304090266	0.00328205753178139	0.0097853108657682	0.00269188899320707	0.000409343066237006	0.00687746510265091	0.00249334317340422	0.00644882771289451	0.0189244294296817	0.0080173190352166	0.0089272979505165	0.0114468351454938	0.0067906160960978	0.0139513184322817	0.00965593824285758	0.0350664589680096	0.00695954440725763	0.00407415686451632	0.0107437735791497	0.00536100538431488	0.0131397274528141	0.0123143095652057	0.00495299493848804	0.0185590016497536
OM4_C_1F_2	0.00380330185326278	0.0119585050643347	0.00334094486615042	0.0461759789087305	0.0545218547677615	0.0427893541442888	0.00304392504840083	0.0147826821920281	0.0030157545903156	0.0161911389078804	0.00737843304818899	0.0208980103018995	0.0182071108211445	0.00810602020723331	0.0109597276587073	0.00398874545144664	0	0.00447390295300067	0.00609505699428338	0.00832619702033135	0.00532611571344976	0.00343458071035509	0.00809893375364347	0.00544613648920386	0.00611455739708119	0.00454434877351664	0.00837884777131377	0.0223002098554601	0.0011532993484887	0.0268424327390002	0.0166286192076704	0.0201314044586255	0.0185732950840723	0.00699416655681835	0.0282215824935521	0.00781733153958732	0.00671984252701457	0.0100730553540603	0.00695917383428751	0.0142323913934766	0.00880840171158108	0.0108420968567078	0.00594519619610943	0.00262375417726744	0.00586692502135967	0.00132425950189643	0.00360312596628279	0.0104801694587584	0.0032114471576296	0.0030304914639573	0.0223882466519826	0.00563332385970023	0.0127513890078085	0.015028541808204	0.0094910023863024	0.0114591500723165	0.0132069825743273	0.0384607229450418	0.0107379570936126	0.00235720257634582	0.0129089945626245	0.00465131456135655	0.009517280152074	0.00886742834431975	0.00563637989732738	0.0210605741350601
OM4_C_1F_3	0.00791878496925367	0.016426970563534	0.00733874507368254	0.0505024995883453	0.0588482495154568	0.0470941042328837	0.00662767944403995	0.0189112220935227	0.00727420200768448	0.0117212494847151	0.00324905384382462	0.016425128398327	0.0138960031377875	0.0119708587087921	0.0065584746868812	0.0014477369259584	0.00447390295300067	0	0.00165244332807554	0.0127389704648949	0.00228170723655391	0.00767424311348067	0.0101667831877431	0.00963610233013362	0.0104834830443138	0.00383072936641924	0.012672953213738	0.0180801367140975	0.00548184736336165	0.0224110722385586	0.0122027681427875	0.0156975541003541	0.0141068131010722	0.00362371933745618	0.0238044121470777	0.00402165991062035	0.0111662082575128	0.00580371148931838	0.00503746858147552	0.0187008912182579	0.00452347544711333	0.00689221727090929	0.010240128624865	0.00282742872070767	0.010332395449663	0.00317283280952583	0.0014446190576275	0.00600964289381452	0.00384426639687385	0.00635746474466923	0.0179763145615031	0.00918447506360184	0.00830231835450422	0.0105700434071239	0.00546569905115963	0.0151548712760433	0.00875193251457873	0.034090047119227	0.00627997900940623	0.00518545604587582	0.00934783420680267	0.00440528582755872	0.0139370834773695	0.0132013450509286	0.00639950678954571	0.017248644411253
OM4_C_1G_1	0.00956986395102874	0.0180528891337236	0.00880488454728403	0.0521528388774669	0.0604978950132042	0.0487440545526685	0.00826104551460507	0.0205526344916607	0.00892593665901986	0.0101409410613787	0.0024663704691304	0.0148151282275994	0.0125058602849022	0.0135952107107714	0.0049060921725496	0.00282962096391378	0.00609505699428338	0.00165244332807554	0	0.0143847381055368	0.00226316752119665	0.00932648650887078	0.0115215546659406	0.0112874895230456	0.0121329971164312	0.00445504997097364	0.0143252603774027	0.0164480366205016	0.00706073838705289	0.0207645345520321	0.0106991182533225	0.014050795401282	0.0124796684131167	0.00279706458767524	0.0221551739004915	0.00347892261955038	0.0127481447164902	0.0045743861759701	0.00554663666131483	0.0203265023199635	0.00291405237809854	0.00540580068986822	0.0118923501888093	0.0041430489629597	0.0119315815639931	0.00481095339887382	0.00297711626653107	0.00439290415223646	0.00532288814189701	0.00771540903149049	0.0163257676741031	0.0107900777110366	0.00677943763451187	0.00893415966742678	0.0039772743695628	0.0167483260326642	0.00711314199089544	0.0324384256927527	0.00475258084726728	0.00680094227621345	0.00799182707235446	0.00505986883499879	0.0155820198332006	0.0148532398181393	0.00763543356960474	0.0157311740862963
OM4_C_1G_2	0.00501635970791077	0.00392493477825724	0.00682114464832698	0.0378748651498317	0.0462211423049362	0.0345030428600565	0.0065739390533008	0.00700371912719082	0.00549880847888771	0.0243591944197098	0.015294290978458	0.0291092254105048	0.0259819753602838	0.00366348784360319	0.0192749138202705	0.0119404111460573	0.00832619702033135	0.0127389704648949	0.0143847381055368	0	0.0135644846044918	0.00512612161177264	0.00871653415196264	0.00342897978704282	0.00228490668618015	0.0122133546161763	0.00122607517873554	0.0305946576788842	0.00754260151363864	0.0351444582865364	0.0246526946728759	0.0284328829520262	0.0268273136528835	0.0151866605508977	0.0365322426285202	0.0154582892117002	0.00304475464991604	0.0179736409585621	0.0133870965208108	0.00613149566788632	0.0171340299721264	0.0190946298362666	0.00266452824091143	0.0107667707737093	0.00316324732034379	0.00957600985613301	0.011626071667296	0.0187339016174996	0.00994141038913455	0.00821021706560279	0.0307021524910028	0.00520597620207121	0.0208661902475943	0.0233039695262112	0.0177793498808758	0.00573095818709502	0.0214886495392675	0.0467800996418798	0.0188940731156903	0.00803230660357314	0.0209563856649678	0.0120331780429425	0.00120018661820851	0.00103174181929684	0.0101089637029488	0.0291385170227045
OM4_C_1G_3	0.00910248988584633	0.0170172041310079	0.0073605286341501	0.0514261799688506	0.0597661188928164	0.0480569572221391	0.00806225891938505	0.0201077904378495	0.00833907399623468	0.0116984811617902	0.00471692655294657	0.0162016840913543	0.0144265297206652	0.0133566200741216	0.00607347136836127	0.00367701964888943	0.00532611571344976	0.00228170723655391	0.00226316752119665	0.0135644846044918	0	0.00875744417990667	0.0121865572996998	0.0107694060853682	0.0114076828589011	0.00228618594578112	0.0136927822707494	0.0170376694966396	0.00602440810800074	0.0218378261407507	0.0124499155252689	0.0151688678890754	0.0137937298823807	0.00167997735243835	0.0231741804482118	0.00570104608236271	0.0115498618697742	0.0067378158243249	0.00728044561801185	0.0192740405917493	0.00382248262577144	0.00553269401727644	0.0112657308600848	0.00280116994990568	0.0108205085060253	0.0042936308331278	0.00355325617062864	0.00597825036491682	0.00583819958047363	0.00610004127238163	0.0173502004479316	0.0107068824836548	0.00855591705845935	0.0102408552569269	0.00422851021966794	0.0166583730140156	0.00844221781050961	0.0333102021235513	0.00658494712738038	0.00677876254956112	0.00762774959722849	0.00287832608620743	0.0147374726478602	0.0141651144462079	0.00856006159072723	0.0157460705584596
OM4_C_1H_2	0.000517191329323767	0.00896486544600154	0.00383154312695907	0.0428394547627992	0.0511881095346746	0.0394360916207589	0.00167972755659305	0.0113523712807131	0.000418871833595727	0.0192377854329597	0.0101707874445949	0.0239931402952322	0.0208970210885851	0.00474823990656071	0.0142316544781661	0.00681661474106792	0.00343458071035509	0.00767424311348067	0.00932648650887078	0.00512612161177264	0.00875744417990667	0	0.00631530312117017	0.00201206911847355	0.00284257242275209	0.00783437118295028	0.0050015806422271	0.0256807162392591	0.00304110691807719	0.0300711753221147	0.0195304489156913	0.0233604161274867	0.0217244380297054	0.0104280561846451	0.0314710440709346	0.0103647856632992	0.00444903413990229	0.0128556631040301	0.00854666562581557	0.0112188791280069	0.0121421327942762	0.0142602309129042	0.00256599402289469	0.00604324813800241	0.00351530449977542	0.0045599356244746	0.00650901301850807	0.0136389371659295	0.00488490901996861	0.00472739868353621	0.0256468200575693	0.00274301283297279	0.0157417213016533	0.0182141217826072	0.0128939606626457	0.00813051891562885	0.0164048293326565	0.0417588878808858	0.0137740889205939	0.00297046778148324	0.0163406169788002	0.00782575626607831	0.00632455782621765	0.00552805232336526	0.00574625251963079	0.0244944051894713
OM4_C_1H_3	0.00584589449949222	0.0122787871149946	0.0100435319073901	0.0427905797226846	0.0510664613859161	0.0392928692414698	0.00529707970088333	0.0114162540610111	0.00646708484788075	0.0195771063302186	0.0109201275589065	0.0242593781312372	0.0200183251110397	0.00532485600382524	0.0158940456375132	0.00874913489654504	0.00809893375364347	0.0101667831877431	0.0115215546659406	0.00871653415196264	0.0121865572996998	0.00631530312117017	0	0.00603796764192036	0.00725801693109117	0.0123551386552446	0.0076986003832486	0.0274184631464116	0.0085316164838056	0.0307236437280436	0.0193655930993465	0.0242308635529323	0.0223211714077443	0.0137469064056837	0.0321964206392173	0.0104858790224264	0.00996830627331247	0.013048134340974	0.00736190784388985	0.0141354021984264	0.0143437060377649	0.0169218639588748	0.00669262800117922	0.0102611053153229	0.00917863030662244	0.00832324887455188	0.00872979445561257	0.0148909144058883	0.00635568305173501	0.0106360732014885	0.0265809842700504	0.00392422984036583	0.0161767849843421	0.0191615459818437	0.0154967437581117	0.00678756800232837	0.0175400958971249	0.0425919010886452	0.0145807760964263	0.00579828070132152	0.0194900373534505	0.0126026192264048	0.00954468709557643	0.00828198197234658	0.00396443330283532	0.0271853510388311
OM4_C_2A_1	0.00171832837556582	0.0073534985624459	0.00522938939280696	0.0408784372892033	0.0492276158335645	0.0374657725366594	0.00318932651496806	0.00934130152139634	0.00243064080652098	0.0210989922933791	0.0119858327340052	0.025866454539897	0.0225963478670468	0.00289358968483615	0.0161921976866612	0.00869728882746212	0.00544613648920386	0.00963610233013362	0.0112874895230456	0.00342897978704282	0.0107694060853682	0.00201206911847355	0.00603796764192036	0	0.00131616457280547	0.00979743010926635	0.00306210178568852	0.0276748948968863	0.00497274141259024	0.0319986268922252	0.021328790711662	0.0252927817326906	0.0236253896695794	0.0124398729950806	0.0334071175434189	0.0120905544893499	0.00393049314171606	0.0146400806790395	0.00995844276046018	0.00955102935704285	0.0141267470737199	0.0162692611570817	0.000787208636194389	0.00804921431811092	0.00316778394878479	0.00655657181169084	0.00841522567844405	0.0155600782646599	0.00656605753812443	0.00637752157002203	0.0275901324430604	0.00212962300409208	0.0175906867324173	0.0201348761404694	0.0148991164601188	0.00625643408317004	0.0183337507514893	0.0437139901787569	0.0156492358891742	0.00468176020282855	0.018348884307832	0.00975367123894354	0.00458431129902057	0.00363046270929074	0.00673190441918056	0.0265051898274502
OM4_C_2A_2	0.0027429861703269	0.0061636499837718	0.00512752340770984	0.0400678693963012	0.0484163681898777	0.0366790808839577	0.00431472447373951	0.00880850184285901	0.00322131076940743	0.0220792159168987	0.01300960023811	0.0268325715551822	0.0237070616616852	0.00325866485948613	0.0170318773125411	0.00965878758124573	0.00611455739708119	0.0104834830443138	0.0121329971164312	0.00228490668618015	0.0114076828589011	0.00284257242275209	0.00725801693109117	0.00131616457280547	0	0.0102053145230333	0.0023135918457254	0.0284123091324044	0.00542514274492399	0.0328901251112222	0.022368398444513	0.0261784332549707	0.0245578223344442	0.0130529265064939	0.0342838405334942	0.013179485602056	0.00278892519553653	0.0156895873776709	0.0111808159349873	0.00839986843122926	0.0149114193022626	0.0169383091108256	0.000566848317791503	0.00862655670742467	0.00219424972382466	0.00733315321667669	0.00934815448288769	0.0164676086730542	0.00766846804454547	0.00643039651839237	0.0284560340234854	0.00340289367365166	0.0185839044049265	0.0210406908467848	0.0156006707040849	0.00636502526250078	0.019227995228534	0.0445514247124732	0.0166150102399211	0.00575532254015691	0.0188920998850245	0.0100855251991522	0.00348223242550896	0.00275762644199344	0.00802634002787917	0.0270721563578001
OM4_C_2A_3	0.00826387194999992	0.0154162430671069	0.00559702329026226	0.0499597221511369	0.0582863842788291	0.0466284497792058	0.00757381490740584	0.0190112707707064	0.00742486481670801	0.0138802482203083	0.00682382018996391	0.0182897270773862	0.0167012929872514	0.0125774136838343	0.00819116295340038	0.00484553658543758	0.00454434877351664	0.00383072936641924	0.00445504997097364	0.0122133546161763	0.00228618594578112	0.00783437118295028	0.0123551386552446	0.00979743010926635	0.0102053145230333	0	0.0125187080808508	0.0186497140430713	0.0048274194907925	0.0237321962098853	0.0146899028818363	0.0171268466309446	0.0158612578104157	0.00334778389357697	0.0250298334070311	0.00773717942920121	0.00988754777526078	0.00900098392418422	0.00873176181628157	0.0176373495107398	0.00596090468673377	0.00718079354715412	0.0101661945592869	0.0020946042820866	0.00925908867989965	0.00403206439319806	0.00455170801458832	0.00821655651764922	0.0063041402683451	0.0042231717873059	0.0192394938787568	0.0101774365356473	0.0108149055182024	0.0123362039874205	0.00607263767205589	0.0159526746411895	0.0105694539006305	0.0350377162676023	0.00886080274045043	0.00659585878208354	0.00875888638285851	0.000605060779157961	0.0133411040163273	0.0129273057870322	0.00915760642419196	0.016935657949165
OM4_C_2B_1	0.00477291300053777	0.00463953384119825	0.00735162205865195	0.0378416765005516	0.0461920263417514	0.0344380770516501	0.00623794810639573	0.00649703762277704	0.00540833783209711	0.0241595731657335	0.0150429679106268	0.028927300005576	0.0256068991291185	0.00249517193953226	0.0192306812165323	0.0117584506382872	0.00837884777131377	0.012672953213738	0.0143252603774027	0.00122607517873554	0.0136927822707494	0.0050015806422271	0.0076986003832486	0.00306210178568852	0.0023135918457254	0.0125187080808508	0	0.0306693847114301	0.00773326877840825	0.0350531350276903	0.0243775949066844	0.0283460062109981	0.0266856059277356	0.0153459753778062	0.0364584640994675	0.0151252168299217	0.00402900178759629	0.0176888750612589	0.0128591803683155	0.00669231724230058	0.0171415219437435	0.0192181671058442	0.00243930204171353	0.0109226585236697	0.00391903409554944	0.00955702948336283	0.0114729874445307	0.0186164427325055	0.00960616081078266	0.00869383222868852	0.0306386904817211	0.00445203597421594	0.0206506130629293	0.0231916166332131	0.0178685729164303	0.00459378576156132	0.0213880852711399	0.0467539061587649	0.0187109273691638	0.00773768336295378	0.0211999964250886	0.0123947509342518	0.00184893020852819	0.000621252190220583	0.00944735042384069	0.0293778391272539
OM4_C_2C_1	0.0259668357096743	0.0340169205721139	0.0242357927489629	0.0684342925673496	0.076767366938532	0.065060115329432	0.0247054964855116	0.0369817242483886	0.0252686657311978	0.00883040818313876	0.0165056503349022	0.00645434955239205	0.0114673936218296	0.0300400686402999	0.011627078655527	0.0192145173307885	0.0223002098554601	0.0180801367140975	0.0164480366205016	0.0305946576788842	0.0170376694966396	0.0256807162392591	0.0274184631464116	0.0276748948968863	0.0284123091324044	0.0186497140430713	0.0306693847114301	0	0.0230606174132475	0.00630268396511448	0.00995172019259099	0.0044891606899337	0.00637259875301205	0.0154478545822365	0.00713081271090697	0.0169711492997406	0.0285091143625631	0.0145383601698519	0.0201918056917422	0.0362573564345839	0.0135605648241629	0.0115229365134895	0.0282316347257188	0.0198383238975139	0.0278254823390784	0.0211222861659172	0.0194129728710812	0.0125376393943633	0.0216695390518282	0.0228720308988142	0.00345629564518402	0.0272259146767471	0.0115487981659566	0.00843669829649413	0.0128185074091473	0.0331586090880719	0.00990188016095349	0.0164462156715247	0.0128697272288629	0.0232468403189408	0.0101904654568451	0.0189951765339482	0.0317705961738972	0.0311648897857607	0.0234685693881841	0.00428072166336365
OM4_C_2C_2	0.0035055692126486	0.011042125279658	0.00220544104897377	0.0454082487238869	0.0537503611577417	0.042040674641535	0.00325426848425963	0.0142099379781879	0.00264731113856564	0.0171944172358767	0.00848314009806248	0.0218734030102412	0.0193009584924472	0.00778604158928737	0.0118609412503067	0.00511575855925646	0.0011532993484887	0.00548184736336165	0.00706073838705289	0.00754260151363864	0.00602440810800074	0.00304110691807719	0.0085316164838056	0.00497274141259024	0.00542514274492399	0.0048274194907925	0.00773326877840825	0.0230606174132475	0	0.0277404766532064	0.0176778008142162	0.021037599034817	0.0195262858072748	0.00764593368657168	0.029104466276481	0.00895309710840781	0.00568858837498637	0.0111672335088345	0.00808402789526917	0.0133109607436107	0.00966723482327697	0.0115530833929376	0.00534867944587148	0.00322460977645219	0.00487706588552103	0.00242605026028625	0.00472254305575929	0.0114530003617976	0.00428607100569552	0.00215795062782155	0.0232710595342776	0.0055942946295298	0.0137833874221972	0.0159710641712252	0.0102466993450428	0.0111696846374198	0.0141479558378932	0.0392987681638071	0.0117616129501886	0.00308456750567125	0.0134679339051155	0.00478870229189845	0.00871343666082537	0.00817524032195692	0.00650178897039505	0.0216483685790996
OM4_C_2C_3	0.0302834145711687	0.0387757338435918	0.0291920586220909	0.0728094014986612	0.0811406764731607	0.0693795517920514	0.0288790469836547	0.0411138324916143	0.0296768468472365	0.0111520131285898	0.0201721487885105	0.00653072181254117	0.0117053673135534	0.034082513399847	0.0158868998371369	0.0233134454604025	0.0268424327390002	0.0224110722385586	0.0207645345520321	0.0351444582865364	0.0218378261407507	0.0300711753221147	0.0307236437280436	0.0319986268922252	0.0328901251112222	0.0237321962098853	0.0350531350276903	0.00630268396511448	0.0277404766532064	0	0.0114855620138718	0.00671467699860061	0.00844271152033148	0.0204013755789738	0.00148882643303989	0.0203537569787033	0.0333685148629233	0.0177328978351647	0.0233663131436664	0.0410442911384923	0.0180802480821882	0.0165869870299601	0.0326328084845028	0.0245872312288633	0.0326059326306665	0.0255734015315789	0.023586393161576	0.01644228010743	0.0256168760046058	0.0278946662655526	0.00449407453513972	0.0312223858168353	0.0146110186582394	0.0118682525181875	0.0176733818291519	0.0369745534473618	0.0136700625637521	0.0118749094337561	0.0164201223239727	0.0273778763103109	0.0158831099100127	0.024157974351113	0.0363411005836463	0.035594848952006	0.0269147388374672	0.0104494281763401
OM4_C_2D_1	0.0196532466578547	0.0284711839758992	0.019501654084503	0.0618582554008694	0.0701746454705393	0.0583926974701285	0.01814226240194	0.0301242165510865	0.0191700254436047	0.00155192867413729	0.00936055570033447	0.00495547380869935	0.00248299402469564	0.0231103968560798	0.00669057054953223	0.0127438060034248	0.0166286192076704	0.0122027681427875	0.0106991182533225	0.0246526946728759	0.0124499155252689	0.0195304489156913	0.0193655930993465	0.021328790711662	0.022368398444513	0.0146899028818363	0.0243775949066844	0.00995172019259099	0.0176778008142162	0.0114855620138718	0	0.00563925627226441	0.00360929101999521	0.0115224429795949	0.0129736754539847	0.00927752160947461	0.0233464244388785	0.00669012158596189	0.0120534330240189	0.0307357203341505	0.0087806777448035	0.00886657869419158	0.0220305660901888	0.0148366716432237	0.0224902738128578	0.0153052855235644	0.0130868157370466	0.0064747557116188	0.0147746424722225	0.0183980335566329	0.00779592318287677	0.0202648136992576	0.00392189644491679	0.0034516974341596	0.00914645419039114	0.0258077524075858	0.00451586229580003	0.0233186950437784	0.00594680684200709	0.0166485356443712	0.0102163167316742	0.0152449266878818	0.025848031740165	0.0249576225277639	0.0156692598898402	0.0122016398089635
OM4_C_2D_3	0.0235764475344658	0.0320721175761431	0.0225281615325162	0.066126484316628	0.0744628642683909	0.0627010200679543	0.0221822119764417	0.0344390846941683	0.0229653047952896	0.00479393509298676	0.0135240752044033	0.00232619643744617	0.00698078055184805	0.0274119258299637	0.0091783313844095	0.0166133369860186	0.0201314044586255	0.0156975541003541	0.014050795401282	0.0284328829520262	0.0151688678890754	0.0233604161274867	0.0242308635529323	0.0252927817326906	0.0261784332549707	0.0171268466309446	0.0283460062109981	0.0044891606899337	0.021037599034817	0.00671467699860061	0.00563925627226441	0	0.0020500200826155	0.0137815329548994	0.00811845592930942	0.013776509022926	0.0266796949858936	0.0111849015170748	0.0168789982377338	0.034342297300207	0.0113860646227376	0.010068819646959	0.0259232176049979	0.0178986038360852	0.025907920873195	0.018860418193582	0.016880553226973	0.00973706013587287	0.0189423512699391	0.0212505924393801	0.00235112026167745	0.0245539305860964	0.00805559114350288	0.00517240183806352	0.0110548439417937	0.0303538311068654	0.00696059287867388	0.0184792483603123	0.00976457561106117	0.0206829830519877	0.00985896961187292	0.0175785636917393	0.0296298228760416	0.0288857797388721	0.0203605194859461	0.00773452111348228
