	OM4_B_B_1	OM4_C_1A_1	OM4_C_1C_1	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1D_1	OM4_C_1D_3	OM4_C_1E_1	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1F_3	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_1	OM4_C_1H_3	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_3	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_3	OM4_C_2E_1	OM4_C_2E_3	OM4_C_2F_1	OM4_C_2F_2	OM4_C_2F_3	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_2	OM4_C_3A_3	OM4_C_3B_1	OM4_C_3B_2	OM4_C_3C_1	OM4_C_3C_2	OM4_C_3D_1	OM4_C_3D_2	OM4_C_3D_3	OM4_C_3E_2	OM4_C_3E_3	OM4_C_3F_1	OM4_C_3F_2	OM4_C_3F_3	OM4_C_3G_3	OM4_C_3H_1	OM4_C_3H_2	OM4_C_3H_3	OM4_H_4A_1	OM4_H_4A_2	OM4_H_4B_1	OM4_H_4B_2	OM4_H_4F_2	OM4_H_4F_3
OM4_C_2C_2	0.0121996587722918	0.00828746003965837	0.00535989897142222	0.00737968726388855	0.00369232873492875	0.00702912992559658	0.0059796945754966	0.0082863783592913	0.00677821454411666	0.00811854937392203	0.00408103556962238	0.00745425872602807	0.00584993074197261	0.00588260861708691	0.0069781992715956	0.00755876995589757	0.00900004791493244	0.00743457031823503	0	0.00941860291687828	0.0506250477280788	0.0113285398566735	0.041054195422557	0.0137310534202285	0.0388864428066112	0.00264704320473294	0.0114427458283736	0.00724010332660588	0.0163017760838776	0.0148955976226046	0.00816189217922862	0.0264840928013842	0.0120513642029569	0.0351608427356196	0.00609497238868927	0.0124992623184905	0.00474121446624511	0.0176520865342538	0.0119417005007599	0.00953936026864079	0.00884735642705198	0.00636784347864037	0.0232359177276848	0.0160215916655158	0.0244129611386786	0.0525265493049196	0.0147332789409459	0.0255767469111396	0.00954026970623957	0.00644895683311415	0.0124074197053826	0.00945311519616833	0.0134131464071142
OM4_C_2C_3	0.0206334338870307	0.0173036825904437	0.0119309388401181	0.0102750718183275	0.0117407083457059	0.0140318676128398	0.0125346927212297	0.015832744831746	0.0143774501509085	0.0111536724889649	0.0108592730268696	0.0058097341776601	0.00752328630260666	0.00889617653473663	0.0144847375072537	0.0164950434180961	0.0152162561614543	0.0105379801079398	0.00941860291687828	0	0.0427468209830553	0.00674983207593918	0.0329765183331612	0.00870068583373386	0.0308507949500373	0.00855007110264175	0.00832938765182461	0.0141905519346161	0.0100993550277837	0.0225221687698372	0.0109770794050739	0.0187894651311821	0.0213924968924771	0.0275634421046471	0.0127591060253846	0.0126097626529835	0.0104029780772517	0.0113403346293137	0.021216655683252	0.00857359355908921	0.00317061902299021	0.00310596908850814	0.0178673101302862	0.00888324558844356	0.0161547339311107	0.0440232561850944	0.0122361816803682	0.0175219147330861	0.0170668342269835	0.0155547461263884	0.0211562808887207	0.0181273951321818	0.00582648007276427
OM4_C_2D_1	0.0625601346374551	0.0571910928051495	0.0502809315293068	0.0463281321963813	0.0537226848566734	0.0563200353186023	0.0508598250277472	0.0578059991988975	0.0554649118641493	0.0508773408751373	0.051709303857529	0.0458476868832466	0.0455698046029519	0.0466238380076194	0.0569052555244143	0.0554715147102688	0.0577383599366852	0.0474160186121749	0.0506250477280788	0.0427468209830553	0	0.040453960242483	0.0108925119940366	0.0375589012980237	0.0162766448291595	0.0484395629387098	0.0426952222834504	0.0551862979261053	0.0344461593509828	0.0645788345994952	0.0531006994700797	0.0242099274061197	0.0607827803597242	0.0168109647839096	0.0519963850344195	0.0435377636515872	0.0497162275430729	0.0333935879757964	0.0620885039988319	0.0422302746839424	0.0429318811743659	0.0455159631792401	0.0288151721147671	0.0351933274215053	0.0270223196537336	0.00789069582435247	0.0379738345735511	0.0255919967482743	0.0576755335669675	0.0548107745810108	0.0615765583606387	0.0599003789311996	0.0374403454592255
OM4_C_2D_3	0.0223973852975774	0.0173200705422223	0.0105591678000474	0.00715926757112296	0.0147511132235103	0.0163581412947036	0.0109993973710116	0.0175851730140915	0.0150604595370878	0.0108092492603001	0.0141230730931396	0.0108267971923478	0.00861537172656606	0.0102573822413427	0.017729865400515	0.017400397046046	0.0180683556083178	0.0075302484125801	0.0113285398566735	0.00674983207593918	0.040453960242483	0	0.0304524426379798	0.0034967611688125	0.0278385096744361	0.00931938514888291	0.0120649197850841	0.0147651733670919	0.00799721486104894	0.0242972920061027	0.0140584170194001	0.0164140802905043	0.021533429026499	0.0262461911914176	0.0117408121002115	0.00669329421214132	0.0128885192950301	0.0101285779904182	0.0227235600194403	0.00484496916672464	0.00419958589372124	0.0075732754541649	0.0141480845219033	0.00542839786966559	0.0157553608542238	0.0428581907096625	0.0092841111159086	0.0166676584380097	0.0172547737741084	0.0162087349048518	0.0213761734548941	0.0206768055356066	0.00602363266881218
OM4_C_2E_1	0.0527207247554222	0.0475557375375666	0.040620712731019	0.0367006052479097	0.0441880572961454	0.0463482536821341	0.041121203806472	0.0478082186602389	0.0454644536898113	0.040561387792051	0.0425274711191922	0.0367147846256912	0.0364071100229354	0.0376376296897126	0.047256992242172	0.0464376783884555	0.0477147774073258	0.037538949387018	0.041054195422557	0.0329765183331612	0.0108925119940366	0.0304524426379798	0	0.0278281620353476	0.00609156937511192	0.0389405967409246	0.0341951226852642	0.0450980887322913	0.025313747049943	0.0545028275423246	0.0429147693445717	0.0147619014714717	0.051420364274811	0.0114954877535194	0.0420856690312891	0.0337088627092556	0.0407251023371451	0.0246436300838797	0.0527059893937367	0.0327997439032866	0.032940262022939	0.0357741110359111	0.0205032233528294	0.0252066741333123	0.0181879775071987	0.0143480239508509	0.0294426779634791	0.0168760194140734	0.0475973108575559	0.0456149699764956	0.0517505710563815	0.0504407750675025	0.0279241956361217
OM4_C_2E_3	0.0252436980090628	0.0197472817641087	0.0128252995852059	0.00899335867470927	0.0172343953547418	0.0194122833406846	0.0133871506541904	0.0206295761557562	0.0180534993873383	0.0141908601366412	0.0160188609265717	0.0121486702253048	0.00970595655509678	0.0112024716804568	0.0204315732817966	0.0190808458856863	0.0211932669618095	0.0100170466057832	0.0137310534202285	0.00870068583373386	0.0375589012980237	0.0034967611688125	0.0278281620353476	0	0.0256223211886036	0.0114246194688839	0.0119665231324846	0.0178626234266939	0.00510507452051082	0.027377346596494	0.0173502039973936	0.0135804597359877	0.0236641826247718	0.023232319676053	0.0144826431727941	0.00782448973722151	0.0142957687415028	0.00733510318179461	0.0250387553247274	0.00524507566752891	0.00704490913947786	0.0100101206057391	0.0106647239123508	0.00365588764696399	0.0133345083401759	0.0402169313112133	0.00682279157722742	0.0140352994464736	0.0202587921806365	0.0180566793014271	0.0240551142397747	0.0231459128265167	0.00518860464791729
OM4_C_2F_1	0.0500328861432258	0.0450146192845368	0.0381242050590327	0.0342692586471204	0.0420645868385755	0.0436199228405075	0.0384940798021619	0.0449870860558679	0.04259335271073	0.0372836054148672	0.0408438502363428	0.035276296666995	0.0347953934780341	0.0361881528327525	0.0449702249603176	0.0446630471562245	0.0449308560959706	0.0347691013177158	0.0388864428066112	0.0308507949500373	0.0162766448291595	0.0278385096744361	0.00609156937511192	0.0256223211886036	0	0.036849396310542	0.0334940655983286	0.0421095412141349	0.0241313572575993	0.0514991098549318	0.0399713605947623	0.0141461738787747	0.0491081015165734	0.0152564796109648	0.0392629958799078	0.0307856242739885	0.0392445950790301	0.0239825370378779	0.0505112227737999	0.0307786373888231	0.0304342908163001	0.033591065597791	0.0200961644747894	0.0228866534315996	0.0180948151293344	0.0194744243797942	0.0284864606155476	0.0170571989807989	0.0445315340342021	0.0436679298928946	0.0489211514008178	0.0482861246799119	0.0262675919912219
OM4_C_2F_2	0.0144365724934988	0.00947141440839031	0.00446375010075007	0.00517085455537861	0.00627816304391159	0.00941043418721589	0.00536450744785754	0.0105183717991548	0.0084369511218391	0.00856084671362624	0.00558244892586049	0.00715594403757876	0.00381490627703496	0.00423797368581956	0.00961187101240159	0.00835959980388826	0.011459644447282	0.00585772133807115	0.00264704320473294	0.00855007110264175	0.0484395629387098	0.00931938514888291	0.0389405967409246	0.0114246194688839	0.036849396310542	0	0.0103800322785551	0.00878802249059128	0.0140707674385381	0.0171550630624881	0.00995634386680909	0.0243441911860583	0.0132212708385605	0.0330631976668259	0.00624132414591693	0.0103900212836257	0.00476560180007282	0.0154943406609451	0.0137967897654354	0.00695991804553864	0.00756356780399039	0.00587054714145187	0.0207501117015095	0.0140013427886778	0.0225528798840785	0.0505803023202412	0.0121991803610967	0.0236237483738966	0.0110485048972665	0.00724699605479206	0.0139615784635972	0.0117748961547367	0.0115891396803292
OM4_C_2F_3	0.0228592002537031	0.0191874340255809	0.0146138289347102	0.0131950137478442	0.013167325757132	0.0176037366652616	0.0155873099866424	0.0192920746989436	0.0181527685406372	0.0173141136084086	0.0101935324945266	0.00488513558294601	0.00704010065245757	0.00709440873642651	0.0162688721232737	0.0155544823115141	0.0189181078616622	0.0147031551685155	0.0114427458283736	0.00832938765182461	0.0426952222834504	0.0120649197850841	0.0341951226852642	0.0119665231324846	0.0334940655983286	0.0103800322785551	0	0.0184608269083181	0.0103354645175199	0.0256595215417088	0.0165239673993255	0.0197439173314641	0.0220215331250068	0.0262327957630663	0.0165541991774529	0.0166829643168447	0.00855326470981969	0.0102034716322813	0.0215594138882463	0.0105421768323892	0.0103255046019891	0.00863718614775636	0.0173292873186841	0.0128623532117326	0.0162412684364884	0.0438713050753161	0.0104599960246076	0.017431310001668	0.0209546062032618	0.0153780263112174	0.0235839836162728	0.0187425706739651	0.00836359978201168
OM4_C_2G_2	0.00827011194305512	0.00598131749633515	0.00704856019007434	0.0103768778505871	0.00728287611952423	0.00403824488438032	0.00645239460534672	0.00364500608438677	0.00109969560251223	0.00527143973992876	0.0103131159117011	0.0141053782944086	0.0125683175740208	0.0128501694190043	0.00736818776340142	0.010461509053505	0.00588314017615607	0.00877352237191597	0.00724010332660588	0.0141905519346161	0.0551862979261053	0.0147651733670919	0.0450980887322913	0.0178626234266939	0.0421095412141349	0.00878802249059128	0.0184608269083181	0	0.0216546771744797	0.00967219245197883	0.00670256425727623	0.0310915949001138	0.010363126579024	0.0405852305919469	0.00448673963632364	0.0139277716405028	0.0117213273464781	0.0233799872855341	0.0106914613781296	0.0141641550182776	0.0127058560069059	0.0113950134554144	0.0281486202789881	0.0200351990025584	0.0296473349530101	0.0573072253537278	0.0203210007567809	0.0307949434032996	0.00292132999638256	0.00901921306936364	0.00770857595368656	0.00920764108931341	0.0186530454269483
OM4_C_2G_3	0.028402564026564	0.023133430289676	0.0164733949709171	0.012879334535502	0.0194988808797454	0.0225428363124154	0.0172253663400651	0.0239732782720237	0.0217113833820768	0.018405297006785	0.0175047700137082	0.0124447963158861	0.0111614092688954	0.0123361328679285	0.0228371095631716	0.0212419731388089	0.0242120096006427	0.0143331629932987	0.0163017760838776	0.0100993550277837	0.0344461593509828	0.00799721486104894	0.025313747049943	0.00510507452051082	0.0241313572575993	0.0140707674385381	0.0103354645175199	0.0216546771744797	0	0.0308018924688758	0.0204430955753453	0.0105690682093261	0.0267087186558327	0.0191066799875893	0.0184554598113707	0.0126291206603004	0.015492978330755	0.0022357134679019	0.0276942765451083	0.00847428299529155	0.0100143854997113	0.0120398722911221	0.00788401469800644	0.00493362215534344	0.00931045860353247	0.0367448967961052	0.00589853835872068	0.00999493361266175	0.0241638953183603	0.0205230111498132	0.0276741434514773	0.0255404188728914	0.00441398798301102
OM4_C_3A_2	0.00377474406384212	0.0102930787222344	0.0158242673076974	0.0196524930192573	0.0125233456513239	0.00851092124666138	0.0152906987472924	0.00684108346559093	0.0094285873630224	0.0143644336227965	0.0158564381191941	0.021155390437124	0.0207067874802975	0.020463472248491	0.00967341630768421	0.0145195764070924	0.00768309279377533	0.0182898684631578	0.0148955976226046	0.0225221687698372	0.0645788345994952	0.0242972920061027	0.0545028275423246	0.027377346596494	0.0514991098549318	0.0171550630624881	0.0256595215417088	0.00967219245197883	0.0308018924688758	0	0.0125794408135828	0.0404386381534679	0.0109721718139195	0.0496518566961999	0.0136476540636999	0.0233986923929563	0.0181114022123168	0.0323333514639454	0.0089820692229242	0.0234351187220824	0.0217406132106377	0.0196313567979657	0.0375359818338352	0.0294343094269965	0.0385352917703148	0.066356422481925	0.0292184567769409	0.0397887251580559	0.00794108030991335	0.0139050728898244	0.00692494345461094	0.00872643886394801	0.0275651974544416
OM4_C_3A_3	0.0119145800306173	0.011928862013639	0.010947820829867	0.0127915035144626	0.00763278030041464	0.00525029818933615	0.0108177716330723	0.00696284088623791	0.00721363566336431	0.00628645855893498	0.0103200363337752	0.0116978734238856	0.0127278946001426	0.0133232932166185	0.00760258985955604	0.0142272565238398	0.00536972008343148	0.0113912473190416	0.00816189217922862	0.0109770794050739	0.0531006994700797	0.0140584170194001	0.0429147693445717	0.0173502039973936	0.0399713605947623	0.00995634386680909	0.0165239673993255	0.00670256425727623	0.0204430955753453	0.0125794408135828	0	0.029180400315652	0.0160121006858918	0.0384267197465178	0.00928468183025551	0.0161091558087447	0.0122145040757487	0.0219625983176912	0.0148910930549426	0.0149869792829205	0.0106047608411954	0.00874667303404209	0.0277893494413971	0.0184151777789802	0.0269637895041103	0.0543756042055418	0.0208163107310161	0.0283298375038026	0.00918228324746352	0.013048045187525	0.0135958395940957	0.0116282533670492	0.0165365572684475
OM4_C_3B_1	0.0383865756134774	0.0332144411196084	0.0263499062091109	0.0225125873797575	0.0296273953660237	0.0321591814631795	0.0269531194395955	0.0336386987327045	0.0313383014939758	0.0269885001186139	0.0278326444531588	0.0221818092600865	0.0216713598676298	0.0228863762275742	0.032805127358587	0.0317684030144797	0.0336422913432068	0.0235710511081392	0.0264840928013842	0.0187894651311821	0.0242099274061197	0.0164140802905043	0.0147619014714717	0.0135804597359877	0.0141461738787747	0.0243441911860583	0.0197439173314641	0.0310915949001138	0.0105690682093261	0.0404386381534679	0.029180400315652	0	0.0369865433653437	0.0104941372556125	0.0280125536624886	0.0204360202363993	0.0259754521701249	0.00999411895836374	0.0380987938625768	0.0183794775482776	0.0187998596251507	0.0214279667637287	0.00776180346369966	0.0111075092043804	0.00535769927519261	0.0266678726519048	0.0151585730221193	0.00425245437682288	0.0336410595091115	0.0309883527218315	0.037571358846596	0.0358337840784	0.0133637408890502
OM4_C_3B_2	0.00779373650419703	0.00468260478751137	0.01103819121471	0.0148595064422869	0.0111742411185686	0.0110632020725137	0.0107930755720878	0.00970165374316207	0.00939438057429981	0.0150361682466439	0.0127080513326824	0.0188746618594505	0.0161798113121802	0.0154314287862734	0.0108635769418402	0.00680909086347646	0.0124603433359763	0.0145831996215556	0.0120513642029569	0.0213924968924771	0.0607827803597242	0.021533429026499	0.051420364274811	0.0236641826247718	0.0491081015165734	0.0132212708385605	0.0220215331250068	0.010363126579024	0.0267087186558327	0.0109721718139195	0.0160121006858918	0.0369865433653437	0	0.0455756842003704	0.0106410368561241	0.0190794301429087	0.0135133043499003	0.0280904174038229	0.00448367549037174	0.0186497221703946	0.0202294417721712	0.018365325030584	0.0322568481874026	0.0266891547095056	0.0355927454946461	0.0634228342118901	0.0232360369967512	0.036559593854725	0.00881697572714359	0.00668334557173457	0.00514931337110285	0.00781423936127523	0.024756198593643
OM4_C_3C_1	0.0473218893529045	0.0421962274115667	0.0355303854175372	0.0317931464637278	0.0380477703520942	0.0412380478948667	0.0362606549492927	0.0428246812572007	0.0407078246605214	0.0368628554417667	0.0357013754990002	0.0297929379866957	0.0298384524528532	0.0307288569138719	0.0412864906064127	0.0397547727830486	0.0426681670719352	0.0331765877079123	0.0351608427356196	0.0275634421046471	0.0168109647839096	0.0262461911914176	0.0114954877535194	0.023232319676053	0.0152564796109648	0.0330631976668259	0.0262327957630663	0.0405852305919469	0.0191066799875893	0.0496518566961999	0.0384267197465178	0.0104941372556125	0.0455756842003704	0	0.0374886124336145	0.0302434936974931	0.033668389675415	0.0175961091238902	0.0464653311135202	0.0274023653297989	0.028213267679985	0.0302183943125682	0.0147692476478965	0.0210709943273167	0.0116023723908896	0.018598517677951	0.0227240526023551	0.0101452789964187	0.0431675692723267	0.0392550680409114	0.0467663456810305	0.0441320551590168	0.0221284478713329
OM4_C_3C_2	0.0116017227411647	0.00607004036364573	0.0029116797348824	0.00619837074504421	0.00816104417414633	0.00764457630726312	0.00209620396808804	0.00765474579095079	0.00443074603726839	0.00530039675447431	0.00987828722479	0.0129298506027717	0.00985980442685657	0.0102890605492303	0.00987998025017009	0.0093820732485427	0.00984168464846647	0.00473557943165704	0.00609497238868927	0.0127591060253846	0.0519963850344195	0.0117408121002115	0.0420856690312891	0.0144826431727941	0.0392629958799078	0.00624132414591693	0.0165541991774529	0.00448673963632364	0.0184554598113707	0.0136476540636999	0.00928468183025551	0.0280125536624886	0.0106410368561241	0.0374886124336145	0	0.00989986433096108	0.0101665446571662	0.020259586742454	0.0122582189302609	0.0103918615012437	0.0107100750456687	0.0101467051553415	0.024391328095462	0.017147760442886	0.0270046446094378	0.0545383491860498	0.0165103117818342	0.0280005750964242	0.00603848417987774	0.00776122371985775	0.00968848147846814	0.0113573588515109	0.0160966997086623
OM4_C_3D_1	0.0214934695529983	0.0152230330367609	0.00873577063114954	0.00541814504855076	0.016039040714668	0.0168512617972877	0.00879456259483128	0.0173275778691123	0.0141751071082939	0.0107587386741918	0.0159689271056031	0.0152226707181219	0.0110382499360244	0.0122463956485388	0.0187723139207819	0.0164505708697651	0.018901123579345	0.00545494232497766	0.0124992623184905	0.0126097626529835	0.0435377636515872	0.00669329421214132	0.0337088627092556	0.00782448973722151	0.0307856242739885	0.0103900212836257	0.0166829643168447	0.0139277716405028	0.0126291206603004	0.0233986923929563	0.0161091558087447	0.0204360202363993	0.0190794301429087	0.0302434936974931	0.00989986433096108	0	0.0146331326914404	0.0147592561446886	0.0214915652529441	0.00626598713213844	0.00963713105076676	0.0120593109084559	0.0163674075281591	0.0108319340390288	0.0210276686818618	0.0468942874028894	0.011049627391931	0.0215974444594955	0.0155496634355723	0.0151201120973358	0.0190289156406372	0.0206733303348419	0.0122131463431432
OM4_C_3D_2	0.014922064710844	0.0110182212769723	0.00839879828971627	0.00938787540500738	0.00600014714220356	0.0109078203868566	0.00931840031346279	0.0121152776310993	0.0110705400311052	0.0127325838546211	0.00282527667854149	0.0060280638463425	0.00460983181330861	0.00337464359606901	0.0092806580170861	0.00714640238983467	0.0125947556277047	0.0105158878792981	0.00474121446624511	0.0104029780772517	0.0497162275430729	0.0128885192950301	0.0407251023371451	0.0142957687415028	0.0392445950790301	0.00476560180007282	0.00855326470981969	0.0117213273464781	0.015492978330755	0.0181114022123168	0.0122145040757487	0.0259754521701249	0.0135133043499003	0.033668389675415	0.0101665446571662	0.0146331326914404	0	0.0163379762347498	0.0131221624840205	0.00998025551200782	0.0107529767971555	0.00797400604673256	0.0222360167055159	0.016634116302977	0.0234760890766217	0.0515147529933753	0.0132437640667213	0.0245880390648396	0.0136465529565428	0.00694582315285635	0.0153730792010259	0.0107895475892882	0.013194666064248
OM4_C_3D_3	0.0298343161280115	0.0246782758642537	0.018182986439272	0.0147212251028264	0.0206814429024163	0.0240237948796259	0.0189908045070468	0.0255163527652449	0.0233836943561481	0.020321228990606	0.0184188073597259	0.0130802334364063	0.0122776308431578	0.0132709127174601	0.0240327822805534	0.0223345111547901	0.0256430085404804	0.0162885672659207	0.0176520865342538	0.0113403346293137	0.0333935879757964	0.0101285779904182	0.0246436300838797	0.00733510318179461	0.0239825370378779	0.0154943406609451	0.0102034716322813	0.0233799872855341	0.0022357134679019	0.0323333514639454	0.0219625983176912	0.00999411895836374	0.0280904174038229	0.0175961091238902	0.020259586742454	0.0147592561446886	0.0163379762347498	0	0.0289196559447902	0.0102781618665305	0.0117373680755736	0.0133663890094109	0.00757215311957248	0.00682469368551962	0.00810765937390833	0.0355034858003057	0.00665681764555542	0.00875271398631517	0.0259086661048866	0.0217447792590835	0.0292808434568628	0.0266895285279679	0.0056831274683811
OM4_C_3E_2	0.00540804577384418	0.00660709536465344	0.012858843748548	0.0167551358713966	0.00975411498733931	0.00969959415433033	0.0127546758092158	0.00856751930257901	0.00968239511676521	0.0157396698378307	0.0115601986045669	0.0180942867494729	0.0166551557063959	0.0157857975265842	0.00837122163000716	0.00732006452671403	0.0104700705829146	0.0164437951321771	0.0119417005007599	0.021216655683252	0.0620885039988319	0.0227235600194403	0.0527059893937367	0.0250387553247274	0.0505112227737999	0.0137967897654354	0.0215594138882463	0.0106914613781296	0.0276942765451083	0.0089820692229242	0.0148910930549426	0.0380987938625768	0.00448367549037174	0.0464653311135202	0.0122582189302609	0.0214915652529441	0.0131221624840205	0.0289196559447902	0	0.0201737343276041	0.0206365665231797	0.0181199811591297	0.0339253243383992	0.0277281789100726	0.0361125679505434	0.0642099478491575	0.0247620718741888	0.0372221506279472	0.0095316176352909	0.00756475146933865	0.00629075135548892	0.00430242109559723	0.0252400193462791
OM4_C_3E_3	0.020936967166246	0.0150054494206556	0.00818280523896441	0.00447103205045841	0.013185620040282	0.0157700804315147	0.00891771828178285	0.0167827635668433	0.0141204619067711	0.0117256979263699	0.0118965023474087	0.00989269522929574	0.00561447740087694	0.00693219222609428	0.0165021255097762	0.0139769450252227	0.0177944716220273	0.00630844371170478	0.00953936026864079	0.00857359355908921	0.0422302746839424	0.00484496916672464	0.0327997439032866	0.00524507566752891	0.0307786373888231	0.00695991804553864	0.0105421768323892	0.0141641550182776	0.00847428299529155	0.0234351187220824	0.0149869792829205	0.0183794775482776	0.0186497221703946	0.0274023653297989	0.0103918615012437	0.00626598713213844	0.00998025551200782	0.0102781618665305	0.0201737343276041	0	0.00667695672579652	0.00816346702394364	0.0141620639900775	0.00863871611386092	0.0176181212994667	0.0449529609875061	0.00645206668286629	0.0183886028602097	0.016339287641026	0.0129811455000828	0.0195491199781079	0.0186423442847793	0.00770144989638539
OM4_C_3F_1	0.0199308654930129	0.0159185846530667	0.00996270454545146	0.00788590940463071	0.0117651583064715	0.0134312098050308	0.010444824945647	0.0149761866125926	0.0129958629119026	0.00905364635688924	0.0113567510074452	0.00776494018076636	0.00730927362149044	0.00890585084788179	0.0145607428040337	0.0159006434699841	0.0148841774958343	0.00786911013943296	0.00884735642705198	0.00317061902299021	0.0429318811743659	0.00419958589372124	0.032940262022939	0.00704490913947786	0.0304342908163001	0.00756356780399039	0.0103255046019891	0.0127058560069059	0.0100143854997113	0.0217406132106377	0.0106047608411954	0.0187998596251507	0.0202294417721712	0.028213267679985	0.0107100750456687	0.00963713105076676	0.0107529767971555	0.0117373680755736	0.0206365665231797	0.00667695672579652	0	0.00372525399653206	0.0172830309334541	0.00795907308923834	0.0170319428544304	0.044701020781805	0.0115372816336418	0.0182355660660052	0.0154943344438275	0.0147466411974196	0.0197809054863654	0.0179874899361108	0.00634228655357565
OM4_C_3F_2	0.0175989054365592	0.0143111297132587	0.00942277803787823	0.00863286614231395	0.00869749954905189	0.0111263892496159	0.0100298840149696	0.0128977263216291	0.0114803586608305	0.00910915174639237	0.00810201104769405	0.00473313271909017	0.00585993298725473	0.00706867405910764	0.0115245332522922	0.0136230711061324	0.0124620147655397	0.00875849548482816	0.00636784347864037	0.00310596908850814	0.0455159631792401	0.0075732754541649	0.0357741110359111	0.0100101206057391	0.033591065597791	0.00587054714145187	0.00863718614775636	0.0113950134554144	0.0120398722911221	0.0196313567979657	0.00874667303404209	0.0214279667637287	0.018365325030584	0.0302183943125682	0.0101467051553415	0.0120593109084559	0.00797400604673256	0.0133663890094109	0.0181199811591297	0.00816346702394364	0.00372525399653206	0	0.019681535315734	0.0111093080684223	0.0189704545410487	0.0469682207856057	0.0128090520903838	0.0202799783610675	0.0142403625052993	0.0126405316811685	0.01815161974532	0.0150762522346113	0.00818558964543687
OM4_C_3F_3	0.0350506975162814	0.0290095630641524	0.0222326814020408	0.0183024597396363	0.0266435803976053	0.0296047614707144	0.0229019941791286	0.0308055182911302	0.0282036802393911	0.0247912412058211	0.0245678252075758	0.0200725441582248	0.0179389280545847	0.0189043021904403	0.0300596604248329	0.0271014153795146	0.0314429800225819	0.0198659019899342	0.0232359177276848	0.0178673101302862	0.0288151721147671	0.0141480845219033	0.0205032233528294	0.0106647239123508	0.0200961644747894	0.0207501117015095	0.0173292873186841	0.0281486202789881	0.00788401469800644	0.0375359818338352	0.0277893494413971	0.00776180346369966	0.0322568481874026	0.0147692476478965	0.024391328095462	0.0163674075281591	0.0222360167055159	0.00757215311957248	0.0339253243383992	0.0141620639900775	0.0172830309334541	0.019681535315734	0	0.0104173565138163	0.0100523570912274	0.0323983042136713	0.00941915075761703	0.00939107613622443	0.0303745901739835	0.0264503713961578	0.0335961914373687	0.0323440634959805	0.0121885587583748
OM4_C_3G_3	0.0275357028613156	0.022598069005103	0.0158087411558533	0.0122074753667466	0.0192711693900496	0.0212705032365975	0.016328772861819	0.0226754736131088	0.0203352976077589	0.0158999812943389	0.0181124216947427	0.0132640854513717	0.0121853089888819	0.0137224725118064	0.0223220756703111	0.0220201288988175	0.0228103016054667	0.0128910350723824	0.0160215916655158	0.00888324558844356	0.0351933274215053	0.00542839786966559	0.0252066741333123	0.00365588764696399	0.0228866534315996	0.0140013427886778	0.0128623532117326	0.0200351990025584	0.00493362215534344	0.0294343094269965	0.0184151777789802	0.0111075092043804	0.0266891547095056	0.0210709943273167	0.017147760442886	0.0108319340390288	0.016634116302977	0.00682469368551962	0.0277281789100726	0.00863871611386092	0.00795907308923834	0.0111093080684223	0.0104173565138163	0	0.0106356828633046	0.037441632046923	0.00933240919298565	0.0114679097971868	0.0226100345476529	0.0209965956087473	0.026744506323675	0.0254521754960989	0.00460790766035472
OM4_C_3H_1	0.0364187138034447	0.0318767935773694	0.0253406956113136	0.0218672086205092	0.0271674056274297	0.0300631651942269	0.0260476245839347	0.031744901695607	0.0298272495774457	0.0258756328259439	0.0251554295166348	0.018979916372593	0.0196027702169583	0.020703843491166	0.0302534408867986	0.0299139665613397	0.0313588010911749	0.0229928452743003	0.0244129611386786	0.0161547339311107	0.0270223196537336	0.0157553608542238	0.0181879775071987	0.0133345083401759	0.0180948151293344	0.0225528798840785	0.0162412684364884	0.0296473349530101	0.00931045860353247	0.0385352917703148	0.0269637895041103	0.00535769927519261	0.0355927454946461	0.0116023723908896	0.0270046446094378	0.0210276686818618	0.0234760890766217	0.00810765937390833	0.0361125679505434	0.0176181212994667	0.0170319428544304	0.0189704545410487	0.0100523570912274	0.0106356828633046	0	0.0281796989529002	0.0145858856281359	0.00165484282388478	0.0323660336788124	0.0292615951142332	0.036254363285892	0.0334425408111533	0.0110850649552377
OM4_C_3H_2	0.0644470920383017	0.0597124528276953	0.0529348625757537	0.0491519056530423	0.0553093550797712	0.0579560018180862	0.0535558953530503	0.0596229326220255	0.0576006598122353	0.0529971576721536	0.0532755522803137	0.0470137392651828	0.0476271815170974	0.048666397075454	0.0583261156685133	0.05781030436028	0.0591395309666504	0.0501752377033184	0.0525265493049196	0.0440232561850944	0.00789069582435247	0.0428581907096625	0.0143480239508509	0.0402169313112133	0.0194744243797942	0.0505803023202412	0.0438713050753161	0.0573072253537278	0.0367448967961052	0.066356422481925	0.0543756042055418	0.0266678726519048	0.0634228342118901	0.018598517677951	0.0545383491860498	0.0468942874028894	0.0515147529933753	0.0355034858003057	0.0642099478491575	0.0449529609875061	0.044701020781805	0.0469682207856057	0.0323983042136713	0.037441632046923	0.0281796989529002	0	0.0409362089263231	0.0270180558607763	0.0599743469985195	0.0571911316104374	0.0640530156595134	0.0615923890931276	0.0391380227704445
