	OM4_B_B_1	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1D_1	OM4_C_1D_2	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_1	OM4_C_1H_2	OM4_C_1H_3	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2B_2	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2F_1	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_2	OM4_C_3A_3	OM4_C_3B_1	OM4_C_3B_2	OM4_C_3B_3	OM4_C_3C_1	OM4_C_3C_2	OM4_C_3D_2	OM4_C_3E_1	OM4_C_3E_2	OM4_C_3F_1	OM4_C_3F_2	OM4_C_3F_3	OM4_C_3G_1	OM4_C_3H_1	OM4_C_3H_2	OM4_H_4A_1	OM4_H_4A_2	OM4_H_4A_3	OM4_H_4B_2	OM4_H_4B_3	OM4_H_4E_1	OM4_H_4E_2	OM4_H_4F_1	OM4_H_4F_2	OM4_H_4F_3
OM4_C_1E_3	0.0462826969972868	0.0449262430352036	0.0519962400243349	0.0282721132438503	0.0151705186883119	0.0471596512789183	0.036414131138776	0.0424629788958664	0.0315426680620983	0.0165514888069088	0	0.0465118499108272	0.0141752292880876	0.0415443560351872	0.045499588559273	0.067090845121976	0.0334576464471964	0.0300325956986348	0.0514231521894408	0.0500166796443587	0.0321752762004466	0.00821724621515247	0.0445831869685604	0.0273032234461584	0.0188399020403959	0.0410669856169292	0.020175550857584	0.0291688492068178	0.0191491597590694	0.0101570296042037	0.0105651482208703	0.0410885530749637	0.0410557552215944	0.0275567167141061	0.0128093952146261	0.0303116228920329	0.00861832448555077	0.0580151397337628	0.0262184324866996	0.0229836496502641	0.00907579475912925	0.0135291662899208	0.017767328028395	0.0164776909810583	0.0172534940535565	0.0198634481129699	0.020847134857747	0.0213532413547213	0.0486012971541761	0.0240684817587774	0.00712377856721272	0.0210863900868507	0.103191957512681	0.0184384912628964	0.0443158106772389	0.0284498275557885	0.0333876116757406	0.0405233024165349
OM4_C_1F_1	0.00201457647858504	0.0913049884243184	0.0070111812543762	0.0194678639952326	0.0337376687781101	0.000666661058863486	0.0108761354263265	0.00405649201291327	0.0152258225637942	0.0300226560081753	0.0465118499108272	0	0.032593260269074	0.00506707637784656	0.00308553607330098	0.0206164892426999	0.0131189253298518	0.016517265777217	0.00508945767140911	0.00791933992226194	0.0166771822943066	0.0406568424722143	0.0906508152164053	0.0399260061306327	0.0292964785654389	0.00624948534367312	0.0266713602635821	0.0174415901057996	0.0619995001011515	0.0397770745304607	0.0543887642240428	0.00545193100905349	0.00587661688727442	0.0195035503178927	0.0365383049246266	0.0169769992962677	0.0466111082936441	0.0115638084671153	0.0207736901692515	0.0249717457801779	0.0383270108490529	0.0332511569676372	0.0295917768374902	0.03007448074759	0.0315104272227564	0.0270058607556627	0.0268703058532107	0.025790348792665	0.00209859554360605	0.0231898083495585	0.0494067026471592	0.0282846745891884	0.0954506910272348	0.0287361676927374	0.00784855086376597	0.0187396425796642	0.0134089977972079	0.00736970249717374
OM4_C_1F_2	0.032246705630784	0.0588266981182597	0.0384104927396659	0.014112640507228	0.0047422048428157	0.0332296447832898	0.0222833700509743	0.0285399031848418	0.0174633626003337	0.0041187347652257	0.0141752292880876	0.032593260269074	0	0.0275683063584479	0.0318240226254264	0.0531873842048974	0.0194793197221564	0.016297735562141	0.037422513840787	0.0358525060393329	0.0180550015747083	0.00840697618018167	0.05814884545791	0.0211579897149638	0.00542112650269858	0.0269786984102809	0.006011345547749	0.0151582308732121	0.0319466162123053	0.00819218722253639	0.0220246873694288	0.0271449013061989	0.0270097254103216	0.0133960315775078	0.00590533443993714	0.0161455657584946	0.0147578908841926	0.0441449591793662	0.0120593436515914	0.00899021921004012	0.00580412485130916	0.000658587063944208	0.00385104065575675	0.00388345379728694	0.00507695233161988	0.00569388927871111	0.00688562855555364	0.00718947841024755	0.0346905238671502	0.00989962916401817	0.0170471235749688	0.00806898408388853	0.0965480712506799	0.00434581193214956	0.0301491758531005	0.0142825605753445	0.0198276122169458	0.0263902940093519
OM4_C_1G_2	0.00482982100189203	0.0863186753590818	0.0116627879868335	0.0144293417192404	0.0286746214883375	0.00568236804474929	0.00591403887217364	0.00119424679048321	0.0101638324200534	0.0251017489008634	0.0415443560351872	0.00506707637784656	0.0275683063584479	0	0.00543339616618427	0.025638191179792	0.00809762803674093	0.011641729568745	0.00989023707505664	0.0102161419309365	0.0118378546300097	0.0356007375330944	0.0856279189418135	0.035415212586493	0.0242328947338421	0.00202946630939674	0.0216261628626488	0.0124133833474982	0.0573585804455423	0.0347135386283504	0.049333571521554	0.000630866458269311	0.00123423923180616	0.0144371989546787	0.031474497001016	0.011922683098842	0.0415488816017689	0.0166182958411003	0.015709385936	0.0199143653739075	0.033286979107203	0.0282266117878965	0.0245308620196169	0.0251426170650737	0.0264501060960054	0.0219596600266632	0.0218052694620283	0.0207285685086367	0.00715827809745925	0.018123798115822	0.0443513568404352	0.0232562413358564	0.0943204306252726	0.0236785021364684	0.00676351829137725	0.0136752749296869	0.00883589817465277	0.00330268826727654
OM4_C_1G_3	0.00494765072670419	0.0903382509027544	0.00661935954392687	0.0194280626948429	0.0333876007364461	0.00350645540318867	0.011206912853371	0.00424634051007759	0.0148677565733294	0.0289581048576764	0.045499588559273	0.00308553607330098	0.0318240226254264	0.00543339616618427	0	0.0218120613011868	0.0125958374801819	0.0155391993716383	0.00736297041265325	0.0110044079845104	0.017168901711314	0.0400561828706698	0.089848567665791	0.0408251032495594	0.0289692554266935	0.00727154216810532	0.0260386335995412	0.0168326355251224	0.0603771065181368	0.0393143725301574	0.0537813162431537	0.00547938480214519	0.00660582599784322	0.0191749634486188	0.0361419679060611	0.0168747928247814	0.0461568550737955	0.0127264819818425	0.0203652514259074	0.0247585820128569	0.0376119205509943	0.0324771366905	0.0290733784160984	0.0290346677638514	0.0312197576247839	0.0263769911287881	0.0265270119704795	0.0253025920169938	0.00418678533695537	0.0228220581434383	0.0487956854993544	0.0282278327731228	0.0982481379317042	0.0281847669378473	0.0103514136410325	0.0185065903285521	0.0121221252849765	0.00855563804351339
OM4_C_1H_1	0.0210544061560349	0.111826684348521	0.0157961708771523	0.0397944632351658	0.0541504188543221	0.0199752998525534	0.0311763286887421	0.0246719872588629	0.0357821272011725	0.0505946762710258	0.067090845121976	0.0206164892426999	0.0531873842048974	0.025638191179792	0.0218120613011868	0	0.0337242069459761	0.0370969177501619	0.0158494751082541	0.0194014450790305	0.0365556299391514	0.0611860554787864	0.111150467346614	0.0581818326218809	0.0497219514046491	0.0264003384930237	0.0472505190036384	0.0380429706649777	0.0821075582402526	0.0602359239476539	0.074885931918332	0.0260612199751921	0.0262608285630723	0.0400085979703557	0.0569681149227298	0.0373906482077714	0.0670382568648747	0.00910809172533842	0.0413037371197216	0.0453539959972673	0.0589009859251366	0.0538449743646823	0.0501215429679943	0.0506533352039423	0.0518941446297362	0.0475830869541459	0.0473232875469702	0.0463240502989188	0.0185209220193069	0.0436834889722615	0.0699179700865791	0.0484947794028112	0.0996900988356529	0.0492827648402539	0.0247620136260429	0.0392042641860672	0.033846422196704	0.0272084571268248
OM4_C_1H_2	0.0128429612998182	0.0782461632662186	0.0192085515856262	0.00707436493933274	0.0207993694954615	0.0137543901298735	0.00377304928996724	0.00906629696103733	0.00232761715815963	0.0170552574786955	0.0334576464471964	0.0131189253298518	0.0194793197221564	0.00809762803674093	0.0125958374801819	0.0337242069459761	0	0.00386366536503104	0.0179795013900616	0.0172435467908903	0.00634453651647735	0.0275735459237537	0.077576187078435	0.029526568281582	0.0163766460200118	0.00775227713427437	0.0135621891008749	0.00432317142022014	0.0495757759389629	0.026760068960595	0.0413168002280811	0.0076677178760334	0.00763525573150798	0.00659021587526462	0.0235642170715494	0.00456386684659959	0.0336067642018357	0.0246795184749242	0.00777134923197076	0.0121890401379516	0.025216047112689	0.0201375629312152	0.016529096424601	0.0170856262181125	0.018628097314432	0.0138979535757407	0.0139337401702756	0.0127379193129929	0.0152173022941559	0.010227810783873	0.0363286726859346	0.01572049905255	0.0944310421908161	0.0156564003576812	0.0120508552034434	0.00597733090616377	0.00331925603318309	0.00750184321560164
OM4_C_1H_3	0.0164609004080072	0.07489876746467	0.0221199203693304	0.00643700542007345	0.0182289504043983	0.0171723695548955	0.00757656758067971	0.0124827203987686	0.00334536572709523	0.0135107421805817	0.0300325956986348	0.016517265777217	0.016297735562141	0.011641729568745	0.0155391993716383	0.0370969177501619	0.00386366536503104	0	0.0215044056306792	0.0210881388169621	0.00792281202665015	0.0245891722733196	0.0743628726151952	0.0288955092641667	0.0139430002011605	0.0115398798470144	0.0106266376594811	0.00233425960102678	0.0457976956308505	0.0239601663124702	0.0382967657086843	0.0111395682675138	0.0113419209785486	0.00504297272007343	0.0208855802481355	0.00483500017331688	0.0307830025298257	0.0280051451517569	0.00571044041435021	0.0101993552624613	0.0220956819086567	0.0169491537683665	0.0137484575057952	0.0135675182679149	0.0162009205340745	0.0109644872026295	0.0115542821634484	0.010104036720431	0.0185997297909552	0.00800996686584056	0.0333117107111143	0.0138536612297066	0.0965063127005812	0.0128328554071105	0.0159076720180779	0.00498959520412137	0.00362229075163155	0.0113579995198634
OM4_C_2A_1	0.00520627926086389	0.09615190024591	0.00600164849417053	0.0239558018568769	0.0383169820496211	0.00442339214327927	0.0153305794752761	0.00903167780070411	0.0199745699530396	0.0349846208374438	0.0514231521894408	0.00508945767140911	0.037422513840787	0.00989023707505664	0.00736297041265325	0.0158494751082541	0.0179795013900616	0.0215044056306792	0	0.0062637855243948	0.020800540561947	0.0453695150650298	0.0954100188154308	0.0432681270894798	0.0338849794617416	0.0105530572367868	0.0314561367672107	0.0222830655479747	0.0670705666029447	0.0444066041734926	0.0590745851412068	0.0103675980958775	0.0104294897188348	0.024176769515799	0.0411361567058389	0.0215475195523354	0.0512147002727679	0.00708076574263727	0.0254792274308996	0.0295157802736676	0.0431110087498246	0.0380806339875945	0.0342979629153174	0.0350274378751611	0.0360609668263238	0.0317868484011251	0.0314854075033194	0.0305007720900821	0.00321083334048745	0.027849039565901	0.0541043979029764	0.0326869117694708	0.094536426695889	0.0334657897165917	0.009732176546642	0.023365183743513	0.0184781141191978	0.011392417356462
OM4_C_2A_2	0.00625130295993975	0.0943295439283443	0.0121707441378754	0.0218084533813712	0.0359870208632259	0.00755142152367967	0.0137760959433707	0.010032550832682	0.0187307244858	0.034020831553059	0.0500166796443587	0.00791933992226194	0.0358525060393329	0.0102161419309365	0.0110044079845104	0.0194014450790305	0.0172435467908903	0.0210881388169621	0.0062637855243948	0	0.0180910317187171	0.0433087776228773	0.0932753471496509	0.0388043133585006	0.0316626286088317	0.00961810066764871	0.0298557125255978	0.0212050765386728	0.0667455251886104	0.0421219421827419	0.0568218135493956	0.010843992123864	0.00999979103562036	0.0224850531309196	0.0388104622092382	0.0197235828674109	0.0487928450057897	0.0120500377275877	0.0238236487180882	0.0272935454894512	0.0413017236807952	0.0365005293263781	0.0323884100997898	0.0340172245979514	0.0336992837903725	0.0301658259201686	0.0293884882089323	0.0286941457453137	0.00756936780566891	0.0259765603224709	0.0519193608886295	0.0300562915025813	0.088418158536983	0.0316440719399386	0.00577427096470546	0.0215833006735193	0.0188287854980464	0.00974911667957581
OM4_C_2A_3	0.0156804481562336	0.0763052396646077	0.0234920533112219	0.00403024815585374	0.0179016753120393	0.0172040408684679	0.00596287284026265	0.0130218266182788	0.00478344007931804	0.0169372997399888	0.0321752762004466	0.0166771822943066	0.0180550015747083	0.0118378546300097	0.017168901711314	0.0365556299391514	0.00634453651647735	0.00792281202665015	0.020800540561947	0.0180910317187171	0	0.0252384539554733	0.0752468787271497	0.0237671791789329	0.0135873926700757	0.0104372662645074	0.0121955362283827	0.00608031266940025	0.0497066230500109	0.0240403096867607	0.0387546411396062	0.0116983306779982	0.0108307245446386	0.00538822673866678	0.0207277593727063	0.00326453533461561	0.0307404885299317	0.0278566451914087	0.00655940594293684	0.00924461259744634	0.02330751534138	0.0186842378114906	0.0144220807240408	0.0168708785483522	0.0156131141025819	0.0124725650878909	0.0113671249513835	0.0108795258261686	0.0186612208162813	0.00821347053870461	0.0338425922666997	0.0120136015012157	0.0886316217416943	0.0137430515322267	0.0123182455246285	0.00450940657758397	0.00951658174840782	0.00943302898767462
OM4_C_2B_1	0.0401702047688217	0.0511115056487074	0.0466605423266604	0.02156443457787	0.00744651317632544	0.0412788949430825	0.0300821916032303	0.0366212598706858	0.0254414921461776	0.0121442008298902	0.00821724621515247	0.0406568424722143	0.00840697618018167	0.0356007375330944	0.0400561828706698	0.0611860554787864	0.0275735459237537	0.0245891722733196	0.0453695150650298	0.0433087776228773	0.0252384539554733	0	0.0501619225034904	0.0196537065611961	0.0116538284532411	0.0348437562415434	0.0140282270076401	0.0232659300164868	0.0273627278911396	0.00198758513148213	0.0137512159098708	0.0352147767736879	0.034951970408769	0.021203567169428	0.00477348642437457	0.023860146622357	0.00638751352062523	0.0522045192719891	0.0199060656791909	0.0160275931760263	0.00281546322094613	0.00779218714645253	0.0110803908161737	0.0119610412717545	0.00970285112635117	0.0136903285279615	0.0139575177371196	0.0148820607621579	0.0427513556206609	0.017535511900168	0.00875972044762019	0.0135173093618	0.0959372592615473	0.0119274019074219	0.0375446619808515	0.0220232634029081	0.0281588349641204	0.0341407993103781
OM4_C_2B_2	0.0902317145839263	0.00508825349110112	0.0963756376996224	0.0716756893563351	0.0573837933200413	0.091281053507936	0.0801853844008231	0.0866132162845134	0.075510001507873	0.0610350544713977	0.0445831869685604	0.0906508152164053	0.05814884545791	0.0856279189418135	0.089848567665791	0.111150467346614	0.077576187078435	0.0743628726151952	0.0954100188154308	0.0932753471496509	0.0752468787271497	0.0501619225034904	0	0.0600481817369522	0.0617473011318797	0.0849297016329344	0.064058714033623	0.0732648615697963	0.0362555359241361	0.0512516024871463	0.0365420568256942	0.0852188350988223	0.0850200548074291	0.0713170865405019	0.0545590387410093	0.0739796467947159	0.0445956160529742	0.102163235284849	0.0700117985415615	0.0661294711865083	0.0524131373318124	0.0574926410016977	0.0612147579464739	0.0609400000552779	0.0596680362976267	0.0637261621262647	0.0640891654843277	0.0650015512799361	0.0927410963106338	0.0676660552559805	0.0414661418617861	0.063310100996888	0.120829577283106	0.0620384703013156	0.0875223212684739	0.0721441182594008	0.0778018231614892	0.0842341213115441
