	OM4_B_B_1	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_1	OM4_C_1A_2	OM4_C_1C_1	OM4_C_1C_2	OM4_C_1D_1	OM4_C_1E_1	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1F_3	OM4_C_1G_1	OM4_C_1H_1	OM4_C_1H_3	OM4_C_2B_1	OM4_C_2B_3	OM4_C_2C_1	OM4_C_2D_1	OM4_C_2E_1	OM4_C_2E_2	OM4_C_2F_1	OM4_C_2F_3	OM4_C_2G_1	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3B_3	OM4_C_3C_1	OM4_C_3D_1	OM4_C_3D_3	OM4_C_3E_2	OM4_C_3E_3	OM4_C_3F_2	OM4_C_3F_3	OM4_C_3G_3	OM4_C_3H_1	OM4_C_3H_3	OM4_H_4A_1	OM4_H_4A_3	OM4_H_4B_1	OM4_H_4B_3	OM4_H_4E_1	OM4_H_4E_3	OM4_H_4F_2
OM4_C_3C_1	0.0115768664857859	0.0176137579635781	0.0185576970253016	0.0194421225474142	0.026834102799192	0.0114364299856624	0.0164106432163955	0.0133635306163053	0.0161274641698373	0.0103223023154379	0.0339827003646234	0.0241963026792025	0.0691499860414346	0.028728273207702	0.0282235715255995	0.00395397594651032	0.00211734922796899	0.00774114465241541	0.0137783739708968	0.0142325409518863	0.00924447398783933	0.0086834147586683	0.0129020186631363	0.0255723874286076	0.0152134439555343	0.0289200833056887	0.023098361942966	0.00556198347912189	0	0.0106887768940692	0.0219927253800476	0.0346494152468382	0.0182291780370864	0.0146102200836729	0.00971187157788123	0.0241671214997327	0.0426294653650247	0.0286673691324663	0.0219594736106557	0.0551392074001558	0.0368402355450541	0.00923954366895788	0.0181210372225613	0.0240482473130218	0.00513262791674005
OM4_C_3D_1	0.0131475343073136	0.0179240843391068	0.0231676713934314	0.0164366222813836	0.0209420416692799	0.00363899307832375	0.0233512246091401	0.0180750285891233	0.0222900406059699	0.00804644633330816	0.0363683517816849	0.0240057818938727	0.0721303395476477	0.0324254032314958	0.0330974474213486	0.0121298486753786	0.0105663662675062	0.0151683799138161	0.0200778698432064	0.0188594219255834	0.0156594718480116	0.00369488263326703	0.00496908281100078	0.0300297365376118	0.00924660661344579	0.0320624772582617	0.0283741269018765	0.0104929880237961	0.0106887768940692	0	0.0177076419025869	0.0313129310901896	0.0166126952330804	0.00434414546814873	0.00881782559787668	0.0289584883148758	0.0468127439249188	0.0263592306129417	0.0273576953621857	0.0588927778647982	0.0387585651694167	0.0127284522734317	0.0185340304818865	0.0271178742204136	0.0108386953134384
OM4_C_3D_3	0.0146341063683214	0.0138285431948467	0.020325226539237	0.00404959996076244	0.00871245348757811	0.0212909972889533	0.0238882379597531	0.0184292774285096	0.0219674526677853	0.0248202392435427	0.0248788811078322	0.0131360072159428	0.058359220623455	0.0243462459306472	0.0275897219754282	0.0206416967197166	0.023477076533626	0.0225337466997473	0.021466947720864	0.0162366612840078	0.0253511568339502	0.0161589498190425	0.0184545598789406	0.0229351998254707	0.00939204777166202	0.0236687483926282	0.0223932561929315	0.0207396255870575	0.0219927253800476	0.0177076419025869	0	0.0151577063386949	0.00956349203934022	0.0153893240079736	0.026034606529856	0.0224091979955778	0.0354547479313955	0.0438966217912374	0.0224437547457361	0.0460745795694489	0.0258404881204206	0.0143048618971108	0.0126170299871934	0.0191184503490018	0.0240878623801604
OM4_C_3E_2	0.02417809602368	0.0194565737342998	0.0245462379714371	0.0157069658224881	0.0196981964085949	0.034753419779926	0.0298154587516199	0.02582902390496	0.0278479208600558	0.037229452175686	0.018852398742335	0.0130556268332704	0.0475026886647682	0.0221962721531809	0.0267290328011286	0.0321342889149651	0.036181626214963	0.0323653469513586	0.0285214664486359	0.0242404042452951	0.034980550464087	0.0302132784342353	0.0330424186562824	0.0232376289778716	0.0220775479485589	0.0209152822479296	0.0248369204352664	0.0319399041237713	0.0346494152468382	0.0313129310901896	0.0151577063386949	0	0.016925241737455	0.0289357700829288	0.0395187474400386	0.0238074843311331	0.0295503171291526	0.0569148157608945	0.0253048553550565	0.0376421888906181	0.0181959690039634	0.0262739334848387	0.0182326286839758	0.0195828351727146	0.0358868764130215
OM4_C_3E_3	0.00734278785027155	0.00433897232505014	0.0121290565740943	0.00568888183653342	0.0181486048839728	0.0199125033745726	0.0161250684343861	0.0104822726788281	0.0141352729060999	0.0212415206087195	0.0204463816290421	0.007457024771937	0.0561449787222677	0.0178011613295145	0.0200177632433977	0.0155157420675864	0.0196332114371612	0.0157395044383754	0.013645986768635	0.0103473081666704	0.0182459337040495	0.0152966184569517	0.0196501772633595	0.0165328016628799	0.00857182624666231	0.0170075129375435	0.016384092201988	0.0150406365804659	0.0182291780370864	0.0166126952330804	0.00956349203934022	0.016925241737455	0	0.0159658854126455	0.0236640486853793	0.0161051633065812	0.0320124984656301	0.0418673785150589	0.0157188773329387	0.0435964750617189	0.0226867631139387	0.0110350188472696	0.00367750055600581	0.0125337593069328	0.0190446048303673
OM4_C_3F_2	0.0144906481956681	0.0181591412514743	0.0245873577512984	0.0148965154885489	0.0178056444364089	0.00683483566675455	0.0256489748658192	0.0199025743622344	0.024327610712021	0.011743218098434	0.0362205884581934	0.0233312303617427	0.0717028757399807	0.0330145380447192	0.0342585899775416	0.0155513966440821	0.0147456074885332	0.0184033897120938	0.0223432144214349	0.0202985467226525	0.0191391911418987	0.00636681432407334	0.00574319450170451	0.0309234635507849	0.00754437476253639	0.03247626479659	0.0295789078143908	0.0139323164130858	0.0146102200836729	0.00434414546814873	0.0153893240079736	0.0289357700829288	0.0159658854126455	0	0.0127733326301264	0.0299923790955182	0.0470923649802215	0.0286893885407676	0.0287108315194285	0.0588382761880275	0.0383083386559651	0.0144479463329221	0.0186019350230285	0.0275920806041651	0.0149186254098326
OM4_C_3F_3	0.0181163833455923	0.02376164455745	0.0268295528807347	0.0243451582862173	0.0291330899591195	0.00615301618293255	0.0252118364158817	0.0214825392506781	0.0248290096187641	0.00480965176543875	0.0420275184016448	0.0307107582471087	0.077745875605046	0.0370442927628551	0.0366451110935535	0.0128362168383521	0.00803877619034462	0.0155524889772366	0.0223276390144061	0.022969302130828	0.0145868044689902	0.01001268308548	0.0101368774395819	0.0342807339067413	0.017640106440052	0.0369489637830303	0.032177950330263	0.0114390339332905	0.00971187157788123	0.00881782559787668	0.026034606529856	0.0395187474400386	0.0236640486853793	0.0127733326301264	0	0.0330287970597467	0.0516182255195629	0.0195445347580026	0.0309358908790087	0.0640564169604774	0.0448049664584527	0.0171596347979848	0.0246304598341104	0.0321737760654996	0.00846066631327738
OM4_C_3G_3	0.0162118197352383	0.0137056028117873	0.0072212219784813	0.0190614092651717	0.0302566695599272	0.0317949908083261	0.0102308889774012	0.0119155883283244	0.0093675548203541	0.0313033427020097	0.0113904105469168	0.0123502611717239	0.0452878440940394	0.00571525502923457	0.00688475212745402	0.0205192980514499	0.0259165599514869	0.0188043487426537	0.0117446369079654	0.010536165537867	0.0220810494200102	0.0265180450061379	0.0318054088323878	0.00172808940092791	0.0235216391411324	0.00691896339611929	0.00192646023918619	0.0220597924109492	0.0241671214997327	0.0289584883148758	0.0224091979955778	0.0238074843311331	0.0161051633065812	0.0299923790955182	0.0330287970597467	0	0.018927637432656	0.051746378017683	0.00263361131171893	0.0314955518935416	0.0146889790720599	0.0174880456393862	0.0127482956099499	0.00469373734984563	0.025759804019736
OM4_C_3H_1	0.0344849584818425	0.030728726764335	0.0259139619277768	0.0334648581099394	0.0416826338557534	0.0499555511317508	0.0285860977540624	0.0307771951679693	0.0281279588847119	0.0500283078495075	0.0126966784117443	0.0253936780699156	0.0269432616056502	0.0163554468500306	0.0185365320156463	0.0391905393165226	0.0444990241347952	0.0376791058071619	0.0305956183934001	0.0286841257149569	0.0409087246253575	0.044216879528009	0.0490880313994962	0.0178940559107714	0.0399979259010964	0.0172152637843855	0.0197321881259705	0.0409033834258316	0.0426294653650247	0.0468127439249188	0.0354547479313955	0.0295503171291526	0.0320124984656301	0.0470923649802215	0.0516182255195629	0.018927637432656	0	0.0705712603111524	0.0212615762572617	0.0126199290713312	0.0116505051876979	0.0351178847478433	0.0294317592692901	0.0204201424303134	0.0446238940857888
OM4_C_3H_3	0.0367398481114044	0.0418117712184422	0.0450717293561357	0.0426993790812836	0.045494141672216	0.0227233197696985	0.0430112257078506	0.0399308124960599	0.0429450977868754	0.0209066462495778	0.0606707484993722	0.0490458326658042	0.0965084866382946	0.0553838385748807	0.0543861403562168	0.0316453921978708	0.0266697759378058	0.0332757009375802	0.040394730422709	0.0421721270221316	0.0306707039114551	0.0287781161746857	0.0264287292964622	0.0529026130836248	0.0351806630298307	0.0551736533013029	0.0509927114808167	0.02972220885732	0.0286673691324663	0.0263592306129417	0.0438966217912374	0.0569148157608945	0.0418673785150589	0.0286893885407676	0.0195445347580026	0.051746378017683	0.0705712603111524	0	0.0495405543167086	0.0830550354235292	0.0636055457835406	0.0366767555219738	0.0430361841342299	0.0508412811891599	0.0260750062602626
OM4_H_4A_1	0.0146833666489491	0.013003756196852	0.00549726926720881	0.0189075235364438	0.0303257949273344	0.0300416573167553	0.007665140198138	0.0099310586765078	0.0069269507491843	0.0292834138181415	0.0139569600424293	0.0131789509151689	0.0477268613365394	0.00785980290606619	0.00769554570649116	0.0182900801883303	0.0236677748173775	0.0164357950505172	0.00935645313710503	0.0089027218686787	0.0197238667553468	0.0249072560376156	0.0302859126459668	0.00411184588765981	0.0226103582052951	0.00892145394490627	0.00205872822448812	0.0199288181126485	0.0219594736106557	0.0273576953621857	0.0224437547457361	0.0253048553550565	0.0157188773329387	0.0287108315194285	0.0309358908790087	0.00263361131171893	0.0212615762572617	0.0495405543167086	0	0.033861300260516	0.017296713108796	0.0158768833237294	0.0122629218363417	0.00602356893483062	0.0235011957772678
OM4_H_4A_3	0.0467588866743193	0.0426377979282085	0.0383801444090499	0.0446169598605906	0.0514331810916547	0.0621385021387772	0.0411495537584342	0.0432784752827111	0.0407048459259882	0.0624335110276753	0.0236160978855248	0.036572466857254	0.0148744217107388	0.0284227906821448	0.0305135695939097	0.0517395062152877	0.0570323492770875	0.0502674169741632	0.0431742325529759	0.0411287016745513	0.0534511651495679	0.0563235302488401	0.0609979681158065	0.0303881963141056	0.0515919190584933	0.0289947077551862	0.0323396923743539	0.0534127150628095	0.0551392074001558	0.0588927778647982	0.0460745795694489	0.0376421888906181	0.0435964750617189	0.0588382761880275	0.0640564169604774	0.0314955518935416	0.0126199290713312	0.0830550354235292	0.033861300260516	0	0.0213438552582292	0.0473798234235271	0.0413121976098857	0.032596022448499	0.057179844681265
OM4_H_4B_1	0.0269083933857194	0.0221050876530846	0.020172834656365	0.024054015741779	0.032415341142047	0.0420802926439112	0.0246041969234671	0.0245731471002107	0.0234072356361168	0.0427291171018752	0.00388383766211035	0.0154104011794222	0.033497886018034	0.0109707410511927	0.0154890788913427	0.0333735200125225	0.0386552168400692	0.0321615727121107	0.0254985104462978	0.0227223258657014	0.0352665655545577	0.0366139381961931	0.0411891913419052	0.0133783475919994	0.0308579802794774	0.0106633052913554	0.0160802729413755	0.034376838808027	0.0368402355450541	0.0387585651694167	0.0258404881204206	0.0181959690039634	0.0226867631139387	0.0383083386559651	0.0448049664584527	0.0146889790720599	0.0116505051876979	0.0636055457835406	0.017296713108796	0.0213438552582292	0	0.0285662895366657	0.0207474413608904	0.0133267028639022	0.0384413895028462
OM4_H_4B_3	0.00665572699491916	0.0113796825279281	0.0131757342392476	0.0114620174623989	0.0203427587676043	0.0156189463113539	0.0133891832035334	0.0088169782520758	0.0121704377661804	0.0167004028356331	0.026111948493295	0.0161954191129324	0.0612358314277569	0.0219356162012166	0.0227786149677359	0.00733651704380469	0.011213706829256	0.00987832903613133	0.0106992834899836	0.0069945736837876	0.013562457909258	0.00956453065658882	0.0146989005857906	0.0188321347202463	0.0107718690739875	0.0220433958642719	0.0165371933168792	0.00935814633482317	0.00923954366895788	0.0127284522734317	0.0143048618971108	0.0262739334848387	0.0110350188472696	0.0144479463329221	0.0171596347979848	0.0174880456393862	0.0351178847478433	0.0366767555219738	0.0158768833237294	0.0473798234235271	0.0285662895366657	0	0.0109609037030742	0.0166951474188219	0.0125587441038658
OM4_H_4E_1	0.00676310373128274	0.00207203205246704	0.00853860315379578	0.00863679624857554	0.0212479638467302	0.0216489656443823	0.0129169043411124	0.007824289456424	0.0108958882822204	0.0221701355939704	0.0180863075327491	0.0063266534825839	0.0540957843063598	0.0145836959210903	0.0164532745241798	0.01485629481768	0.0196110484391034	0.0142862385047607	0.0107927608843299	0.00807783150298831	0.0170050129586067	0.0169556739169425	0.0218268447882121	0.013179405243089	0.0115746559366501	0.0139067768748666	0.0130984339751615	0.0147334305611805	0.0181210372225613	0.0185340304818865	0.0126170299871934	0.0182326286839758	0.00367750055600581	0.0186019350230285	0.0246304598341104	0.0127482956099499	0.0294317592692901	0.0430361841342299	0.0122629218363417	0.0413121976098857	0.0207474413608904	0.0109609037030742	0	0.00934795941409159	0.0188881921270515
OM4_H_4E_3	0.0143543141502439	0.0104396173742696	0.00698243032695236	0.0157674243568775	0.0273088604879183	0.0301382693375169	0.0118997954271454	0.0112927569922577	0.0103900594080848	0.0300520241870481	0.0100489650796756	0.00781089365918447	0.0457827543406698	0.00558889377578291	0.00861945262467125	0.0203788453907229	0.0257520324720232	0.0188669431389733	0.0122740207180557	0.0102666370319771	0.0219635597237969	0.0249908987451714	0.0301162962339494	0.00433287057478283	0.0206299932151177	0.0054706496220793	0.00606262371370771	0.0213131531323075	0.0240482473130218	0.0271178742204136	0.0191184503490018	0.0195828351727146	0.0125337593069328	0.0275920806041651	0.0321737760654996	0.00469373734984563	0.0204201424303134	0.0508412811891599	0.00602356893483062	0.032596022448499	0.0133267028639022	0.0166951474188219	0.00934795941409159	0	0.0253117743395904
OM4_H_4F_2	0.0121700352130748	0.0178406366523948	0.0192758273459852	0.021280828961207	0.0294362885209239	0.0106396788272972	0.017158270461439	0.0141094765053884	0.0169695226240508	0.00712839157348972	0.0353359868657943	0.0252068154201819	0.0708626249566389	0.0297225374209763	0.0287683834179263	0.00600421573088565	0.00389107103842588	0.00734379084474897	0.0144218796719564	0.0165311351171597	0.00626101527223648	0.0104830224093397	0.0143238933479973	0.0269808897802484	0.0160103969279733	0.0297351238717927	0.0249604657658963	0.00416325874516306	0.00513262791674005	0.0108386953134384	0.0240878623801604	0.0358868764130215	0.0190446048303673	0.0149186254098326	0.00846066631327738	0.025759804019736	0.0446238940857888	0.0260750062602626	0.0235011957772678	0.057179844681265	0.0384413895028462	0.0125587441038658	0.0188881921270515	0.0253117743395904	0
