	OM4_B_B_1	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_1	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_1	OM4_C_1C_2	OM4_C_1D_1	OM4_C_1D_3	OM4_C_1E_1	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_3	OM4_C_1G_1	OM4_C_1H_1	OM4_C_1H_3	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2B_2	OM4_C_2B_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2D_3	OM4_C_2E_1	OM4_C_2E_2	OM4_C_2E_3	OM4_C_2F_1	OM4_C_2F_2	OM4_C_2F_3	OM4_C_2G_1	OM4_C_3A_1	OM4_C_3A_2	OM4_C_3A_3	OM4_C_3B_2	OM4_C_3C_1	OM4_C_3C_3	OM4_C_3D_1	OM4_C_3D_2	OM4_C_3E_2	OM4_C_3F_2	OM4_C_3G_1	OM4_C_3G_2	OM4_C_3G_3	OM4_C_3H_1	OM4_C_3H_2	OM4_C_3H_3	OM4_H_4A_1	OM4_H_4A_2	OM4_H_4A_3	OM4_H_4B_1	OM4_H_4B_2	OM4_H_4E_1	OM4_H_4E_2	OM4_H_4E_3	OM4_H_4F_3
OM4_C_2E_2	0.0132583188750351	0.0122222785386923	0.0113131237926454	0.137644867627841	0.18270286243348	0.139256513040414	0.0101669826211095	0.00225197696769653	0.0184514967539764	0.00272663602721673	0.0219895352387155	0.0322654430863453	0.0154839666994806	0.00600766704875024	0.0712499100759846	0.00319457428330134	0.00465789950718669	0.00805550034328808	0.011931885552403	0.00901682590043151	0.00251932454849113	0.00292542989931837	0.012893991578463	0.00217761385079023	0.00179213374952465	0	0.0147636108755709	0.00494767707675564	0.0198257113860686	0.0243335613307154	0.00658243614335083	0.0121795059983387	0.00588608672878764	0.00612788376277143	0.0123110386019184	0.00534172330487489	0.0059497759989629	0.00880858078678693	0.00700841927052831	0.0180328796871574	0.132055274705305	0.0165747037015899	0.0176022882352865	0.00739976146953994	0.0062894394906052	0.0020887913523858	0.0111964582353537	0.00414150219505023	0.00778486434621554	0.00501706850789879	0.0035604987710165	0.00660186572101784	0.00594254253800117	0.0142533476559932	0.0162437731406742	0.00207025082347823
OM4_C_2E_3	0.0280198945879125	0.0269840815695608	0.0260751168242364	0.152299501226685	0.197280893983382	0.153908753729395	0.00459688789863434	0.0125117896802618	0.0332117603248041	0.0174899840423983	0.0367487407775613	0.0470208287152618	0.0302450152658689	0.0207705914548911	0.0859809226108676	0.0179578690362479	0.0194210123320431	0.00670841035481033	0.0266937502349856	0.0237792592900501	0.0122444568964868	0.0118383725192465	0.0276556485388819	0.0169410213169727	0.0165555809942205	0.0147636108755709	0	0.0197107511160301	0.0345855797472376	0.0390919930715779	0.00818147325325583	0.0269413181667794	0.0206490289159741	0.0208907904299172	0.027072822608256	0.0201047431410424	0.00881412545776909	0.0235710513046233	0.0217711912386218	0.0327932596667067	0.146718009537897	0.0313354746284885	0.0323627860115073	0.0221624708811282	0.0210523220723594	0.0126749658776384	0.00356737468049175	0.0189046818779516	0.0225475105833971	0.0197801331242076	0.0183237502129466	0.0213647009236425	0.0207054764884784	0.0290146942359228	0.0310046296429377	0.0126935053180171
OM4_C_2F_1	0.0083108419201706	0.00727476303493619	0.00636557764213517	0.132728859875965	0.177811080595823	0.134341253819892	0.0151143769749846	0.00719962434882977	0.0135042710072651	0.00222105211072539	0.0170425357422834	0.0273193517182443	0.0105365855865224	0.00106000158252695	0.0663105900660305	0.00175311301995275	0.00028978003215716	0.0130029849402913	0.00698435993635458	0.00406921561210957	0.00746696716550628	0.00787306477571595	0.00794650062791228	0.00277007424698545	0.00315555366164681	0.00494767707675564	0.0197107511160301	0	0.0148785682297559	0.0193867361970343	0.0115299738729881	0.00723198898607734	0.000938419723544205	0.001180219871122	0.00736352624957975	0.000394050067220232	0.0108973340756615	0.00386096562377482	0.00206076851187589	0.013085630118632	0.12713673807959	0.011627376037375	0.0126550148156862	0.00245211745048974	0.00134177779776523	0.00703644151213199	0.0161438025569841	0.000806180975314088	0.00283722750123355	6.93920658080234e-05	0.00138718732277969	0.00165420854902407	0.000994876240685395	0.00930591135383973	0.0112964288103701	0.00701790129271329
OM4_C_2F_2	0.00656802148513944	0.00760410447888184	0.00851328390779168	0.117931556250456	0.163082265025416	0.119546040324293	0.02999046479204	0.0220773264068967	0.00137439734206811	0.0170994139040507	0.00216416614517101	0.0124426057880783	0.00434222978921393	0.0138186461361424	0.0514500384098188	0.016631522801949	0.0151683243931689	0.0278795716773531	0.00789450664541017	0.0108095909656094	0.0223446260582829	0.0227506565862221	0.00693236554537721	0.0176483766719125	0.0180338124244294	0.0198257113860686	0.0345855797472376	0.0148785682297559	0	0.00450863819992802	0.0264068791820974	0.00764687844778045	0.0139402195012192	0.0136984360874599	0.00751534136699684	0.0144845491463236	0.0257743687824486	0.0110178331361652	0.0128179429918307	0.00179306470450063	0.112332389924302	0.00325139630456264	0.00222370527558883	0.012426616024935	0.0135368889858273	0.0219141695291335	0.0310196290098439	0.0156846805224765	0.0120415259662249	0.014809181742935	0.0162656329581591	0.0132244783602041	0.0138837669482608	0.00557293718528585	0.00358235794138544	0.0218956322404294
OM4_C_2F_3	0.011076541520464	0.0121125930107189	0.0130217418962005	0.113443901541605	0.158614070026992	0.115058971370296	0.0344974043326019	0.0265850046038688	0.0058830224381291	0.0216074491683712	0.00234448026555155	0.0079341266895603	0.0088508056259394	0.018326871675539	0.0469452416044194	0.0211395873852107	0.019676475974288	0.0323867289145983	0.0124029857160174	0.0153179597233504	0.0268522827402568	0.0272582801288197	0.0114408749031689	0.0221563766097068	0.0225417869600782	0.0243335613307154	0.0390919930715779	0.0193867361970343	0.00450863819992802	0	0.0309141793778566	0.0121553656034269	0.0184484386257921	0.0182066679216682	0.0120238327355433	0.0189927389498348	0.0302817281322553	0.0155261929441371	0.0173262194771053	0.00630168458906085	0.107842766326439	0.00775999358200535	0.00673231920473001	0.016934911533058	0.0180451292042318	0.0264218607410414	0.0355264569363845	0.0201928022131998	0.0165498397006179	0.0193173535928514	0.0207737199622355	0.0177327345478085	0.0183919890576324	0.0100814841692739	0.00809094912370256	0.0264033249254068
OM4_C_2G_1	0.0198401154666502	0.0188041555714939	0.0178950671859892	0.144181406308274	0.189206046783209	0.145792014369035	0.00358463629668074	0.00433048309667259	0.0250328130613066	0.00930901009050768	0.0285704510998424	0.0388448624239638	0.0220655731639793	0.0125899185482477	0.0778192375155181	0.00977693405712634	0.0112402077404982	0.00147309340786308	0.0185137842113836	0.0155989192633031	0.00406313670752001	0.00365703249645295	0.019475817042224	0.00876000332347366	0.00837453316576791	0.00658243614335083	0.00818147325325583	0.0115299738729881	0.0264068791820974	0.0309141793778566	0	0.0187613862418334	0.012468343699577	0.0127101297821468	0.0188929089440854	0.0119240038967392	0.000632669397848091	0.0153906864977516	0.0135906230230496	0.024614239457499	0.138595322417378	0.0231562083774803	0.0241836918451872	0.0139819452364802	0.012871678035435	0.00449366781244951	0.00461414949347309	0.0107238298017942	0.0143670277256245	0.0115993625050559	0.0101428466299938	0.013184089453656	0.0125247969770804	0.0208350621654379	0.0228253092970275	0.00451220823092997
OM4_C_3A_1	0.00107887658957194	4.27748695704639e-05	0.000866425908764851	0.125538980199613	0.170655308357668	0.12715242020151	0.0223454639207847	0.0144313370234036	0.00627250492745195	0.00945298540766716	0.00981098601421526	0.0200887976572206	0.00330468836372352	0.00617200472713763	0.0590886854924543	0.0089850602356994	0.00752176324278879	0.0202342720291169	0.000247633615528702	0.00316280740089392	0.0146986642297417	0.0151047373915281	0.00071452662449254	0.0100019897232364	0.0103874556636738	0.0121795059983387	0.0269413181667794	0.00723198898607734	0.00764687844778045	0.0121553656034269	0.0187613862418334	0	0.00629358490224322	0.00605178802634866	0.000131539819814352	0.0068379460560809	0.0181287966390484	0.00337105777723171	0.00517124867798429	0.00585384275270226	0.119943329404484	0.0043955216679212	0.00542320650866156	0.00477990254949765	0.00589023211286432	0.0142681635260523	0.0233747831106047	0.00803815278569541	0.00439479447190815	0.00716259823658038	0.00861914460924168	0.00557780486157955	0.00623712917673115	0.00207397326143773	0.0040645607814374	0.0142496243586635
OM4_C_3A_2	0.00737244323874269	0.00633635915019165	0.0054271697948147	0.131796184076537	0.176882917927377	0.133408716977008	0.0160527123164814	0.00813802378494935	0.0125659094081674	0.00315946941102207	0.0161042098629275	0.0263811772195364	0.00959820055511288	0.000121581903460459	0.0653736214237216	0.00269153111448066	0.00122819963303302	0.0139413416925691	0.00604595472457581	0.00313080027339276	0.0084053651539102	0.00881146046947178	0.00700810003325977	0.00370849042197092	0.00409396892178857	0.00588608672878764	0.0206490289159741	0.000938419723544205	0.0139402195012192	0.0184484386257921	0.012468343699577	0.00629358490224322	0	0.000241800246181243	0.00642512278193949	0.000544369730347084	0.0118357090486456	0.00292254978436659	0.00112234958529483	0.0121472648525883	0.126203593140593	0.0106889989247539	0.0117166459015454	0.00151369900559584	0.000403358260768654	0.00797484180739053	0.0170821263155621	0.00174460021343298	0.00189880963314775	0.000869027678089258	0.00232560593276777	0.000715789233659476	5.64565366902596e-05	0.00836751835837633	0.0103580492098539	0.00795630168439647
OM4_C_3A_3	0.00713064764180872	0.00609456232112318	0.00518537203999586	0.131555850402948	0.176643742917617	0.133168418952263	0.0162944891380104	0.00837981795062035	0.0123241228220201	0.00340126870150062	0.0158624321100801	0.026139437397727	0.009356408242112	0.000120218343975185	0.065132188267814	0.00293333065863288	0.00146999971869806	0.0141831242520448	0.00580415758399828	0.00288900082897553	0.00864715891853821	0.00905325360028911	0.00676630398154795	0.00395028936497284	0.00433576758863914	0.00612788376277143	0.0208907904299172	0.001180219871122	0.0136984360874599	0.0182066679216682	0.0127101297821468	0.00605178802634866	0.000241800246181243	0	0.00618332605104109	0.000786169938304733	0.0120774965235429	0.00268075023277366	0.000880549426917741	0.0119054773654325	0.125963139127512	0.0104472085378825	0.0114748575195032	0.0012718989302549	0.000161558020223139	0.00821663621153427	0.0173239000447875	0.00198640015158729	0.0016570096661259	0.00111082783835237	0.00256740564812705	0.000473989017595941	0.000185343710325741	0.0081257241222683	0.0101162582166135	0.00819809611533923
OM4_C_3B_2	0.000947336818399104	8.87649500438756e-05	0.000997965687551745	0.125408163029306	0.170525097218588	0.127021621529375	0.0224769794390964	0.0145628667170132	0.00614096694459008	0.00958452087324475	0.00967945071620882	0.0199572768409692	0.00317314904448858	0.00630354268043834	0.0589573083331394	0.00911659611983282	0.00765330029881211	0.0203657919327679	0.00037917343132244	0.00329434672178858	0.0148301935449941	0.0152362661186503	0.000582986824273467	0.0101335246706375	0.0105189902297821	0.0123110386019184	0.027072822608256	0.00736352624957975	0.00751534136699684	0.0120238327355433	0.0188929089440854	0.000131539819814352	0.00642512278193949	0.00618332605104109	0	0.00696948358870644	0.0182603204776198	0.00350259703157246	0.00530278718295134	0.00572230453062245	0.119812449886235	0.00426398274251528	0.00529166805790263	0.00491144124391225	0.00602177023125226	0.0143996934471861	0.0235062963306719	0.00816968945185701	0.00452633333836273	0.00729413554857785	0.00875068080587016	0.0057093431540969	0.00636866709079201	0.00194243363383369	0.00393302172458145	0.0143811543054733
OM4_C_3C_1	0.00791680134372198	0.0068807201919305	0.00597153306355061	0.132337231915131	0.177421350909645	0.133949684325103	0.0155083928004384	0.00759366646468608	0.0131102464111479	0.0026151013355404	0.016648526423779	0.0269254067738979	0.0101425509172066	0.000665951617465818	0.0659171545112032	0.00214716254137837	0.000683830070820286	0.0133970095900475	0.00659031651321765	0.00367516770682797	0.0078610086945268	0.0082671053732028	0.00755245921937437	0.00316412304249713	0.00354960210344473	0.00534172330487489	0.0201047431410424	0.000394050067220232	0.0144845491463236	0.0189927389498348	0.0119240038967392	0.0068379460560809	0.000544369730347084	0.000786169938304733	0.00696948358870644	0	0.0112913662105954	0.00346691749185004	0.00166671894171446	0.0126916039497608	0.126744912715438	0.0112333447791518	0.0122609870810286	0.00205806811343946	0.000947727914594805	0.00743048397589834	0.0165378135997151	0.00120023090222688	0.00244317843673132	0.000324658004328229	0.00178123703179388	0.00126015878358027	0.000600826260108871	0.00891187324338216	0.0109023964813919	0.00741194379549725
OM4_C_3C_3	0.0192075354184102	0.0181715663373563	0.0172624702972146	0.143553344959245	0.18858124703129	0.145164054785007	0.00421730210056532	0.00369781748742388	0.0244002864609886	0.00867635974541711	0.0279379679470838	0.0382125374838544	0.0214330145130453	0.0119572845940078	0.0771879365060073	0.00914428574311218	0.0106075664367011	0.0021057620692364	0.0178811924909699	0.0149663047355576	0.00343047060793022	0.00302436571641721	0.0188432337075533	0.00812735072566794	0.00774187907044888	0.0059497759989629	0.00881412545776909	0.0108973340756615	0.0257743687824486	0.0302817281322553	0.000632669397848091	0.0181287966390484	0.0118357090486456	0.0120774965235429	0.0182603204776198	0.0112913662105954	0	0.0147580704906873	0.0129579950640162	0.0239817080927571	0.137966916619359	0.0225236610400865	0.02355115566298	0.0133493197481263	0.0122390457222232	0.00386100251909794	0.00524681313210348	0.0100911859102569	0.0137344047378045	0.0109667230742774	0.00951019997544114	0.0125514590030696	0.0118921626488086	0.0202024914030018	0.0221927584696891	0.00387954297423346
OM4_C_3D_1	0.00444992847403095	0.00341383246816823	0.00250463453461009	0.128890991416139	0.173991613688561	0.130503950917394	0.018974932897707	0.0110604767091829	0.00964348864378428	0.00608199857194224	0.0131818857100985	0.0234592820688359	0.00667571909147361	0.00280096824576079	0.0624553219673331	0.00561406468556862	0.0041507439515554	0.0168636376822285	0.00312342511149572	0.00020825118636097	0.0113278124633854	0.0117338989525375	0.00408558081787987	0.0066310138063783	0.00701648786156676	0.00880858078678693	0.0235710513046233	0.00386096562377482	0.0110178331361652	0.0155261929441371	0.0153906864977516	0.00337105777723171	0.00292254978436659	0.00268075023277366	0.00350259703157246	0.00346691749185004	0.0147580704906873	0	0.00180020236271316	0.00922483439971831	0.123296960868164	0.00776653761003761	0.00879420586851142	0.00140885306196729	0.00251919261210282	0.0108972980824168	0.0200043065694046	0.00466714126559672	0.00102374223203635	0.00379157393032813	0.00524814262373304	0.00220676224260461	0.00286609342117882	0.00544501718415991	0.00743558151617594	0.0108787583364699
OM4_C_3D_2	0.00625011255980517	0.00521402312771577	0.00430482980502121	0.130680595244684	0.175772692571694	0.13229329307505	0.0171749473551741	0.00926034219661699	0.0114436186716481	0.00428181341515604	0.0149819588455441	0.0252590985456245	0.00847588431216974	0.00100076773192215	0.064252952188385	0.00381387646585685	0.00235054802847389	0.015063604129449	0.00492361736150331	0.00200845327374446	0.0095276816071654	0.00993377383360581	0.00588576737543821	0.00483083261414805	0.00521630969243445	0.00700841927052831	0.0217711912386218	0.00206076851187589	0.0128179429918307	0.0173262194771053	0.0135906230230496	0.00517124867798429	0.00112234958529483	0.000880549426917741	0.00530278718295134	0.00166671894171446	0.0129579950640162	0.00180020236271316	0	0.011024970085643	0.125087447614486	0.00956669122685467	0.0105943471368996	0.000391349663993064	0.000718991443844766	0.00909716138511948	0.0182043466281519	0.00286694773678191	0.00077646065446604	0.00199137655026233	0.00344795221139005	0.000406560471500745	0.0010658930734858	0.00724519363511976	0.00923573881732311	0.00907862139319528
OM4_C_3E_2	0.00477497709527814	0.00581106841019913	0.00672025629412037	0.119715806723974	0.164858609205563	0.121330051697104	0.0281979540019109	0.02028455388596	0.00041866773425982	0.0153065195590713	0.00395722532344463	0.0142355566824185	0.00254917224752871	0.0120256894297165	0.0532413672199444	0.0148386186947493	0.0133753916231089	0.0260869828474666	0.00610147316012697	0.00901658951525508	0.0205518610107568	0.0209579030731128	0.00513932392225099	0.0158554941497136	0.0162409384414727	0.0180328796871574	0.0327932596667067	0.013085630118632	0.00179306470450063	0.00630168458906085	0.024614239457499	0.00585384275270226	0.0121472648525883	0.0119054773654325	0.00572230453062245	0.0126916039497608	0.0239817080927571	0.00922483439971831	0.011024970085643	0	0.114117444824261	0.00145833466686303	0.000430641190194341	0.0106336371417406	0.0117439275850322	0.0201213924932989	0.0292271584478144	0.0138917575448149	0.0102485413975752	0.0130162423692361	0.0144727214184857	0.0114315118763793	0.0120908113416701	0.00377988611948667	0.00178929738338436	0.020102854693873
OM4_C_3F_2	0.118869824949323	0.119900769416969	0.120805369136128	0.00562509553168646	0.0510783508330033	0.00724752331563952	0.142155037744261	0.134293216115449	0.113700670529303	0.12934498566623	0.110177551744948	0.0999383602504752	0.116654782869004	0.126082688810319	0.061004588569244	0.12887978173995	0.127424873053315	0.14005833194605	0.120189715945505	0.123089815180135	0.134558865280705	0.134962377638187	0.119232371781066	0.129890773175783	0.130273965020423	0.132055274705305	0.146718009537897	0.12713673807959	0.112332389924302	0.107842766326439	0.138595322417378	0.119943329404484	0.126203593140593	0.125963139127512	0.119812449886235	0.126744912715438	0.137966916619359	0.123296960868164	0.125087447614486	0.114117444824261	0	0.115569073627315	0.114546123664883	0.124698234709064	0.125802477647684	0.134131063834667	0.143177153058448	0.127938323435774	0.124315213035199	0.127067738809958	0.128515980984937	0.125491773756611	0.126147451401268	0.117879595258287	0.115898490558331	0.134112640548317
OM4_C_3G_1	0.00331665078387631	0.0043527470946683	0.00526194030047463	0.121166772283562	0.166303074247088	0.122780820210274	0.0267400216787327	0.0188264221868087	0.00187700198756762	0.0138482972788961	0.00541554872752092	0.0156937744445341	0.00109083904619162	0.0105674220360289	0.0546981993866953	0.0133803892741679	0.0119171413906728	0.0246289906502582	0.00464315344911351	0.00755829087434761	0.0190937349336272	0.0194997856841584	0.0036809992379997	0.0143972805474152	0.0147827311258894	0.0165747037015899	0.0313354746284885	0.011627376037375	0.00325139630456264	0.00775999358200535	0.0231562083774803	0.0043955216679212	0.0106889989247539	0.0104472085378825	0.00426398274251528	0.0112333447791518	0.0225236610400865	0.00776653761003761	0.00956669122685467	0.00145833466686303	0.115569073627315	0	0.00102769370972522	0.00917535409068151	0.0102856568549046	0.0186632574005919	0.0277692570898915	0.0124335143943544	0.00879025438072237	0.011557987379672	0.0130144865780698	0.00997323754611543	0.0106325447311965	0.00232155608028175	0.000330963028407471	0.0186447192174257
OM4_C_3G_2	0.00434433913547636	0.00538043209120033	0.00628962169192585	0.120144290550127	0.165285180001194	0.121758477577082	0.0277674361229274	0.0198539758709215	0.000849308869197477	0.0148759140014521	0.00438786382009185	0.01466616562501	0.00211853189751955	0.0115950700263995	0.0536715731959204	0.0144080109539004	0.0129447775029787	0.0256564469517417	0.0056708373613394	0.00858596040411804	0.0201212846985186	0.0205273293912165	0.00470868650115549	0.0154248912422663	0.0158103374519932	0.0176022882352865	0.0323627860115073	0.0126550148156862	0.00222370527558883	0.00673231920473001	0.0241836918451872	0.00542320650866156	0.0117166459015454	0.0114748575195032	0.00529166805790263	0.0122609870810286	0.02355115566298	0.00879420586851142	0.0105943471368996	0.000430641190194341	0.114546123664883	0.00102769370972522	0	0.0102030128925256	0.0113133071514783	0.0196908134501346	0.0287966498765819	0.0134611455984087	0.00981791591576934	0.0125856267869888	0.0140421120187637	0.0110008903298268	0.0116601921800363	0.00334924689986751	0.00135865657128321	0.0196722755344348
OM4_C_3G_3	0.00585876813058013	0.004822677060282	0.00391348255171221	0.130291575325989	0.175385534065888	0.131904330342221	0.0175662533493769	0.00965167897964076	0.0110522870422286	0.00467316020311565	0.0145906402978038	0.0248678378641779	0.00808454443327335	0.0013921171960901	0.0638621745766455	0.00420522382522052	0.0027418967671479	0.0154549201351047	0.00453227088970817	0.00161710407498558	0.00991901764925904	0.0103251087103892	0.00549442233535332	0.00522217865108805	0.00560765514994213	0.00739976146953994	0.0221624708811282	0.00245211745048974	0.012426616024935	0.016934911533058	0.0139819452364802	0.00477990254949765	0.00151369900559584	0.0012718989302549	0.00491144124391225	0.00205806811343946	0.0133493197481263	0.00140885306196729	0.000391349663993064	0.0106336371417406	0.124698234709064	0.00917535409068151	0.0102030128925256	0	0.00111034099346047	0.00948849861014919	0.0185956472642837	0.0032582960592036	0.000385111033303101	0.00238272553312545	0.00383929997356841	0.000797910088995632	0.00145724251464517	0.00685385106650075	0.00884440081342142	0.0094699586679671
OM4_C_3H_1	0.00696909255702913	0.00593300643786701	0.00502381555997096	0.13139526920368	0.176483934911359	0.133007861536094	0.016456031117913	0.00854137170812862	0.0121625736336138	0.00356282600216232	0.0157008887390603	0.0259779191249141	0.00919485529826922	0.000281776362314433	0.0649708739697947	0.0030948881400149	0.00163155759689569	0.0143446701161876	0.00564260149955653	0.00272744327496206	0.00880871240169077	0.00921480665024966	0.00660474860162741	0.00411184642037903	0.00449732445029693	0.0062894394906052	0.0210523220723594	0.00134177779776523	0.0135368889858273	0.0180451292042318	0.012871678035435	0.00589023211286432	0.000403358260768654	0.000161558020223139	0.00602177023125226	0.000947727914594805	0.0122390457222232	0.00251919261210282	0.000718991443844766	0.0117439275850322	0.125802477647684	0.0102856568549046	0.0113133071514783	0.00111034099346047	0	0.00837819013227327	0.0174854399339922	0.00214795791883715	0.00149545179240243	0.00127238577504777	0.00272896325263064	0.000312431005707975	0.000346901727000242	0.00796416992293038	0.00995470613639775	0.00835965005442361
OM4_C_3H_2	0.0153469536262538	0.014310935196998	0.0134017983326418	0.139719561145496	0.184767110775006	0.141330882514894	0.00807825532719767	0.000163185900397463	0.0205399972289811	0.00481541721533306	0.0240779209827361	0.0343533897226253	0.0175725488907539	0.0080964208162078	0.0733347886175273	0.00528335257330193	0.00674666655868463	0.00596674643238654	0.0140205480587797	0.0111055400054891	0.000430534038269001	0.000836640447816636	0.0149826342189967	0.00426639800880312	0.00388091971487528	0.0020887913523858	0.0126749658776384	0.00703644151213199	0.0219141695291335	0.0264218607410414	0.00449366781244951	0.0142681635260523	0.00797484180739053	0.00821663621153427	0.0143996934471861	0.00743048397589834	0.00386100251909794	0.0108972980824168	0.00909716138511948	0.0201213924932989	0.134131063834667	0.0186632574005919	0.0196908134501346	0.00948849861014919	0.00837819013227327	0	0.0091077464668872	0.00623027358867586	0.00987359636346237	0.00710583229768309	0.00564927455967138	0.00869061275461162	0.00803129701060325	0.0163419598355742	0.0183323356740133	1.8540562158256e-05
OM4_C_3H_3	0.0244534328535022	0.0234175493631517	0.0225085250638037	0.14876067856896	0.193761172744699	0.150370531168293	0.00102951961662085	0.00894456553998048	0.0296456935064105	0.0139229359049806	0.033182982596736	0.0434561470849149	0.0266787142879874	0.0172036949774522	0.0824227058797206	0.0143908408015253	0.0158540500470559	0.0031410641240936	0.0231271987738807	0.0202125266531058	0.00867722516055353	0.00827112960849595	0.0240891617065182	0.0133739505623016	0.0129884948335697	0.0111964582353537	0.00356737468049175	0.0161438025569841	0.0310196290098439	0.0355264569363845	0.00461414949347309	0.0233747831106047	0.0170821263155621	0.0173239000447875	0.0235062963306719	0.0165378135997151	0.00524681313210348	0.0200043065694046	0.0182043466281519	0.0292271584478144	0.143177153058448	0.0277692570898915	0.0287966498765819	0.0185956472642837	0.0174854399339922	0.0091077464668872	0	0.0153376956782721	0.018980708015399	0.0162131878846825	0.0147567379428822	0.0177978349268296	0.0171385767264617	0.0254483027933205	0.0274383864656483	0.00912628644908817
OM4_H_4A_1	0.00911700052091818	0.00808092664142266	0.00717174512290041	0.133530039527797	0.178608362276634	0.135142313328782	0.0143082606773044	0.00639345707907925	0.0143103950669082	0.00141487206864204	0.0178486272878899	0.0281253079132095	0.0113427313101885	0.00186618197145775	0.0671154903840715	0.000946932537526666	0.000516400987504317	0.0121968513397924	0.00779052483303529	0.00487539071607689	0.00666080100124648	0.00706690037279201	0.00875266106062416	0.00196389488757078	0.00234937488892182	0.00414150219505023	0.0189046818779516	0.000806180975314088	0.0156846805224765	0.0201928022131998	0.0107238298017942	0.00803815278569541	0.00174460021343298	0.00198640015158729	0.00816968945185701	0.00120023090222688	0.0100911859102569	0.00466714126559672	0.00286694773678191	0.0138917575448149	0.127938323435774	0.0124335143943544	0.0134611455984087	0.0032582960592036	0.00214795791883715	0.00623027358867586	0.0153376956782721	0	0.00364340541523074	0.00087557302341731	0.000581006586727833	0.00246038831828911	0.00180105668483124	0.0101120645554238	0.0121025694756921	0.00621173329598038
OM4_H_4A_2	0.00547366160704886	0.00443756903811729	0.00352837346215096	0.129908742994227	0.175004529048961	0.1315215541216	0.0179513194857187	0.0100367762801045	0.0106671925457574	0.00505826789424138	0.014205558287202	0.0244828116738181	0.00769944214377343	0.00177722788015474	0.0634776195259238	0.00459033212990052	0.00312700658936695	0.015839996354249	0.0041471625014223	0.00123199332250555	0.0103041141913504	0.0107102040612908	0.00510931525054365	0.00560728554298196	0.00599276142949092	0.00778486434621554	0.0225475105833971	0.00283722750123355	0.0120415259662249	0.0165498397006179	0.0143670277256245	0.00439479447190815	0.00189880963314775	0.0016570096661259	0.00452633333836273	0.00244317843673132	0.0137344047378045	0.00102374223203635	0.00077646065446604	0.0102485413975752	0.124315213035199	0.00879025438072237	0.00981791591576934	0.000385111033303101	0.00149545179240243	0.00987359636346237	0.018980708015399	0.00364340541523074	0	0.00276783563507616	0.00422440871469061	0.00118302098911811	0.00184235316900931	0.00646874626488163	0.00845930028580493	0.00985505647224021
OM4_H_4A_3	0.00824145159407574	0.00720537230113193	0.00629618659516815	0.132659895411816	0.177742450750511	0.134272299663886	0.0151837631364053	0.00726901507446399	0.0134348835382898	0.00229044404703661	0.0169731509929616	0.0272499783901031	0.0104671963190985	0.000990609543052234	0.0662413067606345	0.00182250500459921	0.000359172095773078	0.0130723726381867	0.00691496909798434	0.0039998239602798	0.00753635779002005	0.00794245523955222	0.00787711015226365	0.00283946611220933	0.00322494546779142	0.00501706850789879	0.0197801331242076	6.93920658080234e-05	0.014809181742935	0.0193173535928514	0.0115993625050559	0.00716259823658038	0.000869027678089258	0.00111082783835237	0.00729413554857785	0.000324658004328229	0.0109667230742774	0.00379157393032813	0.00199137655026233	0.0130162423692361	0.127067738809958	0.011557987379672	0.0125856267869888	0.00238272553312545	0.00127238577504777	0.00710583229768309	0.0162131878846825	0.00087557302341731	0.00276783563507616	0	0.00145657933747748	0.00158481654967457	0.000925484197909115	0.00923652147024132	0.0112270399613723	0.00708729208498472
OM4_H_4B_1	0.00969798827766783	0.00866191831309654	0.00775273985642612	0.134107403157052	0.179182904748913	0.135719589932226	0.0137272964588774	0.00581245847275813	0.0148913563902488	0.000833865734591169	0.0184295641301077	0.0287061441680707	0.0119237091264567	0.00244718758184585	0.0676955542394052	0.000365926025103733	0.00109740745285563	0.0116158752773373	0.0083715175206772	0.00545639162479711	0.00607980311233359	0.00648590363280664	0.00933365024571862	0.00138288888261556	0.00176836919238388	0.0035604987710165	0.0183237502129466	0.00138718732277969	0.0162656329581591	0.0207737199622355	0.0101428466299938	0.00861914460924168	0.00232560593276777	0.00256740564812705	0.00875068080587016	0.00178123703179388	0.00951019997544114	0.00524814262373304	0.00344795221139005	0.0144727214184857	0.128515980984937	0.0130144865780698	0.0140421120187637	0.00383929997356841	0.00272896325263064	0.00564927455967138	0.0147567379428822	0.000581006586727833	0.00422440871469061	0.00145657933747748	0	0.00304139330578438	0.00238206235435956	0.0106930481259176	0.0126835434211543	0.00563073421967758
