	OM4_B_B_1	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_1	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_1	OM4_C_1C_2	OM4_C_1D_1	OM4_C_1D_3	OM4_C_1E_1	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_3	OM4_C_1G_1	OM4_C_1H_1	OM4_C_1H_3	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2B_2	OM4_C_2B_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2D_3	OM4_C_2E_1	OM4_C_2E_2	OM4_C_2E_3	OM4_C_2F_1	OM4_C_2F_2	OM4_C_2F_3	OM4_C_2G_1	OM4_C_3A_1	OM4_C_3A_2	OM4_C_3A_3	OM4_C_3B_2	OM4_C_3C_1	OM4_C_3C_3	OM4_C_3D_1	OM4_C_3D_2	OM4_C_3E_2	OM4_C_3F_2	OM4_C_3G_1	OM4_C_3G_2	OM4_C_3G_3	OM4_C_3H_1	OM4_C_3H_2	OM4_C_3H_3	OM4_H_4A_1	OM4_H_4A_2	OM4_H_4A_3	OM4_H_4B_1	OM4_H_4B_2	OM4_H_4E_1	OM4_H_4E_2	OM4_H_4E_3	OM4_H_4F_3
OM4_C_1E_1	0.00873214287005022	0.0097682126280332	0.0106773790508525	0.115777672756927	0.160937797383495	0.117392440756004	0.0321538700898933	0.0242410719095414	0.00353855970016593	0.0192633217564518	0	0.0102785386688342	0.0065063739067483	0.015982639355871	0.0492878095094836	0.0187954438770021	0.0173322845671811	0.0300430776448905	0.0100586107817375	0.0129736474565509	0.0245083617189924	0.0249143770770834	0.00909648246828781	0.0198122685652778	0.0201976928251979	0.0219895352387155	0.0367487407775613	0.0170425357422834	0.00216416614517101	0.00234448026555155	0.0285704510998424	0.00981098601421526	0.0161042098629275	0.0158624321100801	0.00967945071620882	0.016648526423779	0.0279379679470838	0.0131818857100985	0.0149819588455441	0.00395722532344463	0.110177551744948	0.00541554872752092	0.00438786382009185	0.0145906402978038	0.0157008887390603	0.0240779209827361	0.033182982596736	0.0178486272878899	0.014205558287202	0.0169731509929616	0.0184295641301077	0.0153884852104591	0.016047758640005	0.00773706969409627	0.00574650804129737	0.0240593843674497
OM4_C_1E_3	0.019010069476731	0.0200460289944748	0.0209550920758524	0.105542773286224	0.15074572392003	0.107158820199606	0.0424273269754882	0.0345165049464746	0.0138169184735105	0.0295397529736926	0.0102785386688342	0	0.0167845102793982	0.0262596258399714	0.0390162234222623	0.0290719592549682	0.0276090524560775	0.0403171086971305	0.020336394811122	0.0232510719363171	0.0347837358252582	0.0351896606246461	0.0193743712216346	0.0300885989271545	0.0304739510112767	0.0322654430863453	0.0470208287152618	0.0273193517182443	0.0124426057880783	0.0079341266895603	0.0388448624239638	0.0200887976572206	0.0263811772195364	0.026139437397727	0.0199572768409692	0.0269254067738979	0.0382125374838544	0.0234592820688359	0.0252590985456245	0.0142355566824185	0.0999383602504752	0.0156937744445341	0.01466616562501	0.0248678378641779	0.0259779191249141	0.0343533897226253	0.0434561470849149	0.0281253079132095	0.0244828116738181	0.0272499783901031	0.0287061441680707	0.0256655635755599	0.0263247348923073	0.0180150946413451	0.0160247075854111	0.0343348571509422
OM4_C_1F_1	0.00222581465438847	0.00326191366093382	0.0041711099338616	0.122251980144857	0.167383378550082	0.123865879166206	0.0256494567452311	0.0177357160516607	0.00296783883804935	0.0127575283851544	0.0065063739067483	0.0167845102793982	0	0.00947662269203882	0.0557878598413649	0.0122896155091826	0.0108263535277443	0.0235383830453227	0.00355232092371498	0.00646747118026735	0.0180030327356132	0.0184090895776029	0.00259016395945182	0.0133065175935591	0.0136919724875604	0.0154839666994806	0.0302450152658689	0.0105365855865224	0.00434222978921393	0.0088508056259394	0.0220655731639793	0.00330468836372352	0.00959820055511288	0.009356408242112	0.00317314904448858	0.0101425509172066	0.0214330145130453	0.00667571909147361	0.00847588431216974	0.00254917224752871	0.116654782869004	0.00109083904619162	0.00211853189751955	0.00808454443327335	0.00919485529826922	0.0175725488907539	0.0266787142879874	0.0113427313101885	0.00769944214377343	0.0104671963190985	0.0119237091264567	0.00888243361040263	0.0095417459076523	0.00123071816236185	0.000759876117078932	0.0175540104391477
OM4_C_1F_3	0.00725086371250496	0.00621477899885026	0.00530558917310235	0.131675340283101	0.176762656949118	0.133287891116486	0.0161742825277259	0.00825960267473451	0.0124443344405844	0.00328105085094164	0.015982639355871	0.0262596258399714	0.00947662269203882	0	0.0652522244488299	0.00281311267944442	0.00134978146244781	0.0140629147776618	0.00592437441504137	0.00300921878982692	0.00852694384347174	0.00893303884252347	0.0068865202764145	0.00383007169014776	0.00421555005315443	0.00600766704875024	0.0207705914548911	0.00106000158252695	0.0138186461361424	0.018326871675539	0.0125899185482477	0.00617200472713763	0.000121581903460459	0.000120218343975185	0.00630354268043834	0.000665951617465818	0.0119572845940078	0.00280096824576079	0.00100076773192215	0.0120256894297165	0.126082688810319	0.0105674220360289	0.0115950700263995	0.0013921171960901	0.000281776362314433	0.0080964208162078	0.0172036949774522	0.00186618197145775	0.00177722788015474	0.000990609543052234	0.00244718758184585	0.000594207349101737	6.51253669504618e-05	0.00824593952173815	0.0102364720144557	0.00807788070658425
OM4_C_1G_1	0.0580111211959923	0.0590459635983144	0.0599540215016751	0.0666216492644433	0.111958545984699	0.0682415033325824	0.0813956829894535	0.0734976588977301	0.0528231157995219	0.0685280377305701	0.0492878095094836	0.0390162234222623	0.0557878598413649	0.0652522244488299	0	0.0680608779369154	0.0665999133942839	0.0792890550826691	0.0593360108800103	0.0622473588352382	0.0737644868382389	0.0741697956548845	0.0583750335439447	0.0690761319753033	0.0694609511446498	0.0712499100759846	0.0859809226108676	0.0663105900660305	0.0514500384098188	0.0469452416044194	0.0778192375155181	0.0590886854924543	0.0653736214237216	0.065132188267814	0.0589573083331394	0.0659171545112032	0.0771879365060073	0.0624553219673331	0.064252952188385	0.0532413672199444	0.061004588569244	0.0546981993866953	0.0536715731959204	0.0638621745766455	0.0649708739697947	0.0733347886175273	0.0824227058797206	0.0671154903840715	0.0634776195259238	0.0662413067606345	0.0676955542394052	0.0646589107826948	0.0653172508463594	0.0570171908545673	0.0550288097796192	0.0733162838272315
OM4_C_1H_1	0.010063901205095	0.00902783383844145	0.00811865742622869	0.134471018138092	0.179544737797575	0.136083149914	0.0133613953657243	0.00544653673179372	0.0152572520068837	0.00046793976232365	0.0187954438770021	0.0290719592549682	0.0122896155091826	0.00281311267944442	0.0680608779369154	0	0.00146333326132257	0.0112499669940537	0.00873743372295961	0.00582231337700184	0.00571388178906554	0.00611998298128181	0.00969956411925106	0.00101696304750201	0.00140244350225473	0.00319457428330134	0.0179578690362479	0.00175311301995275	0.016631522801949	0.0211395873852107	0.00977693405712634	0.0089850602356994	0.00269153111448066	0.00293333065863288	0.00911659611983282	0.00214716254137837	0.00914428574311218	0.00561406468556862	0.00381387646585685	0.0148386186947493	0.12887978173995	0.0133803892741679	0.0144080109539004	0.00420522382522052	0.0030948881400149	0.00528335257330193	0.0143908408015253	0.000946932537526666	0.00459033212990052	0.00182250500459921	0.000365926025103733	0.00340731793519509	0.00274798749748911	0.0110589582897999	0.0130494472690487	0.00526481220590714
OM4_C_1H_3	0.00860061436753561	0.00756453722457575	0.00665535317432374	0.133016849304704	0.178097671121933	0.134629200145196	0.0148246210228155	0.00690984963934057	0.013794031324679	0.00193127253614758	0.0173322845671811	0.0276090524560775	0.0108263535277443	0.00134978146244781	0.0665999133942839	0.00146333326132257	0	0.0127132226525229	0.00727413457376762	0.00435899375802654	0.0071771928680889	0.00758329113377235	0.00823627371372524	0.00248029494802094	0.00286577459479096	0.00465789950718669	0.0194210123320431	0.00028978003215716	0.0151683243931689	0.019676475974288	0.0112402077404982	0.00752176324278879	0.00122819963303302	0.00146999971869806	0.00765330029881211	0.000683830070820286	0.0106075664367011	0.0041507439515554	0.00235054802847389	0.0133753916231089	0.127424873053315	0.0119171413906728	0.0129447775029787	0.0027418967671479	0.00163155759689569	0.00674666655868463	0.0158540500470559	0.000516400987504317	0.00312700658936695	0.000359172095773078	0.00109740745285563	0.00194398823890167	0.00128465613684537	0.00959568191525994	0.0115861949751961	0.00672812631189818
OM4_C_2A_3	0.0213129777539561	0.0202770404507432	0.0193679709446035	0.145643607905173	0.1906606081676	0.147253977318624	0.00211154708422719	0.00580356264199632	0.0265055448721249	0.0107820483010226	0.0300430776448905	0.0403171086971305	0.0235383830453227	0.0140629147776618	0.0792890550826691	0.0112499669940537	0.0127132226525229	0	0.0199866752170453	0.0170718667612498	0.00553621770582209	0.00513011555181354	0.0209486874048191	0.0102330474179614	0.009847581195621	0.00805550034328808	0.00670841035481033	0.0130029849402913	0.0278795716773531	0.0323867289145983	0.00147309340786308	0.0202342720291169	0.0139413416925691	0.0141831242520448	0.0203657919327679	0.0133970095900475	0.0021057620692364	0.0168636376822285	0.015063604129449	0.0260869828474666	0.14005833194605	0.0246289906502582	0.0256564469517417	0.0154549201351047	0.0143446701161876	0.00596674643238654	0.0031410641240936	0.0121968513397924	0.015839996354249	0.0130723726381867	0.0116158752773373	0.014657076834168	0.0139977941531427	0.0223079016760605	0.0242981000799122	0.00598528674385804
OM4_C_2B_1	0.00132651007655033	0.000290408484878326	0.000618792341364529	0.125785249187752	0.170900435057108	0.127398654314286	0.0220978752925001	0.0141837219788688	0.00652013487025184	0.00920535966689395	0.0100586107817375	0.020336394811122	0.00355232092371498	0.00592437441504137	0.0593360108800103	0.00873743372295961	0.00727413457376762	0.0199866752170453	0	0.00291517461692924	0.0144510498884002	0.0148571241435254	0.000962160178286358	0.00975436493920239	0.0101398315843365	0.011931885552403	0.0266937502349856	0.00698435993635458	0.00789450664541017	0.0124029857160174	0.0185137842113836	0.000247633615528702	0.00604595472457581	0.00580415758399828	0.00037917343132244	0.00659031651321765	0.0178811924909699	0.00312342511149572	0.00492361736150331	0.00610147316012697	0.120189715945505	0.00464315344911351	0.0056708373613394	0.00453227088970817	0.00564260149955653	0.0140205480587797	0.0231271987738807	0.00779052483303529	0.0041471625014223	0.00691496909798434	0.0083715175206772	0.00533017393119049	0.00598949893631033	0.00232160644388607	0.00431219282146638	0.01400200884367
OM4_C_2B_2	0.00424167872098201	0.00320558211314726	0.00229638378531926	0.128683947071324	0.173785549338076	0.130296936615106	0.019183156100241	0.0112687183545726	0.00943524434983444	0.00629024683745926	0.0129736474565509	0.0232510719363171	0.00646747118026735	0.00300921878982692	0.0622473588352382	0.00582231337700184	0.00435899375802654	0.0170718667612498	0.00291517461692924	0	0.0115360536449156	0.0119421394082684	0.00387733083465473	0.00683926152929146	0.00722473517577631	0.00901682590043151	0.0237792592900501	0.00406921561210957	0.0108095909656094	0.0153179597233504	0.0155989192633031	0.00316280740089392	0.00313080027339276	0.00288900082897553	0.00329434672178858	0.00367516770682797	0.0149663047355576	0.00020825118636097	0.00200845327374446	0.00901658951525508	0.123089815180135	0.00755829087434761	0.00858596040411804	0.00161710407498558	0.00272744327496206	0.0111055400054891	0.0202125266531058	0.00487539071607689	0.00123199332250555	0.0039998239602798	0.00545639162479711	0.00241501302300242	0.00307434393602552	0.00523676816209732	0.00722733440489133	0.0110870002908269
OM4_C_2B_3	0.0157774492008097	0.0147414357042539	0.0138323028918465	0.14014713470116	0.185192515347137	0.141758388686786	0.00764773123573161	0.000267348144538538	0.0209704630363378	0.00524594721709435	0.0245083617189924	0.0347837358252582	0.0180030327356132	0.00852694384347174	0.0737644868382389	0.00571388178906554	0.0071771928680889	0.00553621770582209	0.0144510498884002	0.0115360536449156	0	0.00040610646401933	0.0154131315664039	0.00469692884406391	0.00431145107805854	0.00251932454849113	0.0122444568964868	0.00746696716550628	0.0223446260582829	0.0268522827402568	0.00406313670752001	0.0146986642297417	0.0084053651539102	0.00864715891853821	0.0148301935449941	0.0078610086945268	0.00343047060793022	0.0113278124633854	0.0095276816071654	0.0205518610107568	0.134558865280705	0.0190937349336272	0.0201212846985186	0.00991901764925904	0.00880871240169077	0.000430534038269001	0.00867722516055353	0.00666080100124648	0.0103041141913504	0.00753635779002005	0.00607980311233359	0.0091211341544006	0.00846182020944873	0.0167724503570269	0.0187628151611628	0.000449074595648381
OM4_C_2D_1	0.0161835173881473	0.0151475086753526	0.0142383797998903	0.140550431450552	0.185593761144015	0.14216162168973	0.00724163318675232	0.000673454581416389	0.0213765024895067	0.00565204920991135	0.0249143770770834	0.0351896606246461	0.0184090895776029	0.00893303884252347	0.0741697956548845	0.00611998298128181	0.00758329113377235	0.00513011555181354	0.0148571241435254	0.0119421394082684	0.00040610646401933	0	0.015819201472045	0.00510303169252877	0.00471755447327002	0.00292542989931837	0.0118383725192465	0.00787306477571595	0.0227506565862221	0.0272582801288197	0.00365703249645295	0.0151047373915281	0.00881146046947178	0.00905325360028911	0.0152362661186503	0.0082671053732028	0.00302436571641721	0.0117338989525375	0.00993377383360581	0.0209579030731128	0.134962377638187	0.0194997856841584	0.0205273293912165	0.0103251087103892	0.00921480665024966	0.000836640447816636	0.00827112960849595	0.00706690037279201	0.0107102040612908	0.00794245523955222	0.00648590363280664	0.00952722754318568	0.00886791537858957	0.0171785136522459	0.0191688677967269	0.000855181001602193
OM4_C_2D_2	0.00036435006715266	0.000671751761666287	0.00158095217724367	0.124828360460866	0.169947974428056	0.126441900718196	0.0230598551562737	0.0151458064558021	0.00555798733300646	0.0101674869468211	0.00909648246828781	0.0193743712216346	0.00259016395945182	0.0068865202764145	0.0583750335439447	0.00969956411925106	0.00823627371372524	0.0209486874048191	0.000962160178286358	0.00387733083465473	0.0154131315664039	0.015819201472045	0	0.0107164883645978	0.0111019521754247	0.012893991578463	0.0276556485388819	0.00794650062791228	0.00693236554537721	0.0114408749031689	0.019475817042224	0.00071452662449254	0.00700810003325977	0.00676630398154795	0.000582986824273467	0.00755245921937437	0.0188432337075533	0.00408558081787987	0.00588576737543821	0.00513932392225099	0.119232371781066	0.0036809992379997	0.00470868650115549	0.00549442233535332	0.00660474860162741	0.0149826342189967	0.0240891617065182	0.00875266106062416	0.00510931525054365	0.00787711015226365	0.00933365024571862	0.00629232234340028	0.0069516445029332	0.0013594473687108	0.0033500376875034	0.0149640951939298
OM4_C_2D_3	0.0110808226321678	0.0100447630227622	0.0091355927639143	0.135481490604501	0.180550237191249	0.137093468761188	0.0123444946774654	0.00442958276464393	0.0162741226325245	0.000549023381684443	0.0198122685652778	0.0300885989271545	0.0133065175935591	0.00383007169014776	0.0690761319753033	0.00101696304750201	0.00248029494802094	0.0102330474179614	0.00975436493920239	0.00683926152929146	0.00469692884406391	0.00510303169252877	0.0107164883645978	0	0.000385480657660498	0.00217761385079023	0.0169410213169727	0.00277007424698545	0.0176483766719125	0.0221563766097068	0.00876000332347366	0.0100019897232364	0.00370849042197092	0.00395028936497284	0.0101335246706375	0.00316412304249713	0.00812735072566794	0.0066310138063783	0.00483083261414805	0.0158554941497136	0.129890773175783	0.0143972805474152	0.0154248912422663	0.00522217865108805	0.00411184642037903	0.00426639800880312	0.0133739505623016	0.00196389488757078	0.00560728554298196	0.00283946611220933	0.00138288888261556	0.00442427533643863	0.00376494666855925	0.0120758715205878	0.0140663419148307	0.00424785757481521
OM4_C_2E_1	0.0114662853020311	0.010430228839744	0.00952106109475146	0.135864484704592	0.180931338241953	0.137476404336503	0.0119590351933548	0.0040441046645243	0.0166595650102591	0.000934503966390457	0.0201976928251979	0.0304739510112767	0.0136919724875604	0.00421555005315443	0.0694609511446498	0.00140244350225473	0.00286577459479096	0.009847581195621	0.0101398315843365	0.00722473517577631	0.00431145107805854	0.00471755447327002	0.0111019521754247	0.000385480657660498	0	0.00179213374952465	0.0165555809942205	0.00315555366164681	0.0180338124244294	0.0225417869600782	0.00837453316576791	0.0103874556636738	0.00409396892178857	0.00433576758863914	0.0105189902297821	0.00354960210344473	0.00774187907044888	0.00701648786156676	0.00521630969243445	0.0162409384414727	0.130273965020423	0.0147827311258894	0.0158103374519932	0.00560765514994213	0.00449732445029693	0.00388091971487528	0.0129884948335697	0.00234937488892182	0.00599276142949092	0.00322494546779142	0.00176836919238388	0.00480975297080055	0.00415042510537128	0.0124613308851251	0.0144517938376773	0.00386237925934758
