	OM4_B_B	OM4_C_1A	OM4_C_1C	OM4_C_1D	OM4_C_1E	OM4_C_1F	OM4_C_1G	OM4_C_1H	OM4_C_2A	OM4_C_2B	OM4_C_2C	OM4_C_2D	OM4_C_2E	OM4_C_2F	OM4_C_2G	OM4_C_3A	OM4_C_3B	OM4_C_3C	OM4_C_3D	OM4_C_3E	OM4_C_3F	OM4_C_3G	OM4_C_3H	OM4_H_4A	OM4_H_4B	OM4_H_4E	OM4_H_4F
OM4_B_B	0	0.0109832764980623	0.0169819180865834	0.0150684717982406	0.00152959992261638	0.0148184163899158	0.00408027876660837	0.00863007559930276	0.0110845832977555	0.01927305749832	0.00413700343675978	0.0110173880053157	0.00235918772617733	0.00596061419227983	0.00432141193046135	0.0042127021722323	0.00203065257994929	0.0173340103426746	0.0141013612571481	0.00119895175000492	0.0039833236863302	0.00660248718300761	0.0106821547259216	0.00899831164896971	0.0111559392503105	0.0197072720267686	NA
OM4_C_1A	0.0109832764980623	0	0.00691147958135839	0.00410520425156663	0.00946984502417767	0.00719498574744319	0.0145029126976457	0.00561055907088702	0.0081425080509457	0.0084422250084966	0.0150347304501475	0.00688990365907719	0.00870637210959693	0.013360972136883	0.00784251783087922	0.00677087552213205	0.0120882299420475	0.0063613427994524	0.00344060805267622	0.0100920564229803	0.0144323202615092	0.00447604354686372	0.0171742368424173	0.00763038000247427	0.0121015967845687	0.00906313741904852	NA
OM4_C_1C	0.0169819180865834	0.00691147958135839	0	0.00401174541478869	0.0155761249807805	0.00423384687608796	0.0198595103490073	0.00899875890143304	0.0145010145658573	0.00344899551372715	0.0207225460684561	0.00793737435665559	0.0146236711136104	0.0175407308248888	0.0130239125468891	0.0129513492120769	0.0184277924758566	0.00475673358075076	0.00636413120359785	0.0159075457855073	0.0207602604632636	0.0110499815881438	0.0201311889402205	0.0101118379157625	0.0133682976144572	0.00807843114689645	NA
OM4_C_1D	0.0150684717982406	0.00410520425156663	0.00401174541478869	0	0.0135623760563824	0.00668338605464879	0.0184842097842434	0.00854880556600154	0.0106793563522671	0.00441192528713992	0.0190873601355225	0.00869137187245282	0.0127674316528975	0.0169631839716156	0.0116934503694815	0.0108599306963708	0.0161909897593829	0.00244308863653241	0.00236158999245558	0.0141440082453912	0.0185334482706577	0.00857892934807001	0.0203489012109413	0.0102775452197599	0.0143772290501614	0.00575477862041432	NA
OM4_C_1E	0.00152959992261638	0.00946984502417767	0.0155761249807805	0.0135623760563824	0	0.0135992986201092	0.00548099813594898	0.00748497433860629	0.00988097863519126	0.0177929511769968	0.0056605876476674	0.00997827356666874	0.00108405035238289	0.00658514940665232	0.00336046695384866	0.00270343560844916	0.00294643135027334	0.0158146784364913	0.0125722106471284	0.00114087391736902	0.00521366029499161	0.00507363655551618	0.011357652118828	0.00812803963985412	0.0108339483949819	0.0181788839132499	NA
OM4_C_1F	0.0148184163899158	0.00719498574744319	0.00423384687608796	0.00668338605464879	0.0135992986201092	0	0.0170619703607506	0.0062123485342961	0.0153295100675036	0.0076827711587702	0.0181341218383186	0.00428716729070444	0.0125444500792144	0.0141842041900997	0.0105476011631833	0.0112670575394787	0.016544718360178	0.00842748942161314	0.00855564616452774	0.0136492893388842	0.0187756207969813	0.0100273247317445	0.0162453003459927	0.00663920222486826	0.00926679980036308	0.0119385657237519	NA
OM4_C_1G	0.00408027876660837	0.0145029126976457	0.0198595103490073	0.0184842097842434	0.00548099813594898	0.0170619703607506	0	0.0109579930994551	0.0151362490784021	0.0224847708694473	0.00155130614582319	0.0128825371600881	0.00590607193976858	0.00420068939604207	0.00686890689617896	0.00790571100466193	0.00476701232655153	0.0208433761962088	0.0177881508982762	0.00453643106503699	0.00463985835717538	0.0103567298518901	0.0079823273743696	0.0105714248544849	0.0110768485281358	0.0234463891073851	NA
OM4_C_1H	0.00863007559930276	0.00561055907088702	0.00899875890143304	0.00854880556600154	0.00748497433860629	0.0062123485342961	0.0109579930994551	0	0.0119756189914763	0.0119254257193973	0.0119571065118562	0.00260827993138289	0.00640918393601617	0.00860148671532452	0.00433691573974509	0.00544210339924123	0.0104225010130827	0.0109839297080075	0.00888867411926563	0.00745032453095842	0.012604502563458	0.00514444492953565	0.0118090752105104	0.00205494459708845	0.00656009074994353	0.0142082834902941	NA
OM4_C_2A	0.0110845832977555	0.0081425080509457	0.0145010145658573	0.0106793563522671	0.00988097863519126	0.0153295100675036	0.0151362490784021	0.0119756189914763	0	0.0147379497135349	0.0148214990650125	0.0141775148185336	0.00998825964115767	0.0162512605072755	0.0110471110824005	0.00850796641126667	0.0107512547929052	0.011707186885477	0.00841193224698493	0.0110060004376087	0.0125245475440952	0.00705405252594333	0.0209320771673318	0.0138817119754576	0.0181695759188402	0.012163760168178	NA
OM4_C_2B	0.01927305749832	0.0084422250084966	0.00344899551372715	0.00441192528713992	0.0177929511769968	0.0076827711587702	0.0224847708694473	0.0119254257193973	0.0147379497135349	0	0.0232042670338619	0.0112232553353069	0.0169356930697309	0.0205252170307488	0.0156215561145249	0.0150959677817033	0.0205018806506891	0.00313401886268884	0.00637215435311214	0.018286548595803	0.0228488707720296	0.0129053721472259	0.0233918438560947	0.0132782483295111	0.016761196508092	0.00538248123144658	NA
