	OM4_B_B_1	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_1	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_1	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1D_1	OM4_C_1D_2	OM4_C_1D_3	OM4_C_1E_1	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1F_3	OM4_C_1G_1	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_1	OM4_C_1H_2	OM4_C_1H_3	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2B_2	OM4_C_2B_3	OM4_C_2C_1	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_3	OM4_C_2E_1	OM4_C_2E_2	OM4_C_2E_3	OM4_C_2F_1	OM4_C_2F_2	OM4_C_2F_3	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_2	OM4_C_3A_3	OM4_C_3B_1	OM4_C_3B_2	OM4_C_3B_3	OM4_C_3C_1	OM4_C_3C_3	OM4_C_3D_1	OM4_C_3D_2	OM4_C_3D_3	OM4_C_3E_2	OM4_C_3E_3	OM4_C_3F_1	OM4_C_3F_3	OM4_C_3G_1	OM4_C_3G_2	OM4_C_3G_3	OM4_C_3H_1	OM4_C_3H_2	OM4_H_4A_1	OM4_H_4A_3	OM4_H_4B_3	OM4_H_4E_1	OM4_H_4E_2	OM4_H_4E_3	OM4_H_4F_2	OM4_H_4F_3
OM4_C_1D_2	0.0296349449118306	0.0148804572644556	0.0182536236373721	0.0366730797157162	0.0273837470316682	0.0408523762802847	0.0179956411369594	0.0179305574686945	0.0324428471563793	0.00350756348298991	0	0.0124160765929002	0.0123335496959288	0.00672091187240251	0.0253545868160085	0.0378829124877003	0.0236961887346236	0.0328956182323288	0.0422383583540656	0.030341236791787	0.052823383265268	0.00918271268404071	0.00947782626973987	0.0137261416633826	0.0254331327773703	0.0126181700015938	0.0288777796897622	0.0262327583297387	0.0393637654110027	0.0528940882168582	0.030605620197743	0.0188145857541617	0.0386268736197613	0.0150573248406306	0.00819980699014062	0.0175738403083667	0.0183554536478312	0.00587655002419243	0.0488334381716973	0.0404602204344448	0.025250834347291	0.0175440467931298	0.0192454563790415	0.0172283680207636	0.0354304292780697	0.0562716355878875	0.0306019028167873	0.00985700827897149	0.0165281125272262	0.0130738728444869	0.0306962655107466	0.0228953167655991	0.0439678935301823	0.033259759654034	0.0455602599398056	0.0211668054996484	0.0293343769719631	0.0291074013966973	0.0383165272681386	0.0284341642580102	0.0444373458971241	0.0461241979905139	0.0316405106240655	0.036668907696507	0.0140770884619078	0.0281825943093358	0.0291510563121705	0.0154406014624814	0.0132917516584531	0.0361206246419986	0.0463679310462848	0.034414663131535
OM4_C_1D_3	0.0413442965828449	0.0264416143812969	0.0302390795694455	0.048783276867636	0.0392445458077606	0.0528498680952925	0.0294895640799996	0.0298819543510941	0.0444070416501377	0.0157515777170789	0.0124160765929002	0	0.0236063101808678	0.0057853659311653	0.0371601305802169	0.0499431974584429	0.0355875060652635	0.0448545143596261	0.054408964715666	0.0424976701601127	0.0646509898068246	0.0193594214809493	0.0214952235908838	0.00309161984457754	0.0373421310764764	0.0246048176603886	0.0409283649701059	0.0381290789676993	0.0513173914255723	0.064965440781516	0.0426535544629302	0.0308718151500611	0.0505096812734212	0.00612405256008091	0.00422629769723589	0.00906840471272938	0.0060131956282358	0.0080058080159708	0.0610445021867136	0.0525053929719456	0.037286606708881	0.0297980084087471	0.0308276682621783	0.0292765558695505	0.0476034328544016	0.068389160401299	0.0427184025137194	0.00421671000255108	0.00570747857200573	0.00302653863282927	0.0426359260502971	0.0348956292497163	0.0561150746935562	0.0451953709272798	0.0575771370664631	0.0331239963263917	0.0413729057209608	0.0411646725129735	0.0502961183231492	0.0407036763448108	0.0565779442789356	0.0582873195291914	0.0437172244199492	0.0487704449235213	0.0263596207799781	0.0393655602814383	0.0412148654481901	0.0273506375942026	0.0250961459899349	0.048301613140556	0.0584923861679363	0.0462738179408079
OM4_C_1E_1	0.0178227351548264	0.00321230913169896	0.00716567179423127	0.0255270660554611	0.015738641767728	0.0294387370981721	0.00589297569269571	0.00769353107570805	0.0211026136455696	0.0106803762234401	0.0123335496959288	0.0236063101808678	0	0.017975354898397	0.0136367804959186	0.0266560986311016	0.0122276041390065	0.021396018475701	0.0312866460067045	0.0196361110246567	0.0412184662557657	0.0112136804474758	0.00808020626439886	0.0253976400762356	0.0141288595007648	0.00429085320629307	0.0176521783053461	0.0148747314484296	0.0282954480492272	0.0415657133364201	0.019619951785767	0.0081398569871739	0.0273516197497477	0.026492692215293	0.019600022259305	0.0288687052346258	0.0294911942108988	0.0160457011864601	0.0378849266105967	0.0291132599327386	0.0140166199526787	0.00816080220435769	0.00727701992541197	0.00736917112400091	0.0246867786802872	0.0450809008396694	0.0200682804939114	0.0218809527787127	0.0284380047022865	0.0233137437629116	0.0191900926972321	0.0117321892200905	0.0329030743716913	0.021713116447845	0.0341702775406872	0.00987698386510136	0.0184495422174482	0.0180368171416305	0.0268391073992329	0.0185499828039339	0.0332940589525038	0.0353982412941022	0.0210937798296012	0.0257874914309739	0.0095235080415819	0.0163483982278674	0.0180810653066839	0.00512951033568541	0.00279330539655166	0.0252217332650206	0.0354806581619616	0.0230176015156391
OM4_C_1E_2	0.0356959780972932	0.0207957444106237	0.0245024626673567	0.0430240672365357	0.0335391577547702	0.0471108003368268	0.0238379630353153	0.0242225176048321	0.0386630039901391	0.010128080555479	0.00672091187240251	0.0057853659311653	0.017975354898397	0	0.0314567391585068	0.0441879292732768	0.0298912133877981	0.0391295166296475	0.0486805232905136	0.0367851669751785	0.0589471140216206	0.0144298728627912	0.0158053186145337	0.0076667314290111	0.0316006460381828	0.0189249247293292	0.035200091948942	0.0323910730030438	0.0455754040996523	0.0592282398741022	0.0368912705162213	0.0251513465947071	0.0447805378558161	0.00974212698833182	0.0016332576039123	0.012661609982143	0.0117884362999593	0.0028767871032415	0.0552897752981616	0.0467628064412774	0.0315453533457945	0.024014795044343	0.0251782133160502	0.0235046316417323	0.0418280403981281	0.0626350138018339	0.0369484447971174	0.00458681981989248	0.010533854718628	0.00662325784713822	0.0369069016213766	0.0291815905525732	0.0503505742908978	0.0394772107189282	0.0518367149218456	0.027380964266767	0.035610820133816	0.0354572228504888	0.0445667391743147	0.035001078048042	0.050830776181876	0.0525169575679064	0.0380592045284858	0.0430800488347746	0.0206790969653121	0.0337882559938732	0.0354523572373723	0.0215931028963206	0.0193558063382334	0.0425301800243907	0.0527260308015943	0.0405475293997184
OM4_C_1E_3	0.00488197523226212	0.0109139160761107	0.00719171593634414	0.0120395326603187	0.00221157613468376	0.0158259889995548	0.00779410651045802	0.00877578862428261	0.0077255350078347	0.0228383469278827	0.0253545868160085	0.0371601305802169	0.0136367804959186	0.0314567391585068	0	0.0131409436261348	0.00270146035351128	0.0077827096207748	0.0180065355538149	0.00759293224807962	0.0277070104488161	0.0218272646397992	0.0178107505448058	0.0388352415000858	0.00263828477126492	0.0133169897454902	0.0046683787137811	0.00271068226867652	0.0151928521169342	0.0279490179202748	0.00685804659450458	0.00717993561554386	0.0141606395219684	0.0397850062819432	0.0330782011512774	0.0419911894482421	0.043079472024535	0.0295023784823487	0.0244104783965376	0.0155009143899364	0.00211589527645567	0.008928959079102	0.00655170412954784	0.00903815988176792	0.0116753387262297	0.0314786012202381	0.00807736715457639	0.0351542705092194	0.0417773381326103	0.0369399282466226	0.00558442965468533	0.00365316441902824	0.0193864308203961	0.00809852271679426	0.0205513186182218	0.00433762827159369	0.00617576362899718	0.00567202778526588	0.0132076964133064	0.00839160174483508	0.0197593916036476	0.0221589486754378	0.00960171804017811	0.0130207706648612	0.0146754156625778	0.00624507988521383	0.00521190035737694	0.010268810454253	0.0121718811138842	0.0119452845699828	0.022141950402046	0.00981745809356943
OM4_C_1F_1	0.0103704361519344	0.0239472335398777	0.0198554840873972	0.00162050743132504	0.0112003109265056	0.00319474030017735	0.0208785542666974	0.0210558374014456	0.00566161940159184	0.0350404984037296	0.0378829124877003	0.0499431974584429	0.0266560986311016	0.0441879292732768	0.0131409436261348	0	0.0149636408818198	0.00571695975162859	0.00722107145412969	0.00969031662447171	0.0152449890876968	0.0340202685775035	0.0294465893401594	0.0515407585776474	0.0126901195298411	0.0259168096580499	0.00972368602295816	0.011924244729065	0.00397922907702402	0.0152760093620168	0.00750333872733691	0.019537254127257	0.00357891856798784	0.0525038829230708	0.0457986247663142	0.0546487469442082	0.0559112232196093	0.04220993162908	0.0118358969867037	0.0030756931077843	0.0128731537155296	0.0204445335056407	0.0196726540381423	0.0208312095756883	0.00354074827729627	0.0185067710282978	0.00809567427137916	0.0477255393317356	0.0542939807731068	0.0499021820925404	0.00758483782766234	0.0155985019404025	0.00633163370266492	0.00559860958430162	0.00774326274477117	0.0168726378801511	0.00888653668578517	0.0102519894298959	0.00232791672562292	0.0122368960124081	0.00738143239915931	0.00923577317077795	0.0105932012706338	0.00738154441913312	0.0253205779456257	0.0130414710241255	0.00876025709010673	0.0226408985002428	0.0248734536958956	0.00258269618742797	0.00910551477909925	0.004670704069414
OM4_C_1F_2	0.00605068740405721	0.00923009834488651	0.00554579163448512	0.0136944928216895	0.00397009791826865	0.0176416317242271	0.00667547910995057	0.00638274583296595	0.00983233884280654	0.0211612273418812	0.0236961887346236	0.0355875060652635	0.0122276041390065	0.0298912133877981	0.00270146035351128	0.0149636408818198	0	0.00947413859333823	0.0190861322454101	0.00766736750469971	0.0296946346167519	0.0195084846069513	0.0165284367346699	0.037125759289917	0.0046074041116495	0.011307593194126	0.00550651397135722	0.00494789648204478	0.0173387021781155	0.0295258677591256	0.00885870580950021	0.00504774590429476	0.0163797777236325	0.0379042633639389	0.0314967386380803	0.0400103420053165	0.0414782515664811	0.0281017286789328	0.0257777816671899	0.0171723049293796	0.00250165053616057	0.00766695812233249	0.00510990923440875	0.00819190688920797	0.0133874044640336	0.0331361971431081	0.00986234169326965	0.0334444020444881	0.0401829371836994	0.0353542450748696	0.00749620305599349	0.00123420654710674	0.0210428153529958	0.00977628164764938	0.022322400679786	0.00347765497071607	0.00816625977688283	0.00587460793673015	0.0149256736963211	0.00765738414302088	0.0211902852720875	0.0239516008977417	0.00933185884620568	0.0136233598410616	0.0133016609480088	0.00878186450201007	0.00707779918429268	0.00921415541193915	0.0108526338820996	0.0135170899459429	0.0239820637272856	0.0121140439202621
OM4_C_1F_3	0.00471100979637187	0.0185792566428743	0.0146689462763127	0.00458879441912274	0.00568186826523425	0.00817556300114556	0.0155713719008049	0.0157059095256833	0.00275393343774369	0.0301987812304562	0.0328956182323288	0.0448545143596261	0.021396018475701	0.0391295166296475	0.0077827096207748	0.00571695975162859	0.00947413859333823	0	0.0105153881091743	0.00542291911339681	0.020270754256201	0.0287753362040863	0.0249422656787575	0.0464501400719705	0.00802447935190094	0.0206799341857706	0.00440090996723627	0.00727593037160029	0.00873742910434539	0.0201788149138049	0.00459227967202119	0.0142931212987591	0.00772138278981453	0.0473134706107459	0.0407438145978661	0.0494311438403201	0.050781991743964	0.0372104143909739	0.0166875681626389	0.00774969162083732	0.00766727182245596	0.0157796219106152	0.0142424857006384	0.0161831078962099	0.00560262662917032	0.0237394691037877	0.00621558486234246	0.0427125934255546	0.0493693824507927	0.0446735033656314	0.00233949546776859	0.0102333335960342	0.0117476297886439	0.000490979535477311	0.0128590250363471	0.0117823698928795	0.00571387355380731	0.00509570381994411	0.00546751188280344	0.00835153494336227	0.0120036077028654	0.0149283637283819	0.00689445055003801	0.00672995368283727	0.021078762987746	0.00917973439734364	0.00469151042839614	0.0177707874366078	0.0198247242761814	0.00502265984686786	0.0148121584863619	0.00442686300882291
OM4_C_1G_1	0.0142051749873938	0.0282826540856981	0.0243062322065381	0.0071878053090257	0.0158299161519144	0.00599471361877604	0.0256313047538222	0.0246767501845829	0.0118747533167714	0.0393438075685371	0.0422383583540656	0.054408964715666	0.0312866460067045	0.0486805232905136	0.0180065355538149	0.00722107145412969	0.0190861322454101	0.0105153881091743	0	0.0119890960954164	0.014096494377213	0.0370914568190933	0.0342204883414917	0.055753758692908	0.0181920702832623	0.0298714113833166	0.0136488799900762	0.0174932591908215	0.0100105444067272	0.0114041138675578	0.0135529996151765	0.0235659739021396	0.0101584104488986	0.0563477453364942	0.0502624706781429	0.0582423371061882	0.0603064535903176	0.0469633911201983	0.00710631585635992	0.00496243726134166	0.0173743036115672	0.0250756132251017	0.0241501987604285	0.0258722253048302	0.00938843210666588	0.0150678537622797	0.0140825934213232	0.051953453698236	0.0587242803887656	0.0542987979296334	0.0127563556757502	0.0196113827380646	0.00546093443388986	0.0102585784619625	0.0067057249417972	0.0216703754858134	0.0148900645766304	0.013334147807495	0.00639332279966856	0.0142588414093562	0.00345706831573881	0.00937498054451348	0.0113201804932536	0.00605059423093303	0.0297139166221126	0.0193488165297903	0.0142924609402404	0.0276090183157113	0.0296437744812087	0.00773071147043275	0.00923315508958787	0.0116638682928909
OM4_C_1G_2	0.00554810916719431	0.0165578030125269	0.0126237348409016	0.00810581684184433	0.0058224098803237	0.0121357846878163	0.0142982749604803	0.0127240107027406	0.00701982526667786	0.0275058341412742	0.030341236791787	0.0424976701601127	0.0196361110246567	0.0367851669751785	0.00759293224807962	0.00969031662447171	0.00766736750469971	0.00542291911339681	0.0119890960954164	0	0.0242685865761721	0.0251973046356946	0.0227201748566348	0.0438003294205185	0.00833682669388504	0.01791772364536	0.00315887627746411	0.00795935470259306	0.0130379308707978	0.0230663724910333	0.00701189502014908	0.0116974969695718	0.0124135865124844	0.0443751826267133	0.0383573116542217	0.0462917581370327	0.0483770851654152	0.0351627204802318	0.0188806439419973	0.011308318498324	0.00628701357362422	0.0135883176649887	0.0127399006968899	0.014607484746282	0.00846539274310163	0.0266802500946223	0.00790868237833514	0.0400195002113994	0.0468323431311546	0.0423996859218025	0.00535028628497176	0.00792612485981863	0.014817393972231	0.00564383028529572	0.0164282584095806	0.0103860412054798	0.00746508348214465	0.0020669852962704	0.00951573785408053	0.00325117045357859	0.0145586311743481	0.0180316317057204	0.00250937779636948	0.0063702527063418	0.0184041076121352	0.0121170150455282	0.00602786024447716	0.0161682686732349	0.0180136744027995	0.00783955397032336	0.018135010198196	0.0093145204069143
OM4_C_1G_3	0.0242242244645031	0.0386069764142711	0.0347546449485446	0.0166561383660687	0.0257806341163655	0.0122705244461985	0.035352456560516	0.035971157456971	0.0204185795493613	0.0500904816952926	0.052823383265268	0.0646509898068246	0.0412184662557657	0.0589471140216206	0.0277070104488161	0.0152449890876968	0.0296946346167519	0.020270754256201	0.014096494377213	0.0242685865761721	0	0.049017379062015	0.0444031004619687	0.0664023525262939	0.0274135961532295	0.0408817038732121	0.0245894008333156	0.0266138429733548	0.0140920524130934	0.00592642407826842	0.0224064176144901	0.0345163224960959	0.0144922460833312	0.0674310321103469	0.0605707929282187	0.0696150505943019	0.0705876795577115	0.0568329024370647	0.00934498681649527	0.012985106240745	0.0278317957277166	0.0355323115075669	0.0341922343138253	0.0357228726469621	0.0181849666692755	0.00678935969366633	0.0228526461658694	0.0626594425670949	0.0691440397583248	0.0644638218576824	0.0222898375946811	0.0304916870125475	0.0102931598713451	0.0199630072507328	0.00795757587513732	0.0317264643824304	0.0237179823367661	0.0249231921822155	0.0149360026717578	0.026950964824474	0.0107415659882926	0.00978036969001043	0.0243082982431776	0.0193078322600304	0.0404408338749356	0.025848387843808	0.02379093341313	0.0374402161005048	0.0396380653581901	0.0174781299452132	0.00879959372339078	0.0184919145809888
OM4_C_1H_1	0.0252017814954875	0.011974935065545	0.0150083056878224	0.032606550292988	0.0234710564073116	0.036815030913327	0.015474410743277	0.0131333244675885	0.0290174437551254	0.00817109174820639	0.00918271268404071	0.0193594214809493	0.0112136804474758	0.0144298728627912	0.0218272646397992	0.0340202685775035	0.0195084846069513	0.0287753362040863	0.0370914568190933	0.0251973046356946	0.049017379062015	0	0.011407001955257	0.019862195872585	0.0225822798899189	0.00891902721008628	0.0244438783548481	0.0233109388125385	0.0362945536800717	0.0482396198000983	0.0274510613803778	0.0147560766432309	0.0355385286529471	0.0196885652738172	0.0156484584868988	0.0212842611704783	0.0246894206336073	0.0143460136413551	0.0440101799253305	0.0361998067313681	0.0213716759691675	0.0150784449365212	0.0159544024118269	0.0156571172465857	0.0318377135058728	0.0518450020778771	0.0276726515121648	0.0164419607401381	0.0233933339760057	0.0193039137423507	0.0268780910800106	0.0186230932812937	0.039786971257036	0.0290888174354059	0.0413935615882576	0.0180833384803226	0.0264027136283531	0.0242119705912688	0.0341091208345867	0.0230856076442544	0.0397456619963295	0.0424675088089116	0.0258974051596796	0.03120067229139	0.0129130942401643	0.0262799217310886	0.0257748238735297	0.0141411539422385	0.0121399101067329	0.0321227363299875	0.0426931703331651	0.0313182102743374
OM4_C_1H_2	0.0224522387453822	0.00962687087118089	0.0111074009550095	0.0283045528153005	0.0197946438103563	0.0325349931316038	0.0116473851535062	0.0118508849689587	0.0241023222271007	0.00641593427652682	0.00947782626973987	0.0214952235908838	0.00808020626439886	0.0158053186145337	0.0178107505448058	0.0294465893401594	0.0165284367346699	0.0249422656787575	0.0342204883414917	0.0227201748566348	0.0444031004619687	0.011407001955257	0	0.0229278292363468	0.017260119118036	0.0077373391128073	0.0211373421391509	0.0180668890473354	0.0306049105171127	0.0445880360448521	0.0220350831908457	0.0118863599083711	0.0300113296760653	0.0243987085716743	0.0173039548430014	0.0268275085656545	0.02746856548646	0.0140505721220448	0.040474072733783	0.0322011177635136	0.0174681408373367	0.00923212361273064	0.0128813015610333	0.00887732576549854	0.0267234048234266	0.0477432913025923	0.0217655750121927	0.0189392193078202	0.0251813899735943	0.0222571301036809	0.0227080157925594	0.0156380178579481	0.0354364969976335	0.0253583137374224	0.0371850524164591	0.0134915263247503	0.020705211486264	0.0215946167953534	0.0301870887980637	0.0208105454599927	0.0361820037425781	0.0372431300122332	0.0244066224340583	0.0290654845535714	0.00530235640095704	0.0205621706203485	0.020756849826357	0.00779866807083695	0.00683873756689614	0.027612813486838	0.0375508674575184	0.0259806820511077
OM4_C_1H_3	0.0429545653023332	0.0280736868793	0.0317934570472339	0.050326126982838	0.0408693809930112	0.0544704757840511	0.031259246994921	0.0312104952615806	0.0460766441054078	0.0168807712244032	0.0137261416633826	0.00309161984457754	0.0253976400762356	0.0076667314290111	0.0388352415000858	0.0515407585776474	0.037125759289917	0.0464501400719705	0.055753758692908	0.0438003294205185	0.0664023525262939	0.019862195872585	0.0229278292363468	0	0.0390455262401033	0.0259478842958923	0.0424117668016776	0.0398380777055832	0.0530296592940344	0.0664872842503783	0.0442893455289239	0.032299438236726	0.0522607945430879	0.00347920034063828	0.00607357402206432	0.00630085640206489	0.00524402754991175	0.0102984506849375	0.0624401352459029	0.0540722140481126	0.0388284871817252	0.0312614951358266	0.0325103729649321	0.0309095706166492	0.0491392462067263	0.0699204522054189	0.0443108877134265	0.00409736483797564	0.00424202359099705	0.00501707934178727	0.044266594592718	0.036371734918606	0.0576389609388122	0.046795431701223	0.0591840820678833	0.0347484526133563	0.0430206262806276	0.0425644281175561	0.0518949038551159	0.0418483804070482	0.0580363642110916	0.0598331863656303	0.0449225260087139	0.0500609821191599	0.0275384671863216	0.0413943244167706	0.0428216821527529	0.0290478136206427	0.0268001265377939	0.0498032225365401	0.0600719028551308	0.0480255017073575
OM4_C_2A_1	0.00662321156925999	0.0116876219935213	0.00765850148363781	0.011690097203083	0.00369411413879121	0.0155995544639755	0.00852463315964297	0.00981805725707514	0.00707967387470222	0.022765150442307	0.0254331327773703	0.0373421310764764	0.0141288595007648	0.0316006460381828	0.00263828477126492	0.0126901195298411	0.0046074041116495	0.00802447935190094	0.0181920702832623	0.00833682669388504	0.0274135961532295	0.0225822798899189	0.017260119118036	0.0390455262401033	0	0.0138864891876691	0.00546475728929572	0.000809132837146225	0.0141942159696088	0.027871202544307	0.00553905642874299	0.00792274591599747	0.0133067517229292	0.0401659213161675	0.0332203752875608	0.0424488288842402	0.0433140039514548	0.0295583050553123	0.024259242568029	0.015373948492859	0.0029308303449288	0.008441069000985	0.00767933171850044	0.00840595738826734	0.0107105643239577	0.0311895777403576	0.00632709953920269	0.0352791959518708	0.0417839444638657	0.0373063407170057	0.00569337505903885	0.00502711232861866	0.0189738357126791	0.00842813035740901	0.0203233153256716	0.00454532779067098	0.00445868642182188	0.0067786430958499	0.0132131679898893	0.00884924402307349	0.0196980599599887	0.0213122306706468	0.0106793224904942	0.013677380810565	0.0139335249058231	0.00576487917606167	0.0041231951012222	0.0100385426006366	0.0122750136456359	0.0113718472227641	0.0213774364457053	0.00901367379453201
OM4_C_2A_2	0.0172504057476557	0.00356096691533833	0.0062434921085308	0.024619468495725	0.0151747755859589	0.0287726453387181	0.00676589996287896	0.00531850730263402	0.0206228057800676	0.0102519320333647	0.0126181700015938	0.0246048176603886	0.00429085320629307	0.0189249247293292	0.0133169897454902	0.0259168096580499	0.011307593194126	0.0206799341857706	0.0298714113833166	0.01791772364536	0.0408817038732121	0.00891902721008628	0.0077373391128073	0.0259478842958923	0.0138864891876691	0	0.0165231712514133	0.014639311262249	0.0279026615571463	0.0406432670925415	0.0190275307156239	0.00640623097642375	0.0270856942781898	0.0266631049971194	0.0204897155288507	0.0287783560414484	0.0304728428221371	0.0174682115152583	0.0366289923410256	0.0282917673471203	0.0130744736206754	0.00673290528067782	0.00737463529388609	0.00706742067235121	0.0237537515305481	0.0441745746742822	0.0193329489858413	0.0222419214379142	0.0290775149202014	0.0245335991731996	0.0185997359932398	0.0104798778112316	0.0319549061719965	0.0210171463370249	0.0334591271327878	0.009356636637022	0.0179127356908009	0.0166267502754235	0.0261210178003097	0.0162624199222173	0.032182513338367	0.0345170675762086	0.0191486858586677	0.0241826987893544	0.00742091711881782	0.0174387385644375	0.0173877560105736	0.00553114269539908	0.00396760356003911	0.0241821190589611	0.0346865781080272	0.022801812212768
OM4_C_2A_3	0.00340006527344576	0.0146969757694915	0.0107201871515878	0.00833986206816269	0.00274267117159953	0.0123884525216486	0.0120133939776391	0.0114528089920038	0.00539437801081963	0.0261476622708584	0.0288777796897622	0.0409283649701059	0.0176521783053461	0.035200091948942	0.0046683787137811	0.00972368602295816	0.00550651397135722	0.00440090996723627	0.0136488799900762	0.00315887627746411	0.0245894008333156	0.0244438783548481	0.0211373421391509	0.0424117668016776	0.00546475728929572	0.0165231712514133	0	0.00501278115814948	0.0125616383442966	0.0241362239681129	0.00515565204383515	0.0101276148692292	0.0117007994414796	0.0431727647798714	0.0368005493865399	0.0452306339334061	0.0468435168654136	0.0334067910781366	0.0202862941049357	0.0118192062820722	0.00379667432672488	0.0119140283908185	0.0105574548124484	0.0125812290627566	0.00839428252287756	0.027718085181189	0.00648013905939839	0.0386586861302568	0.0453906010882762	0.040782693970229	0.00306281941313901	0.00607283209018277	0.0156217092242486	0.00473491407654458	0.0170094948450723	0.00809209183561813	0.00533165368877414	0.00155500722141756	0.00967783284605138	0.0051304722273693	0.0157268457687398	0.0186670592345627	0.00537038738151535	0.00847879087526545	0.0172059281265365	0.00900834844152821	0.00373156298053162	0.0141069567796737	0.0160509861229403	0.00820005023416419	0.0186952931419884	0.00784963776915189
OM4_C_2B_1	0.00611811165691451	0.012409477431519	0.00840352987074159	0.0109464098633251	0.00329166825264215	0.0148136517498966	0.00921519367087454	0.0104669209263568	0.00629825200880529	0.0235704322760084	0.0262327583297387	0.0381290789676993	0.0148747314484296	0.0323910730030438	0.00271068226867652	0.011924244729065	0.00494789648204478	0.00727593037160029	0.0174932591908215	0.00795935470259306	0.0266138429733548	0.0233109388125385	0.0180668890473354	0.0398380777055832	0.000809132837146225	0.014639311262249	0.00501278115814948	0	0.0134499197305388	0.0270944100384126	0.00486272063294724	0.00861028529784637	0.0125381774186341	0.040950929366443	0.0340117096651485	0.0432289714792952	0.0440977388125388	0.0303441243680326	0.0235227219774444	0.0146010387458889	0.00308158158183254	0.0092316754970756	0.00831907204987571	0.00921471523296189	0.0100323630609756	0.0304178884207895	0.00581105002817039	0.0360776097796947	0.0425841091775998	0.038076378697111	0.00494456672765705	0.00547718270023868	0.0182211818604187	0.00767753267506074	0.019538375936381	0.00528722861508546	0.0038713598674837	0.00641444293953546	0.0124324679451144	0.0087379508656336	0.0189495971968791	0.0205906845579762	0.010316329037889	0.0130775987955611	0.0147059033769611	0.00545422343808327	0.00346988620210904	0.0108384971489555	0.0130604713023521	0.010668907995395	0.0206375313404145	0.00822965986789607
OM4_C_2B_2	0.0132501642369263	0.0258438637844398	0.021739384504693	0.0053468787097692	0.0135713377260368	0.00484578680686358	0.0226181360172731	0.0233802178204173	0.00751953648624154	0.0365108200438946	0.0393637654110027	0.0513173914255723	0.0282954480492272	0.0455754040996523	0.0151928521169342	0.00397922907702402	0.0173387021781155	0.00873742910434539	0.0100105444067272	0.0130379308707978	0.0140920524130934	0.0362945536800717	0.0306049105171127	0.0530296592940344	0.0141942159696088	0.0279026615571463	0.0125616383442966	0.0134499197305388	0	0.0153134912998573	0.00888789895470619	0.0216703576616433	0.00156517998545923	0.0542170772334934	0.047185681284408	0.0564833787969924	0.0573064773414603	0.0434542863410684	0.012520014994993	0.00559331302057128	0.0150969338595638	0.0219977693646964	0.0216432186799806	0.0221436767896089	0.00512045589358167	0.017905198395899	0.00899135718147473	0.0491927319303495	0.0555735900537122	0.0513823456480385	0.0100229972665602	0.0179551667471442	0.00670460580854809	0.00870912830465146	0.0078893618010295	0.0186594948358829	0.0100696327126565	0.0133977878595064	0.00581073000955295	0.0152881309414313	0.00889579255006954	0.00776732496334664	0.0142808162384763	0.0113105247370593	0.0266471973657536	0.0137040396845342	0.010545873965867	0.0240303286914671	0.0263864364271306	0.00554995366719521	0.0076564586669537	0.00550479198105338
OM4_C_2B_3	0.0241087375968055	0.0387170101288002	0.034765497225119	0.0163144460864701	0.0258417717003177	0.0123262146073922	0.0357323445640403	0.0355180408398736	0.020850598338724	0.0500384818651639	0.0528940882168582	0.064965440781516	0.0415657133364201	0.0592282398741022	0.0279490179202748	0.0152760093620168	0.0295258677591256	0.0201788149138049	0.0114041138675578	0.0230663724910333	0.00592642407826842	0.0482396198000983	0.0445880360448521	0.0664872842503783	0.027871202544307	0.0406432670925415	0.0241362239681129	0.0270944100384126	0.0153134912998573	0	0.0227722868588763	0.0342512495148135	0.0158450180461186	0.0672548160761778	0.0608341530482486	0.0692566481861161	0.0708952629272109	0.0573213399397464	0.00514639633023788	0.0125114018429447	0.0277146557609716	0.0355140921646831	0.0343852253931934	0.0360278817488921	0.0180885487954274	0.00417243484746131	0.0231654301741762	0.0626963401341086	0.0693582582513561	0.064814163635643	0.0224171243155101	0.030203565939229	0.0093345331909236	0.0198647096310921	0.00770479362584302	0.0318916327533554	0.0241503957239948	0.0241247703159959	0.0147544202526112	0.0254957081619614	0.00856902944088495	0.00963572493723974	0.0225933513252157	0.0172820709359204	0.0402377094996419	0.0274079987941874	0.0239717431784779	0.0377967154019411	0.0399433767895435	0.0170105821091645	0.00895964474499807	0.019460523014961
