E4B10_1	E4B11_3	E4B12_3	E4B13_3	E4B14_3	E4B15_2	E4B16_3	E4B17_2	E4B18_3	E4B19_3	E4B1_3	E4B20_2	E4B21_2	E4B22_3	E4B2_1	E4B3_3	E4B5_3	E4B6_1	E4B7_3	E4B8_3	E4B9_3	E4H1_3	E4L10_1	E4L11_3	E4L1_3	E4L2_3	E4L3_3	E4L4_3	E4L5_3	E4L7_2	E4L8_3	E4L9_3	E4N1_3	E4N3_2	E4O1_3	E4O2_3	E4P10_1	E4P11_2	E4P14_3	E4P1_3	E4P2_2	E4P3_1	E4P5_2	E4P7_3	E4P9_1
299	702	560	435	489	509	629	761	427	608	261	337	617	412	480	571	1036	483	608	502	668	290	521	375	779	807	2019	590	990	326	937	634	358	173	121	344	893	821	2442	1274	786	572	330	737	1051
1144	2300	2107	1637	1736	1702	2231	2387	1416	2151	1053	1221	2075	1480	1840	2590	3191	1897	2200	1976	2107	1519	1781	1349	2606	2914	8876	2009	3315	1162	3622	2760	1089	719	453	1505	3732	3013	10564	5265	3264	2832	1335	3281	4479
4035	6870	7467	5957	6790	5695	8091	8721	5047	7124	4182	3772	6688	5107	6131	7525	10712	6329	7251	6811	7954	3295	5997	4587	8580	8922	18530	5648	10085	4045	11290	7641	5025	3092	2193	4023	8562	9389	22962	14352	8968	6072	5752	8296	10511
7231	11108	13653	10592	12870	10385	14892	16086	8993	12095	7479	6608	11647	9285	10704	12720	19461	10991	12751	12258	14554	3827	10259	8350	14624	14768	22205	8691	16859	7310	18540	12153	10223	6280	4398	6023	12148	15205	28069	22527	13425	7439	11043	12780	14430
7887	11083	15633	11515	14895	11651	16927	17853	9669	12498	8345	7133	12853	10150	11464	13576	21231	11578	13958	13395	16434	2486	11091	9268	15409	15347	14433	8171	17330	8243	18370	11591	12484	7604	5399	5519	10276	14954	20333	21609	11977	5141	12615	12391	11556
5556	7674	11160	8201	10549	8349	12275	12958	6704	8701	5826	5052	9097	7258	8018	9521	14826	8063	10113	9508	11798	1317	7826	6722	10639	10696	8266	5470	12235	5826	12437	7635	8971	5383	3930	3591	6819	10174	12159	14366	8015	3132	9047	8452	7409
1366	1786	3015	1856	2648	2276	3185	3290	1601	1938	1274	1145	2176	1728	1902	2099	3371	1691	2816	2522	3122	200	1959	1733	2471	2722	1790	1429	2946	1504	2565	1420	2538	1398	1060	709	1678	2140	2532	3081	1489	740	2268	2043	1613
259	371	473	247	383	353	442	598	255	272	262	208	386	216	437	358	571	314	409	352	483	0	257	248	412	587	463	392	434	304	487	338	375	276	122	115	328	405	401	645	294	136	360	365	406
