E4B10_2	E4B11_1	E4B12_1	E4B13_2	E4B14_2	E4B15_1	E4B16_1	E4B17_1	E4B18_2	E4B19_3	E4B1_2	E4B20_2	E4B21_1	E4B22_2	E4B2_2	E4B3_3	E4B5_2	E4B6_3	E4B7_3	E4B8_2	E4B9_1	E4H1_1	E4L10_3	E4L11_2	E4L1_1	E4L2_1	E4L3_1	E4L4_1	E4L5_1	E4L7_2	E4L8_2	E4L9_2	E4N1_2	E4N3_2	E4O1_2	E4O2_1	E4P10_1	E4P11_1	E4P14_1	E4P1_3	E4P2_2	E4P3_3	E4P5_3	E4P7_3	E4P9_2
826	1265	554	555	787	871	306	752	1032	899	542	685	724	1047	1097	1087	1127	1140	772	684	863	639	585	358	559	1420	2735	1293	1216	571	1776	1765	288	162	105	721	1279	2218	3582	2217	1451	1718	403	1659	1835
1417	1993	1159	1002	1410	1622	576	1480	1838	1477	969	1271	1212	2005	1866	1842	2015	1854	1351	1145	1568	924	1075	624	1288	2292	3723	1918	2110	1189	2900	2549	1089	467	420	1059	2090	3655	5296	3446	2467	2411	719	2437	2801
2315	2755	2489	1893	2654	2851	1036	2915	2973	1969	2205	2121	2214	3262	2991	2789	3642	2540	2346	1728	2923	920	1789	1212	2412	3255	3727	2657	3725	2692	4060	3537	3053	1359	1081	1256	2553	4867	6089	4549	3655	2458	1351	2996	3597
3300	2907	3452	2806	4000	3894	1754	3916	3800	2294	3320	2965	2843	4460	3825	3784	4399	2955	3277	2265	4029	535	2550	2153	3832	3851	2238	2802	4803	3670	3670	3603	5812	2631	2271	1127	2551	4226	4029	4912	3254	1764	2180	2974	3056
4781	4082	5496	4210	6377	5919	2898	5987	5584	3360	5035	4504	4433	6723	5638	5608	6491	4292	4867	3513	6290	490	3708	3314	6018	5506	2255	3895	7133	5740	5277	5100	9083	4148	3686	1481	3483	5839	4601	6866	4831	1906	3389	3938	4169
5372	4613	6533	5029	7507	6910	3628	6979	6384	3975	5590	5310	5207	7848	6457	6471	7365	4996	5735	4135	7313	469	4285	3961	7041	6191	2353	4280	8225	6396	6166	5682	10122	4721	4327	1669	4074	6596	5124	7888	5705	2017	4117	4374	4743
3656	3046	4603	3550	5035	4670	2683	4672	4246	2843	3608	3613	3446	5371	4276	4401	5014	3406	4067	2899	4952	311	3018	2802	4999	4173	1570	2763	5507	4237	4087	3592	6508	3188	3063	1051	2763	4171	3297	5272	3750	1336	2945	2892	3036
754	708	971	700	1023	872	557	964	954	550	761	745	684	1120	953	1046	1006	737	855	598	1082	96	619	606	1001	944	341	628	1202	828	798	751	1430	679	610	199	728	1015	815	1224	717	354	649	781	690
