	HT29_G1_1B_1	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_1	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_1	HT29_G1_3E_3	HT29_G1_3F_1	HT29_G1_3F_2	HT29_G1_3F_3	HT29_G1_4A_1	HT29_G1_4A_2	HT29_G1_4A_3	HT29_G1_4B_2	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4C_2	HT29_G1_4C_3	HT29_G1_4F_1	HT29_G1_4F_2	HT29_G1_4F_3	HT29_G1_5A_1	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_1	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_1	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_2	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_2	HT29_G1_5E_3	HT29_G1_5F_1	HT29_G1_5F_2	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4G_3	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_4H_3	HT29_G2_5A_1	HT29_G2_5A_2	HT29_G2_5A_3	HT29_G2_5B_2	HT29_G2_5B_3	HT29_G2_5E_1	HT29_G2_5E_2	HT29_G2_5E_3	HT29_G2_5F_1	HT29_G2_5F_2	HT29_G2_5F_3	HT29_G2_5G_1	HT29_G2_5G_2	HT29_G2_5G_3	HT29_G2_5H_1	HT29_G2_5H_2	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6A_2	HT29_G2_6A_3	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6B_3	HT29_G2_6C_2	HT29_G2_6C_3	HT29_G2_6D_1	HT29_G2_6D_2	HT29_G2_6D_3	HT29_G2_6E_1	HT29_G2_6E_2	HT29_G2_6E_3	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6F_3	HT29_G2_6G_1	HT29_G2_6G_2	HT29_G2_6G_3	HT29Root1_1	HT29Root1_2	HT29Root1_3	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_3F_3	0.00668929107504078	0.0156490916684485	0.00940940578379505	0.0127915002591031	0.0056992889424876	0.0165752325649353	0.00920952438347185	0.0114859277053836	0.0179404409020354	0.00928244097724545	0	0.00630972672742368	0.011242293098326	0.0055071370948045	0.0213037802948924	0.011816333978131	0.0160926478078982	0.0122158712571911	0.00709232150530364	0.0138505015981314	0.0165447797290744	0.0131103537910648	0.00610823561226316	0.0129421464046338	0.00772715988788205	0.00643695426058663	0.0172572672797718	0.0127926340696261	0.0140699973128699	0.0172085151184406	0.0150806448696208	0.0164390571045064	0.0195454490711427	0.00506747438512946	0.0161648504629956	0.00487142293434169	0.0195495560320412	0.0248777862616433	0.0115814535990253	0.00853188310077052	0.00608702135245257	0.0135433660313715	0.00795182228409852	0.0105345370160258	0.0139125060853528	0.0132469904773725	0.00606344156707332	0.0204621834647564	0.0244564609861792	0.0141520454591795	0.0170571850853121	0.00813092599471502	0.0107914061154271	0.00560160100294879	0.00569238872520941	0.0109704933818967	0.0134725550751385	0.00352512252301748	0.00840792617644489	0.0152085552023868	0.00504490561642307	0.00826539956521287	0.00176141500837114	0.0135280087068453	0.0162202140485274	0.0171741746929055	0.0157234137483028	0.0219047993038443	0.0137197269347599	0.0581285763953802	0.0619165942557458	0.0141776620047298	0.0225672173329157	0.00754623031281693	0.00899394668383104	0.0188399037694083	0.0189373227512991	0.0243168828393141	0.0139876655024733	0.0114301346160441	0.0107970446990423	0.0243763005263395	0.00552749819691421	0.0236516680088612	0.00712032335428226	0.0169267501143264	0.00882420889499263	0.010079431977318	0.0037350176565627
HT29_G1_4A_1	0.00781769142480884	0.0199886011886746	0.0156303530742587	0.018518107518288	0.00769341255762073	0.0221567479517328	0.00345786729355379	0.0164047677689649	0.0231665097230912	0.0141519147354329	0.00630972672742368	0	0.00582108820531222	0.00532569372346932	0.0256433150466358	0.016855620512425	0.0209544850420169	0.0144034613377817	0.0123656712543942	0.0196716014568292	0.0108999343321317	0.0175436642944279	0.00579518527754002	0.00788309063363139	0.0132521719162673	0.00618814331019572	0.0132024772318523	0.0154363589179006	0.0201084264869428	0.0230134416259033	0.0210100994864318	0.0219537166329421	0.0244837539844779	0.00769708909679272	0.0208751850454174	0.00440905550838026	0.0227752615720356	0.0305956515128859	0.0152781124596071	0.0100345367889986	0.00747921402432665	0.0195241351373352	0.00985138458789385	0.0149976749844797	0.0196252697583483	0.0153439319441288	0.0106087305701693	0.025256103318643	0.0185211768998914	0.0183316228341991	0.0107517911099548	0.0121735308015855	0.0142249732062209	0.00180692222784591	0.00373344593414714	0.0165333085899823	0.00848228069142713	0.00503177319708104	0.00667865959431611	0.00927343264422477	0.00602352778242106	0.00759715913361324	0.00600878174191523	0.0187641068110936	0.0210914401383623	0.0177304552047015	0.0210840485662648	0.0265001830292053	0.0180331172507371	0.0639677767685265	0.0680670272572217	0.0196160204076323	0.0163400317453321	0.0137843723266834	0.00846821331888208	0.0244283204743814	0.0250154008517254	0.0302366182372289	0.0167315347548747	0.016656307541209	0.0139473156000642	0.0303616974160834	0.0117693889873048	0.0286151247843412	0.0118213421235064	0.0106665147640651	0.013882200984336	0.00548724783139873	0.00977953212273416
HT29_G1_4A_2	0.00894734687540436	0.0214210992670649	0.0197791349124481	0.0216700647597761	0.00957276292327295	0.0249390849537383	0.00237813448229482	0.0187383870595788	0.0254322216413812	0.0166677588471963	0.011242293098326	0.00582108820531222	0	0.00718301995519214	0.0267527255356053	0.0192794864510403	0.0228945645116533	0.014417116326905	0.0154935395657183	0.0229092002646075	0.00530287136329351	0.0192712216686448	0.00710377751615673	0.00213305247267848	0.0165337114461132	0.00722009741488852	0.00775911481638888	0.0157029032068264	0.0236995229747605	0.0261008670298259	0.0243726020056656	0.0246514448929639	0.0263363300093194	0.0100389630473355	0.0226492237496817	0.00702174505891226	0.0228788955476471	0.0333440732243944	0.0165393945832131	0.0105169084446432	0.00900896192119031	0.0230297205785036	0.0107366444583864	0.0170190019509249	0.0227038754109473	0.0151221626584289	0.0133982132720999	0.026903084533505	0.013266587254986	0.0197311708416338	0.00747890127138729	0.0142354537808658	0.0153966367292563	0.0056843924913942	0.00591224514417083	0.0195855231727412	0.00273563389282456	0.00844500262531614	0.00584127359256047	0.00418481167936223	0.00820040731906641	0.00722771962748031	0.0102262200427638	0.021273338169878	0.0230342783695604	0.0157725611239225	0.0236174910102563	0.0278633296670998	0.0195947374353691	0.0666210190521226	0.0714757565698479	0.0223243115664941	0.0119123658823099	0.0180525676394985	0.0077498241820325	0.0271371477443933	0.0285572081703596	0.033350661563006	0.016916410410076	0.0193030568780354	0.0149086683394704	0.0336041482684536	0.0161446250839439	0.0303460290982517	0.014511570692399	0.00855782669653109	0.0166151115172698	0.00185828684587519	0.0140007841977052
HT29_G1_4A_3	0.00249256139195642	0.0149481363065948	0.0127246925057399	0.014508573891592	0.0025709045231066	0.0178668632289847	0.00601263701304378	0.0117676031429117	0.0185445432257253	0.00960831734366742	0.0055071370948045	0.00532569372346932	0.00718301995519214	0	0.0205336083698849	0.0122807258840511	0.0161415087069917	0.00908165058837973	0.00831268461030025	0.0157414574613667	0.0122220995596815	0.0125977247642948	0.000654641260215153	0.00833471918919581	0.00935114649863475	0.00106653945999496	0.0119155557222868	0.0101148148901232	0.0165186287721614	0.0189639583021612	0.0171969153140084	0.0176019952517074	0.019653012924977	0.00288797677964555	0.0159825805223431	0.00102409032137531	0.0174644517258774	0.0263132253011714	0.0101272135458925	0.00471557080691577	0.00220230545006795	0.0158477609600294	0.0045332256391819	0.0101612258093291	0.0155567323523333	0.0100319771452791	0.00623385047136558	0.0203380570368756	0.0202564430856627	0.0132634337379337	0.0142901984536934	0.00730822452506485	0.00903262025989975	0.0035236129708306	0.00169122943655456	0.0124290775706054	0.0087655566101173	0.00198215266611432	0.00290590499201779	0.0113657993401415	0.00101817452919262	0.00291641007469873	0.00388585745700295	0.0142624271702337	0.0162809306760537	0.0128103216205573	0.0166149266837984	0.0214783632792206	0.0130228765934722	0.0596772549833802	0.0643400208750125	0.0152583356690404	0.0190921450075871	0.0110795491244055	0.00375578280860991	0.0200963029112241	0.0213769025758973	0.0262270823274524	0.0114100495626375	0.0122322996288072	0.00869983008318189	0.0264582885684101	0.00928911407319712	0.0237505219572529	0.00737798291788681	0.0148333649000986	0.00949652376398964	0.00552978617375964	0.00715293219244806
HT29_G1_4B_2	0.0181636749945216	0.00569228380149612	0.0153410644251673	0.0106265460248707	0.0180037689989208	0.00803726444593461	0.0263511196560694	0.00990035203185713	0.00557605804576021	0.0120308271517226	0.0213037802948924	0.0256433150466358	0.0267527255356053	0.0205336083698849	0	0.00968513052586726	0.00557545135785761	0.0124756213802441	0.0142912927839966	0.0105576217770596	0.0304471165129666	0.00821708858483792	0.0202643153178221	0.0268328577218187	0.0139195194301707	0.0199821150048456	0.0265041582403461	0.0111369687507096	0.0120188313550436	0.00940523419569233	0.0108443500788964	0.0077118909898318	0.00349763915199766	0.0179482289646873	0.00528051638470196	0.0213032281649841	0.00543927778939563	0.0104132514978066	0.0104075615456729	0.0162755050664091	0.0183375649672943	0.0117255508613436	0.0161691061446236	0.0108136610282681	0.00994105758477505	0.0119929777189454	0.0153584404667036	0.00248772654638854	0.0376257373245071	0.0073165408813498	0.0342285168130977	0.0135199152133801	0.0115132004325381	0.0239314806473453	0.0222235554358013	0.0113082142048009	0.0269378308940722	0.0206632789296355	0.0209228014529832	0.030507642092203	0.0196808047764391	0.0195365142015779	0.0203562423121744	0.00850613400837789	0.00548355361128307	0.0146099605736973	0.00734091140670647	0.00154814114532688	0.00765465266786604	0.0408985994187478	0.0474231274209626	0.00861558274033827	0.0379441835193533	0.016346129092794	0.0190188011327831	0.00757837371417364	0.0121461903261168	0.012080696666918	0.0100428182731305	0.0102643253086395	0.0119130088667312	0.0128602685636798	0.0174458391891141	0.00450106271679699	0.0142156781859421	0.0351310811646696	0.0125334076254718	0.0248966594083785	0.0179920697522739
HT29_G1_4B_3	0.0103462388595715	0.00439022241129413	0.00645568325096299	0.00339555650566207	0.0097483241420138	0.00570484004269431	0.0182908050147178	0.000585603681196655	0.00631473509232293	0.00270761969832755	0.011816333978131	0.016855620512425	0.0192794864510403	0.0122807258840511	0.00968513052586726	0	0.00428203717075198	0.00777899846061173	0.00472424320934235	0.00451526798851299	0.02385236166296	0.00235751022461983	0.01222083469873	0.0199539946143624	0.00423957659628242	0.0120659318057568	0.0214479870347283	0.00687496567298223	0.00605486553902861	0.0070838125113833	0.00598826639563221	0.00538722232528726	0.00774017315680448	0.00941514543976316	0.00442006501853531	0.012815182208489	0.00959039603332047	0.0140683779487553	0.00418467772771175	0.00923980300259589	0.0102773271981143	0.00532728712230169	0.00878353123129754	0.00244212993160766	0.00399661639629959	0.00820372643392363	0.00624793368437936	0.00864848686131692	0.0316877816750046	0.0035874572888802	0.0265591365093805	0.00504715587867161	0.00495861715547379	0.0153036120978001	0.0138792844651093	0.00220478873972073	0.0202290565802951	0.0118413459729836	0.0136403466702171	0.0233821092731666	0.0112953233517708	0.0123467514073209	0.0111114963688216	0.00199442519074534	0.0044074081300936	0.0131766464311676	0.00434152458179706	0.0101305288913897	0.0030005987634303	0.0474140748750963	0.0523299716762559	0.00311484105869842	0.0311106345861145	0.00694646275771123	0.0121815448692542	0.0078625704170709	0.010062907885531	0.0141812991717556	0.00699884316897862	0.000770069682258522	0.00562210692654984	0.0145223707116204	0.00779594670223064	0.011865388787349	0.00503531012717934	0.0270855536388257	0.0030184240065241	0.0174760772571366	0.0083471195435559
HT29_G1_4C_1	0.0139835104437247	0.00229753398766624	0.00980329344330205	0.0051975182570022	0.01357161975412	0.00394978020652323	0.0221312370800019	0.00462088367874117	0.002763528704367	0.00687337547957783	0.0160926478078982	0.0209544850420169	0.0228945645116533	0.0161415087069917	0.00557545135785761	0.00428203717075198	0	0.00967288753934786	0.00900231723070105	0.0054167486623649	0.0271482828295985	0.00363451012618144	0.0159922927311587	0.0233305845724053	0.00849533996591458	0.0157800030319854	0.0240622451345171	0.00840464252761781	0.00707906610958699	0.00572277888129925	0.00617712138550589	0.00349345839294945	0.00353034077973295	0.0133544583693308	0.000677100685610078	0.0167774592907306	0.00722981220999034	0.0108693742258644	0.00649276314807932	0.0124696571436767	0.0140233675303038	0.00661454434160408	0.0121699154191231	0.00598794139667897	0.004731275078586	0.00964376292786911	0.0103851390741691	0.00437138346596555	0.0347711321133345	0.00352829063140333	0.0302973937555548	0.00884462606752468	0.00761317170249135	0.019338270667333	0.0177947232637731	0.00573545684543495	0.0235373364331197	0.0159235628810163	0.0171027302030095	0.0268900833122117	0.0151988147733782	0.015741521846081	0.0153321467819686	0.00293229288146798	0.000139893585391467	0.0138584369523294	0.00247988593349677	0.00586385672701856	0.00343198256607214	0.0437997659081892	0.0492658744733029	0.00323072676023791	0.0345485067088942	0.0107715830243189	0.0154098655041504	0.00517745110228813	0.00901776384602989	0.0115509975584661	0.00782980489060737	0.00476609239757041	0.00819639445420267	0.0120876505972027	0.011918424663123	0.00766396490437036	0.00918365762179572	0.0309645198042201	0.00727439905070152	0.0210516671585778	0.0126194584848174
HT29_G1_4C_2	0.00659741546070629	0.00766544188122952	0.0127237684307878	0.0111561189932185	0.00698683855474001	0.0129264575559347	0.0143295900317559	0.00722947515565025	0.0124344487481704	0.00664350975211344	0.0122158712571911	0.0144034613377817	0.014417116326905	0.00908165058837973	0.0124756213802441	0.00777899846061173	0.00967288753934786	0	0.00790073825213199	0.0122933913699269	0.0179806879421086	0.00632502673800516	0.00862273159143113	0.0143693571045131	0.00861039715616569	0.00825122989049031	0.014420017412454	0.00134935517918599	0.0138055477870937	0.0145553654908721	0.013751654990527	0.0125131377849231	0.0126994766636177	0.00735018039383277	0.00921275289880841	0.0100424815937256	0.00853360651550947	0.0205344970730054	0.00360384720080672	0.00436986051840036	0.00700427764552296	0.0130667578404282	0.00461614435964501	0.00556358466765964	0.0117521103552953	0.0010313153981657	0.00691790821006992	0.0130171632912763	0.0253144335670178	0.00614799499565001	0.0218726766883488	0.00508396260184169	0.00294973703203234	0.0125977525013532	0.0106952998639105	0.00949654256423752	0.014464900278466	0.00999074168400955	0.00867954120286451	0.0180557329701817	0.00851069160856771	0.00732768489305804	0.0106413240492373	0.00938246369840673	0.00979993924073704	0.00584479970872665	0.0113178259143114	0.0137126041669181	0.00628717690373326	0.0530806153812685	0.0588865596660503	0.0106203857216684	0.0254769683323204	0.0121463983961496	0.00668338175583473	0.0147147874269048	0.0177177965011838	0.0211661828083737	0.00249960808070786	0.00831577967044802	0.00235582902674129	0.0216480544350019	0.0116394200614282	0.0164152625051787	0.00663755745207244	0.0229218065111473	0.00718234894240705	0.0125783949941435	0.0105788791006027
HT29_G1_4C_3	0.00697059434618899	0.00871544891540787	0.00519087656314707	0.00623365806453515	0.00604011007963439	0.00979299247877031	0.0141827894934184	0.00440934688980282	0.0109146877735747	0.00231012743900363	0.00709232150530364	0.0123656712543942	0.0154935395657183	0.00831268461030025	0.0142912927839966	0.00472424320934235	0.00900231723070105	0.00790073825213199	0	0.00744734699405967	0.0204280988259557	0.00620772537062142	0.00842657071116888	0.0165031402170355	0.00107738178644588	0.00839021206973635	0.019014277879525	0.0077616145241226	0.00822760523110223	0.010726360739291	0.00888754163217937	0.00959099806781004	0.0124580066859509	0.0054714561879856	0.00909334598272127	0.00863239070567786	0.0132081622866131	0.0182428306678192	0.00553183221724477	0.00684027249988505	0.00668310188471164	0.00754343055779374	0.00616733046480575	0.00379849496845408	0.00731414235638256	0.0087743494015468	0.00214701184905857	0.0133714784000499	0.0284281319910625	0.00736701879827809	0.0224970850441109	0.00286251857269768	0.00527045386826398	0.0109350361243717	0.00974831814874623	0.00418861170485773	0.0168696394721471	0.0074563362324978	0.0103135894206639	0.0196729961137944	0.00729460353011066	0.00923285147257682	0.00646753783930592	0.00648532417112716	0.00912930211584934	0.0137308090127627	0.0087561554676514	0.0148301075350076	0.00686571693796496	0.0516432151744739	0.0560643154407574	0.00725949957702691	0.0274028511399771	0.00427264040972411	0.00937211450480385	0.0120643118120345	0.0130661323537751	0.0179915487564485	0.00860633596267022	0.00436917674647609	0.00565998619223363	0.0181861036011861	0.00390019732645963	0.016573277167257	0.00140379646168639	0.0228322492089247	0.00175821182036013	0.0137969080369231	0.00372825399039779
HT29_G1_4F_1	0.0141678810882986	0.00714295357334547	0.00533472115168825	0.00125851855399783	0.0133693641530506	0.00305501685100796	0.0216278416710144	0.00507493255280866	0.00526608622098938	0.00647511049986958	0.0138505015981314	0.0196716014568292	0.0229092002646075	0.0157414574613667	0.0105576217770596	0.00451526798851299	0.0054167486623649	0.0122933913699269	0.00744734699405967	0	0.0277425371126147	0.00638251848799392	0.0158142181278852	0.0238162229943048	0.00646034418956541	0.0157385785020034	0.0257541274542941	0.0113555028210944	0.00172932666122731	0.00336017425214459	0.00152111095808651	0.00313851415750015	0.00742426074997378	0.0128714629461903	0.00601957081313607	0.0160786136090629	0.0125281831283544	0.0110307807161963	0.00869484754233374	0.0134242132591489	0.0139768872736973	0.00119887786852689	0.0128833650851985	0.00686586756210744	0.000700108395283389	0.012690285330577	0.00951235549381158	0.00858393669605106	0.0356877751297829	0.00730411339517214	0.0299398476575094	0.00902290839043855	0.00945766333559423	0.0183311105720188	0.0171951324244147	0.00334028234920905	0.0241458545725605	0.0148712162098262	0.01753354542239	0.0270786322630507	0.0147240303482282	0.0163287490552924	0.0136725527895676	0.00323153282312057	0.0054410689662588	0.0175914979765335	0.00321715854286311	0.0103221747972799	0.00680658211623734	0.0443403359505676	0.048626703199801	0.00225418590849962	0.034816499763647	0.00688816827317079	0.0162879394534975	0.00515090450194937	0.00573349704805789	0.0105731506515954	0.0113505836657767	0.00405292402516226	0.0101189266188439	0.0107420227930571	0.00863067049849853	0.0109266022995125	0.00841788472711977	0.0302342402168878	0.0063660623967367	0.0211798063245839	0.0101157218782046
HT29_G1_4F_2	0.0135821807899964	0.0254476620291515	0.0249341188124383	0.0264889644373299	0.014397998613159	0.0295549439096677	0.007486399760952	0.0232872010786306	0.029796639565953	0.0213537057297917	0.0165447797290744	0.0108999343321317	0.00530287136329351	0.0122220995596815	0.0304471165129666	0.02385236166296	0.0271482828295985	0.0179806879421086	0.0204280988259557	0.0277425371126147	0	0.0235216083215336	0.0120176594867429	0.00392855778634022	0.0214917251248126	0.012038840725936	0.00599129901544962	0.0193261076946135	0.0286523286881316	0.0308327433140006	0.0292349749651793	0.0292339839010897	0.0304688888480787	0.0149654052057728	0.0268233178204234	0.0122112144165351	0.0260364216928775	0.0378426933326752	0.0206664862330493	0.0147044069352349	0.0137742539888447	0.0279599122485494	0.0150864086208546	0.0214871973252385	0.0274783237116977	0.0184817815891711	0.0182921651801767	0.0309105994015544	0.00803681560006056	0.0237966031196201	0.00572456998198193	0.0188367246799427	0.0195379161807214	0.0109765436029442	0.0111311389333532	0.0244032066999029	0.00362551902544617	0.0136689271083344	0.0102290285207766	0.00209614233442159	0.0132179805174045	0.0115076316382647	0.0154975863914169	0.0258353626646632	0.0272860504085167	0.0177429720338822	0.0281432011992386	0.0316865652113016	0.0237499989355399	0.0708912200942557	0.0761418050279859	0.0269518642066442	0.00750309631093999	0.023248289049726	0.0117476816868312	0.0316878742388181	0.0334476528137733	0.0380225627873659	0.02041231770814	0.0239687988600013	0.0189713200029259	0.0383317259488354	0.0213754705555002	0.0343390484224113	0.0193329897396877	0.00776607085085892	0.021384841759683	0.00670127524873137	0.0192259635972672
HT29_G1_4F_3	0.0103810466409018	0.00253910596868573	0.00879272364920024	0.00545675143776506	0.0100288532311637	0.00660400328715807	0.0185598174890652	0.00216741297419171	0.00629653828848767	0.00389967882774113	0.0131103537910648	0.0175436642944279	0.0192712216686448	0.0125977247642948	0.00821708858483792	0.00235751022461983	0.00363451012618144	0.00632502673800516	0.00620772537062142	0.00638251848799392	0.0235216083215336	0	0.0124160506534262	0.0196976798254327	0.00605215110345721	0.012188131105887	0.0205702558805534	0.00518525268764835	0.00805681501018131	0.00825887725636902	0.00771362744047497	0.00618841483891485	0.00707919130591575	0.00987235358395846	0.00339232275516121	0.0132820034040827	0.00731285437649452	0.014406803474648	0.00290294603678994	0.00883567569608381	0.0104492369886576	0.00737172167508835	0.00853991093258239	0.00259711478066871	0.00574844276088196	0.00650887437921114	0.00714241693323815	0.00774323355601671	0.0311778410348289	0.00126322144574113	0.0266888573653	0.00537072373142451	0.00399674859803068	0.01587863731027	0.0142682878354662	0.00456209879146731	0.0199078517194778	0.0125261191142534	0.0134708994002396	0.0232573290041657	0.0116807621011056	0.0121078706380238	0.0121416211097966	0.00320863461979622	0.00377349821208183	0.0112470745844175	0.00499303260202854	0.00896471060226116	0.000688816922120025	0.047430898155298	0.0528152851119349	0.00441548936647496	0.0309162011706681	0.00914709387064913	0.0117788994570666	0.00842773160772178	0.0114776499096465	0.0148880213371347	0.00499306256545892	0.00312673061755986	0.00460286968416418	0.0153444450414903	0.00975051307269866	0.0111557465863496	0.00600276915142424	0.0273951928931338	0.0044753555751882	0.0174253548644466	0.00993526758046875
HT29_G1_5A_1	0.00211096243577795	0.0147202220688296	0.0129953047686745	0.0145716386854259	0.00247655757860429	0.0178525522970838	0.00614440090278622	0.0116931488494368	0.0184445061151824	0.00957943192185182	0.00610823561226316	0.00579518527754002	0.00710377751615673	0.000654641260215153	0.0202643153178221	0.01222083469873	0.0159922927311587	0.00862273159143113	0.00842657071116888	0.0158142181278852	0.0120176594867429	0.0124160506534262	0	0.00810270624883406	0.00948306934126094	0.000425399054651611	0.011434533128293	0.00969962842069446	0.0166524808141083	0.0189985982542627	0.0172859307033148	0.0175740888859157	0.0194886846398494	0.00295517064061905	0.0158073779540793	0.001647579916386	0.0170624098318847	0.026279603745167	0.00986537599019112	0.00425537721027064	0.00196912523263955	0.0159692146239003	0.00415280897544539	0.0100343017762164	0.0156015790060009	0.00955229838836559	0.00630811393425786	0.0201435142907675	0.0200391797889617	0.0130290418024352	0.0143466339002302	0.00720066549512066	0.0087521256359989	0.00398897187040323	0.00207273788751218	0.0124854989683055	0.00850196527625527	0.00259342101052432	0.00235365910760323	0.0112665946226221	0.0012774553345108	0.00226197583464565	0.00444820350246771	0.014211162922361	0.0161320518417173	0.0121969132249438	0.0165617375196689	0.0212441641354355	0.0128140620605701	0.0596154095873949	0.0643857793280333	0.0152387066923537	0.0190082973877183	0.0113949991767927	0.00310266776639149	0.0200650671229921	0.0214832273943512	0.026251340548443	0.0109927248663527	0.0122135002854074	0.00838172463848804	0.0265030224088811	0.0096577340181702	0.0235679541168128	0.00740851474504529	0.0149815478274218	0.0095123790940768	0.0053719143498822	0.00754187083478502
HT29_G1_5A_2	0.00965894328630314	0.0216978330625723	0.0210584793712354	0.0225630136840079	0.0104703680121505	0.0256543671507958	0.00448499434632053	0.0193924563882548	0.0259521083992237	0.0174361577623379	0.0129421464046338	0.00788309063363139	0.00213305247267848	0.00833471918919581	0.0268328577218187	0.0199539946143624	0.0233305845724053	0.0143693571045131	0.0165031402170355	0.0238162229943048	0.00392855778634022	0.0196976798254327	0.00810270624883406	0	0.0175683425061229	0.00811353551809821	0.00567113790580409	0.0157000688277408	0.0247268316397828	0.0269158866726599	0.0253079495410115	0.0253391651966738	0.0266938875312724	0.0110444565922952	0.0230288303621945	0.00840102158175093	0.0226443377192055	0.033971815126901	0.016870423261216	0.0108632474948849	0.00984591163483401	0.0240332729802127	0.0112101200314543	0.0176053953569683	0.0235557202841543	0.0149583474842124	0.0143655119129434	0.0271786054372544	0.0119372626256281	0.0200295585600572	0.00778010566173854	0.014926862877161	0.0157335221218522	0.00752635054388255	0.00736099188673879	0.0204767251202933	0.000604333827487986	0.00987749150485136	0.00631623608431296	0.00370102982383748	0.00931896944961287	0.00762179151186426	0.0117601958021568	0.0219412057408209	0.0234691512522734	0.0149167117977547	0.0242586010297076	0.0280239230627228	0.0199545061999571	0.0670996551339932	0.0722495179845725	0.023047312249174	0.0112219420962224	0.0193991501349048	0.00792802256656296	0.0278012428058628	0.0295207114537094	0.0341172850633563	0.0168439896365752	0.0200560783056145	0.0151882787476939	0.0344183818384926	0.0175598424376713	0.0306175147705605	0.0154050822452195	0.00928951078635827	0.0174598233361233	0.00288247936921239	0.0154099209641188
HT29_G1_5A_3	0.00804791012731586	0.00847534379841806	0.00422790810211903	0.00527421809887962	0.0071112830780042	0.00893274529268189	0.0151784457318896	0.00404452157085389	0.0102149193760249	0.00234898615393572	0.00772715988788205	0.0132521719162673	0.0165337114461132	0.00935114649863475	0.0139195194301707	0.00423957659628242	0.00849533996591458	0.00861039715616569	0.00107738178644588	0.00646034418956541	0.0214917251248126	0.00605215110345721	0.00948306934126094	0.0175683425061229	0	0.0094555412696612	0.0200824189804188	0.00832954155226886	0.00717136510455491	0.00977511829785705	0.00787305673209849	0.00876087937552328	0.0118721965687004	0.00652910673284856	0.00865951527726731	0.00963339676991912	0.0132547082000879	0.0173498979040483	0.00589660849215261	0.00787113210916772	0.00775693826185174	0.00649707352074965	0.00720914314482214	0.0039156640789925	0.00637546515596143	0.00942722301717654	0.00322272059165379	0.0128361504916207	0.0294961331249207	0.00727654652887849	0.0234878120467183	0.00371896646146143	0.00583065452971753	0.0118751856993252	0.0107541913114714	0.00329322782220796	0.0179388952599059	0.00841127418012072	0.0113892702557536	0.0207156987995177	0.00833407993132674	0.0103097287404785	0.00728833547118486	0.00581293086190459	0.00861527566889611	0.0144548594646385	0.00800037107197439	0.0143568759690907	0.00673471727234072	0.0507348502285923	0.05506175056702	0.00646441325452063	0.0284395696479523	0.00357223641021857	0.0104419260499	0.0112076530912949	0.0120302932961476	0.0170276517196765	0.00905854111344537	0.00374551947052186	0.00629882776695829	0.017200334520072	0.00370874786613854	0.0159527048495143	0.00240808864304575	0.0237798500601581	0.00169055536401924	0.0148500384863102	0.00413191561543717
HT29_G1_5B_1	0.00182141026044581	0.0144637147050688	0.0130552612772892	0.0144909788486148	0.00236943053951377	0.017720286052873	0.00638715501056109	0.0115301024979687	0.0182596812405593	0.00944851799197427	0.00643695426058663	0.00618814331019572	0.00722009741488852	0.00106653945999496	0.0199821150048456	0.0120659318057568	0.0157800030319854	0.00825122989049031	0.00839021206973635	0.0157385785020034	0.012038840725936	0.012188131105887	0.000425399054651611	0.00811353551809821	0.0094555412696612	0	0.0112435950788255	0.00934807510177272	0.0166159222129588	0.0188962674646589	0.0172195741222613	0.0174336012989292	0.0192655548618591	0.00293898483590203	0.0155801167853275	0.00207184007234841	0.0167131957854009	0.0261316299434229	0.0095950856925659	0.00389207961721629	0.00178937668889728	0.0159250805956444	0.00383414299552363	0.00984232621325175	0.0155082650715518	0.00917064192417886	0.00625505371503362	0.0199027992905135	0.020044124558435	0.012770317219569	0.0145302742935381	0.00702829508339088	0.00847330300144482	0.00438443854284803	0.00245636148879932	0.0124031519604097	0.00848902575552548	0.00294519594947452	0.00213891501236856	0.011358974674758	0.00147305162872603	0.00186849786374065	0.00474788558620446	0.0140591515456292	0.0159198584884738	0.0117719414118778	0.016406460511195	0.0209808120412017	0.0125700652376391	0.0594460791326054	0.0642825010475776	0.0151052029153032	0.0191025724290448	0.0114887931846098	0.00269242726665667	0.0199210325926365	0.0214255734703699	0.0261392775542882	0.0106390456960297	0.0120840126103434	0.00808273748513758	0.0264038049393766	0.00979284856893316	0.0233327982362204	0.0073219350140184	0.0152165989048037	0.00940977551911562	0.00544724531848328	0.00769716067985755
