	HT29_G1_1B_1	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_1	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_2	HT29_G1_3E_3	HT29_G1_3F_2	HT29_G1_3F_3	HT29_G1_4A_2	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4F_1	HT29_G1_4F_2	HT29_G1_5A_1	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_1	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_2	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_2	HT29_G1_5E_3	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_5A_1	HT29_G2_5A_2	HT29_G2_5A_3	HT29_G2_5B_2	HT29_G2_5B_3	HT29_G2_5E_1	HT29_G2_5E_2	HT29_G2_5E_3	HT29_G2_5F_1	HT29_G2_5F_2	HT29_G2_5G_2	HT29_G2_5H_1	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6C_2	HT29_G2_6D_1	HT29_G2_6D_2	HT29_G2_6D_3	HT29_G2_6E_1	HT29_G2_6E_2	HT29_G2_6E_3	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6F_3	HT29_G2_6G_1	HT29_G2_6G_2	HT29Root1_3	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_4A_2	0.00526084552097969	0.00443530073008063	0.0127964833966222	0.0202610530406819	0.00207076111240995	0.0132639031519867	0.00604926226983676	0.00456763331340721	0.00502083094879318	0.00643563165710191	0	0.0126745174378562	0.00792044104371835	0.00123947335119379	0.00193474363170131	0.001126424450354	0.000305969604366194	0.00638654923264229	0.0133951236165452	0.000623359943228661	0.00127765558888305	0.020235334718005	0.0141526011863949	0.0056676103065313	0.00273133201384714	0.00494311125357606	0.000552406652664811	0.00412013334215037	0.000565563040920018	0.0021500505506399	0.0114559844996379	0.0076847846380148	0.000216771425485607	0.00129875758114277	0.00424128527787162	0.0105601563954586	0.00638039852463603	9.86206115371489e-05	0.0098897216215049	0.00362534730862429	0.00134343747831688	0.00350845886834141	0.0089841819651681	0.0135388702007213	0.00131127522983702	0.0115952498655203	0.0101162666835798	0.00421974822334577	0.0123574374230481	0.00093927226223521	0.00878663620618792	0.00599751379155729	0.00732030683017904	0.0105835674150017	0.00832318498521579	0.00634875538394493	0.00521093369265454	0.00728478622398169	0.00676977392595119	0.00462218157370496	0.00148810967585331	0.00455868427446638	0.00705250515208217	0.00510512095785033	0.00744338133053456	0.00187782005403098
HT29_G1_4B_3	0.00741392466076296	0.00823945326611161	0.0254689367027817	0.00758755136948777	0.0147450825364525	0.000589436902740011	0.00662551514741669	0.00810712386892362	0.00765393543411605	0.00623914636549598	0.0126745174378562	0	0.00475432124451989	0.0139138799598478	0.0107399078819798	0.0115481768356129	0.0123685722016171	0.0190602894740153	0.000720669393880505	0.0132978240687313	0.011396955727109	0.00756182828411143	0.00147822088166848	0.0183414634454772	0.00994336084292981	0.00773165373976435	0.0121221539170536	0.00855461215769598	0.0132400323161413	0.0105246129369257	0.00121862412864775	0.0049899820650692	0.0128912708817848	0.0139731584028479	0.0169153434206611	0.0232331156060045	0.00629437953007175	0.0125759048103953	0.00278497536091606	0.00904938227504527	0.0113311781096525	0.00916626649595341	0.00369055136073489	0.000864429416349592	0.0113633382763359	0.00107934933728784	0.00255841952067754	0.00845500010013128	0.000317105640938204	0.0117353162086969	0.00388810361824835	0.0186713159187861	0.0053544652745898	0.00209109442117069	0.00435156807893989	0.00632602267132502	0.0178848552195669	0.00538998631463004	0.00590500305747398	0.00805257685624936	0.0111865151135666	0.00811607269950375	0.019726135116385	0.0177790579610836	0.00523138914386917	0.0107968281950342
HT29_G1_4C_1	0.00265965183913133	0.00348520246472136	0.0207158814502923	0.0123416380802943	0.00999111965485648	0.00534375033100748	0.00187122437961244	0.00335286931585376	0.00289966867443553	0.00148484790596911	0.00792044104371835	0.00475432124451989	0	0.00915986907393408	0.00598574382710459	0.00679404723432604	0.00761448075776916	0.0143066278973865	0.00547498084555396	0.00854377971058901	0.00664281944251566	0.01231591628513	0.00623251923702348	0.0135877456481385	0.00518916589270381	0.00297738900279847	0.00736805067527502	0.00380037063200526	0.00848598491018754	0.00577044023168314	0.00353570778275119	0.000235663717581618	0.00813720541903945	0.00921915083240493	0.0121615211984716	0.0184798274893341	0.00154008212561829	0.00782182351683735	0.00196935943379331	0.00429515627809398	0.00657703895204863	0.00441204433978752	0.00106377957164625	0.00561873860378918	0.00660920052083745	0.00367498172887013	0.00219591560781746	0.0037007555908571	0.00443721909089833	0.00698119502915605	0.000866225935146943	0.013917623622068	0.00060015194265107	0.00266324059468487	0.000402757486664985	0.00157172587798765	0.0131311029568159	0.000635673506323216	0.00115069853205175	0.00329832078138577	0.00643236971009138	0.00336181839748817	0.0149725277534835	0.0130252978510544	0.000477074045552771	0.00604266646425501
HT29_G1_4F_1	0.00650029758122421	0.00567475842721917	0.0115571000815219	0.0215002499598944	0.000831288823328054	0.0145032555167501	0.00728870814272342	0.00580709016480142	0.00626028473654053	0.00767507421034602	0.00123947335119379	0.0139138799598478	0.00915986907393408	0	0.00317421317519021	0.00236589615086742	0.00154544266285288	0.00514709605256938	0.0146344736583529	0.000616113645215147	0.00251712694774058	0.0214745323274477	0.0153919373798242	0.00442815236917069	0.00397079863400987	0.00618256558512424	0.00179187939122838	0.00535959296468922	0.000673910545722521	0.00338951938219546	0.0126953665908352	0.0089242151606701	0.00102270206254939	5.92842774880412e-05	0.00300181975984695	0.0093207431324146	0.00761984156404512	0.00133809388088104	0.0111291260461939	0.00486480970183002	0.00258290867965573	0.0047479218711715	0.0102235978615882	0.014778217672082	0.00255074650889668	0.0128346298175507	0.0113556680735285	0.00545920725085212	0.0135968052226186	0.00217874434615696	0.0100260544654269	0.00475805795947065	0.00855974106831564	0.011822962336409	0.00956260859165218	0.00758819870012061	0.00397147305894722	0.00852422081515872	0.00800921345550352	0.00586163807008876	0.00272758051183491	0.00579814118378146	0.0058130569366662	0.00386565973554432	0.00868281433296545	0.00311728977613915
HT29_G1_4F_2	0.00332611896282945	0.00250056790872441	0.014731047192216	0.018326678720541	0.00400549672519494	0.0113293076424702	0.00411454294823627	0.0026329014057212	0.00308610243124974	0.0045009163306437	0.00193474363170131	0.0107399078819798	0.00598574382710459	0.00317421317519021	0	0.000808320064982099	0.0016287745105561	0.00832124176114782	0.0114605313304021	0.00255810203054899	0.00065708885783744	0.0183009593992305	0.0122180281928819	0.00760231246887358	0.000796590498351309	0.00300838212592647	0.00138233771966611	0.00218539848343736	0.00250030530302401	0.000215307368762244	0.00952134813697081	0.00575008425449385	0.00215151460540274	0.00323349714880523	0.00617600365395802	0.0124947738013568	0.00444568260896387	0.00183612319583241	0.00795505520537389	0.00169060964493175	0.000591306924518747	0.00157372061209712	0.00704950042249284	0.0116042814858773	0.000623469195556772	0.00966061641451783	0.00818160430900366	0.00228501398748023	0.0104228206021935	0.000995472276806285	0.00685195158181457	0.00793221165451201	0.00538560176628563	0.0086489137029425	0.00638849343717351	0.00441403913341376	0.00714564146643924	0.00535008071809259	0.0048350622931447	0.00268745005266316	0.000446634601290761	0.00262395230390617	0.00898718788595824	0.00703982997539284	0.00550867781752295	5.69236819888275e-05
HT29_G1_5A_1	0.00413443341403027	0.00330888459958121	0.0139228089876698	0.01913485285415	0.00319718184003102	0.0121375709966249	0.00492285473616872	0.00344121777527311	0.00389441759145312	0.00530922662592611	0.001126424450354	0.0115481768356129	0.00679404723432604	0.00236589615086742	0.000808320064982099	0	0.000820454987635283	0.00751294684732691	0.0122687933977273	0.00174978377929182	0.000151231247427202	0.0191091339383442	0.0130262825455275	0.00679401320180249	0.0016049100432822	0.00381669750553635	0.000574017976520161	0.00299371588149663	0.0016919869523274	0.00102362734435111	0.0103296277341158	0.00655838887721037	0.00134319571196543	0.00242518025865866	0.00536769696153974	0.0116865121784274	0.00525399312518666	0.00102780389613747	0.00876334664358245	0.00249892798888526	0.000217013192520301	0.00238203915029139	0.00785779776700124	0.0124125421267401	0.00018485091625542	0.0104688948587522	0.00898989416211413	0.00309333117086955	0.0112310924463713	0.000187152287690166	0.0076602501236319	0.0071239143343355	0.00619390817796496	0.00945720015026491	0.00719679466001422	0.00522234977508672	0.00633733964640698	0.00615838729820736	0.00564337119784507	0.00349576628562569	0.00036168552933858	0.00343226869567879	0.00817889736831484	0.0062315275873952	0.00631698363745227	0.000751396400951363
HT29_G1_5A_2	0.00495487993069155	0.00412933394314883	0.0131024277555515	0.0199551468971552	0.0023767299657839	0.0129579602841668	0.00574329802085101	0.00426166670398071	0.00471486498870151	0.00612966813642772	0.000305969604366194	0.0123685722016171	0.00761448075776916	0.00154544266285288	0.0016287745105561	0.000820454987635283	0	0.00669251235020975	0.0130891812912154	0.000929329459116254	0.000971686174799448	0.0199294284101438	0.0138466621010605	0.00597357476812753	0.00242536342643841	0.00463714517760858	0.000246437069119625	0.00381416615427502	0.000871532570007623	0.00184408155450928	0.0111500347199827	0.00737882379239867	0.000522741012618426	0.00160472686707257	0.00454725194741305	0.0108661086745868	0.00607443489699262	0.000207348995881649	0.00958376669811253	0.00331937955361548	0.00103746808754926	0.00320249099044707	0.00867822442354943	0.0132329284760398	0.00100530582750231	0.0112893005810781	0.00981031245588798	0.00391378115890655	0.0120514909587735	0.000633302749079636	0.0084806781278899	0.00630347765560172	0.00701434515337588	0.0102776146738821	0.00801722569626681	0.00604279169544019	0.00551689892763192	0.00697882446840749	0.0064638110728518	0.00431621503906997	0.00118214034107398	0.00425271765288842	0.00735846688693978	0.00541108636309572	0.00713741992971175	0.00157185090231043
HT29_G1_5A_3	0.0116471994500227	0.010821697134076	0.00641018987243232	0.0266458486476248	0.00431581634802451	0.0196496132763256	0.0124355714928887	0.0109540232067583	0.0114071976835723	0.0128219174907448	0.00638654923264229	0.0190602894740153	0.0143066278973865	0.00514709605256938	0.00832124176114782	0.00751294684732691	0.00669251235020975	0	0.0197808196398901	0.00576320065677673	0.00766417376441392	0.0266201342984125	0.020538213550177	0.000718951739405005	0.00911780211847562	0.0113294820546959	0.00693894373905103	0.0105065447944915	0.00582099660927799	0.00853654150821534	0.0178418771692817	0.0140709881665522	0.00616978204097561	0.00508781254244411	0.00214529261679553	0.00417374493472027	0.0127666877616571	0.00648516781848669	0.0162757548256001	0.0100117810871476	0.00772995377184559	0.00989489768982756	0.0153702890009174	0.0199245506443789	0.00769779244700042	0.0179811292495994	0.0165022805680796	0.0106061549890037	0.0187432418045342	0.00732579968030717	0.0151727586286612	0.000389042775350602	0.0137065354305878	0.0169695403734469	0.014709342495657	0.0127350465617743	0.00117563481498158	0.0136710172211766	0.0131560387448482	0.0110085687502837	0.00787462173269093	0.0109450746117122	0.000665970663747069	0.00128144886064819	0.0138296015623236	0.00826432002983232
HT29_G1_5B_1	0.00813457144429149	0.00896009501183655	0.0261893618000975	0.00686690190106718	0.0154656672482525	0.00013123252068281	0.00734616627488478	0.00882776645580611	0.00837458080452576	0.00695979945460917	0.0133951236165452	0.000720669393880505	0.00547498084555396	0.0146344736583529	0.0114605313304021	0.0122687933977273	0.0130891812912154	0.0197808196398901	0	0.0140184241086592	0.0121175736135458	0.00684117867307504	0.000757551912410349	0.0190620036109626	0.0106639906143573	0.00845229864352237	0.0128427653021545	0.00927525184844097	0.0139606329369822	0.0112452381397978	0.00193929262929442	0.00571064074158138	0.0136118749574024	0.0146937514768259	0.0176359023472235	0.0239535805900672	0.00701503234552587	0.0132965119346904	0.0035056410722357	0.00977001859315912	0.0120517965669929	0.00988690199123256	0.00441121462131652	0.000143760069480617	0.0120839564549383	0.00180001799679896	0.00327908574928579	0.00917564044825303	0.00103777491061083	0.0124559311090402	0.00460876626287595	0.0193918515407834	0.00607512244012443	0.00281176159531837	0.0050722291645113	0.00704667532895972	0.0186054015480826	0.00611064332763187	0.00662565775425374	0.00877321978614601	0.0119071348154331	0.00883671522990116	0.0204466556959958	0.0184996056966192	0.00595204683064327	0.0115174511739892
HT29_G1_5B_2	0.00588419576396546	0.00505865364996449	0.0121731711842713	0.0208842778357676	0.00144740209969936	0.0138872047872795	0.00667260955200791	0.00519098583325416	0.00564418201464799	0.00705897734372103	0.000623359943228661	0.0132978240687313	0.00854377971058901	0.000616113645215147	0.00255810203054899	0.00174978377929182	0.000929329459116254	0.00576320065677673	0.0140184241086592	0	0.00190101477487083	0.0208585598553121	0.0147758948586703	0.00504425920046208	0.00335468909504794	0.00556646257804661	0.00117576639362885	0.00474348716999585	5.77969122683799e-05	0.00277340863270484	0.0120793007392353	0.00830812451328698	0.000406588544952638	0.000675397910376885	0.00361793008622412	0.00993682869367637	0.00700374444518645	0.000721980532556072	0.0105130487934673	0.00424870243514654	0.00196679659775279	0.0041318142791044	0.00960751473324795	0.0141621694275874	0.00193463438214239	0.0122185650559336	0.0107395923726543	0.00484310177101324	0.0129807466474956	0.00156263174810676	0.00940997012477429	0.005374163807426	0.00794364850427005	0.0112068899403119	0.00894652150433903	0.00697210143763095	0.00458758114306165	0.0079081280688241	0.00739311815584512	0.00524553392546337	0.00211146863921785	0.00518203682172934	0.00642915920053274	0.00448176809197768	0.00806672240673042	0.00250117853179085
