	HT29_G1_1B_1	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_1	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_1	HT29_G1_3E_2	HT29_G1_3E_3	HT29_G1_3F_1	HT29_G1_3F_2	HT29_G1_3F_3	HT29_G1_4A_1	HT29_G1_4A_2	HT29_G1_4A_3	HT29_G1_4B_1	HT29_G1_4B_2	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4C_2	HT29_G1_4C_3	HT29_G1_4F_1	HT29_G1_4F_2	HT29_G1_4F_3	HT29_G1_5A_1	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_1	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_1	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_2	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_2	HT29_G1_5E_3	HT29_G1_5F_1	HT29_G1_5F_2	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4G_3	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_4H_3	HT29_G2_5A_1	HT29_G2_5A_2	HT29_G2_5A_3	HT29_G2_5B_2	HT29_G2_5B_3	HT29_G2_5E_1	HT29_G2_5E_2	HT29_G2_5E_3	HT29_G2_5F_1	HT29_G2_5F_2	HT29_G2_5F_3	HT29_G2_5G_1	HT29_G2_5G_2	HT29_G2_5G_3	HT29_G2_5H_1	HT29_G2_5H_2	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6A_2	HT29_G2_6A_3	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6B_3	HT29_G2_6C_2	HT29_G2_6C_3	HT29_G2_6D_1	HT29_G2_6D_2	HT29_G2_6E_1	HT29_G2_6E_2	HT29_G2_6E_3	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6F_3	HT29_G2_6G_1	HT29_G2_6G_2	HT29_G2_6G_3	HT29Root1_1	HT29Root1_2	HT29Root1_3	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_3F_2	0.00999762997346135	0.00263260346353367	0.00343944107303502	0.00856243387490925	0.00176721320440022	0.010804157279388	0.017109836880423	0.0126697958850904	0.00488622470973055	0.0050546977731355	0	0.00947534124668541	0.00713916343636678	0.00375818114542089	0.0128726026805341	0.00838401047263533	0.00941745205748959	0.00826385099232127	0.00528957217501784	0.00705952027694976	0.00996570505530199	0.00687214544253886	0.00361839095402149	0.00782430065182583	0.00319453603222634	0.0103710748202964	0.00244143094381576	0.00885107924667049	0.0130243731799488	0.00526530898428079	0.0208067389843913	0.0401812495142345	0.0146241796987549	0.0131888855965509	0.00381299956982419	0.0104595488037696	0.00789499531752671	0.00950516778735232	0.0102836093918532	0.00679926412908478	0.00377948882408511	0.00388455526197035	0.00509977301361543	0.00217650205539221	0.0243028893390177	0.00917630874981071	0.0028280015373959	0.00941944670563709	0.00818724191645029	0.00651198450458157	0.00447171766465078	0.0155494618718693	0.015595382253683	0.00627441693231644	0.0119445922527361	0.00907912118911063	0.0347097195273998	0.00723882530532724	0.00947431507561531	0.00601540841048404	0.00916436339724268	0.00821384527520133	0.00286765284165187	0.00551107641904412	0.0124452770507767	0.00866323813235996	0.00258828978469347	0.0127570446340493	0.00846565571627832	0.00417152461339751	0.0282380943743942	0.00733144477936903	0.00935938315886744	0.00312934624797701	0.00210855764092887	0.0242710352447541	0.00373095029322843	0.00185415428084025	0.00984990300672655	0.0100602129221787	0.0323769388167721	0.00467611295749013	0.0063970532218358	0.0134814596269071	0.00781747518191261	0.00432412709206655	0.00467367919285116	0.00544787235202923	0.0133726097217579	0.00412337806820121
HT29_G1_3F_3	0.00499047838283297	0.00905244864015182	0.0128377213912359	0.00312401972422401	0.00860050679050471	0.018440320934394	0.0080106545267711	0.00319482572238826	0.0121733706759972	0.00692090623748916	0.00947534124668541	0	0.00980771428750581	0.0091727903615973	0.00342359703107598	0.00950088779049376	0.00792707507565763	0.0126326719247081	0.00448810269568398	0.0149723482009461	0.00395319464717169	0.00363169284439691	0.00585998013672152	0.00729407498923306	0.00769880019033943	0.00217753055766182	0.00735897018036298	0.000951936618628001	0.00553823649846135	0.0112029999219614	0.0117213264323145	0.0307574358138294	0.00598821372771733	0.0059769129655831	0.00584236645743613	0.00138263861456231	0.00708854378943907	0.000426279426366358	0.00426817832649715	0.00355021829441424	0.0127407547071728	0.0113302357301141	0.0126147980610834	0.00733591693366007	0.0148293539526372	0.0143754435861781	0.00834478630002684	0.00315486173328998	0.00880558459707466	0.00928646747474002	0.00809165153967979	0.00691499621029439	0.00727622367116574	0.00677733429230299	0.00673849651746637	0.0166351709626757	0.0254672225138086	0.0135131357140528	0.00471925253535382	0.0126059187866132	0.00644047533287871	0.0157004799542023	0.00858561290708875	0.00471816860798866	0.00396814377806823	0.0181258410037586	0.0120457928590516	0.00335308305811657	0.0178172050249815	0.00995989525536194	0.0187909667912743	0.00358226841355916	0.0123390041534283	0.00643887879882678	0.00736723896649219	0.0156957768467654	0.0100040764419386	0.00762927795966743	0.00455596612400078	0.00722931101507189	0.0231719156045678	0.00597201343526155	0.0136129496670684	0.0041333626316103	0.00353156278129473	0.0111624643903129	0.00727315352282378	0.0147349073202968	0.00390067338641511	0.00827268480335939
HT29_G1_4A_1	0.00660005364759648	0.00938804209725134	0.00947724880319356	0.00696235033278104	0.00545357527059326	0.00950971511747743	0.017562045435843	0.0123467609533542	0.00472138594769986	0.0104010626548242	0.00713916343636678	0.00980771428750581	0	0.0104336870385358	0.0122290443011009	0.0143341578594464	0.0144106110381722	0.00286864438849261	0.00620655973766111	0.0139831755194098	0.00735655276919218	0.00980719649441891	0.00674610706268921	0.00293806056289358	0.00438153875947581	0.00910391294396834	0.00781216382553338	0.00885765973781749	0.00989367913720693	0.0031496558600138	0.0181332262652789	0.0390365864273888	0.0121499260979909	0.0155294703991777	0.00776569164850022	0.00988329285079385	0.00317230622824319	0.0101193987116064	0.0074297123357396	0.00634157162393133	0.00707636405920663	0.0110234582626875	0.00512652736072208	0.00709534282332141	0.0229895917745199	0.00466597227340168	0.00918838543490313	0.0118182332310914	0.0018558791128901	0.000700987734841661	0.00292902701830858	0.0128768768751377	0.0125512440975289	0.00304407948164471	0.00751916365347154	0.0078812335375876	0.034393804643682	0.00448801787657462	0.00633155664400148	0.00420601071704535	0.00469858624405923	0.00706172526397702	0.00431047730574441	0.00558208604296559	0.0137623467243963	0.013234139362019	0.00807086306569551	0.0119621042169313	0.0116099196826034	0.00323054726807201	0.0271790730190333	0.00622579490367115	0.0027245221710546	0.00739836956992266	0.00670984714044197	0.0253761718019553	0.00370887796797435	0.00691387740494283	0.00679123260634776	0.00497179985574859	0.0322027766493742	0.00464117065694371	0.00533346144722534	0.013634849952099	0.0107369687722117	0.00406312419091074	0.0102666133870687	0.00900395504147405	0.0130165226057055	0.00316521499064127
HT29_G1_4A_2	0.0114685662257155	0.00112720995883302	0.0051803686136949	0.00952807631879035	0.00506829534666577	0.0143067004272308	0.0157610995651945	0.012162788657578	0.00863350498323993	0.00251546096272407	0.00375818114542089	0.0091727903615973	0.0104336870385358	0	0.012511872395954	0.00472722265573747	0.00618749639092863	0.0119268654820347	0.00632741847951047	0.00581100207912553	0.0110812897722938	0.00568694725501416	0.00452762339654789	0.0103462622284317	0.00607602900147045	0.0107424661114206	0.0027896286934895	0.00889214630453092	0.013924966407435	0.0089792007391385	0.020892012687131	0.038990480325717	0.0150233672144716	0.0111338130714139	0.0037938840819857	0.0104483953701179	0.0103439206514181	0.00903267708351944	0.0114527657665544	0.0078030693991236	0.00711997551854193	0.00228442912727959	0.00882132087564786	0.00344122261615337	0.0235248892335263	0.0129229837720621	0.00128254058959772	0.00786793414081824	0.0111017260706928	0.00975260791465818	0.00753453556939944	0.0159672040341019	0.0162012602246901	0.00875746974722239	0.013593397788946	0.0126542473935782	0.0331799463509084	0.0109964845081076	0.0109350848309206	0.00977333214205769	0.0112438002492022	0.0118323076896613	0.00618032890154969	0.00689829062239939	0.0110541209731982	0.0101313182423227	0.00535116664457214	0.0124924491596428	0.0108252875700728	0.00778557180018998	0.0272115704286755	0.00845242050069673	0.0128785108851358	0.00360862027170025	0.00379843282563652	0.0222714511230583	0.00738587648891478	0.0035483751135952	0.0111963795863165	0.0122429498187069	0.0308162671313098	0.00670824818919547	0.0101141617425556	0.0126141344236374	0.00631553093939867	0.00807530108236003	0.00205899337051546	0.00820395816255633	0.0127949402593889	0.00726966291068261
HT29_G1_4A_3	0.0060863084626302	0.0124524464302968	0.0162526048300413	0.00530116064182644	0.0119032262065711	0.0213457947218386	0.00542654338314543	0.000565506100168446	0.0152314593706461	0.0101609091396348	0.0128726026805341	0.00342359703107598	0.0122290443011009	0.012511872395954	0	0.0121917563878244	0.0102212839051655	0.0150968298777403	0.00774481160232035	0.0183220486250667	0.00506463802584966	0.00685113067701552	0.00925453487015451	0.00940069582301361	0.0108771023502343	0.00312543597135324	0.0107824237468551	0.0040446495986161	0.00447119460146762	0.0141111765416114	0.00843722983169843	0.0274611196807329	0.00351057063495387	0.00595288928358624	0.00926572407569881	0.00250953290758243	0.0091684129551671	0.00349059037604829	0.00515198597617703	0.00651772842110893	0.0160285057587924	0.0147077695065519	0.0156864533394696	0.0107485663765256	0.0114560341814836	0.0168932977588096	0.0117415095268242	0.00535363795274908	0.0108716171593685	0.0118230968664032	0.0110366263254262	0.00426069861201071	0.00488114577124806	0.00936442046960421	0.0069160207796753	0.0195682539152558	0.0223575130363172	0.0163147247839408	0.00612088358913378	0.0155222716262314	0.00801633239153897	0.0186470523635903	0.0117654600886244	0.00782911877364709	0.0035725086484848	0.0215315499487043	0.0154294685476802	0.000332012054328502	0.0211471362653247	0.0129685558715295	0.0154821139577979	0.0062911994180372	0.0144938173211003	0.00985986244866627	0.0107647681335328	0.0132564177904063	0.0130783364714933	0.0110345918011812	0.00573439771087884	0.00847315610033489	0.0201053731741783	0.00905838807699839	0.0165872283686569	0.00179436523898204	0.00645321782319765	0.0142166758627504	0.0105483043156754	0.0180613173945172	0.000847694470472052	0.0112745241077819
HT29_G1_4B_1	0.0134318788990744	0.00579693346399619	0.00969632280811982	0.01123308213191	0.00938124097298597	0.0190332397749575	0.0137996105152405	0.0116995864762987	0.0132618609173003	0.00394354759942421	0.00838401047263533	0.00950088779049376	0.0143341578594464	0.00472722265573747	0.0121917563878244	0	0.00244454343411895	0.0162367211817237	0.00885574078235607	0.0084025336047901	0.0127089008793758	0.00610755270961996	0.00764630659303178	0.0134934814272564	0.0100138499790226	0.0115799451715469	0.00663112882480679	0.00969950025479135	0.0149895821473245	0.0134229740675183	0.0204901258959714	0.0365787612979312	0.0153872080581224	0.0086152419981413	0.0066254182129269	0.0108789349542325	0.0134208423445961	0.0091798666801232	0.0130910005721411	0.00989931143824857	0.0118462089186312	0.00625053327390965	0.0134833710255678	0.00734234946705962	0.0219214499891699	0.0174051934107837	0.00557651508271133	0.00683978233519481	0.0145776964985281	0.0136332757986242	0.0114228404326228	0.016276402712261	0.0167230958751405	0.0120337836455699	0.015542466081597	0.017377094636513	0.0304324216407451	0.0155753701752076	0.0129519374443658	0.0143533720139855	0.013866661121825	0.0165469727184057	0.0103782938897282	0.00956721790680549	0.00954409930469089	0.0141239990035971	0.0100510003535984	0.0122978656526032	0.0152404391715136	0.0121284991212459	0.0251889313592787	0.0105208239378663	0.0169607126312865	0.00693618710363393	0.0077291826567067	0.0191556539545314	0.0117867238686397	0.00760188762073918	0.0130590042485014	0.0148831118296455	0.0280657973627889	0.00994290279528012	0.014780443247756	0.0116134835894976	0.00596953369084053	0.0126140333669437	0.00407514624033692	0.0128270422490739	0.0121572366759828	0.0112472709610919
HT29_G1_4B_2	0.0123781098114582	0.00707347309653521	0.0113642389286215	0.0101706063312898	0.0100263556950324	0.0202206266638682	0.0113974912641238	0.00969701078095308	0.0141364641353025	0.00439433858376092	0.00941745205748959	0.00792707507565763	0.0144106110381722	0.00618749639092863	0.0102212839051655	0.00244454343411895	0	0.0166281433950406	0.00842897404124431	0.0107003105300642	0.0115248434756358	0.00506211800035999	0.00770001206162606	0.0130881953430171	0.0103242415243135	0.0100926184731194	0.00724715496142388	0.00832501319632628	0.0134612851469572	0.0140305375116666	0.018350886533358	0.0341374579733898	0.0135693612713726	0.0061887073031379	0.00671041222469535	0.00925603395515703	0.0129760730017936	0.00755303779708907	0.0118938859866026	0.00913777347929003	0.0131157666409827	0.00813024042026472	0.0144220229278401	0.00788485101382744	0.0195318412493019	0.0179782903629334	0.00663592235936696	0.00493803642189583	0.0143399719488875	0.0137188942171613	0.0116121276493142	0.0144188632108349	0.0149339599619803	0.0117797147556491	0.0144018705310226	0.0184896708397338	0.0280058850473395	0.0163202420046547	0.0119474031836177	0.0151227743104943	0.0131403605830907	0.0176112984699976	0.0108659496531894	0.00914169582112592	0.00729446031290678	0.0161281421673661	0.0114709852055205	0.0103676758020171	0.0170020645955668	0.0126683519021303	0.0227552763733988	0.00969272421399945	0.0171176564645707	0.00721956298221234	0.00824109867164929	0.0167591017850307	0.0123988262629444	0.00820733955660158	0.011972351672814	0.0141265395995748	0.0256379335565576	0.00980528837169285	0.0157068081573769	0.00944469424016816	0.00454980818460254	0.013363681679957	0.00474572959175491	0.0143731477317529	0.0100827939436001	0.0115125329881981
HT29_G1_4B_3	0.00938956445553622	0.0108122250513527	0.00966887812251779	0.00982911666632406	0.00689098165435034	0.00696802088347488	0.0204277394158758	0.0152146174505651	0.00411680296514927	0.0123991045193661	0.00826385099232127	0.0126326719247081	0.00286864438849261	0.0119268654820347	0.0150968298777403	0.0162367211817237	0.0166281433950406	0	0.00878818161308559	0.0144156732612476	0.0101956656371559	0.0123189909508097	0.00894816564984613	0.00575672700828428	0.00630633079730031	0.0119719709304609	0.0096063236999586	0.0116863494261914	0.0126094539755458	0.00303454083312245	0.0207739204096259	0.0417872376384085	0.014905764178699	0.0182600760383441	0.00991953942986208	0.0127480562014724	0.00599291868868229	0.0129302110057981	0.0102482427654526	0.00912408031267156	0.00676428314166849	0.0120007499522552	0.00431311663039722	0.0088984125858056	0.025772957316893	0.00180697049707661	0.0107842041386816	0.0144803321923152	0.00443580598108843	0.00334671263089965	0.00506583787666165	0.0155938169417752	0.0152163872721704	0.00585621032414967	0.0100681658254536	0.00553685057029126	0.0372250179935788	0.00245526019170283	0.00915680455861057	0.00300410240795825	0.00743377064616299	0.00487816819698787	0.00585883129938528	0.00823122968734154	0.0165701614691067	0.012344034078641	0.00830357889866743	0.0148287160268616	0.010299664218959	0.00414375534162492	0.0299697768294649	0.00905792752160835	0.00172607259078834	0.00942694005614418	0.00851403013499103	0.0282371644276963	0.00454554858968177	0.00863598178478896	0.00960961573041259	0.00752479063231482	0.0350451377173693	0.00714374896279518	0.0037901434268165	0.0164984895666656	0.0132891520647599	0.00409704987588903	0.012183878678725	0.00824367557335632	0.0158849046331323	0.0051226276392362
HT29_G1_4C_1	0.00514544050014101	0.00573820350592626	0.00872859967531018	0.00334691128462936	0.00415983765435902	0.0140580256239983	0.0124680558601602	0.00762049784894873	0.00772871558096566	0.00504959626869108	0.00528957217501784	0.00448810269568398	0.00620655973766111	0.00632741847951047	0.00774481160232035	0.00885574078235607	0.00842897404124431	0.00878818161308559	0	0.0117018763963142	0.00484968626354579	0.00360708794407618	0.00188081038830907	0.00467932767663919	0.00321979103179517	0.00508607632267738	0.003728489340253	0.00370760616225289	0.007842318164595	0.00688759581676577	0.015518924970406	0.0351940467570702	0.00933902156517866	0.00953729928745622	0.00255707646091541	0.00526187308115329	0.00458619480301716	0.00463935895329805	0.00520389808231956	0.00155549756135751	0.00828583920638708	0.00804333601579964	0.00816066878870511	0.00338125703801751	0.0191961100539704	0.0104059162578459	0.00514403433516269	0.00570309537859633	0.00591586370829504	0.0055568652752647	0.00383768406208503	0.0102680338031912	0.0103429831151568	0.00336667955606933	0.00726626550539231	0.0122434265982776	0.0299534270671051	0.00925911616756162	0.00461050592861173	0.00826035094011261	0.00507702439257262	0.01130489691541	0.00410249135556693	0.000718607509477142	0.00810001759132214	0.0139123752820977	0.00776486026836938	0.00759193463603604	0.0134062907197974	0.00557363585896362	0.0232191172234489	0.00216754775843895	0.0089246266820503	0.00277027636789292	0.00325886839309701	0.0200444361923074	0.00556556629699092	0.00357119284289602	0.00489033206824239	0.00609784901473643	0.0276584840245817	0.0016594526988824	0.00921217886368225	0.0086206433031522	0.00453150115798083	0.00672694813827396	0.00512886298465233	0.0103202401497801	0.00833676070769187	0.00393686830007167
HT29_G1_4C_2	0.0167728649174445	0.00601744747353459	0.0047644473597877	0.0150331423301678	0.00882178375268047	0.0139014827451626	0.0213775158994552	0.0179716136303816	0.0103462361842167	0.00823813280927256	0.00705952027694976	0.0149723482009461	0.0139831755194098	0.00581100207912553	0.0183220486250667	0.0084025336047901	0.0107003105300642	0.0144156732612476	0.0117018763963142	0	0.0165510118696745	0.0114921636046497	0.00982127925870639	0.0148810494684534	0.0102508166037892	0.0164525239652475	0.00797996239764661	0.0146461717283141	0.0195112967904353	0.0114545600242851	0.0266907303789061	0.0445360932384808	0.0207599496429796	0.0164935883558731	0.00935498619335559	0.0162257589236363	0.0149463514197643	0.0148411691279635	0.0169043019514509	0.0132502387646026	0.00779290879002361	0.00368544912246048	0.0102613178565188	0.00836043730387815	0.0292621165524569	0.014739353331076	0.00669020992864798	0.0135649727150987	0.0152048809653002	0.013416304692349	0.0115064625758691	0.0217044832450036	0.0218951513650986	0.0133199325331017	0.0188193522751566	0.0127250736746159	0.0385697212015666	0.0126044109421778	0.0162373751909022	0.0115544452401512	0.0161576362058623	0.0122014458315158	0.00987743885683487	0.0121373453735714	0.0167260626200812	0.00639343942481146	0.00611261054532787	0.0183003646841615	0.00834095911594366	0.0107889274932317	0.0328641749671264	0.0138685406885005	0.0158309301121813	0.00895457770625004	0.00857237145286596	0.0274274327915284	0.0103065272336436	0.00825061457459561	0.0165610548750143	0.0170837962573724	0.0362004227449951	0.0115675226015622	0.0112923517732585	0.0183885020383346	0.0120689492795784	0.0103596981603429	0.00781411800070424	0.00726912289469292	0.0185992056293915	0.0111445825002295
HT29_G1_4C_3	0.00108943762322092	0.0105733878446694	0.0133724536437489	0.00155781883550269	0.00852403695761078	0.0167487677682358	0.0104909244854002	0.00531030675281382	0.0109921619079863	0.00938137403265341	0.00996570505530199	0.00395319464717169	0.00735655276919218	0.0110812897722938	0.00506463802584966	0.0127089008793758	0.0115248434756358	0.0101956656371559	0.00484968626354579	0.0165510118696745	0	0.00661121544677569	0.00673028299509662	0.004439885015552	0.00718038649233143	0.00212866815051394	0.0085748973268727	0.00326279875279155	0.00306856781265854	0.00966500938831256	0.0111910928775855	0.0317565079621701	0.00498074299185592	0.00977582477855493	0.00729310722773393	0.00317967989265077	0.00420374912247065	0.00437925117068301	0.000384444248171433	0.0033043796320594	0.0123515766870132	0.0128886173711259	0.0114576897979063	0.00821588861966694	0.0156769960044212	0.0120024578977995	0.00995430921699596	0.00704575664324286	0.00585689774200336	0.00705028392737338	0.00681717513954369	0.00582560265813186	0.00572069142751227	0.00479320010146321	0.00287751584055377	0.0150297019675076	0.0270403443022196	0.0116730041579989	0.00106190901761117	0.0110429455730077	0.00295177435072017	0.0141416907320834	0.00799106060496296	0.00447048546962862	0.00752584970495034	0.0183708560241477	0.0122596617715472	0.00476284228871456	0.0174976674353408	0.00873500979710825	0.0198526147085596	0.00268448793729133	0.00946732100345269	0.00760742815736901	0.00805520690073183	0.018319039850556	0.0089652960653844	0.0083753326428454	0.000683165332384972	0.00348228483595696	0.0248535053969751	0.00536814040171504	0.0121651032359437	0.00669331100991672	0.00697517759682144	0.0100089426474075	0.009591347835068	0.0144713414445302	0.00590069568544728	0.00713873940752889
HT29_G1_4F_1	0.0073836104583919	0.00576747750353837	0.00995246064258442	0.00517074976110127	0.00659544980731841	0.0170562916172176	0.0103266482670397	0.00648245626776761	0.0106876479126671	0.00331440956537083	0.00687214544253886	0.00363169284439691	0.00980719649441891	0.00568694725501416	0.00685113067701552	0.00610755270961996	0.00506211800035999	0.0123189909508097	0.00360708794407618	0.0114921636046497	0.00661121544677569	0	0.00368065656901789	0.00812768789673576	0.00627894389488057	0.00554781616911484	0.00446682842680692	0.00363572976322424	0.00894257116783935	0.0101401575771885	0.0152724445320999	0.0335292361366033	0.00961658228737052	0.00639843908508367	0.00308327351777546	0.00499392410604992	0.00799662065934617	0.00341709424515508	0.00699162660906007	0.00408503461283263	0.0105379521394429	0.00792736629303616	0.011069647163141	0.00473267945168554	0.017887098998326	0.0138689009522639	0.0050562378303747	0.00255263314636926	0.00946419227080839	0.00914826696131033	0.00727389111472739	0.0105458190939829	0.0108881134780434	0.00694984339737571	0.00946435504775379	0.0152461263782267	0.027909456092193	0.0125285587951458	0.00692878459564661	0.011430496891357	0.00807985718379498	0.0143144289693703	0.00704448121126014	0.00427488766463265	0.00561316315787382	0.015247504671235	0.00942887402239051	0.00685480264962265	0.0153251756787274	0.00876357003807463	0.0216594883945104	0.00463075175070289	0.0125283836323978	0.00378043042402742	0.0049268482742012	0.017405029579091	0.00863255028812458	0.00508537238651181	0.00699403591524957	0.00906467296772006	0.025564420254694	0.00519097448663265	0.0122527919479904	0.00695428180131523	0.00101181339763166	0.00975188100494628	0.00369753250663056	0.0123194686707064	0.007108550140998	0.00728622689579294
HT29_G1_4F_2	0.00700036466142993	0.00386825421192659	0.00701691694802623	0.00521927949058712	0.00294177860201034	0.013376087325726	0.0136043060928736	0.00905466863473433	0.00700796183081943	0.00370495395819041	0.00361839095402149	0.00585998013672152	0.00674610706268921	0.00452762339654789	0.00925453487015451	0.00764630659303178	0.00770001206162606	0.00894816564984613	0.00188081038830907	0.00982127925870639	0.00673028299509662	0.00368065656901789	0	0.00596976853943568	0.00268619193891908	0.00683143105150223	0.00185052448072975	0.00523948094828326	0.00971093936212007	0.00653214875029581	0.0172611767662861	0.0365929451288434	0.0111306397349458	0.0100625084311586	0.00102436282029389	0.00685329536943988	0.00593460751284206	0.00590392105217823	0.00708455042138352	0.00343107838880378	0.00700799999320248	0.00616416111487542	0.00738925867596509	0.00154083420081106	0.0206880510629241	0.0103780440636922	0.00330139373895185	0.00618023582547601	0.00694656635339505	0.00604787133465768	0.0039122850736849	0.0120673668827131	0.0121770992249676	0.00443528933973169	0.00910137537687462	0.0115657861495395	0.0311901962937532	0.00890725785805312	0.00646384559431267	0.00778033438746734	0.00672513383095668	0.0106343458605227	0.00338472873565764	0.00237921029299098	0.0090161443116149	0.0122792739437112	0.00618646058405069	0.00914126979282708	0.0119940746179946	0.00514749017147704	0.0246383973901635	0.00404818446576867	0.00943287653312687	0.000919764921661375	0.00151039538982839	0.0209523439060522	0.00497771869158824	0.001789246889994	0.00676071735055872	0.00773123182261458	0.0288692876890689	0.00232506691390555	0.008576229452701	0.00989977687036266	0.00469150159848116	0.00608056967379922	0.00364995528206882	0.00892433676520938	0.00975960622559025	0.00382565668638395
HT29_G1_4F_3	0.00366297973866227	0.00947023718698527	0.0108333581808133	0.00425181499630831	0.00607331701553327	0.0124243440289678	0.014788991450971	0.00956239850778667	0.00711191204389294	0.00960561090617124	0.00782430065182583	0.00729407498923306	0.00293806056289358	0.0103462622284317	0.00940069582301361	0.0134934814272564	0.0130881953430171	0.00575672700828428	0.00467932767663919	0.0148810494684534	0.004439885015552	0.00812768789673576	0.00596976853943568	0	0.00463063813916147	0.00629132352826005	0.00755722325014604	0.00635014076092998	0.00698050001095452	0.00561874176264687	0.0152449436638394	0.0361021406321576	0.0092167828763037	0.0132108887539995	0.00694185152394918	0.00715495787988032	0.000236197077098223	0.00765300431922404	0.00449608651777678	0.00415201493142225	0.00902116682221783	0.0115068451130079	0.00756460226775927	0.006922628557776	0.0200521791072627	0.0075636616919684	0.00906617604175469	0.00972707044336776	0.00151450147552202	0.00274085157981748	0.00350000992299377	0.00995718462236981	0.00966004624048974	0.00159706376307935	0.00478512681502531	0.0107590813034876	0.0314725082246258	0.00736719758230088	0.00340118942780705	0.00690023415497129	0.00182088738603303	0.00990742528774761	0.00510297897893899	0.00396086464169409	0.0112532090230506	0.0152595116716295	0.00950750681635495	0.00912010605992162	0.0139530080166229	0.00504558378253349	0.0242424544729826	0.00381264557538443	0.00511440513314515	0.00683269155681941	0.00659463723625324	0.0226227734709806	0.00541679942631932	0.00688520988709209	0.00385720423947092	0.0023884009282305	0.0292911428430244	0.00366071801015137	0.00804431056899589	0.0108920671209378	0.00892769101986782	0.00623148800400696	0.00960352072126299	0.0111047724373415	0.0102094214970566	0.00388311956242386
HT29_G1_5A_1	0.00703392912827039	0.00506725294874455	0.00635155292202532	0.00595895430473729	0.00146375455645099	0.0108857818394991	0.0156875379308635	0.0107923414485689	0.00452504414768561	0.00611867217258952	0.00319453603222634	0.00769880019033943	0.00438153875947581	0.00607602900147045	0.0108771023502343	0.0100138499790226	0.0103242415243135	0.00630633079730031	0.00321979103179517	0.0102508166037892	0.00718038649233143	0.00627894389488057	0.00268619193891908	0.00463063813916147	0	0.00802029188608839	0.00343409887023964	0.00688106406292419	0.0102392846644846	0.00386375992080389	0.018300581585533	0.0383295073631204	0.0120644438453802	0.0125696412862345	0.00362117602786918	0.00837010761918772	0.00470085331145901	0.00785898561653329	0.00745517015307138	0.0043826819233322	0.00522571335743729	0.00693033367367799	0.00494883494382128	0.00271561339629645	0.0222900984731989	0.00769451038683679	0.00481660681464646	0.00868174905866351	0.0050975488704685	0.00369006621078081	0.00146018273203384	0.0129549056067736	0.0128984770805795	0.00308449324504055	0.00886916347914166	0.00906873663411779	0.0331543567519381	0.00625036459302565	0.0065343562643837	0.00516071925627721	0.00601006803695982	0.00813012572146039	0.000889656952558837	0.00304964055626161	0.0112843823031855	0.0111965742832379	0.00513018857206755	0.0106990931406637	0.0103892484801862	0.00248470384400571	0.0263540143845399	0.00474991371770162	0.00694987778276686	0.00312482485480268	0.00232897281504319	0.0232430028398368	0.00238473498583705	0.00253660247924043	0.00694984190132835	0.00687971782993437	0.0308656422232254	0.0018615043283843	0.00604221991520663	0.0118317056719049	0.00728699798194978	0.00353744262383229	0.0059391399549538	0.00732665698173183	0.011509085435204	0.00123499107052552
