	HT29_G1_1B_1	HT29_G1_1B_2	HT29_G1_2A_1	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_1	HT29_G1_3E_2	HT29_G1_3F_1	HT29_G1_3F_2	HT29_G1_4A_2	HT29_G1_4C_1	HT29_G1_4F_1	HT29_G1_4F_2	HT29_G1_5A_1	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_1	HT29_G1_5B_2	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_2	HT29_G2_4G_2	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_5A_1	HT29_G2_5A_2	HT29_G2_5B_2	HT29_G2_5B_3	HT29_G2_5E_1	HT29_G2_5E_2	HT29_G2_5H_1	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6B_1	HT29_G2_6C_2	HT29_G2_6D_2	HT29_G2_6E_1	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6F_3	HT29Root2_1	HT29Root2_2
HT29_G1_4C_1	0.0336469198385232	0.0252401395336138	0.0496586832330138	0.0403293025122403	0.0907765124671884	0.0681487903830923	0.0666918331434372	0.0248746401397121	0.0457064107018403	0.0184286891214383	0	0.0128257991860131	0.0263264161377479	0.022280758388967	0.0437063109073039	0.0468325247411092	0.0147784225776066	0.0357999721952784	0.0483875204833643	0.0760580224331067	0.0281384426138538	0.0211870706993386	0.0261189448060975	0.0364737187019582	0.0413189822876668	0.0280240674835959	0.0356138176561527	0.0460878719051007	0.0833617996829992	0.0580277992114148	0.0228716215693898	0.0449059794059244	0.107554760748503	0.0178075355544918	0.043442632422159	0.0398615845331198	0.0495547886665478	0.0197990609540392	0.0280144074139946	0.0694558713584316	0.030746920586439	0.0113142505093061
HT29_G1_4F_1	0.0266244587383209	0.0199837050323936	0.0393557966318487	0.0304070166792183	0.080142183979394	0.0581761110832913	0.055777623586161	0.0212016041389215	0.0355623042963708	0.0134185072754105	0.0128257991860131	0	0.0200948130537482	0.0143415589034871	0.0337279456475036	0.0371370959253504	0.00985016554820724	0.0273416835951512	0.0384487712949526	0.0655139098799707	0.0187198696566194	0.0138755316527115	0.018559030298705	0.0268063339679984	0.032780595488419	0.0199276970802498	0.0252224992837296	0.0369984115606343	0.072880923695341	0.0480863215054525	0.0174740564626465	0.034959634870784	0.118987683879397	0.0125633486154126	0.0336265688138465	0.0300665028999979	0.0400944816303926	0.0161741699857732	0.0189086722583509	0.0597336761194915	0.0223870334930361	0.0155257693992267
HT29_G1_4F_2	0.00775014374387397	0.00272369164558153	0.0255489005987841	0.0211963976357479	0.0664935786076885	0.0431688854915583	0.0428181193810415	0.00618650630359078	0.0260468803141417	0.0141782822696009	0.0263264161377479	0.0200948130537482	0	0.00747251608620068	0.0194006851962626	0.0220371578026918	0.0127775129234762	0.0102621824942299	0.0241864804109424	0.05142983021194	0.0120597497828326	0.0117636930233595	0.00600573748394888	0.0143963794285554	0.0159127650957891	0.0096263358831827	0.0194550691063523	0.0224433877609185	0.0597763299865088	0.0331075812078685	0.0147978005904152	0.0219042053023494	0.132026126333714	0.017563843328774	0.0189793823258559	0.0159356005147956	0.0242319145979721	0.00972679310622222	0.00733573622859728	0.0447108616122045	0.00843719146574989	0.0191647205942689
HT29_G1_5A_1	0.0134287354324682	0.00733493728867006	0.0278702017159093	0.02037656869302	0.0700051749680785	0.0470924022451656	0.045430531223826	0.0110111539135691	0.0254942986190398	0.00816507311256506	0.022280758388967	0.0143415589034871	0.00747251608620068	0	0.0220357271118095	0.0250014587151981	0.00767324233709023	0.0145197250696743	0.0277245142155933	0.0546868098868698	0.00809633728503375	0.0070308068588649	0.00531373552398987	0.0155683845774295	0.0207365716761568	0.00765374130724149	0.0167434690795597	0.0249922662046374	0.0633495340269148	0.0366150743577517	0.00972511806367812	0.0249464310749426	0.128575785006874	0.0109686735476214	0.0221852733362178	0.0189780985315226	0.0280025240642875	0.00706401936082661	0.00729397686246707	0.0490124154627726	0.0100293338094231	0.016278969112625
HT29_G1_5A_2	0.0138150841232045	0.0213441066716449	0.00644214952925713	0.0147033315902549	0.0481542765046967	0.0253045931846394	0.0236149826455228	0.0241860438796822	0.0157262006527396	0.0290661050943524	0.0437063109073039	0.0337279456475036	0.0194006851962626	0.0220357271118095	0	0.00418538779385513	0.0296189629120672	0.0094206481326791	0.00783909920941717	0.032673450545689	0.0185783817866146	0.0250557544293653	0.0189661787981378	0.0100764044945399	0.0075833154603847	0.0185088975438255	0.0171579748908128	0.0105616449427608	0.0423821511092543	0.0148657800697542	0.0274054166706947	0.00856538025047385	0.150318462777429	0.0313008231137383	0.00258866521755848	0.00547262699917308	0.00683009817894316	0.0272506402275413	0.0160433636727472	0.0277565322553297	0.0147612433599633	0.0376060119942884
HT29_G1_5A_3	0.0155362957293917	0.0237307458171862	0.00416947141545989	0.0148534016010185	0.0459191072118771	0.022803179345296	0.0215345812156881	0.0268232122038675	0.0147658462764024	0.0316201700781435	0.0468325247411092	0.0371370959253504	0.0220371578026918	0.0250014587151981	0.00418538779385513	0	0.0326039559178605	0.0121108560535567	0.00888873888348132	0.030112186965887	0.0209498912426473	0.0274724166093	0.021387273342489	0.0117936021905731	0.0087822681818978	0.0205675520351416	0.0185679499491862	0.00808838413720589	0.0410455038982754	0.011887507611121	0.0294222743547429	0.00893909481844651	0.153079181817727	0.0338645807955887	0.00566236819073255	0.0093234181748491	0.00438710559722085	0.0298582713875071	0.018925542458602	0.0253952541216354	0.0168670459719147	0.0401309224698399
HT29_G1_5B_1	0.0199242259627623	0.0117165997381681	0.0355025061662596	0.0269654566767936	0.0774204089293293	0.0545239336640291	0.0529677553450925	0.0132327393818547	0.0322364434570472	0.00607433430269196	0.0147784225776066	0.00985016554820724	0.0127775129234762	0.00767324233709023	0.0296189629120672	0.0326039559178605	0	0.0217519167919759	0.034964671335138	0.0622450877862774	0.014326405055597	0.00881589102497513	0.0118786205324703	0.0227412029469855	0.0277751398377926	0.0139607197314302	0.0227434242658825	0.0321826744316013	0.0704889952648849	0.0441351752163249	0.0107023055263996	0.031944802577319	0.121030445016667	0.00810257379888948	0.0296202329339476	0.0262439822119426	0.0355046744351447	0.00647702731085689	0.0142497205988675	0.0562537752989131	0.0168793738074298	0.00964989659280059
HT29_G1_5B_2	0.00548452520971896	0.012288487010595	0.0156181512039485	0.0165707647344115	0.0564200586715089	0.0331440346997714	0.0326361197355666	0.0148286193722267	0.0200411310317379	0.0219256132834469	0.0357999721952784	0.0273416835951512	0.0102621824942299	0.0145197250696743	0.0094206481326791	0.0121108560535567	0.0217519167919759	0	0.0143546734709549	0.0412318134664537	0.0138983045906442	0.0184173355291878	0.0114505552888276	0.00896452307644892	0.00686320616679708	0.0125346882575057	0.0170669447537264	0.0146841194426168	0.0499947199530592	0.0230579410427352	0.0210327815706532	0.0134801712542584	0.142021868276832	0.0247913973172771	0.00894196937810045	0.00660324638406588	0.0140958042245917	0.0188225787883	0.00936968856480675	0.035015088983516	0.00847541154928175	0.0291266880445785
HT29_G1_5C_2	0.0188269773303702	0.0264788009941689	0.00900878641088752	0.0219580320147792	0.0427436390583707	0.0203275981644154	0.0197212544640769	0.0279982846286185	0.0223678746778368	0.0353671766196234	0.0483875204833643	0.0384487712949526	0.0241864804109424	0.0277245142155933	0.00783909920941717	0.00888873888348132	0.034964671335138	0.0143546734709549	0	0.028299299345882	0.0255120045942714	0.0312891493928952	0.0251126533247957	0.0169201776969897	0.0103724772965497	0.0253695967976927	0.0243646847728141	0.0161660206881572	0.0358612550238771	0.0121610519918886	0.0343354371502602	0.0100843806128773	0.15515134155747	0.0377531730545451	0.006260955312786	0.00876064289725068	0.00671165803335457	0.0327999051646915	0.0217588170961807	0.0223243861787705	0.0210826850714356	0.0430161492144426
HT29_G1_5C_3	0.044757547147773	0.0533448645096779	0.0271571269939236	0.0412696477103379	0.0163849669753779	0.00960470476131732	0.0102257118022986	0.0553992305178377	0.0378277095628143	0.0614949010741068	0.0760580224331067	0.0655139098799707	0.05142983021194	0.0546868098868698	0.032673450545689	0.030112186965887	0.0622450877862774	0.0412318134664537	0.028299299345882	0	0.0504171176523309	0.0571807567953359	0.0513835803401856	0.0409833327499792	0.0360611220776343	0.0505057214585229	0.0457482135080415	0.0338113284793958	0.0169020929700736	0.0187520187314974	0.0592355044379231	0.0323694996014856	0.182474131115011	0.0635047464831839	0.0327943321677744	0.0364389309807514	0.0273062297312332	0.0596595905391681	0.0484428017304966	0.0119963733023252	0.0467092121128302	0.0700485500758037
HT29_G1_5D_2	0.013529169039317	0.0122470135431416	0.0233374404038844	0.0128045533537973	0.0661151156085194	0.0434733273766327	0.0410240661683675	0.0175177794891969	0.0179534845203592	0.011980798892727	0.0281384426138538	0.0187198696566194	0.0120597497828326	0.00809633728503375	0.0185783817866146	0.0209498912426473	0.014326405055597	0.0138983045906442	0.0255120045942714	0.0504171176523309	0	0.00809382259535736	0.00646729735115757	0.0104865003061555	0.0190357890514693	0.00386427616330575	0.00879390729452543	0.0195640927705787	0.0605730701903767	0.0325172374591492	0.00994658888103862	0.0212492560448914	0.133611099251748	0.0133558072259346	0.019483243725541	0.0172853931988626	0.0247278092050048	0.0137546727024912	0.00686839106136173	0.0456675658517279	0.00748276795331306	0.0220410455495968
HT29_G2_4G_2	0.0161629287274618	0.0109540370966485	0.0302978978639823	0.0194230148954301	0.0726444414652544	0.0496782298295045	0.0479617416189189	0.0156837105840875	0.0248708533630886	0.00771043149770054	0.0211870706993386	0.0138755316527115	0.0117636930233595	0.0070308068588649	0.0250557544293653	0.0274724166093	0.00881589102497513	0.0184173355291878	0.0312891493928952	0.0571807567953359	0.00809382259535736	0	0.00729682445432274	0.0163251350515514	0.0235056877362229	0.00752222700403213	0.0154398867148631	0.0254444757199509	0.0668611780854645	0.038858488907977	0.00748150028177777	0.0263155585968613	0.126607606218114	0.00911981787866674	0.0254093302269471	0.0227400016344823	0.0308370045460916	0.010341845076308	0.00965116155707895	0.051361781161331	0.0110187939999218	0.0149863330771579
HT29_G2_4H_1	0.0092775705981062	0.00596959140095309	0.0245770650936526	0.0167295200387081	0.0668764082499526	0.0436398795363461	0.0424155474387	0.0115456598704566	0.0219209839367002	0.0112375286868459	0.0261189448060975	0.018559030298705	0.00600573748394888	0.00531373552398987	0.0189661787981378	0.021387273342489	0.0118786205324703	0.0114505552888276	0.0251126533247957	0.0513835803401856	0.00646729735115757	0.00729682445432274	0	0.0115621483092704	0.0170170943356039	0.0038084415609877	0.0142525354440011	0.0204032638775332	0.0608823866825692	0.032949668679395	0.0104046656578371	0.0213119350295248	0.131964850209488	0.0140434632412397	0.019209822109004	0.0165789195747129	0.0244684255812441	0.00987018353355968	0.00461656568343439	0.0454435389816539	0.00526749644091177	0.0188869364939209
HT29_G2_4H_2	0.0100904921863953	0.0157883675229277	0.0144322787972551	0.00847085237599277	0.0565560258323111	0.0336585110181227	0.0319294784813287	0.02043260037911	0.0127714654097988	0.0216955706389568	0.0364737187019582	0.0268063339679984	0.0143963794285554	0.0155683845774295	0.0100764044945399	0.0117936021905731	0.0227412029469855	0.00896452307644892	0.0169201776969897	0.0409833327499792	0.0104865003061555	0.0163251350515514	0.0115621483092704	0	0.0104665242335912	0.0101855782084827	0.00950542491587881	0.0103209443555791	0.0515406153695154	0.0227076313150555	0.0194730909754692	0.0111087055509584	0.14269054788058	0.0235854407933357	0.0108980423770965	0.0102170607105663	0.0154123188102493	0.0212400023426275	0.00892042291756261	0.0355461297769257	0.00667205464009436	0.0301613499111928
HT29_G2_5A_1	0.00925563587754517	0.0178947133690075	0.0124512280221488	0.0175462969095995	0.0509943536605118	0.0274908689545966	0.0280309245287276	0.0201520918426874	0.0198968362041888	0.0280691169279849	0.0413189822876668	0.032780595488419	0.0159127650957891	0.0207365716761568	0.0075833154603847	0.0087822681818978	0.0277751398377926	0.00686320616679708	0.0103724772965497	0.0360611220776343	0.0190357890514693	0.0235056877362229	0.0170170943356039	0.0104665242335912	0	0.0176164872161887	0.0197972794522746	0.0117748695088602	0.0451032034263256	0.0176870418262019	0.0267296188297979	0.00867623853241853	0.147508307529053	0.0308170685889971	0.00615193238443768	0.0066562058396828	0.00933272486978015	0.025094164758908	0.0144939518521414	0.0288797122884838	0.0127346849750428	0.0346970148878897
HT29_G2_5A_2	0.0108070428165167	0.00943910855650869	0.023503279151336	0.0136407388356633	0.0662403202054042	0.0431543441481984	0.0414622159840101	0.0151789029150744	0.0188705642096981	0.011824019282574	0.0280240674835959	0.0199276970802498	0.0096263358831827	0.00765374130724149	0.0185088975438255	0.0205675520351416	0.0139607197314302	0.0125346882575057	0.0253695967976927	0.0505057214585229	0.00386427616330575	0.00752222700403213	0.0038084415609877	0.0101855782084827	0.0176164872161887	0	0.0110155042891738	0.0187027515346117	0.0607972336053515	0.0321871145026729	0.00947081016136707	0.0209250872085394	0.133292552442174	0.0139815043424697	0.0192160259281488	0.0171161009153663	0.0241084633758855	0.0122365531557953	0.00606384032247746	0.0451604824202458	0.00525460515029973	0.0207463786201778
HT29_G2_5B_2	0.0178461706630557	0.0200486260847397	0.0198012811070732	0.00590701422796031	0.061478019948338	0.039761868320035	0.0363175224063568	0.0254239132441106	0.0105144466357521	0.0200232633235065	0.0356138176561527	0.0252224992837296	0.0194550691063523	0.0167434690795597	0.0171579748908128	0.0185679499491862	0.0227434242658825	0.0170669447537264	0.0243646847728141	0.0457482135080415	0.00879390729452543	0.0154398867148631	0.0142525354440011	0.00950542491587881	0.0197972794522746	0.0110155042891738	0	0.0158342334710628	0.0571463632311812	0.0287993072806308	0.0169792674356502	0.0187228182380356	0.140171046935314	0.0204720229934856	0.0187317389795262	0.0180256257180388	0.0228027520481117	0.022485622264696	0.0129447530066481	0.0421370699644655	0.0120032747631257	0.0301102280048453
HT29_G2_5B_3	0.0155981410516769	0.0235331670705895	0.0102631570707368	0.0106483716827946	0.0497224933212029	0.0268660342319314	0.0259472530864761	0.0278487000822674	0.010590157540658	0.0304299217190994	0.0460878719051007	0.0369984115606343	0.0224433877609185	0.0249922662046374	0.0105616449427608	0.00808838413720589	0.0321826744316013	0.0146841194426168	0.0161660206881572	0.0338113284793958	0.0195640927705787	0.0254444757199509	0.0204032638775332	0.0103209443555791	0.0117748695088602	0.0187027515346117	0.0158342334710628	0	0.0464959807616581	0.0158469719972615	0.0272527335450478	0.0106472175280975	0.151246999703596	0.0324018821027361	0.0119585380682469	0.0145016937109085	0.0111110972552502	0.0295770550874388	0.0187612131503554	0.0289344827226953	0.0154868210872733	0.0386667647663702
HT29_G2_5E_1	0.0540741999668847	0.0620485702349339	0.0383529084553678	0.0536210292067415	0.0128909656844654	0.0207260178814347	0.0223103112269235	0.0627785666363304	0.0510912233551245	0.0708807540703583	0.0833617996829992	0.072880923695341	0.0597763299865088	0.0633495340269148	0.0423821511092543	0.0410455038982754	0.0704889952648849	0.0499947199530592	0.0358612550238771	0.0169020929700736	0.0605730701903767	0.0668611780854645	0.0608823866825692	0.0515406153695154	0.0451032034263256	0.0607972336053515	0.0571463632311812	0.0464959807616581	0	0.0307900653767676	0.0696421017461787	0.0420652119235418	0.18937677835779	0.0730517515718006	0.0417486558135544	0.044519587110802	0.0375880752524916	0.0683063964636638	0.0574633450746	0.020554178882943	0.0566417989729665	0.0786740642029065
HT29_G2_5E_2	0.0262131737168326	0.0349367266837295	0.00990070631530355	0.0243033768798389	0.0344072096822695	0.0112168903081296	0.0115677114622505	0.0374350627102395	0.0222041246539329	0.0434269988513684	0.0580277992114148	0.0480863215054525	0.0331075812078685	0.0366150743577517	0.0148657800697542	0.011887507611121	0.0441351752163249	0.0230579410427352	0.0121610519918886	0.0187520187314974	0.0325172374591492	0.038858488907977	0.032949668679395	0.0227076313150555	0.0176870418262019	0.0321871145026729	0.0287993072806308	0.0158469719972615	0.0307900653767676	0	0.0411646286313268	0.0146156469326445	0.1644012061977	0.0456189583789834	0.0150038211674552	0.0189570424643361	0.00910364203228927	0.0414926296467587	0.030187624547522	0.0140660548631923	0.028166035428083	0.0515785241217528
HT29_G2_5H_1	0.018827235941654	0.0131350532427567	0.0321952115078514	0.020738947119993	0.0751361628869414	0.0521770948172294	0.0501500837306816	0.0177482001042326	0.0255782802535158	0.00520408592019937	0.0228716215693898	0.0174740564626465	0.0147978005904152	0.00972511806367812	0.0274054166706947	0.0294222743547429	0.0107023055263996	0.0210327815706532	0.0343354371502602	0.0592355044379231	0.00994658888103862	0.00748150028177777	0.0104046656578371	0.0194730909754692	0.0267296188297979	0.00947081016136707	0.0169792674356502	0.0272527335450478	0.0696421017461787	0.0411646286313268	0	0.0303631328313136	0.125400569012522	0.00646270099400351	0.028252836182205	0.0259285464215277	0.033052483602801	0.00966486235469702	0.0141262893090949	0.0543896050365022	0.0145137269784676	0.0149722901107624
HT29_G2_5H_3	0.0160494687582337	0.0239508535347345	0.010257743000107	0.0158457742002906	0.0470920366135845	0.0244562186748436	0.0237852351525937	0.0269896448452554	0.0170796837364804	0.0320550166018571	0.0449059794059244	0.034959634870784	0.0219042053023494	0.0249464310749426	0.00856538025047385	0.00893909481844651	0.031944802577319	0.0134801712542584	0.0100843806128773	0.0323694996014856	0.0212492560448914	0.0263155585968613	0.0213119350295248	0.0111087055509584	0.00867623853241853	0.0209250872085394	0.0187228182380356	0.0106472175280975	0.0420652119235418	0.0146156469326445	0.0303631328313136	0	0.151583100509198	0.0340852935532035	0.00778739575137666	0.00979307734679763	0.00977988171656641	0.0305950684147502	0.0177957172260669	0.0255597276644866	0.0163227819958794	0.0394161788887586
HT29_G2_6A_1	0.139019480432433	0.130262795208836	0.156069153368531	0.144849187185643	0.197113510543668	0.174521176656969	0.17332984044706	0.128931820331868	0.149783094739337	0.12236028836646	0.107554760748503	0.118987683879397	0.132026126333714	0.128575785006874	0.150318462777429	0.153079181817727	0.121030445016667	0.142021868276832	0.15515134155747	0.182474131115011	0.133611099251748	0.126607606218114	0.131964850209488	0.14269054788058	0.147508307529053	0.133292552442174	0.140171046935314	0.151246999703596	0.18937677835779	0.1644012061977	0.125400569012522	0.151583100509198	0	0.120819985798238	0.150191881875369	0.146726178861109	0.155842798678794	0.123968212031724	0.134761419606458	0.175661388002768	0.136749793542075	0.113453179608515
HT29_G2_6B_1	0.0231372217088601	0.0161822861791165	0.0363962060431938	0.0252100842197017	0.0791600384002721	0.0564788843263211	0.054071677835346	0.0194751303917018	0.0301291278260195	0.00376820067943814	0.0178075355544918	0.0125633486154126	0.017563843328774	0.0109686735476214	0.0313008231137383	0.0338645807955887	0.00810257379888948	0.0247913973172771	0.0377531730545451	0.0635047464831839	0.0133558072259346	0.00911981787866674	0.0140434632412397	0.0235854407933357	0.0308170685889971	0.0139815043424697	0.0204720229934856	0.0324018821027361	0.0730517515718006	0.0456189583789834	0.00646270099400351	0.0340852935532035	0.120819985798238	0	0.0319465809042107	0.0291050356922138	0.037418894069765	0.010522322317816	0.0168979592391466	0.0586374558319326	0.0186399337817931	0.0125195972357614
