	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_1	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_1	HT29_G1_3E_2	HT29_G1_3E_3	HT29_G1_3F_1	HT29_G1_3F_2	HT29_G1_3F_3	HT29_G1_4A_1	HT29_G1_4A_2	HT29_G1_4A_3	HT29_G1_4B_1	HT29_G1_4B_2	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4C_2	HT29_G1_4C_3	HT29_G1_4F_1	HT29_G1_4F_2	HT29_G1_4F_3	HT29_G1_5A_1	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_1	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_1	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_2	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_2	HT29_G1_5E_3	HT29_G1_5F_1	HT29_G1_5F_2	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_5A_1	HT29_G2_5A_2	HT29_G2_5A_3	HT29_G2_5B_2	HT29_G2_5B_3	HT29_G2_5E_1	HT29_G2_5E_2	HT29_G2_5E_3	HT29_G2_5F_1	HT29_G2_5F_2	HT29_G2_5F_3	HT29_G2_5G_1	HT29_G2_5G_2	HT29_G2_5G_3	HT29_G2_5H_1	HT29_G2_5H_2	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6A_2	HT29_G2_6A_3	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6C_2	HT29_G2_6D_1	HT29_G2_6D_2	HT29_G2_6D_3	HT29_G2_6E_1	HT29_G2_6E_2	HT29_G2_6E_3	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6F_3	HT29_G2_6G_1	HT29_G2_6G_2	HT29Root1_1	HT29Root1_2	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_3F_3	0.00996636876942387	0.0113666234447416	0.0117711059841027	0.00324755180218416	0.0100225160324791	0.0173328734540063	0.00744398505599244	0.00553284324610598	0.0202370162710159	0.0349258225040029	0	0.0209463803485754	0.00880457020207351	0.00889227894859878	0.0427330969970715	0.0159713824484035	0.0174989537347019	0.0079244961061686	0.0222095897181612	0.0134342636478242	0.0867404471456024	0.0618094491843996	0.0590816584246747	0.0110992553860829	0.0205735163920892	0.0144549303077732	0.0135988073131777	0.00727829111292159	0.0174557302490806	0.00801241549022185	0.0169470341438398	0.00997523130495856	0.0129293204352162	0.0204200588748655	0.0112743890947479	0.00908562719123713	0.0111385922177186	0.00839936585792197	0.0132190274408935	0.00623585771880517	0.0175832974071442	0.0225732327652687	0.0102608828811572	0.0239104517249692	0.0139083117919182	0.0251172365567152	0.0141978410012383	0.0106031780912943	0.0129513779564064	0.0109718425172409	0.00914950948359882	0.0116403552665844	0.0119565078730081	0.0105875758136818	0.0274282833706323	0.0136518579672701	0.0148398961921535	0.00812497257993428	0.0149183312681547	0.0140906517409934	0.0134402455366739	0.0075327919573738	0.0165468447969299	0.0136493273243211	0.0222605848598756	0.00941999556841551	0.00803233147146645	0.0158866196614138	0.00979770031712151	0.00492754069141479	0.0142551707401965	0.0113340519075794	0.00857466323831194	0.0131812089765221	0.00268719412122077	0.00797823776162225	0.011190133631049	0.0179088528864062	0.0196695290610069	0.0177099774716568	0.00790888727492395	0.0273080939745115	0.0116915702085598	0.0107984706972067
HT29_G1_4A_1	0.0124270847935728	0.0254237428800883	0.0147339134759599	0.0224147714173135	0.0120519983494687	0.0049721812169474	0.0135932588634022	0.0203211499510907	0.00479416900830719	0.0143297138168059	0.0209463803485754	0	0.0166243728867421	0.0179043659694932	0.0220756937687589	0.00928157395267062	0.00975617255936412	0.0152009352874279	0.00419458441404001	0.0283460423848484	0.0674370449228453	0.0445698448819829	0.040344142552669	0.0159180934683519	0.00317468204962841	0.00675153288872028	0.00873519466450889	0.0142363110348555	0.0126392694632098	0.0145027793237775	0.00806796045286184	0.0118796709655415	0.0169991637202512	0.00805538101923428	0.0131484099089153	0.0183612318291873	0.00990402740656004	0.0147962726638044	0.00917004402865503	0.0156393302396831	0.00528454689926647	0.00437423558775731	0.0219723193392998	0.00611215393628635	0.00966662865457143	0.0043739365971878	0.00891085100747206	0.0110514771754312	0.0313366522173135	0.0138569036682228	0.0155250355688271	0.0117776715476937	0.0190142485939058	0.0143640228146218	0.00769476138855209	0.0105440390152523	0.00665872077098084	0.0196035598716324	0.0135248364238249	0.0105312744331985	0.00810001160216496	0.0170374169299676	0.00450279324663649	0.00909591681336302	0.0078495854303295	0.0247708763899941	0.0137797355054684	0.013011088731815	0.0119652661446554	0.0163169515983954	0.0106780442386891	0.00972602353521362	0.0133323239387143	0.0145302635767451	0.0196424627542519	0.0270740624617386	0.021529451650022	0.00712027619180809	0.00494838359574562	0.00781042237280151	0.0152641807828416	0.00718536648936371	0.0103444280267552	0.0262955184222569
HT29_G1_4A_2	0.0111372983043525	0.0128225787780053	0.00740970887806396	0.00890920787667712	0.00947036375340096	0.012491776734149	0.00778310418634906	0.0115014507925765	0.0170640963810818	0.0307432449810654	0.00880457020207351	0.0166243728867421	0	0.00216637051319338	0.0384726699658421	0.00910099033954119	0.0110320160173957	0.00764695922828925	0.0166427767462835	0.0120084489160485	0.0828487669036587	0.0584109758199838	0.0546074583035542	0.00936812618371324	0.0169060074795616	0.0103456289769686	0.0105416813214691	0.00880430954204421	0.0181316873689487	0.00472231709911407	0.0144402546780837	0.010454731370648	0.00980407311443137	0.0167077165396526	0.0123019583113689	0.0125610973966512	0.0093340219745638	0.00887636764658147	0.00794172817096169	0.00926139829523976	0.011944650385361	0.0169532195908133	0.00938781717884727	0.018285615839955	0.0134918291873498	0.0208906361427291	0.00836456086226981	0.00656572195241539	0.0183984241409861	0.00306747447720621	0.0107993965950857	0.0124575453243072	0.0101002801368272	0.00959167884938718	0.0239439768992165	0.0127522931504135	0.0117791601139859	0.00604942349515312	0.0102410309538378	0.0135589920434706	0.00886112043965399	0.00962839929525936	0.0125724133782018	0.00822487843048498	0.0200982796159658	0.00906551713317835	0.00880557513934725	0.0121687449556237	0.009297725263807	0.00775862143057955	0.00708628217160829	0.00951478106470547	0.00745265086740076	0.0125962633839066	0.009325112898202	0.014629897502005	0.0108612477344458	0.0153869366969437	0.01394171120538	0.0165866906196389	0.00995183356637725	0.0220745272959582	0.0111697217753983	0.0102412736219756
HT29_G1_4A_3	0.0121380985036564	0.0138802287540272	0.00956779498690807	0.00820709227385414	0.0100448993532855	0.0140832994744694	0.00882373369863575	0.012509575028241	0.0187166491069221	0.0318381670774852	0.00889227894859878	0.0179043659694932	0.00216637051319338	0	0.0395953932663621	0.00987133472087608	0.0113346210558341	0.00942619329317214	0.0176042213329662	0.0104661010567724	0.0834275913969177	0.0586262673527482	0.0549795089821698	0.0114244992615294	0.0178980719709123	0.0115152319361493	0.0123572802629948	0.00954498900339251	0.0185449926943174	0.00660832902404643	0.0149397608473006	0.0114948270979763	0.0118785409005804	0.0170631134193964	0.0139402321263658	0.0140867665629215	0.0105514245267667	0.0105973805532374	0.00966058320555531	0.010327160683539	0.0130589577195022	0.0184001582191356	0.0107343888391287	0.0198537698074968	0.0143010268433572	0.0220748022897634	0.0092457414891379	0.00828103226817206	0.0188269471130116	0.00468309034237722	0.0124726592214063	0.0138879449976968	0.0120046714119431	0.0115757521923001	0.0250119504909664	0.0145502599292136	0.0127825302837275	0.00746563109132225	0.0123890985293855	0.0153031823565255	0.00999922007391586	0.0112194555338746	0.0139909011731571	0.00998725529696722	0.0218112240712595	0.00923663364674131	0.00935345335893039	0.0117181216625277	0.0108646407663275	0.00875798115785646	0.00794344031520934	0.01073277571679	0.00917476232852577	0.0146175023439056	0.00998364900267053	0.015031354890817	0.0124577055681133	0.0160168300318156	0.0148567836219361	0.0181503136409005	0.0114450725981831	0.0230145561185969	0.0126217402047926	0.00854806306803406
HT29_G1_4B_1	0.033324356340678	0.0468296802669392	0.0360721554398176	0.0441817524168569	0.0332336295020587	0.0265720677314618	0.0352999726079449	0.0415963994966181	0.0236035607539667	0.00787947425319544	0.0427330969970715	0.0220756937687589	0.0384726699658421	0.0395953932663621	0	0.0300086305840803	0.0292827139077605	0.0369097654976777	0.0221132319637062	0.0498280550699252	0.0468788066454047	0.0291177628130169	0.0233593309142363	0.0370381910138657	0.0223943184454477	0.0286751507286378	0.0302747352921479	0.0356563879545567	0.0291710960247726	0.0365257076258741	0.0271551835798146	0.0330326538421596	0.0377716113232749	0.0247738536760473	0.0337052692002941	0.0390709900691061	0.0316104068087051	0.0363001213447617	0.0310886478743778	0.0370768796328479	0.026566715613429	0.0222150538861214	0.043474482980259	0.0218014789641885	0.0296231372805111	0.0177531180036507	0.0303790145424321	0.0331037542369469	0.0528404768686163	0.0355789422223095	0.0365651720404612	0.0323366054087872	0.0399666494383267	0.0355773385147757	0.0154779812605557	0.0310195502804439	0.0280701013949061	0.0414435195776356	0.03395679894933	0.0306593725149781	0.0300128034990392	0.0384242724579628	0.0265193171428624	0.0309154514475989	0.0229286643017203	0.0466828322257211	0.0351121915385385	0.0318812213622055	0.0335246641059408	0.0380457312607817	0.0318475446554303	0.0314130339870508	0.0351528322951271	0.0347241558627889	0.041288158247745	0.0486749390262311	0.042686568330461	0.0258909149511379	0.0248362720410081	0.0264615516111405	0.036557363839833	0.0168440853698567	0.0315200577546148	0.0478776235294348
HT29_G1_4B_2	0.0116182197773018	0.0206598292901838	0.0107875161566064	0.016408399459299	0.0092758921067422	0.00686109112334825	0.010346669954448	0.0174569996050421	0.0118345277684434	0.0223676198246774	0.0159713824484035	0.00928157395267062	0.00910099033954119	0.00987133472087608	0.0300086305840803	0	0.00290403488236895	0.0120282561176114	0.00790557084545808	0.0198614660564721	0.0740264840955508	0.0499767079961547	0.0457343589845611	0.0132553844143554	0.00958524004947135	0.00530818991880852	0.00878315920008205	0.0112410788838812	0.0149080897614006	0.00959216784993885	0.00892233168894828	0.0107358030971965	0.0137564815897072	0.00940590126964079	0.0135334001496487	0.0169849509168979	0.00822248986107575	0.0124933554811336	0.00557353262817272	0.0130326603033924	0.00400643780339419	0.00948726455914844	0.0168616061969114	0.0112997894985079	0.0107639328448046	0.0129827353972844	0.00236817097548511	0.00710301869946108	0.0267943905893317	0.00638890147445866	0.0141815729856097	0.0125767947143316	0.0154073854758978	0.0125227274796131	0.0161514010546431	0.0121181197110452	0.00693659207531469	0.0138940552697734	0.0111936507694648	0.0127021984874345	0.00449111160204421	0.0144847984597481	0.00703436124765525	0.00569830770842547	0.015459268573556	0.0179939297452409	0.0105259479343229	0.00806547417199021	0.0105119583200436	0.0126497759594763	0.00202425073436145	0.00822070203346631	0.01038368201781	0.0144626083831012	0.0157020359741256	0.0226847013509221	0.0174520054077666	0.00948222987422246	0.00522738234405185	0.0131961372696933	0.013443464340125	0.0132820556039337	0.0105853006798974	0.0181239671505775
HT29_G1_4B_3	0.0128580277475724	0.0231604581111544	0.0136114963484545	0.0175916316899896	0.010065395755228	0.00875405702030308	0.0119470187094569	0.0194390597220229	0.0131893762675875	0.0216815290525848	0.0174989537347019	0.00975617255936412	0.0110320160173957	0.0113346210558341	0.0292827139077605	0.00290403488236895	0	0.0144078216023233	0.00748061401933148	0.0208692264629547	0.0723376070568462	0.0478549391393541	0.0437790206550426	0.0159842385628073	0.00932583620322185	0.00667130546980813	0.0110688347938779	0.0125323873779368	0.0144463181578404	0.011953943298337	0.00818651493630194	0.0120327434625362	0.0166098639946672	0.00769800596928738	0.0155512002531749	0.0192304378294903	0.00973889736282246	0.0147944592614045	0.00820484482467567	0.0147444118655493	0.00509132983100218	0.0104630597572581	0.0194201273346659	0.0124632611336276	0.0111943589437336	0.0128303248962836	0.00415995457697779	0.00946744959519878	0.0289419578075987	0.00871206623654849	0.0164370113199471	0.0142379474449963	0.0181913785502793	0.0150893019137501	0.0156225790819366	0.0142157198273213	0.00763507685552724	0.0163138611616706	0.0140776460580214	0.0146723243587171	0.00616330929561636	0.0167872446610986	0.00846745184713901	0.00839092122710152	0.0167597322316692	0.0200579915779346	0.0115628307083534	0.00628743200589455	0.0125207379660493	0.0144289124843478	0.00446536545463876	0.00971518236840401	0.0126412451877488	0.017029380372339	0.0174560305735685	0.0246578436273939	0.0201283577066566	0.00884084479116994	0.00505782661661807	0.0145314224765287	0.0155184982734891	0.0124605726434035	0.0122850967871341	0.0190491536716557
HT29_G1_4C_1	0.0072909512838707	0.0108695498372129	0.00502812884615897	0.010481057232225	0.00849481171753259	0.010910799894167	0.00501048899353397	0.00622218023019088	0.0135492713195658	0.029304655882911	0.0079244961061686	0.0152009352874279	0.00764695922828925	0.00942619329317214	0.0369097654976777	0.0120282561176114	0.0144078216023233	0	0.0171117806485992	0.0177476687244142	0.0823342575747657	0.0587076493195005	0.0551523834819101	0.0039048949729772	0.0158320308443559	0.00972222295789887	0.00667318835706968	0.00634870138204926	0.0161170205025763	0.00311297879548258	0.0142242250397615	0.0069509790046194	0.00641070385090536	0.017521310540688	0.00548787735091177	0.00530881604204414	0.00689695309386634	0.00143284974100169	0.0072260076717956	0.0045284885059342	0.0125083515288439	0.0161154968151218	0.00815834061386436	0.0170530427474582	0.0110727236100195	0.0194740690196649	0.0103306466960982	0.00505120312155576	0.0161464109435328	0.00764200286066224	0.00323619834556107	0.00680852170890569	0.00658180553706608	0.00277031220455424	0.022235857763417	0.00682927201711856	0.0106610090441232	0.00613979801820483	0.00752020696698746	0.00757860053012988	0.0090075256941759	0.00252382645530173	0.0107524148156191	0.00745622880756206	0.0155519851129019	0.0113194518395074	0.00741212730242611	0.0153834532933544	0.00410293990946509	0.00409928119315436	0.010541994196322	0.00705256288760161	0.00212572564966533	0.00571597434300696	0.00606551409917363	0.0120947956698335	0.00777183298799964	0.0147185487676715	0.0148889705608191	0.0117851406572389	0.00306615602244685	0.0220602346925124	0.00647627419317501	0.0157282598779749
HT29_G1_4C_2	0.0146898772357363	0.0268870413544882	0.0160606387863711	0.0231472988209122	0.0133125221564719	0.00691833283634638	0.0152196632457874	0.0225065684994699	0.00879652894329298	0.0144865975774623	0.0222095897181612	0.00419458441404001	0.0166427767462835	0.0176042213329662	0.0221132319637062	0.00790557084545808	0.00748061401933148	0.0171117806485992	0	0.0277387213551032	0.066562558450432	0.0432980938098871	0.038742196015178	0.0179017900469245	0.00486561216541828	0.00789147446578027	0.011205210049834	0.0158639655342818	0.0144119267113623	0.0156850510272969	0.00863922179901713	0.0140124662621086	0.0186064094048985	0.0069395961405524	0.0161524701103044	0.021033709579976	0.0117343892263901	0.0170082763126251	0.0102188207355927	0.0176677105941862	0.00482850950236541	0.00492120934203507	0.0231846438296218	0.00695403252735271	0.0117952637989768	0.00570474814006259	0.0084904263956097	0.0123360766852711	0.0330674861660018	0.0137842031720413	0.0181041710173372	0.0147450887080246	0.0206550634511609	0.0166592482290631	0.00890301253335344	0.0137494594722791	0.00818478644948385	0.020571042340999	0.0150567687444207	0.0139147728801666	0.00878121607367954	0.0192609948310684	0.00690201696153622	0.0101461056257126	0.0119359548898988	0.0253157822874568	0.0151493169512594	0.0116722711596366	0.0142642715662334	0.0180068511783593	0.00978507661226581	0.0115924996549201	0.0152168107093391	0.0173592769833164	0.0213492626805074	0.0288129799170121	0.02313600511111	0.00805184136290822	0.00275953374961592	0.0117856290108023	0.0176520467982439	0.00543580721410548	0.0130272426786403	0.0258772654789695
HT29_G1_4C_3	0.0212770587056348	0.0155381815756661	0.0179355737837963	0.0110249965336235	0.0194712281551621	0.024442875694463	0.0179591888299594	0.0180117917055701	0.0290533298885628	0.0421162573128414	0.0134342636478242	0.0283460423848484	0.0120084489160485	0.0104661010567724	0.0498280550699252	0.0198614660564721	0.0208692264629547	0.0177476687244142	0.0277387213551032	0	0.0928309211919567	0.067431184314437	0.0639935453403326	0.0191748538655884	0.0282398105624768	0.021951503006877	0.0223962692954947	0.0182759539386269	0.0275349531226095	0.0158277377228866	0.0247656724351748	0.0208571383552252	0.0190032761798032	0.0267391124263289	0.0228092021857061	0.0208717497874802	0.020574385521781	0.0189939506672091	0.019942712689606	0.0183778438409369	0.0233835537036495	0.028583894983574	0.0144603316749945	0.0299117704757468	0.0239782057031675	0.0324677612700108	0.0195766421210095	0.0184209762533605	0.017657536577905	0.0147966581870361	0.0204828266622221	0.0231569493615588	0.0180528383578879	0.0200397168229214	0.0353679307552887	0.0240931330211112	0.0230821584190502	0.0130187647877125	0.0209461685751428	0.0248427983066182	0.020443269713333	0.0185268161647719	0.0244435060979143	0.0202088357300907	0.0320102434311826	0.00906217576543166	0.0182739859151294	0.0202472528193819	0.0202910483671816	0.0166154860306367	0.0180405698517566	0.020770849828917	0.0183550029437386	0.0229717221096123	0.0156890200765088	0.0158260123904921	0.0169204237500427	0.0259787212670745	0.0250080781237945	0.0281980292810307	0.0196026620462695	0.0330885835385629	0.0223203912269626	0.00316512877439399
HT29_G1_4F_1	0.0774104281212123	0.0927291971790177	0.0819941352264793	0.0875818001958844	0.0767714129987643	0.0722556878168645	0.079646172994152	0.0864352048089528	0.0697092482929436	0.0536033598829171	0.0867404471456024	0.0674370449228453	0.0828487669036587	0.0834275913969177	0.0468788066454047	0.0740264840955508	0.0723376070568462	0.0823342575747657	0.066562558450432	0.0928309211919567	0	0.0279932237648605	0.029389581972979	0.0831159020154739	0.0667274124184574	0.0732821576956904	0.0759677373310632	0.0795900196005896	0.070588199627418	0.0816423955137275	0.069942522823919	0.0772263893732389	0.0840278640050302	0.066881029109638	0.0790055786639736	0.0844851642558678	0.0761440092187464	0.0817090827674969	0.0763950303871976	0.0815577461166666	0.0712519026418886	0.0681030494366551	0.0892929718157638	0.0680448620239301	0.0731134322008698	0.0631516980020915	0.0745328954212812	0.0781897093973303	0.0981305918382721	0.0801871849894471	0.0820197330938326	0.0771901563582882	0.0861677987678372	0.0814560137357767	0.0602068773255476	0.076717984093258	0.0723060870251986	0.0868421052843109	0.0802436543126393	0.0762548955774498	0.074517330848003	0.0838464109379891	0.0717838307619343	0.0763300130133525	0.0690285762565407	0.0916612066054854	0.0787519734097823	0.0732282017153006	0.0786098711752707	0.082553466333032	0.0760074229045974	0.0759504715813356	0.0803763002089715	0.0808996225840843	0.0857070991562549	0.0935135265999505	0.0887800114916656	0.0689194356543278	0.0691099436310757	0.0718151546327484	0.0816688663181588	0.0612651276261099	0.0764544254397195	0.0907858298710279
HT29_G1_4F_2	0.0531003018841157	0.0693340013137456	0.0590048573980773	0.0622022733752196	0.0519438507085441	0.0494165008548699	0.0552216256559549	0.0623879043242573	0.0476677679869351	0.0329188224357723	0.0618094491843996	0.0445698448819829	0.0584109758199838	0.0586262673527482	0.0291177628130169	0.0499767079961547	0.0478549391393541	0.0587076493195005	0.0432980938098871	0.067431184314437	0.0279932237648605	0	0.00942680323513473	0.0602564593887417	0.0430656485373302	0.0493353221525308	0.052904129924312	0.0549295676162947	0.0455232100472258	0.0577047303851758	0.0450818625154158	0.0529251393476351	0.0614782744567521	0.0419183367425631	0.0557834810776604	0.0611973472969368	0.0520114624811992	0.0581610836459676	0.0529344883833162	0.0572757995804116	0.0476654967012273	0.0461193666259406	0.065902054140455	0.0467414093123187	0.0486360720439168	0.0407222807482239	0.0503131018210503	0.0543763608104348	0.0740625096637703	0.0560945065465036	0.0586746916070385	0.0536287159859382	0.0634250827116354	0.0584272647519119	0.0376499740352129	0.0539022373655254	0.0481506124383975	0.0630356404537235	0.0579665252843826	0.0534637646360711	0.0504362245588777	0.0602834845930808	0.0484932273787475	0.0529999561566157	0.0477114887759705	0.0673705073366209	0.0539102664855339	0.0475393752805981	0.0548832930452394	0.0581530281553951	0.0518926375776377	0.0518338560736747	0.0566201363832701	0.0585152910627384	0.0611779698895084	0.069143050881982	0.0657742674242929	0.0442842759401196	0.0454644277311289	0.0492035075035223	0.0579519017056453	0.0386091108046463	0.0527883459092875	0.065226804001469
HT29_G1_4F_3	0.0503729877010145	0.0654642570771121	0.0547008865553858	0.0595660664471009	0.049146580915719	0.0450661109247398	0.0521890164755544	0.0595358017241897	0.0435209646445381	0.0279356814338115	0.0590816584246747	0.040344142552669	0.0546074583035542	0.0549795089821698	0.0233593309142363	0.0457343589845611	0.0437790206550426	0.0551523834819101	0.038742196015178	0.0639935453403326	0.029389581972979	0.00942680323513473	0	0.0562080218646529	0.0393828285263802	0.0456349449646587	0.0490029563433503	0.0521594971879159	0.0438237135464646	0.0540072816107656	0.0422055569985317	0.0500701797392139	0.0570601666652148	0.0387466295410484	0.0525757144513623	0.0580398434294642	0.0487545810978414	0.0547191690547794	0.0488210941786034	0.0544062512960929	0.0434116231141312	0.0410890199460504	0.0618492165520594	0.0414387694086476	0.0460019903004035	0.0363409929789505	0.0464088530142655	0.0506126391846319	0.0709943777534417	0.0520433550902849	0.0553552841264276	0.0506237597266549	0.0591679464614899	0.0546285605695932	0.0337313933089151	0.0503257094666449	0.0447736678157862	0.0591379139448813	0.0533144952018186	0.0499992735988659	0.0467101286025354	0.0569307184942702	0.0445497370197732	0.0487955011425219	0.0437535903937131	0.0635973369936896	0.0511784803403333	0.0446373557227864	0.0515550367056691	0.0551648337543341	0.0477326377755462	0.0485763272151031	0.0531158173670146	0.0546317200750823	0.058373275166443	0.0663032608157094	0.0616956544275655	0.0413440395200517	0.0411209106482932	0.0458305036212405	0.0547971443012962	0.0337308722012657	0.049578535517718	0.0620552401936287
HT29_G1_5A_1	0.010610050158548	0.00983983753939938	0.00320136314094807	0.0135664475320523	0.0119072938764751	0.0112181655236548	0.0087084710143314	0.00864768062192702	0.0136715716814221	0.0296937109428844	0.0110992553860829	0.0159180934683519	0.00936812618371324	0.0114244992615294	0.0370381910138657	0.0132553844143554	0.0159842385628073	0.0039048949729772	0.0179017900469245	0.0191748538655884	0.0831159020154739	0.0602564593887417	0.0562080218646529	0	0.0172548056053762	0.0115218478577249	0.00739527804283073	0.0101413799765075	0.019163327830932	0.00550444670402744	0.0167552660258757	0.0102295300525718	0.00285784382283045	0.0196785812909481	0.00727804091106469	0.00652200536863059	0.00963890982963781	0.00444174978955363	0.0080932046129473	0.00831547396875391	0.013518581206823	0.0158836889410382	0.0069691393968905	0.0163587150488052	0.0139260752583816	0.0200911619630458	0.0120512046599336	0.00701241308768805	0.0164506077449492	0.00891929114683241	0.00514625807799683	0.00919209967157901	0.00354933750169434	0.0024762518680158	0.0231482886192422	0.00759202863218941	0.0128136294654269	0.00629396312829324	0.00486744512620351	0.00847437404246105	0.0109212600279567	0.00472028591692805	0.0118132934124953	0.00803450004206546	0.0154815673561881	0.0116845679376907	0.0111213610755754	0.0181831842063467	0.00688314601496975	0.00796058584713532	0.0118511308727893	0.00975134768392974	0.00528450318385314	0.0041807745031222	0.00929910890019137	0.0133883222999757	0.00578260392207676	0.0170547569081544	0.0159166917726369	0.0127557876830028	0.006180100987071	0.0226782909087196	0.00885335542752821	0.0176822015317348
HT29_G1_5A_2	0.0116942598179456	0.026427192528839	0.0161675051090214	0.0218260821901285	0.0109388221003124	0.00697978044215342	0.0132326567652797	0.0204041793332293	0.0069569013134027	0.0145190562895196	0.0205735163920892	0.00317468204962841	0.0169060074795616	0.0178980719709123	0.0223943184454477	0.00958524004947135	0.00932583620322185	0.0158320308443559	0.00486561216541828	0.0282398105624768	0.0667274124184574	0.0430656485373302	0.0393828285263802	0.0172548056053762	0	0.0066798187696049	0.00991292206809747	0.0135414339307479	0.0100593161480686	0.0150281413213769	0.00553898816477579	0.0112257202530709	0.0186554757089129	0.00533773214667342	0.0135926674172143	0.0189007056802587	0.00958345389126253	0.0153686013930456	0.010206733096278	0.015388394423726	0.00602858930133	0.00732146390240753	0.0230535023867663	0.00918716994762697	0.00806741688578908	0.00512421142054366	0.00888768990090727	0.0115855838254959	0.0317767654121711	0.0143966817018503	0.0161060865773131	0.0117410997195817	0.0204777521578749	0.0154601885965215	0.00718095188127902	0.0114947874173713	0.00574605364126641	0.0204069769693509	0.0155237498981832	0.011352742998181	0.00807393488883866	0.0175903864215409	0.00549685645583594	0.0103101019667863	0.00952386317572227	0.0253408631689478	0.0128633355501879	0.0111318081983861	0.0122173579579834	0.0161439232155524	0.0110296958255724	0.00939562407251684	0.0137944518469696	0.0159461059229241	0.0194530967214125	0.0272213767546383	0.0227808768094753	0.00439145178649585	0.00530149734155392	0.00836975227146418	0.0155272036900436	0.00749377729039985	0.0103739206823267	0.0259705022864193
HT29_G1_5A_3	0.00724691366580955	0.0200754063765369	0.010190514112574	0.0157139934948677	0.00596445126109386	0.00444696733343723	0.00733386103195226	0.014728339740184	0.00810849973633157	0.0208445281916993	0.0144549303077732	0.00675153288872028	0.0103456289769686	0.0115152319361493	0.0286751507286378	0.00530818991880852	0.00667130546980813	0.00972222295789887	0.00789147446578027	0.021951503006877	0.0732821576956904	0.0493353221525308	0.0456349449646587	0.0115218478577249	0.0066798187696049	0	0.00509900392075113	0.00807562131616096	0.0107700973147161	0.00844584088752579	0.00584202233368286	0.0064462946902928	0.0129772943384971	0.00817593575912503	0.00924590069383953	0.0137174689850185	0.00393946834242172	0.00958501214683829	0.00415987271303453	0.00980996775870178	0.00371312786486141	0.00886503153754291	0.0166437852499821	0.0106824121691349	0.00599732626345925	0.0109396045761769	0.00341604878999689	0.00505285514477604	0.025547250944079	0.00798214349581718	0.0108192861219242	0.00781614734726747	0.0145631196593358	0.00991171460951014	0.0137080904073818	0.00776191807039949	0.00209455518213907	0.0138251331144214	0.0105005735139666	0.0081009788449967	0.00153474027045727	0.0117993564416955	0.00295631833411828	0.00451046262555165	0.0113888667527362	0.018666227162128	0.00752869752957172	0.00875922848987472	0.00670134725042711	0.0101336234349889	0.00565740294325061	0.00383005207449815	0.00767155991494845	0.0113660122935958	0.0134830552287237	0.0210872550167092	0.0166482180008135	0.00610479761757756	0.00567346768760581	0.00821257746812924	0.0100573562037233	0.0128892531828815	0.00586863757661878	0.0197320658020747
HT29_G1_5B_1	0.00705536779801846	0.0168975171137309	0.00695928372814236	0.0157007020006087	0.00797815888746592	0.00461758017655926	0.00696723631784803	0.0121397790522458	0.00704467673145733	0.0227101432921981	0.0135988073131777	0.00873519466450889	0.0105416813214691	0.0123572802629948	0.0302747352921479	0.00878315920008205	0.0110688347938779	0.00667318835706968	0.011205210049834	0.0223962692954947	0.0759677373310632	0.052904129924312	0.0490029563433503	0.00739527804283073	0.00991292206809747	0.00509900392075113	0	0.0082119467854755	0.0133945059455142	0.00680610459550246	0.0102407807830881	0.00643750301492664	0.00907751627224256	0.0129316069669087	0.00565701481887516	0.0100037578235951	0.00465549389481551	0.00626536966584328	0.00367959943183406	0.00830158938510283	0.00726908515338648	0.00978116280687783	0.0137094554372969	0.0107757750684939	0.00811966103670964	0.0129400829871365	0.00722705397654971	0.00410918400666567	0.0227321011436469	0.00845461634232726	0.00711260500348238	0.00554857007763018	0.0107499316718464	0.00564467779735462	0.0158638474846764	0.00347956446406108	0.00615269596416837	0.0116277749471682	0.00673330668532842	0.00422780174189963	0.00534691754849257	0.00846250563604896	0.00456347438219234	0.00370952750717204	0.00964788577379045	0.017086821198104	0.00853328315188575	0.0134891774814517	0.00424214923834999	0.0088225708689823	0.00836559871047426	0.00461040141603598	0.00512640666477241	0.0064130540652198	0.0118944185754209	0.0186968364652202	0.0130665938832352	0.0102180436055017	0.00951286425309134	0.00656648677423534	0.00713272689587983	0.0157488390455487	0.00405372885448044	0.0203668282708573
