	HT29_G1_1B_1	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_3	HT29_G1_3E_1	HT29_G1_3E_2	HT29_G1_3E_3	HT29_G1_3F_2	HT29_G1_3F_3	HT29_G1_4A_2	HT29_G1_4A_3	HT29_G1_4B_1	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4C_2	HT29_G1_4C_3	HT29_G1_4F_2	HT29_G1_4F_3	HT29_G1_5A_1	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_1	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_2	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_3	HT29_G1_5F_1	HT29_G1_5F_2	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4G_3	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_4H_3	HT29_G2_5A_1	HT29_G2_5A_2	HT29_G2_5A_3	HT29_G2_5B_2	HT29_G2_5B_3	HT29_G2_5E_1	HT29_G2_5F_1	HT29_G2_5F_2	HT29_G2_5F_3	HT29_G2_5G_1	HT29_G2_5G_2	HT29_G2_5G_3	HT29_G2_5H_1	HT29_G2_5H_2	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6A_2	HT29_G2_6A_3	HT29_G2_6B_3	HT29_G2_6D_1	HT29_G2_6D_2	HT29_G2_6D_3	HT29_G2_6E_1	HT29_G2_6E_2	HT29_G2_6E_3	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6F_3	HT29_G2_6G_1	HT29_G2_6G_2	HT29_G2_6G_3	HT29Root1_1	HT29Root1_2	HT29Root1_3	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_4A_3	0.124395114020042	0.133441406419149	0.107575844612152	0.00385744361219912	0.00880073070995763	0.0245719783221561	0.00508835321373611	0.00937461015739403	0.00361746789510573	0.0331247912622591	0	0.0566779436372654	0.0105257140956791	0.0519090447636001	0.0191823665756836	0.0182895001605542	0.0727375054574542	0.0963138934671533	0.030551857860913	0.0429568296350348	0.0279053882675701	0.00410532399930718	0.0175630899368067	0.0379711123331494	0.00445619410196684	0.0637292991102667	0.010684289246022	0.010407971852293	0.026488639518648	0.0161219179991379	0.012522111822477	0.0372034898000898	0.00947925025486808	0.0302358865733428	0.0101828092009902	0.0357658073309963	0.0354433541046967	0.0304204831183916	0.00729580805515382	0.00728429303864706	0.00600142140696594	0.00925010735048059	0.00728381442090176	0.0125378753786684	0.00563963934983074	0.00842913363364017	0.0506442067865988	0.00612444701531892	0.05970641636572	0.025284330333725	0.0487664849310734	0.0158652272011243	0.0100441680337274	0.00736740231260467	0.0173585831806973	0.0205903885098771	0.0185143309991147	0.0461788926155242	0.0258247388601111	0.0154552627719801	0.0209101179558381	0.0743089728968395	0.0188758528087458	0.00969169658248079	0.0478440461752431	0.0504104062737029	0.0201591283397768	0.0271156854448711	0.0129910370152902	0.00995522708055	0.039853371206973	0.0156064212625468	0.04682594146166	0.0303598466410607	0.0109817124532256	0.00645152304248907	0.00519952070510414
HT29_G1_4B_1	0.135890991702323	0.148823439611002	0.123137210100651	0.0587380478587517	0.0483343992923318	0.0388864179929739	0.0517472988291644	0.0484004255653536	0.0541177478404577	0.0890610503025597	0.0566779436372654	0	0.0664300120542478	0.00727228637137123	0.0385741044411584	0.0747794645768767	0.0211738353196866	0.0402645611564121	0.0278011297725797	0.0991663679441578	0.0842402694290169	0.0553381121708662	0.0397564849118527	0.0194609369506896	0.0535134448572627	0.0100828880287909	0.0667281036899555	0.0467125388621486	0.0309919173364621	0.0429151030615496	0.0682392235688247	0.040207444114873	0.0545676438920484	0.0266298849079477	0.0524705883432007	0.0914181070344784	0.090577888720767	0.0266292353256064	0.0495554964297508	0.0616597405991605	0.0539863639385247	0.0612524701075811	0.0509986592066722	0.0446191177324492	0.0534811558937854	0.051715527350835	0.0126906216337694	0.0625094506288403	0.00795071124512608	0.0804238420640209	0.00843459101336903	0.0426901653748648	0.0583487919507354	0.0498007260671617	0.0409409390576367	0.0747171846528979	0.0738355569401244	0.0309887769324885	0.0313201133642409	0.0415960051150013	0.0363134677402125	0.0186688907934184	0.0679930705270829	0.0474356580829974	0.0100432051992643	0.00736137502315715	0.0370232586486417	0.030301373934817	0.0578427206081036	0.064676328026682	0.0278707584986075	0.043502933422986	0.0116901496458778	0.0269197592250101	0.045886343503907	0.059936867312156	0.0533973311223775
HT29_G1_4B_3	0.122097391668831	0.130331207112186	0.104865901140662	0.00813895389948344	0.0190790709601982	0.0325545491463034	0.0152316290795898	0.0198668173645497	0.0124080272198352	0.0256819439827469	0.0105257140956791	0.0664300120542478	0	0.0619225668010374	0.0291286994384968	0.0103042634506354	0.0816900257780695	0.105631438242621	0.0404473573638847	0.0344401296081477	0.0197953119636985	0.0116721476416869	0.0270902061383638	0.0473480915514927	0.0147929713301867	0.0730065844533328	0.00773714892991701	0.0203892076493053	0.0362097580521561	0.0261196813993238	0.00932750130649526	0.0466241294243491	0.0178045068680061	0.0398368877385563	0.01946223323663	0.028595448341234	0.0289099294148834	0.0405108128070547	0.0176500887384286	0.00847513690683031	0.0154926720221211	0.0126190552137233	0.0157285764309525	0.0224875231533219	0.0132939704450569	0.0177278307948564	0.0597115850517969	0.00725290008394955	0.0689471517666781	0.0190015942772398	0.0583337759051568	0.024449253118171	0.0161483791454976	0.0172398301952461	0.0260661598981654	0.017295359114783	0.0138159880966765	0.0555727297203134	0.0352849258929639	0.0256988562250965	0.031082597970856	0.0836554089933721	0.0202311565968572	0.0201442028857151	0.0572654934238612	0.0599046715612412	0.0299903385099479	0.0367315904744793	0.019322757063313	0.0106876400007325	0.0496835241695662	0.0261124867509103	0.056781721541038	0.0397155046012223	0.020963516520825	0.0118269475779673	0.014822053054793
HT29_G1_4C_1	0.138685134383198	0.151233223445759	0.125334536036632	0.0542881577646037	0.0436089375339953	0.0363761571210049	0.0469295134348856	0.0432445586669564	0.0496149773230607	0.0838847146194693	0.0519090447636001	0.00727228637137123	0.0619225668010374	0	0.034235213829052	0.0699955416042206	0.0284118328118669	0.0460689956653296	0.0222530636145418	0.0942434053512418	0.0790724885886773	0.0509683607590332	0.0356558261373901	0.0166066080221511	0.0485406673644602	0.0173077909581407	0.0618276508912929	0.0421751110661742	0.0260529391452005	0.038360780477922	0.0632625719867246	0.0329816854079088	0.0489279582626184	0.0226558339150744	0.0468404477494892	0.0860144735910598	0.0850480654406746	0.0219939456671014	0.0446609475383753	0.0565958293629511	0.0490758331736848	0.0557800494889064	0.0467670032586997	0.0396689208606152	0.0492304944707016	0.0463434312078819	0.0158354650486834	0.0575600277619103	0.0137085474664524	0.0755605249381391	0.0080882233370075	0.0383399135304308	0.0526697936265316	0.0452635309226687	0.0366963890594427	0.0692483619857808	0.0687485549090219	0.0243600667554636	0.0275231005298022	0.036856144411491	0.0316605443681891	0.0254042167132352	0.061978848713049	0.0425352222713292	0.00995784675044331	0.00870146300585388	0.0327743807035027	0.0265965799990833	0.0519143852459691	0.0595176485100106	0.0209132838222904	0.0380692360618122	0.00553834215146455	0.0232644649136053	0.0410640057472206	0.0546499160509639	0.0487164581450787
HT29_G1_4C_2	0.123117482136814	0.13362442020126	0.107419009938948	0.0210458222506613	0.0104631439297071	0.0106922491958988	0.0149200515383892	0.0118722192316124	0.0169017875759944	0.0510117192395224	0.0191823665756836	0.0385741044411584	0.0291286994384968	0.034235213829052	0	0.0366282437500912	0.0544642697879337	0.0785006397364945	0.0160860982819189	0.0608583672339804	0.0466868497680232	0.0175572282314877	0.00397848927957053	0.0208082841356538	0.0158985858479002	0.0456619141448665	0.0285776129036374	0.00880693447964996	0.0124184817723292	0.0048535868402146	0.0300755539370001	0.0296050818066867	0.0195334350510006	0.0132379148020285	0.0172504837210702	0.0538100127241713	0.0532059727855083	0.0122526250029495	0.0127197354746957	0.0255075455946671	0.0158602465700111	0.0255598386911755	0.0138076502330702	0.010174577578087	0.0161573153293992	0.01683436067062	0.0324889344905189	0.024836762309799	0.0423457881225611	0.0419984405059115	0.030956049708289	0.0118133661510152	0.023176185782276	0.0119283925792023	0.0109021863836361	0.0373143961756755	0.0356865834668447	0.0353658910976593	0.00897799478006356	0.00450492961436456	0.0031929852878208	0.0562137293832277	0.0331492104207619	0.0100810048208442	0.0302135295330202	0.032562058200054	0.00253131911182216	0.00882158988509856	0.0238298367232864	0.0268321186113243	0.0275392251846575	0.00903264114178796	0.0296741141133566	0.0139906086936698	0.0102917410329087	0.0228735196745484	0.0151152881068201
HT29_G1_4C_3	0.124785105982425	0.132024475875938	0.107361643396797	0.0165172538876519	0.0265110341753253	0.0402603382825442	0.0233522167297161	0.0269252870414532	0.02107556682016	0.0156603960667314	0.0182895001605542	0.0747794645768767	0.0103042634506354	0.0699955416042206	0.0366282437500912	0	0.0903084640878064	0.114422883385073	0.048696734888999	0.0247412476003583	0.0113091399059101	0.0198580952899295	0.0353341377721556	0.0561182362484921	0.0215181466922607	0.0817096900787048	0.0083887444449098	0.0281434234240333	0.0447499282931208	0.032794886603823	0.00754575667503937	0.0520309826418293	0.0232336512666194	0.0484032018779752	0.0248790897081475	0.0190919005885969	0.0195579742596551	0.0483589240308607	0.0254599696130157	0.015628449406207	0.0212775819634056	0.0173022914402018	0.0243786996933774	0.0307563591278015	0.0219919085390458	0.0249094559938617	0.0683121755025436	0.0126262279438006	0.0778682957418407	0.009143861338571	0.0669094708957551	0.0337759996652206	0.0205512694856006	0.0250588650194751	0.0353502328770899	0.0106242102925688	0.00621695307467158	0.0628448853789918	0.0438434104152955	0.0332947494679164	0.0386794500191326	0.0923342680155643	0.0190393728863704	0.0275006551871213	0.0659801626879079	0.0685288640104551	0.0379481787693378	0.0449107252942119	0.0230532607955883	0.011661749707042	0.0570811875976649	0.0326069236880741	0.0649791321246334	0.0485181530120226	0.0292576372649799	0.0163453317829221	0.0215424227045689
HT29_G1_4F_2	0.129079211526758	0.142958294225995	0.118419327474313	0.0740439985419516	0.0645379350883656	0.0510974459342243	0.0681175639789045	0.0654812300557201	0.0697470355492691	0.105168123296084	0.0727375054574542	0.0211738353196866	0.0816900257780695	0.0284118328118669	0.0544642697879337	0.0903084640878064	0	0.0285379868690272	0.0467781328277403	0.114525960557457	0.100545742297007	0.0705759258529651	0.0552568655984585	0.0358170127845724	0.0700295476415961	0.0116922708260989	0.0826713626290574	0.0626256807531992	0.0488401758698125	0.0588659145895461	0.0842856331509471	0.0612467333317112	0.0724639968183	0.0432798373070577	0.0703383295758308	0.108067931699195	0.10751685302493	0.0440461311841127	0.0661331744146143	0.0783213812497586	0.0702704659692287	0.0787284377208651	0.0661737637279425	0.0615937542122173	0.0685842562721083	0.0692388431658608	0.0221309179510984	0.0787465286788614	0.018199865445387	0.0958461495350602	0.0263332774480449	0.058788665314165	0.0762550074300248	0.0655894934385845	0.056935644770013	0.0916861178542655	0.0899590930671991	0.0517065827451471	0.0470887149397319	0.0581369232475298	0.0529650586875294	0.0101822841530057	0.0863483931236899	0.0640356555736844	0.0267412468433344	0.0244589010396861	0.052943155248479	0.0458839346950694	0.0762455458182827	0.0812026494192293	0.0488447185087807	0.0611908755052777	0.0324346132632091	0.0431152311220134	0.0625328450791581	0.0769362127245972	0.0692660106101283
HT29_G1_4F_3	0.153223685019871	0.167590095621396	0.143880495385755	0.0981737167324049	0.0882029138517454	0.0772423067117694	0.0913754096441052	0.0883417795745142	0.0935583069739835	0.1289332578434	0.0963138934671533	0.0402645611564121	0.105631438242621	0.0460689956653296	0.0785006397364945	0.114422883385073	0.0285379868690272	0	0.067161413097539	0.138880370974248	0.123839097188672	0.0948149122630343	0.0793507466181658	0.0584773577513855	0.0934074909557384	0.0333021205324998	0.106554720150326	0.0864953693811875	0.0704000459364949	0.0829408742800261	0.108133685520893	0.0765779253552731	0.094366981079718	0.0661806393814472	0.0924118686222637	0.131257302759087	0.130452132127943	0.0667777476531268	0.0893075466847187	0.101015813171012	0.0939874863204508	0.100835521032057	0.0903584838066978	0.0842330700683486	0.0928139163669744	0.0913481240063629	0.0475630833306668	0.102239412376011	0.0368109885157173	0.120324032062338	0.0477162681890957	0.0815532625740874	0.0980788892171319	0.0895112618645547	0.0798179755391488	0.114737773776838	0.113804397156956	0.0637907006143507	0.0707693003272134	0.0815632042647965	0.0763646692687521	0.0226111516150086	0.107705638672012	0.087357623502826	0.0486010095751246	0.0460777341568556	0.0768373573335898	0.0699519919524562	0.0975202238663426	0.104653882016024	0.0643954372149183	0.0836311407588243	0.0508525074807727	0.0660947499871096	0.0855174222603567	0.0998175861536642	0.0932541854627431
HT29_G1_5A_1	0.133662461902333	0.145032805123275	0.118583604395671	0.0332370172481561	0.022993006648518	0.0227272605304451	0.0254825116806586	0.0220644844766841	0.0284595108142912	0.0626492469454036	0.030551857860913	0.0278011297725797	0.0404473573638847	0.0222530636145418	0.0160860982819189	0.048696734888999	0.0467781328277403	0.067161413097539	0	0.0730579328332007	0.0573320793595741	0.0302093542165299	0.0165966110693582	0.0120941058202238	0.0274355104920157	0.0360998365936719	0.0406889024327823	0.0218331484651663	0.00487118365644605	0.0199326186275747	0.0421957991962597	0.0210989024650931	0.0273777288130605	0.00791366119869194	0.0256342412162937	0.0646082036428398	0.0637353017393566	0.00827644628908186	0.0233351305992014	0.0345930636856652	0.0285281464579632	0.0338678651220622	0.0261932255752539	0.0180418502709741	0.0285287072215059	0.0244368476206669	0.0260588647941648	0.0361088197459201	0.0312233371941855	0.0549466821686595	0.0205862362393065	0.017171996605635	0.0310441996291944	0.0246409578947954	0.0158570749090838	0.0482411599418629	0.0478048422213293	0.020507342915169	0.010797219927661	0.0168133202257269	0.0130267411637344	0.0459656947060658	0.0409471161467738	0.0217012578224101	0.0201300371888856	0.0224464283332179	0.0143204793128519	0.0118189032054898	0.0305839967801272	0.0384401001327472	0.0129522225999803	0.0178278839669696	0.0168438999641562	0.00877870857671349	0.019651894109792	0.0331916977575689	0.0281605242809063
HT29_G1_5A_2	0.131537101390077	0.136196853246247	0.114009630781547	0.0411992924158998	0.050954033079829	0.0639415405377352	0.0479807862597227	0.051166548736647	0.0458041125459829	0.01117130418518	0.0429568296350348	0.0991663679441578	0.0344401296081477	0.0942434053512418	0.0608583672339804	0.0247412476003583	0.114525960557457	0.138880370974248	0.0730579328332007	0	0.0171815535143748	0.0444839709738303	0.0598561844343169	0.0807343893685344	0.0458631971126408	0.106175952153754	0.0325639561502804	0.0526415215823926	0.0692951745450976	0.0566975616458978	0.0310569057572611	0.0735433124846989	0.0464696567930913	0.0729939250156147	0.0482002120243433	0.0119982250204052	0.0142754459266784	0.0726551860997908	0.0500016815703095	0.039462045334766	0.045316636993286	0.0401855142882981	0.0490258149667552	0.0553058260071503	0.0466301402376443	0.0489268756723934	0.0926654254736471	0.0370800080221128	0.102470652950479	0.019360615660056	0.0914266200724517	0.0584537864787279	0.0432043302055118	0.049624007882678	0.0600533171479569	0.0264090792802043	0.0256826638392724	0.0857331389990083	0.0684283611032181	0.0576673453621827	0.0629641439649267	0.116778395032512	0.0366912965527457	0.0518915115336949	0.0905465142983472	0.0930528500452628	0.0623678764562919	0.069328228574313	0.0448814810882847	0.0348703518337874	0.0805036881745672	0.0564157861726114	0.0893034290000592	0.0731691462154628	0.0538644365024796	0.040009784144975	0.0458895738777099
HT29_G1_5A_3	0.132344740681663	0.138786383424646	0.114781383329306	0.0267935241650739	0.0363246097902663	0.0511847280896642	0.0326945408329878	0.0359885688908551	0.0309487849094146	0.0081741319299694	0.0279053882675701	0.0842402694290169	0.0197953119636985	0.0790724885886773	0.0466868497680232	0.0113091399059101	0.100545742297007	0.123839097188672	0.0573320793595741	0.0171815535143748	0	0.0302202648337869	0.0454183067261854	0.0657297542234686	0.0309551969496774	0.0915248887109282	0.0183715288739178	0.0381260442036707	0.0536977950969988	0.0428655215498498	0.0171205052195819	0.0578482889273474	0.0306182135181092	0.0580006939909706	0.0327351556747343	0.00944729334276728	0.0103767501230666	0.0579275467493349	0.0347932554398222	0.0231638217490446	0.0310463874546691	0.0237656288157514	0.0345858612896084	0.039778811658697	0.0322594531541868	0.032929902999823	0.0784955882015147	0.0219274974876332	0.0873270261989848	0.0120842278470911	0.0764536845770122	0.0428899297839144	0.027146818504642	0.0350931319252211	0.0446050308296971	0.013096255048873	0.0129916317130872	0.0692871778400578	0.0537028907958226	0.0429849202456198	0.0484082440972022	0.102036517392023	0.0215656105655812	0.0370246454353714	0.0755748808256057	0.0781365504746261	0.0479269052560266	0.0549443707994919	0.0289347240943577	0.020389276335367	0.0643622525378573	0.0415140105160613	0.0739310428929441	0.058127308863168	0.0385178048687946	0.0245576355855399	0.0316563550737664
HT29_G1_5B_1	0.120601396970531	0.129796762363014	0.103850505276389	0.0035639478835991	0.00805017415064557	0.021406576743913	0.00594208554141392	0.0102207932121471	0.00263638743277798	0.0351376487876412	0.00410532399930718	0.0553381121708662	0.0116721476416869	0.0509683607590332	0.0175572282314877	0.0198580952899295	0.0705759258529651	0.0948149122630343	0.0302093542165299	0.0444839709738303	0.0302202648337869	0	0.0156682385992991	0.0364499270300915	0.00617249535932613	0.0619690267883971	0.0126894214037781	0.00899666355996829	0.0258565877206808	0.0147150827540772	0.0145853152526544	0.03898194681675	0.0128454961442347	0.0288410092650987	0.012886585317476	0.0381668856741707	0.0380233820606186	0.0292400904283153	0.00772453505078759	0.010822409500066	0.00678566990182368	0.0133426414534764	0.00456566756220223	0.0125733083529936	0.00237706470336782	0.0110243734158118	0.0485400007434309	0.00907569945783973	0.0582086354948049	0.0266233005596952	0.0473267703418428	0.0150115022312543	0.0139690128071293	0.00590452614151448	0.0162757822615186	0.0233623532442071	0.0205409150666369	0.047180957019534	0.0241373478674005	0.0144788974394893	0.0197258853778488	0.0726423554398423	0.0227132797886505	0.00951235189929096	0.0463208280732832	0.0488928549287438	0.0185256848564592	0.0253122637042689	0.0167525462958113	0.0126823601513644	0.040484634468523	0.016003731511276	0.0460008741948456	0.0288692630096219	0.0107672379426675	0.0102435475752625	0.00464740154103851
HT29_G1_5B_2	0.121658637288752	0.132189228306904	0.105843197189765	0.0191556046678998	0.0094569593586212	0.010428947179004	0.013150279128337	0.0113136097151252	0.0147841859209158	0.0501840813428579	0.0175630899368067	0.0397564849118527	0.0270902061383638	0.0356558261373901	0.00397848927957053	0.0353341377721556	0.0552568655984585	0.0793507466181658	0.0165966110693582	0.0598561844343169	0.0454183067261854	0.0156682385992991	0	0.0210772667704263	0.0149719653795956	0.0464468116663002	0.0275467814378756	0.00743218061444636	0.0121833072458884	0.00694118288670134	0.0292132094368486	0.0313054583638433	0.0190679216737239	0.0134791995022685	0.0172160276136184	0.0529992428243186	0.0525383388638532	0.0139701203368628	0.0112634816375873	0.0237007198648541	0.0154359206142015	0.0244067889486559	0.0114192399905924	0.00840532435911076	0.0138905922155331	0.0156739847704169	0.0331545581585384	0.0235375843208879	0.0428540715141372	0.0413624936392293	0.0317898370239525	0.0084862791131194	0.0225637223476569	0.010355410318878	0.00755175672242423	0.0369309180110645	0.035040042619862	0.0362295163097455	0.00866229466393579	0.00466510742800459	0.00562238606475263	0.0571000352189926	0.0330189307199776	0.00931615541144163	0.0308370146309079	0.0333495365530753	0.00326442809072084	0.00965802474984969	0.0236177536190939	0.0261892457158926	0.028649157003373	0.0103983275895551	0.0308806808506954	0.0137075516427193	0.00835479113235705	0.0220483117669864	0.0141797036432094
HT29_G1_5B_3	0.126914234442888	0.139004390326898	0.112631949020893	0.0398015669717474	0.0299813512165695	0.0216743992148607	0.0330739012996317	0.0304186981596178	0.0351674041100076	0.0708789095442127	0.0379711123331494	0.0194609369506896	0.0473480915514927	0.0166066080221511	0.0208082841356538	0.0561182362484921	0.0358170127845724	0.0584773577513855	0.0120941058202238	0.0807343893685344	0.0657297542234686	0.0364499270300915	0.0210772667704263	0	0.0352477639433382	0.0259355406687318	0.0483138849218371	0.0282136889997837	0.0131107513080432	0.0255638406109251	0.0499667308195069	0.0318192807399097	0.037089216576226	0.00787120445211768	0.0352002260729329	0.073379234606377	0.0727586358119887	0.0104079682987191	0.0310687136324605	0.043001876265582	0.0359705470713798	0.0432181322651964	0.0319889196561406	0.0261334445991663	0.03445628331561	0.0336815217749166	0.0144066764771364	0.0439738410155616	0.0218167155274907	0.0623330643210273	0.0111007451208122	0.0235375312515933	0.0408263977368675	0.0311709426390806	0.0217316099192809	0.0570974131958746	0.0557761526785932	0.0273891899984691	0.012417579663789	0.0235371340247687	0.0187227675920745	0.0364564394541004	0.0512007461406063	0.0292331724643172	0.00992990592570215	0.0126046336897193	0.0187882175765801	0.0122539060107379	0.0409079809493445	0.046644064491648	0.0208229829542813	0.0265915999574679	0.012377934972762	0.0076477410364583	0.027269080671105	0.0418797327671772	0.0350420995399005
HT29_G1_5C_2	0.126054989920171	0.135304929350338	0.109414142480147	0.00778646404523576	0.00555887207039491	0.0226151784329667	0.00383570909093674	0.00550342942358487	0.00544517454439437	0.0357072179735938	0.00445619410196684	0.0535134448572627	0.0147929713301867	0.0485406673644602	0.0158985858479002	0.0215181466922607	0.0700295476415961	0.0934074909557384	0.0274355104920157	0.0458631971126408	0.0309551969496774	0.00617249535932613	0.0149719653795956	0.0352477639433382	0	0.0608937536039285	0.0133293855334057	0.0076147906515193	0.0236373824258751	0.0124818301495504	0.0148612571440513	0.0335679270866281	0.00729273301885733	0.027402527348017	0.00680673711636428	0.0382404922181899	0.0376743428658742	0.0270317588590562	0.00452681412144874	0.0104769561138715	0.00281863376511119	0.01048467283368	0.00728202346028687	0.00992286237046574	0.00700334694523865	0.00640019938878371	0.0479559828198651	0.00916691459351133	0.0569634449470759	0.0276040472653717	0.0457987852350253	0.0145629387754005	0.00931037775816763	0.00525808989153245	0.0158304382846082	0.0220963391671584	0.0206347893250282	0.0430258239489034	0.0231546713774049	0.0120461995647359	0.0174633502763225	0.0714002495943628	0.0189346029594063	0.0060949101926224	0.0450028594278429	0.0474888937061857	0.0171304153062336	0.0241867976015512	0.0114979154651604	0.0114329515334021	0.0364819069087491	0.0114148407013994	0.0435436554594638	0.0277575053954391	0.00849258404301977	0.00715281234194224	0.00315554768753549
HT29_G1_5C_3	0.132495918565502	0.145951226154953	0.120621865216182	0.0653935520433028	0.0555306219177987	0.0440024497205467	0.0589017270339017	0.0560459082164479	0.0608765899827042	0.096432467748132	0.0637292991102667	0.0100828880287909	0.0730065844533328	0.0173077909581407	0.0456619141448665	0.0817096900787048	0.0116922708260989	0.0333021205324998	0.0360998365936719	0.106175952153754	0.0915248887109282	0.0619690267883971	0.0464468116663002	0.0259355406687318	0.0608937536039285	0	0.0738947558167185	0.0537255811951628	0.0386270421188098	0.050179157854094	0.0755023897168817	0.0500846178753774	0.0626379878739016	0.0336290871069058	0.060597634352041	0.0990306195926018	0.0983617030256413	0.034427135855345	0.0568534029634295	0.0689049481125985	0.0613552789355482	0.0690152659638886	0.05751854067277	0.0520053892937973	0.0599770556606491	0.0594607711161515	0.0143645553402495	0.0697213964360908	0.0069144660510511	0.0875329442066846	0.0155637967399253	0.0493463374631445	0.066416356614336	0.0567391087319903	0.0475336812135233	0.0825474134988115	0.0812186453580453	0.0401035069669552	0.0379448217550952	0.0489585767096024	0.043762549682954	0.0107883632811797	0.0764404911850506	0.0548315536070463	0.0161948395638429	0.0137119507001994	0.0439986405321596	0.0369938718331631	0.0662115740179556	0.0721886131592116	0.0373593294858532	0.0516026165790634	0.0211502501755538	0.0335332909709698	0.0531284577778337	0.0675829625393282	0.0604866967763418
HT29_G1_5D_1	0.125355793317169	0.133356228158226	0.108179821471637	0.00979165454499368	0.0184386953682358	0.0331439083685353	0.0156200755028485	0.0187261763239444	0.0138350933956881	0.0226641940780937	0.010684289246022	0.0667281036899555	0.00773714892991701	0.0618276508912929	0.0285776129036374	0.0083887444449098	0.0826713626290574	0.106554720150326	0.0406889024327823	0.0325639561502804	0.0183715288739178	0.0126894214037781	0.0275467814378756	0.0483138849218371	0.0133293855334057	0.0738947558167185	0	0.0202018588017365	0.0368537909230156	0.0246465904246594	0.00202605132068498	0.0443722216747171	0.0155172501533897	0.0405190708601298	0.0168219039716774	0.0256439303772165	0.0254439169566387	0.0402098831678124	0.0175071942961252	0.00993730087915885	0.0129700731410519	0.011029047850526	0.0171477708508	0.0229094289994697	0.0149826601431615	0.0172111237243196	0.0606339220567189	0.00505192788375916	0.0700798121210109	0.0146851483224422	0.0589708367059858	0.0265406469411085	0.0134490817241411	0.0172231192985143	0.028036898573336	0.0112181241597644	0.00795608964604105	0.0551592829078088	0.0360488151795099	0.0251671549256148	0.0305311706644731	0.0844692977327478	0.0152042906744881	0.0193480916953211	0.0581200775983502	0.0606236671184127	0.0299820979727428	0.0370134753811295	0.0161240923996388	0.00398569565120547	0.0491235623316941	0.0242604050347186	0.0568578046679499	0.0407619467908417	0.0214250976747564	0.00852357269141515	0.0134883231009897
HT29_G1_5D_2	0.122968083535622	0.132852760456535	0.106697710687225	0.0123745867428528	0.00216432853889146	0.0154742608467441	0.00640182300461544	0.00539484858660934	0.00817526109212375	0.0428215720984483	0.010407971852293	0.0467125388621486	0.0203892076493053	0.0421751110661742	0.00880693447964996	0.0281434234240333	0.0626256807531992	0.0864953693811875	0.0218331484651663	0.0526415215823926	0.0381260442036707	0.00899666355996829	0.00743218061444636	0.0282136889997837	0.0076147906515193	0.0537255811951628	0.0202018588017365	0	0.0176435083068152	0.00661749472106896	0.0218390190672498	0.0322245504636044	0.0128303206992515	0.0204358830514414	0.0112330202898241	0.0455914737182163	0.0451151732857101	0.0203573290681596	0.00464865085093488	0.016919605287058	0.00813176239773136	0.0175458855544339	0.00566980522968638	0.0060342220909221	0.00778296766629534	0.00991961950200696	0.0405381277744797	0.0162183428566703	0.0500091930994079	0.034161955096651	0.0388656960184595	0.00964124845865111	0.0159622496057932	0.00316282773664384	0.0102050045423324	0.0295247967661714	0.027666046269813	0.0396714399999068	0.0158919885364991	0.00550396947771549	0.0107561139023137	0.0643241461712944	0.0261618062089924	0.00298961655890436	0.037991321415396	0.0404891494013051	0.00983562498731426	0.0168515312601318	0.0174777860543204	0.0187614509011395	0.0324945441851504	0.00845364179677855	0.0372840926194607	0.0207398517025993	0.00453146821995314	0.0147534702264196	0.00684036629606705
HT29_G1_5D_3	0.129954903316061	0.141153194522793	0.114657065054893	0.0289389527799249	0.0189774291240411	0.0189906636436673	0.0214115902094116	0.0184842246015363	0.0241384549883784	0.0590911625834229	0.026488639518648	0.0309919173364621	0.0362097580521561	0.0260529391452005	0.0124184817723292	0.0447499282931208	0.0488401758698125	0.0704000459364949	0.00487118365644605	0.0692951745450976	0.0536977950969988	0.0258565877206808	0.0121833072458884	0.0131107513080432	0.0236373824258751	0.0386270421188098	0.0368537909230156	0.0176435083068152	0	0.0164588513931793	0.0384557008326217	0.0239651299272505	0.0244166166591346	0.00651662231921523	0.022747164690541	0.0612404903304287	0.0605093135628452	0.00824436757056868	0.0193585011278372	0.0308164741899057	0.0248032799776429	0.0305807436529799	0.0216877760726295	0.0140211449779173	0.0240546981992122	0.0210459211333389	0.0273555292449371	0.0322528171349102	0.0339544019839142	0.0512172678413664	0.0232127660542661	0.0125564189516174	0.0280921954566741	0.0204156610549757	0.0111219056842685	0.0450316522891876	0.0442085283473337	0.0248580764750205	0.00717261498316263	0.0129445453460426	0.00967527998178806	0.0488509820031543	0.038463192783437	0.0178447637966204	0.0224406995372876	0.0249767116922247	0.0103501492221122	0.00910059687860137	0.0280740284574959	0.0348865436377138	0.0174946447999665	0.0150751858701291	0.0207227889335388	0.00694911727313414	0.015511677699802	0.0297162445710028	0.0241599195530916
