	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_1	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_1	HT29_G1_3E_2	HT29_G1_3E_3	HT29_G1_3F_1	HT29_G1_3F_2	HT29_G1_3F_3	HT29_G1_4A_1	HT29_G1_4A_2	HT29_G1_4A_3	HT29_G1_4B_2	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4C_2	HT29_G1_4C_3	HT29_G1_4F_1	HT29_G1_4F_2	HT29_G1_4F_3	HT29_G1_5A_1	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_1	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_1	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_2	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_2	HT29_G1_5E_3	HT29_G1_5F_1	HT29_G1_5F_2	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4G_3	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_4H_3	HT29_G2_5A_1	HT29_G2_5A_2	HT29_G2_5A_3	HT29_G2_5B_2	HT29_G2_5B_3	HT29_G2_5E_1	HT29_G2_5E_2	HT29_G2_5E_3	HT29_G2_5F_1	HT29_G2_5F_2	HT29_G2_5F_3	HT29_G2_5G_1	HT29_G2_5G_2	HT29_G2_5G_3	HT29_G2_5H_1	HT29_G2_5H_2	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6A_2	HT29_G2_6A_3	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6B_3	HT29_G2_6C_2	HT29_G2_6C_3	HT29_G2_6D_1	HT29_G2_6D_2	HT29_G2_6D_3	HT29_G2_6E_1	HT29_G2_6E_2	HT29_G2_6E_3	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6F_3	HT29_G2_6G_1	HT29_G2_6G_2	HT29_G2_6G_3	HT29Root1_1	HT29Root1_2	HT29Root1_3	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_3F_3	0.0057142903879441	0.0474126877429204	0.00849723635201367	0.0155153175137651	0.0176026709366742	0.0158466538903212	0.0130606532444678	0.0176488247225027	0.0154804568548569	0.0350009576576889	0	0.0455897324924013	0.0199560752595127	0.0126966633878564	0.042671287325259	0.0293167238771707	0.0168721531133446	0.0171002160060037	0.0135671779231284	0.0127974891616882	0.0115082317727176	0.0032713192782659	0.0332191889961877	0.0162791161391971	0.0128355571223603	0.0221819614695836	0.0135568825543415	0.0117534673223134	0.0241668211527599	0.0375578275323991	0.0146240739786546	0.0164359840805685	0.0537793626341933	0.0394321183980125	0.0313012446736662	0.0299507205043285	0.0324319863517839	0.0192946502323956	0.0174975237069816	0.0323430134860329	0.0106134648616767	0.0287484255751844	0.0356963754010214	0.0176635213162538	0.0173606941511827	0.0439333632412445	0.0187016007598388	0.0329050426568846	0.00226115083733991	0.0291489957396987	0.0092335101055404	0.0150770342859894	0.00895187639049716	0.0135167396946401	0.00949546032066481	0.0315258364939399	0.0191695302404537	0.0355929720633486	0.0204021936404203	0.0173799395021128	0.025763912389493	0.0127066927972424	0.043868992573556	0.0186946974729032	0.015207961836058	0.033026158359184	0.00701824309646748	0.0097287871029358	0.0330200555084478	0.218312033432138	0.212746109170148	0.0264023828229243	0.0310642814721858	0.0114763633281865	0.0296740777403348	0.0124919458134878	0.0266870914448001	0.0413108300909313	0.0110452133114925	0.0193650057053269	0.0298979459358206	0.0242207460207072	0.0295100865412906	0.029537004662522	0.0198238343967289	0.038226223731523	0.030201834229565	0.0103886232671853	0.0192467211111574
HT29_G1_4A_1	0.0484440440637218	0.0117481326237976	0.0481943435556975	0.0555976722469926	0.0473610189776546	0.043998494095057	0.0396037770519962	0.0327612191947504	0.0596355229628268	0.027086752029051	0.0455897324924013	0	0.0309263954579301	0.054083240585549	0.0317391998951314	0.0194091666166359	0.0393621048787954	0.0515121103625204	0.051094657803929	0.0375514056543691	0.0523733120031128	0.0488509685027416	0.0291211431518674	0.0556374815813261	0.0546395007969925	0.0366325163540906	0.0327869193560714	0.0470492231839358	0.0290407728585932	0.0210552256443528	0.0375272920011802	0.0420574396957181	0.0119704614253003	0.0174785698621514	0.0177740294093108	0.0185016017263101	0.0194865346768632	0.0355716492096893	0.0289978165208942	0.0207342681987883	0.0372856557941562	0.022901042142489	0.0139013309908794	0.0410190507906582	0.0343576276985671	0.00709829934255066	0.0589504084527643	0.0213045804094648	0.0466505903133577	0.0230488725300073	0.0432574302925744	0.042136301610586	0.0495804667994785	0.0485339596975338	0.0432061527048179	0.0701113389258609	0.0300280651416312	0.0152838966830684	0.0320724499133418	0.0423008170548614	0.0338585248849532	0.0468755887337747	0.0119573237796646	0.0357184193325454	0.0336217566202947	0.0172367451495393	0.0413366267030709	0.0512167909368069	0.0128352700651279	0.261271312398929	0.254785843430681	0.0267311175750076	0.0162085006640333	0.0379840172556333	0.0224411525459481	0.0408330987433164	0.0207810382635628	0.0186250364001502	0.0451188521850066	0.0357720507133637	0.0165028158660148	0.0232713878615917	0.0238566844340612	0.0163956168489213	0.0336915188827666	0.0194610614326848	0.0278350841004499	0.0384455849054848	0.0284731550534963
HT29_G1_4A_2	0.0245770135261356	0.0298013223632852	0.0242019896824851	0.0258937552403288	0.0184837741478722	0.0287613508026564	0.0207224700766205	0.00674387617733956	0.0344573364541471	0.0226529658276106	0.0199560752595127	0.0309263954579301	0	0.0285121749321831	0.0245231567437903	0.0166468847498837	0.0227375585327781	0.0210973418946087	0.0294866680025224	0.0209587794268485	0.0244675153766567	0.0228617994155432	0.0185045219501624	0.0274515793117554	0.0308571050604833	0.00863208449264751	0.00884852942679118	0.0267230039190692	0.00927809767707034	0.0208895823252135	0.0204372426738653	0.0175861950535425	0.0363133625248983	0.0280410083125907	0.0141256283292639	0.0207684873045565	0.0216462144267313	0.0158201419529096	0.00890851924666446	0.0223585196973307	0.0133368074165895	0.0119279335970911	0.0184166262646834	0.0246465928709255	0.00980989952731834	0.0291919281542981	0.0346457399913143	0.0134371361238457	0.0212768924744618	0.0103898232694081	0.0223739803026077	0.0252285703379139	0.0207112918779448	0.0263760807817621	0.0167955622779811	0.0472152973248148	0.0121627490356947	0.0178862537860692	0.00251514336728025	0.0283971156068183	0.0142713500040495	0.0168352463612598	0.0272314135034696	0.0187183520637208	0.0142194767355921	0.0233372249997648	0.020200869238244	0.0220921853178715	0.0206332892207443	0.237068243181402	0.231861853174551	0.00854002674370357	0.0158392515652543	0.0198173754059092	0.0235122775556256	0.0158306345183455	0.0162506966540268	0.0227277144067485	0.0189176661939105	0.0241537397835071	0.0146533458431669	0.00974185469913707	0.0245535700174344	0.0165836554468625	0.00522942248955962	0.0187382879423127	0.0104345833880329	0.00984409237491331	0.00881937493238019
HT29_G1_4A_3	0.0148129864938685	0.0546670296272898	0.00649652809944114	0.0123471178159201	0.0170625648668021	0.0197429606086187	0.0157901753552063	0.0239509242966418	0.00856327679855244	0.0376691848080772	0.0126966633878564	0.054083240585549	0.0285121749321831	0	0.0521893429974057	0.0401260776406695	0.0290576240603029	0.017362497646212	0.0225038165368212	0.0230325509925614	0.00651985100976181	0.0110794437266138	0.0364354059640662	0.0086594520119188	0.00560582488704307	0.0273098137854191	0.0223694760798727	0.0111772684219159	0.0295099251833773	0.0426877794275027	0.0181965905939644	0.0158344644719413	0.0621048357763108	0.044310308814624	0.0407837632123712	0.0403075893025948	0.0377448989563446	0.0317788864149076	0.0281622822849449	0.0372287469770975	0.0228552390532886	0.0391064520101102	0.0448933354004588	0.0172821797820676	0.0221146029976449	0.0536609199775842	0.00651907486479649	0.0409276543870542	0.013766454530197	0.0364924721861307	0.0126334674562917	0.0162292973946618	0.0105075476588541	0.00788734911923883	0.0119907966327846	0.0194548459766432	0.0246507096475141	0.0449100279636149	0.0279633637697224	0.0205443541849516	0.0283169481246719	0.0155561257905048	0.0505013380641484	0.0313239428198698	0.0273949276050423	0.0436050911078096	0.0173229214364642	0.0157630878560453	0.0414447263397427	0.21115195042802	0.205877884087933	0.032841005395551	0.0408353910705369	0.0182113006392175	0.0353210568729862	0.0144726699417129	0.0336148583629559	0.0477966156746276	0.010491243977776	0.0231048780933908	0.0388318600669118	0.0318491237593777	0.034870931662336	0.0390996317148869	0.0295079585504112	0.0461120418729574	0.0384771909631151	0.0192650187774571	0.030250356232028
HT29_G1_4B_2	0.0462443808724533	0.0277198739332096	0.0483290548118882	0.0465531436897803	0.039444779624033	0.0515005500751504	0.0448767982065299	0.0306281320099422	0.0574119273377771	0.0367411784507178	0.042671287325259	0.0317391998951314	0.0245231567437903	0.0521893429974057	0	0.0242864754997362	0.0389437308454199	0.0403851836942141	0.048428428945226	0.0417422093115124	0.0472399149344251	0.0452730177750954	0.0315048661079399	0.049608871012604	0.0546504532869374	0.0273076011623308	0.0326921562008663	0.0508719424485329	0.028666116255049	0.0287527371455428	0.0442113955548521	0.0411074792263283	0.0294148187302091	0.0394013098558646	0.0199860188201652	0.0308570220107212	0.0362984417176696	0.0286135081330403	0.0287334020202195	0.037666117995626	0.0337552250088856	0.0177598333215001	0.0202983287850597	0.0486196565183847	0.0334608041062912	0.0276065880421063	0.0585157382749882	0.0178986140985401	0.0433395598164852	0.0220429080008275	0.046454199147802	0.0491730700951057	0.0429119456381657	0.0508399040839173	0.0409172850144945	0.0710959792527655	0.0347926878614843	0.01867984176154	0.0251746742826872	0.0512899719881904	0.0330731891236174	0.0381692158293376	0.0296793262432714	0.0328082718210669	0.0322272565348885	0.0306801246533394	0.0426300491945314	0.0418576712103609	0.0306872982166919	0.256096854845764	0.25136715451291	0.0247174113564237	0.0229821359620565	0.0431372943712077	0.0405024172777448	0.0401193754499764	0.0331025715162413	0.023565965277646	0.0428963647396827	0.0466704492319624	0.0248899132909089	0.0277968682203401	0.0420653777124555	0.0269916170428845	0.0229650596434467	0.0169677659958755	0.0152668830084992	0.0332690613241268	0.0264410308324481
HT29_G1_4B_3	0.0316402791344423	0.0240088778842385	0.0342991097916831	0.0403674787374164	0.0344660013287783	0.0315191642377181	0.0280150858416205	0.0205104737417761	0.0444620828111978	0.0279925189960029	0.0293167238771707	0.0194091666166359	0.0166468847498837	0.0401260776406695	0.0242864754997362	0	0.0213304335526844	0.0367359788380405	0.0333416279237874	0.0220825103710707	0.0377870882323597	0.0324698872133167	0.0269969003799764	0.0416733946835047	0.0404839337717062	0.0248738326824694	0.0182189217432075	0.0341478260798464	0.0205360938990685	0.0234427918848205	0.026499227593348	0.0310966340528856	0.0271190375532745	0.0247620636648837	0.00795104791502073	0.00676886227315178	0.0203423641532714	0.0161981268039856	0.0121362252367049	0.0215476847659467	0.0194662969231045	0.0079733043702242	0.010447517716901	0.031534419559568	0.0230197598226906	0.015416513683739	0.045844011171183	0.0152495976092652	0.0298953958464072	0.0156861141455117	0.0298938954656891	0.0310629797697232	0.0340816359455281	0.036416515074676	0.0295366443557937	0.0582495626477565	0.020158847563864	0.0106175102928067	0.0188412243165888	0.0310423575093389	0.02684481733149	0.0319268348831393	0.0226590333588754	0.016722929756438	0.0153136314569803	0.00766042018934666	0.025572973928795	0.0338932969562051	0.0113334097212466	0.245561617085905	0.239449642348844	0.0183181765543259	0.00534596770685906	0.0247635181166323	0.0203898875806262	0.0284573105248583	0.0150599726077033	0.0225876479749227	0.0319660951479988	0.026625183557114	0.00825641723107088	0.0135954335549036	0.0215762075788283	0.0058887499519361	0.0174558417984363	0.0180520566921621	0.0174706059246765	0.0227319957277408	0.010693300487157
HT29_G1_4C_1	0.0152529968124938	0.0445141354961119	0.0238346969865674	0.0311811938423796	0.0316405548265137	0.0197264016797104	0.0225436281375332	0.024268714034697	0.0294751089746602	0.0400003239664927	0.0168721531133446	0.0393621048787954	0.0227375585327781	0.0290576240603029	0.0389437308454199	0.0213304335526844	0	0.0310203200217121	0.0130029336633926	0.009840532693466	0.0282817781009333	0.0187308075642602	0.0388956248004194	0.0330011155091844	0.0273340848804549	0.0296982090409867	0.0180743514399134	0.0233266200115718	0.029399214604893	0.0395576165328907	0.0222379786004137	0.0295838599221017	0.0483514132101903	0.0392888886006252	0.0271504389541385	0.0210355563389326	0.0330511815061956	0.0107860713336971	0.0152408308037604	0.0334420523469449	0.0107293131121628	0.0239702109681764	0.0310702685617546	0.0272187151776572	0.0257272569701872	0.0358264781804157	0.0342910995427727	0.0321144270521938	0.0158209931153336	0.0301317991257346	0.0203670294406383	0.0237375467278683	0.0248245186642233	0.0279113300275654	0.0238696240365519	0.0463389974618035	0.0245625062231777	0.0310240793069065	0.024783831799225	0.0215947256144772	0.0339796849252504	0.0263740642720199	0.0420414000828252	0.00619958788953648	0.0086625805578331	0.0230194167740113	0.012726882725909	0.0218492111470321	0.0283584454939395	0.225830073637906	0.219522408150974	0.0296910551978666	0.0255679013839899	0.0172456516169628	0.0290067823795206	0.0252953008272292	0.0263570060583028	0.04117387663846	0.0261999508391134	0.0233392118257861	0.0262889537638777	0.0250196343611332	0.0289887171043548	0.023943815762322	0.021174796417175	0.0367040081499399	0.0304906822462886	0.0189005824429101	0.0155579598455316
HT29_G1_4C_2	0.0216637976850029	0.0493723859605976	0.0185602331705602	0.00702821825155471	0.00691415412779898	0.0315382932222073	0.0238370976388985	0.0191527318342814	0.0228812832035228	0.0352260654910301	0.0171002160060037	0.0515121103625204	0.0210973418946087	0.017362497646212	0.0403851836942141	0.0367359788380405	0.0310203200217121	0	0.0282754334163512	0.0285244935312839	0.0108595245614715	0.0170261511212513	0.0306809052180046	0.0108142312341824	0.0220991961751223	0.0166114847995873	0.0208580896132575	0.0245116891164556	0.0239385200543787	0.0374508062782354	0.0256178149128253	0.0156047523116958	0.0567084462597286	0.0446162832282869	0.0352110293169975	0.0397766670775881	0.0379711707533475	0.0276649636497513	0.0255548694929157	0.0380024545770264	0.0214936538700925	0.0324036271305126	0.0394142914207709	0.0270042240113434	0.0186063887089161	0.0502039529640158	0.0227444709250794	0.0331558034705331	0.0182681205015924	0.0297123050584764	0.0225520359399855	0.0272859577746579	0.00877564961424334	0.0211469149162726	0.013460502636641	0.0339249446890728	0.0244299423094583	0.0388431984961805	0.0198115419588654	0.0321422034519424	0.022695292035545	0.00547579364410026	0.04629591432354	0.0300262489666231	0.0263681701153261	0.0427174988514118	0.0233930585705489	0.0119676998878328	0.0403066500418544	0.220341016502525	0.216076821996089	0.0260008382015273	0.0367579732682249	0.0253060261111977	0.0385739448985521	0.0155533431347409	0.0334771135363965	0.0408975400365004	0.0131203396859179	0.0315473902893293	0.0352618170680139	0.0285543974821802	0.0389254387662399	0.0367949693832244	0.0206204210632617	0.0380298647068985	0.0284040810251815	0.0148941888268593	0.0264568033031148
HT29_G1_4C_3	0.00837283140391887	0.0552543207004987	0.0194466683234671	0.0256494975473152	0.0305398413220675	0.0185194110666233	0.0233094714593266	0.0291922779141964	0.0195973039553535	0.0463934634066439	0.0135671779231284	0.051094657803929	0.0294866680025224	0.0225038165368212	0.048428428945226	0.0333416279237874	0.0130029336633926	0.0282754334163512	0	0.0149336708587135	0.0230113857420768	0.0129027979689465	0.0450514792627446	0.027386365082129	0.0197039026893292	0.0338046934158308	0.0236067634878235	0.0196496833665738	0.0355080146818742	0.047857431585924	0.0241949224479795	0.0298945432431749	0.0600948986899395	0.0479809702692201	0.0379259365169262	0.0330982206254116	0.0412980077558381	0.0204416409514761	0.0242004926200988	0.0413381674792733	0.0163784848123788	0.0345818274450599	0.0422017105727769	0.0275203876084805	0.0296368100835023	0.048186992961577	0.0266551114731568	0.0414671686530617	0.011415691062494	0.038616592624327	0.0187788540699644	0.0232767232247009	0.0207927041204526	0.0241930119432142	0.0230317127205721	0.0375519899866527	0.0300419547245892	0.0420919894863672	0.0307644686854746	0.0215468139410416	0.0383328426250494	0.0248519691606478	0.0522276879315844	0.017831102133394	0.0184163248826405	0.0354727120079663	0.0130388872466943	0.0168714047373453	0.0391540458172348	0.213313669427355	0.20720430717968	0.0369027290604887	0.0368691344639812	0.0193925865153954	0.0369402580664447	0.0257926048082141	0.0349722364435995	0.0506030264312317	0.0244990854022256	0.0265076589728778	0.0368408897965945	0.0333751629106724	0.0365619941947962	0.035152733805457	0.0278130699357393	0.0465447695139408	0.0387563744405971	0.0216479342384611	0.025189440915972
HT29_G1_4F_1	0.0124920107608012	0.0422203861148551	0.0168908680190393	0.0281249363467403	0.0274082615632392	0.0109946650882794	0.0134195710922892	0.0197302183259095	0.0248947221899638	0.0336875645720478	0.0127974891616882	0.0375514056543691	0.0209587794268485	0.0230325509925614	0.0417422093115124	0.0220825103710707	0.009840532693466	0.0285244935312839	0.0149336708587135	0	0.0235370166238716	0.0151766633799699	0.033768619123436	0.0282189253338051	0.0211106873840567	0.0269288664109745	0.0132681225596569	0.0149713618781274	0.0248469942246939	0.0352905994781579	0.012892820752446	0.0228524867814511	0.0473712501382624	0.03339667676686	0.0265365463947756	0.0203453384973522	0.0269698149881836	0.0164412821337885	0.0135175854492994	0.0269836837288493	0.0103627355189018	0.0249885776137654	0.0303422344325063	0.0176932166347462	0.0201876635706817	0.0357473187679463	0.0277483122425366	0.030744758475903	0.0127612882615397	0.0275400109533986	0.0118935821625122	0.0141597325512948	0.0212655948477405	0.0198428271409173	0.0178648653235273	0.0395237910038595	0.0179184996574545	0.0306513543129186	0.0224838188121303	0.0122108192834413	0.0285088356898568	0.0233312557444501	0.038754374873408	0.0130467670553336	0.0100471615118562	0.0232361074087645	0.00597647463616093	0.021332310196257	0.0252020414959329	0.224896085873358	0.218498143534565	0.0263117021302634	0.0248307146941332	0.00788636408925038	0.0221061171356864	0.0186245843437783	0.0208696086153593	0.0385196263825634	0.0199396588109857	0.0136908212870946	0.024139385001399	0.0209577682036121	0.0217425588817137	0.0221935356659094	0.0215847380011406	0.0355752588660091	0.0302551022508795	0.0157760033888828	0.0154197154943405
HT29_G1_4F_2	0.0152384776599599	0.0520369416645827	0.00908885028259133	0.00656630848742615	0.011492078940712	0.0231931536872753	0.0172020782741799	0.0205724511876302	0.0129640940062887	0.0358850523229254	0.0115082317727176	0.0523733120031128	0.0244675153766567	0.00651985100976181	0.0472399149344251	0.0377870882323597	0.0282817781009333	0.0108595245614715	0.0230113857420768	0.0235370166238716	0	0.0103724691938074	0.0334295270282273	0.00477958837091839	0.0113927500543104	0.0223292429916493	0.0199834273608708	0.0151456726781749	0.0262392804322987	0.0399554164000015	0.0194823055037911	0.0134381606742632	0.0594811192152597	0.0436276085354163	0.0377431457579487	0.03903619739559	0.0368706436170049	0.0288282603465348	0.0256904329925051	0.0365622492910788	0.0204403365448583	0.0356027562137405	0.0419811027123011	0.0197452728650438	0.01908786230529	0.0515801042298071	0.0123469491824613	0.0371960008723842	0.0128148540346965	0.0330058534428092	0.0146814820741217	0.019248209204422	0.00495435419965331	0.0116946139114602	0.00927245911616235	0.0246078390666671	0.0230478342697233	0.0417896314085449	0.0236913019087633	0.0239609012121654	0.0250600503138034	0.00950020723674269	0.0482206863716184	0.0293777425047888	0.0254088227894764	0.0422620794929958	0.0176816548534237	0.0114405518304836	0.0400465661741455	0.21448055011229	0.209580255682388	0.0292466973117566	0.0383095073392647	0.019246440787204	0.0355415333585531	0.0122932900820654	0.0324261493065467	0.0445398256446204	0.00794424351220387	0.0251443345538505	0.0364684823780574	0.0294038360928684	0.0354074177972383	0.0371766759287707	0.0249931940765725	0.0423789399550901	0.0339333271752042	0.0154557733391091	0.0274353226302194
HT29_G1_4F_3	0.00496747070641066	0.0506246796324444	0.0083388610798484	0.0141832325404862	0.0183653111848619	0.0168355177037264	0.015093937361015	0.0204984232422513	0.0126347982212812	0.0377251997022972	0.0032713192782659	0.0488509685027416	0.0228617994155432	0.0110794437266138	0.0452730177750954	0.0324698872133167	0.0187308075642602	0.0170261511212513	0.0129027979689465	0.0151766633799699	0.0103724691938074	0	0.035881620582583	0.0150183131898307	0.0109491766526051	0.0244564449251783	0.0167609901456283	0.0120596949600699	0.0270125295924431	0.0405526749176031	0.0168902155319486	0.0180380945147769	0.0570287899932737	0.0424584566620009	0.0345001327493147	0.0330771720314986	0.0354813418032895	0.0216682643644732	0.0207026378188967	0.0353387160167718	0.0134715407853811	0.0318087215772485	0.03891768621801	0.0192419631700678	0.0200337215743185	0.0471643063841901	0.0168527669989247	0.0359649475282631	0.00297427413522204	0.0322067097636478	0.0106961274580737	0.0164878608515484	0.00852008686965765	0.0136027867729502	0.0111559271202544	0.0294801839129586	0.0221325586822622	0.0387864916855675	0.0231825286611363	0.0186687004255753	0.0281837287671107	0.013434314019453	0.0470615729421118	0.0210257876070859	0.0180634704397389	0.0361204285452861	0.00936162535132615	0.00874679183756607	0.0362663846265905	0.215188066499714	0.209687861691903	0.0293391110883813	0.0343015120626709	0.0139447990639562	0.0326114363080802	0.0144690490518034	0.0298568430873209	0.0443847047055607	0.0121075116668772	0.0215613582515596	0.0331608108024058	0.0274167406778584	0.0323690782766321	0.0327926016995509	0.0224701090448653	0.0412947077833515	0.0330051538686049	0.0131301865200315	0.0223662349395568
HT29_G1_5A_1	0.0384833932357887	0.0231132072872978	0.0329582686288957	0.0355676199037071	0.0247157963810217	0.0375769514489928	0.0270092193931092	0.0160916287377022	0.0444012634899022	0.00747668806450105	0.0332191889961877	0.0291211431518674	0.0185045219501624	0.0364354059640662	0.0315048661079399	0.0269969003799764	0.0388956248004194	0.0306809052180046	0.0450514792627446	0.033768619123436	0.0334295270282273	0.035881620582583	0	0.0346368979692152	0.0396107617473583	0.0161885564550571	0.0216294800194145	0.0346116731017256	0.0098175186179274	0.00880799386462013	0.0262903017834399	0.0206927364673078	0.0321165523399083	0.0195982515818314	0.0206510062186405	0.0292565822502071	0.0162703511185597	0.033710821147599	0.0239929971657191	0.016579260872177	0.0299351204110454	0.0235116581655699	0.0215977052688332	0.0276627574652635	0.0158701780101232	0.0314009327933958	0.0408744455288508	0.0155607781469726	0.0352218399686555	0.0123125077516365	0.0312061582199122	0.0310763082159174	0.0319430519928276	0.0320652566543959	0.0256007252727389	0.0510732871858755	0.0161668851707952	0.0217764297388134	0.0169657382437098	0.0356769870480326	0.00841035980226999	0.0277280703306836	0.0193360486482647	0.0356968840951976	0.0305364038241483	0.0315076044742194	0.0331059911581695	0.0365663739941449	0.0225271204843854	0.246356797821724	0.241280434325441	0.0105050731938288	0.0226539579019021	0.0291909716252373	0.0227245842586372	0.0224337206407595	0.0174760297618119	0.0147835625196621	0.0262574342778862	0.0286781021301558	0.0194165529513431	0.0148624239667393	0.0239949697669976	0.0230914286716732	0.0232697299752941	0.0175668973131865	0.018235339706859	0.024433736536087	0.0247444866788688
HT29_G1_5A_2	0.019835285526782	0.054520290671717	0.0129960702653454	0.00593292274333302	0.0115073486481325	0.0272696677988037	0.0207785290297101	0.0233458669932032	0.0148552270789314	0.037343842083224	0.0162791161391971	0.0556374815813261	0.0274515793117554	0.0086594520119188	0.049608871012604	0.0416733946835047	0.0330011155091844	0.0108142312341824	0.027386365082129	0.0282189253338051	0.00477958837091839	0.0150183131898307	0.0346368979692152	0	0.0141068829986204	0.0239232033609268	0.0237784722849206	0.0187719858191056	0.0284114177869335	0.0418277558077821	0.0230753921392054	0.0149273769996968	0.0622713561754616	0.0461737864341533	0.0409984578723664	0.0431369756854733	0.0396171865339916	0.0330370880972418	0.0296893711750349	0.0392520332971789	0.0248752243812245	0.0389877710181205	0.0451312124044489	0.0225598882649106	0.0216193576425463	0.0551101789454502	0.0124709798150564	0.0397323635959102	0.0175352431661871	0.0355169170390224	0.0187797098176653	0.0227223313274362	0.0087717699537911	0.0142229603870169	0.0127515462621227	0.0231279239993195	0.026052235164025	0.0449020732649861	0.0263299308893226	0.0278332425097864	0.0262614236152602	0.0115702466447532	0.0506742749534022	0.0338930010592935	0.0298651563151084	0.0463762377788543	0.0223997946509048	0.0147753824137026	0.0435347629399181	0.213125802037753	0.208530108503553	0.0315347540458909	0.0418276160568261	0.0234953024210277	0.0388205676613247	0.015108013866029	0.0356712405205847	0.0465952362122365	0.0108499291292261	0.0287360505699847	0.0398229416712877	0.0324996399619389	0.0387109446027148	0.0408585223853266	0.0281064290816383	0.0447676923615407	0.0363065115427186	0.0191712966455468	0.0313750417729053
HT29_G1_5A_3	0.0128898357525416	0.0563765332174245	0.00694452954947471	0.016989176993654	0.022018808171473	0.0161323736756211	0.0156649608179702	0.0265379768844032	0.00602904202038177	0.0401411869598936	0.0128355571223603	0.0546395007969925	0.0308571050604833	0.00560582488704307	0.0546504532869374	0.0404839337717062	0.0273340848804549	0.0220991961751223	0.0197039026893292	0.0211106873840567	0.0113927500543104	0.0109491766526051	0.0396107617473583	0.0141068829986204	0	0.031022451737466	0.0236841092993629	0.00864905278201118	0.0322823343720812	0.045141978728654	0.0178812518596121	0.0195883666203942	0.0634362614733857	0.0452086287534641	0.042138056444914	0.0399050941692759	0.0387116945913896	0.0319298667683937	0.0288726759010489	0.038151091920197	0.0231224649468874	0.0404913057728763	0.0462229173827814	0.0170438498354051	0.0248920301990258	0.0540928446106843	0.00727350142741083	0.0432120556003604	0.0133154254239757	0.0388335617423186	0.0115067394574131	0.0146592035539719	0.0141890602728616	0.00865518735581442	0.0150500063010545	0.0191208025469563	0.0262687316396044	0.0463507296551761	0.0307073303151737	0.0174484473152906	0.0318088111130613	0.0196869427130016	0.0521499414765996	0.0306154301359274	0.0271681056546124	0.0431398199420981	0.0158400314691451	0.0177491187944627	0.0418388051048685	0.209071419297356	0.203393279881346	0.0355129498441394	0.0417081961494508	0.0171157151935339	0.0351961311013514	0.0174367880749098	0.0343839059601531	0.050213582904458	0.0142060644597769	0.0217828989480977	0.0398759760173375	0.0334168639333094	0.0345314348709273	0.0395768472942336	0.0317313863651008	0.0484277965507848	0.0411620167743762	0.0214291240240136	0.031051024307841
HT29_G1_5B_1	0.0276138844775584	0.0330923986201654	0.0246260218279989	0.0225826407375483	0.0129574260008818	0.0327387476312475	0.0228698638084883	0.00845214037951468	0.0343219391741185	0.0219921020297943	0.0221819614695836	0.0366325163540906	0.00863208449264751	0.0273098137854191	0.0273076011623308	0.0248738326824694	0.0296982090409867	0.0166114847995873	0.0338046934158308	0.0269288664109745	0.0223292429916493	0.0244564449251783	0.0161885564550571	0.0239232033609268	0.031022451737466	0	0.0140221456887361	0.0284201483103008	0.00948573161583705	0.021666349276602	0.023207170177462	0.0146632495994807	0.0405698678697886	0.0312396433295159	0.0207631649016369	0.0288918198093181	0.0252291828438901	0.0231221177979417	0.0169826267287217	0.0256871740306719	0.0192404913946519	0.0192947923903125	0.0243459661617165	0.0259820112413951	0.00966362186602339	0.0358125171314465	0.0331064503885563	0.017073904453598	0.0238570900569857	0.013775275867145	0.0246407665340666	0.027575500734002	0.019305646468161	0.0260832371457619	0.0161343919293224	0.0449703512245659	0.0150429583678813	0.023742389053863	0.00619920344812018	0.0322055017187178	0.0103681137411702	0.0139227610501193	0.0303749443927338	0.0262847503607414	0.0216839200052685	0.0315003693211476	0.0245549083735599	0.0222850415744369	0.0270839289426904	0.235832274357942	0.231146454409558	0.0101816894694086	0.0231211804884025	0.0238479736751107	0.0283154439288232	0.014944424214273	0.0214478634531206	0.0243764666652195	0.0173131943762445	0.0279273172823532	0.0213213450215082	0.0152353104107699	0.0292996091905491	0.0240462550442093	0.0110218352739991	0.0216910039197802	0.013173682147614	0.0123560778897532	0.0173155164678114
