	HT29_G1_1B_1	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_1	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_1	HT29_G1_3E_2	HT29_G1_3E_3	HT29_G1_3F_1	HT29_G1_3F_2	HT29_G1_3F_3	HT29_G1_4A_1	HT29_G1_4A_2	HT29_G1_4A_3	HT29_G1_4B_1	HT29_G1_4B_2	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4C_2	HT29_G1_4C_3	HT29_G1_4F_1	HT29_G1_4F_2	HT29_G1_4F_3	HT29_G1_5A_1	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_1	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_1	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_2	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_2	HT29_G1_5E_3	HT29_G1_5F_1	HT29_G1_5F_2	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4G_3	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_4H_3	HT29_G2_5A_1	HT29_G2_5A_2	HT29_G2_5A_3	HT29_G2_5B_2	HT29_G2_5B_3	HT29_G2_5E_1	HT29_G2_5E_2	HT29_G2_5E_3	HT29_G2_5F_1	HT29_G2_5F_2	HT29_G2_5F_3	HT29_G2_5G_1	HT29_G2_5G_2	HT29_G2_5G_3	HT29_G2_5H_1	HT29_G2_5H_2	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6A_2	HT29_G2_6A_3	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6B_3	HT29_G2_6C_2	HT29_G2_6D_1	HT29_G2_6D_2	HT29_G2_6D_3	HT29_G2_6E_1	HT29_G2_6E_2	HT29_G2_6E_3	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6F_3	HT29_G2_6G_1	HT29_G2_6G_2	HT29_G2_6G_3	HT29Root1_1	HT29Root1_2	HT29Root1_3	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_3F_2	0.0067510152282494	0.00871092110146565	0.0216701220736008	0.0066137139299438	0.0107779727889459	0.0285959414361382	0.0117337034157889	0.0244112171686187	0.0300630803226346	0.00755954177914654	0	0.0305993003272857	0.0221580880865515	0.0115672806072918	0.0222297262668114	0.0147984978190869	0.0300562072283369	0.0147452260779481	0.00483957588506576	0.0195038267425913	0.0160193523559729	0.0122621404534842	0.0088173888604913	0.0154883105418571	0.00705891536083371	0.00277939940404819	0.019826888860663	0.00809478134783983	0.0209305233621514	0.0390036297462532	0.0141166173719885	0.0185405240985532	0.0389979699792981	0.0130640384680402	0.0266974174907337	0.0426501027599587	0.0101466136507944	0.00727089020881872	0.0469327451245412	0.00775093600877969	0.0121874150365844	0.0199561012616229	0.0128931560468634	0.00757827648374019	0.00490252454561638	0.0123989730587126	0.012311889978957	0.0127048176472207	0.00493133779289348	0.021734066791043	0.0294480745936282	0.0433665341797548	0.0342572930928302	0.0487828727967428	0.0810718658913722	0.104338855086002	0.00353036752681592	0.00205263191193108	0.0269072771910609	0.00974132790784998	0.0146110408706203	0.0529362030577049	0.0108798863172145	0.0101278328629727	0.0320416335901165	0.0136622784054786	0.00921243440562512	0.0106242195868157	0.013953711537934	0.00718365554980247	0.00913089004208383	0.0105051315831099	0.0161404850767879	0.0253004547376684	0.024086959667627	0.0153657872763437	0.0239981213466357	0.0117275240307568	0.00343872951164843	0.0172247951803498	0.035401236726075	0.0118187343711554	0.0220096273913042	0.0401592839672015	0.0113905920584523	0.0184416546410234	0.0130799309991238	0.00321987426838222	0.0115867141311017	0.0068137931722513
HT29_G1_3F_3	0.0279917498670472	0.0357279782214809	0.00973916809631706	0.0287761841087887	0.0257215891540509	0.00334832867116227	0.0311369342896215	0.00996546685986629	0.00928234492373402	0.0239425146633138	0.0305993003272857	0	0.0517347742322075	0.0300012001092393	0.0110192252303404	0.0449750147675542	0.0587568643966975	0.022624371077858	0.0336810515056201	0.0481961602001285	0.0451578885239697	0.0397030265772757	0.0368032994479529	0.0184946525428503	0.0341446048375289	0.0328279970996446	0.0116680793593653	0.0273265204810432	0.0116861712710485	0.0101358084999007	0.0228345727561412	0.0127288041747175	0.00880558342616137	0.0193037248693485	0.00545630493683031	0.0137321325046086	0.0221621874789712	0.0268475048358507	0.0172223851085497	0.0280825263470812	0.034705228632235	0.0121526590995739	0.0409243950242494	0.0369447036416422	0.0284088726995714	0.0247294067640843	0.0355485185183852	0.0262014585345344	0.0257820719303971	0.0141560199969133	0.00278327105789856	0.0737517177040871	0.0647237205819677	0.025036832936336	0.0524198294584722	0.0754904540518067	0.0276239753545407	0.0305767869091404	0.00563420383974336	0.0374019333255	0.0393469621843029	0.0228517876486421	0.0275191028258048	0.0261290928239584	0.00884836271256352	0.0404353348737057	0.0375506282477313	0.0387013915984001	0.0406640586025057	0.0259718878855435	0.0321256539448175	0.0380725538665295	0.0190092739483855	0.00720984226243412	0.00763565944566684	0.0173309116413547	0.00882726255613381	0.0391153171106921	0.0293843919025802	0.0142537054275588	0.00755197774897713	0.0421637061185468	0.0124954425694787	0.0112189959415812	0.0305507962994283	0.0446543539056403	0.033950844263789	0.0327670248037925	0.0250823996660369	0.0328325642622216
HT29_G1_4A_1	0.0260892503224274	0.0200000626475786	0.0426901498454405	0.0238196401636548	0.0280965881879422	0.0492985530696984	0.0247677972072385	0.0456300634088473	0.0510918092504214	0.0288915408969194	0.0221580880865515	0.0517347742322075	0	0.0265587055984511	0.0431414659820578	0.00888778484362507	0.0120148168455125	0.0336634702330739	0.0184483168427997	0.0137175665722803	0.00675943876681712	0.0125786942032028	0.0190369954403424	0.0366002445059324	0.0202064081574554	0.0205134006092458	0.0405504937572041	0.0247582424790451	0.0415057004718965	0.0603004374351996	0.0322547484289951	0.04031667273157	0.0603799295860177	0.03284553787566	0.0476509828192994	0.0643917956593432	0.0309952413124943	0.0252362552982156	0.0681625537779311	0.0247730418750721	0.0232187533710494	0.0416745407532644	0.0124693296859121	0.0158817238907422	0.023711842709774	0.0310979050332825	0.0197133804830208	0.0300328455491775	0.0266220016868688	0.0419283081660601	0.0502213295403383	0.0238183639457985	0.0151149702290551	0.068335016400922	0.10130413259334	0.124533581444292	0.024693394965951	0.0215931889627763	0.0483429719277081	0.0157786253646245	0.0157948390412658	0.0740495861885774	0.0282413158669982	0.0281029319712007	0.0523486700029812	0.0176175245934819	0.0176151044899117	0.0142370574244534	0.0141148053013696	0.0260045198174796	0.023030417382113	0.0152671891336135	0.0349002866671454	0.0464366106800747	0.0453596355072011	0.0371683635518407	0.0457489796709667	0.0159699578954747	0.0229623567651433	0.0385510259590286	0.0569614508283114	0.0107023446467549	0.0440256115175464	0.0613080984963373	0.0267130601283387	0.0194055297025643	0.024650618847505	0.0197714139972171	0.0310184237705871	0.019162670779473
HT29_G1_4A_2	0.00795985427185212	0.00878760817684834	0.0220544735152675	0.0085386380937437	0.00625079429621788	0.0278653770481485	0.00393966332392975	0.0216382137387758	0.0267075060018994	0.0100521570529511	0.0115672806072918	0.0300012001092393	0.0265587055984511	0	0.0200647463986319	0.018979846541862	0.0304245323346321	0.00825008928740443	0.0140370440366924	0.0199262277674915	0.0215633463611468	0.0182383293523104	0.00992796865591595	0.0141452501136454	0.0114137096857796	0.0112921344281571	0.0188152614098906	0.0138923445270463	0.0187836440622523	0.0378352434861454	0.00835908705265007	0.0205662602505535	0.0382619653212588	0.0137531972090542	0.0255435170459213	0.0424190502846433	0.0096310698130878	0.0100911020654513	0.0443188017376753	0.0111140989016322	0.00490673906291069	0.0201566270429242	0.0142747069169747	0.0135214886382548	0.00973541302698477	0.00567086820077652	0.0115312007359383	0.00418592935262701	0.0120569244290443	0.0174954632001246	0.028326918268714	0.0469172714480363	0.0391979248039	0.0507008510609565	0.0813120488484159	0.104252379223389	0.0125359877310992	0.011086503285224	0.0277854803396673	0.0110782378713376	0.0141728801959663	0.0505498200941001	0.00423052561484788	0.00604375173555287	0.0290438135264302	0.0111770640519675	0.0109589052739571	0.0137341091863156	0.014490267256964	0.0112263747512182	0.00397979512796244	0.0129213441982661	0.0125409064791454	0.0238458290791197	0.0251398324280873	0.0159706151155976	0.0248934036495013	0.0162320246229643	0.0123537862080112	0.0190220497202684	0.0334721577550901	0.0178829984910078	0.021755202497479	0.0385074811784558	0.00227069124701885	0.0171171419085682	0.0042246655722482	0.0113740706896665	0.0072374329645491	0.0142975968222812
HT29_G1_4A_3	0.0195938293809712	0.0264984260701953	0.0085127225703962	0.0194212160179903	0.0160054110473713	0.00918984240154315	0.0218212519708303	0.00392464589187312	0.00829433750611958	0.0148156907036625	0.0222297262668114	0.0110192252303404	0.0431414659820578	0.0200647463986319	0	0.0360994987475448	0.0491108223908495	0.0134453073516542	0.025785396509462	0.0390133681100155	0.0368028333648373	0.031676547102301	0.0272737459760968	0.0116114956450464	0.0261023130570678	0.0242726478204927	0.00622760836440769	0.0200858043275002	0.00274336410709375	0.0178786317112014	0.0125703987532951	0.00819628253992282	0.0190592247585936	0.0109772409131408	0.00874057223205858	0.0232615487028311	0.0125383466792938	0.0180856235874856	0.025484675669637	0.0207938057543933	0.0246399960612111	0.00842570639089184	0.0317748482330142	0.0286697617798127	0.0202824658764029	0.0149640367899383	0.0257739479538966	0.016024202905006	0.0179664557642659	0.00411276947044943	0.00941901261203927	0.0650077142226457	0.0561778229479178	0.0317545497193743	0.061377472872094	0.0843746195625238	0.0198348453115333	0.0222860825025905	0.0092627993950203	0.0283650149280289	0.0300986004942588	0.031309195305402	0.018341408212476	0.0174360196165328	0.0136553572701123	0.0305570118720339	0.0285310348054305	0.0293914202576805	0.0310632657131919	0.0184010282200765	0.0226132023229374	0.028609375230401	0.00970298789964586	0.00397054035841576	0.00974479450992646	0.00861382261452667	0.00743769226001861	0.0315404002434009	0.0217649425703308	0.00743755325301859	0.0149570073547366	0.0334399372447414	0.00753732072120728	0.0207773407355233	0.0205393848592669	0.0358643706704703	0.0237238619752894	0.0244379628971159	0.0160037329227248	0.025227771766281
HT29_G1_4B_1	0.0180825126656224	0.0114523762089454	0.035850425508485	0.01727280197354	0.0213263140312624	0.0427800042084197	0.0177411335491632	0.038233802774463	0.0437811218314554	0.0215628714848085	0.0147984978190869	0.0449750147675542	0.00888778484362507	0.018979846541862	0.0360994987475448	0	0.0163304936860886	0.0259346172630012	0.0121556823630458	0.00817169644059952	0.00657931326213452	0.00992583169042467	0.0104866591899203	0.0287393777869049	0.0122961272363041	0.0126281224774362	0.0336974736223493	0.0193140357788812	0.0346497392993054	0.0534506088841803	0.0253392239124384	0.0332700371438573	0.0534767619522792	0.0265102165189001	0.040740062596359	0.0572874103775156	0.0236297853165295	0.0190134784251885	0.0610557748341747	0.0181158497524279	0.0155361809133752	0.0342292368202195	0.00695293716166876	0.00847996654601603	0.0167570733614241	0.0232887342426653	0.0149410146896741	0.0225371765669606	0.0195257893332489	0.0347701417150087	0.0436042066278293	0.0290269486985186	0.0204842649279871	0.0629056217133894	0.0955051398830186	0.118737673305586	0.0178428424682524	0.0145279618588723	0.0415770937076139	0.00891518913613781	0.012448274904458	0.0671538432912816	0.0203572697616684	0.0206229578287845	0.0453738961874023	0.0101039765497163	0.00905396266855397	0.00884575267666889	0.0100583921127734	0.0195102150107887	0.0152771125540008	0.00976286370571775	0.0283923203561652	0.0394835625195844	0.0385306028788062	0.0296514470114849	0.0386869323142215	0.00966630829087951	0.0160842826682843	0.0317907988070945	0.0496216627946016	0.00404030311555472	0.0363383300708958	0.0542279308722555	0.0187490201292613	0.012359783213212	0.0171413101049638	0.0123438167480232	0.0228323139865997	0.0138001280753723
HT29_G1_4B_2	0.0326230712440208	0.0251599813622423	0.0500973411718418	0.0302123378085182	0.0333635187720011	0.0562364032751828	0.0289814277697101	0.0514305762375152	0.0565132345154117	0.0356486842740549	0.0300562072283369	0.0587568643966975	0.0120148168455125	0.0304245323346321	0.0491108223908495	0.0163304936860886	0	0.0384861432720522	0.0273609482461614	0.0155930845745555	0.0171405540392731	0.0219555542980545	0.024037506977989	0.043011175358746	0.0274795669421241	0.0280777462671411	0.0473264483921358	0.0331003000893216	0.047628335545257	0.0668110169197663	0.037028143758153	0.0478752657440624	0.0674183104521198	0.0397378266798802	0.0545145735405315	0.0715829299344391	0.0371914947800823	0.0322210778201991	0.074174363712106	0.0324347821079124	0.0261566596925348	0.0487775904511351	0.0181009607877618	0.0239711748367121	0.031216658299359	0.0358478060270646	0.0241769834248628	0.0342423372784459	0.034570277698875	0.0470856086394616	0.0569930841360662	0.0211615959756021	0.0167579281632593	0.076026729945533	0.108634448634054	0.131668127369177	0.0329513089540665	0.0295230831559555	0.055738009282267	0.0217884249751483	0.0202475899834339	0.0801170313345476	0.0331459473714926	0.0337922752839312	0.0585046618455264	0.0201148224370102	0.0233031982175275	0.0205669593451019	0.0184510989870542	0.0337301231825608	0.0277005609622382	0.021110353174123	0.0404838842435961	0.0527917852894877	0.0530381207765439	0.0437180893519182	0.0529196117715354	0.0241143889830548	0.0313625060734199	0.045836905990592	0.063314112549572	0.0193119945890751	0.0505619141840388	0.0680693286261848	0.0304897399321626	0.0217626821662798	0.0272610789835272	0.0276684152716626	0.0362663689036548	0.0280512695512713
HT29_G1_4B_3	0.0093189055261903	0.0151271956275159	0.015099271931594	0.0123283131991711	0.00782162127314816	0.0208254545979608	0.00998525156159313	0.0141923170975064	0.019394850015333	0.00953483576424845	0.0147452260779481	0.022624371077858	0.0336634702330739	0.00825008928740443	0.0134453073516542	0.0259346172630012	0.0384861432720522	0	0.0181134208859824	0.0270862621488094	0.0280781170498315	0.0238607282998378	0.0166396056058196	0.00725372284834529	0.015580959579401	0.0155249625023315	0.0119560630356219	0.0151783165447939	0.0122183328797384	0.0306073246153171	0.0063603856350248	0.0146820628616627	0.0305597671321874	0.0107640163152149	0.017946266861365	0.0347300205913604	0.00743979517348072	0.0121636149022197	0.0365159873179621	0.0122629365741496	0.0129117525492481	0.0129875876598043	0.021578328478475	0.0189200403436251	0.0120199936073402	0.00322815899045586	0.0181053041656347	0.00527424950636502	0.0122961996330967	0.0108304919012857	0.0211214994988184	0.0542162691089177	0.0462876464979905	0.0449573786481854	0.074391012889415	0.0972614947405377	0.0139034106522883	0.0144678769624033	0.0210690615826727	0.0179431001164893	0.0211605867916147	0.0429224819976335	0.00575714886721214	0.0060902563870948	0.0210915415093827	0.0190804794625941	0.0173640636164349	0.0206708436756415	0.0219950232264652	0.0116944960299449	0.0109715119183609	0.0199339594525242	0.00838458743274924	0.0169104362466191	0.0181587389988008	0.011066144836054	0.0184159573368126	0.0210658268172071	0.0144654075156094	0.0140360385661811	0.025573103476286	0.0243483713428585	0.0150287153679459	0.0304478995101178	0.00872173534475774	0.0231810642124958	0.0121526378766694	0.0156308523032666	0.00459726040548561	0.0179927374699546
HT29_G1_4C_1	0.00994329580327215	0.00985884955742235	0.0245429832051711	0.00852387047449205	0.0131516648085802	0.0314758369120975	0.0129243428232097	0.0281565607768841	0.0338076770502355	0.0116034437299403	0.00483957588506576	0.0336810515056201	0.0184483168427997	0.0140370440366924	0.025785396509462	0.0121556823630458	0.0273609482461614	0.0181134208859824	0	0.0180712282159706	0.0120112059206889	0.00787881270653062	0.0100173282497159	0.01917942163692	0.0070100460027007	0.0050433701267628	0.0227833988691097	0.00782102490590217	0.0241711875569398	0.0424370227934328	0.0171029462143373	0.0220179404866204	0.0421980904814095	0.0156310400596952	0.0297012653510111	0.0460736578370245	0.0140276557276735	0.00886226852651	0.0503409736017856	0.0081689072402191	0.0139232267324312	0.0234890376859819	0.0103798369460701	0.00497391256612182	0.00639253684242418	0.0159317758393464	0.0118382145694602	0.0158598259150893	0.00836812723358189	0.0252827138537922	0.0324147526000686	0.0404463764296559	0.0312136574892811	0.051461188006765	0.0839000491145111	0.107211644438273	0.00638178450069763	0.00386538645043181	0.0301733692618923	0.00796399346141291	0.0123967499304084	0.0562697743363618	0.0137765237899773	0.0126121621666035	0.0349252227088832	0.0137415711545469	0.0091276253378879	0.00859863968122746	0.012081094869524	0.00845588678982778	0.0108624292729016	0.00895417960419503	0.0187697598517103	0.0287443592731355	0.0270499778288452	0.019596362023527	0.0276271780437889	0.00887737122418553	0.00469667995090307	0.0206150881916649	0.038953865693439	0.00902571941585416	0.0261616291930114	0.0432706459614747	0.0143113360231492	0.0180513945932492	0.0150613570781786	0.00333967009409449	0.0154182989129683	0.00317321096480592
HT29_G1_4C_2	0.0203447760156614	0.0126115328213443	0.0391009841838687	0.0216072216478415	0.0242002449287568	0.0461938322040904	0.0188944589830393	0.0405615021072637	0.0459893332903788	0.0252618203156272	0.0195038267425913	0.0481961602001285	0.0137175665722803	0.0199262277674915	0.0390133681100155	0.00817169644059952	0.0155930845745555	0.0270862621488094	0.0180712282159706	0	0.0141163307789074	0.0171313334363736	0.0123185401222684	0.0306296560526904	0.0149610601815846	0.0168607002922576	0.0367783965733906	0.0246813482781472	0.0376729302634776	0.0565830253549976	0.0277689445989994	0.0369474599496212	0.0564548486476051	0.0306137824368687	0.0435808745063922	0.0602241093815752	0.0268048408375175	0.0236116088133444	0.0633319517312219	0.021689642602318	0.0156490082925701	0.0369584759691047	0.0112944699251273	0.0133349236315276	0.0207930009335032	0.0246572900439857	0.0192771783633694	0.0239818647471247	0.0238857086976299	0.03705452134629	0.0468411400484487	0.0276426533782827	0.02138387795477	0.0678526639032399	0.0996491379470325	0.122745480051019	0.0226977993992524	0.0193160041805349	0.0452674268375216	0.0126260877869481	0.0166349159011944	0.0697050299548604	0.0214006731036477	0.02250998616474	0.0473964289895596	0.00963204701125011	0.010796809908432	0.0146034331727488	0.0145651069228911	0.0237133637237168	0.0166833079150167	0.015087624576304	0.0314125773453463	0.0425625456313823	0.0419552360292528	0.0327932565875998	0.0421940266541527	0.0128307238656021	0.0207964739704365	0.0358135724756855	0.0519425609090602	0.0117655022018608	0.038968907666363	0.05655991391362	0.0193540708356301	0.00667780747186385	0.0172228446497173	0.0169502769138284	0.0239976223134596	0.0197113439462277
HT29_G1_4C_3	0.0204249549126488	0.0155594847628306	0.0361737774877992	0.0176470506323574	0.0222075216024392	0.0427087121247851	0.0197598359484263	0.039390170017592	0.0448661383375609	0.0226711965379439	0.0160193523559729	0.0451578885239697	0.00675943876681712	0.0215633463611468	0.0368028333648373	0.00657931326213452	0.0171405540392731	0.0280781170498315	0.0120112059206889	0.0141163307789074	0	0.00596918810646637	0.014734831647635	0.0306261770664322	0.0150194624112858	0.0147804579460626	0.0341040970674047	0.0180805834636846	0.0351264052191524	0.0537605479548373	0.0264189665188325	0.0338011430998702	0.0538082290445633	0.0263293150449393	0.0411810906477401	0.0578424265750786	0.024849151189269	0.0188097724881731	0.0617337601251783	0.0186484737195527	0.0190317593156792	0.0353388986616615	0.00818905092580271	0.0103643480010353	0.0174522022391682	0.0255802084907054	0.0145886026459466	0.0246359797449057	0.0202391783141584	0.0358265801619411	0.0436625782739213	0.0301971489714214	0.0210231930068795	0.0617332279657998	0.0946364186329705	0.117897357439718	0.018254176152361	0.0153079331076921	0.0417347312951221	0.010724427604442	0.0113244723761645	0.0675551797372908	0.0229296095972388	0.0224151641076426	0.0460786816180214	0.0146769356508529	0.0133330226872158	0.00885226654661411	0.00997399482702613	0.0195702581816123	0.0180198461629217	0.010004462872243	0.0287160454040322	0.0399862307502806	0.03879299147096	0.0309502167188339	0.0392429695581633	0.011572955639119	0.0166173191505854	0.0320017289927981	0.0505703448199281	0.00593831775330873	0.0377993595352031	0.0548718070462662	0.021882184830991	0.0181929884115849	0.0204165591990938	0.0137626213705693	0.0255533639132003	0.0125453151589432
HT29_G1_4F_1	0.0167181116171391	0.0139597700329676	0.0308347264306001	0.0130315275491015	0.0175625459627631	0.037154717743977	0.0162186486745825	0.0344034574381486	0.0398262883566768	0.0181801022468506	0.0122621404534842	0.0397030265772757	0.0125786942032028	0.0182383293523104	0.031676547102301	0.00992583169042467	0.0219555542980545	0.0238607282998378	0.00787881270653062	0.0171313334363736	0.00596918810646637	0	0.0136108141564344	0.0261725477860181	0.0124704412479494	0.0118576023850966	0.0287595736179757	0.0124394268309662	0.0298567654807884	0.0484089346480918	0.0217870431375085	0.0287673428157057	0.0483934265297447	0.0209336055485085	0.0357980700163127	0.052590883071374	0.020266610992639	0.0136474260660676	0.0563670758876045	0.0139153446016625	0.0169607509120882	0.0304230981264809	0.00769986920952801	0.00819878815200483	0.0127848476172728	0.0216020249112823	0.0112711180931168	0.0207142744957051	0.01567680412745	0.0308759911900637	0.0381398874625587	0.0360964805429019	0.0269268296016947	0.0563907030496763	0.0890765823325542	0.112349513013311	0.0137033099346138	0.0110892316954233	0.036435858092135	0.00848408626933127	0.00885285303369877	0.0620965460616304	0.0192548365449151	0.0181645380159112	0.0407424467195216	0.014627575926856	0.0122942589973234	0.00685422916028935	0.00893799599839044	0.0144074473902874	0.0149908544326252	0.00780435811107457	0.0235084606369799	0.0347276249775189	0.0334787703760102	0.0264046483180419	0.0341836163434182	0.0103860749274937	0.0121924254440434	0.0268658170771679	0.0453841412092893	0.00753931037222648	0.0331673860391474	0.0495127366240289	0.0189408630411861	0.0194263794392304	0.0181236194466338	0.0102471818281688	0.0218328615961157	0.00730033065636916
HT29_G1_4F_2	0.00986778980120675	0.00284316985377089	0.0281324257904681	0.0106200673368559	0.0134308757061773	0.0348363536290848	0.0104446925531032	0.0290363137448938	0.0344467794167992	0.0133354218722631	0.0088173888604913	0.0368032994479529	0.0190369954403424	0.00992796865591595	0.0272737459760968	0.0104866591899203	0.024037506977989	0.0166396056058196	0.0100173282497159	0.0123185401222684	0.014734831647635	0.0136108141564344	0	0.0199066294299005	0.00755962068003556	0.0064974772314009	0.0256761216486179	0.0152368951836075	0.0261711929788385	0.0447722313123113	0.0167064032360368	0.0253108021058809	0.0450912945656693	0.0193040622830678	0.0325706927070471	0.0487439409815626	0.0149182421533451	0.0129095998682171	0.0520668957896572	0.0129205224396451	0.00682261771655124	0.0258062945193976	0.00912618481992416	0.00749984500977785	0.0107644491976231	0.0137516694554381	0.0114978845211686	0.0132202029116806	0.0128775530963373	0.0256313407060334	0.0354866198006802	0.0382502701855025	0.03015697850892	0.0558792369043776	0.0877774040131418	0.110881980491295	0.0120809132498126	0.00913686830873976	0.0335402182914529	0.00685286049701823	0.0126622422361189	0.0582770451585877	0.0113063676811651	0.0124842211647986	0.0370086877787081	0.0055624019321434	0.00354592304023397	0.00876225508876288	0.0106859145542833	0.0137654055463222	0.00679420389231246	0.00852750536640456	0.0204381505345709	0.0308465195809991	0.0308307639287875	0.0207301007856698	0.030309538348914	0.0110989186850359	0.0111117884725445	0.0239365628744999	0.0406497861387829	0.00960007760534525	0.0272009292323223	0.0457664178812386	0.00898251784772302	0.0114816857091599	0.00837430928259275	0.00752182935382204	0.0132005453541206	0.0121106170726249
HT29_G1_4F_3	0.0106894976686771	0.0183888694280301	0.0101900363695768	0.0153219809185779	0.0124768136595511	0.0173356199964064	0.0154992996604911	0.0115980450502845	0.0173096848025711	0.0101093603874103	0.0154883105418571	0.0184946525428503	0.0366002445059324	0.0141452501136454	0.0116114956450464	0.0287393777869049	0.043011175358746	0.00725372284834529	0.01917942163692	0.0306296560526904	0.0306261770664322	0.0261725477860181	0.0199066294299005	0	0.0171349623402775	0.0167961666608019	0.00876103358711625	0.0157793357724408	0.0106776874725552	0.0270631606477333	0.0112962680102319	0.00958688853482876	0.0261414605321166	0.0108318298868041	0.0138161693861373	0.0298722838673726	0.00867542271646335	0.0143151645107683	0.0332290188035705	0.0131414165130558	0.0183152240203169	0.00692778089078601	0.025471686089566	0.0208873849175381	0.0133945442035909	0.00893394216685348	0.0226781796795407	0.0115402359797935	0.0116147718121582	0.0110781483697319	0.0177144851318976	0.0569819458745415	0.048629434721471	0.0412238032751752	0.0705397717934598	0.0935168308860833	0.0136749584413895	0.0156178644309587	0.0164669439382774	0.0216039876004447	0.0257399005377905	0.0397306216023646	0.0105488526207741	0.00984527201126099	0.0180016646326044	0.0236770628505755	0.020363490147537	0.0242091483246777	0.0263829543933272	0.01231080773981	0.0155714378149863	0.0236731148924861	0.0108619169310721	0.0139801363607668	0.0127570156579127	0.00815947000507686	0.0137989675124559	0.0227581038767434	0.0146349845052032	0.0107301260155962	0.0215656388448903	0.0266664314430667	0.0103329202763067	0.026142232689724	0.014129417738988	0.026509800339136	0.0179924619668187	0.0170645448756571	0.00757044057933999	0.019272264188039
HT29_G1_5A_1	0.00678526905839159	0.0056268263682048	0.0247015484508522	0.0108079592779811	0.0131997515376593	0.0322385611494208	0.0102166063871807	0.0276635086322637	0.0334296702428056	0.012492666192205	0.00705891536083371	0.0341446048375289	0.0202064081574554	0.0114137096857796	0.0261023130570678	0.0122961272363041	0.0274795669421241	0.015580959579401	0.0070100460027007	0.0149610601815846	0.0150194624112858	0.0124704412479494	0.00755962068003556	0.0171349623402775	0	0.0052576032549225	0.0228877728268584	0.0118009179660053	0.0245417439045192	0.0430860504123214	0.0168636991590736	0.0228421213851114	0.0424006994887238	0.0174352532374548	0.0295484071025255	0.0462296402604298	0.0142660820409971	0.011590814798795	0.050014280475269	0.00751534421723739	0.0109005045348724	0.0228787361839092	0.0108376754188992	0.00471723161748375	0.0070622648263764	0.0136420948457524	0.0143949452459084	0.0140886985058234	0.00996398709304707	0.0249297713722663	0.0329797996507527	0.0401301675584721	0.0318728703875578	0.054322184109339	0.0857444398973456	0.108953653236306	0.00913749081248033	0.00650783830298546	0.031212038051262	0.00744628760393155	0.0143179716015911	0.0563410102488608	0.010342813372306	0.0100761344452718	0.03391606761971	0.0111317303912117	0.00530344467802419	0.0113770332393428	0.0140037483515175	0.00976659382458449	0.00780863723008046	0.0115542850901637	0.01923118399928	0.029209696400905	0.0274576611961072	0.0199095061703438	0.0284532130933395	0.00624246108920889	0.00685522166550263	0.0221673289605815	0.0384349464982624	0.0110728893065825	0.0258251496319325	0.042645948340488	0.0112558982155911	0.0126601848703046	0.0122955958139282	0.00457256567729119	0.0123133328637274	0.00854798012928052
HT29_G1_5A_2	0.00692767626098665	0.00641153137496201	0.0238079954962575	0.00803223820418257	0.0119481640417048	0.0308833429903473	0.0113558182135201	0.0262521190304135	0.031921369093076	0.00958451000713119	0.00277939940404819	0.0328279970996446	0.0205134006092458	0.0112921344281571	0.0242726478204927	0.0126281224774362	0.0280777462671411	0.0155249625023315	0.0050433701267628	0.0168607002922576	0.0147804579460626	0.0118576023850966	0.0064974772314009	0.0167961666608019	0.0052576032549225	0	0.0219042329834048	0.0102431572447845	0.0230038703824743	0.0412313742630049	0.015438406485987	0.0208152710560123	0.0411690476858037	0.015403869645008	0.0287549451684283	0.0447845795758238	0.0119389610350357	0.00925261916373309	0.0489356644250093	0.00867517046030952	0.0109181269839463	0.0218442925666087	0.0113153107741137	0.00572551926490335	0.00623138038174406	0.0130220233099327	0.0123622447696098	0.0132354813236447	0.00735795329485987	0.0234735811730498	0.0316840717274043	0.0411243820058727	0.0322350265433707	0.0514082941943072	0.0835738095179572	0.106811700879222	0.00615981716275133	0.0035816905874331	0.0292531536225612	0.00820216723622419	0.0140183826404254	0.0550451497449789	0.0108987361705972	0.0106883738597174	0.0338335850033407	0.0115111823480999	0.00666530167699782	0.00968750320395898	0.0129629696725763	0.0090443773062617	0.00823205306409747	0.00967504781913363	0.017961982149135	0.0274520101834255	0.0262993005009163	0.0173198301211981	0.0262472162041675	0.00997802941422298	0.00514477845736374	0.0196462224486333	0.0373419900923064	0.0100570234019779	0.0238570601696261	0.0421144859498211	0.0108555336281424	0.0158033480453569	0.0120947536083699	0.00234210570578333	0.0120001401965181	0.00759845287056283
