	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_3	HT29_G1_4C_3	HT29_G1_4F_3	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_1	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_3	HT29_G1_5F_1	HT29_G1_5F_2	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4G_3	HT29_G2_5E_3	HT29_G2_5F_2	HT29_G2_5F_3	HT29_G2_5G_3	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6A_2	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6C_2	HT29_G2_6C_3	HT29_G2_6D_1	HT29_G2_6D_2	HT29_G2_6D_3	HT29_G2_6E_2	HT29_G2_6E_3	HT29_G2_6G_2	HT29_G2_6G_3	HT29Root1_2	HT29Root1_3	HT29Root2_3
HT29_G2_4G_1	0.014299903009305	0.0858600556267428	0.0211929405243928	0.0138003638181598	0.00746144354840822	0.0151769058315219	0.0103113457148694	0.0227759959417278	0.011824474130625	0.00867090934456466	0.0209089063472791	0.0133230606140038	0.0149162980738857	0.0134220704688849	0.00681192148417544	0.0121874261172263	0.0129972524037316	0.00347987020438469	0.0191836253375081	0.0167326382488682	0	0.0128711782439542	0.0210745427561999	0.0324472888985515	0.0156053624178745	0.0185983775096335	0.01746955314327	0.0225530925534761	0.0138364450141161	0.0110313735928702	0.0123991185955952	0.00140806417569247	0.0137032009147797	0.0212871726880438	0.00548482202376203	0.00904923961100207	0.0306700798344652	0.0167575670203689	0.0139921275389855	0.0135360905028088	0.0229390830776083	0.00689109627612145	0.0201482029795584	0.0213980310853274
HT29_G2_4G_2	0.00175990346072442	0.0949371056199081	0.00835442966771147	0.00146559431854506	0.00569053874922575	0.00585302691387152	0.00397834750914273	0.0107414172223962	0.00823243861824278	0.00761846256060819	0.0089804065492975	0.0169594416124005	0.00764309573440701	0.00682889963966009	0.00629566313366036	0.0115269201812384	0.00135855027902465	0.012068155717629	0.00655210011733975	0.00475667977626702	0.0128711782439542	0	0.00851176927351024	0.0210310396412693	0.00641463304471331	0.0100529718795498	0.00996416621529556	0.0121686056065512	0.0225671041738187	0.0119957052611079	0.00794386502262449	0.0114991432311363	0.00866664738526735	0.0138776545806527	0.00936935133932888	0.00539582967206939	0.0178214054490455	0.00689665318124007	0.0084367839409664	0.00516113570894648	0.0189713684572329	0.00611359954538544	0.0110311570498893	0.00948642183921702
HT29_G2_4G_3	0.0077195597278048	0.0991936798283764	0.00198463788093941	0.00733041741403322	0.0136245890127886	0.010998152383074	0.0109266306169988	0.00846716463646667	0.0155297820512239	0.0139305951356867	0.00224912504550581	0.0213415626246896	0.0132691940767195	0.0100109894441069	0.0147669054715519	0.0155253706565153	0.00809689597996221	0.0205651352632638	0.0019627585865995	0.00750246306419256	0.0210745427561999	0.00851176927351024	0	0.0129875440016358	0.0112671074446417	0.00829879090757488	0.00947354908839488	0.00664497115459523	0.0308974359715246	0.0197039738058947	0.0118088088795148	0.0197587884366409	0.0151401868136674	0.0168346377249527	0.0178768892152992	0.0123927879207079	0.00990399608180478	0.00640830054761476	0.0110098886193789	0.00865635647662432	0.0232740020510514	0.0145576541194504	0.00789641913363851	0.00821048613135055
HT29_G2_5E_3	0.0205748695448887	0.101751764771805	0.0142378670334898	0.0196463295247546	0.0251764706631484	0.0239358020413603	0.0222352444452269	0.0192244621723159	0.028505648721659	0.0240974815162622	0.012051988853644	0.0280253407277017	0.0261873474141983	0.0192706866032094	0.0269249252328421	0.023204924052717	0.0202422760887804	0.0326712364507646	0.0148290169470124	0.020426012720834	0.0324472888985515	0.0210310396412693	0.0129875440016358	0	0.0241625928171371	0.0144159646500871	0.0158708750585784	0.0100214101327906	0.043586862504251	0.0326542755976542	0.0207180581624346	0.0312890295796313	0.0281083078696419	0.0287674913754312	0.0302427342453528	0.0234046348806855	0.0107056549616773	0.0156963822801354	0.0192421536316845	0.0189168299561217	0.0354289814323878	0.0266601974823544	0.0128316113249251	0.0196941824860348
HT29_G2_5F_2	0.00517195587905101	0.100241756652611	0.00994500025540637	0.00744656675630842	0.0102978509157722	0.000576110906914587	0.00995481135306904	0.00784750568840584	0.00518818882662229	0.0133368768256318	0.0128052346323695	0.0228853560028111	0.00203537490617148	0.0132405892857116	0.00910572486794529	0.0177489207896199	0.00773398914521188	0.0133908044290454	0.00965059177155908	0.00376597079209437	0.0156053624178745	0.00641463304471331	0.0112671074446417	0.0241625928171371	0	0.015909991430705	0.0160948374451111	0.0169331064231485	0.0211551633166405	0.00931589823608065	0.0143175284671065	0.0142278118043776	0.00410265626485697	0.00747520911330172	0.010463131360049	0.0110494457297233	0.0180001777141196	0.0126877153746526	0.0148489596603447	0.0115408654634057	0.0127948161789889	0.00917442633867346	0.0165839969044341	0.00649870056236722
HT29_G2_5F_3	0.0107858072302782	0.0912594759478354	0.0100967192085472	0.00868088588046479	0.0119104494828982	0.0154195910983335	0.00911825763761662	0.0162652215727392	0.0182361831085121	0.00996855234406339	0.00625612521019833	0.0142456649797368	0.0174965708651107	0.00518363109606544	0.0142252872333807	0.00891120355152391	0.00875141502357232	0.0195028865534902	0.00806068965318419	0.0127318903286485	0.0185983775096335	0.0100529718795498	0.00829879090757488	0.0144159646500871	0.015909991430705	0	0.0015367056651473	0.00449726404167837	0.0310674248836541	0.0217266447286184	0.00637577232753241	0.0175988623453077	0.0187071064132036	0.0229561482681732	0.0176031477695466	0.00984844020827609	0.0168767348919163	0.00322522420938991	0.0048453413791329	0.00559552414942183	0.0287021662528226	0.0139051979618089	0.00159723908379218	0.0156346917663067
HT29_G2_5G_3	0.0109242568415995	0.0898891869974385	0.011170570587109	0.00869525231950343	0.0110736190446499	0.0155774704156977	0.00843034129045398	0.0171372072630858	0.01799354627736	0.00880065370829771	0.00755408379960079	0.0127142124935461	0.0175583227635935	0.00420573126072503	0.0135120184797267	0.00739130007333792	0.00861643086398167	0.0185790033168308	0.00898789298601529	0.0131454674352787	0.01746955314327	0.00996416621529556	0.00947354908839488	0.0158708750585784	0.0160948374451111	0.0015367056651473	0	0.00601810265042826	0.0302218077113648	0.0212916543710746	0.00510520286838924	0.0165326524506959	0.018614439994029	0.0233149801483681	0.0168449440928269	0.008958114028164	0.0183338912924357	0.00362288346989392	0.00352125889923121	0.00506798694715091	0.0288506746338226	0.0131831531946943	0.00305021950686142	0.0164105946996678
HT29_G2_5H_3	0.0122786254688926	0.0949275775767404	0.00862396588522939	0.0107037621467259	0.0154510139743419	0.016541339452081	0.0125166802403951	0.0150995328672614	0.0202875938819225	0.0140971739141184	0.00446304425911894	0.0186411682457325	0.0187878417007406	0.00925920691361367	0.0174575439690025	0.0134066987202843	0.0111009451482691	0.0230559865150828	0.00751528387513853	0.0132960262931787	0.0225530925534761	0.0121686056065512	0.00664497115459523	0.0100214101327906	0.0169331064231485	0.00449726404167837	0.00601810265042826	0	0.0343490817056555	0.0241617958847621	0.0107031688381119	0.0214491524905361	0.0203640922239583	0.0232290113548403	0.020846558413292	0.0135548928038663	0.0131182134351403	0.00586394799162229	0.0092519820471733	0.00905368158938087	0.029475644803812	0.0171645705240636	0.00300650758509508	0.0148424947500137
HT29_G2_6A_1	0.0231823533275891	0.0920484632168398	0.0302340204065091	0.0239535681685751	0.0191673364588371	0.0210833317388814	0.021977307392376	0.0288837787773858	0.0159899998216714	0.0217954930831659	0.0315441174930162	0.0268936983091972	0.0193437515224705	0.0260176482231593	0.0169144006463067	0.0259232307742134	0.0233910024506203	0.0117072034304374	0.0289521516204434	0.0242244368506845	0.0138364450141161	0.0225671041738187	0.0308974359715246	0.043586862504251	0.0211551633166405	0.0310674248836541	0.0302218077113648	0.0343490817056555	0	0.011868364051015	0.0254504534946834	0.0142207203925529	0.0172176832726398	0.0224861268510942	0.013516882865981	0.0212672251821216	0.039064448369821	0.028547054652998	0.0269765508229077	0.0255235404302125	0.0198868709425037	0.017218861843157	0.0324748524143608	0.0275920664138329
HT29_G2_6A_2	0.012109693829421	0.0966532854706043	0.0187770724284116	0.0134611232393908	0.0110012944474173	0.00928730992155497	0.0129823520497853	0.0170190713984264	0.00423824332127471	0.0145754634925475	0.0207166211920295	0.0229221538558935	0.00747623381450378	0.0173240063521888	0.00835894104541686	0.0195206622793048	0.0131297349833547	0.00761841909675642	0.0178297710260977	0.0125894678536804	0.0110313735928702	0.0119957052611079	0.0197039738058947	0.0326542755976542	0.00931589823608065	0.0217266447286184	0.0212916543710746	0.0241617958847621	0.011868364051015	0	0.0174684520025328	0.0101316504427684	0.00535401179772514	0.0116433672803748	0.00614266382211985	0.0129941856439181	0.0272974301052698	0.0187400642102235	0.0186952952704356	0.0162301619944567	0.0119570439754247	0.00868469228052419	0.0228827828511278	0.0157270638416646
HT29_G2_6B_1	0.00950189987858858	0.087907015809921	0.0129432618276314	0.00728359130668857	0.00659294824561274	0.0137465887490588	0.0046881016149167	0.0177017529377545	0.0147926993988861	0.00373920590849453	0.0105892660463938	0.00969387317083001	0.01530069666042	0.00179793648556319	0.00922197399817173	0.00387483765814405	0.00672378084059458	0.0137474962980361	0.0105144297498637	0.012372569702502	0.0123991185955952	0.00794386502262449	0.0118088088795148	0.0207180581624346	0.0143175284671065	0.00637577232753241	0.00510520286838924	0.0107031688381119	0.0254504534946834	0.0174684520025328	0	0.0115211674407128	0.0158311690635357	0.0217917563905075	0.0123507242459404	0.00449395025906596	0.0215733767669332	0.00563248119044354	0.00159441776807451	0.00340378065303927	0.0265230932489212	0.00888546763458344	0.00797049316919445	0.0166567893605793
