	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_3	HT29_G1_4C_3	HT29_G1_4F_3	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_1	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_3	HT29_G1_5F_1	HT29_G1_5F_2	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4G_3	HT29_G2_5E_3	HT29_G2_5F_2	HT29_G2_5F_3	HT29_G2_5G_3	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6A_2	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6C_2	HT29_G2_6C_3	HT29_G2_6D_1	HT29_G2_6D_2	HT29_G2_6D_3	HT29_G2_6E_2	HT29_G2_6E_3	HT29_G2_6G_2	HT29_G2_6G_3	HT29Root1_2	HT29Root1_3	HT29Root2_3
HT29_G2_6B_2	0.0129068034608206	0.0870045982903304	0.0198349012188048	0.012461713900749	0.00618502545951415	0.0137922627315541	0.0090849370100714	0.0213688856368403	0.0105819098428196	0.00778436979748681	0.019656348751835	0.0134686533991029	0.0135890956452464	0.0124162442745686	0.00540473920631109	0.0117078574936815	0.0116683911964051	0.00295226567074817	0.0178553482968322	0.015325189780631	0.00140806417569247	0.0114991432311363	0.0197587884366409	0.0312890295796313	0.0142278118043776	0.0175988623453077	0.0165326524506959	0.0214491524905361	0.0142207203925529	0.0101316504427684	0.0115211674407128	0	0.0124489893048782	0.0200393478210353	0.00429090639681136	0.00789919022180455	0.0293104352869977	0.0156194119975559	0.0131027783982537	0.0124030604686201	0.0219401672596381	0.0054885557128478	0.0191265933379384	0.0199912826304203
HT29_G2_6C_2	0.00810561147287811	0.0993399208709322	0.0139556792566332	0.0100309144552906	0.0103561572913007	0.004208969765583	0.0111535901962859	0.0116696003625666	0.00188618149296647	0.0138980511105712	0.0164786026613642	0.0232365548632703	0.0021426215509741	0.0151536532774194	0.00827612442592574	0.0187462497605453	0.0100018680534591	0.0108721153275293	0.0133983671214225	0.00770252230041456	0.0137032009147797	0.00866664738526735	0.0151401868136674	0.0281083078696419	0.00410265626485697	0.0187071064132036	0.018614439994029	0.0203640922239583	0.0172176832726398	0.00535401179772514	0.0158311690635357	0.0124489893048782	0	0.00759112864504278	0.00822545788930416	0.0117937381804291	0.0220763446784926	0.015519244524222	0.0167091669077261	0.0136742711004804	0.0107574050796749	0.00848530920220271	0.0196083617330928	0.0103897272500677
HT29_G2_6C_3	0.0125098286546422	0.106865316469555	0.0150352819859405	0.0148196037322552	0.0173654414116015	0.0080466862035943	0.0173849050937917	0.00964946071149517	0.00946399226954849	0.0206463747816586	0.0188153423506819	0.0301802716183157	0.00685268053838119	0.0206891616905336	0.0156407378370046	0.0251887789274787	0.0151771888376061	0.0183578917692856	0.0157164719193253	0.0102274466280604	0.0212871726880438	0.0138776545806527	0.0168346377249527	0.0287674913754312	0.00747520911330172	0.0229561482681732	0.0233149801483681	0.0232290113548403	0.0224861268510942	0.0116433672803748	0.0217917563905075	0.0200393478210353	0.00759112864504278	0	0.0158046607813421	0.0183886743555096	0.0203279894067106	0.0197835722685019	0.0222970557104209	0.0189626198438827	0.00668494858317288	0.0158027708387228	0.02341771174896	0.00907712862344261
HT29_G2_6D_1	0.0103593345580631	0.0912813557664407	0.0175562824372199	0.0106527147484944	0.00580012076585026	0.0101008307147825	0.00848719477024754	0.0180183230791075	0.00634317035146781	0.00899247360811551	0.0182457925784415	0.0168052321534776	0.00954506089613015	0.0126570869776122	0.0033982232499277	0.0137778743902078	0.010009001591596	0.00295966059030867	0.0159152488235206	0.0122451623385946	0.00548482202376203	0.00936935133932888	0.0178768892152992	0.0302427342453528	0.010463131360049	0.0176031477695466	0.0168449440928269	0.020846558413292	0.013516882865981	0.00614266382211985	0.0123507242459404	0.00429090639681136	0.00822545788930416	0.0158046607813421	0	0.00793795363595282	0.0268847286136205	0.0150329585136231	0.0137782001723005	0.0120290701280915	0.0177211678023337	0.00370663563936924	0.0189807158513077	0.016629402056365
HT29_G2_6D_2	0.00715462297884716	0.0895956483663371	0.0128791541849628	0.00562182539034556	0.0021379261178993	0.0104773813142835	0.001530533154013	0.0161235569276272	0.010555515742001	0.00229581837137781	0.0119569748249516	0.0118373982535153	0.011620665966626	0.00475261323517687	0.00473145881860075	0.0069533954202676	0.00478634817565254	0.00965566244677609	0.0106270411762353	0.0101391247083989	0.00904923961100207	0.00539582967206939	0.0123927879207079	0.0234046348806855	0.0110494457297233	0.00984844020827609	0.008958114028164	0.0135548928038663	0.0212672251821216	0.0129941856439181	0.00449395025906596	0.00789919022180455	0.0117937381804291	0.0183886743555096	0.00793795363595282	0	0.0222387647146431	0.00772135771064057	0.00584973235729811	0.00450424105267907	0.0225498961503101	0.00439474333082083	0.0113231076377255	0.0148806813228059
HT29_G2_6D_3	0.0165569022093234	0.107965146514215	0.00948016281930159	0.016896630716257	0.0233055368070266	0.0180135316927839	0.0207442018843431	0.0108922407386817	0.0230972614508405	0.0238325731867552	0.0110300908432558	0.0308591711964486	0.0199425508121061	0.0197852418537462	0.024078846567579	0.0251421796056272	0.0177207311290067	0.0297416889275209	0.0116141622579282	0.0148878641028018	0.0306700798344652	0.0178214054490455	0.00990399608180478	0.0107056549616773	0.0180001777141196	0.0168767348919163	0.0183338912924357	0.0131182134351403	0.039064448369821	0.0272974301052698	0.0215733767669332	0.0293104352869977	0.0220763446784926	0.0203279894067106	0.0268847286136205	0.0222387647146431	0	0.0159847843212479	0.0205983025443405	0.0185366796733826	0.0269242963417347	0.0239190713987795	0.0158060438470072	0.0119101563340808
HT29_G2_6E_2	0.00756136960543625	0.0928331208883258	0.00786614215306346	0.00548995485619629	0.00958778353357376	0.0121952228887425	0.00665349600174701	0.013578148471384	0.0151203122824152	0.00851188122945484	0.00496682801137761	0.0149588004569248	0.0142748892798433	0.0038893310782137	0.0116360991557666	0.00917530288580323	0.00563983454916094	0.0171947580180883	0.00554136156367401	0.00957508246427454	0.0167575670203689	0.00689665318124007	0.00640830054761476	0.0156963822801354	0.0126877153746526	0.00322522420938991	0.00362288346989392	0.00586394799162229	0.028547054652998	0.0187400642102235	0.00563248119044354	0.0156194119975559	0.015519244524222	0.0197835722685019	0.0150329585136231	0.00772135771064057	0.0159847843212479	0	0.00463205167123748	0.00322182388353717	0.0254800380604429	0.0113355797821875	0.00414960717682404	0.0128094218868364
HT29_G2_6E_3	0.00983026601832228	0.088357214505693	0.0123298041867379	0.00753033757247437	0.0079839851641265	0.0142892123332006	0.0057380257469492	0.0175175096698164	0.0158022498570604	0.00532731116647289	0.00956926870770612	0.0103339183315126	0.0160007156233914	0.00160863713543739	0.0105652642584582	0.0045462417464815	0.00712104022509976	0.0152824336233227	0.00992251574579397	0.0125456671501737	0.0139921275389855	0.0084367839409664	0.0110098886193789	0.0192421536316845	0.0148489596603447	0.0048453413791329	0.00352125889923121	0.0092519820471733	0.0269765508229077	0.0186952952704356	0.00159441776807451	0.0131027783982537	0.0167091669077261	0.0222970557104209	0.0137782001723005	0.00584973235729811	0.0205983025443405	0.00463205167123748	0	0.00337281156533524	0.0273023109790874	0.0102290188806103	0.00644235972514697	0.0165619548642282
HT29_G2_6G_2	0.00646974005648546	0.0912997530156924	0.00962783726701323	0.00416307172722294	0.00642949726832854	0.0109890573598549	0.00354714703104806	0.0143175666751695	0.0129575615326703	0.00541990819603737	0.00776922156826552	0.0130888976741309	0.0127950260602376	0.00180316696075452	0.00864077895427383	0.00727857776399444	0.00381349691192101	0.014054478291025	0.00720598739901788	0.0091779728108537	0.0135360905028088	0.00516113570894648	0.00865635647662432	0.0189168299561217	0.0115408654634057	0.00559552414942183	0.00506798694715091	0.00905368158938087	0.0255235404302125	0.0162301619944567	0.00340378065303927	0.0124030604686201	0.0136742711004804	0.0189626198438827	0.0120290701280915	0.00450424105267907	0.0185366796733826	0.00322182388353717	0.00337281156533524	0	0.0241223918632801	0.00832443772449101	0.00695434114994585	0.0133006001980321
HT29_G2_6G_3	0.0179410176051583	0.108548526723872	0.0215539890738366	0.0201616626472261	0.0210556746628005	0.0132897870013171	0.0218719677669213	0.0163318007113609	0.0121515932057672	0.0246367207916557	0.0251445477002607	0.0338624870224433	0.0113295420827855	0.0257153244609712	0.0187859955160094	0.0295009467790875	0.020328581009026	0.019567579674161	0.0219902102004739	0.0162097852070014	0.0229390830776083	0.0189713684572329	0.0232740020510514	0.0354289814323878	0.0127948161789889	0.0287021662528226	0.0288506746338226	0.029475644803812	0.0198868709425037	0.0119570439754247	0.0265230932489212	0.0219401672596381	0.0107574050796749	0.00668494858317288	0.0177211678023337	0.0225498961503101	0.0269242963417347	0.0254800380604429	0.0273023109790874	0.0241223918632801	0	0.0190376971012006	0.0293509758286935	0.0157415167513773
HT29Root1_2	0.00743237058329022	0.0912163276589245	0.0144647888422192	0.00723360713106825	0.00232216279644784	0.00867693675892384	0.00478729024814734	0.0159437432287136	0.00689236600381786	0.00590825427833815	0.0147320219613385	0.0148288416803	0.00899348313883409	0.00902008070016101	0.000336732356359261	0.0108746145560088	0.00651173859454453	0.00604370029610041	0.0126142343237081	0.00985950991846513	0.00689109627612145	0.00611359954538544	0.0145576541194504	0.0266601974823544	0.00917442633867346	0.0139051979618089	0.0131831531946943	0.0171645705240636	0.017218861843157	0.00868469228052419	0.00888546763458344	0.0054885557128478	0.00848530920220271	0.0158027708387228	0.00370663563936924	0.00439474333082083	0.0239190713987795	0.0113355797821875	0.0102290188806103	0.00832443772449101	0.0190376971012006	0	0.0152750951339564	0.0145762082169859
HT29Root1_3	0.011562142016563	0.092228695101302	0.00981266342575954	0.00960357637914126	0.0133498687766961	0.0161227782335656	0.0105011042796553	0.0161813274954795	0.01926116414382	0.0115402925338867	0.00569780146772363	0.0156365913412901	0.018271378844423	0.00672718526416058	0.0155888179128197	0.0104355219502435	0.00978860630988204	0.0209647872217104	0.00804306459769031	0.0132158161737881	0.0201482029795584	0.0110311570498893	0.00789641913363851	0.0128316113249251	0.0165839969044341	0.00159723908379218	0.00305021950686142	0.00300650758509508	0.0324748524143608	0.0228827828511278	0.00797049316919445	0.0191265933379384	0.0196083617330928	0.02341771174896	0.0189807158513077	0.0113231076377255	0.0158060438470072	0.00414960717682404	0.00644235972514697	0.00695434114994585	0.0293509758286935	0.0152750951339564	0	0.0156778486131539
HT29Root2_3	0.00773148624030196	0.104302172562447	0.0062628208220888	0.00952818193808596	0.0149501458870195	0.00668839390978462	0.0134323155536284	0.00138923493647845	0.0116785818476875	0.0170755879490502	0.0103891964486584	0.0261849766109211	0.00825329062473635	0.0150869245587398	0.014610387278795	0.0204970776178102	0.0102666568346921	0.0195884778220555	0.00763608312034279	0.0048091573726	0.0213980310853274	0.00948642183921702	0.00821048613135055	0.0196941824860348	0.00649870056236722	0.0156346917663067	0.0164105946996678	0.0148424947500137	0.0275920664138329	0.0157270638416646	0.0166567893605793	0.0199912826304203	0.0103897272500677	0.00907712862344261	0.016629402056365	0.0148806813228059	0.0119101563340808	0.0128094218868364	0.0165619548642282	0.0133006001980321	0.0157415167513773	0.0145762082169859	0.0156778486131539	0
