	HT29_G1_1B_1	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_1	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_1	HT29_G1_3E_2	HT29_G1_3E_3	HT29_G1_3F_1	HT29_G1_3F_2	HT29_G1_3F_3	HT29_G1_4A_1	HT29_G1_4A_2	HT29_G1_4A_3	HT29_G1_4B_1	HT29_G1_4B_2	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4C_2	HT29_G1_4C_3	HT29_G1_4F_1	HT29_G1_4F_2	HT29_G1_4F_3	HT29_G1_5A_1	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_1	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_1	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_2	HT29_G1_5E_3	HT29_G1_5F_1	HT29_G1_5F_2	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4G_3	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_4H_3	HT29_G2_5A_1	HT29_G2_5A_2	HT29_G2_5A_3	HT29_G2_5B_2	HT29_G2_5B_3	HT29_G2_5E_1	HT29_G2_5E_2	HT29_G2_5E_3	HT29_G2_5F_1	HT29_G2_5F_3	HT29_G2_5G_1	HT29_G2_5G_2	HT29_G2_5G_3	HT29_G2_5H_1	HT29_G2_5H_2	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6A_2	HT29_G2_6A_3	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6B_3	HT29_G2_6C_2	HT29_G2_6C_3	HT29_G2_6D_1	HT29_G2_6D_3	HT29_G2_6E_1	HT29_G2_6E_2	HT29_G2_6E_3	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6F_3	HT29_G2_6G_1	HT29_G2_6G_2	HT29_G2_6G_3	HT29Root1_1	HT29Root1_2	HT29Root1_3	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_3F_2	0.0114132222700606	0.0183215624682583	0.00386372509406487	0.0142091309459157	0.0146939407207084	0.00184562205576681	0.00742034854639854	0.00563430961838609	0.0069505749566138	0.00753676063293305	0	0.000847183982593079	0.00431322482602671	0.00651568757819965	0.0040533179530485	0.00777914784904505	0.0204643590933873	0.00454701571853567	0.0208895027190589	0.0104007805899562	0.0127683927861064	0.0190449677336923	0.00434416348788913	0.00495221303228096	0.00933578089308492	0.0192791893285183	0.0101133770801894	0.0127423662761736	0.0147061088799852	0.0149493403395373	0.00806137232682785	0.0139185533970685	0.011916958964852	0.00567144794250224	0.00840943629034594	0.0167699435763946	0.00648220816060593	0.00749426399963303	0.016116433599976	0.00997603991000806	0.00168088929442308	0.0111965802155059	0.00145010832187179	0.00704345813839482	0.00891571984624422	0.0059603927933406	0.0114593733072378	0.00354978076373467	0.00243565441499548	0.00495028659270424	0.00899735165375809	0.00523445291442586	0.000870716352629587	0.0130894284516517	0.00387494951161976	0.0043104988910784	0.00742612405530491	0.00300021268913329	0.00957005139253563	0.00502669878438361	0.00236724154282595	0.00120414338707669	0.000663905180291212	0.0216451575808515	0.00795814601885866	0.00181889432378599	0.0228235998870998	0.020636905004063	0.00385394526643172	0.00839295073312079	0.00349934194610053	0.00587764100715961	0.0010207561244667	0.0124502755089522	0.0123898230058706	0.0118794632289841	0.0231036780948247	0.0138032402113116	0.0128770658592902	0.00482685171504375	0.012572229326562	0.00380394972088501	0.0133256038616847	0.0128482407457866	0.00992832835217129	0.00745002860460717	0.00247924462647498	0.0119041774590684
HT29_G1_3F_3	0.0122603641237631	0.0191686409635925	0.00301654464026124	0.0150562505808217	0.0155410560288164	0.000998438630695444	0.00826751403282419	0.00648148258361218	0.00610340383353128	0.00838392556544867	0.000847183982593079	0	0.00516040209036236	0.00566851478964232	0.00490049593960111	0.00862631160220538	0.0213114121729122	0.00369983683081551	0.021736550432387	0.0112479293386168	0.0136155244527016	0.0198920379531342	0.0051913406635014	0.00579938834818861	0.0101829362332635	0.0201262568018885	0.0109605276744961	0.0135894981487442	0.0155532240776908	0.0157964533119813	0.0089085346623963	0.0147656755581963	0.0127640971598622	0.00651862077170397	0.00756227159633688	0.0176170387747427	0.00732937781408029	0.00834142913528917	0.0169635354051888	0.0108231913688112	0.0025280719931003	0.010349431418753	0.00060292460382194	0.00619628738595245	0.00976287759965587	0.00680756453602098	0.0123065148320304	0.00439696003384272	0.00328283598246105	0.00579746191484821	0.00984450894646098	0.00438727588858093	2.35323757320282e-05	0.013936557544408	0.00472212797028654	0.00515767616316583	0.00657895488532572	0.00384739318590209	0.010417205340987	0.00417952116557446	0.00321442322694749	0.000356959534416332	0.000183278839038543	0.022492195492076	0.00880530887846628	0.00266607684130146	0.0236706218375488	0.021483955918607	0.00300676479228627	0.00924011134222856	0.00434652133637757	0.00672481306613744	0.00186793953083731	0.0132974096653465	0.0132369576285822	0.0127266017015506	0.0239506961311055	0.0146503633610113	0.0137241966615022	0.00567402743256932	0.0134193625355993	0.00465112836216715	0.0141727310217183	0.0136953717779642	0.00908117173248915	0.00829719395056512	0.00163206186834097	0.011057033455154
HT29_G1_4A_1	0.00710012143695315	0.0140087294735445	0.00817690131570412	0.00989612107640483	0.0103809490386254	0.00615882940769519	0.00310715904702797	0.00132109620431718	0.0112636791991535	0.00322357303063585	0.00431322482602671	0.00516040209036236	0	0.0108288037477594	0.0002599084890581	0.00346596432939908	0.0161516385307155	0.00886017854899777	0.0165768061115687	0.00608765267808658	0.00845533307738296	0.0147321711451466	3.09388652534724e-05	0.000638993058959248	0.00502262786474672	0.0149664048662927	0.00580024204999029	0.00842930572507603	0.0103931176635444	0.0106363585253003	0.00374819378682546	0.00960553296843956	0.00760387276638439	0.00135823492642667	0.0127224962360445	0.0124570378314701	0.00216900488422738	0.0031810757000074	0.0118034993946238	0.00566290156708027	0.00263234232489422	0.0155095371346391	0.00576332030200391	0.0113565597575417	0.00460255786179673	0.00164718301786648	0.00714627378280111	0.000763448220285809	0.00187757743032659	0.000637066602967713	0.00468419136766684	0.00954760081508238	0.00518393424225564	0.00877637930277644	0.000438277919913729	2.72595137230601e-06	0.0117392145841297	0.00131301818217228	0.00525690359269611	0.0093398513512707	0.00194599035409548	0.00551735800222569	0.00497712492883489	0.0173325048972685	0.00364496562928983	0.00249433746753499	0.0185110191380315	0.0163241940979307	0.0081671216692614	0.00407977835406886	0.000813887249703964	0.00156443027754254	0.00329247386271534	0.00813720564521528	0.00807675124710403	0.00756637591462095	0.0187911150576466	0.0094902156633976	0.00856400969011954	0.000513630691042478	0.00825916331951673	0.000509278077299747	0.00901256268116297	0.00853518363426519	0.0142413351505242	0.00313683958498075	0.00679244355833386	0.0162171043696644
HT29_G1_4A_2	0.0179284350828542	0.0248361968404201	0.00265198639719359	0.0207241359714017	0.021208906071434	0.00467008562153079	0.0139357958423402	0.0121498380243697	0.000434894441591133	0.0140522021313602	0.00651568757819965	0.00566851478964232	0.0108288037477594	0	0.0105689058630376	0.0142945770757349	0.0269787697427775	0.00196869275650645	0.0274038664936417	0.0169160597984263	0.0192835093614464	0.0255595289175226	0.010859741318826	0.0114677685277126	0.0158511248590695	0.0257937263043116	0.0166286742781544	0.0192574847791503	0.021221073221071	0.0214642843567399	0.0145767869236814	0.0204335816863295	0.0184321369888887	0.0121869748118258	0.00189378594745196	0.0232847268749253	0.012997699896174	0.0140097076217	0.0226312763323853	0.0164913455702298	0.00819654478916149	0.00468101532011848	0.00506559638297738	0.000527779246759964	0.0154310879192267	0.0124759074895154	0.017974582981239	0.0100653851978542	0.00895129123736442	0.0114658421615992	0.0155127151055214	0.00128125032412669	0.00564498268285026	0.0196045209943927	0.0103905434091699	0.0108260779086843	0.000910452278755658	0.00951583381815151	0.0160853815612267	0.00148900626973924	0.00888288016651608	0.00531155910192977	0.0058517914531947	0.0281594360091097	0.0144735660092832	0.00833454660178544	0.0293377400345077	0.027151296728374	0.0026617662521582	0.0149083476728775	0.0100149479707528	0.0123931592290444	0.00753642578386659	0.0189654154322421	0.0189049673135296	0.0183946438826581	0.0296177844488439	0.0203182776254087	0.0193921743523216	0.0113424119552771	0.0190873603540141	0.0103195459608486	0.0198406784227662	0.0193633513879037	0.00341272004342943	0.0139654744283554	0.00403646629376865	0.00538864007928784
HT29_G1_4A_3	0.00736002511427764	0.0142686195980225	0.00791699881901905	0.0101560203195105	0.0106408473673174	0.00589892427913467	0.00336706657149915	0.00158100450069846	0.0110037821960031	0.00348348048439458	0.0040533179530485	0.00490049593960111	0.0002599084890581	0.0105689058630376	0	0.00372587162795739	0.0164115226820642	0.00860027711519483	0.0168366889784757	0.00634755760790516	0.00871523478417864	0.0149920593465749	0.00029084735607434	0.000898901495081172	0.00528253390910931	0.0152262924246567	0.00606014730109122	0.00868920747288982	0.0106530159687391	0.010896256355011	0.00400810089105655	0.00986543273900436	0.00786377575052243	0.00161814321272853	0.0124626024484599	0.0127169317589769	0.0024289128873756	0.00344098317986466	0.012063394792456	0.00592280696636161	0.00237243441276066	0.0152496505987291	0.00550341474636881	0.0110966629472572	0.00486246428845177	0.00190709121717761	0.00740617739855088	0.000503539766618029	0.00161766922182238	0.000896975039195679	0.00494409772257765	0.00928770053842693	0.00492402811346402	0.00903628049347459	0.000178369437756323	0.000257182536046173	0.0114793185854336	0.00105310982081413	0.00551680940974918	0.00907995071561386	0.0016860821681153	0.00525745219565857	0.00471721861054424	0.0175923854000833	0.00390487280629866	0.00223442949336547	0.018770895746955	0.0165840777319497	0.00790721915799587	0.00433968521125133	0.000553978802340975	0.0018243385032821	0.00303256629626216	0.00839710784479519	0.00833665353823686	0.00782627895196361	0.0190509907040295	0.00975011563900006	0.00882391122433172	0.000773539143384121	0.00851906533237389	0.0002493696001992	0.00927246348016073	0.00879508521445831	0.0139814451342029	0.00339674709164696	0.00653253917452717	0.0159572199068741
HT29_G1_4B_1	0.00363418875295978	0.010542945890328	0.0116427482862086	0.00643023472052529	0.00691507265675672	0.00962472071593287	0.00035880665136511	0.00214487160675463	0.0147294387805367	0.000242392258027794	0.00777914784904505	0.00862631160220538	0.00346596432939908	0.0142945770757349	0.00372587162795739	0	0.0126859247945162	0.0123260082172197	0.0131111075584824	0.00262170792863565	0.00498942046482927	0.0112664098953714	0.00343502559206184	0.0028269734905472	0.0015566731306309	0.011500651120005	0.00233429433246549	0.00496339268478346	0.00692724153939638	0.00717048762824216	0.000282230756326319	0.00613964090919499	0.00413794701924066	0.00210773292050675	0.0161882062601844	0.00899121063620869	0.00129696290072364	0.000284889742258989	0.00833765558384713	0.0021969525026726	0.00609828690360906	0.0189751377034133	0.00922921911651899	0.0148223163418602	0.00113659995320617	0.0018187849922235	0.00368034170853544	0.00422940857952384	0.00534352941882637	0.00282889994145932	0.0012182340421456	0.013013411905319	0.00864984335346364	0.00531047210225641	0.00390424014549492	0.00346869027077114	0.0152049585942005	0.00477897479469803	0.00179095081661731	0.0128056681799264	0.00541194172892037	0.00898326128942846	0.00844303751416116	0.0138668344128139	0.00017900210109733	0.00596028350607898	0.0150453951888139	0.012858486470977	0.0116329688789897	0.000613817098914348	0.00427984729610525	0.00190153770684865	0.0067584108080736	0.00467128791802129	0.00461083257593396	0.00410044962976143	0.0153255026631705	0.00602432139791828	0.00509809888140015	0.00295233550207884	0.0047932475238825	0.00397523991755142	0.00554665962275697	0.00506927234426729	0.0177069879336196	0.000329126012367953	0.0102583220335532	0.0196826740561874
HT29_G1_4B_2	0.0090518829974461	0.0021430796503216	0.0243274020117211	0.0062558696383288	0.00577103025192557	0.0223096825155707	0.0130447105130852	0.0148306540632715	0.0274135497348764	0.0129283030382421	0.0204643590933873	0.0213114121729122	0.0161516385307155	0.0269787697427775	0.0164115226820642	0.0126859247945162	0	0.0250105492611906	0.000425207605460711	0.0100643347711748	0.00769667581640849	0.0014195861997621	0.0161207025082377	0.0155127020142676	0.0111293291032266	0.00118533444363819	0.010351738448174	0.00772270327997379	0.00575886130590551	0.00551561367283297	0.0124037096917519	0.00654646331311025	0.00854813576757299	0.0147935181933751	0.0288720305185054	0.00369486234958168	0.0139828065667629	0.0129707980107854	0.00434843096593747	0.0104890752768254	0.0187836985290342	0.0316583602301581	0.0219142369674182	0.0275064096208268	0.0115493835244176	0.0145045917534292	0.00900573114747175	0.0169150130575453	0.0180290227212499	0.0155146283069223	0.0114677532042971	0.0256978353042115	0.0213349407572933	0.00737562758461671	0.0165898749621331	0.0161543642324674	0.0278889782242444	0.0174645258313804	0.0108950611904961	0.0254901275857846	0.0180974278398411	0.0216683132835206	0.0211281625782467	0.00118098257690066	0.0125069327044846	0.0186457104497797	0.00235962850939439	0.000172571565113866	0.024317624186529	0.0120721408266766	0.0169654469827808	0.0145873383906287	0.0194437467816892	0.00801480407981424	0.00807525850561905	0.00858563241376673	0.00263975803533582	0.00666178256123756	0.0075879986558088	0.0156380536581984	0.00789284622298839	0.01666086819113	0.007139441981553	0.00761682487006292	0.0303904930699681	0.0130150316493163	0.0229431910840859	0.0323657325109782
HT29_G1_4B_3	0.0159599432577831	0.0228679019073621	0.000683294920840611	0.018755715883364	0.0192404995233277	0.00270140176993325	0.0119672203742784	0.0101812323240787	0.00240358645875734	0.0120836287881037	0.00454701571853567	0.00369983683081551	0.00886017854899777	0.00196869275650645	0.00860027711519483	0.0123260082172197	0.0250105492611906	0	0.0254356615346784	0.0149475446685016	0.0173150509550677	0.0235912584124623	0.00889111654882906	0.00949915245573643	0.0138825867503951	0.0238254638628969	0.014660152791912	0.0172890257069835	0.0192526670169861	0.0194958850722127	0.0126082233900389	0.0184651536387368	0.0164636572887919	0.0102183696948864	0.00386247352677711	0.0213163819789744	0.0110291079937646	0.0120411335005848	0.0206629113869542	0.0145228210870965	0.00622788801372348	0.00664968601939012	0.00309691469801165	0.00249647107134628	0.01346254118061	0.0105073069769265	0.0160060922523831	0.00809674984284108	0.00698264252397507	0.00949722606124684	0.0135441700247846	0.000687443054951241	0.00367630456901009	0.0176360708775817	0.00842191228031619	0.00885745267220565	0.00287914318069592	0.00754719165670781	0.0141168483720559	0.00047968699163556	0.00691423068948699	0.00334287887529871	0.00388311472834432	0.0261912592534132	0.012505000515162	0.00636589124081752	0.0273696088270125	0.0251830825167339	0.000693074798918668	0.0129397905369376	0.00804631197344573	0.010424557385894	0.0055677626117364	0.0169969489524455	0.0169364993153841	0.016426163267914	0.0276496643470648	0.0183498464515142	0.0174237187360419	0.0093737940477739	0.0171188969526855	0.00835091389660689	0.0178722344954391	0.0173948950299642	0.00538139979313361	0.0119968995002283	0.00206777943022276	0.00735730473364079
HT29_G1_4C_1	0.0094770778023137	0.00256828643595998	0.0247525193972406	0.0066810710114739	0.00619623252592757	0.0227348141716347	0.0134698918730389	0.0152558278580171	0.0278386428976023	0.0133534848579609	0.0208895027190589	0.021736550432387	0.0165768061115687	0.0274038664936417	0.0168366889784757	0.0131111075584824	0.000425207605460711	0.0254356615346784	0	0.0104895266198294	0.0081218740972712	0.0018447934152493	0.0165458702406368	0.0159378726663593	0.0115545175103131	0.00161054176484228	0.0107769294016268	0.00814790149926364	0.00618406360161698	0.005940816393154	0.0128288935328708	0.00697166411258826	0.00897333192878842	0.0152186921552065	0.0292971112233584	0.00412006768649366	0.0144079840726943	0.0133959796631319	0.00477363547758558	0.0109142657937348	0.0192088521586824	0.0320834153273231	0.0223393712754543	0.0279315020097206	0.0119745704804121	0.0149297670010285	0.00943092607976808	0.0173401768075371	0.0184541805650452	0.0159397989499386	0.011892940446431	0.0261229422913936	0.0217600788646095	0.00780082660832193	0.0170150403652705	0.0165795317999557	0.0283140673973493	0.0178896867148429	0.011320250383852	0.0259152361857297	0.0185225853087599	0.0220934492168591	0.0215533020170627	0.000755775104189784	0.0129321161544096	0.0190708648628171	0.00193442158316443	0.000252636047158571	0.0247427416441819	0.0124973259027549	0.0173906104734869	0.015012513272563	0.0198688965843895	0.0084400015941195	0.00850045587085045	0.00901082847662115	0.00221455129967852	0.00708698312606054	0.00801319719156544	0.0160632237174637	0.00831804403474377	0.017086033236022	0.00756464153205826	0.00804202333856535	0.0308155601140134	0.0134402131268771	0.0233683183927598	0.0327907807286366
HT29_G1_4C_2	0.00101248423129092	0.00792131513187475	0.0142643016826035	0.00380854944863424	0.00429339219100611	0.0122463190446651	0.00298051358862819	0.00476657005205908	0.0173509086508114	0.00286409954331749	0.0104007805899562	0.0112479293386168	0.00608765267808658	0.0169160597984263	0.00634755760790516	0.00262170792863565	0.0100643347711748	0.0149475446685016	0.0104895266198294	0	0.00236772347014233	0.00864479194563083	0.00605671421432973	0.005448667128234	0.00106503633411457	0.0088790375235654	0.000287414217766865	0.00234169551359286	0.00430556119983533	0.0045488098686988	0.00233947778446059	0.00351795296454811	0.00151624489912303	0.00472943160273562	0.0188096304127087	0.00636955565098591	0.00391866611633708	0.00290659690325399	0.00571599172111053	0.000424756290352461	0.00871994544325879	0.0215964633407083	0.0118508253565233	0.0174437834209415	0.00148510953956268	0.00444048543019712	0.00105863738736061	0.00685108961239729	0.00796519782660629	0.00545059356433953	0.00140347547080768	0.0156349304234425	0.0112714606539359	0.00268877738795032	0.00652592442701993	0.00609037859526186	0.017826414002537	0.00740064988910674	0.000830758490375504	0.0154271922113945	0.0080336092860226	0.0116048723016019	0.0110646586104563	0.0112452704401891	0.00244270623296811	0.00858194392946202	0.0124238597649012	0.0102369000946833	0.0142545225115548	0.00200789197197218	0.00690152780740576	0.00452323765782955	0.0093800598451901	0.00204958885160961	0.00198913313694656	0.00147874731469707	0.0127039743988074	0.00340263243576729	0.00247640263732238	0.00557402816203324	0.0021715492295501	0.00659692350656108	0.00292496670747142	0.0024475758990089	0.0203283602195391	0.00295083304049411	0.0128799070773783	0.0223039723435673
HT29_G1_4C_3	0.0013552403845969	0.00555362832255225	0.0166318261193528	0.00144083055671022	0.00192567561770236	0.0146138924700357	0.00534822373303805	0.00713426507880463	0.0197183447954635	0.00523181048737532	0.0127683927861064	0.0136155244527016	0.00845533307738296	0.0192835093614464	0.00871523478417864	0.00498942046482927	0.00769667581640849	0.0173150509550677	0.0081218740972712	0.00236772347014233	0	0.00627711368777445	0.00842439498972233	0.00781635496869961	0.00343275674976607	0.00651136222067906	0.00265513705035291	2.60280091021468e-05	0.00193784468977325	0.00218109467433014	0.00470719205036731	0.00115023287064122	0.000851479648951023	0.00709712699831803	0.021177019194307	0.00400185343207693	0.00628636898719093	0.00527430755801854	0.00334828421002302	0.00279247876972567	0.0110875879459228	0.0239637515507909	0.0142184075750648	0.0198112166580247	0.00385282822853779	0.00680818361639058	0.00130908723991558	0.0092187602212447	0.0103328523881446	0.0078182813834009	0.00377119451840976	0.0180024176505114	0.013639055276219	0.000321054638194919	0.0088935993256881	0.00845805896133959	0.0201938351060383	0.00976831284337608	0.00319847974072016	0.01779468528309	0.010401262794084	0.013972459855123	0.0134322575228037	0.00887763008988151	0.00481041988168145	0.0109495887087401	0.0100562402854308	0.00786924371430343	0.0166220472023387	0.0043756080996801	0.00926919773490649	0.00689093505912775	0.0117476910138761	0.000318135162773391	0.000378590961842341	0.000888977252922722	0.0103363602179085	0.00103491190388629	0.000108679391393638	0.00794171459674423	0.000196174596277978	0.00896459748372492	0.000557244597485195	7.98525921835732e-05	0.0226956958367475	0.00531854339095252	0.0152474658643762	0.0246712329093559
HT29_G1_4F_1	0.00763233123083031	0.000723494221954568	0.0229080947210423	0.00483629850740049	0.00435145655806751	0.0208903294279753	0.0116251999724379	0.0134111671426727	0.0259943204914308	0.0115087910693236	0.0190449677336923	0.0198920379531342	0.0147321711451466	0.0255595289175226	0.0149920593465749	0.0112664098953714	0.0014195861997621	0.0235912584124623	0.0018447934152493	0.00864479194563083	0.00627711368777445	0	0.014701234645091	0.0140932249606078	0.00970979679115269	0.000234251894533778	0.00893219834783896	0.00630314133303447	0.00433928755073504	0.00409603872320817	0.0109841914551141	0.00512689383083662	0.0071285799346886	0.0133740307489846	0.0274528415335132	0.00227528033432146	0.0125633080331457	0.0115512865616811	0.00292885110644557	0.00906953650797145	0.0173642753093908	0.0302392541931162	0.020494875387999	0.0260871828759627	0.0101298556717864	0.0130851002811843	0.00758617899775993	0.0154955577621761	0.0166095861235826	0.0140951512817927	0.0100482244711978	0.024278561475569	0.0199155670239758	0.00595606327037281	0.0151704144454865	0.0147348968890212	0.0264697618658305	0.0160450796026967	0.00947552646821489	0.0240708485627993	0.0166779924310919	0.020248946502999	0.019708784588913	0.00260056724963638	0.0110874156792971	0.0172262847410938	0.00377921027668137	0.00159215762801429	0.0228983166639571	0.010652618771045	0.015545992506861	0.0131678480633477	0.0180243357340708	0.00659524421857977	0.00665569908671178	0.00716607687480116	0.00405933890919283	0.00524221375658639	0.00616843577578958	0.0142185784688888	0.00647328548055045	0.0152414088054516	0.00571987612522442	0.00619726218820405	0.028971348305282	0.0115955207432248	0.0215238519307852	0.0309466487958694
HT29_G1_4F_2	0.00706918311906005	0.0139777927468876	0.00820783944424993	0.00986518327742654	0.0103500113469316	0.00618976785597064	0.00307622028397128	0.00129015735501757	0.0112946166639047	0.00319263427558754	0.00434416348788913	0.0051913406635014	3.09388652534724e-05	0.010859741318826	0.00029084735607434	0.00343502559206184	0.0161207025082377	0.00889111654882906	0.0165458702406368	0.00605671421432973	0.00842439498972233	0.014701234645091	0	0.000608054195264785	0.00499168927173847	0.0149354684420355	0.00576930354889547	0.00839836763262175	0.0103621799746184	0.0106054208922017	0.00371725507172144	0.00957459510759054	0.00757293452939653	0.0013272960781776	0.0127534333133571	0.0124261006570597	0.00213806606713505	0.00315013694198956	0.0117725620472779	0.00563196304880377	0.00266328111580562	0.0155404733398264	0.00579425880239427	0.0113874971990313	0.00457161922458839	0.00161624417911831	0.00711533547209705	0.000794387081686605	0.00190851625890481	0.000606127739215289	0.00465325273874871	0.00957853867497176	0.00521487281272648	0.00874544127552057	0.000469216785680047	3.36648203134176e-05	0.0117701519277861	0.00134395703079511	0.00522596502598073	0.00937078925455612	0.00197692917983339	0.00554829653326513	0.00500806352250731	0.0173015693053355	0.00361402690586457	0.00252527626622041	0.0184800840058639	0.016293258136486	0.00819805979956719	0.0040488396673157	0.000844826110230075	0.00153349143584795	0.00332341261032182	0.00810626749991161	0.00804581309111137	0.00753543767140612	0.0187601800391609	0.00945927777851363	0.00853307162265016	0.000482691825915913	0.00822822519605787	0.000540216942066814	0.00898162469979366	0.00850424556141735	0.0142722717740703	0.00310590082394804	0.0068233819159423	0.0162480403258176
HT29_G1_4F_3	0.00646113875995916	0.0133697787085324	0.00881587797486957	0.00925714873110109	0.00974197884259009	0.00679781294886578	0.00246816772595144	0.000682103349784696	0.011902641723115	0.00258458185960444	0.00495221303228096	0.00579938834818861	0.000638993058959248	0.0114677685277126	0.000898901495081172	0.0028269734905472	0.0155127020142676	0.00949915245573643	0.0159378726663593	0.005448667128234	0.00781635496869961	0.0140932249606078	0.000608054195264785	0	0.00438363979194417	0.0143274602150155	0.00516125576886447	0.00779032752088336	0.00975414752281042	0.00999738950399435	0.0031092033681845	0.00896655938557969	0.00696489169090768	0.000719242089012667	0.013361450557153	0.0118180780327713	0.00153001257757074	0.00254208447347738	0.0111645361142549	0.00502391494967045	0.00327133342865489	0.0161484730594592	0.00640230497377585	0.0119955217883942	0.00396356893470431	0.00100819033541673	0.00650729124777386	0.0014024410363783	0.00251656941669082	1.9264678895106e-06	0.00404520260035575	0.0101865717368325	0.00582292044131464	0.00813740239748262	0.0010772708715923	0.000641719011614951	0.0123781745416881	0.00195201065943609	0.00461791603095181	0.00997882319797761	0.00258498227115831	0.00615634334105705	0.00561611163593246	0.0166935771103633	0.00300597505279044	0.00313332875199686	0.0178721006843899	0.0156852588182066	0.00880609836626826	0.0034407884751306	0.00145288004044328	0.00092543754684674	0.00393146398195032	0.00749822638986993	0.00743777177902037	0.00692739471598889	0.0181521989134224	0.00885124159994762	0.00792503198359357	0.000125362382462253	0.00762018449836938	0.001148271003449	0.00837358669075916	0.00789620582056443	0.0148802798903907	0.00249784830155018	0.00743142513930806	0.0168560350535463
HT29_G1_5A_1	0.00207751977466598	0.00898632475707321	0.0131993364807796	0.00487357881012532	0.00535841988408895	0.0111813344080998	0.00191547940356439	0.00370154036312827	0.0162859791870642	0.00179906514870563	0.00933578089308492	0.0101829362332635	0.00502262786474672	0.0158511248590695	0.00528253390910931	0.0015566731306309	0.0111293291032266	0.0138825867503951	0.0115545175103131	0.00106503633411457	0.00343275674976607	0.00970979679115269	0.00499168927173847	0.00438363979194417	0	0.00994404073778827	0.000777622200631706	0.00340672884968227	0.00537058884879668	0.00561383661205648	0.00127444257235064	0.00458298324153916	0.00258127976202113	0.00366440179578539	0.0177447203747464	0.00743457420910994	0.0028536339927712	0.00184156258390538	0.00678101350279117	0.000640280145992147	0.00765493428147298	0.0205315949533464	0.0107858372745151	0.0163788551454339	0.000420073440067103	0.0033754547407233	0.00212367287626584	0.00578606821826379	0.00690018221390934	0.00438556623518061	0.000338439315205794	0.0145699801928259	0.0102064677394587	0.00375380992924898	0.00546090152267105	0.00502535379335574	0.0167614906920192	0.00633563122933748	0.00023427791730555	0.0143622396194495	0.00696859405897219	0.0105398821369199	0.00999966403286252	0.0123102548809277	0.00137767116539162	0.00751693192160058	0.013488833298071	0.0113018930462127	0.0131895572080624	0.000942856350244879	0.00583650665471114	0.00345820721466409	0.00831505293034395	0.00311462278642789	0.00305416718772974	0.00254378223478979	0.0137689451874692	0.00446766305855448	0.00354143567566637	0.00450900129638943	0.00323658292220512	0.00553190092513092	0.00398999865635071	0.00351260900218257	0.0192634721401448	0.00188579880100678	0.0118149282086432	0.0212391154804493
HT29_G1_5A_2	0.00786657818569604	0.000957746059401965	0.0231423028183423	0.00507054838566055	0.00458570681207605	0.0211245448865578	0.0118594405127433	0.0136454039589717	0.0262285160092278	0.0117430318339879	0.0192791893285183	0.0201262568018885	0.0149664048662927	0.0257937263043116	0.0152262924246567	0.011500651120005	0.00118533444363819	0.0238254638628969	0.00161054176484228	0.0088790375235654	0.00651136222067906	0.000234251894533778	0.0149354684420355	0.0143274602150155	0.00994404073778827	0	0.00916644350403375	0.00653738983851268	0.00457353781366838	0.004330289159592	0.0112184332030367	0.00536114346530806	0.00736282751153962	0.0136082676481071	0.0276870305495026	0.0025095317594387	0.0127975466833311	0.0117855272447037	0.00316310223944231	0.00930378145779913	0.0175985019983034	0.0304734297915178	0.0207290922094569	0.0263213779904596	0.0103640989234125	0.0133193378168641	0.0078204260113363	0.0157297895624592	0.0168438149467282	0.0143293865316795	0.0102824678601609	0.0245127641841322	0.0201497857947488	0.00619031213272444	0.0154046470757523	0.0149691306034826	0.0267039553035179	0.0162793099602419	0.00970977078979657	0.0243050521083545	0.0169122210646946	0.0204831641588308	0.0199430040419036	0.00236631586039675	0.0113216572373535	0.0174605118273203	0.00354495948155584	0.00135790591119668	0.0231325247985718	0.01088686111691	0.0157802241768251	0.0134020854181453	0.0182585604785469	0.00682949240827756	0.00688994720931152	0.00740032440679401	0.00382508828872589	0.00547646329047259	0.00640268442211268	0.0144528134278399	0.0067075338037944	0.0154756412559893	0.00595412521905426	0.00643151080463826	0.0292055301714617	0.011829761340943	0.0217580651515115	0.0311808207793467
