	HT29_G1_1B_1	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_1	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_1	HT29_G1_3E_2	HT29_G1_3E_3	HT29_G1_3F_1	HT29_G1_3F_2	HT29_G1_3F_3	HT29_G1_4A_1	HT29_G1_4A_2	HT29_G1_4A_3	HT29_G1_4B_1	HT29_G1_4B_2	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4C_2	HT29_G1_4C_3	HT29_G1_4F_1	HT29_G1_4F_2	HT29_G1_4F_3	HT29_G1_5A_1	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_1	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_2	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_2	HT29_G1_5E_3	HT29_G1_5F_1	HT29_G1_5F_2	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4G_3	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_4H_3	HT29_G2_5A_1	HT29_G2_5A_2	HT29_G2_5A_3	HT29_G2_5B_2	HT29_G2_5B_3	HT29_G2_5E_1	HT29_G2_5E_2	HT29_G2_5E_3	HT29_G2_5F_1	HT29_G2_5F_2	HT29_G2_5F_3	HT29_G2_5G_1	HT29_G2_5G_2	HT29_G2_5G_3	HT29_G2_5H_1	HT29_G2_5H_2	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6A_2	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6B_3	HT29_G2_6C_2	HT29_G2_6C_3	HT29_G2_6D_1	HT29_G2_6D_2	HT29_G2_6D_3	HT29_G2_6E_1	HT29_G2_6E_2	HT29_G2_6E_3	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6F_3	HT29_G2_6G_1	HT29_G2_6G_2	HT29_G2_6G_3	HT29Root1_1	HT29Root1_2	HT29Root1_3	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_3F_2	0.00920057273093858	0.00539498303338614	0.00902098835007529	0.00916388402285817	0.0160450338386112	0.0136874406646565	0.0134781096209415	0.0114689454589486	0.00550653681091587	0.00987932715441082	0	0.00542289814513611	0.0138252392225292	0.00723668211195422	0.00610252684659757	0.00861821669376993	0.0190124018094143	0.00508352026528354	0.0192854425247195	0.0112055130682532	0.00441976633557731	0.0205068049481238	0.0161602590562892	0.00661688630895825	0.0183313094024101	0.017945568855334	0.00600742597566426	0.0133139441390756	0.0147406477675414	0.0120786906367065	0.0163395011765705	0.0111887825160682	0.0104509357186225	0.0186524970778988	0.0069186941573263	0.0239454392631708	0.014665302883158	0.0131274320441454	0.0110543162293275	0.0149781021019246	0.0154943760357349	0.00845776603698726	0.00994388764449086	0.00649879242563656	0.00798024615383734	0.00552749691616038	0.00854272155126367	0.0144221882829206	0.00746174929237975	0.00444200664477796	0.0136131788311574	0.00817956941057956	0.0105079239801999	0.0053216595806385	0.00407142852566854	0.00566712621111057	0.00485819689265875	0.00648268726217613	0.00643073818801305	0.00412624246981655	0.00999382884551256	0.00348868700281603	0.0119102805013166	0.00859006402807307	0.00624618401904868	0.0141432189960608	0.00972650633536474	0.0163123870564415	0.0163048272153377	0.0138293828985272	0.0164869753193437	0.0168533727471727	0.0164031957192231	0.00661663794675307	0.0134168491910116	0.0123373676806695	0.0126251073055222	0.0220164356237007	0.0098700114251093	0.0162223797308525	0.0152935090088139	0.0173789636910864	0.012179689253308	0.00816217905193108	0.00703744796783158	0.00838543969123583	0.00838823274081276	0.004569551879044	0.00731888077629315
HT29_G1_3F_3	0.00650445503275267	0.00477312946123681	0.0123180134374998	0.0057475954882611	0.0124014968780339	0.0111544351225261	0.00950174761694226	0.00681255128801978	0.00648378521703365	0.00762180212718145	0.00542289814513611	0	0.0101180119834742	0.003970925884273	0.00407661140670856	0.00490310535290367	0.0167520398714723	0.00687699705476073	0.0151428947409284	0.00695565204101908	0.00391438869632665	0.0171292759667234	0.0119317382886467	0.00192451549410701	0.0133979693305109	0.0138762018570804	0.00814859795132598	0.00900952005215471	0.010217659320925	0.00854865304030276	0.0129567978705121	0.00801043696066955	0.00828287661241447	0.0165885377991231	0.00561055913685336	0.0212907852176211	0.0115583895992483	0.00777323286968637	0.0095912924693691	0.010754467876781	0.0117555194412221	0.00345888354812375	0.00702578282918261	0.00680161461651977	0.0046329678114889	0.00329500277767334	0.0128669350518825	0.0113012291927438	0.00216095002720159	0.009414334688474	0.0119368846099272	0.00545934926528641	0.00630278934638159	0.00512759572920138	0.00830387311653068	0.00901313185443527	0.00274227356969045	0.00796967118332789	0.00241602866377792	0.00612780907955013	0.00502723075467567	0.00238037170922563	0.00820741751332912	0.00776204973456602	0.00177039147342972	0.0109575993013474	0.00569277144971718	0.0123576863225074	0.0131982590693509	0.009126128964983	0.0128842015375257	0.0127231387622732	0.0122855599587827	0.00433155327902069	0.00994642386148143	0.00985822570852559	0.00750215462403744	0.0177184420861523	0.00635441221435332	0.0124901712973228	0.0113930978428813	0.013722775879484	0.0119665023288888	0.00635862392216951	0.00484472181750851	0.00469043354622329	0.00521161292851326	0.00215574965201859	0.0105279906261686
HT29_G1_4A_1	0.00477857611530306	0.0103354895107588	0.0202715284911649	0.00495735624826827	0.0101208734891468	0.0114298051436176	0.0108784739125501	0.00545548227684632	0.0160219647460052	0.00510873460587791	0.0138252392225292	0.0101180119834742	0	0.0098456251255982	0.008214748117975	0.00605582658612422	0.0158417046849744	0.015626324116268	0.0122421159332254	0.00879724228258005	0.0113516183706481	0.0107665442668953	0.00281772890545417	0.0111093611430127	0.00885688472120071	0.00791435832396953	0.0181046960329833	0.00519002793306483	0.00703673562206034	0.00365113504825434	0.0108110320922233	0.00984940188306324	0.00488891804513387	0.0156912814127169	0.0143028558980707	0.0192988024612689	0.0109800646819332	0.00738874524698116	0.0114304632774493	0.0100143493270143	0.0109137160868088	0.00719334495845819	0.00525057538011107	0.0142140569041786	0.0106751338728752	0.008719485202663	0.0221631761948198	0.0101318069637037	0.0099160397854119	0.0181383965888858	0.0139178049916283	0.00998166641443058	0.00544629374525032	0.0117275036291117	0.0166550911049672	0.0168470208136975	0.00978843674966231	0.0149337306438719	0.00815650554020656	0.0145521629963564	0.00918705377405839	0.0108275800273942	0.00844432716239148	0.0139251011978901	0.0107277391382888	0.0120795918655212	0.006851463519061	0.00914319162426374	0.00716936466127631	0.00358771893938239	0.00859061644533229	0.00877874876266625	0.00454612481152151	0.00775133675826466	0.000743951921195934	0.00568454909512846	0.00573998213422686	0.0130391016666879	0.00810618894920564	0.010072837134694	0.0104638559645316	0.0128086474129145	0.0121545179612509	0.0143912926960262	0.00879570790620269	0.0110928753207462	0.0123349515782201	0.0122703891381287	0.0188153244571896
HT29_G1_4A_2	0.00669210025405822	0.00324748504054987	0.0155728974253451	0.00525822563576935	0.00906102161121651	0.014394384978209	0.00628114872589557	0.00547142560664566	0.00971011168405081	0.00871652989585545	0.00723668211195422	0.003970925884273	0.0098456251255982	0	0.00645902332078625	0.00390364168588059	0.0128369608275097	0.00633960143527062	0.0121008645260582	0.00403125823844167	0.00308955175813616	0.0188635096948646	0.0113648342831031	0.00463772730386651	0.0116653827230924	0.0114216940084753	0.0105281336106983	0.00705105731895809	0.00795775790747588	0.00703668643635895	0.00946079991854244	0.00422867482089502	0.00740273500747461	0.0126657280588032	0.00462320697289313	0.0174654752942078	0.00784674820218598	0.0082826225861227	0.005817467185145	0.00775465863931808	0.00834607745872197	0.00383716211323875	0.00548766836321337	0.00473753388473362	0.0012983074083799	0.00337007626823926	0.0148963001767665	0.00768418493190893	0.00464946095631432	0.0113490307644019	0.00798007539045939	0.00906444145796498	0.00469548707171825	0.0087588242039332	0.0110189714355586	0.0121912952329693	0.00285688893743998	0.0116325018324282	0.00302907940078511	0.00566307849558395	0.00756589275422343	0.00533965678908506	0.00488324355069324	0.00463367105650578	0.00302609906040003	0.00722095825606551	0.00337219921695256	0.00934277917145596	0.0106038948623986	0.00862135725524223	0.00988138409730661	0.00993620683448183	0.0106831219941046	0.00372131743850978	0.00967799552484385	0.00773404512217989	0.00810976992384186	0.0149424357529179	0.00305514299145312	0.00920893070291744	0.00810709908595009	0.0102581453015227	0.00888425805733926	0.00472695685958329	0.00243218176400762	0.00219020435194483	0.00311907562419562	0.00490599303629354	0.0137476754170072
HT29_G1_4A_3	0.00401233332381531	0.00560996208705013	0.0122194369066684	0.00452752895580582	0.0135144695003813	0.00911374239467178	0.0117915014569055	0.00738116658749831	0.00837901207055751	0.00413613148745982	0.00610252684659757	0.00407661140670856	0.008214748117975	0.00645902332078625	0	0.00474506137051326	0.0181107647846474	0.00950174350353748	0.0165006241911952	0.00898214258178331	0.00577863722077223	0.0145800432523261	0.0106356889852626	0.00577336016579856	0.0141871718403717	0.0139583971549725	0.0104678605390181	0.00922752866625521	0.0110484211741792	0.00759781758800991	0.0140556588164373	0.00979889343262558	0.00612917767365808	0.0178278884356703	0.00927391029078886	0.022681181193696	0.0129605530590928	0.00875308123525866	0.0107256968469874	0.0124986439602183	0.0133971422540437	0.00476141417677028	0.00604249493779311	0.00937863731624403	0.00759745395861617	0.00348658669402771	0.0140727427746855	0.0124197659185744	0.00536101904396259	0.0101286517427339	0.0137228063010067	0.00425243895675154	0.00658543087302193	0.00388648192769436	0.00845236991599246	0.00869875930565137	0.0041763723905839	0.00716216535143125	0.00353947066221251	0.00835323667120245	0.00626992622183266	0.00321952528829475	0.00959259614799198	0.01042539516277	0.0056989468242826	0.0130246463328566	0.006656825251518	0.0132574144173755	0.012589601050763	0.00869473015366093	0.0132494324514137	0.0134707640502471	0.0116006211898146	0.00381902577874912	0.00784352475465279	0.00872710117009717	0.007670255200604	0.0186145728199549	0.00769484164864404	0.0136051726934626	0.0130236538207512	0.0155177506474993	0.0118067498610001	0.010064232392136	0.00563592543934637	0.00802405994496222	0.0088254877481933	0.00568559728255552	0.0106936972806149
HT29_G1_4B_1	0.00308172844954133	0.00459863290794479	0.0163681707720014	0.00139534158228564	0.00877218698152181	0.0121474066285094	0.00750834683934176	0.00327758910303582	0.0112774012307205	0.00526148870540441	0.00861821669376993	0.00490310535290367	0.00605582658612422	0.00390364168588059	0.00474506137051326	0	0.0136617212002608	0.00961068995895912	0.011834959269488	0.00476904803814173	0.00541246998852887	0.0153899587199773	0.00794614893972541	0.00613503426845119	0.010185819684259	0.00954050619727793	0.0128326785996269	0.00481785332190655	0.00658999796044973	0.00370356669759501	0.00933017171141113	0.00552143899394116	0.00403790606795573	0.013451501061156	0.00837299185766005	0.0180555754248218	0.00835260627142816	0.00678207976817354	0.0070917502094953	0.00795380958240623	0.00874345325914398	0.00260705642443555	0.00226730832975321	0.00821743714774111	0.00494005226425292	0.00312448885287192	0.0169924878049984	0.00777079417112562	0.00534949346876662	0.0130549004438876	0.00984892042135118	0.00776822273105939	0.00205511682508856	0.00827820498633823	0.0120812520008325	0.0128083466352013	0.00397521436096265	0.0115844398242243	0.00255304859698403	0.00860174491247716	0.00676292912589615	0.00584495312199994	0.00497441598653777	0.0081670334065088	0.00519673294911281	0.00864095618044614	0.00209656650249282	0.00854288333891432	0.00840478111829675	0.00565080236092513	0.00859634010218403	0.00882607116964255	0.00780881693318215	0.00233363119032972	0.00582691105937568	0.00509320465643073	0.00582308619805883	0.0140413941692746	0.00331236795931534	0.0088632349174457	0.00837762355211129	0.0108796746177782	0.00896434051483119	0.00857310481661457	0.00299734529793834	0.00554640422639522	0.00672649703258396	0.00687369112840826	0.0146765102700981
HT29_G1_4B_2	0.015700383903502	0.0138916733700199	0.0279443899725349	0.0143412055843655	0.00646759005238849	0.0255063835054555	0.00882866307142695	0.0128770709269686	0.0222836896037177	0.0179619086011531	0.0190124018094143	0.0167520398714723	0.0158417046849744	0.0128369608275097	0.0181107647846474	0.0136617212002608	0	0.0162132641866271	0.00770573062899335	0.0106912098112718	0.0147243837663837	0.026332076398153	0.0157464203180928	0.0171197535509441	0.012699633653895	0.0100207070154579	0.0223918041540584	0.0114819706710806	0.0106174939389193	0.0126291323790107	0.00549134230455798	0.00879834316301666	0.0142698184751285	0.00087327935901577	0.0149294068479118	0.00505569448054825	0.00561089914647795	0.016575907436033	0.00807662885065557	0.00857377825129004	0.00668400281950257	0.0149488415128169	0.0128242047535461	0.0135709611876254	0.0124525827428167	0.0150376084604294	0.0259307983102836	0.00610831261680811	0.0168498200743402	0.0226126799914017	0.00567438781547194	0.0212164761546751	0.0125903779540663	0.0212917121844384	0.0230671900954394	0.0245475007642696	0.0150994496574347	0.0242777195622196	0.015110805036852	0.0159895705796958	0.0188130832851266	0.017921082520041	0.00916488026378528	0.0114304404249162	0.0156481740442449	0.00642001234018189	0.0119858691054983	0.00780034109836841	0.00963171531219871	0.0147968586117426	0.00775388377901117	0.00863864665866965	0.0127540618745012	0.0143939397043675	0.0158279075985485	0.0114533558780471	0.0165784802330799	0.00979293117419503	0.0106950928502528	0.00668847028178504	0.00731401745664083	0.00574400892388299	0.0095694102077826	0.0140223273605557	0.012768899762748	0.0128859059145598	0.0132429958539331	0.0176075487203281	0.0261511529433457
HT29_G1_4B_3	0.0114818478210049	0.00566660117834096	0.0126931083455339	0.0106886765713034	0.014438955171205	0.0175131375780766	0.0113582376836062	0.0117739395002946	0.00778402464030009	0.0129813224963754	0.00508352026528354	0.00687699705476073	0.015626324116268	0.00633960143527062	0.00950174350353748	0.00961068995895912	0.0162132641866271	0	0.0174879376136144	0.00997642654419259	0.00432507808280478	0.0237790189872492	0.0174984994297348	0.00724975856761797	0.0178276505534683	0.0174767574530111	0.00678577477745714	0.0133492284947001	0.0141679016470608	0.0129430548481193	0.0145653291553031	0.00938741877630836	0.0122033344897639	0.0159235745866525	0.00359021669788482	0.0210441149051989	0.0126157839644647	0.0138580164473044	0.0090478954499668	0.0133044496020883	0.0135005521600501	0.00937386790235644	0.0109289888210411	0.00266089008340407	0.00632836934100098	0.00708813145671546	0.00977903816682318	0.0126996289316749	0.0083451929057973	0.00701035189628436	0.0105488772101486	0.0116794487613384	0.0109245033190294	0.00964695558448423	0.00813714059638464	0.00998698337440177	0.0059584130062655	0.0109970812600482	0.00772238252286031	0.00137474771548013	0.0116327594110471	0.00660888145739914	0.0106871482567304	0.00484892986005397	0.00626928773105165	0.0115558866527487	0.00965222263575044	0.0150834367816933	0.0161914028985858	0.0148139409827815	0.0155691293530517	0.0158382323368376	0.016909187801473	0.00805454068055211	0.0153217258928221	0.012943004345908	0.0138315153619459	0.0206052368433245	0.00907348343373121	0.0146502148064312	0.013443919123474	0.0149997190830605	0.0111889953416609	0.00460474969534103	0.00712285999628337	0.00660513461052982	0.00597858378583724	0.00552615612796557	0.0109628290801132
HT29_G1_4C_1	0.0138812245471075	0.0143347306127641	0.0274321333313739	0.0123608254968972	0.00378393239252954	0.0215889630676032	0.00633891150801284	0.00934923348218185	0.021196247428287	0.015841169326335	0.0192854425247195	0.0151428947409284	0.0122421159332254	0.0121008645260582	0.0165006241911952	0.011834959269488	0.00770573062899335	0.0174879376136144	0	0.00825399303810457	0.0149791226617077	0.0212890722769593	0.0109884117339227	0.0150753401638399	0.00563658085247245	0.00513971735049535	0.0220986308142628	0.00768632333394206	0.0057590974691123	0.0101586945020715	0.00411632212414233	0.00832621622814	0.0131380822973185	0.00825930778651936	0.0149840628135712	0.00895948733716019	0.00565847235207765	0.0115052764500786	0.0104607351366902	0.00446311404757906	0.00404407579525384	0.0123124039407858	0.0114575147161205	0.0150793951672479	0.0116613299034615	0.0143206874135513	0.0268158637354407	0.00585130425781086	0.0143295207272066	0.0234162579278219	0.00947889086206022	0.0184217420071687	0.00994550452163996	0.0196975894035035	0.0230626138935654	0.0240476018022809	0.0145592304614346	0.0229130526275132	0.013592502307306	0.0171579682485324	0.0150366911200206	0.0169579823937058	0.00742861762570362	0.0131308094392149	0.0141221068821192	0.0062986047695793	0.00997769151080855	0.00357246636333078	0.00793502196485461	0.0100709377513635	0.00488574488913877	0.00354169067182774	0.00824951898606418	0.013643851175722	0.0125847136556809	0.010678552056824	0.0118434993461762	0.00335412011202145	0.0094976370379891	0.00350795030552921	0.00406902208510923	0.0031793116848041	0.0131111190322874	0.0140433227561767	0.0125812590322294	0.0116932788191771	0.0123846512601055	0.0164647494107401	0.0256209160433856
HT29_G1_4C_2	0.00772168195884627	0.00681369684465153	0.0191964665370976	0.00591720958769562	0.0056979182072978	0.0154599253045909	0.0028309756919893	0.00352473934249175	0.0130160299501099	0.00986954518725274	0.0112055130682532	0.00695565204101908	0.00879724228258005	0.00403125823844167	0.00898214258178331	0.00476904803814173	0.0106912098112718	0.00997642654419259	0.00825399303810457	0	0.00708901045540797	0.0182696832912481	0.00934759746106841	0.0070110266578055	0.00789569491509202	0.00807444205119721	0.0140166329881347	0.00432259572756972	0.0043297131550462	0.00592101121278986	0.00634641891426652	0.0025613308517515	0.00799080748372538	0.0107348041184604	0.00746994125693627	0.0147392384078198	0.00518242490957576	0.00663969176905606	0.00609781153308845	0.00383631971788557	0.00485790289612024	0.00467413926549735	0.00573387719136363	0.00797529079754348	0.00369155732481314	0.00654500466460548	0.0187631268376558	0.00507057952581516	0.00642177840686358	0.015338890411251	0.00725804227297908	0.0110274641397386	0.0036198644086759	0.0117655209027515	0.0148619059749796	0.0158468163840032	0.00654791110275584	0.0148602675005697	0.00564956904606771	0.00950983964129373	0.00814997163142357	0.00882205609198411	0.00202969667168309	0.00676823704800185	0.00590349022974669	0.00463388084937907	0.00272700900427519	0.00576336731755971	0.00839271563665695	0.00658408614684874	0.0067893870364423	0.00628351282459336	0.00803834136932701	0.00625909881657402	0.00888739133851022	0.00714173011301967	0.00680128639918349	0.0110653843995313	0.00233561748222243	0.00575191813092207	0.0044557245554268	0.00683281876555062	0.00968220288395353	0.00691162710924145	0.0051685341425874	0.00378692054663367	0.00482859698386866	0.00823429153355583	0.0173770209094315
HT29_G1_4C_3	0.00717476400104868	0.0016853690987606	0.013243471365327	0.00639695113067458	0.0117048989935355	0.0144613915084131	0.00922367435143165	0.00800274696805438	0.008139881211961	0.00881228776017232	0.00441976633557731	0.00391438869632665	0.0113516183706481	0.00308955175813616	0.00577863722077223	0.00541246998852887	0.0147243837663837	0.00432507808280478	0.0149791226617077	0.00708901045540797	0	0.0198260636219263	0.0133576164846138	0.00518367937929551	0.014594784955993	0.0139926686928961	0.00867617713335493	0.00959669711838999	0.0108111189880231	0.00879731256638745	0.0119711461441675	0.00678559638267255	0.00795968556381745	0.0144150188272415	0.00455092661940361	0.0195992802643132	0.0102589077404583	0.0106075689546195	0.00690709210416993	0.0107354211408012	0.0111199986571192	0.00566604796594288	0.00672149703767264	0.00361243971786528	0.00392277251387573	0.00281532708659763	0.0122959365014897	0.0100552246952241	0.0057066970533306	0.00851572758682386	0.00943453134236954	0.00881179453064209	0.00697445340447082	0.0073692588166072	0.00842235087302683	0.00983438105883773	0.00179801664828691	0.00983216863358508	0.0037045724313465	0.00320262816328208	0.00878901340884002	0.00377645133967593	0.0076273156953355	0.00492977976529072	0.00380569929815315	0.00974676160611208	0.00587816183731075	0.0120761690407335	0.0125356131934267	0.010872120746585	0.012334577102844	0.0126989943062809	0.0129617450279886	0.00373143972378117	0.0110196042101966	0.00898280225478166	0.0102084228017875	0.017799716821218	0.0056566276860734	0.0118936890381645	0.0109536065668212	0.0129846643236609	0.00892083818930525	0.00534388344846749	0.00307415545435084	0.00463627988169514	0.0049195996285641	0.00407611534678024	0.0114583080773919
HT29_G1_4F_1	0.0134656277936501	0.0192885269694797	0.023069217081938	0.014317604113546	0.0202221949335972	0.00916079387864516	0.0204002440008384	0.0147978831602231	0.0206984157255114	0.0118163382467057	0.0205068049481238	0.0171292759667234	0.0107665442668953	0.0188635096948646	0.0145800432523261	0.0153899587199773	0.026332076398153	0.0237790189872492	0.0212890722769593	0.0182696832912481	0.0198260636219263	0	0.0106773639096689	0.0176890372955017	0.0161906182875711	0.0171143491503261	0.0234896464315413	0.0152021997987854	0.01644758443557	0.0143205011140778	0.0210474566324012	0.0199884872605479	0.0145880688487634	0.0262666977760576	0.0224534834334604	0.0292416918103664	0.0213868242426524	0.0131451815136567	0.0219355134838507	0.0195068543206336	0.0208420325959789	0.0152046022528041	0.0154253570215713	0.0231946430298404	0.0196549591487235	0.0171043766349651	0.0273014323990862	0.0206234216401493	0.0164897144680814	0.0239048130333417	0.0244579741705179	0.0132597171418526	0.0152316588441898	0.0159934080807251	0.0215475368397227	0.0206773675790453	0.0180341736581907	0.0179135625132467	0.0163127829384933	0.0227386339635261	0.0138107305691005	0.0174684868624081	0.0185993104408903	0.0234400560530418	0.0182536720328083	0.0221872822900957	0.0165608429243961	0.0189850450056538	0.017375943957604	0.0120426328756199	0.0187137973085717	0.0183320142479803	0.0137984374642574	0.0166207133725618	0.0110274317267664	0.016296751724731	0.0119611419903912	0.0211712398975321	0.0180775159756818	0.0200863216865315	0.0202872697647905	0.0225609431840028	0.0225535743519235	0.0227956357572107	0.0182247107436714	0.0197530792624176	0.0208382108780843	0.0189747693585237	0.0222243919870352
HT29_G1_4F_2	0.00739911520038222	0.0124299627886419	0.0225879184542902	0.00715320138610346	0.00969946752680514	0.0127706505569404	0.0108992310603687	0.00616067326491726	0.0179398707197751	0.0078414254696213	0.0161602590562892	0.0119317382886467	0.00281772890545417	0.0113648342831031	0.0106356889852626	0.00794614893972541	0.0157464203180928	0.0174984994297348	0.0109884117339227	0.00934759746106841	0.0133576164846138	0.0106773639096689	0	0.0125850996711213	0.00690958042877296	0.00654533961524678	0.0200257412666658	0.00526536254093192	0.00637955963698011	0.00516741174875573	0.0104823565898786	0.0106346146029757	0.0073828997037088	0.0157277843275539	0.015731363565811	0.0185928935201213	0.0110953910634145	0.00726774488462279	0.0126647868754739	0.0095696777558534	0.0105842102499113	0.00866698753089109	0.00728142065138432	0.0159130975730726	0.0119520889047232	0.0109002507615724	0.0244297230154739	0.0103077862624311	0.0113045471571637	0.0205133770242242	0.0146428633635857	0.0118636280580412	0.00669572181147586	0.0139897802282618	0.0190443843950922	0.0192226579387018	0.0118485180326696	0.0171946725220998	0.0100929349582581	0.0165396750424177	0.0102091779102444	0.0130194523040638	0.00900660838908853	0.0153105556658744	0.0122702096641304	0.0122363099862239	0.00811460990172566	0.00844287894438908	0.00709768812379643	0.00328751009841173	0.00805312698224438	0.00779256966299778	0.0031445620818388	0.00997647267571007	0.0035093923065122	0.00725567384803978	0.00597648296689749	0.011223243647168	0.0092637515603021	0.00956235088434457	0.0100953466793488	0.0122136321959138	0.0137507835964888	0.0156236312145957	0.0107047921583811	0.0122174485174707	0.0134478369172645	0.0140544277664977	0.0210984648559386
HT29_G1_4F_3	0.0080503201761549	0.00627191908371392	0.0127037810281259	0.00709513007042526	0.0126828392224578	0.0115091876052709	0.00928862900797977	0.00725334375411326	0.00623907945625335	0.00915049741809346	0.00661688630895825	0.00192451549410701	0.0111093611430127	0.00463772730386651	0.00577336016579856	0.00613503426845119	0.0171197535509441	0.00724975856761797	0.0150753401638399	0.0070110266578055	0.00518367937929551	0.0176890372955017	0.0125850996711213	0	0.0132479625312355	0.0143077087685239	0.00784275551553281	0.00952723939133333	0.0103914570437584	0.00961038029416586	0.0132938638330885	0.00840337551173207	0.00984652329861339	0.0170451683731132	0.00520379483321665	0.0214811808077655	0.0119029245105377	0.00734098854452165	0.010451070742614	0.0106561278703389	0.0118173467931454	0.0040707164783769	0.00837046720511263	0.00729387872525951	0.00479509558051075	0.00507005538705098	0.0130994188039327	0.0117681531173944	0.00136319411531422	0.0101217662356576	0.0123686639621498	0.00600458514830823	0.007081088050908	0.00615527724308612	0.00907737032873468	0.0097081948149406	0.0043921976974707	0.00861772964236713	0.00393776354070738	0.00684000106985612	0.00445512430910182	0.00401319638296555	0.00861451364681252	0.00806969357389242	0.0016625413185855	0.0110077358407339	0.00643303470876164	0.0126239266575831	0.0141166835320161	0.00954015123575168	0.0134166922304566	0.012968324254389	0.0129195213004568	0.00602468302618367	0.0110502228844439	0.0111564957543556	0.007510417663701	0.0177146101714998	0.00703187553915452	0.0127409837947403	0.0114265722292584	0.0136604014811768	0.0132883262166418	0.005808160103905	0.00620267418009013	0.00441882652445435	0.00469327583698885	0.00221098582807641	0.0109041435675228
HT29_G1_5A_1	0.0116572627777902	0.0140456791820758	0.0254412823458366	0.0103649197168164	0.00663311234713596	0.0171729588588107	0.00760399585440995	0.00698811087464577	0.0194353558385597	0.0130525945654945	0.0183313094024101	0.0133979693305109	0.00885688472120071	0.0116653827230924	0.0141871718403717	0.010185819684259	0.012699633653895	0.0178276505534683	0.00563658085247245	0.00789569491509202	0.014594784955993	0.0161906182875711	0.00690958042877296	0.0132479625312355	0	0.0046676781094435	0.0209979282247229	0.00568908799751606	0.00404847773974522	0.00832316765163458	0.00756530933702472	0.00938312396160102	0.0116046631282753	0.0130569401051418	0.0150990858463204	0.0144971020383897	0.0086206635050953	0.00739909769868311	0.0123681434591038	0.00567602519771903	0.00693072460856115	0.0100928829403199	0.0101737117103437	0.0158629156471119	0.0115015567908455	0.0131209355955278	0.0260870649781933	0.00834988548718784	0.01214297275522	0.0226154162653485	0.0127485149758419	0.015146119856668	0.00815340499859623	0.0172154639956263	0.0216278351995129	0.0221588193711574	0.013565832791866	0.0204250474444814	0.0119772139648208	0.017307874490177	0.011619622409009	0.0153112199903421	0.00784204064084394	0.0144907077554293	0.0128045073415244	0.00915577174790485	0.00885749346180601	0.00528903770620608	0.0082164752694549	0.00607306920305219	0.00636838764121427	0.0044267742281731	0.00545090976214437	0.0124607160847196	0.00944210152735085	0.0101376277545235	0.00770581434023002	0.00597742533433736	0.00930545176921297	0.00631688757476587	0.00641481271154241	0.00768127954382632	0.0149403664541781	0.0144468769843016	0.012150191755652	0.0113859551272869	0.0123403853947436	0.0150742484547322	0.0237335379196305
HT29_G1_5A_2	0.0105837969183579	0.0129774511739668	0.02585818535565	0.00949838467734051	0.00453805661987385	0.0185154538128448	0.00787833333086431	0.00722489134083897	0.0203278532135188	0.0121897428690275	0.017945568855334	0.0138762018570804	0.00791435832396953	0.0114216940084753	0.0139583971549725	0.00954050619727793	0.0100207070154579	0.0174767574530111	0.00513971735049535	0.00807444205119721	0.0139926686928961	0.0171143491503261	0.00654533961524678	0.0143077087685239	0.0046676781094435	0	0.021713327561643	0.00492158518873504	0.00413809583693847	0.00660430132052988	0.005122749526173	0.00837793847538921	0.00957509312930093	0.0101711754963695	0.0154499819994383	0.0121603462059234	0.00665707816783745	0.00994129219166578	0.0101826558401644	0.00585784524020247	0.0059710273024819	0.0106205944949292	0.00853105806777631	0.0152042998874494	0.0115337579951854	0.012481013829775	0.0261795476837526	0.00604772268791367	0.0133020414575772	0.0223434836923524	0.0108014678056807	0.0160920080820594	0.00767253229687719	0.017557871479638	0.0215901866179508	0.0223314180166799	0.0131265088790043	0.0209022173611073	0.0118688194513017	0.0167731450052252	0.0134875094984798	0.0153208788250844	0.00687277100657316	0.0137437557085397	0.013426811048776	0.00823395501679748	0.00835421809133667	0.0032593995581374	0.00394208970347044	0.00680790018302136	0.00270241951556015	0.00242803494396833	0.0035037828880883	0.0115100540196411	0.00825383934514849	0.00722528766541248	0.00952683005850818	0.00537065053593835	0.00845012802344437	0.00433147537190401	0.00572602809677768	0.00684903699004561	0.0117223660971369	0.0148747977891902	0.0110804979787798	0.0118305692558188	0.0128852665857509	0.0156668105504708	0.0241560013326294
